cell_id,cell_name,cell_description,cell_source_tissue,cell_source_organism,cell_source_tax_id,clo_id,efo_id,cellosaurus_id,cl_lincs_id,chembl_id,cell_ontology_id
1707,NCI-H1417,NCI-H1417,,Homo sapiens,9606,CLO_0007994,,CVCL_1469,LCL-1837,CHEMBL3308854,
1708,NCI-H1436,NCI-H1436,,Homo sapiens,9606,CLO_0007996,EFO_0002253,CVCL_1471,LCL-1838,CHEMBL3308893,
1709,NCI-H1522,NCI-H1522,,Homo sapiens,9606,CLO_0007999,,CVCL_1474,LCL-1839,CHEMBL3308877,
1710,NCI-H1618,NCI-H1618,,Homo sapiens,9606,CLO_0008004,EFO_0002258,CVCL_1480,LCL-1840,CHEMBL3308314,
1711,NCI-H1648,NCI-H1648,,Homo sapiens,9606,CLO_0008006,EFO_0003119,CVCL_1482,LCL-1632,CHEMBL3308315,
1712,NCI-H1694,NCI-H1694,,Homo sapiens,9606,CLO_0008013,EFO_0002263,CVCL_1489,LCL-1841,CHEMBL3308555,
1713,NCI-H1770,NCI-H1770,,Homo sapiens,9606,CLO_0008017,EFO_0002265,CVCL_1493,LCL-1625,CHEMBL3308316,
1714,NCI-H1838,NCI-H1838,,Homo sapiens,9606,CLO_0008023,EFO_0002268,CVCL_1499,LCL-1662,CHEMBL3308317,
1715,NCI-H1882,NCI-H1882,,Homo sapiens,9606,CLO_0008028,,CVCL_1504,LCL-1844,CHEMBL3308318,
1716,NCI-H1963,NCI-H1963,,Homo sapiens,9606,CLO_0008034,,CVCL_1510,LCL-1845,CHEMBL3308855,
1717,NCI-H2081,NCI-H2081,,Homo sapiens,9606,CLO_0008046,EFO_0002276,CVCL_1522,LCL-1846,CHEMBL3308319,
1718,NCI-H2107,NCI-H2107,,Homo sapiens,9606,CLO_0008051,EFO_0002278,CVCL_1527,,CHEMBL3308879,
1719,NCI-H2126,NCI-H2126,,Homo sapiens,9606,CLO_0008056,EFO_0002280,CVCL_1532,LCL-1627,CHEMBL3308894,
1720,NCI-H2141,NCI-H2141,,Homo sapiens,9606,CLO_0008058,,CVCL_1534,LCL-1850,CHEMBL3308556,
1721,NCI-H2171,NCI-H2171,,Homo sapiens,9606,CLO_0008060,EFO_0002282,CVCL_1536,LCL-1851,CHEMBL3308320,
1722,NCI-H2227,NCI-H2227,,Homo sapiens,9606,CLO_0008066,,CVCL_1542,LCL-1853,CHEMBL3308321,
1723,NCI-H2291,NCI-H2291,,Homo sapiens,9606,CLO_0008070,,CVCL_1546,LCL-1653,CHEMBL3308880,
1724,NCI-H510A,NCI-H510A,,Homo sapiens,9606,CLO_0008092,,CVCL_1565,LCL-1856,CHEMBL3308322,
1725,RPMI-6666,RPMI-6666,,Homo sapiens,9606,CLO_0008870,,CVCL_1665,,CHEMBL3308884,
1726,RPMI-8866,RPMI-8866,,Homo sapiens,9606,CLO_0008875,,CVCL_1668,LCL-1113,CHEMBL3308323,
1727,SK-MEL-24,SK-MEL-24,,Homo sapiens,9606,CLO_0009042,,CVCL_0599,LCL-1281,CHEMBL3308324,
1728,TGBC11TKB,TGBC11TKB,,Homo sapiens,9606,,,CVCL_1768,LCL-1892,CHEMBL3308557,
1729,TGBC24TKB,TGBC24TKB,,Homo sapiens,9606,,,CVCL_1770,LCL-1344,CHEMBL3308856,
1730,CP50-MEL-B,CP50-MEL-B,,Homo sapiens,9606,,,CVCL_1143,LCL-1270,CHEMBL3308325,
1731,J-RT3-T3-5,J-RT3-T3-5,,Homo sapiens,9606,,,CVCL_1316,,CHEMBL3308326,
1732,KARPAS-299,KARPAS-299,,Homo sapiens,9606,CLO_0007065,EFO_0005390,CVCL_1324,LCL-1117,CHEMBL3308327,
1733,KARPAS-422,KARPAS-422,,Homo sapiens,9606,CLO_0007066,,CVCL_1325,LCL-1120,CHEMBL3308328,
1734,LB1047-RCC,LB1047-RCC,,Homo sapiens,9606,,,CVCL_1364,LCL-1765,CHEMBL3308329,
1735,LB2241-RCC,LB2241-RCC,,Homo sapiens,9606,,,CVCL_1365,LCL-1766,CHEMBL3308330,
1736,LB2518-MEL,LB2518-MEL,,Homo sapiens,9606,,,CVCL_1366,LCL-1274,CHEMBL3308331,
1737,LB647-SCLC,LB647-SCLC,,Homo sapiens,9606,,,CVCL_1368,LCL-1870,CHEMBL3308332,
1738,MHH-CALL-2,MHH-CALL-2,,Homo sapiens,9606,CLO_0007715,,CVCL_1409,LCL-1009,CHEMBL3308333,
1739,MHH-PREB-1,MHH-PREB-1,,Homo sapiens,9606,CLO_0007720,,CVCL_1413,LCL-1140,CHEMBL3308334,
1740,MONO-MAC-6,MONO-MAC-6,Monocyte,Homo sapiens,9606,CLO_0007828,,CVCL_1426,LCL-1063,CHEMBL3308335,
1741,LB373-MEL-D,LB373-MEL-D,,Homo sapiens,9606,,,CVCL_1367,LCL-1275,CHEMBL3308336,
1742,COLO-320-HSR,COLO-320-HSR,,Homo sapiens,9606,CLO_0002547,,CVCL_0220,LCL-1189,CHEMBL3308337,
1744,KP-N-RT-BM-1,KP-N-RT-BM-1,,Homo sapiens,9606,,,CVCL_1339,,CHEMBL3308339,
1745,MDA-MB-134-VI,MDA-MB-134-VI,,Homo sapiens,9606,CLO_0007631,EFO_0001205,CVCL_0617,LCL-1316,CHEMBL3308340,
1746,Ramos-2G6-4C10,Ramos-2G6-4C10,,Homo sapiens,9606,,,CVCL_1646,LCL-2027,CHEMBL3308341,
1747,LNCaP-Clone-FGC,LNCaP-Clone-FGC,,Homo sapiens,9606,CLO_0007366,,CVCL_1379,,CHEMBL3308342,
1751,Cortical neurone,Cortical neurones,Cortical neurones,Mus musculus,10090,,,,,CHEMBL3308581,CL_0002609
1752,Monocyte,Monocytes,Monocytes,Mus musculus,10090,,,,,CHEMBL3308582,CL_0000576
1753,Hepatocyte,Hepatocytes,Liver,Canis lupus familiaris,9615,,,,,CHEMBL3308583,CL_0000182
1754,Hepatocyte,Hepatocytes,Liver,Macaca fascicularis,9541,,,,,CHEMBL3308584,CL_0000182
1755,Hepatocyte,Hepatocytes,Liver,Mus musculus,10090,,,,,CHEMBL3308585,CL_0000182
1756,Hepatocyte,Hepatocytes,Liver,Macaca mulatta,9544,,,,,CHEMBL3308857,CL_0000182
1757,Hepatocyte,Hepatocytes,Liver,Sus scrofa,9823,,,,,CHEMBL3308858,CL_0000182
1758,Oocyte,Ooctyes,,Xenopus laevis,8355,,,,,CHEMBL3308859,CL_0000023
1759,Sf9,Sf9 cells,Ovarian,Spodoptera frugiperda,7108,CLO_0008989,,CVCL_0549,,CHEMBL3308860,
1760,S2,S2 cell,Embryonic,Drosophila melanogaster,7227,CLO_0008922,EFO_0001233,CVCL_Z232,,CHEMBL3308861,
1761,MDCK-II,MDCK-II,Kidney cells,Canis lupus familiaris,9615,,,CVCL_0424,,CHEMBL3308862,
5543,Shh Light II,Shh Light II,,Mus musculus,10090,,,CVCL_2721,,CHEMBL3430863,
5544,MGC-803,MGC-803 (Gastric cancer cells),Gastric cancer cells,Homo sapiens,9606,,EFO_0006286,CVCL_5334,,CHEMBL3706567,
5545,HEK-293T,HEK-293T (A derivative of HEK-293 cells containing the SV40 T-antigen),Embryonic kidney fibroblasts,Homo sapiens,9606,CLO_0050894,EFO_0001184,CVCL_0063,,CHEMBL3706569,
5546,MOLM-14,MOLM-14 (Adult acute myeloid leukemia cells),Leukemia cells,Homo sapiens,9606,,,CVCL_7916,,CHEMBL3706571,
5547,MOLM-13,MOLM-13 (Adult acute myeloid leukemia cells),Leukemia cells,Homo sapiens,9606,,,CVCL_2119,,CHEMBL3706573,
5548,UMSCC14A,UMSCC14A,Oral cavity squamous cell carcinoma,Homo sapiens,9606,,,CVCL_7719,,CHEMBL3707162,
5549,TOV112D,TOV112D,Ovarian endometrioid adenocarcinoma,Homo sapiens,9606,,,CVCL_3612,,CHEMBL3707165,
5550,UMSCC1,UMSCC1,Oral cavity squamous cell carcinoma,Homo sapiens,9606,,,CVCL_7707,,CHEMBL3707167,
5551,H1-HeLa,H1-HeLa (Cervical adenocarcinoma cells),Cervical adenocarcinoma,Homo sapiens,9606,,,CVCL_3334,,CHEMBL3833201,
5552,Ventricular myocyte,Regular ventricular cardiac myocyte,,,,,,,,CHEMBL3833221,CL_0002131
5553,HepG2 2.2.15,HepG2 (Hepatoblastoma cells)  2.2.15,Hepatoblastoma cells,Homo sapiens,9606,CLO_0001176,,CVCL_L855,,CHEMBL3833241,
5554,Pneumocyte,Epithelial cell of alveolus of lung,Pneumocyte,,,,,,,CHEMBL3833261,CL_0000322
5555,Erythrocyte,Red Blood Cell,Blood,,,,,,,CHEMBL3833281,CL_0000232
5556,"Cerebral cortex neuron
","Cerebral cortex neuron
","Cerebral cortex
",,,,,,,CHEMBL3833582,CL_0010012
5557,POVD,POVD (Small cell lung carcinoma cells),Small cell lung carcinoma cells,Homo sapiens,9606,,,CVCL_Y194,,CHEMBL3833601,
5558,RFL-6,Rat Fetal Lung-6,Fibroblast cells,Rattus norvegicus,10116,,,CVCL_2708,,CHEMBL3833602,
5559,NSC,NSC (Neural stem cells),Neural stem cells,,,,,,,CHEMBL3833621,CL_0000047
5560,3T3,3T3 (Fibroblast cells),Fibroblast cells,,,,,,,CHEMBL3833622,
5561,Oocyte,Ooctyes,,,,,,,,CHEMBL3833641,CL_0000023
5562,Calvarial osteoblast,Osteoblast,Osteoblast that is part of a skull,,,,,,,CHEMBL3833661,CL_2000058
5563,HRPE,Retinal pigmented epithelial cells,Retinal pigmented epithelial cells,Homo sapiens,9606,,,,,CHEMBL3833681,CL_0002586
5564,Pyramidal neuron,Pyramidal cell,"Ccerebral cortex,, hippocampus, amygdala",,,,,,,CHEMBL3833682,CL_0000598
5565,Primary neuron,Primary neuron,,,,,,,,CHEMBL3833683,CL_0000530
5566,Sympathetic neuron,Sympathetic neuron,Sympathetic nervous system,,,,,,,CHEMBL3833684,CL_0011103
5567,LLC-GA5-CoL150,LLC-GA5-CoL150,,Sus scrofa,9823,,,CVCL_U207,,CHEMBL3833701,
5568,HEK293-EBNA,HEK293-EBNA,Embryonic kidney fibroblasts,Homo sapiens,9606,,,CVCL_6974,,CHEMBL3833702,
5569,GLC-4/ADR,GLC-4/ADR,Small cell lung carcinoma,Homo sapiens,9606,,,CVCL_4997,,CHEMBL3833703,
5570,GLC4/Sb30 ,GLC4/Sb30 ,Lung tumor,Homo sapiens,9606,,,,,CHEMBL3833704,
5571,K562/R7,K562/R7 (Chronic myelogenous leukemia cells),Chronic myelogenous leukemia cells,Homo sapiens,9606,,,CVCL_D573,,CHEMBL3833705,
5572,K562/Adr,K562/Adr Chronic myelogenous leukemia cells,Chronic myelogenous leukemia cells,Homo sapiens,9606,,,CVCL_3827,,CHEMBL3833721,
5573,A7R5,A7R5 (Immortalized cell line),,Rattus norvegicus,10116,,,CVCL_0137,,CHEMBL3833741,
5574,CC531mdr+,CC531mdr+(Colon carcinoma cell line),Colon carcinoma cell line,Rattus norvegicus,10116,,,,,CHEMBL3833761,
5575,HL60/ADR,HL60/ADR( Adult acute myeloid leukemia cell),Adult acute myeloid leukemia,Homo sapiens,9606,,,CVCL_0304,,CHEMBL3833762,
5576,Cardiac Muscle Cell,Cardiac Muscle Cell,Cardiac Muscle,,,,,,,CHEMBL3833763,CL_0000746
5577,Ileocyte,Ileal enterocyte,Ileum,,,,,,,CHEMBL3833764,CL_0000584
5578,Platelet,Platelet,Blood,,,,,,,CHEMBL3833781,CL_0000233
5579,BTI-TN-5B1-4,High Five,Insect cell line,Trichoplusia ni,7111,,,CVCL_C190,,CHEMBL3833782,
5580,Bone marrow cell,Bone marrow cell,Bone marrow,,,,,,,CHEMBL3833841,CL_0002092
5581,Splenocyte,Splenocytes (Spleen cells),Spleen cells,,,,,,,CHEMBL3885921,CL_2000074
5582,Leukemia cell,Leukemia cells,Leukemia cells,,,,,,,CHEMBL3885922,
5583,624 melanoma cell line,624 melanoma cell line,,Homo sapiens,9606,,,CVCL_8054,,CHEMBL3885941,
5584,P388D1,P388D1,Lymphoma cells,Mus musculus,10090,,,CVCL_0477,,CHEMBL3885961,
5585,Vero 76,Vero 76,Kidney cells,Chlorocebus sabaeus,60711,CLO_0009526,,CVCL_0603,,CHEMBL3885981,
5586,R2,R2,,Cricetulus griseus,10029,,,,,CHEMBL3886001,
5587,HeLa S3,HeLa S3 (Cervical adenocarcinoma cells),Endocervical adenocarcinoma,Homo sapiens,9606,,EFO_0002791,CVCL_0058,,CHEMBL3886002,
5588,HeLa C3,HeLa C3 (Cervical adenocarcinoma cells),Cervical adenocarcinoma,Homo sapiens,,,,,,CHEMBL3886021,
5589,HEK293-A,HEK293-A,Embryonic kidney fibroblasts,Homo sapiens,9606,,,CVCL_6910,,CHEMBL3886041,
5590,U373-MAGI,U373-MAGI,Cancer cell line,Homo sapiens,9606,,,CVCL_1F84,,CHEMBL3886081,
5591,U373,U373,Epithelium,,,,EFO_0001255,,,CHEMBL3886101,
5592,MMGT12,MMGT12 (Microglial cells) ,Microglial cells,Mus musculus,10090,,,CVCL_9U36,,CHEMBL3988381,
5593,Pituitary gland cell,Pituitary gland cell,Pituitary gland,,,,,,,CHEMBL3988382,CL_2000004
5594,A2780 ADR,A2780 Adriamycin (Doxorubicin) resistant cell line,,,,,,CVCL_1941,,CHEMBL3988401,
5595,1411HP,1411HP (Testicular embryonal carcinoma),Testicular embryonal carcinoma,Homo sapiens,9606,,,CVCL_2268,,CHEMBL3988421,
5596,CEM/VLB100,CEM/VLB100(Acute lymphoblastic leukemia),Acute lymphoblastic leukemia,Homo sapiens,9606,,,CVCL_3932,,CHEMBL3988441,
5597,NIH-3T3-G185,NIH-3T3-G185,,Mus musculus,10090,,,CVCL_L991,,CHEMBL3988465,
5598,CEM/VBL600,CEM/VBL600,,Homo sapiens,9606,,,,,CHEMBL3988481,
5599,41McisR,Ovarian carcinoma cells,Ovarian carcinoma cells,Homo sapiens,9606,,,CVCL_N788,,CHEMBL3989321,
5600,F3,F3,Monoclonal antibody isotype: IgM,Mus musculus,10090,,,CVCL_CW34,,CHEMBL3989341,
5601,Flp-In-293,Flp-In-293,,Homo sapiens,9606,,,CVCL_U421,,CHEMBL3989342,
5602,U87,U87,Cancer cell_line,Homo sapiens,9606,,,CVCL_GP63,,CHEMBL3989361,
5603,T.T,T.T,Esophageal squamous cell carcinoma,Homo sapiens,9606,,,CVCL_3174,,CHEMBL3989362,
5604,Hep 3B2,Hep 3B2.1-7,Hepatocellular carcinoma,Homo sapiens,9606,,,CVCL_0326,,CHEMBL4106361,
5605,Sf21,Sf21 cells,,Spodoptera frugiperda,7108,,,CVCL_0518,,CHEMBL4106362,
5606,HL-60(TB),HL-60(TB),Adult acute myeloid leukemia,Homo sapiens,9606,,,CVCL_A794,,CHEMBL4106363,
5607,Astrocyte,Astrocytes,Astrocytes,Rattus norvegicus,10116,,,,,CHEMBL4295336,CL_0000127
5608,Astrocyte,Astrocytes,Astrocytes,Mus musculus,10090,,,,,CHEMBL4295337,CL_0000127
5609,B cell,B-cells,B-cells,Homo sapiens,9606,,,,,CHEMBL4295338,CL_0000236
5610,Bone marrow cell,Bone marrow cells,Bone marrow,Mus musculus,10090,,,,,CHEMBL4295339,CL_0002092
5611,Bone marrow cell,Bone marrow cells,Bone marrow,Rattus norvegicus,10116,,,,,CHEMBL4295340,CL_0002092
5612,Bone marrow cell,Bone marrow cells,Bone marrow,Homo sapiens,9606,,,,,CHEMBL4295341,CL_0002092
5613,Calvarial osteoblast,Calvarial osteoblasts,Osteoblast that is part of a skull,Mus musculus,10090,,,,,CHEMBL4295342,CL_2000058
5614,Calvarial osteoblast,Calvarial osteoblasts,Osteoblast that is part of a skull,Rattus norvegicus,10116,,,,,CHEMBL4295343,CL_2000058
5615,Erythrocyte,Red blood cells,Blood,Oryctolagus cuniculus,9986,,,,,CHEMBL4295344,CL_0000232
5616,Erythrocyte,Red blood cells,Blood,Mus musculus,10090,,,,,CHEMBL4295345,CL_0000232
5617,Erythrocyte,Red blood cells,Blood,Equus caballus,9796,,,,,CHEMBL4295346,CL_0000232
5618,Erythrocyte,Red blood cells,Blood,Ovis aries,9940,,,,,CHEMBL4295347,CL_0000232
5619,Erythrocyte,Red blood cells,Blood,Homo sapiens,9606,,,,,CHEMBL4295348,CL_0000232
5620,Erythrocyte,Red blood cells,Blood,Rattus norvegicus,10116,,,,,CHEMBL4295349,CL_0000232
5621,Erythrocyte,Red blood cells,Blood,Gallus gallus,9031,,,,,CHEMBL4295350,CL_0000232
5622,Fibroblast,Fibroblasts,Fibroblast cell,Homo sapiens,9606,,,,,CHEMBL4295351,CL_0000057
5623,Fibroblast,Fibroblasts,Fibroblast cell,Gallus gallus,9031,,,,,CHEMBL4295352,CL_0000057
5624,Keratinocyte,Keratinocytes,Keratinocytes,Homo sapiens,9606,,,,,CHEMBL4295353,CL_0000312
5625,Lymphocyte,White blood cell,Lymphocytes,Homo sapiens,9606,,,,,CHEMBL4295354,CL_0000542
5626,Macrophage,Macrophages,Macrophages,Mus musculus,10090,,,,,CHEMBL4295355,CL_0000235
5627,Melanocyte,Melanocytes,Melanocytes,Homo sapiens,9606,,,,,CHEMBL4295356,CL_0000148
5628,Melanocyte,Melanocytes,Melanocytes,Danio rerio,7955,,,,,CHEMBL4295357,CL_0000148
5629,NSC,Neural stem cells,Neural stem cells,Homo sapiens,9606,,,,,CHEMBL4295358,CL_0000047
5630,Neuron,Neurons,Neurons,Mus musculus,10090,,,,,CHEMBL4295359,CL_0000540
5631,Neutrophil,Neutrophils ,Neutrophils,Danio rerio,7955,,,,,CHEMBL4295360,CL_0000775
5632,Neutrophil,Neutrophils ,Neutrophils,Homo sapiens,9606,,,,,CHEMBL4295361,CL_0000775
5633,Osteoclast,Osteoclasts,Osteoclasts,Oryctolagus cuniculus,9986,,,,,CHEMBL4295362,CL_0000092
5634,Osteoclast,Osteoclasts,Osteoclasts,Mus musculus,10090,,,,,CHEMBL4295363,CL_0000092
5635,Osteoclast,Osteoclasts,Osteoclasts,Homo sapiens,9606,,,,,CHEMBL4295364,CL_0000092
5636,Pulmonary Artery Smooth Muscle Cells,Pulmonary Artery Smooth Muscle Cells,Pulmonary artery,Rattus norvegicus,10116,,,,,CHEMBL4295365,CL_0002591
5637,PBL,Peripheral blood lymphocyte,Peripheral blood lymphocytes,Homo sapiens,9606,,,,,CHEMBL4295366,
5638,PBMC,Peripheral blood mononuclear cells,Blood,,,,,,,CHEMBL4295367,CL_2000001
5639,Platelet,Platelets,Blood,Homo sapiens,9606,,,,,CHEMBL4295368,CL_0000233
5640,Platelet,Platelets,Blood,Oryctolagus cuniculus,9986,,,,,CHEMBL4295369,CL_0000233
5641,Platelet,Platelets,Blood,Rattus norvegicus,10116,,,,,CHEMBL4295370,CL_0000233
5642,T cell,T-cells,T-cells,Macaca mulatta,9544,,,,,CHEMBL4295371,CL_0000084
5643,KOPN-8,KOPN-8,Leukaemia ,Homo sapiens,9606,,,CVCL_1866,,CHEMBL4295381,
5644,MDA-MB-436,MDA-MB-436,Metastasis of ductal carcinoma,Homo sapiens,9606,CLO_0007639,EFO_0001214,CVCL_0623,,CHEMBL4295382,
5645,JeKo-1,JeKo-1,Mantle cell lymphoma ,Homo sapiens,9606,,EFO_0005387,CVCL_1865,,CHEMBL4295383,
5646,HCC827,HCC827,Lung carcinoma,Homo sapiens,9606,CLO_0003659,EFO_0003137,CVCL_2063,,CHEMBL4295384,
5647,B16-F1,B16-F1,Melanoma,Mus musculus,10090,CLO_0001793,,CVCL_0158,,CHEMBL4295385,
5648,BEAS-2B,BEAS-2B,"Bronchial, epithelial",Homo sapiens,9606,CLO_0001925,EFO_0001089,CVCL_0168,,CHEMBL4295386,
5649,U138-MG,U138-MG,Astrocytoma,Homo sapiens,9606,CLO_0009452,,CVCL_0020,,CHEMBL4295387,
5650,ARPE-19,ARPE-19,Retinal epithelium,Homo sapiens,9606,CLO_0001749,EFO_0006271,CVCL_0145,,CHEMBL4295388,
5651,HCC78,HCC78,Metastasis of lung carcinoma ,Homo sapiens,9606,,EFO_0003136,CVCL_2061,,CHEMBL4295389,
5652,Jurkat E6.1,Jurkat E6.1,Leukemia,Homo sapiens,9606,CLO_0007045,,CVCL_0367,,CHEMBL4295390,
5653,MC3T3-E1,MC3T3-E1,Calvaria fibroblast,Mus musculus,10090,CLO_0007582,,CVCL_0409,,CHEMBL4295391,
5654,OCI-AML-3,OCI-AML-3,Leukaemia,Homo sapiens,9606,,EFO_0006289,CVCL_1844,,CHEMBL4295392,
5655,SUP-B15,SUP-B15,Leukaemia,Homo sapiens,9606,CLO_0009161,EFO_0006763,CVCL_0103,,CHEMBL4295393,
5656,SK-N-BE(2)-M17,SK-N-BE(2)-M17,Bone marrow metastasis of neuroblastoma ,Homo sapiens,9606,CLO_0001916,,CVCL_0167,,CHEMBL4295394,
5657,FL5.12,FL5.12,Blood,Mus musculus,10090,,,CVCL_0262,,CHEMBL4295395,
5658,HK-2,HK-2,Kidney,Homo sapiens,9606,CLO_0003771,,CVCL_0302,,CHEMBL4295396,
5659,TK6,TK6,Spleen lymphoblast,Homo sapiens,9606,CLO_0009357,,CVCL_0561,,CHEMBL4295397,
5660,LS180,LS180,Colon carcinoma,Homo sapiens,9606,CLO_0007394,EFO_0006640,CVCL_0397,,CHEMBL4295398,
5661,SEM,SEM,Leukaemia,Homo sapiens,9606,,EFO_0002326,CVCL_0095,,CHEMBL4295399,
5662,B16-F0,B16-F0,Melanoma,Mus musculus,10090,CLO_0001792,,CVCL_0604,,CHEMBL4295400,
5663,HMC1,HMC1,Leukaemia,Homo sapiens,9606,,,CVCL_0003,,CHEMBL4295401,
5664,LN-229,LN-229,Glioblastoma,Homo sapiens,9606,CLO_0007363,EFO_0006637,CVCL_0393,,CHEMBL4295402,
5665,KCL-22,KCL-22,Leukaemia,Homo sapiens,9606,,,CVCL_2091,,CHEMBL4295403,
5666,16HBE14o-,16HBE14o-,"Bronchial, epithelial",Homo sapiens,9606,,,CVCL_0112,,CHEMBL4295404,
5667,LN-18,LN-18,Glioblastoma,Homo sapiens,9606,CLO_0007362,EFO_0006636,CVCL_0392,,CHEMBL4295405,
5668,NCTC-2544,NCTC-2544,Cervical carcinoma,Homo sapiens,9606,CLO_0008132,,CVCL_0461,,CHEMBL4295406,
5669,HCC-1.2,HCC-1.2,Hepatoma,Homo sapiens,9606,,,CVCL_0C53,,CHEMBL4295407,
5670,KG-1a,KG-1a,Leukaemia,Homo sapiens,9606,CLO_0007095,,CVCL_1824,,CHEMBL4295408,
5671,HMEC-1,HMEC-1,Dermal endothelium,Homo sapiens,9606,,EFO_0005383,CVCL_0307,,CHEMBL4295409,
5672,IB3-1,IB3-1,Bronchial epithelial,Homo sapiens,9606,CLO_0004329,EFO_0001194,CVCL_0338,,CHEMBL4295410,
5673,Vero C1008,Vero C1008,Kidney epithelial,Chlorocebus sabaeus,60711,CLO_0009527,,CVCL_0574,,CHEMBL4295411,
5674,NCI-H929,NCI-H929,Plasma cell myeloma,Homo sapiens,9606,CLO_0008127,EFO_0001221,CVCL_1600,,CHEMBL4295412,
5675,EJM,EJM,Plasma cell myeloma,Homo sapiens,9606,,EFO_0006572,CVCL_2030,,CHEMBL4295413,
5676,KB-V1,KB-V1,Cervical carcinoma,Homo sapiens,9606,CLO_0007077,,CVCL_2089,,CHEMBL4295414,
5677,B16-BL6,B16-BL6,Melanoma,Mus musculus,10090,CLO_0050759,,CVCL_0157,,CHEMBL4295415,
5678,K562/A02,K562/A02,Leukaemia,Homo sapiens,9606,,,CVCL_0368,,CHEMBL4295416,
5679,Mahlavu,Mahlavu,Hepatoma,Homo sapiens,9606,,,CVCL_0405,,CHEMBL4295417,
5680,RBE4,RBE4,"Brain, endothelial",Rattus norvegicus ,10116,,,CVCL_0495,,CHEMBL4295418,
5681,HPBALL,HPBALL,Leukaemia,Homo sapiens,9606,CLO_0003817,,CVCL_1820,,CHEMBL4295419,
5682,PaTu 8988t,PaTu 8988t,Pancreatic carcinoma,Homo sapiens,9606,CLO_0008384,EFO_0005713,CVCL_1847,,CHEMBL4295420,
5683,U2932,U2932,Lymphoma,Homo sapiens,9606,,EFO_0006499,CVCL_1896,,CHEMBL4295421,
5684,JJN-3,JJN-3,Plasma cell myeloma,Homo sapiens,9606,CLO_0006605,,CVCL_2078,,CHEMBL4295422,
5685,SNU-182,SNU-182,Hepatoma ,Homo sapiens,9606,CLO_0009096,EFO_0002345,CVCL_0090,,CHEMBL4295423,
5686,HEC-1-A,HEC-1-A,Endometrial carcinoma,Homo sapiens,9606,CLO_0003674,EFO_0002191,CVCL_0293,,CHEMBL4295424,
5687,IEC-6,IEC-6,"Intestine, epithelium",Rattus norvegicus ,10116,CLO_0004342,,CVCL_0343,,CHEMBL4295425,
5688,KMS-12-BM,KMS-12-BM,Plasma cell myeloma,Homo sapiens,9606,,EFO_0006612,CVCL_1334,,CHEMBL4295426,
5689,OCI-Ly1,OCI-Ly1,Lymphoma,Homo sapiens,9606,,EFO_0005907,CVCL_1879,,CHEMBL4295427,
5690,A2780cis,A2780cis,Ovarian carcinoma,Homo sapiens,9606,CLO_0001573,,CVCL_1942,,CHEMBL4295428,
5691,HCC44,HCC44,Lung carcinoma,Homo sapiens,9606,,EFO_0003133,CVCL_2060,,CHEMBL4295429,
5692,JIMT-1,JIMT-1,Metastasis of breast carcinoma ,Homo sapiens,9606,,EFO_0005388,CVCL_2077,,CHEMBL4295430,
5693,WM 266-4,WM 266-4,Thigh metastasis of melanoma,Homo sapiens,9606,CLO_0009612,EFO_0006774,CVCL_2765,,CHEMBL4295431,
5694,Melan-a,Melan-a,"Skin, melanocytes",Mus musculus,10090,,,CVCL_4624,,CHEMBL4295432,
5695,K562/VCR,K562/VCR,Chronic myloegnous leukemia,Homo sapiens,9606,CLO_0050125,,CVCL_5145,,CHEMBL4295433,
5696,BT-483,BT-483,Ductal carcinoma,Homo sapiens,9606,CLO_0002043,EFO_0001095,CVCL_2319,,CHEMBL4295434,
5697,VCaP,VCaP,Vertebra metastasis of prostate carcinoma,Homo sapiens,9606,,EFO_0007752,CVCL_2235,,CHEMBL4295435,
5698,NCI-H3122,NCI-H3122,Lung carcinoma,Homo sapiens,9606,,,CVCL_5160,,CHEMBL4295436,
5699,MM473,MM473,Lymph node metastasis of melanoma,Homo sapiens,9606,,,CVCL_4450,,CHEMBL4295437,
5700,K-562R,K-562R,Leukaemia,Homo sapiens,9606,,,CVCL_5950,,CHEMBL4295438,
5701,LNCaP C4-2,LNCaP C4-2,Lymph node metastasis of prostate carcinoma,Homo sapiens,9606,,,CVCL_4782,,CHEMBL4295439,
5702,A2780S,A2780S,Ovarian endometroid adenocarcinoma,Homo sapiens,9606,,,CVCL_4863,,CHEMBL4295440,
5703,PEO1,PEO1,Metastasis of ovarian carcinoma,Homo sapiens,9606,,EFO_0005445,CVCL_2686,,CHEMBL4295441,
5704,Pfeiffer,Pfeiffer,Lymphoma,Homo sapiens,9606,CLO_0008423,EFO_0006472,CVCL_3326,,CHEMBL4295442,
5705,hTERT-BJ,hTERT-BJ,"Foreskin, fibroblast",Homo sapiens,9606,CLO_0001981,,CVCL_6573,,CHEMBL4295443,
5706,184B5,184B5,"Mammary, epithelial",Homo sapiens,9606,CLO_0001138,,CVCL_4688,,CHEMBL4295444,
5707,WSU-HN13,WSU-HN13,Tongue squamous cell carcinoma,Homo sapiens,9606,,,CVCL_5519,,CHEMBL4295445,
5708,CCD-841CoN,CCD-841CoN,Colon epithelial,Homo sapiens,9606,CLO_0002250,,CVCL_2871,,CHEMBL4295446,
5709,EBC-1,EBC-1,Skin metastasis of squamous cell lung carcinoma ,Homo sapiens,9606,CLO_0050039,EFO_0003115,CVCL_2891,,CHEMBL4295447,
