who_name,level1,level2,level3,level4,level5,level1_description,level2_description,level3_description,level4_description
acetarsol,P,P01,P01C,P01CD,P01CD02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Arsenic compounds
pentamidine isethionate,P,P01,P01C,P01CX,P01CX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Other agents against leishmaniasis and trypanosomiasis
suramin sodium,P,P01,P01C,P01CX,P01CX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Other agents against leishmaniasis and trypanosomiasis
eflornithine,P,P01,P01C,P01CX,P01CX03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Other agents against leishmaniasis and trypanosomiasis
praziquantel,P,P02,P02B,P02BA,P02BA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Quinoline derivatives and related substances
oxamniquine,P,P02,P02B,P02BA,P02BA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Quinoline derivatives and related substances
metrifonate,P,P02,P02B,P02BB,P02BB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Organophosphorous compounds
bithionol,P,P02,P02B,P02BX,P02BX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Other antitrematodal agents
niridazole,P,P02,P02B,P02BX,P02BX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Other antitrematodal agents
stibophen,P,P02,P02B,P02BX,P02BX03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Other antitrematodal agents
triclabendazole,P,P02,P02B,P02BX,P02BX04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTITREMATODALS,Other antitrematodal agents
mebendazole,P,P02,P02C,P02CA,P02CA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
tiabendazole,P,P02,P02C,P02CA,P02CA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
albendazole,P,P02,P02C,P02CA,P02CA03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
ciclobendazole,P,P02,P02C,P02CA,P02CA04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
flubendazole,P,P02,P02C,P02CA,P02CA05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
fenbendazole,P,P02,P02C,P02CA,P02CA06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
"mebendazole, combinations",P,P02,P02C,P02CA,P02CA51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives
piperazine,P,P02,P02C,P02CB,P02CB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Piperazine and derivatives
diethylcarbamazine,P,P02,P02C,P02CB,P02CB02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Piperazine and derivatives
pyrantel,P,P02,P02C,P02CC,P02CC01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Tetrahydropyrimidine derivatives
oxantel,P,P02,P02C,P02CC,P02CC02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Tetrahydropyrimidine derivatives
levamisole,P,P02,P02C,P02CE,P02CE01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Imidazothiazole derivatives
ivermectin,P,P02,P02C,P02CF,P02CF01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Avermectines
pyrvinium,P,P02,P02C,P02CX,P02CX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Other antinematodals
bephenium,P,P02,P02C,P02CX,P02CX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Other antinematodals
niclosamide,P,P02,P02D,P02DA,P02DA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTICESTODALS,Salicylic acid derivatives
desaspidin,P,P02,P02D,P02DX,P02DX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTICESTODALS,Other anticestodals
dichlorophen,P,P02,P02D,P02DX,P02DX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTICESTODALS,Other anticestodals
dixanthogen,P,P03,P03A,P03AA,P03AA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
potassium polysulfide,P,P03,P03A,P03AA,P03AA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
mesulfen,P,P03,P03A,P03AA,P03AA03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
disulfiram,P,P03,P03A,P03AA,P03AA04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
thiram,P,P03,P03A,P03AA,P03AA05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
"disulfiram, combinations",P,P03,P03A,P03AA,P03AA54,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Sulfur containing products
clofenotane,P,P03,P03A,P03AB,P03AB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Chlorine containing products
lindane,P,P03,P03A,P03AB,P03AB02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Chlorine containing products
"clofenotane, combinations",P,P03,P03A,P03AB,P03AB51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES",Chlorine containing products
pyrethrum,P,P03,P03A,P03AC,P03AC01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
bioallethrin,P,P03,P03A,P03AC,P03AC02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
phenothrin,P,P03,P03A,P03AC,P03AC03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
permethrin,P,P03,P03A,P03AC,P03AC04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"pyrethrum, combinations",P,P03,P03A,P03AC,P03AC51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"bioallethrin, combinations",P,P03,P03A,P03AC,P03AC52,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"phenothrin, combinations",P,P03,P03A,P03AC,P03AC53,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
"permethrin, combinations",P,P03,P03A,P03AC,P03AC54,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Pyrethrines, incl. synthetic compounds"
benzyl benzoate,P,P03,P03A,P03AX,P03AX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
copper oleinate,P,P03,P03A,P03AX,P03AX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
malathion,P,P03,P03A,P03AX,P03AX03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
quassia,P,P03,P03A,P03AX,P03AX04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
dimeticone,P,P03,P03A,P03AX,P03AX05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
benzyl alcohol,P,P03,P03A,P03AX,P03AX06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
cyfluthrin,P,P03,P03B,P03BA,P03BA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
cypermethrin,P,P03,P03B,P03BA,P03BA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
decamethrin,P,P03,P03B,P03BA,P03BA03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
tetramethrin,P,P03,P03B,P03BA,P03BA04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Pyrethrines
diethyltoluamide,P,P03,P03B,P03BX,P03BX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
dimethylphthalate,P,P03,P03B,P03BX,P03BX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
dibutylphthalate,P,P03,P03B,P03BX,P03BX03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
dibutylsuccinate,P,P03,P03B,P03BX,P03BX04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
dimethylcarbate,P,P03,P03B,P03BX,P03BX05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
etohexadiol,P,P03,P03B,P03BX,P03BX06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",INSECTICIDES AND REPELLENTS,Other insecticides and repellents
cyclopentamine,R,R01,R01A,R01AA,R01AA02,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
ephedrine,R,R01,R01A,R01AA,R01AA03,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
phenylephrine,R,R01,R01A,R01AA,R01AA04,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
oxymetazoline,R,R01,R01A,R01AA,R01AA05,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
tetryzoline,R,R01,R01A,R01AA,R01AA06,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
xylometazoline,R,R01,R01A,R01AA,R01AA07,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
naphazoline,R,R01,R01A,R01AA,R01AA08,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
tramazoline,R,R01,R01A,R01AA,R01AA09,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
metizoline,R,R01,R01A,R01AA,R01AA10,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
tuaminoheptane,R,R01,R01A,R01AA,R01AA11,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
fenoxazoline,R,R01,R01A,R01AA,R01AA12,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
tymazoline,R,R01,R01A,R01AA,R01AA13,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
epinephrine,R,R01,R01A,R01AA,R01AA14,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
indanazoline,R,R01,R01A,R01AA,R01AA15,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
phenylephrine,R,R01,R01A,R01AB,R01AB01,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
naphazoline,R,R01,R01A,R01AB,R01AB02,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
tetryzoline,R,R01,R01A,R01AB,R01AB03,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
ephedrine,R,R01,R01A,R01AB,R01AB05,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
xylometazoline,R,R01,R01A,R01AB,R01AB06,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
oxymetazoline,R,R01,R01A,R01AB,R01AB07,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
tuaminoheptane,R,R01,R01A,R01AB,R01AB08,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
cromoglicic acid,R,R01,R01A,R01AC,R01AC01,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
levocabastine,R,R01,R01A,R01AC,R01AC02,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
azelastine,R,R01,R01A,R01AC,R01AC03,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
antazoline,R,R01,R01A,R01AC,R01AC04,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
spaglumic acid,R,R01,R01A,R01AC,R01AC05,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
thonzylamine,R,R01,R01A,R01AC,R01AC06,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
nedocromil,R,R01,R01A,R01AC,R01AC07,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
olopatadine,R,R01,R01A,R01AC,R01AC08,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
"cromoglicic acid, combinations",R,R01,R01A,R01AC,R01AC51,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
beclometasone,R,R01,R01A,R01AD,R01AD01,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
prednisolone,R,R01,R01A,R01AD,R01AD02,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
dexamethasone,R,R01,R01A,R01AD,R01AD03,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
flunisolide,R,R01,R01A,R01AD,R01AD04,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
budesonide,R,R01,R01A,R01AD,R01AD05,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
betamethasone,R,R01,R01A,R01AD,R01AD06,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
tixocortol,R,R01,R01A,R01AD,R01AD07,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
fluticasone,R,R01,R01A,R01AD,R01AD08,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
mometasone,R,R01,R01A,R01AD,R01AD09,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
triamcinolone,R,R01,R01A,R01AD,R01AD11,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
fluticasone furoate,R,R01,R01A,R01AD,R01AD12,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
ciclesonide,R,R01,R01A,R01AD,R01AD13,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
"prednisolone, combinations",R,R01,R01A,R01AD,R01AD52,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
"dexamethasone, combinations",R,R01,R01A,R01AD,R01AD53,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
"tixocortol, combinations",R,R01,R01A,R01AD,R01AD57,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
"fluticasone, combinations",R,R01,R01A,R01AD,R01AD58,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
"hydrocortisone, combinations",R,R01,R01A,R01AD,R01AD60,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
calcium hexamine thiocyanate,R,R01,R01A,R01AX,R01AX01,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
retinol,R,R01,R01A,R01AX,R01AX02,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
ipratropium bromide,R,R01,R01A,R01AX,R01AX03,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
ritiometan,R,R01,R01A,R01AX,R01AX05,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
mupirocin,R,R01,R01A,R01AX,R01AX06,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
hexamidine,R,R01,R01A,R01AX,R01AX07,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
framycetin,R,R01,R01A,R01AX,R01AX08,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
hyaluronic acid,R,R01,R01A,R01AX,R01AX09,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
various,R,R01,R01A,R01AX,R01AX10,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
combinations,R,R01,R01A,R01AX,R01AX30,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
