accountid,districtid,frequency,date
4480,58,"POPLATEK MESICNE",1996-08-19
4484,54,"POPLATEK MESICNE",1993-02-03
4488,33,"POPLATEK MESICNE",1996-04-24
4493,61,"POPLATEK PO OBRATU",1996-10-15
4503,50,"POPLATEK MESICNE",1995-01-03
4511,33,"POPLATEK MESICNE",1993-09-26
4514,69,"POPLATEK MESICNE",1993-12-18
4519,8,"POPLATEK MESICNE",1994-06-08
4526,63,"POPLATEK MESICNE",1993-11-29
4527,9,"POPLATEK MESICNE",1997-06-01
4533,68,"POPLATEK MESICNE",1997-08-03
4534,63,"POPLATEK MESICNE",1997-01-18
4537,53,"POPLATEK TYDNE",1996-07-18
4538,70,"POPLATEK MESICNE",1995-05-07
4543,33,"POPLATEK MESICNE",1993-10-08
4550,56,"POPLATEK MESICNE",1997-02-06
4576,27,"POPLATEK MESICNE",1993-06-05
4580,9,"POPLATEK MESICNE",1994-08-27
4585,27,"POPLATEK MESICNE",1996-06-08
4588,12,"POPLATEK MESICNE",1996-08-27
4589,4,"POPLATEK MESICNE",1995-05-22
4596,74,"POPLATEK MESICNE",1993-03-09
4616,1,"POPLATEK MESICNE",1997-09-24
4618,3,"POPLATEK MESICNE",1996-07-21
4626,9,"POPLATEK MESICNE",1996-06-15
4631,77,"POPLATEK PO OBRATU",1996-12-12
4650,4,"POPLATEK MESICNE",1995-10-15
4659,56,"POPLATEK MESICNE",1993-10-08
4660,63,"POPLATEK MESICNE",1997-01-03
4681,70,"POPLATEK MESICNE",1995-08-08
4715,8,"POPLATEK MESICNE",1996-10-28
4725,73,"POPLATEK MESICNE",1997-04-14
4727,2,"POPLATEK MESICNE",1995-02-13
4729,66,"POPLATEK MESICNE",1997-05-23
4743,64,"POPLATEK MESICNE",1993-05-05
4746,54,"POPLATEK MESICNE",1997-02-21
4753,1,"POPLATEK MESICNE",1996-11-07
4768,39,"POPLATEK MESICNE",1996-06-17
4774,66,"POPLATEK MESICNE",1994-01-14
4784,46,"POPLATEK MESICNE",1997-08-08
4794,72,"POPLATEK MESICNE",1996-12-18
4803,26,"POPLATEK MESICNE",1996-06-08
4825,15,"POPLATEK MESICNE",1994-06-04
4851,52,"POPLATEK MESICNE",1996-02-04
4852,47,"POPLATEK MESICNE",1995-04-13
4858,67,"POPLATEK MESICNE",1997-06-21
4863,5,"POPLATEK MESICNE",1996-03-12
4894,14,"POPLATEK MESICNE",1993-06-20
4907,42,"POPLATEK MESICNE",1994-02-06
4937,12,"POPLATEK MESICNE",1993-02-20
4948,43,"POPLATEK MESICNE",1995-07-29
4949,33,"POPLATEK MESICNE",1996-10-14
4969,60,"POPLATEK TYDNE",1996-08-19
4981,54,"POPLATEK MESICNE",1996-01-22
4994,1,"POPLATEK TYDNE",1996-01-11
4995,20,"POPLATEK TYDNE",1994-08-01
4999,1,"POPLATEK MESICNE",1996-02-12
5001,53,"POPLATEK MESICNE",1995-12-15
5011,31,"POPLATEK MESICNE",1993-08-25
5024,70,"POPLATEK MESICNE",1995-08-20
5033,54,"POPLATEK MESICNE",1995-08-03
5063,43,"POPLATEK MESICNE",1995-10-11
5065,66,"POPLATEK MESICNE",1993-01-24
5066,13,"POPLATEK TYDNE",1995-08-27
5072,6,"POPLATEK MESICNE",1996-04-12
5092,74,"POPLATEK MESICNE",1993-12-21
5118,72,"POPLATEK MESICNE",1995-08-05
5120,1,"POPLATEK MESICNE",1993-06-21
5125,1,"POPLATEK MESICNE",1995-09-14
5126,58,"POPLATEK MESICNE",1995-04-03
5129,68,"POPLATEK MESICNE",1993-06-08
5133,68,"POPLATEK TYDNE",1996-12-08
5164,5,"POPLATEK MESICNE",1997-05-13
5180,54,"POPLATEK MESICNE",1997-02-24
5181,75,"POPLATEK MESICNE",1996-02-03
5194,1,"POPLATEK PO OBRATU",1995-05-05
5196,13,"POPLATEK TYDNE",1997-06-29
5213,1,"POPLATEK MESICNE",1995-08-18
5215,55,"POPLATEK MESICNE",1993-07-01
5228,77,"POPLATEK PO OBRATU",1993-06-23
5250,8,"POPLATEK TYDNE",1996-07-20
5256,72,"POPLATEK PO OBRATU",1993-10-25
5263,64,"POPLATEK MESICNE",1995-07-14
5267,4,"POPLATEK MESICNE",1996-01-12
5269,49,"POPLATEK MESICNE",1996-07-04
5270,44,"POPLATEK MESICNE",1993-01-13
5283,15,"POPLATEK MESICNE",1997-09-18
5290,34,"POPLATEK MESICNE",1997-07-21
5305,47,"POPLATEK MESICNE",1996-09-16
5313,40,"POPLATEK MESICNE",1993-04-29
5317,28,"POPLATEK MESICNE",1996-10-20
5343,64,"POPLATEK MESICNE",1993-06-08
5357,70,"POPLATEK MESICNE",1994-12-18
5358,4,"POPLATEK MESICNE",1995-05-18
5362,76,"POPLATEK TYDNE",1996-09-06
5366,70,"POPLATEK MESICNE",1993-08-09
5369,54,"POPLATEK MESICNE",1993-02-25
5372,48,"POPLATEK MESICNE",1993-05-08
5385,44,"POPLATEK TYDNE",1993-05-21
5387,1,"POPLATEK MESICNE",1993-10-05
5395,47,"POPLATEK MESICNE",1996-04-26
5422,66,"POPLATEK MESICNE",1994-10-22
5423,15,"POPLATEK MESICNE",1993-05-02
5428,24,"POPLATEK MESICNE",1993-04-14
5429,71,"POPLATEK MESICNE",1995-09-22
5442,34,"POPLATEK MESICNE",1993-03-22
5445,72,"POPLATEK MESICNE",1997-02-19
5472,1,"POPLATEK MESICNE",1993-05-04
5477,57,"POPLATEK MESICNE",1995-12-17
5481,52,"POPLATEK MESICNE",1993-08-16
5483,13,"POPLATEK MESICNE",1993-03-28
5505,1,"POPLATEK MESICNE",1996-04-26
5541,43,"POPLATEK MESICNE",1995-03-24
5546,43,"POPLATEK MESICNE",1993-05-28
5572,15,"POPLATEK MESICNE",1997-08-11
5574,13,"POPLATEK TYDNE",1994-07-14
5591,9,"POPLATEK MESICNE",1996-03-16
5593,15,"POPLATEK MESICNE",1996-02-27
5602,19,"POPLATEK PO OBRATU",1996-07-10
5622,70,"POPLATEK MESICNE",1993-02-08
5628,61,"POPLATEK MESICNE",1994-06-17
5632,5,"POPLATEK TYDNE",1994-11-15
5648,59,"POPLATEK MESICNE",1997-06-13
5650,10,"POPLATEK PO OBRATU",1995-01-08
5661,53,"POPLATEK MESICNE",1995-12-20
5692,66,"POPLATEK MESICNE",1996-02-25
5698,1,"POPLATEK MESICNE",1997-09-04
5700,42,"POPLATEK MESICNE",1993-07-20
5708,64,"POPLATEK TYDNE",1997-10-12
5724,14,"POPLATEK PO OBRATU",1995-04-19
5726,17,"POPLATEK PO OBRATU",1996-04-19
5735,52,"POPLATEK MESICNE",1995-01-25
5740,43,"POPLATEK MESICNE",1993-04-16
5742,74,"POPLATEK PO OBRATU",1995-07-05
5758,44,"POPLATEK MESICNE",1997-07-28
5767,72,"POPLATEK MESICNE",1993-06-16
5774,1,"POPLATEK MESICNE",1995-06-08
5794,70,"POPLATEK MESICNE",1995-07-14
5817,77,"POPLATEK PO OBRATU",1996-12-10
5837,5,"POPLATEK MESICNE",1996-07-18
5868,44,"POPLATEK MESICNE",1993-02-02
5870,75,"POPLATEK MESICNE",1997-09-17
5878,76,"POPLATEK MESICNE",1996-11-19
5891,54,"POPLATEK MESICNE",1993-01-25
5912,45,"POPLATEK MESICNE",1996-10-25
5927,15,"POPLATEK MESICNE",1993-11-26
5944,27,"POPLATEK MESICNE",1997-06-06
5952,50,"POPLATEK MESICNE",1993-09-07
5984,11,"POPLATEK MESICNE",1993-11-11
5991,1,"POPLATEK MESICNE",1993-11-21
6030,47,"POPLATEK MESICNE",1993-08-24
6034,6,"POPLATEK TYDNE",1993-03-19
6040,1,"POPLATEK MESICNE",1993-04-22
6051,56,"POPLATEK MESICNE",1993-08-28
6061,1,"POPLATEK MESICNE",1997-03-08
6062,24,"POPLATEK MESICNE",1996-08-28
6064,49,"POPLATEK MESICNE",1997-01-11
6075,19,"POPLATEK MESICNE",1996-09-15
6083,6,"POPLATEK TYDNE",1996-09-19
6097,29,"POPLATEK MESICNE",1997-06-15
6118,1,"POPLATEK TYDNE",1994-03-07
6138,54,"POPLATEK MESICNE",1997-01-22
6148,74,"POPLATEK MESICNE",1993-12-27
6157,34,"POPLATEK MESICNE",1996-11-11
6158,67,"POPLATEK MESICNE",1996-05-13
6226,74,"POPLATEK TYDNE",1993-07-26
6265,5,"POPLATEK MESICNE",1996-11-01
6273,38,"POPLATEK MESICNE",1993-07-21
6281,56,"POPLATEK MESICNE",1993-06-08
6289,64,"POPLATEK MESICNE",1995-04-05
6306,64,"POPLATEK MESICNE",1997-03-04
6321,1,"POPLATEK MESICNE",1994-09-10
6353,26,"POPLATEK MESICNE",1993-11-26
6358,3,"POPLATEK MESICNE",1995-05-27
6363,74,"POPLATEK MESICNE",1993-08-01
6397,48,"POPLATEK MESICNE",1995-03-15
6400,31,"POPLATEK PO OBRATU",1995-10-09
6425,31,"POPLATEK MESICNE",1993-03-29
6434,1,"POPLATEK MESICNE",1995-05-08
6440,1,"POPLATEK MESICNE",1996-11-01
6453,34,"POPLATEK MESICNE",1996-07-27
6461,50,"POPLATEK MESICNE",1996-07-17
6463,16,"POPLATEK MESICNE",1995-09-11
6472,61,"POPLATEK MESICNE",1994-02-08
6473,12,"POPLATEK MESICNE",1993-01-26
6495,6,"POPLATEK MESICNE",1996-07-23
6505,7,"POPLATEK MESICNE",1997-09-13
6510,74,"POPLATEK MESICNE",1996-12-18
6511,72,"POPLATEK MESICNE",1994-06-10
6512,34,"POPLATEK TYDNE",1996-02-03
6555,38,"POPLATEK TYDNE",1993-03-05
6592,1,"POPLATEK MESICNE",1996-10-20
6602,74,"POPLATEK MESICNE",1997-08-04
6609,16,"POPLATEK MESICNE",1995-03-27
6636,72,"POPLATEK TYDNE",1993-08-04
6649,1,"POPLATEK MESICNE",1995-07-08
6678,54,"POPLATEK MESICNE",1996-01-03
6686,61,"POPLATEK MESICNE",1996-02-10
6688,16,"POPLATEK MESICNE",1996-06-25
6699,35,"POPLATEK MESICNE",1996-06-08
6701,49,"POPLATEK TYDNE",1993-03-15
6706,38,"POPLATEK MESICNE",1996-12-28
6715,48,"POPLATEK TYDNE",1993-09-15
6738,62,"POPLATEK MESICNE",1994-07-28
6792,1,"POPLATEK MESICNE",1996-05-11
6806,1,"POPLATEK MESICNE",1993-11-26
6856,43,"POPLATEK MESICNE",1995-08-19
6866,14,"POPLATEK MESICNE",1997-10-02
6872,15,"POPLATEK MESICNE",1995-09-02
6897,48,"POPLATEK MESICNE",1993-04-23
6902,60,"POPLATEK MESICNE",1996-10-22
6910,76,"POPLATEK MESICNE",1995-04-04
6922,3,"POPLATEK TYDNE",1997-05-12
6924,74,"POPLATEK MESICNE",1994-06-01
6927,74,"POPLATEK TYDNE",1995-12-08
6930,41,"POPLATEK MESICNE",1993-09-08
6950,36,"POPLATEK MESICNE",1996-10-12
6985,38,"POPLATEK MESICNE",1995-07-27
7011,75,"POPLATEK MESICNE",1993-10-08
7033,75,"POPLATEK MESICNE",1996-07-03
7045,51,"POPLATEK MESICNE",1996-12-26
7049,69,"POPLATEK MESICNE",1997-10-12
7052,55,"POPLATEK PO OBRATU",1997-07-17
7082,57,"POPLATEK MESICNE",1996-09-06
7099,1,"POPLATEK MESICNE",1996-08-20
7101,54,"POPLATEK MESICNE",1996-07-06
7123,64,"POPLATEK PO OBRATU",1993-04-14
7133,1,"POPLATEK MESICNE",1993-09-17
7136,12,"POPLATEK TYDNE",1995-04-09
7156,71,"POPLATEK MESICNE",1997-09-11
7176,1,"POPLATEK MESICNE",1996-12-07
7180,7,"POPLATEK TYDNE",1997-06-12
7181,77,"POPLATEK PO OBRATU",1996-07-02
7184,5,"POPLATEK MESICNE",1995-06-19
7190,49,"POPLATEK MESICNE",1993-09-06
7203,71,"POPLATEK MESICNE",1993-03-26
7231,10,"POPLATEK MESICNE",1993-03-14
7240,17,"POPLATEK MESICNE",1996-04-23
7262,70,"POPLATEK MESICNE",1996-08-30
7274,11,"POPLATEK MESICNE",1997-09-28
7401,1,"POPLATEK MESICNE",1993-02-26
7418,21,"POPLATEK MESICNE",1995-04-07
7424,68,"POPLATEK MESICNE",1996-07-28
7437,19,"POPLATEK TYDNE",1997-08-08
7445,64,"POPLATEK MESICNE",1993-03-18
7449,1,"POPLATEK MESICNE",1993-11-24
7454,4,"POPLATEK MESICNE",1993-04-19
7465,1,"POPLATEK TYDNE",1996-12-19
7485,39,"POPLATEK MESICNE",1993-07-28
7487,4,"POPLATEK MESICNE",1995-10-01
7520,9,"POPLATEK MESICNE",1996-03-29
7523,63,"POPLATEK MESICNE",1994-08-29
7542,54,"POPLATEK MESICNE",1996-05-16
7546,43,"POPLATEK MESICNE",1994-09-03
7559,56,"POPLATEK MESICNE",1997-05-24
7562,72,"POPLATEK TYDNE",1995-01-17
7565,59,"POPLATEK MESICNE",1996-04-02
7594,16,"POPLATEK MESICNE",1996-02-16
7606,21,"POPLATEK MESICNE",1995-03-15
7607,1,"POPLATEK MESICNE",1993-09-05
7614,62,"POPLATEK MESICNE",1995-02-08
7618,72,"POPLATEK TYDNE",1995-06-13
7632,68,"POPLATEK MESICNE",1996-09-22
7636,40,"POPLATEK MESICNE",1996-10-08
7637,46,"POPLATEK MESICNE",1996-08-19
7674,1,"POPLATEK MESICNE",1996-07-21
7713,50,"POPLATEK TYDNE",1996-05-25
7721,13,"POPLATEK MESICNE",1997-07-03
7733,19,"POPLATEK TYDNE",1996-07-08
7745,2,"POPLATEK MESICNE",1996-11-29
7753,74,"POPLATEK MESICNE",1993-02-08
7765,52,"POPLATEK TYDNE",1994-07-10
7769,23,"POPLATEK MESICNE",1993-10-03
7774,74,"POPLATEK PO OBRATU",1993-09-14
7795,64,"POPLATEK MESICNE",1995-01-05
7815,19,"POPLATEK TYDNE",1995-04-09
7819,38,"POPLATEK MESICNE",1993-08-01
7824,60,"POPLATEK MESICNE",1994-05-17
7828,36,"POPLATEK MESICNE",1996-01-05
7844,1,"POPLATEK MESICNE",1993-11-26
7857,75,"POPLATEK MESICNE",1993-08-04
7859,52,"POPLATEK MESICNE",1995-03-14
7861,34,"POPLATEK MESICNE",1995-04-22
7890,23,"POPLATEK MESICNE",1996-03-26
7894,27,"POPLATEK MESICNE",1996-04-09
7907,70,"POPLATEK MESICNE",1996-07-27
7926,69,"POPLATEK TYDNE",1996-06-09
7944,59,"POPLATEK MESICNE",1993-12-27
7957,51,"POPLATEK MESICNE",1995-09-07
7965,55,"POPLATEK MESICNE",1993-11-08
7966,54,"POPLATEK MESICNE",1996-12-27
7990,9,"POPLATEK MESICNE",1996-08-30
7997,10,"POPLATEK MESICNE",1996-04-25
8026,36,"POPLATEK MESICNE",1997-03-23
8027,44,"POPLATEK TYDNE",1993-07-07
8038,47,"POPLATEK MESICNE",1996-08-17
8039,9,"POPLATEK MESICNE",1995-12-17
8041,1,"POPLATEK MESICNE",1993-10-10
8051,1,"POPLATEK TYDNE",1993-02-07
8073,24,"POPLATEK PO OBRATU",1993-09-03
8085,73,"POPLATEK MESICNE",1996-04-08
8092,54,"POPLATEK MESICNE",1995-01-11
8094,67,"POPLATEK MESICNE",1996-11-24
8114,59,"POPLATEK MESICNE",1995-10-14
8127,37,"POPLATEK MESICNE",1994-10-13
8129,45,"POPLATEK MESICNE",1993-06-26
8132,5,"POPLATEK TYDNE",1993-04-17
8149,64,"POPLATEK PO OBRATU",1997-05-14
8153,9,"POPLATEK MESICNE",1997-07-02
8158,48,"POPLATEK TYDNE",1996-06-16
8159,26,"POPLATEK MESICNE",1995-02-08
8169,29,"POPLATEK MESICNE",1995-11-28
8173,11,"POPLATEK MESICNE",1993-07-05
8212,52,"POPLATEK PO OBRATU",1993-08-21
8225,50,"POPLATEK MESICNE",1996-12-07
8260,31,"POPLATEK MESICNE",1993-03-24
8261,13,"POPLATEK MESICNE",1993-05-12
8268,59,"POPLATEK MESICNE",1996-09-19
8316,70,"POPLATEK MESICNE",1994-06-04
8320,51,"POPLATEK MESICNE",1997-01-19
8321,77,"POPLATEK MESICNE",1993-04-12
8327,1,"POPLATEK TYDNE",1995-08-08
8330,48,"POPLATEK MESICNE",1993-03-28
8341,64,"POPLATEK MESICNE",1996-12-27
8377,29,"POPLATEK MESICNE",1993-11-20
8381,14,"POPLATEK MESICNE",1996-09-17
8405,20,"POPLATEK MESICNE",1994-05-10
8411,20,"POPLATEK MESICNE",1994-12-02
8475,4,"POPLATEK MESICNE",1993-09-08
8489,19,"POPLATEK MESICNE",1993-09-18
8492,2,"POPLATEK MESICNE",1994-06-29
8505,70,"POPLATEK MESICNE",1997-03-20
8519,23,"POPLATEK MESICNE",1993-04-02
8523,54,"POPLATEK MESICNE",1996-11-25
8533,47,"POPLATEK MESICNE",1995-10-10
8547,14,"POPLATEK TYDNE",1995-07-17
8558,1,"POPLATEK PO OBRATU",1994-02-27
8564,68,"POPLATEK MESICNE",1993-09-12
8566,74,"POPLATEK MESICNE",1993-10-08
8625,64,"POPLATEK MESICNE",1993-11-10
8628,2,"POPLATEK PO OBRATU",1996-10-15
8639,46,"POPLATEK MESICNE",1997-08-22
8645,60,"POPLATEK MESICNE",1997-06-23
8680,17,"POPLATEK MESICNE",1996-02-12
8688,66,"POPLATEK MESICNE",1996-11-22
8713,53,"POPLATEK MESICNE",1997-05-18
8742,70,"POPLATEK MESICNE",1997-01-28
8759,1,"POPLATEK MESICNE",1993-09-18
8772,1,"POPLATEK MESICNE",1996-05-16
8776,64,"POPLATEK MESICNE",1994-08-24
8784,1,"POPLATEK MESICNE",1996-10-16
8856,15,"POPLATEK MESICNE",1994-12-18
8896,28,"POPLATEK PO OBRATU",1996-05-02
8899,1,"POPLATEK TYDNE",1994-09-05
8919,62,"POPLATEK MESICNE",1997-07-03
8926,1,"POPLATEK MESICNE",1997-03-21
8931,63,"POPLATEK TYDNE",1996-01-01
8934,51,"POPLATEK MESICNE",1993-06-06
8957,1,"POPLATEK MESICNE",1993-11-13
8972,70,"POPLATEK MESICNE",1996-05-21
8982,64,"POPLATEK MESICNE",1993-09-25
8998,61,"POPLATEK MESICNE",1995-05-24
9006,40,"POPLATEK TYDNE",1994-09-02
9017,70,"POPLATEK MESICNE",1995-11-22
9024,1,"POPLATEK MESICNE",1996-01-05
9030,72,"POPLATEK MESICNE",1995-01-21
9031,47,"POPLATEK MESICNE",1997-01-15
9034,1,"POPLATEK MESICNE",1993-06-28
9037,1,"POPLATEK MESICNE",1996-10-22
9041,1,"POPLATEK MESICNE",1993-08-03
9051,5,"POPLATEK TYDNE",1996-01-17
9052,43,"POPLATEK PO OBRATU",1995-08-30
9093,47,"POPLATEK MESICNE",1993-06-16
9104,10,"POPLATEK MESICNE",1994-01-21
9138,26,"POPLATEK MESICNE",1996-07-18
9140,32,"POPLATEK MESICNE",1997-08-18
9153,9,"POPLATEK MESICNE",1996-12-12
9156,18,"POPLATEK MESICNE",1997-09-14
9159,64,"POPLATEK MESICNE",1996-08-02
9167,56,"POPLATEK MESICNE",1997-04-02
9179,28,"POPLATEK MESICNE",1997-01-21
9188,45,"POPLATEK MESICNE",1993-02-08
9192,1,"POPLATEK MESICNE",1994-08-16
9199,72,"POPLATEK MESICNE",1996-05-15
9201,69,"POPLATEK MESICNE",1996-10-28
9203,70,"POPLATEK MESICNE",1993-02-27
9208,29,"POPLATEK MESICNE",1997-05-24
9225,11,"POPLATEK MESICNE",1996-01-01
9227,51,"POPLATEK MESICNE",1997-11-04
9235,37,"POPLATEK MESICNE",1995-06-24
9236,11,"POPLATEK MESICNE",1993-08-18
9241,74,"POPLATEK MESICNE",1996-09-25
9242,57,"POPLATEK MESICNE",1996-03-15
9263,68,"POPLATEK MESICNE",1996-06-04
9265,1,"POPLATEK MESICNE",1993-02-04
9307,68,"POPLATEK MESICNE",1993-01-24
9333,36,"POPLATEK MESICNE",1996-11-08
9337,30,"POPLATEK MESICNE",1993-09-13
9353,59,"POPLATEK MESICNE",1995-11-03
9377,1,"POPLATEK MESICNE",1995-09-17
9403,1,"POPLATEK TYDNE",1993-03-27
9422,70,"POPLATEK MESICNE",1996-03-06
9424,54,"POPLATEK MESICNE",1996-12-30
9433,59,"POPLATEK MESICNE",1997-08-14
9455,73,"POPLATEK MESICNE",1996-11-03
9472,1,"POPLATEK TYDNE",1993-07-06
9484,5,"POPLATEK MESICNE",1997-04-26
9491,7,"POPLATEK TYDNE",1996-08-08
9493,64,"POPLATEK MESICNE",1995-04-02
9494,21,"POPLATEK MESICNE",1996-05-10
9504,9,"POPLATEK MESICNE",1996-01-29
9510,1,"POPLATEK MESICNE",1996-06-09
9513,59,"POPLATEK MESICNE",1996-05-12
9528,19,"POPLATEK MESICNE",1996-11-07
9548,62,"POPLATEK MESICNE",1996-06-07
9549,4,"POPLATEK MESICNE",1997-01-17
9560,1,"POPLATEK MESICNE",1997-07-13
9583,31,"POPLATEK TYDNE",1994-05-22
9591,74,"POPLATEK MESICNE",1993-05-20
9627,65,"POPLATEK PO OBRATU",1994-07-22
9631,11,"POPLATEK MESICNE",1996-06-25
9633,70,"POPLATEK MESICNE",1996-01-08
9635,70,"POPLATEK MESICNE",1993-01-05
9640,1,"POPLATEK MESICNE",1993-03-13
9645,38,"POPLATEK MESICNE",1996-01-23
9646,1,"POPLATEK TYDNE",1996-07-30
9656,61,"POPLATEK MESICNE",1993-11-14
9673,76,"POPLATEK MESICNE",1997-06-07
9677,8,"POPLATEK MESICNE",1996-10-13
9703,68,"POPLATEK MESICNE",1993-07-15
9707,70,"POPLATEK MESICNE",1993-04-24
9730,54,"POPLATEK MESICNE",1997-01-01
9731,54,"POPLATEK PO OBRATU",1994-12-01
9750,74,"POPLATEK MESICNE",1994-05-16
9790,52,"POPLATEK MESICNE",1995-11-09
9814,64,"POPLATEK TYDNE",1995-01-19
9826,68,"POPLATEK MESICNE",1996-08-23
9828,11,"POPLATEK MESICNE",1993-05-20
9833,20,"POPLATEK MESICNE",1993-07-24
9859,27,"POPLATEK MESICNE",1996-07-08
9869,12,"POPLATEK MESICNE",1993-08-21
9883,1,"POPLATEK MESICNE",1993-03-19
9897,1,"POPLATEK MESICNE",1995-03-04
9928,60,"POPLATEK MESICNE",1995-11-09
10001,24,"POPLATEK MESICNE",1995-05-28
10005,64,"POPLATEK MESICNE",1997-11-29
10018,8,"POPLATEK MESICNE",1995-07-23
10019,8,"POPLATEK MESICNE",1995-06-15
10022,1,"POPLATEK MESICNE",1997-05-07
10036,1,"POPLATEK MESICNE",1993-09-13
10049,17,"POPLATEK MESICNE",1996-03-28
10063,4,"POPLATEK TYDNE",1996-10-13
10065,76,"POPLATEK MESICNE",1996-03-30
10068,1,"POPLATEK MESICNE",1997-04-02
10079,62,"POPLATEK MESICNE",1993-05-06
10093,1,"POPLATEK TYDNE",1994-07-01
10105,55,"POPLATEK MESICNE",1993-04-28
10131,1,"POPLATEK MESICNE",1993-11-27
10134,22,"POPLATEK MESICNE",1997-04-26
10148,34,"POPLATEK MESICNE",1997-01-13
10152,34,"POPLATEK MESICNE",1997-09-28
10202,70,"POPLATEK MESICNE",1996-07-08
10215,38,"POPLATEK MESICNE",1996-04-12
10220,44,"POPLATEK MESICNE",1996-08-26
10227,62,"POPLATEK PO OBRATU",1993-09-27
10233,27,"POPLATEK MESICNE",1996-02-21
10243,44,"POPLATEK MESICNE",1997-09-03
10257,27,"POPLATEK MESICNE",1997-05-01
10266,54,"POPLATEK MESICNE",1993-06-10
10280,69,"POPLATEK MESICNE",1996-12-01
10297,14,"POPLATEK MESICNE",1996-01-19
10320,68,"POPLATEK MESICNE",1993-07-11
10343,8,"POPLATEK MESICNE",1997-05-22
10345,36,"POPLATEK MESICNE",1996-04-07
10351,23,"POPLATEK MESICNE",1995-05-04
10361,21,"POPLATEK MESICNE",1996-06-21
10364,55,"POPLATEK MESICNE",1993-01-17
10365,22,"POPLATEK MESICNE",1995-09-02
10404,1,"POPLATEK MESICNE",1996-12-30
10411,39,"POPLATEK PO OBRATU",1995-11-23
10436,60,"POPLATEK MESICNE",1996-03-21
10439,66,"POPLATEK MESICNE",1993-11-21
10440,72,"POPLATEK MESICNE",1993-09-13
10445,72,"POPLATEK MESICNE",1996-05-29
10451,1,"POPLATEK MESICNE",1993-08-29
10478,70,"POPLATEK TYDNE",1996-02-24
10493,12,"POPLATEK MESICNE",1997-01-09
10520,55,"POPLATEK PO OBRATU",1995-10-24
10558,40,"POPLATEK MESICNE",1996-02-01
10562,51,"POPLATEK MESICNE",1996-08-21
10607,52,"POPLATEK MESICNE",1996-10-08
10613,55,"POPLATEK MESICNE",1997-11-04
10630,41,"POPLATEK MESICNE",1995-01-15
10644,16,"POPLATEK MESICNE",1997-07-12
10645,2,"POPLATEK MESICNE",1996-12-21
10650,76,"POPLATEK MESICNE",1997-09-09
10652,1,"POPLATEK MESICNE",1997-03-18
10656,8,"POPLATEK MESICNE",1993-05-05
10663,11,"POPLATEK MESICNE",1993-12-08
10670,60,"POPLATEK MESICNE",1993-11-18
10679,1,"POPLATEK MESICNE",1997-05-30
10694,73,"POPLATEK TYDNE",1996-05-15
10710,19,"POPLATEK MESICNE",1995-10-30
10711,36,"POPLATEK MESICNE",1996-07-08
10728,71,"POPLATEK MESICNE",1994-12-23
10738,45,"POPLATEK TYDNE",1993-04-17
10762,1,"POPLATEK MESICNE",1995-10-23
10774,46,"POPLATEK MESICNE",1997-07-05
10788,67,"POPLATEK TYDNE",1993-11-22
10789,75,"POPLATEK MESICNE",1996-09-18
10799,76,"POPLATEK MESICNE",1997-08-19
10807,34,"POPLATEK MESICNE",1996-03-13
10812,16,"POPLATEK MESICNE",1997-04-08
10857,50,"POPLATEK MESICNE",1996-10-02
10884,65,"POPLATEK MESICNE",1995-02-20
10904,48,"POPLATEK MESICNE",1993-11-26
10905,32,"POPLATEK MESICNE",1996-11-21
10906,76,"POPLATEK MESICNE",1993-11-14
10911,1,"POPLATEK TYDNE",1993-05-29
10915,25,"POPLATEK TYDNE",1997-02-15
10940,50,"POPLATEK MESICNE",1993-09-13
10942,44,"POPLATEK TYDNE",1994-06-05
10954,25,"POPLATEK MESICNE",1996-07-29
10963,16,"POPLATEK MESICNE",1995-05-20
10973,18,"POPLATEK TYDNE",1993-04-20
11013,1,"POPLATEK TYDNE",1993-02-14
11021,1,"POPLATEK MESICNE",1993-08-10
11027,32,"POPLATEK TYDNE",1996-07-26
11042,72,"POPLATEK MESICNE",1995-01-29
11053,46,"POPLATEK MESICNE",1997-05-27
11054,59,"POPLATEK TYDNE",1996-02-01
11065,11,"POPLATEK MESICNE",1993-03-19
11069,37,"POPLATEK MESICNE",1995-06-02
11079,16,"POPLATEK MESICNE",1995-11-10
11096,28,"POPLATEK MESICNE",1996-12-10
11111,1,"POPLATEK MESICNE",1993-05-20
11123,39,"POPLATEK MESICNE",1996-07-21
11135,75,"POPLATEK MESICNE",1993-10-10
11138,70,"POPLATEK TYDNE",1995-08-18
11141,1,"POPLATEK TYDNE",1997-02-11
11186,12,"POPLATEK MESICNE",1994-11-24
11231,1,"POPLATEK MESICNE",1997-02-05
11244,33,"POPLATEK MESICNE",1997-01-12
11265,15,"POPLATEK MESICNE",1993-01-14
11271,5,"POPLATEK MESICNE",1995-09-20
11295,74,"POPLATEK MESICNE",1993-01-21
11317,50,"POPLATEK MESICNE",1997-07-11
11320,44,"POPLATEK MESICNE",1993-05-26
11325,62,"POPLATEK MESICNE",1996-10-15
11327,7,"POPLATEK MESICNE",1997-10-15
11328,54,"POPLATEK MESICNE",1996-11-05
11333,8,"POPLATEK MESICNE",1994-05-26
11349,1,"POPLATEK TYDNE",1995-05-26
11359,61,"POPLATEK MESICNE",1994-10-01
11362,67,"POPLATEK MESICNE",1995-10-14
11382,74,"POPLATEK MESICNE",1995-08-20
