GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization
G235801,Non-Essential,?,"RNA processing complexes","Sensitivity to aminoacid analogs and other drugs",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Sensitivity to aminoacid analogs and other drugs",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Sensitivity to aminoacid analogs and other drugs",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Stress response defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Stress response defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Stress response defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Stress response defects",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Stress response defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Stress response defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Stress response defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"Transcription complexes/Transcriptosome","Stress response defects",?,14,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Cell cycle defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Cell cycle defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Cell cycle defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Cell cycle defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Mating and sporulation defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Mating and sporulation defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Mating and sporulation defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Mating and sporulation defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Nucleic acid metabolism defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Nucleic acid metabolism defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Nucleic acid metabolism defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Nucleic acid metabolism defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,TRANSCRIPTION,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,15,METABOLISM,nucleus
G235802,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,15,TRANSCRIPTION,nucleus
G235803,Non-Essential,?,"Replication complexes","Cell cycle defects",PS00176,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235803,Non-Essential,?,"Replication complexes","Cell cycle defects",PS00176,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235803,Non-Essential,?,"Replication complexes","Cell cycle defects",PS00176,15,TRANSCRIPTION,nucleus
G235803,Non-Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00176,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235803,Non-Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00176,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235803,Non-Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00176,15,TRANSCRIPTION,nucleus
G235809,Essential,?,?,"Cell cycle defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235809,Essential,?,?,"Cell cycle defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235810,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235810,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235815,Essential,?,"RNA processing complexes",?,PS00030,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235815,Essential,?,"RNA processing complexes",?,PS00030,15,TRANSCRIPTION,nucleus
G235816,Essential,?,"Translation complexes",?,PS00050,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235816,Essential,?,"Translation complexes",?,PS00050,15,"PROTEIN SYNTHESIS",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00152,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00152,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00152,15,"PROTEIN SYNTHESIS",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00813,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00813,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235817,Essential,?,"Translation complexes","Mating and sporulation defects",PS00813,15,"PROTEIN SYNTHESIS",cytoplasm
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00017,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00017,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00017,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00333,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00333,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00333,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00697,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00697,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",PS00697,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00017,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00017,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00017,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00333,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00333,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00333,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00697,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00697,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235819,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",PS00697,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235820,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00914,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00914,15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00914,15,"PROTEIN DESTINATION",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00914,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00914,15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00914,15,"PROTEIN DESTINATION",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",PS00914,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",PS00914,15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235820,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",PS00914,15,"PROTEIN DESTINATION",vacuole
G235821,Non-Essential,?,"Mitochondrial translocase complex",?,?,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235821,Non-Essential,?,"Mitochondrial translocase complex",?,?,15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
G235821,Non-Essential,?,"Mitochondrial translocase complex",?,?,15,"PROTEIN DESTINATION",mitochondria
G235821,Non-Essential,?,"Mitochondrial translocase complex",?,?,15,"TRANSPORT FACILITATION",mitochondria
G235826,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00343,15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
