id,firstname,lastname
48014,Philippa,Lowthorpe
48015,"David R.",Loxton
48016,Mino,Loy
48017,Nanni,Loy
48018,Sam,Loyd
48019,Bertrand,Loyer
48020,Virgile,Loyer
48021,"Bernardo (II)",Loyola
48022,Roberto,Loyola
48023,"José (I)","Loza Martínez"
48024,Gustavo,Loza
48025,José,Loza
48026,Santiago,Loza
48027,Hervé,Lozac'h
48028,"Miguel Ángel",Lozana
48029,Carlos,"Lozano Boone"
48030,Carlos,"Lozano Dana"
48031,"Alejandro (II)",Lozano
48032,"Andrés N.",Lozano
48033,Eloy,Lozano
48034,"Jaime L.",Lozano
48035,Jorge,Lozano
48036,"José Luis",Lozano
48037,Patricia,Lozano
48038,Raul,Lozano
48039,Teo,Lozano
48040,Vince,Lozano
48041,Olivier,Lozic
48042,Marcel,Lozinski
48043,Pawel,Lozinski
48044,Sergey,Loznitsa
48045,"Petar Vladislav",Lozo
48046,Oleksa,Lozowchuk
48047,Edmond,Lozzi
48048,"Ann (I)",Lu
48049,Ban,Lu
48050,Chi,Lu
48051,Chin-Ku,Lu
48052,Chuan,Lu
48053,Dongqin,Lu
48054,"Feng (I)",Lu
48055,"Feng (II)",Lu
48056,Gang,Lu
48057,Ji-Zu,Lu
48058,Jianhua,Lu
48059,John,Lu
48060,Kenneth,Lu
48061,Oscar,Lu
48062,"Ping (II)",Lu
48063,"Raymond R.",Lu
48064,Ren,Lu
48065,Shaolian,Lu
48066,Shing,Lu
48068,Wei,Lu
48069,Wong-Tu,Lu
48070,Xiaolong,Lu
48071,Xiaoya,Lu
48072,Xuechang,Lu
48073,Yanjin,Lu
48074,Yue,Lu
48075,Maner,Lualdi
48076,Fabrice,Luang-Vija
48077,Ken,Luba
48078,Aaron,Lubarsky
48079,Olaf,Lubaszenko
48080,Matthew,Lubetich
48081,Arik,Lubetzki
48082,Alejandro,Lubezki
48083,Emmanuel,Lubezki
48084,Arthur,Lubin
48085,Siegmund,Lubin
48086,Todd,Lubin
48087,Ernst,Lubitsch
48088,Philippe,Lubliner
48089,Diego,Lublinsky
48090,Guido,Lublinsky
48091,Petraq,Lubonja
48092,Rudolf,Lubowski
48093,Guillaume,Lubrano
48095,Jean-Claude,Lubtchansky
48096,Rob,Lubunski
48097,Peter,Luby
48098,"S. Roy",Luby
48099,Cayetano,"Luca de Tena"
48100,Elio,Lucantonio
48101,Jack,Lucarelli
48102,Valentina,Lucari
48103,Antonio,Lucarini
48104,"Adam (I)",Lucas
48105,Anthony,Lucas
48106,Brandão,Lucas
48107,Carl,Lucas
48108,"Christine (I)",Lucas
48109,"Clyde (II)",Lucas
48110,Craig,Lucas
48111,Csaba,Lucas
48112,Elizabeth,Lucas
48113,F.R.,Lucas
48114,"Francisco de",Lucas
48115,George,Lucas
48117,Kevin,Lucas
48118,"Lisa (II)",Lucas
48119,Mark,Lucas
48120,Meredith,Lucas
48122,"Neil (II)",Lucas
48123,Nicole,Lucas
48124,Phil,Lucas
48125,Reilly,Lucas
48127,Thomas,Lucas
48128,"Victor (II)",Lucas
48129,"Victor (IV)",Lucas
48130,Wilfred,Lucas
48131,"Arjen Anthony",Lucassen
48132,Eduardo,Lucatero
48133,Celso,Luccas
48134,Laura,Luccetti
48135,Leandro,Lucchetti
48137,Vincenzo,Lucci-Chiarissi
48138,"Martín de",Lucenay
48139,Francesco,Lucente
48140,Leon,Lucero
48141,Dominique,Luchart
48142,Daniele,Luchetti
48143,Konstantin,Luchev
48144,Glen,Luchford
48146,Sergei,Luchishin
48147,Luis,Lucia
48148,François,Luciani
48150,Mladen,Lucic
48151,Stacey,Lucich
48152,Michael,Lucid
48153,Alessandro,Lucidi
48156,Luciano,Lucignani
48157,Luca,Lucini
48158,Paco,Lucio
48159,Norbert,Lucius
48160,Oscar,Lucién
48161,Irwin,Luck
48162,Hans,Lucke
48163,Michèle,Lucker
48164,Tony,Luckett
48165,Bud,Luckey
48166,William,Lucking
48167,Hasrat,Lucknowi
48168,"Munshi Dil",Lucknowi
48169,Sandra,Luckow
48171,"Horace Lisle",Lucoque
48172,René,Lucot
48173,Michael,Ludbrook
48174,Bill,Ludel
48175,Wolfgang,Luderer
48176,Simon,Ludgate
48177,Malte,Ludin
48178,Norberto,Ludin
48179,Edward,Ludlum
48180,Jim,Ludtke
48181,"Julio César",Ludueña
48182,Bedrich,Ludvik
48183,Ann,Ludwick
48184,Bernhard,Ludwig
48185,Carsten,Ludwig
48186,Edward,Ludwig
48187,Julian,Ludwig
48188,Karen,Ludwig
48189,"Stephen E.",Ludwig
48190,Heiko,Lueg
48191,John,Luessenhop
48192,"Marius A.",Luessi
48193,Steven,Luff
48194,Joel,Lugar
48195,John,Lugar
48196,Michael,Lugenbuehl
48198,Gabriel,"Lugigo López"
48199,Carlo,Luglio
48200,Kristina,Lugn
48201,"Alfredo (I)",Lugo
48202,Milan,Lugomirski
48203,Alex,Lugones
48204,"Mario C.",Lugones
48205,István,Lugossy
48206,László,Lugossy
48207,André,Luguet
48208,Chimanlal,Luhar
48209,Yurij,Luhovy
48210,Baz,Luhrmann
48211,Giancarlo,Lui
48212,Hao,Lui
48213,Kei,Lui
48214,Kenneth,Lui
48215,"Raymond (I)",Lui
48216,"Ying Wing",Lui
48217,Anna,Luif
48218,Peter,Luisi
48219,Eric,Luithle
48220,Al,Lujan
48221,Jim,Lujan
48222,Damir,Lujanac
48223,Fernando,Luján
48224,Jamie,Luk
48225,Jane,Luk
48226,"Kam Bo",Luk
48227,Damir,Lukacevic
48228,Isabelle,Lukacie
48229,Christopher,Lukas
48230,"Ernest A.",Lukas
48231,Kit,Lukas
48232,Andrey,Lukashevich
48233,Tatyana,Lukashevich
48234,Agnieszka,Lukasiak
48235,Jerzy,Lukaszewicz
48236,Colin,Luke
48237,Eric,Luke
48238,Jorge,Luke
48239,Monte,Luke
48240,Tony,Luke
48241,Terry,Lukemire
48242,Robert,Luketic
48243,Butch,Lukic
48244,Danny,Lukic
48245,Vladeta,Lukic
48246,Ivan,Lukinsky
48247,Edo,Lukman
48248,Leonid,Lukov
48249,Milan,Luks
48250,Gitis,Luksas
48251,Manu,Luksch
48252,Stefan,Lukschy
48253,Sergei,Lukyanchikov
48254,Nikolai,Lukyanov
48255,"Andor (I)",Lukáts
48256,J.B.,Lulla
48257,Folco,Lulli
48258,"Miguel Ángel",Lumaldo
48259,Helena,Lumbreras
48260,Patrick,Lumbroso
48261,Jeff,Lumby
48262,Sidney,Lumet
48263,Henri,Lumiere
48264,Rubens,Lumiere
48265,Victor,Luminera
48266,Auguste,Lumière
48267,Louis,Lumière
48268,Helena,Lumme
48269,Leopold,Lummerstorfer
48270,"Gary M.",Lumpp
48271,Virginia,Lumsden
48272,"Jose Mario","Luna Garcia"
48273,"Carlos (II)",Luna
48274,Daniel,Luna
48275,Eusebio,Luna
48276,Israel,Luna
48277,"José Ramón",Luna
48278,"Julio César",Luna
48279,Marcelo,Luna
48280,"Mario (I)",Luna
48281,Marta,Luna
48282,Max,Luna
48283,Ricardo,Luna
48284,Tim,Luna
48285,Lydia,Lunch
48286,Christian,Lund
48287,"Emil Stang",Lund
48288,"Erik (I)",Lund
48289,Gustav,Lund
48290,"Hugo (II)",Lund
48291,Jørgen,Lund
48292,Karsten,Lund
48293,"Kevin (I)",Lund
48294,Kátia,Lund
48295,O.A.C.,Lund
48296,"Richard (III)",Lund
48297,Wolder,Lund
48298,Sune,Lund-Sørensen
48299,Robert,Lundaahl
48300,Claes,Lundberg
48301,Mikael,Lundberg
48302,Vagn,Lundbye
48303,Helene,Lunde
48304,Helge,Lunde
48305,Reidar,Lunde
48306,Berit,Lundell
48307,Morten,Lundgaard
48308,Dolph,Lundgren
48309,Gary,Lundgren
48310,"Steven A.",Lundgren
48311,Tapani,Lundgren
48312,"Johan (I)",Lundh
48313,Janis,Lundman
48314,Robert,Lundmark
48315,Oliver,Lundquist
48316,Angelica,Lundqvist
48317,Erik,Lundqvist
48318,Max,Lundqvist
48319,Torsten,Lundqvist
48320,Rob,Lundsgaard
48321,Ralph,Lundsten
48322,Justin,Lundstrom
48323,Per,Lundström
48324,Allan,Lundus
48325,Dick,Lundy
48326,Nell,Lundy
48327,Henrik,Lundø
48328,François,Lunel
48329,Lucio,Lunerti
48330,Juang,Lung
48331,Kong,Lung
48332,Sang,Lung
48333,Shiu-Kee,Lung
48334,Chen,Lung-Wei
48335,Jeff,Lunger
48336,Daniele,Lunghini
48337,Pavel,Lungin
48338,Yevgeni,Lungin
48339,Hanno,Lunin
48340,Roger,Lunn
48341,Geert,Lunskens
48342,Lian,Lunson
48343,Édouard,Luntz
48344,Tomás,Lunák
48345,Guanqun,Luo
48346,Heling,Luo
48347,Hsing-chieh,Luo
48348,Jishi,Luo
48349,"Jun Xiong",Luo
48350,"Li Xian",Luo
48351,Liang,Luo
48352,Lie,Luo
48353,Xiangchi,Luo
48354,Yuzhong,Luo
48355,Zhen,Luo
48356,Zheng,Luo
48357,Kai-duc,Luong
48358,Kiti,Luostarinen
48359,Andy,Luotto
48360,Fabrizio,Lupano
48361,Yaroslav,Lupij
48362,Malgorzata,Lupina
48363,G.B.,Lupino
48364,Ida,Lupino
48365,Stephan,Lupino
48366,Jason,Lupish
48367,Michele,Lupo
48368,Rino,Lupo
48369,Ronaldo,Lupo
48370,Luis,Lupone
48371,Aureliano,Luppi
48372,Gustavo,Luppi
48373,Ignacio,Luppi
48374,Adrienne,Luraschi
48375,Tony,Luraschi
48376,Len,Lurcuck
48377,Sandrine,Lurde
48379,Johann,Lurf
48380,Dimitri,Lurie
48381,John,Lurie
48382,Rod,Lurie
48383,Joy,Lusco
48384,Lianto,Luseno
48385,Gene,Lushtak
48386,André,Lusicic
48387,"Donna E.",Lusitana
48388,Don,Lusk
48389,Norbert,Lusk
48390,Hamilton,Luske
48391,Robert,Lussac
48392,"Paul de",Lussanet
48393,"A. John",Lussenhop
48394,David,Lussier
48395,"Patrick (I)",Lussier
48396,Georges,Lust
48397,Jamie,Lustberg
48398,Kurt,Lustgarten
48399,Steve,Lustgarten
48400,Dana,Lustig
48401,Frank,Lustig
48402,"Rudolf Rex",Lustig
48404,Abelardo,Lustosa
48405,Dirceu,Lustosa
48406,Victor,Lustosa
48407,Vita,Lusty
48408,Irene,Lusztig
48409,"Mattias Jan",Luthard
48410,Mathias,Luther
48411,Miloslav,Luther
48412,Shane,Luther
48413,Avie,Luthra
48414,S.K.,Luthra
48415,Milan,Luthria
48416,Christophe,Luthringer
48417,John,Luton
48418,Theodor,Luts
48419,Pyotr,Lutsik
48420,Mara,Luttor
48421,"Walter A.","Lutz Jr."
48422,Abe,Lutz
48423,Cari,Lutz
48424,Josef,Lutz
48425,Marco,Lutz
48426,Ton,Lutz
48427,Erica,Lutzker
48428,Michael,Lutzky
48429,"Trong Ninh",Luu
48430,Uyen,Luu
48431,Andri,Luup
48432,Ricardo,Luv
48433,Billy,Lux
48434,Guy,Lux
48435,Libero,Luxardo
48436,Janine,Luxemburg
48437,Jean-Philippe,Luxen
48438,Jean-Claude,Luyat
48439,Jules,Luyckx
48440,Claude,Luyet
48441,Edward,Luyken
48442,Carmen,"Luz Parot"
48443,Adriano,Luz
48444,"Goncalo C.",Luz
48445,Julio,Luzardo
48446,María,Luzarraga
48447,Arroyo,LuzElena
48448,Camilo,Luzuriaga
48449,Emanuele,Luzzati
48450,F.,Luzzi
48451,Josimar,Luís
48452,Sérgio,Luís
48453,John,Lvoff
48454,Noémie,Lvovsky
48455,"Khin May",Lwin
48456,Daniel,Lwowski
48457,Stéphane,Ly-Cuong
48458,"Kirsty (I)",Lyall
48459,Rob,Lyall
48460,Yuri,Lyashenko
48461,Marc,Lybaert
48462,Claire,Lycett
48463,Mike,Lyddon
48464,John,Lyde
48465,Ted,Lyde
48466,Jimmy,Lydon
48467,Peter,Lydon
48468,Len,Lye
48469,Lottie,Lyell
48470,Richard,Lyford
48471,Jorgen,Lyhne
48472,Petros,Lykas
48473,Peter,Lykke-Seest
48474,Henrik,Lykkegaard
48475,Adonis,Lykouresis
48476,Dorothy,Lyman
48477,Michel,Lyman
48478,Beverly,"Lyn Taylor"
48479,Carly,Lyn
48480,Euros,Lyn
48481,Timothy,Lyn
48482,Mark,Lynall
48483,"Brian (I)",Lynch
48484,Claire,Lynch
48485,"David (I)",Lynch
48486,Dierdre,Lynch
48487,Graeme,Lynch
48488,Harry,Lynch
48489,Jamie,Lynch
48490,Jeff,Lynch
48491,"Jennifer Chambers",Lynch
48492,"John (XII)",Lynch
48493,Julie,Lynch
48494,Liam,Lynch
48495,"Michael J.",Lynch
48496,Molly,Lynch
48497,"Paul (I)",Lynch
48498,"Paul (IV)",Lynch
48499,"Peter (I)",Lynch
48500,Shola,Lynch
48501,Tommy,Lynch
48502,Laurie,Lynd
48503,F.L.,Lyndhurst
48504,"Amy (I)",Lyndon
48505,Michael,Lyndon
48506,Simon,Lyndon
48507,Adrian,Lyne
48508,Karoline,Lyngbye
48509,Arkaluk,Lynge
48510,Lisbeth,Lynghøft
48511,Flemming,Lyngse
48512,Lisbeth,Lyngse
48513,Søren,Lyngsgaard
48514,Helge,Lyngstad
48515,"Carol (IV)",Lynn
48516,Henry,Lynn
48517,Jonathan,Lynn
48518,Judd,Lynn
48519,Kevin,Lynn
48520,"Marcy Hedy",Lynn
48521,"Meredith Scott",Lynn
48522,Ralph,Lynn
48523,"Robert (II)",Lynn
48524,Adam,Lynton
48525,"Burt P.",Lynwood
48526,Andre,Lyon
48527,Bridget,Lyon
48528,"Christian (III)",Lyon
48530,"Francis D.",Lyon
48531,Nelson,Lyon
48532,"Nick (I)",Lyon
48533,Rachel,Lyon
48534,Raphael,Lyon
48535,Jimi,"Lyons Jr."
48536,Bill,Lyons
48537,Catherine,Lyons
48538,"Charles (II)",Lyons
48539,Cliff,Lyons
48540,Eddie,Lyons
48541,Glen,Lyons
48542,"John (VI)",Lyons
48543,"John C.",Lyons
48544,Jonathan,Lyons
48545,Kobie,Lyons
48547,Reginald,Lyons
48548,"Robert F.",Lyons
48549,Shelley,Lyons
48550,"Shelly (I)",Lyons
48551,"Siobhan (II)",Lyons
48553,"Steve (VII)",Lyons
48554,Stewart,Lyons
48555,Mikael,Lypinski
48556,Nico,Lypitkas
48557,Amilcar,Lyra
48558,Nikolai,Lyrchikov
48559,Vadim,Lysenko
48560,Rolf,Lyssy
48561,Helle,Lyster
48562,Bert,Lytell
48563,George,Lyter
48564,Ragnar,Lyth
48565,Nigel,Lythgoe
48566,Liz,Lytle
48567,Ulla,Lyttkens
48568,Erich,Lyttle
48569,"L. Rogers",Lytton
48570,Mike,Lytton
48571,Soo,Lyu
48572,Pavel,Lyubimov
48573,Nikola,Lyubomirov
48574,Vladimir,Lyubomudrov
48575,Stanislav,Lyubshin
48576,Aleksandr,Lyutkevich
48577,Erkko,Lyytinen
48578,András,Lányi
48579,Diego,Lápiz
48580,Stanislav,Látal
48581,Roberto,"Lázaro García"
48582,Andrigo,Lázaro
48583,Fernando,Lázaro
48584,Roberto,Lázaro
48585,Lajos,Lázár
48586,Ville,Lähde
48587,Michael,Lähn
48588,Leo,Lätti
48589,Ralf,Långbacka
48590,Lars-Levi,Læstadius
48592,Jean-Pierre,Léaud
48593,Julius,Lébl
48594,Olivier,Lécot
48595,Thierry,Lécuyer
48596,Fernand,Léger
48597,Pascal,Légitimus
48598,Péter,Léner
48599,Jean,Léon
48600,Jean-Luc,Léon
48601,Pierre,Léon
48602,Vladimir,Léon
48603,Antoine,Léonard
48604,"Sylvie (II)",Léonard
48605,Jean-Baptiste,Léonetti
48606,Jean-Marc,Létourneau
48607,Lucien,Létourneau
48608,Diane,Létourneau-Tremblay
48609,Louis,Létuvé
48610,Béla,Lévay
48611,Robert,Léveillé
48612,Michel,Léviant
48613,Jean,Lévitte
48614,Bernard-Henri,Lévy
48615,Bob,Lévy
48616,J.B.,Lévy
48617,Jérôme,Lévy
48618,Laurent,Lévy
48619,Raoul,Lévy
48620,Raphaël,Lévy
48621,"Sarah (I)",Lévy
48622,Anne,Lévy-Morelle
48623,Lâm,Lê
48624,Giorgio,Lòsego
48625,Dilma,Lóes
48626,Norberto,"López Amado"
48627,Leobardo,"López Aretche"
48628,Francisco,"López Ballo"
48629,Amós,"López Bejarano"
48630,Santiago,"López Castillo"
48631,José,"López Clemente"
48632,Rafael,"López de Haro"
48633,Ricardo,"López de Lara"
48634,Claudio,"López de Lérida"
48635,Juan,"López de Valcárcel"
48636,"José Luis","López del Río"
48637,Valeriano,"López Domínguez"
48638,Enrique,"López Eguiluz"
48639,Harold,"López Garroz"
48640,Fernando,"López Heptener"
48641,Javier,"López Izquierdo"
48642,Joan,"López Lloret"
48643,Juan,"López Moctezuma"
48644,Manuel,"López Monroy"
48645,Efraín,"López Neris"
48646,Antonio,"López Palacio"
48647,Jorge,"López Portillo"
48648,Javier,"López Reboredo"
48649,"Juan N.","López Reyes"
48650,Rafael,"López Rienda"
48651,Diego,"López Rivera"
48652,José,"López Rubio"
48653,Ignacio,"López Serra"
48654,Jorge,"López Sotomayor"
48655,Antonio,"López Sánchez"
48656,Eva,"López Sánchez"
48657,Luis,"López Varona"
48658,Humberto,"López y Guerra"
48659,Manuel,"López Yubero"
48660,Albert,López
48661,"Alfredo (III)",López
48662,"Eduardo (II)",López
48663,Ernesto,López
48664,"Francisco (VI)",López
48665,Helios,López
48666,"Ignacio (I)",López
48667,"Jorge (II)",López
48668,Juanjo,López
48669,"Luis Vicente",López
48670,"Mario (II)",López
48671,"María Cristina",López
48672,"Nicolás (III)",López
48674,"Pedro Amalio",López
48675,"Raúl (II)",López
48676,Reynaldo,López
48677,Rigoberto,López
48678,Temístocles,López
48679,Gonzalo,López-Gallego
48680,"José Luis",López-Linares
48681,"Luis Mamerto",López-Tapia
48682,Balázs,Lóth
48683,Elisabeth,Löchen
48684,Tomas,Löfdahl
48685,Bengt,Löfgren
48686,Lars,Löfgren
48687,Peter,Löfgren
48688,Johan,Löfstedt
48689,Chris,Löfvén
48690,Torsten,Löhn
48691,Bernd,Löhr
48692,Anders,Lönnbro
48693,"Markus A.",Löther
48694,Richard,Löwenbein
48695,Pontus,Löwenhielm
48696,Bob,Löwenstein
48697,Paul,Löwinger
48698,Sissy,Löwinger
48699,Olli,Löytönen
48700,Jörgen,Lööf
48701,Erik,Løchen
48702,Pål,Løkkeberg
48703,Vibeke,Løkkeberg
48704,Gitte,Løkkegaard
48705,Orlando,Lübbert
48706,Thomas,Lüchinger
48707,Marianne,Lüdcke
48708,Günther,Lüders
48709,Harald,Lüders
48710,Ina,Lüders
48711,Jörg,Lühdorff
48712,Joram,Lürsen
48713,This,Lüscher
48714,Sven,Lützenkirchen
48715,"Roger Gnoan",M'Bala
48716,Flora,M'mbugu-Schelling
48717,Aziz,"M. Osman"
48718,Zulkifli,"M. Osman"
48719,Balaiah,M.
48720,Madhu,M.
48721,"Mallikharjuna Rao",M.
48722,Raja,M.
48723,Romeo,M.
48724,Saikrishna,M.
48725,Joe,"Ma Wai-Ho"
48726,Aviv,Ma'aravi
48727,Aviv,Ma'arivi
48728,Bingyu,Ma
48729,Chongjie,Ma
48730,Erlu,Ma
48731,Henry,Ma
48732,Huiwu,Ma
48733,Jiajun,Ma
48734,Jingle,Ma
48735,Joe,Ma
48736,"Ming-Yuen S.",Ma
48737,Shaohui,Ma
48738,Shida,Ma
48739,Sing,Ma
48740,"Siu Wai",Ma
48741,"Tin Yiu",Ma
48742,"Xiaoying (II)",Ma
48743,Yuhui,Ma
48744,Weibang,Ma-Xu
48745,Myrna,Maakaron
48746,Norman,Maake
48747,Youssef,Maalouf
48748,Christa,Maar
48749,Joseph,Maar
48750,Sigval,Maartmann-Moe
48751,Arsen,Maas
48752,Dick,Maas
48753,Floor,Maas
48754,Georg,Maas
48755,Gerald,Maas
48756,Willard,Maas
48757,Robert,Maass
48758,Theo,Maassen
48759,Moïse,Maatouk
48760,Carsten,Maaz
48761,Michael,Mabbott
48762,Scott,Mabbutt
48764,Adrian,Maben
48765,John,Mabey
48766,Isaac,Mabhikwa
48767,Jean-Pierre,Mabilles
48768,Jean-Marie,Mabire
48769,Ted,Mabley
48770,Raju,Mabra
48771,James,"Mac Swain"
48772,Richie,Mac
48773,Elise,MacAdam
48774,Lewis,MacAdams
48775,"Peter J.",MacAdams
48776,Conor,MacAnally
48777,Ferdia,MacAnna
48778,Mike,"Macarena Jr."
48779,Michael,"Macari Jr."
48780,Jorge,Macario
48781,Mauro,Macario
48782,Miguelito,Macario
48783,Charles,MacArthur
48784,Erik,MacArthur
48785,Sydney,Macartney
48786,Philippe,Macasdar
48787,Agustín,Macasoli
48788,Antonio,Macasoli
48789,Eunice,Macaulay
48790,Aimée,Macauley
48791,L.C.,MacBean
48792,Tiernan,MacBride
48793,Jerzy,Macc
48794,Marco,Maccaferri
48795,Alessandro,Maccagni
48796,Dan,MacCannell
48797,Ruggero,Maccari
48798,Kurt,MacCarley
48799,Angelina,Maccarone
48800,Sam,Maccarone
48801,Michael,MacCarthy
48802,P.K.,MacCarthy
48803,"Tamsin (II)",MacCarthy
48804,Eros,Macchi
48805,Giulio,Macchi
48806,Eduardo,Macchiarelli
48807,Ralph,Macchio
48808,Nora,Maccoby
48809,Simon,MacCorkindale
48810,Steve,MacCorkle
48811,Iain,MacCormick
48812,Jeffrey,Maccubbin
48813,Jack,MacCullough
48814,Felim,MacDermott
48815,"Alan (I)",MacDonald
48816,"Alexander (II)",MacDonald
48817,Ballard,MacDonald
48818,"Bill (II)",MacDonald
48819,"Bruce (IV)",MacDonald
48820,Cyril,MacDonald
48821,Dantia,MacDonald
48822,David,Macdonald
48823,"David (I)",MacDonald
48824,Dominic,MacDonald
48825,"Donald (I)",MacDonald
48826,Fraser,Macdonald
48827,Graeme,MacDonald
48828,"Heather (I)",MacDonald
48829,Hettie,MacDonald
48830,Iain,Macdonald
48831,"Iain B.",MacDonald
48832,"J. Farrell",MacDonald
48833,"James (IX)",Macdonald
48834,"John (VI)",MacDonald
48835,"Joseph (II)",MacDonald
48836,Kevin,Macdonald
48837,"Malcolm (I)",MacDonald
48838,"Michael (VII)",MacDonald
48839,"Norman (III)",MacDonald
48840,"Peter (I)",MacDonald
48841,Randy,MacDonald
48842,"Rod (I)",MacDonald
48843,"Sarah (II)",MacDonald
48844,Sherwood,MacDonald
48845,"Stuart (III)",MacDonald
48846,"Toby (I)",MacDonald
48847,Wallace,MacDonald
48848,"David (II)",MacDougall
48849,Kenneth,MacDougall
48850,Paula,MacDougall
48851,Ranald,MacDougall
48852,Cláudio,MacDowell
48853,Dana,MacDuff
48854,Fred,Mace
48855,Rick,Mace
48856,Diego,Macedo
48857,Eduardo,Macedo
48858,"Gilberto (I)",Macedo
48859,Watson,Macedo
48860,Carl,Macek
48861,Sterling,"Macer Jr."
48862,Richard,Macer
48863,Norman,Macera
48864,Bernarr,MacFadden
48865,Hamilton,MacFadden
48866,"Anthony L.",MacFarland
48867,Mike,MacFarland
48868,Oliver,MacFarlane
48869,"Paul (I)",MacFarlane
48870,Seth,MacFarlane
48871,Sian,MacFarlane
48872,Ursula,Macfarlane
48873,Samuel,MacGeorge
48874,"Duncan Scott",MacGibbon
48875,Ross,MacGibbon
48876,Phillip,MacGilivary
48877,Greg,MacGillivray
48878,"William D.",MacGillivray
48879,Ernesto,MacGregor
48880,"Justin (I)",MacGregor
48881,Norval,MacGregor
48882,Sean,MacGregor
48883,Jaroslav,Mach
48884,Jean,Mach
48885,Josef,Mach
48886,André,Machado
48887,Douglas,Machado
48888,Elio,Machado
48889,"Fernando (I)",Machado
48890,"Hilda (II)",Machado
48891,Joao,Machado
48892,Lorene,Machado
48893,Marcelo,Machado
48894,Nilo,Machado
48895,"Paulo (III)",Machado
48896,"Roberto (I)",Machado
48897,Sérgio,Machado
48898,D.J.,MacHale
48899,Alfons,Machalz
48900,Alfred,Machard
48901,Gustav,Machatý
48902,Kostas,Macheras
48903,Céline,Macherel
48904,Aleksandr,Macheret
48905,Yelena,Macheret
48906,Tomomune,Machijiri
48907,Alfred,Machin
48908,Paulo,Machline
48909,Leonid,Machnacz
48910,Stephen,Macht
48911,Manuel,Machuca
48912,Juliusz,Machulski
48913,Alejandro,Maci
48914,Veronica,Macias
48915,Katarzyna,Maciejko-Kowalczyk
48916,"Luiz Carlos",Maciel
48917,Marilyn,Maciel
48918,Gilberto,Macin
48919,John,MacInnes
48920,Joseph,MacInnis
48921,Glenn,MacIntosh
48922,Shelley,MacIntosh
48923,Daniel,MacIvor
48924,Francisco,Macián
48925,Allen,Mack
48926,"Brice (II)",Mack
48927,"Charles W.",Mack
48928,Chris,Mack
48930,Earle,Mack
48931,Hayward,Mack
48933,Max,Mack
48934,"Robert (II)",Mack
48935,Roy,Mack
48936,"Russell (I)",Mack
48937,"Wayne (I)",Mack
48938,Willard,Mack
48939,Isiling,Mack-Nataf
48940,David,MacKane
48941,"Bruce (I)",Mackay
48942,"David (I)",Mackay
48943,"David (V)",Mackay
48944,Edward,MacKay
48945,"James (II)",Mackay
48946,Jim,Mackay
48947,Mick,MacKay
48948,Paul,Mackay
48949,Yvonne,Mackay
48950,Alexander,Mackendrick
48951,Kenneth,MacKenna
48952,Michael,Mackenroth
48953,Andy,Mackenzie
48954,Brady,MacKenzie
48955,"David (I)",Mackenzie
48957,"Donald (I)",MacKenzie
48958,"Fiona (I)",MacKenzie
48959,"Fiona (III)",MacKenzie
48960,Gregory,Mackenzie
48961,"Ian (III)",Mackenzie
48962,"Jack (III)",MacKenzie
48963,"John (I)",Mackenzie
48964,Karen,MacKenzie
48965,Kent,MacKenzie
48966,"Michael (III)",MacKenzie
48967,Midge,MacKenzie
48968,"Peter M.",Mackenzie
48969,"Philip Charles",MacKenzie
48970,"Ross (I)",MacKenzie
48971,"Shelagh (I)",Mackenzie
48972,Stephen,MacKenzie
48973,"Will (I)",Mackenzie
48974,Andrew,Mackenzie-Betty
48975,Chris,Mackey
48976,Clarke,Mackey
48977,Maura,Mackey
48978,Nick,Mackie
48979,John,Mackin
48980,Don,Mackinnon
48981,"Douglas (I)",Mackinnon
48982,Gillies,MacKinnon
48983,James,MacKinnon
48984,"Michael (I)",MacKinnon
48985,Arthur,Mackley
48986,Kyle,MacLachlan
48987,Christopher,Maclaine
48988,Shirley,MacLaine
48989,Pharic,Maclaren
48990,Bernard,MacLaverty
48991,Alison,Maclean
48992,Julie,Maclean
48993,Kevin,MacLean
48994,"Peter Boyd",Maclean
48995,"Robert (II)",MacLean
48996,Stephen,MacLean
48997,Michael,Maclear
48998,Greg,MacLennan
48999,"Alec G.",MacLeod
49000,Andrew,MacLeod
49001,Anne,MacLeod
49002,"Don Douglas",Macleod
49003,Richard,MacLeod
49004,Archer,MacMackin
49005,Charles,MacMahon
49006,Alan,Macmillan
49007,Alasdair,Macmillan
49008,"Erin E.",MacMillan
49009,Ian,MacMillan
49010,Stephen,Macmillan
49011,Tim,MacMillan
49012,Violet,MacMillan
49013,D.R.L.,MacMoortler
49014,Lauren,MacMullan
49015,Marian,MacNair
49016,W.P.,MacNamara
49017,Walter,MacNamara
49018,Andrew,MacNaughtan
49019,Ian,MacNaughton
49020,"John (I)",MacNeil
49021,Craig,Macneill
49022,Ian,MacNeill
49023,Peter,MacNicol
49024,John,MacNish
49025,Claudio,Macor
49026,Milos,Macourek
49027,Michael,Macowan
49028,"James A.",MacPherson
49029,"Jeff (I)",Macpherson
49030,Kenneth,MacPherson
49031,Murdock,MacQuarrie
49032,Angus,MacQueen
49033,Henry,MacRae
49034,Michael,Macready
49035,Gyula,Macskássy
49036,Kati,Macskássy
49037,James,MacTaggart
49038,"Maria Emiko",Macuaga
49039,At,Maculangan
49040,Cedomir,Macura
49041,"Robert Roy",MacVeigh
49042,Brewster,MacWilliams
