bookrank,id,title,bookauthor,publicationyear,publisher,languagecode,numpages,averagerating,ratingscount
4379,123849,"Red Chrysanthemum (Sano Ichiro, #11)",Laura Joh Rowland,2006,Minotaur Books,eng,298,3.87,707
4379,452268,"A Good Day to Die (Dennis Milne, #2)",Simon Kernick,2006,Minotaur Books,eng,336,4.02,1036
4379,7672,Congo,Michael Crichton,2003,Avon Books,eng,442,3.59,145393
4379,2963437,De tondeldoos,Minette Walters,1999,CPNB,nl,96,3.4,33
4379,182496,Evergreen,Belva Plain,,,eng,698,4,25752
4379,15717721,"If I Were You (Inside Out, #1)",Lisa Renee Jones,2012,Lisa Renee Jones,eng,384,4.13,22080
4379,5551522,Swimsuit,James Patterson,2009,"Little, Brown and Company",eng,391,3.65,20445
4379,956119,The Adventure of the Dying Detective,Arthur Conan Doyle,2004,Kessinger Publishing,eng,32,4.06,982
4379,639004,Close Case (Samantha Kincaid #3),Alafair Burke,2005,Henry Holt and Co.,eng,368,3.79,919
4379,9798310,Snapped (Tracers #4),Laura Griffin,2011,Pocket Star,en-US,401,4.17,2724
4379,9503336,Silver Girl,Elin Hilderbrand,2011,Reagan Arthur Books,eng,416,3.9,30578
4379,584847,"Blow Out (FBI Thriller, #9)",Catherine Coulter,2005,Jove,eng,368,4.17,9718
4379,673944,Key to Forever (Draycott Abbey #4),Christina Skye,2004,Avon,en-GB,380,4.07,308
4379,1744408,Point of Law,Clinton McKinzie,2003,Dell,eng,448,3.87,104
4379,17286712,The Good Boy,Theresa Schwegel,2013,Minotaur Books,eng,368,3.22,316
4379,22460646,The Rainy Day Man: espionage Thriller (Suspense and Political Mystery Book 1),Amnon Jackont,,,eng,,3.77,27
4379,875108,"The Titian Committee (Jonathan Argyll, #2)",Iain Pears,1999,Berkley,eng,230,3.63,1339
4379,171759,"The Apothecary Rose (Owen Archer, #1)",Candace Robb,1994,St. Martin's Paperbacks,en-US,319,3.91,3546
4379,16074758,Dangerous Girls,Abigail Haas,2013,Simon Pulse,eng,388,4.09,14612
4379,52381,Death Kit,Susan Sontag,2002,Picador,eng,320,3.55,401
4379,14165337,Sunset 4,Gerald W. Darnell,2011,America Star Books,eng,222,4.8,4
4379,14060155,Raffles: The Amateur Cracksman,E.W. Hornung,1994,"Wordsworth Editions, Limited",eng,320,3.61,33
4379,17288776,"Styx & Stone (Ellie Stone, #1)",James W. Ziskin,2013,Seventh Street Books,eng,285,3.63,378
4379,6114917,"Face of Betrayal (Triple Threat, #1)",Lis Wiehl,2009,Thomas Nelson Publishers,eng,310,3.7,2161
4379,16137772,Down to the Bone,Mayra Lazara Dole,2012,Bella Books,eng,264,3.98,1826
4379,2322532,The Million Dollar Bond Robbery,Agatha Christie,1999,DH Audio,eng,,3.52,276
4379,17646414,The Vanishing,Wendy     Webb,2014,Hyperion,eng,291,3.67,4516
4379,16090419,"Fatal Mistake (Fatal, #6)",Marie Force,2013,Carina Press,eng,,4.47,4397
4379,21206483,Spree,Michael Morley,,,eng,,4.31,68
4379,25316749,"White is the Coldest Colour (Dr David Galbraith, #1)",John  Nicholl,2015,,eng,286,3.91,1364
4379,13506866,"Salvation of a Saint (Detective Galileo, #2)",Keigo Higashino,2012,Minotaur Books,eng,330,3.93,6948
4379,13601427,Vremena goda,Анна Борисова,2011,,rus,480,4.17,114
4379,3579,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",L.M. Montgomery,1998,Starfire,eng,2088,4.43,98747
4379,25777420,The Doll's House,M.J. Arlidge,,,eng,,4.12,292
4379,18143963,Chateau of Secrets,Melanie Dobson,2014,Howard Books,eng,400,4.08,2063
4379,27427279,The Bloody Lighthouse: A Binnacle Bay Mystery (Binnacle Bay Mysteries Book 2),S.C. Harker,,,en-GB,,3.97,30
4379,25817222,The Other Widow,Susan H. Crawford,2016,William Morrow,eng,352,3.32,2873
4379,24956951,Here We Lie,Sophie McKenzie,2015,Simon & Schuster,en-US,448,3.83,558
4379,33022166,Set to Kill (Convention Killings #2),Declan Finn,,,eng,,4.46,12
4379,104737,"A Monstrous Regiment of Women (Mary Russell and Sherlock Holmes, #2)",Laurie R. King,2000,HarperCollins,eng,336,4.03,17839
4379,37569339,The Best American Mystery Stories 2018,Louise Penny,2018,Mariner Books,eng,432,3.72,272
4379,181116,"Monday Mourning (Temperance Brennan, #7)",Kathy Reichs,2005,Pocket Star,en-US,383,4.03,25366
4379,8132998,In a Grove,Ryūnosuke Akutagawa,,,eng,14,4.17,1308
4379,595206,The Name Is Archer,Ross Macdonald,1991,Warner Books (NY),eng,,3.91,1189
4379,37686714,Guess Who,Chris McGeorge,2018,Hanover Square Press,eng,362,3.43,1546
4379,51164638,Until I Find You,Rea Frey,,,eng,,4.39,74
4379,3367,"Silver Lies (Silver Rush, #1)",Ann  Parker,2006,Poisoned Pen Press,eng,410,3.64,148
4379,39863515,An Anonymous Girl,Greer Hendricks,2019,St. Martin's Press,eng,375,3.83,71291
4447,99245,Nightfall,Isaac Asimov,2012,Bantam Books,eng,339,4.05,28115
4447,589288,Double Down,Tom Kakonis,1992,Onyx,eng,400,3.68,22
4447,206235,The Death and Life of Bobby Z,Don Winslow,2006,Vintage Crime/Black Lizard,eng,259,3.89,2427
4447,741826,"Night Frost (Inspector Frost, #3)",R.D. Wingfield,1992,Corgi,eng,432,4.17,1082
4447,6240540,La Barre-y-va,Maurice Leblanc,2010,Le Livre de Poche,fre,189,3.87,110
4447,509007,"Kissing Christmas Goodbye (Agatha Raisin, #18)",M.C. Beaton,,,eng,,3.74,4181
4447,593056,"Dead of Night (Hidden Faces Series, #3)",Brandilyn Collins,2005,Zondervan,eng,368,4.3,779
4447,140090,"Three Bedrooms, One Corpse  (Aurora Teagarden, #3)",Charlaine Harris,1995,Worldwide Library,eng,256,3.81,14064
4447,78476,"Flesh & Blood (Frank Elder, #1)",John Harvey,2004,Carroll & Graf Publishers,eng,320,3.69,493
4447,573326,"Dead Aim (Eve Duncan, #4.5)",Iris Johansen,2005,Pan Publishing,eng,341,4.03,7126
4447,135924,The Second Deadly Sin (Deadly Sins #3),Lawrence Sanders,1987,Berkley,eng,443,3.92,1768
4447,8037387,"The Assassin's Prayer (Mistress of the Art of Death, #4)",Ariana Franklin,2010,Bantam Press,eng,384,4.11,130
4447,1689410,Master Of The Game,Sidney Sheldon,,,eng,,4.12,715
4447,9763010,"Zero Day (Jeff Aiken, #1)",Mark Russinovich,,,eng,328,3.55,4099
4447,789813,"No Colder Place (Lydia Chin & Bill Smith, #4)",S.J. Rozan,1998,St. Martin's Paperbacks,eng,304,3.93,598
4447,1249963,"Singing the Sadness (Joe Sixsmith, #4)",Reginald Hill,,,eng,,3.76,251
4447,111128,The Bobby Gold Stories,Anthony Bourdain,2004,Bloomsbury USA,en-US,165,3.28,1205
4447,1609018,"A Dangerous Thing (The Adrien English Mysteries, #2)",Josh Lanyon,2007,MLR Press,eng,238,4.14,5241
4447,310802,"The Assassin's Touch (Sano Ichiro, #10)",Laura Joh Rowland,2006,St. Martin's Paperbacks,eng,368,3.88,761
4447,301321,"The Case of the Gilded Fly (Gervase Fen, #1)",Edmund Crispin,2005,Felony & Mayhem,eng,241,3.54,1935
4447,13153950,Siege (Scope #1),Simon Kernick,2012,Bantam Press,eng,400,4.11,1564
4447,27326,The Wall,John Hersey,1988,Vintage Books,eng,640,4.28,1837
4447,31322,Starring Miss Marple: A Murder is Announced / The Body in the Library / Murder With Mirrors,Agatha Christie,,Dodd Mead,eng,628,4.22,125
4447,2051756,"Europa blues (A-gruppen, #4)",Arne Dahl,2007,Månpocket,swe,355,3.94,542
4447,15802713,A Case of Redemption,Adam Mitzner,2013,Gallery Books,eng,336,3.95,324
4447,12617758,"The Expats (Kate Moore, #1)",Chris  Pavone,2012,Crown,eng,326,3.44,24198
4447,4702372,"The Adventure of the Final Problem  (The Memoirs of Sherlock Holmes, #11)",Arthur Conan Doyle,,,eng,,4.16,2074
4447,6375642,The Taken (Hazel Micallef Mystery #2),Inger Ash Wolfe,2010,Corgi,eng,496,3.76,815
4447,6444201,The Rector of Veilbye,Steen Steensen Blicher,2004,Kessinger Publishing,eng,48,3.54,9
4447,107790,"Killjoy (Buchanan-Renard, #3)",Julie Garwood,2005,Ballantine Books,eng,448,4.01,11249
4447,15796491,Never Saw It Coming,Linwood Barclay,2012,NAL,en-US,265,3.71,886
4447,1046920,Bride of the Mist (Draycott Abbey #3),Christina Skye,1996,Avon,en-US,416,4.03,452
4447,59824,True Betrayals,Nora Roberts,,,eng,,3.98,9317
4447,114144,Montana Sky,Nora Roberts,2006,Berkley,eng,438,4.08,39295
4447,1096575,Trial by Ice and Fire,Clinton McKinzie,2004,Dell,eng,400,3.8,106
4447,14568987,The Art Forger,B.A. Shapiro,2012,Algonquin Books,eng,360,3.72,62604
4447,875110,"The Last Judgement (Jonathan Argyll, #4)",Iain Pears,1999,Berkley Prime Crime,eng,278,3.72,934
4447,2050551,"The Clue in the Diary (Nancy Drew, #7)",Carolyn Keene,2003,Listening Library,eng,2,3.95,53
4447,22907937,Dangerous Boys,Abigail Haas,2014,Simon & Schuster Childrens Books,eng,328,3.69,228
4447,456,Leviathan,Paul Auster,1993,Penguin Books,eng,275,3.96,11838
4447,9958109,Murder in Humboldt,Gerald W. Darnell,,,eng,,4.33,7
4447,15819769,The Kidnapped Prime Minister: A Short Story,Agatha Christie,2012,William Morrow Paperbacks,eng,100,3.59,299
4447,13511511,What I've Done,Jen Naumann,2012,At or With Me Publishing,en-GB,303,3.71,226
4447,12519296,Fatal Heat,Lisa Marie Rice,2011,HarperCollins,eng,94,3.78,1052
4447,17704902,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,2013,Crown,eng,558,3.9,20211
4447,22886708,Bogeyman - He Was Every Parent's Nightmare,Steve    Jackson,2014,Wild Blue Press,eng,248,3.93,281
4447,7128341,"The Prince of Mist (Niebla, #1)",Carlos Ruiz Zafón,2010,"Little, Brown Books",eng,218,3.71,16375
4447,5825458,"Квест (Жанры, #4)",Boris Akunin,2008,Астрель,rus,656,3.74,393
4447,22574078,Detained (Navy JAG #1),Don     Brown,2015,Zondervan,eng,409,4.3,93
4447,213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,2006,HMH Books for Young Readers,eng,337,3.89,104364
4447,77614,"Plot it Yourself (Nero Wolfe, #32)",Rex Stout,,,eng,,4.16,1372
4447,31553109,The Big Spill (Brent Marks Legal Thrillers #10),Kenneth Eade,,,eng,,3.92,63
4447,18210681,"Watch Your Back (Romantic Suspense, #15; Baltimore, #4)",Karen      Rose,2014,Signet,eng,592,4.25,3001
4447,24756824,"Flight of the Crow (Tony Crow Mystery, #1)",Howard A. Schwartz,,,eng,,3.93,675
4447,28471918,A Muddied Murder (A Greenhouse Mystery #1),Wendy Tyson,,,eng,,3.98,312
4447,25574019,The Unbroken Line,Alex Hammond,2015,Michael Joseph: Penguin Australia,eng,379,3.85,62
4447,32288085,Sad Puppies Bite Back,Declan Finn,,,eng,,3.94,16
4447,34884853,Only the Rain,Randall Silvis,2018,,eng,186,3.75,3561
4447,22609522,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,2015,Simon  Schuster,eng,380,4.41,31534
4447,93938,"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,2001,HarperCollins,eng,339,3.99,14216
4447,29483166,The Grey Woods,J. Carson Rose,2016,Lulu.com,eng,268,4.19,142
4447,28815474,The Couple Next Door,Shari Lapena,2016,Pamela Dorman Books,eng,308,3.78,225352
4447,128752,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,2004,Pocket Star,en-US,416,3.97,30020
4447,35721120,American by Day (Sigrid Ødegård #2),Derek B. Miller,2018,Houghton Mifflin Harcourt,eng,352,4.19,1208
4447,10917,My Sister's Keeper,Jodi Picoult,2005,Washington Square Press,eng,423,4.07,995788
4447,18089955,"The Execution (Jeremy Fisk, #2)",Dick Wolf,2014,William Morrow HarperCollins,eng,335,3.87,1349
4447,39809601,Insincerity,Richard Godwin,2018,,eng,,4.36,238
4447,33834730,The Unquiet Grave,Sharyn McCrumb,,,eng,,3.71,318
4447,9296438,Save Me,Lisa Scottoline,2011,St. Martin's Press,eng,373,3.65,23295
4447,494103,Murder Down Under,Arthur W. Upfield,1998,Touchstone Books,eng,304,4.02,292
4447,41957126,Verity,Colleen Hoover,,,eng,333,4.35,94196
4447,38240386,An Unwanted Guest,Shari Lapena,2018,Pamela Dorman Books,eng,290,3.76,32805
4519,559558,"Murder Fantastical (Inspector Henry Tibbett Mystery, #8)",Patricia Moyes,,,eng,,3.92,168
4519,994888,The Disappearance of Edwin Drood,Peter Rowland,1991,Constable & Robinson,eng,,3,7
4519,380565,Enough Rope,Lawrence Block,2003,William Morrow Paperbacks,eng,896,4.07,408
4519,84545,Bad Boy Brawly Brown (Easy Rawlins #7),Walter Mosley,2003,Grand Central Publishing,en-US,360,3.94,2079
4519,76688,Robots and Empire (Robot #4),Isaac Asimov,1996,Voyager,eng,512,4.2,22322
4519,964757,"Crack Down (Kate Brannigan, #3)",Val McDermid,2006,HarperCollins Publishers,eng,307,3.67,827
4519,243362,"A Cool Breeze on the Underground (Neal Carey, #1)",Don Winslow,1996,St. Martin's Paperbacks,eng,323,3.82,1525
4519,4460839,"The Case of the One-Penny Orange (Masao Masuto, #2)",E.V. Cunningham,,,eng,,3.79,37
4519,3753243,Karma Attacke,Klaus-Peter Wolf,2001,Scherz,eng,415,3.2,4
4519,141249,L'île aux trente cercueils,Maurice Leblanc,2010,Le Livre de Poche,eng,352,3.8,335
4519,141191,"The Eight Strokes of the Clock (Arsène Lupin, #11)",Maurice Leblanc,2003,Wildside Press,eng,168,3.96,387
4519,9760617,Lady Justice Takes A C.R.A.P. City Retiree Action Patrol (Lady Justice#1),Robert Thornhill,2010,Tate Publishing,eng,240,4.05,183
4519,80624,Heartstone,Phillip Margolin,2005,HarperTorch,en-US,404,3.75,1153
4519,593061,Crimson Eve (Kanner Lake #3),Brandilyn Collins,2007,Zondervan,eng,342,4.31,752
4519,296960,"The Devil's Code (Kidd & LuEllen, #3)",John Sandford,2001,Berkley,eng,354,3.91,5051
4519,6552,Midnight Voices,John Saul,2003,Ballantine Books,eng,384,3.75,2771
4519,30968,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri,2005,Penguin Books,eng,304,4.03,3441
4519,10148977,"The Omega Theory (Final Theory, #2)",Mark Alpert,2011,,eng,,3.54,282
4519,323487,"Calibre (Inspector Brant, #6)",Ken Bruen,2006,Minotaur Books,eng,192,3.91,504
4519,8896070,Keeping Counsel,Rebecca Forster,2010,,eng,,3.85,227
4519,9653223,The Basement,Stephen Leather,,,eng,135,3.62,1925
4519,1782725,13 For Luck,Agatha Christie,1987,HarperCollins,eng,224,4.06,731
4519,56036,"The Pact (Rachel Benjamin, #1)",Jennifer Sturman,2004,Red Dress Ink,eng,312,3.59,1386
4519,12659,Texas,James A. Michener,2002,Dial Press Trade Paperback,eng,1472,4.09,15388
4519,351652,Every Secret Thing,Laura Lippman,2004,Avon,eng,410,3.47,8481
4519,8363595,Onmacht,Charles den Tex,2010,Stichting CPNB,nl,92,2.75,292
4519,13614116,"Natural Causes (Inspector McLean, #1)",James Oswald,2012,DevilDog Publishing,eng,344,3.87,2919
4519,9647908,"The Ideal Man (Buchanan-Renard, #9)",Julie Garwood,2011,Dutton,en-US,322,3.95,12797
4519,1472268,"Hot Pursuit (SEAL and Code Name, #4)",Christina Skye,2004,Dell,eng,448,3.87,694
4519,726505,The Edge of Justice,Clinton McKinzie,2003,Dell,eng,448,3.82,164
4519,6620835,"The Secret in the Old Attic (Nancy Drew, #21)",Carolyn Keene,1955,Grosset & Dunlap,eng,204,3.97,173
4519,22917245,Sumusta nousee risti,Mauri Sariola,1968,Gummerus,fin,277,4,3
4519,3235328,Echoes from the Dead (The Öland Quartet #1),Johan Theorin,2008,Delta,eng,400,3.83,4579
4519,3265305,"Bruno, Chief of Police (Bruno, Chief of Police #1)",Martin  Walker,2008,Quercus Books,eng,262,3.86,6762
4519,13048749,The Tragedy at Marsdon Manor: A Short Story,Agatha Christie,,,eng,,3.63,341
4519,10560331,"Out of Sight, Out of Time (Gallagher Girls, #5)",Ally Carter,2012,Hyperion Book CH,eng,294,4.32,46871
4519,25015786,"Fatal Frenzy (Fatal, #9)",Marie Force,2015,,en-US,,4.56,3184
4519,8109216,The Inspector and Silence (Inspector Van Veeteren #5),Håkan Nesser,2010,Macmillan,eng,288,3.7,2956
4519,106808,Chourmo,Jean-Claude Izzo,2006,Europa Editions,eng,256,4.11,1035
4519,21556063,Playing Saint,Zachary Bartels,2014,Thomas Nelson,eng,352,4.17,162
4519,31242,Bleak House,Charles Dickens,2006,Penguin Books,eng,1017,4.01,80579
4519,32499555,Trojan,David L.  Wallace,2016,David L Wallace,eng,312,4.08,10
4519,28815364,"Escape Clause (Virgil Flowers, #9)",John Sandford,2016,G.P. Putnam's Sons,eng,392,4.21,8946
4519,6368671,Chasing Women,Ki Longfellow,1995,,eng,336,4.19,390
4519,26164123,Burning Heat (Brack Pelton #2),David Burnsworth,2016,Five Star/Cenage,eng,286,4.18,26
4519,17451000,"Mördaren ljuger inte ensam (Puck och Einar Bure, #1)",Maria Lang,1949,Norstedt,swe,273,3.55,233
4519,25082172,The Lost Swimmer,Ann   Turner,2015,Simon & Schuster AU,eng,384,3.21,701
4519,32849867,Codename: UnSub (The Last Survivors #2),Declan Finn,,,eng,,4.69,16
4519,753535,"Thirteenth Night (Fools' Guild, #1)",Alan Gordon,1999,St. Martin's Press,eng,243,4.06,820
4519,184059,"The Moor (Mary Russell and Sherlock Holmes, #4)",Laurie R. King,,,eng,320,3.95,12688
4519,7171856,The Puppet Masters,Robert A. Heinlein,2010,Baen,eng,416,3.87,27032
4519,281350,"Grave Secrets (Temperance Brennan, #5)",Kathy Reichs,2002,Scribner Book Company,eng,315,3.99,24515
4519,17184,The Invisible Man,H.G. Wells,2002,Signet Classics,eng,192,3.64,111637
4519,35721170,"The Dark Angel (Ruth Galloway, #10)",Elly Griffiths,2018,Houghton Mifflin Harcourt,eng,345,4.02,417
4519,15790873,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Jennifer E. Smith,2013,Headline,eng,404,3.68,43868
4519,4684,Pleading Guilty (Kindle County Legal Thriller #3),Scott Turow,2001,Twtp Assorted,eng,,3.75,5979
4519,31935329,Himself,Jess Kidd,,,eng,,3.91,734
4519,32626,"Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker,1998,Berkley Books,eng,507,4.17,22952
4519,2579284,Six Days of the Condor,James Grady,1974,W. W. Norton & Company,eng,192,4.09,16599
4519,920883,The Sands of Windee (Inspector Napoleon Bonaparte #2),Arthur W. Upfield,1985,Scribner Book Company,eng,217,3.92,348
4519,1439044,"A Royal Murder (Eleanor Roosevelt, #13)",Elliott Roosevelt,1994,St. Martin's Press,eng,234,3.54,141
4580,140644,The Hotel Majestic (Maigret #20),Georges Simenon,2006,Penguin Books,eng,176,3.77,518
4580,41821,The Gods Themselves,Isaac Asimov,2000,Millenium,eng,288,4.09,43119
4580,508915,The Blood Doctor,Barbara Vine,2002,Shaye Areheart Books,eng,369,3.51,1301
4580,7343673,50 Mysteries,Isaac Asimov,2008,Goodwill Publishing House,eng,218,3.82,28
4580,527077,Locked Inside,Nancy Werlin,,,eng,237,3.68,521
4580,6657329,Burial,Neil Cross,2009,Pocket Books,en-GB,291,3.66,57
4580,2245961,Tell No One / Gone For Good,Harlan Coben,2009,Delta,eng,816,4.26,2385
4580,150450,"Blackfly Season (John Cardinal and Lise Delorme Mystery, #3)",Giles Blunt,2006,Seal Books,eng,448,3.76,1285
4580,1742053,"Amber Morn (Kanner Lake Series, #4)",Brandilyn Collins,2008,Zondervan,eng,315,4.24,621
4580,83400,"A Sleeping Life (Inspector Wexford, #10)",Ruth Rendell,2000,Vintage Crime/Black Lizard,eng,192,3.8,1567
4580,193794,Dancing in the Dark (KEY News #8),Mary Jane Clark,2006,St. Martin's Paperbacks,eng,368,3.66,1298
4580,454009,"Exit Lines (Dalziel & Pascoe, #8)",Reginald Hill,1987,HarperCollinsPublishers,eng,299,4.02,917
4580,11149975,"Deadly Intent (Anna Travis, #4)",Lynda La Plante,,,en-US,,3.95,493
4580,310803,"The Perfumed Sleeve (Sano Ichiro, #9)",Laura Joh Rowland,2005,St. Martin's Press,eng,,3.92,1013
4580,579753,"One Of Us Is Wrong (Sam Holt, #1)",Donald E. Westlake,2006,Felony & Mayhem,eng,258,3.67,67
4580,5547840,"Target  (Tina Boyd, #4)",Simon Kernick,2009,Bantam Press,eng,368,4.05,1362
4580,2362828,Serial Killer - Louco ou Cruel?,Ilana Casoy,2004,WVC Editora,por,299,4.24,280
4580,42691,The Haj,Leon Uris,1985,Bantam,eng,525,4.03,11433
4580,509090,"One for Sorrow (John the Eunuch, #1)",Mary Reed,2000,Poisoned Pen Press,eng,316,3.43,230
4580,1359478,"The Chicago Way (Michael Kelly, #1)",Michael  Harvey,2007,Knopf,eng,320,3.61,2288
4580,9485701,"Split Second (FBI Thriller, #15)",Catherine Coulter,2011,G.P. Putnam's Sons,eng,419,4.16,10715
4580,6938239,"Quis Custodiet (The Administration, #5)",Manna Francis,2009,Casperian Books,eng,247,4.39,855
4580,673938,"Code Name: Blondie (SEAL and Code Name, #8)",Christina Skye,2006,Hqn,eng,379,3.79,809
4580,29617,"White Lies (Arcane Society, #2)",Jayne Ann Krentz,2007,G.P. Putnam's Sons,eng,371,4.01,7630
4580,988950,"Dark of the Moon (Virgil Flowers, #1)",John Sandford,,,eng,373,3.97,25952
4580,302874,"The Witch Tree Symbol (Nancy Drew Mystery Stories, #33)",Carolyn Keene,1975,Grosset & Dunlap,eng,179,3.88,5448
4580,824318,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie",Dick Riley,1993,Ungar,eng,362,4.27,13283
4580,15820780,The Adventure of the ‘Western Star': A Short Story,Agatha Christie,2012,HarperAudio,eng,,3.51,509
4580,10382285,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,2011,Splinter,eng,406,4.33,1375
4580,24946666,"Midnight Secrets (Men of Midnight, #3)",Lisa Marie Rice,2015,Carina Press,eng,208,4.05,1001
