id,compound_id,species_text,species_accession,component_text,component_accession,strain_text,source_type,source_accession,comments
90938,138303,Ononis pubescens,NCBI:txid798025,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90939,138303,Ononis viscosa,NCBI:txid798056,aerial part,BTO:0001658,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90940,138303,Ononis minutissima,NCBI:txid798013,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90941,138303,Ononis arvensis,NCBI:txid200952,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90942,138303,Ononis spinosa,NCBI:txid58890,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90943,138303,Ononis repens,NCBI:txid264192,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90944,138303,Ononis mitissima,NCBI:txid361878,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90945,138303,Ononis alopecuroides,NCBI:txid797985,root,BTO:0001188,,Article,"Rowan, M.G. and Dean, P.G.D., Phytochemistry,  1972, 11, 3263",
90946,138436,Escherichia coli,NCBI:txid562,,,,PubMed Id,16949372,
90947,138219,Araucaria araucana,NCBI:txid42754,,,,DOI,10.1016/0040-4020(75)80175-X,Found in essential oil
90948,80167,Chlorobium limicola,NCBI:txid1092,,,,Article,"Acta Chem. Scand., 1964, 18, 1703",
90949,80167,Desulfuromonas acetoxidans,NCBI:txid891,,,,Article,"Acta Chem. Scand., 1964, 18, 1703",
90950,80167,Chlorobium vibrioforme f. thiosulfatophilum,NCBI:txid115853,,,,Article,"Acta Chem. Scand., 1964, 18, 1703",
90951,80167,Chlorobaculum tepidum,NCBI:txid1097,,,,PubMed Id,16923888,
90952,80167,Chlorobaculum macestae,NCBI:txid44314,,,Strain M,PubMed Id,18365725,
90953,138560,Treponema denticola,NCBI:txid158,,,,PubMed Id,21548610,
90954,138560,Salmonella enterica,NCBI:txid28901,,,,PubMed Id,21135073,
90955,138582,Homo sapiens,NCBI:txid9606,,,,PubMed Id,15789615,
90956,138583,Homo sapiens,NCBI:txid9606,,,,PubMed Id,15789615,
90957,5186,Sargassum siliquastrum,NCBI:txid127572,,,,PubMed Id,19264501,
90958,5186,Sargassum fusiforme,NCBI:txid590727,,,,PubMed Id,16786166,
90959,5186,Himanthalia elongata,NCBI:txid74478,,,,PubMed Id,28865626,
90960,5186,Undaria pinnatifida,NCBI:txid74381,,,,PubMed Id,16786166,
90961,5186,Saccharina japonica,NCBI:txid88149,,,,PubMed Id,28212270,
90962,5186,Cystoseira barbata,NCBI:txid590725,,,,PubMed Id,28389351,
90963,5186,Phaeodactylum tricornutum,NCBI:txid2850,,,,PubMed Id,27455130,
90964,136147,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90965,136148,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90966,136149,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90967,136150,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90968,136151,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90969,136152,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90970,136155,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90971,136154,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90972,136153,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90973,136156,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90974,136158,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90975,136159,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90976,136161,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90977,136162,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90978,136163,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90979,136164,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90980,136165,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90981,136166,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90982,136167,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90983,136168,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90984,136169,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90985,136140,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90986,136170,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90987,136171,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90988,136172,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90989,136173,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90990,136175,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90991,136176,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90992,136177,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90993,136178,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90994,136143,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90995,136144,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90996,136186,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90997,136188,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90998,136190,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
90999,136192,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91000,136196,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91001,136198,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91002,136201,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91003,136203,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91004,136206,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91005,136210,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91006,136213,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91007,136215,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91008,136187,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91009,136189,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91010,136191,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91011,136193,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91012,136194,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91013,136195,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91014,136197,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91015,136199,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91016,136202,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91017,136204,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91018,136205,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91019,138511,Streptomyces xanthocidicus,NCBI:txid83382,,,,PubMed Id,26856451,
91020,138511,Streptomyces piomogenes,NCBI:txid285508,,,,PubMed Id,22365607,
91021,138511,Streptomyces sp.,NCBI:txid1931,,,ML55,PubMed Id,17721005,
91022,89573,Metridium sp.,NCBI:txid86610,,,,PubMed Id,4401167,Obtained from collagen
91023,89573,Thyone briareus,NCBI:txid7710,,,,PubMed Id,4401167,Obtained from collagen
91024,89573,Hippospongia,NCBI:txid119430,,,,PubMed Id,4401167,Obtained from collagen
91025,138631,Porophyllum gracile,NCBI:txid176571,leaf,BTO:0000713,,DOI,10.1016/S0031-9422(98)00189-7,
91026,138631,Porophyllum ruderale,NCBI:txid169599,leaf,BTO:0000713,,DOI,10.1016/S0031-9422(98)00189-7,
91027,138039,Arabidopsis thaliana,NCBI:txid3702,,,,MetaboLights,27933080,
91028,137565,Arabidopsis thaliana,NCBI:txid3702,,,,MetaboLights,27933080,
91029,138631,Milleporidae,NCBI:txid51116,,,,Article,"Electronic Journal of Natural Substances, 2007, 2, 1-4",
91030,138040,Cymbopogon distans,NCBI:txid152208,leaf,BTO:0000713,,DOI,10.1080/10412905.1996.9700577,Isolated from the leaf oil
91031,138040,Callicarpa americana,NCBI:txid204211,,,,PubMed Id,10898657,Isolated from the essential oil
91032,138042,Bothriochloa alta,NCBI:txid330548,,,,PubMed Id,10.1016/j.flora.2006.12.005,
91033,138042,Annona muricata,NCBI:txid13337,leaf,BTO:0000713,,PubMed Id,10.1080/10412905.2007.9699288,
91034,138042,Cinnamomum perrottetii,NCBI:txid1225868,leaf,BTO:0000713,,PubMed Id,26453373,
91035,138042,Anaphalis contorta,NCBI:txid1209452,flower,BTO:0000469,,PubMed Id,23513735,
91036,138042,Baccharoides lilacina,IPNI:20008441-1,aerial part,BTO:0001658,,PubMed Id,23678821,
91037,138042,Eugenia brasiliensis,NCBI:txid1231846,leaf,BTO:0000713,,PubMed Id,19308653,
91038,138042,Machilus philippinensis,NCBI:txid337469,leaf,BTO:0000713,,PubMed Id,20334154,
91039,138042,Munnozia senecionidis,NCBI:txid207900,,,,PubMed Id,19731606,
91040,138042,Achillea distans,NCBI:txid282733,root,BTO:0001188,,PubMed Id,20432153,
91041,138042,Myrcianthes rhopaloides,IPNI:599293-1,leaf,BTO:0000713,,PubMed Id,18649320,
91042,138042,Litsea linii,IPNI:465795-1,twig,BTO:0001411,,PubMed Id,21213991,
91043,138042,Croton pulegiodorus,IPNI:323894-2,,,,PubMed Id,20645733,
91044,138042,Litsea coreana,NCBI:txid126736,leaf,BTO:0000713,,PubMed Id,21121272,
91045,138042,Uvaria ovata,INPI:75874-1,root,BTO:0001188,,PubMed Id,22224295,
91046,138042,Litsea mushaensis,IPNI:465867-1,leaf,BTO:0000713,,PubMed Id,21213991,
91047,138042,Neolitsea parvigemma,IPNI:467010-1,leaf,BTO:0000713,,PubMed Id,21941915,
91048,138042,Salvia aratocensis,IPNI:60438002-2,,,,PubMed Id,22224302,
91049,138042,Cladanthus mixtus,NCBI:txid179396,,,,PubMed Id,23157016,
91050,138042,Litsea acutivena,NCBI:txid344083,twig,BTO:0001411,,PubMed Id,22224304,
91051,138042,Cladanthus mixtus,NCBI:txid179396,aerial part,BTO:0001658,,PubMed Id,23157016,
91052,138042,Pulicaria stephanocarpa,NCBI:txid557708,leaf,BTO:0000713,,PubMed Id,22428262,
91053,138042,Xenophyllum poposum,NCBI:txid462584,,,,PubMed Id,23413577,
91054,138042,Alpinia rafflesiana,NCBI:txid105680,rhizome,BTO:0001181,,PubMed Id,24273875,
91055,138043,Camellia brevistyla,NCBI:txid296050,flower,BTO:0000469,,PubMed Id,26744017,
91056,138043,Zingiber officinale,NCBI:txid94328,,,,PubMed Id,23272109,Isolated from the essential oil
91057,138043,Cymbopogon validus,IPNI:397032-1,flower,BTO:0000469,,PubMed Id,27261849,
91058,138043,Xanthocyparis vietnamensis,NCBI:txid257623,leaf,BTO:0000713,,PubMed Id,27355937,
91059,138043,Cymbopogon validus,IPNI:397032-1,leaf,BTO:0000713,,PubMed Id,27261849,
91060,138043,Citrus hystrix,NCBI:txid170989,leaf,BTO:0000713,,PubMed Id,28930124,
91061,138043,Curcuma longa,NCBI:txid136217,,,,PubMed Id,23272109,Isolated from the essential oil
91062,138677,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91063,138678,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91064,138679,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91065,138680,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91066,138681,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91067,138682,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91068,138683,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91069,138684,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91070,138685,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91071,138686,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91072,138686,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91073,138687,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91074,138687,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91075,138688,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91076,138688,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91077,138689,Bos taurus,NCBI:txid9913,,,,PubMed Id,12071948,Bovine lung heparin
91078,138689,Bos taurus,NCBI:txid9913,,,,PubMed Id,11560500,Bovine lung heparin
91079,138689,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91080,138689,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91081,138689,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91082,138690,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91083,138690,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91084,138692,Bos taurus,NCBI:txid9913,,,,PubMed Id,12071948,Bovine lung heparin
91085,138692,Bos taurus,NCBI:txid9913,,,,PubMed Id,11560500,Bovine lung heparin
91086,138692,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91087,138692,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91088,138692,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91089,138693,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosa heparin
91090,138693,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91091,138694,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91092,138695,Bos taurus,NCBI:txid9913,,,,PubMed Id,12071948,Bovine lung heparin
91093,138695,Bos taurus,NCBI:txid9913,,,,PubMed Id,11560500,Bovine lung heparin
91094,138695,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91095,138695,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91096,138695,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91097,138695,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91098,138696,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91099,138696,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91100,138697,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91101,138697,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91102,138698,Bos taurus,NCBI:txid9913,,,,PubMed Id,12071948,Bovine lung heparin
91103,138698,Bos taurus,NCBI:txid9913,,,,PubMed Id,11560500,Bovine lung heparin
91104,138698,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91105,138698,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91106,138698,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91107,138707,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91108,138707,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91109,138708,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91110,138709,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91111,138710,Bos taurus,NCBI:txid9913,,,,PubMed Id,12071948,Bovine lung heparin
91112,138710,Bos taurus,NCBI:txid9913,,,,PubMed Id,11560500,Bovine lung heparin
91113,138710,Sus scrofa,NCBI:txid9823,,,,PubMed Id,7717977,Porcine heparin
91114,138710,Sus scrofa,NCBI:txid9823,,,,PubMed Id,14707146,Porcine mucosal heparin
91121,138720,Sus scrofa,NCBI:txid9823,,,,PubMed Id,21658003,Porcine intestinal mucosal heparin
91122,138720,Sus scrofa,NCBI:txid9823,,,,PubMed Id,20729345,Porcine intestinal mucosa heparin
91123,138047,Pleodendron costaricense,NCBI:txid549616,bark,BTO:0001301,,PubMed Id,16872133,
91124,138047,Pinus densiflora,NCBI:txid77912,amniotic fluid,BTO:0000068,,PubMed Id,15187434,Isolated from the essential oil of the needles
91125,138047,Curcuma,NCBI:txid99568,tuber,BTO:0001400,,Article,"Journal of Jiangxi Normal University(Natural Science), 2000, 24, 274-277",
91126,138047,Pleodendron costaricense,NCBI:txid549616,leaf,BTO:0000713,,PubMed Id,16872133,
91127,138048,Aspergillus stellatus,NCBI:txid1549217,,,,PubMed Id,28673978,
91128,138049,Xanthium strumarium,NCBI:txid318068,,,,PubMed Id,26858282,
91129,138050,Pseudolarix amabilis,NCBI:txid3355,root,BTO:0001188,,PubMed Id,28096378,
91130,138051,Chrysopogon zizanioides,NCBI:txid167337,,,,Article,"Kalsi,Tetrahedron,41,(1985),3387",
91131,138051,Atractlodes macrocephala,NCBI:txid265785,,,,PubMed Id,17432574,
91132,138051,Humulus lupulus,NCBI:txid3486,,,,Article,"Buttery,Chem.Ind.,(1966),1225",
91133,138051,Stenocalyx michelii,IPNI:601273-1,,,,Article,"Ruecker,Planta Med.,31,(1977),322",
91134,138165,Streptomyces pristinaespiralis,NCBI:txid38300,,,,PubMed Id,27403888,
91135,138721,Euglena gracilis,NCBI:txid3039,,,,PubMed Id,25860691,
91136,138055,Homo sapiens,NCBI:txid9606,urine,BTO:0001419,,PubMed Id,4799943,
91137,136207,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91138,136208,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91139,136209,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91140,136211,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91141,136212,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91142,136214,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91143,136200,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91144,136216,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91145,136217,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91146,136218,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91147,136220,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91148,136222,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91149,136225,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91150,136229,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91151,136221,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91152,136223,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91153,136224,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91154,136226,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91155,136228,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91156,136230,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91157,136219,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91158,136234,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91160,136240,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91161,136243,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91162,136245,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91163,138077,Rhodobacter sphaeroides,NCBI:txid633146,,,GA,PubMed Id,17609942,
91164,138077,Rhodovulum sulfidophilum,NCBI:txid35806,,,,PubMed Id,17107420,
91165,138077,Myxococcus xanthus,NCBI:txid34,,,,PubMed Id,"Eur.J.Biochem, 233, (1995), 238",
91166,138744,Homo sapiens,NCBI:txid9606,,,,PubMed Id,27642067,
91167,138744,Mus musculus,NCBI:txid10090,,,,PubMed Id,27642067,
91168,138745,Mus musculus,NCBI:txid10090,,,,PubMed Id,27642067,
91169,138745,Homo sapiens,NCBI:txid9606,,,,PubMed Id,27642067,
91170,138100,Mus musculus,NCBI:txid10090,,,,PubMed Id,27642067,
91171,138100,Homo sapiens,NCBI:txid9606,,,,PubMed Id,27642067,
91172,138101,Homo sapiens,NCBI:txid9606,,,,PubMed Id,27642067,
91173,138101,Mus musculus,NCBI:txid10090,,,,PubMed Id,27642067,
91174,138224,Cistus monspeliensis,NCBI:txid335184,leaf,BTO:0000713,,PubMed Id,11301869,
91175,138224,Cistus monspeliensis,NCBI:txid335184,fruit,BTO:0000486,,PubMed Id,11301869,
91176,138224,Phaeosphaeria sp.,NCBI:txid65784,,, L487,PubMed Id,15564689,
91177,138224,Cistus incanus subsp. creticus,NCBI:txid393199,,,,DOI,10.1080/10412905.1994.9698322,Obtained from the essential oil
91178,138224,Cistus creticus,NCBI:txid191224,rhizome,BTO:0001181,,PubMed Id,17236091,
91179,138226,Bacillus clausii,NCBI:txid79880,,,,PubMed Id,25882275,
91180,136241,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91181,136242,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91182,136244,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91183,136246,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91184,136248,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91185,136247,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91186,136252,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91187,136254,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91188,136260,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91189,136263,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91190,136265,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91191,136268,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91192,136256,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91193,136257,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91194,136258,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91195,136259,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91196,136262,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91197,136249,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91198,136251,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91199,136253,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91200,136255,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91201,136261,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91202,136264,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91203,136266,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91204,136269,Papio hamadryas,NCBI:txid9557,,,,MetaboLights,MTBLS426,
91205,138227,Bacillus clausii,NCBI:txid79880,,,,PubMed Id,25882275,
91206,138228,Bacillus clausii,NCBI:txid79880,,,,PubMed Id,25882275,
91207,138233,Marrubium vulgare,NCBI:txid41230,,,,PubMed Id,24990389,
91208,28235,Foeniculum vulgare,NCBI:txid48038,,,,PubMed Id,24817361,
91209,28235,Artemisia dracunculus,NCBI:txid72341,,,,PubMed Id,24817361,
91210,28235,Pseudomonas putida,NCBI:txid303,,,JYR-1,PubMed Id,22610435,
