DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom
300;1968-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11383459319873, 49.268257141914646], [-123.11383795392021, 49.26826006204328]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11085123148632, 49.28327980136215], [-123.11072771863033, 49.283201841660436]]}"
100;1986-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.11484724029359, 49.26272542099615], [-123.11485603667494, 49.26272541225219]]}"
100;1908-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11451837420256, 49.259409168399976], [-123.11309549396398, 49.25938830680853]]}"
50;1970-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.1131721435924, 49.27064010766543], [-123.113594744503, 49.27059380847906], [-123.11360024146354, 49.270593083459126], [-123.11360587671547, 49.270592718110784], [-123.11361151258697, 49.270592622617386], [-123.11361714928475, 49.27059288693075], [-123.11362278660233, 49.27059342109907], [-123.11362828728107, 49.270594315209294], [-123.1136336511145, 49.27059547930973], [-123.11363874084394, 49.2705970034873], [-123.1136436937282, 49.27059879765508], [-123.11364837230207, 49.27060086194834], [-123.11365277656552, 49.2706031963671], [-123.11365690631196, 49.27060571095961], [-123.1136606242827, 49.270608495812894], [-123.11366393027106, 49.270611460975246], [-123.11366696174235, 49.27061460631144], [-123.11366944376583, 49.270617932092016], [-123.11367151360012, 49.27062134823], [-123.1136730339864, 49.27062494481239], [-123.11367414197667, 49.27062854180046], [-123.1136748377775, 49.27063222914601], [-123.11367498371665, 49.27063591703252], [-123.11367457979405, 49.270639605459984], [-123.11379099447886, 49.27104382488636]]}"
40;1970-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.11380273914185, 49.271069899383946], [-123.11380826884587, 49.271083386729444]]}"
40;1970-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.11381379751828, 49.271096424315935], [-123.11383107190126, 49.271135977160064]]}"
20;1970-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.11381034222703, 49.27108833204426], [-123.11364263285843, 49.271088497113645]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10992489538724, 49.257699717921746], [-123.10979914238216, 49.25769758869407]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11644675002702, 49.277260057471594], [-123.11647942012964, 49.277238346147]]}"
200;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11493168754568, 49.278241914525125], [-123.1148118135786, 49.27815935896385]]}"
300;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.10312659493707, 49.2629279488427], [-123.10310226602404, 49.262927340890656]]}"
200;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1067695885399, 49.261184282875455], [-123.10511337910768, 49.261154345256564]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1739118217198, 49.26754909921363], [-123.17390604606501, 49.267700928951804]]}"
200;1954-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1108866513572, 49.263580110589366], [-123.11090894986215, 49.263281718188594]]}"
625;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.08506230724682, 49.28013743884508], [-123.08487825460521, 49.28013413802945]]}"
625;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.08962678710876, 49.280214441457275], [-123.08931341330477, 49.28020614767451], [-123.08725234181198, 49.28017131887609]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10945225052623, 49.26935966301954], [-123.10939910060526, 49.26936891544158]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11296320094061, 49.260250024639554], [-123.11296861627756, 49.26021403849857]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11297493224869, 49.25938648179255], [-123.11299759626664, 49.25879098550064]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11299759626664, 49.25879098550064], [-123.11300210676654, 49.25867177651451]]}"
150;1983-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14639343217902, 49.23066185613884], [-123.14639470073493, 49.23062632325589]]}"
150;1924-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14645598785602, 49.22895798448207], [-123.14645818878262, 49.22889870291334]]}"
300;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15232441227985, 49.23087131541493], [-123.15214751829292, 49.23086881397173]]}"
150;1941-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1066626731525, 49.22581279615047], [-123.106282045327, 49.2257999958972]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10368878384483, 49.224784358490616], [-123.10585124679262, 49.22482912761743]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10407284174275, 49.22294233992327], [-123.10591248841584, 49.222985959043704]]}"
150;1911-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08569673302779, 49.250943320307464], [-123.08569792262935, 49.25083672600778]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10545805690997, 49.231739089199685], [-123.10380352955161, 49.23170731430173]]}"
150;1951-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17799751029004, 49.25766879750266], [-123.17798378219742, 49.25766911549377]]}"
300;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17799462403646, 49.25759994354449], [-123.17799958350105, 49.25711793604289]]}"
150;1911-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08698722230514, 49.26337352756899], [-123.08696592775634, 49.26337894072242]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16015200140279, 49.227252719864616], [-123.16014961216136, 49.22731238877428]]}"
600;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.11570808134366, 49.244253943685095], [-123.11585833646733, 49.24101924899917]]}"
100;1987-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10750688733167, 49.2810884438891], [-123.10755722747987, 49.2809698405863]]}"
200;1900-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10864328152545, 49.28472469733205], [-123.10864625104747, 49.28471817303961]]}"
150;1951-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11649948958014, 49.239231150459204], [-123.11651993566075, 49.239221235069934]]}"
150;1951-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11651993566075, 49.239221235069934], [-123.1165556823609, 49.23920406306905]]}"
300;1968-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11386144301139, 49.26823500525955], [-123.11383810089039, 49.26824627225833]]}"
300;1968-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16537274118768, 49.257660005268484], [-123.16537340128514, 49.25765190862699]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17611623383675, 49.25980082151882], [-123.17616804681775, 49.25980074252803]]}"
150;1928-01-01;Cast Iron;"{""type"": ""Point"", ""coordinates"": [-123.17611625693864, 49.25979958913903]}"
200;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17034621127424, 49.25882122231727], [-123.17034768402156, 49.2588098861724]]}"
300;1984-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10334383289901, 49.27767296686538], [-123.10339683797412, 49.27770800066404]]}"
150;;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.1028888034823, 49.26369528102967], [-123.10288879226113, 49.263689883916236]]}"
150;1960-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16843900872149, 49.25961162166402], [-123.16853137064267, 49.25961323204762]]}"
150;1960-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16842518104507, 49.25870644420273], [-123.16850559629356, 49.25870744235607]]}"
150;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10065866810157, 49.25571549711941], [-123.10062160375432, 49.25571499868727]]}"
150;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.11054805962392, 49.23236255909824], [-123.10829234922474, 49.23232204017411]]}"
300;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03085490060438, 49.258192272057734], [-123.031186108939, 49.25819110370658]]}"
300;1993-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09053735150461, 49.22917777171791], [-123.09049071996553, 49.22917723255892]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.02852007159734, 49.2866449820468], [-123.02843136377157, 49.286645003906656]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09421269020605, 49.24421489573325], [-123.09421073884583, 49.24427246683364]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0942070645612, 49.24450769523987], [-123.09420509778255, 49.24455717063804]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09419725634618, 49.24476136886962], [-123.09419666610367, 49.24480499624037]]}"
150;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08017804007488, 49.21375725924359], [-123.0801786335188, 49.21369969801538]]}"
150;1944-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09574859928411, 49.22006436929966], [-123.09650859890499, 49.220078237223184]]}"
150;1944-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09552538268221, 49.220060290346694], [-123.09573662407473, 49.22006414534809]]}"
150;1990-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09848086657959, 49.256746022029866], [-123.09850051716697, 49.25672455168731]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12522483116614, 49.28700955736745], [-123.12447446049539, 49.2865237293633]]}"
300;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14134168328336, 49.270567533981286], [-123.14128394621993, 49.27056700191621]]}"
200;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17985299572715, 49.26591853726603], [-123.17985717571979, 49.26587733271296]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04384909686289, 49.291101207892794], [-123.04374937430573, 49.291080116056676]]}"
150;1950-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.042425352499, 49.29066818158649], [-123.04232426736705, 49.29066012300871]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0693921322072, 49.27842949060592], [-123.06948316463723, 49.278430938096946]]}"
150;1994-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03722626340776, 49.2531300459246], [-123.03720963594301, 49.25313005128091]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08496388300776, 49.278268303700735], [-123.08484359109617, 49.27826563056789]]}"
150;1924-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18869996663672, 49.241473932173996], [-123.1883474603603, 49.2414728253045]]}"
300;1982-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.02361922132599, 49.23250169609062], [-123.02362643249097, 49.232501217867636]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04325294465053, 49.23024964646849], [-123.04324058274956, 49.23024956114379]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17871454386653, 49.25107038600437], [-123.17856712699887, 49.25106987633672]]}"
200;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17978108586566, 49.26773973746302], [-123.17978466852911, 49.267643789044364]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06765098405428, 49.246219227861936], [-123.06764612630342, 49.246223719327084]]}"
300;1978-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.04075232565305, 49.229180821718536], [-123.04074982003975, 49.229240533124226]]}"
150;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15765085201957, 49.25832443736302], [-123.15597420533372, 49.25829984427201]]}"
150;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15593234177365, 49.25829923513377], [-123.15570235324492, 49.25829585726487]]}"
150;1998-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06766971039836, 49.27294704693044], [-123.06766983089047, 49.27293463349763]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.21200350543376, 49.26381432481587], [-123.2119323441096, 49.26381314206582]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09110245870289, 49.26234666555234], [-123.09111460097827, 49.26164823205555]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03890271132182, 49.268447532965496], [-123.03883260655282, 49.268447079802534]]}"
200;1909-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12593705262873, 49.27910855372847], [-123.12639875359817, 49.279409100368895]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18494820600408, 49.25199845375126], [-123.18451964524765, 49.25199643144198]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06745040252443, 49.278402638373535], [-123.06812513182177, 49.27841014031071]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10943951727633, 49.26295640446423], [-123.10944020623765, 49.26311256960065]]}"
200;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04699998716633, 49.21748616659196], [-123.04706171885863, 49.21742136647265]]}"
150;1960-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18200879290978, 49.25198274764251], [-123.18184971138164, 49.2519834748939]]}"
200;1995-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08476872455647, 49.280147954071865], [-123.08487748401232, 49.280149790207446]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.08492488186235, 49.279167400764315], [-123.08480614269028, 49.279165482046494]]}"
150;1928-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0340235767048, 49.25312623901774], [-123.03389029566588, 49.253125936372264]]}"
600;1969-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.07714401816668, 49.276871431013426], [-123.07712916813117, 49.27755795334019]]}"
300;1993-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0904735790002, 49.22918497291248], [-123.09047330667734, 49.229193797475034]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10295505419936, 49.2621434498738], [-123.10295381871325, 49.26220362891681]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15797931430185, 49.25925043301839], [-123.15791558239852, 49.25924927880411]]}"
200;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.15791472328154, 49.25839417673447], [-123.15791619148425, 49.258341759598736]]}"
300;1989-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1210958512092, 49.28432088450642], [-123.12109965346805, 49.28431819096464]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1201832091525, 49.28374867378358], [-123.12049606565934, 49.28395090131775]]}"
200;1994-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03897632437429, 49.22935256037711], [-123.03900821458431, 49.22933165362945]]}"
150;1956-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07277957717096, 49.23483842646181], [-123.07277800602633, 49.23462920693282]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07277800602633, 49.23462920693282], [-123.07283502524173, 49.23288118674158]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12312758632324, 49.27936968934359], [-123.12362120322341, 49.279688815087006]]}"
150;1954-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05924245694284, 49.2262615120176], [-123.05916426694819, 49.22626078749295]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10359157385524, 49.26927272136888], [-123.1033181112503, 49.269268153788694]]}"
50;1941-01-01;Galvanized;"{""type"": ""LineString"", ""coordinates"": [[-123.18454492617852, 49.252043481084904], [-123.1845353206491, 49.25204340647543]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1343982553999, 49.292121190091144], [-123.13425332015778, 49.292223534617506]]}"
300;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.09085577785783, 49.22542095630239], [-123.09070058012675, 49.22541918925742]]}"
300;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07733125020748, 49.27390389278773], [-123.07729835121299, 49.27390307824852]]}"
