CODI;TIPUS_VIA;PARTICULES;NOM;DATA_APROV;NOTES_DATA;DESCRIPCIO1;DESCRIPCIO2;FONTS_DOC;ALTRES_NOMS
701522;carrer;del;Port d'Alexandria;18/05/2005;;Alexandria (Al-Iskandariya), segona ciutat d'Egipte. Ciutat portuària molt comercial i pròspera on, a l'edat mitjana, hi hagué un consolat català. Recuperà la seva importància estratègica i comercial després de l'obertura del canal de Suez.;;;
701523;carrer;del;Port de Casablanca;18/05/2005;;Port del Marroc, a l'oceà Atlàntic. Centre comercial d'importació de fosfats, financer i industrial.;;;
701524;carrer;del;Port de Haifa;18/05/2005;;Ciutat (Hefa) i important port d'Israel, situat estratègicament al sud de la badia d'Acre (Akka). Centre comercial i industrial.;;;
266904;carrer;de la;Princesa;07/03/1939;;Elisabet de Borbó i Borbó (Madrid, 1851 - 1931). Infanta Isabel, filla d'Isabel II, proclamada princesa d'Astúries quan encara no havia nascut el seu germà Alfons, futur Alfons XII. Es casà amb Gaietà de les Dues Sicílies, comte de Girgenti. Carrer obert el 1853.;;{AHCB:RiC,m}.;"Pablo Iglesias; Princesa, 1853; Cádiz (un tram)"
267500;carrer;del;Priorat;05/09/1907;;Comarca de Catalunya.;;{n80}.;"Priorato; Beato Oriol, abans de 1900; Gos"
700967;avinguda;dels;Ports d'Europa;10/02/1994;;Per la proximitat del Port de Barcelona, port d'Europa.;;{PC:en}.;Núm. 6
263906;carrer;de;Portugal;17/03/1908;;Estat d'Europa a la península Ibèrica.;;{n80}.;"Rambleta; San Antonio"
264002;carrer;de;Portugalete;;Abans de 1900;Vila de Biscaia, al costat de Bilbao.;;{n80}.;
263702;plaça;dels;Porxos;;Abans de 1970;Pels porxos projectats que comuniquen la plaça amb la Gran Via de les Corts Catalanes, passant per sota dels edificis que separen ambdós espais urbans.;;{n80*}.;Pórticos
701359;passatge;de;Posoltega;17/10/2000;;Municipi de Chinandega, a l'oest de Nicaragua. Centre del gran desastre provocat per l'huracà Mitch, amb l'esllavissada d'un immens bloc de roques del volcà Casita.;;;
701357;passeig;de;Potosí;17/10/2000;;Ciutat de Bolívia. Correspon a un canvi de tipologia d'un tram del carrer de Potosí.;;;C. de Potosí (un tram), 25/05/1966
264308;carrer;de;Potosí;25/05/1966;;Ciutat de Bolívia. Carrer del barri del Bon Pastor, on diversos carrers són dedicats a pobles i ciutats de l'Amèrica Llatina.;;{n80*}.;La Española
265005;carrer;del;Pou;;Abans de 1940;Pertany a una toponímia descriptiva de l'antic indret, com els carrers del Molí, Nou Pins i Vinyar.;;{n80*}.;"Pozo; Lletra D"
068900;carrer;de;Cartagena;07/07/1942;;Ciutat de Múrcia. En l'antiguitat rebé el nom de Cartago Nova o Cartago Espartària. Fou cap de la província romana Carthaginiensis.;;{n80*}.;"Igualdad (2n tram); Núm. 44 (Pla Cerdà)"
069007;carrer;de;Cartago;19/11/1929;;Ciutat antiga, a 17 km de la Tunis actual. Fou fundada pels fenicis l'any 814 aC. Capital de l'Estat cartaginès fins a l'any 146 aC, en què fou conquerida pels romans. Es posà aquest nom al carrer en record de sant Agustí, que era el nom anterior.;;{AMAB:en,c.14}.;"San Agustín (un tram); Lletra F (Casa Falcó)"
069109;carrer;de;Cartellà;;;Pels barons d'Albi, propietaris de grans extensions de terres de l'indret. Descendents de Jordi Galceran de Cartellà i Sabastida (Falgons, 1651 - Albi, 1725). Baró d'Albi i de Falgons. Partidari del rei arxiduc Carles III, el qual li atorgà el marquesat de Cartellà (1707).;;{n80}.;Ra. de Horta (un tram)
069175;carrer;de la;Cartoixa;;;Pel monestir de clausura pertanyent a l'orde fundat per sant Bru l'any 1086.;;{n80*}.;
701316;plaça;de;Josep Andreu i Abelló;20/05/1999;;Josep Andreu i Abelló (Montblanc, 1906 - Madrid, 1993). Advocat i polític. Fou un dels fundadors d'Esquerra Republicana de Catalunya. El 1936 fou president de l'Audiència Territorial de Barcelona i després del Tribunal de Cassació de Catalunya. S'exilià el 1939 a França, Mèxic i Tànger. L'any 1976 va ingressar en el PSC-Congrés. Participà en l'elaboració de l'Estatut de Sau. Fou president de l'Ateneu Barcelonès.;;;
700759;parc;de;Nova Icària;16/06/1999;;En record de l'illa grega on Étienne Cabet situà l'acció de la seva novel·la filosòfica Voyage en Icarie, descripció d'un país en el qual es practicava el comunisme. Els anys 1846 - 1847, uns quants seguidors de Cabet s'establiren per viure en comunitat al Poblenou, una zona que justament per a ells fou coneguda un quant temps amb el nom d'Icària o Nova Icària.;;;Ponts, 01/08/1991
700642;platja;de la;Nova Icària;01/08/1991;;Espai públic creat amb motiu de la urbanització de la Vila Olímpica del Poblenou.;;{PC:en}.;
700643;platja;de la;Nova Mar Bella;01/08/1991;;Espai públic condicionat amb motiu dels treballs d'urbanització per als Jocs Olímpics de 1992.;;{PC:en}.;
229602;carrer;de;Novell;11/02/1873;;Francesc de Novell i de Borràs (segle XVIII). Terratinent que el 1761 establí les terres de la propietat, la qual, més tard, es coneixeria amb el nom de Can Bruixa, a favor de Guerau Piera, casat amb Agnès Llopart.;;"{RP3:25.87.; AHPB: AC.1761}.";
229704;carrer;de;Novelles;29/05/1945;;Conjunt dels llogarrets de la Novella Alta i la Novella Baixa. Carrer situat al grup de cases Milans del Bosch, al barri del Bon Pastor, on diversos carrers són dedicats a poblacions catalanes.;;{*}.;"Novellas; Núm. 8"
700901;carrer;de;Nulles;26/02/1993;;Municipi de l'Alt Camp, situat a la dorsal hidrogràfica entre els rius Francolí i Gaià.;;{PC:en}.;
101802;jardins;del;Doctor Duran i Reynals;22/10/2007;;Francesc d'Assís Andreu i Santiago Duran i Reynals (Barcelona, 1899 - New Haven, 1958). Metge. Obtingué la llicenciatura el 1925. L'any següent s'establí a París per ampliar els estudis com a becari del Govern espanyol i, posteriorment, com a investigador a l'Institut Pasteur, on s'especialitzà en el càncer. Es traslladà als Estats Units, on treballà al Departament d'Investigacions del Càncer de l'Institut Rockefeller. El 1938 exercí de professor a l'Escola de Medicina de la Universitat de Yale i continuà les seves investigacions. Desenvolupà la teoria que el càncer és el producte d'un virus anomenat factor de difusió. Enviava molts treballs a la Societat de Biologia de Barcelona per a la seva traducció i difusió en català. El 1948 fou nomenat membre corresponent de l'Institut d'Estudis Catalans. Maria Maristany, la seva muller, del Departament de Microbiologia de la Universitat de Yale, fou la seva principal col·laboradora.;;{CiC}.;"Pl. del Doctor Ferrer i Cajigal, 9/4/1940; Jardines Hermenegildo Giner de los Rios, 26/08/1931; Jardines del Príncipe de Asturias, 15/06/1926"
101642;carrer;del;Doctor Farreras i Valentí;25/04/1973;;Pere Farreras i Valentí (Barcelona, 1916 - 1968). Metge i catedràtic. Destacat col·laborador del doctor Pedro i Pons, i director de l'Escola d'Hematologia.;;{n80*}.;
101700;carrer;del;Doctor Ferran;10/12/1929;;Jaume Ferran i Clua (Corbera d'Ebre, 1851 - Barcelona, 1929). Metge i bacteriòleg. Es llicencià en medicina a la Universitat de Barcelona el 9 de desembre de 1873. S'establí com a metge a Tortosa i començà l'estudi del tracoma. També estudià microbiologia arran de les investigacions de Pasteur. L'Ajuntament de Barcelona li oferí una pensió perquè es dediqués a l'estudi de l'epidèmia de còlera a Marsella i a Toló, el 1884. En tornar a Tortosa, es dedicà exclusivament a la investigació i desenvolupà una vacuna contra el còlera, que s'aplicà als exèrcits aliats durant la Primera Guerra Mundial. Fou nomenat director del nou Laboratori Municipal de Barcelona, el 1887, i dedicà tot el seu esforç al guariment de la hidrofòbia segons el mètode descobert per Pasteur. Així mateix, treballà amb el virus de la tuberculosi i desenvolupà una nova vacuna. L'acadèmia de Ciències de París li atorgà, el 1907, el premi Bréannt Ribèn com a homenatge pels seus viatges d'investigació i divulgació.;;{n80}.;Núm. 16 (plànol de les Corts)
101904;carrer;del;Doctor Fleming;28/07/1950;;Alexander Fleming (Escòcia, 1881 - Londres, 1955). Bacteriòleg. Descobridor dels antibiòtics. Rebé el premi Nobel de medicina del 1945.;;{n80*}.{n80}.;
101981;jardins;del;Doctor Fleming;;;Alexander Fleming (Escòcia, 1881 - Londres, 1955). Bacteriòleg. Descobridor dels antibiòtics. Rebé el premi Nobel de medicina el 1945. Es dedicà aquest espai urbà a Alexandre Fleming, per poder gaudir d'un lloc millor, ja que l'ofrena floral es feia tradicionalment a la Rambla, al costat de la Virreina.;;;
700701;carrer;del;Doctor Font i Quer;15/05/1992;;Pius Font i Quer (Lleida, 1888 - Barcelona, 1964). Doctor en farmàcia i llicenciat en ciències químiques. Director del Museu de Ciències Naturals de Barcelona (1921). Publicà Diccionario de Botánica (1933).;;;Pg. del Migdia, 11/03/1991
102055;carrer;del;Doctor Francesc Darder;18/06/1964;;Doctor Francesc Darder (Sant Feliu de Guíxols, 1640 - Barcelona, 1731). Fundador de la causa pia per a l'assistència dels malalts hospitalitzats.;;{n80}.;Doctor Francisco Darder
102102;carrer;del;Doctor Giné i Partagàs;;;Joan Baptista Giné i Partagàs (Barcelona, 1836 - 1907). Metge higienista. Creador de l'Institut Mèdic de Barcelona i propulsor de l'Hospital Clínic. Degà de la Facultat de Medicina.;;{n80}.;"Doctor Giner y Partagàs; Monturiol, 05/09/1907; Santa Ana, abans de 1900"
102408;carrer;del;Doctor Ibáñez;05/09/1907;;Martín Ibáñez de Villanueva (Minaya, 1620 - Reggio Calàbria, 1695). Arquebisbe i trinitari. Destacà com a predicador. La suposada dedicació del carrer a aquest personatge s'ha dut a terme per eliminació de possibilitats i, sobretot, pel context i l'any en què es va aprovar. Dóna enfront de l'església i la parròquia de les Corts, sota l'advocació mariana del Remei.;;{*}.;San Juan, 08/09/1848
102452;plaça;del;Doctor Ignasi Barraquer;13/12/1972;;Ignasi Barraquer i Barraquer (Barcelona, 1884 - 1965). Metge oftalmòleg. L'any 1947 fundà a Barcelona l'Institut Barraquer per a l'estudi, la investigació i l'ensenyament de l'oftalmologia.;;{n80*}.;Doctor Ignacio Barraquer
102601;carrer;del;Doctor Joaquim Pou;02/01/1940;;Joaquim Pou (Vic, 1748 - Barcelona, 1809). Sacerdot, capellà castrense i rector de la Ciutadella. Intervingué en la fracassada conspiració de l'Ascensió, que s'havia d'haver produït l'11 de maig de 1809, contra l'ocupació francesa. Fou executat el 3 de juny de 1809.;;"{PC:MPV:fn;*}.";"Doctor Joaquin Pou; Doctor Marti y Juliá; Doctor Joaquin Pou; Doctor Marti y Juliá; Adolfo Max"
102500;carrer;del;Doctor Joaquín Albarrán;30/03/1960;;Joaquín Albarrán (Sagua la Grande, 1860 - París, 1912). Metge. Estudià medicina a Barcelona. Fou un dels creadors de la urologia moderna.;;{n80}.;
102703;carrer;del;Doctor Letamendi;;;Josep de Letamendi i de Manjarrés (Barcelona, 1828 - Madrid, 1897). Metge, filòsof, músic, pintor i poeta.;;{n80}.;
102805;plaça;del;Doctor Letamendi;;;Per la mateixa dedicació que el carrer del Doctor Letamendi.;;{n80}.;
102306;avinguda;del;Doctor Marañón;10/10/1964;;Gregorio Marañón y Posadillo (Madrid, 1887 - 1960). Metge, historiador i assagista.;;{n80}.;
102907;plaça;del;Doctor Modrego;30/05/1953;;Gregorio Modrego i Casaus (El Buste, 1890 - Barcelona, 1967). Bisbe de Barcelona i arquebisbe (1942 - 1967).;;{n80}.;
102951;carrer;del;Doctor Nubiola i Espinós;14/11/1973;;Pere Nubiola i Espinós (Barcelona, 1878 - 1956). Metge tocòleg. Catedràtic d'obstetrícia des de 1917.;;{n80*}.;
279702;carrer;de;Requesens;;Abans de 1865;Llinatge de mercaders i ciutadans ja establert al segle XIII a Tarragona. Un dels personatges de més renom fou Lluís de Requesens i de Zúñiga (Barcelona, 1528 - Brussel·les, 1576). Comanador major de Castella a l'orde de Sant Jaume, conseller de Joan d'Àustria i ambaixador a Roma, prop de Pius IV.;;"{AHCB:RiC,m;*}.";
075804;passatge;de;Rere el Cementiri Vell;;;Darrere del cementiri de l'Est o del Poblenou, primera necròpoli, fora murs, de Barcelona.;;{n80*}.;Detrás del Cementerio Viejo
099904;carrer;de;Rere Palau;07/03/1939;;Per la seva situació darrere del Palau dels Lloctinents, després Palau Reial, construït l'any 1668 per ordre de Felip IV, i desaparegut per un incendi l'any 1875.;;"{PC:MPV;fn}.";"Detrás Palacio; Antonio Ulled; Detrás Palacio, abans de 1900"
100005;carrer;de;Rere Sant Just;;Abans de 1865;Per la seva situació darrere l'església de Sant Just.;;{n80}.;Detrás San Justo
279804;carrer;de la;Residència;07/07/1942;;Per l'existència en el carrer d'un edifici destinat a residència de vídues de militars.;;{n80}.;
280100;carrer;de;Reus;05/09/1907;;Municipi del Baix Camp, capital de la comarca.;;{n80}.;San Vicente
348805;plaça;de la;Revolució de Setembre de 1868;28/03/1983;;Cop d'estat, conegut com la Gloriosa, promogut pels generals Prim, Topete i Serrano, per tal de destronar Isabel II.;;{PC:fn}.;"Unificació, 12/06/1980; Unificación, 13/03/1940; Revolución; Isabel II"
280905;carrer;de;Rialb;;Abans de 1915;Filantrop que es relaciona amb el baró de Rialp (Rialb), industrial i conseller de l'Ajuntament. El cognom Rialb era freqüent entre els terratinents de l'indret: Josep de Peguera i Rialb (segle XVIII), pare de Joan de Peguera i Bayllet, a qui s'ha dedicat un carrer.;;{AMAB:en,c.14*).;"Rialp; Cementiri, abans de 1900"
281103;carrer;de la;Ribagorça;05/09/1907;;Comarca de la Franja de Ponent, a l'Aragó.;;{n80}.;"Ribagorza; San Pedro, 1861"
282809;carrer;del;Riu de l'Or;07/07/1942;;Río de Oro. Antiga colònia de l'Estat espanyol a l'Àfrica occidental.;;{n80}.;"Río de Oro; Pje. del Cadci"
283608;carrer;de;Riudarenes;05/09/1907;;Municipi de la Selva. El nom s'atorgà el 1907 en record del saqueig i la destrucció del poble per part de les tropes castellanes en la guerra de 1640.;;{PC:MPV,fn}.;Neu de Gignàs, abans de 1900
700868;carrer;de;Riudaura;23/11/1992;;Pròpiament Ridaura (forma respectuosa amb la tradició gràfica de la caiguda de la lletra u en els compostos de riu quan aquesta u no es pronuncia). Municipi de la Garrotxa, a la capçalera del Ridaura, a l'extrem occidental de la comarca.;;"{JMO;PC:en}.";
283801;carrer;de;Riudecanyes;;;Municipi del Baix Camp. Havia format part de la Comuna del Camp de Tarragona i va pertànyer a la baronia d'Escornalbou.;;{n80*}.;
283903;carrer;de;Riudoms;29/05/1945;;Municipi del Baix Camp. Carrer del polígon Eduard Aunós, a la Zona Franca, on diversos carrers són dedicats a poblacions catalanes.;;{n80*}.;Núm. 19
284101;avinguda;de;Rius i Taulet;;;Francesc de Paula Rius i Taulet (Barcelona, 1833 - Olèrdola, 1890). Polític. Alcalde de Barcelona (1872 - 1873, 1874, 1881 - 1884 i 1886 - 1889). Destacà pels nombrosos projectes de transformació urbanística de la ciutat i per l'organització de l'Exposició Universal de Barcelona de 1888. Posseïa el títol de marquès d'Olèrdola.;;{n80*}.;
284407;carrer;de;Rivadeneyra;;;Manuel Rivadeneyra (Barcelona, 1805 - Madrid, 1872). Editor i impressor.;;{n80}.;Huerto de Santa Ana
284509;baixada;de;Rivero;;;Per la mateixa dedicació que el carrer de Rivero.;;{AHCB:RiC,m}.;
284600;carrer;de;Rivero;05/09/1907;;Nicolás María Rivero (Sevilla, 1814 - Madrid, 1878). Polític, advocat i metge. Contribuí al triomf de la Revolució de Setembre de 1868, fou alcalde de Madrid l'any 1868 i presidí les Corts constituents de 1869.;;{AHCB:RiC,m}.;Concòrdia, abans de 1900
284702;passatge;de;Robacols;;;Pel nom d'un mas i d'una granja del Clot.;;{n80}.;
284804;carrer;d'en;Robador;;;Nom de família catalana. Una escriptura de l'any 1363 ja cita el carrer, que és anterior a 1265, amb el nom actual.;;{AHCB:RiC,m}.;
284950;carrer;de;Robert Gerhard;10/10/1980;;Robert Gerhard i Ottenwaelder (Valls, 1895 - Cambridge, 1970). Músic. Professor de música de l'Escola Normal de la Generalitat (1931). Treballà a la Secció de Música de la Biblioteca de Catalunya.;;{n80*}.;
700805;plaça;de;Robert Gerhard;25/05/1992;;Per la mateixa dedicació que el carrer de Robert Gerhard.;;{PC:en}.;
063102;carrer;del;Capcir;22/03/1922;;Vall de l'Alta Cerdanya.;;{n80}.;"Capsir; Alegria"
062008;passatge;de;Capdevila;;;Maria Lacasa i Roig (Roses, 1846 - Barcelona, 1919). Propietària juntament amb els seus fills, Artur Capdevila Lacasa (Roses, 1873 - Barcelona, 1912) i Joan Capdevila Lacasa (Barcelona, 1871 - 1931). En foren hereves Maria i Anna Capdevila Marcenario. El passatge es considera dedicat a Artur Capdevila, mort abans que es donés nom al passatge.;;{RP2:119.}.;
062100;carrer;de;Capella;23/08/1922;;Francesc de P. Capella i Sabadell (Barcelona, 1823 - 1901). Escriptor.;;{n80}.;Porvenir
062450;carrer;de la;Capella de Can Caralleu;10/10/1980;;Per una capella al carrer.;;{n80}.;
062201;carrer;de;Capellades;23/12/1946;;Municipi de l'Anoia. Carrer que forma conjunt amb els de Cardedeu, Montornès, Palou i Castellterçol, tots al barri del Coll.;;{n80*}.;Núm. 5
062303;carrer;dels;Capellans;;Abans de 1865;Per la gran afluència de capellans en aquest carrer, a partir de 1666, quan els clergues regulars teatins de sant Gaietà aixecaren el seu convent a l'indret.;;{PC:MPV,fn}.;"Malcuinat; Cogoll"
062507;carrer;del;Capità Arenas;12/04/1949;;Félix Arenas y Gaspar (San Juan de Puerto Rico, 1891 - mont Arruït, 1921). Capità d'enginyers mort a la guerra d'Àfrica, acció de mont Arruït (29 de juliol de 1921).;;{AGM}.;"Capitán Arenas; Núm. 17 (plànol de les Corts)"
062802;carrer;dels;Caponata;;;Andreu Caponata i Greco (Barcelona, 1755 - 1832). Propietari d'ascendència italiana que l'any 1826 adquirí uns terrenys de conreu amb una casa de pagès. El poble els anomenava els camps d'en Caponata.;;{PC:MPV,fn}.;
063000;carrer;de;Capsec;29/05/1945;;Poble del municipi de la Vall de Bianya (Garrotxa). Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.;;{n80*}.;"Capsech; Núm. 2"
