COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
5.7;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13576872248362, 49.29738832237315]}";
5.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13566080504175, 49.29726178833766]}";
14.51;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08605989544887, 49.28058006354638]}";Strathcona
14.71;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08721316861156, 49.28056802684829]}";Strathcona
18.69;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18000944465138, 49.268582358383505]}";Kitsilano
60.04;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10147763983905, 49.253210925208776]}";Riley Park
58.75;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10282028134452, 49.2537096925433]}";Riley Park
60.42;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1027664666979, 49.25323236400794]}";Riley Park
59.9;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09086256833174, 49.25011461878464]}";Riley Park
17.14;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18180026980787, 49.26849866965219]}";Kitsilano
53.28;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12010088317453, 49.25669586852581]}";South Cambie
4.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10197600938389, 49.27608108086672]}";Downtown
52.33;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12015310436377, 49.25521207990921]}";South Cambie
9.63;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10838829705605, 49.28125753040964]}";Downtown
75.09;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19411977372717, 49.25815303435273]}";West Point Grey
10.17;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18539749647823, 49.268556819590785]}";Kitsilano
27.64;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16504203235768, 49.26080124778465]}";Kitsilano
91.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09466901625751, 49.23195528947565]}";Sunset
11.69;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06703961199058, 49.20856249701931]}";Victoria-Fraserview
18.06;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02486865275283, 49.265779876898]}";Hastings-Sunrise
86.04;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08988934270049, 49.23474097036086]}";Kensington-Cedar Cottage
83.46;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08916513086976, 49.23473110611045]}";Kensington-Cedar Cottage
3.63;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15367769735751, 49.210207446435696]}";Kerrisdale
3.96;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1550292055357, 49.211076852372805]}";Kerrisdale
89.89;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05805486208105, 49.23740273718356]}";Renfrew-Collingwood
84.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04784971416895, 49.21780079631591]}";Killarney
84.62;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04783818101616, 49.217802510195206]}";Killarney
21.71;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06356094249978, 49.28214782702113]}";Grandview-Woodland
15.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06521937624159, 49.28303784796235]}";Grandview-Woodland
25.83;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06514120770827, 49.28168106882037]}";Grandview-Woodland
26.4;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06687888495244, 49.281211490418144]}";Grandview-Woodland
9.37;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06549963578547, 49.28407062318783]}";Grandview-Woodland
55.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11158440207308, 49.25627337475353]}";Riley Park
55.49;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11156490082176, 49.25627924047763]}";Riley Park
15.02;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1094645102617, 49.280541561079175]}";Downtown
79.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08796319539876, 49.23951396367552]}";Kensington-Cedar Cottage
79.45;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08798380443666, 49.23953063415733]}";Kensington-Cedar Cottage
82.98;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0880139308622, 49.23840914717652]}";Kensington-Cedar Cottage
83.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08798671763878, 49.23841745252628]}";Kensington-Cedar Cottage
74.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08348964177182, 49.24250391001892]}";Kensington-Cedar Cottage
54.57;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08389868778858, 49.24872489692687]}";Kensington-Cedar Cottage
19.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17212321224162, 49.2618896899261]}";Kitsilano
20.58;Combined;"{""type"": ""Point"", ""coordinates"": [-123.17213977230855, 49.26143480433325]}";Kitsilano
12.73;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06005122637784, 49.28843977514556]}";Grandview-Woodland
16.19;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0593307834363, 49.28843915782493]}";Grandview-Woodland
14.18;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05920656211718, 49.289526925849216]}";Grandview-Woodland
13.91;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05932817642129, 49.28933787507935]}";Grandview-Woodland
22.76;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05767712212501, 49.28934716640894]}";Grandview-Woodland
22.92;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05764395803182, 49.28932802325759]}";Grandview-Woodland
23.98;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0573883139559, 49.28932913996753]}";Grandview-Woodland
30.75;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05642133771323, 49.288792874679004]}";Hastings-Sunrise
98.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0517177787076, 49.23178042466628]}";Victoria-Fraserview
98.95;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05170954361365, 49.231799696186926]}";Victoria-Fraserview
97.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05172753420969, 49.232783211133274]}";Renfrew-Collingwood
102.3;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05456064571213, 49.231791575387945]}";Victoria-Fraserview
91.94;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05019725194629, 49.23477386059638]}";Renfrew-Collingwood
89.04;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0600578523772, 49.23389260396605]}";Kensington-Cedar Cottage
85.93;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06093287728804, 49.23540365354507]}";Kensington-Cedar Cottage
10.77;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06353060731192, 49.283954182603644]}";Grandview-Woodland
12.84;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06558284239682, 49.283482282683316]}";Grandview-Woodland
15.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06577130208797, 49.28304823938809]}";Grandview-Woodland
87.8;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04725049763283, 49.246262520032154]}";Renfrew-Collingwood
0.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08582225919754, 49.248653060377464]}";Kensington-Cedar Cottage
55.37;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0838936990584, 49.2486270324636]}";Kensington-Cedar Cottage
67.47;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09544930494236, 49.243502528373455]}";Riley Park
71.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09668149491321, 49.24350464310705]}";Riley Park
53.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19678511429275, 49.264623928830844]}";West Point Grey
50.18;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06369197822355, 49.27615850303317]}";Grandview-Woodland
51.1;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06406876462438, 49.27571716184966]}";Grandview-Woodland
52.47;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06499488594395, 49.27526884627871]}";Grandview-Woodland
32.63;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05634056872644, 49.2857104231549]}";Hastings-Sunrise
89.64;Combined;"{""type"": ""Point"", ""coordinates"": [-123.20777025100165, 49.25836011044658]}";West Point Grey
93.88;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18839508525485, 49.2510303589271]}";Dunbar-Southlands
83.52;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19200994791835, 49.251085845170614]}";Dunbar-Southlands
90.7;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18972900450792, 49.25197295404132]}";Dunbar-Southlands
98.97;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05977790514589, 49.227107663364514]}";Victoria-Fraserview
92.1;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18820209319804, 49.25191294360214]}";Dunbar-Southlands
52.92;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10535752312518, 49.25939021594778]}";Mount Pleasant
64.76;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1485550911743, 49.253057528404604]}";Shaughnessy
44.26;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15300122443966, 49.25018757366889]}";Arbutus-Ridge
49.36;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15324814924607, 49.25168388147131]}";Arbutus-Ridge
97.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12724078382738, 49.237522650141784]}";South Cambie
85.69;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04861974327261, 49.2454984366264]}";Renfrew-Collingwood
90.63;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04712594508968, 49.24549606920496]}";Renfrew-Collingwood
89.19;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04777402814942, 49.245496351735476]}";Renfrew-Collingwood
88.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.047019518633, 49.24624894151743]}";Renfrew-Collingwood
2.02;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11009119280838, 49.20934154600413]}";Marpole
13.36;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11618349330588, 49.21133134566145]}";Marpole
11.59;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11276951574985, 49.21235933732973]}";Marpole
52.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06499067530676, 49.27571590938929]}";Grandview-Woodland
15.86;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08414034190369, 49.21035512245947]}";Sunset
7.92;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08400129324683, 49.209500410332765]}";Sunset
23.97;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09041524144826, 49.21299777496161]}";Sunset
21.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09014421488938, 49.21263610648127]}";Sunset
3.33;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08685479079213, 49.20985476525619]}";Sunset
47.39;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05791620074262, 49.27385245999244]}";Grandview-Woodland
26.25;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08417890898984, 49.21155190837062]}";Sunset
30.41;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11468958673915, 49.26224857070583]}";Mount Pleasant
30.81;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11278475745415, 49.26221814402193]}";Mount Pleasant
26.56;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11141062844295, 49.26265428757916]}";Mount Pleasant
26.64;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1128828483252, 49.262675328626884]}";Mount Pleasant
28.27;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1132511025856, 49.26260392410391]}";Mount Pleasant
18.53;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1201901216043, 49.2646389969921]}";Fairview
59.86;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09011772885488, 49.24696562171768]}";Kensington-Cedar Cottage
30.91;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0796350499836, 49.25871629723702]}";Mount Pleasant
47.8;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08915276808085, 49.25516086738791]}";Kensington-Cedar Cottage
84.94;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13234013469213, 49.24159200088219]}";Shaughnessy
45.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04811460263298, 49.274970291493595]}";Hastings-Sunrise
87.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13321785153087, 49.241629410771175]}";Shaughnessy
99.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13254369581844, 49.23641122559122]}";Shaughnessy
84.16;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12779801172812, 49.23958254911724]}";South Cambie
98.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13251343585371, 49.23735198345128]}";Shaughnessy
29.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13370776837962, 49.26528834167479]}";Fairview
99.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04233860202307, 49.235143672385284]}";Renfrew-Collingwood
34.45;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13337173126611, 49.26484572520541]}";Fairview
93.28;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1303336092272, 49.23685087327923]}";Shaughnessy
91.84;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12959460247659, 49.23681394260289]}";Shaughnessy
21.87;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14575733000834, 49.21016294023256]}";Marpole
3.48;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15238608135105, 49.2095516557444]}";Kerrisdale
3.79;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15224735845638, 49.209623630107245]}";Kerrisdale
6.84;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1129468929453, 49.211368315143474]}";Marpole
6.75;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11280135265098, 49.211542938963156]}";Marpole
61.66;Storm;"{""type"": ""Point"", ""coordinates"": [-123.056889566186, 49.26769456394828]}";Grandview-Woodland
123.33;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02461124054679, 49.22684577517563]}";Killarney
121.5;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02516121083346, 49.22522868627342]}";Killarney
120.34;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02379462144803, 49.22521958479601]}";Killarney
118.15;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02727434648794, 49.225227702941595]}";Killarney
120.44;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02599420476632, 49.22523086758717]}";Killarney
121.81;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02357731843558, 49.22636544595418]}";Killarney
21.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08446575479536, 49.21116202314182]}";Sunset
17.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08574173968026, 49.211142696661604]}";Sunset
19.15;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08819149458829, 49.21200412990105]}";Sunset
21.68;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08732985004211, 49.21202028343311]}";Sunset
58.99;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06278408067665, 49.272085645942624]}";Grandview-Woodland
61.23;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06180576774726, 49.272980376278674]}";Grandview-Woodland
42.35;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04811073420477, 49.27579882167276]}";Hastings-Sunrise
54.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05809185619553, 49.26589476393336]}";Grandview-Woodland
46.83;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06237621223404, 49.26411841567417]}";Grandview-Woodland
20.16;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16823509878682, 49.262280906566296]}";Kitsilano
21.17;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16825244338291, 49.26092235234934]}";Kitsilano
34.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14656107814005, 49.213206999523464]}";Marpole
24.94;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14857354056288, 49.21323999590194]}";Kerrisdale
17.68;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02389455878293, 49.2665534537498]}";Hastings-Sunrise
34.6;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02821821210662, 49.20788163073165]}";Killarney
35.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0261744648578, 49.208044791774]}";Killarney
44.03;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13934512956077, 49.26171196821995]}";Fairview
48.53;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13943878885284, 49.258977769311976]}";Fairview
56.83;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06155659581562, 49.271231934080156]}";Grandview-Woodland
17.37;Combined;"{""type"": ""Point"", ""coordinates"": [-123.17409411560331, 49.26502085707315]}";Kitsilano
1.9;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17613266266567, 49.217604443688636]}";Kerrisdale
51.61;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0583388472233, 49.27121309448449]}";Grandview-Woodland
80.76;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02529925689561, 49.25361485936608]}";Renfrew-Collingwood
60.55;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14676654783658, 49.223054176598]}";Kerrisdale
5.8;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10139266188222, 49.2803790248612]}";Downtown
4.02;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08940847004845, 49.285564895789946]}";Strathcona
3.79;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13331081175168, 49.269696988665885]}";Fairview
3.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13480817488104, 49.20271128390253]}";Marpole
3.42;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13500718972372, 49.20245045752979]}";Marpole
3.58;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1348813688229, 49.202473182739126]}";Marpole
5.73;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13231459553036, 49.2042944798519]}";Marpole
20.08;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12619281150174, 49.20854334122779]}";Marpole
