AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
250;823;VICTORIA DRIVE AND FRASERVIEW DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06606227459368, 49.21223121351122]}";Victoria-Fraserview
250;819;THORNHILL DRIVE AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06604219617377, 49.21328938524551]}";Victoria-Fraserview
054;814;CELTIC AV AND BALACLAVA ST;"{""type"": ""Point"", ""coordinates"": [-123.17618642583412, 49.217701844495735]}";Kerrisdale
024;789;MUSQUEAM DRIVE AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.20083911123696, 49.22894031036381]}";Dunbar-Southlands
222;631;GLEN DRIVE AND TERMINAL AV;"{""type"": ""Point"", ""coordinates"": [-123.08142218239753, 49.26965116988199]}";Strathcona
029;792;SALISH DRIVE AND THELLAIWHALTUN AV;"{""type"": ""Point"", ""coordinates"": [-123.19711848220713, 49.227650842941685]}";Dunbar-Southlands
029;794;STAULO CRESCENT AND SALISH DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.19744097787647, 49.226494193273744]}";Dunbar-Southlands
029;789;MUSQUEAM DRIVE AND SALISH DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.19711110563614, 49.228341098362705]}";Dunbar-Southlands
070;790;W 49TH AV AND MACDONALD ST;"{""type"": ""Point"", ""coordinates"": [-123.16746257909068, 49.22730906312711]}";Kerrisdale
054;758;W 45TH AV AND BALACLAVA ST;"{""type"": ""Point"", ""coordinates"": [-123.17584404100191, 49.231029373378114]}";Kerrisdale
042;796;W 53RD AV AND CARRINGTON ST;"{""type"": ""Point"", ""coordinates"": [-123.18201559220472, 49.22349164812464]}";Dunbar-Southlands
053;803;PRESCOTT ST AND W 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.17765241943214, 49.22144995583377]}";Kerrisdale
050;803;W 55TH AV AND BLENHEIM ST;"{""type"": ""Point"", ""coordinates"": [-123.17896368200873, 49.22146542758321]}";Kerrisdale
053;796;PRESCOTT ST AND W 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.17759766248098, 49.22344170173432]}";Kerrisdale
056;830;SW MARINE DRIVE AND CARNARVON ST;"{""type"": ""Point"", ""coordinates"": [-123.1735970145562, 49.2281889015557]}";Kerrisdale
056;809;W 57TH AV AND CARNARVON ST;"{""type"": ""Point"", ""coordinates"": [-123.17312946685526, 49.219406394759126]}";Kerrisdale
070;830;SW MARINE DRIVE AND MACDONALD ST;"{""type"": ""Point"", ""coordinates"": [-123.1684103244168, 49.22577926346442]}";Kerrisdale
058;790;MACKENZIE PLACE AND W 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.17028284373235, 49.22734022869275]}";Kerrisdale
062;790;MCCLEERY ST AND W 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16894034877875, 49.22732522576699]}";Kerrisdale
315;834;RIVERGRASS DRIVE AND SAWMILL CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.02832692964456, 49.205784280585654]}";Killarney
313;845;NORTH ARM AV AND RIVER DIST. CROSSING;"{""type"": ""Point"", ""coordinates"": [-123.03290773178125, 49.20325887822299]}";Killarney
315;845;RIVERGRASS DRIVE AND NORTH ARM AV;"{""type"": ""Point"", ""coordinates"": [-123.03000393961457, 49.20273505421094]}";Killarney
146;730;W 33RD AV AND SELKIRK ST;"{""type"": ""Point"", ""coordinates"": [-123.13228351793396, 49.241602159314155]}";Shaughnessy
144;730;HUDSON ST AND W 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.13457018345142, 49.24168791459284]}";Shaughnessy
125;743;CONNAUGHT DRIVE AND CHURCHILL ST;"{""type"": ""Point"", ""coordinates"": [-123.14075472927863, 49.23695206823638]}";Shaughnessy
130;739;GRANVILLE ST AND W 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13945956258023, 49.23805707714057]}";Shaughnessy
135;739;CARTIER ST AND W 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13706635005951, 49.23796883752783]}";Shaughnessy
125;739;CONNAUGHT DRIVE AND W 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14205530899233, 49.2380948068359]}";Shaughnessy
144;741;HUDSON ST AND W 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13473379995779, 49.23695743919292]}";Shaughnessy
163;739;HEATHER ST AND W 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12077156504948, 49.237411460659395]}";South Cambie
148;741;W 38TH AV AND OSLER ST;"{""type"": ""Point"", ""coordinates"": [-123.13027661302779, 49.236803650472126]}";Shaughnessy
077;642;LARCH ST AND W 5TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16227593290924, 49.26742408392933]}";Kitsilano
077;638;W 3RD AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16221140732151, 49.269163108933526]}";Kitsilano
077;636;W 2ND AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16217936941393, 49.27004511524003]}";Kitsilano
077;654;W 10TH AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16244014623837, 49.263013053671784]}";Kitsilano
045;674;WATERLOO ST AND W 11TH AV;"{""type"": ""Point"", ""coordinates"": [-123.17991196714736, 49.262460454046725]}";Kitsilano
045;650;W BROADWAY AND WATERLOO ST;"{""type"": ""Point"", ""coordinates"": [-123.17984630174192, 49.264269610068354]}";Kitsilano
077;634;LARCH ST AND W 1ST AV;"{""type"": ""Point"", ""coordinates"": [-123.16214633940922, 49.270926744995926]}";Kitsilano
077;631;YORK AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16211786185988, 49.2718094026671]}";Kitsilano
236;755;E 43RD AV AND FLEMING ST;"{""type"": ""Point"", ""coordinates"": [-123.07295326753045, 49.23058784484604]}";Victoria-Fraserview
237;755;E 43RD AV AND ARGYLE ST;"{""type"": ""Point"", ""coordinates"": [-123.07157254072924, 49.23057062808326]}";Victoria-Fraserview
243;755;E 43RD AV AND COMMERCIAL ST;"{""type"": ""Point"", ""coordinates"": [-123.06880200580576, 49.23054242015242]}";Victoria-Fraserview
070;642;W 5TH AV AND MACDONALD ST;"{""type"": ""Point"", ""coordinates"": [-123.16834324840161, 49.267475644173444]}";Kitsilano
241;762;E 47TH AV AND BRUCE ST;"{""type"": ""Point"", ""coordinates"": [-123.0698265214062, 49.22766908860727]}";Victoria-Fraserview
228;790;CULLODEN ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07867208080008, 49.225311375739544]}";Sunset
283;770;KINGSWAY AND FAIRMONT ST;"{""type"": ""Point"", ""coordinates"": [-123.04667438170084, 49.23670774267217]}";Renfrew-Collingwood
284;770;KINGSWAY AND KILLARNEY ST;"{""type"": ""Point"", ""coordinates"": [-123.0459142050552, 49.236422079419405]}";Renfrew-Collingwood
273;770;CLARENDON ST AND KINGSWAY;"{""type"": ""Point"", ""coordinates"": [-123.05452340517233, 49.24023816727226]}";Renfrew-Collingwood
275;770;KINGSWAY AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.05402937949036, 49.240009263599255]}";Renfrew-Collingwood
276;726;HORLEY ST AND DUCHESS ST;"{""type"": ""Point"", ""coordinates"": [-123.05025256466419, 49.241119802479076]}";Renfrew-Collingwood
274;725;GOTHARD ST AND CLARENDON ST;"{""type"": ""Point"", ""coordinates"": [-123.05451875387104, 49.241067260759394]}";Renfrew-Collingwood
276;729;DUKE ST AND DUCHESS ST;"{""type"": ""Point"", ""coordinates"": [-123.05192711320369, 49.239984762132444]}";Renfrew-Collingwood
275;727;WARD ST AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.05256558401747, 49.24150685479681]}";Renfrew-Collingwood
275;733;E 34TH AV AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.05453053416849, 49.23888955226043]}";Renfrew-Collingwood
275;736;SLOCAN ST AND E 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05423420760178, 49.23738114433033]}";Renfrew-Collingwood
275;733;E 34TH AV AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.05421321801133, 49.238888271360985]}";Renfrew-Collingwood
271;736;HIGHGATE ST AND E 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05767386804978, 49.23740062616256]}";Renfrew-Collingwood
253;733;GLADSTONE ST AND E 34TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0629074246483, 49.2389354969328]}";Kensington-Cedar Cottage
270;733;NANAIMO ST AND E 34TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05874749078664, 49.23891304028825]}";Kensington-Cedar Cottage
271;733;HIGHGATE ST AND E 34TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05765454823393, 49.238906907439805]}";Renfrew-Collingwood
270;730;NANAIMO ST AND E 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05871940514155, 49.239777362430345]}";Kensington-Cedar Cottage
122;646;W 7TH AV AND PINE ST;"{""type"": ""Point"", ""coordinates"": [-123.14332355628973, 49.2654249208895]}";Fairview
287;790;RUPERT ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04414592916777, 49.224738983848816]}";Killarney
304;768;COLERIDGE AV AND MCKINNON ST;"{""type"": ""Point"", ""coordinates"": [-123.03874671293406, 49.22622417704794]}";Killarney
304;763;WAVERLEY AV AND MCKINNON ST;"{""type"": ""Point"", ""coordinates"": [-123.03870910529956, 49.22695841891703]}";Killarney
298;611;RUPERT ST AND KITCHENER ST;"{""type"": ""Point"", ""coordinates"": [-123.03365476845899, 49.27227394686963]}";Hastings-Sunrise
300;631;RUPERT ST AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03370817698857, 49.2684625509392]}";Hastings-Sunrise
305;607;SKEENA ST AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.02839107979493, 49.27324344040325]}";Hastings-Sunrise
305;631;SKEENA ST AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.02846719768789, 49.2684637271775]}";Hastings-Sunrise
312;606;KOOTENAY ST AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.02610152729733, 49.27411200694184]}";Hastings-Sunrise
312;607;CHARLES ST AND KOOTENAY ST;"{""type"": ""Point"", ""coordinates"": [-123.02611207879896, 49.2732400200199]}";Hastings-Sunrise
289;600;LILLOOET ST AND VENABLES ST;"{""type"": ""Point"", ""coordinates"": [-123.0388839943546, 49.27641199853857]}";Hastings-Sunrise
289;607;LILLOOET ST AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.03889572877696, 49.27325652816129]}";Hastings-Sunrise
289;612;GRANT ST AND LILLOOET ST;"{""type"": ""Point"", ""coordinates"": [-123.03892671142584, 49.271347396506435]}";Hastings-Sunrise
289;630;E 1ST AV AND LILLOOET ST;"{""type"": ""Point"", ""coordinates"": [-123.03895709091056, 49.26947828403426]}";Hastings-Sunrise
285;607;LE ROI ST AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.04016081158298, 49.27325813728755]}";Hastings-Sunrise
292;602;HAZELTON ST AND PARKER ST;"{""type"": ""Point"", ""coordinates"": [-123.03760072067713, 49.27537433395685]}";Hastings-Sunrise
292;607;HAZELTON ST AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.03762927117225, 49.27325471673283]}";Hastings-Sunrise
296;606;WILLIAM ST AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03635779868921, 49.27413584268344]}";Hastings-Sunrise
296;611;KITCHENER ST AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03638624914487, 49.27227600645048]}";Hastings-Sunrise
296;616;WINDERMERE ST AND GRAVELEY ST;"{""type"": ""Point"", ""coordinates"": [-123.03641564401583, 49.270413461757734]}";Hastings-Sunrise
296;633;WINDERMERE ST AND E 3RD AV;"{""type"": ""Point"", ""coordinates"": [-123.03645696454448, 49.26755715031089]}";Hastings-Sunrise
298;604;RUPERT ST AND NAPIER ST;"{""type"": ""Point"", ""coordinates"": [-123.03362089179788, 49.274958381772294]}";Hastings-Sunrise
298;606;RUPERT ST AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.03363172764172, 49.274133142189996]}";Hastings-Sunrise
282;633;NOOTKA ST AND E 3RD AV;"{""type"": ""Point"", ""coordinates"": [-123.04151447078549, 49.26757794083617]}";Hastings-Sunrise
267;631;GARDEN DRIVE AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.05803863870094, 49.26860533281588]}";Grandview-Woodland
270;630;NANAIMO ST AND E 1ST AV;"{""type"": ""Point"", ""coordinates"": [-123.05658872252994, 49.26950585045689]}";Grandview-Woodland
306;714;MONMOUTH AV AND JOYCE ST;"{""type"": ""Point"", ""coordinates"": [-123.02930072646058, 49.24090651602608]}";Renfrew-Collingwood
313;714;MONMOUTH AV AND RUBY ST;"{""type"": ""Point"", ""coordinates"": [-123.02631791155022, 49.23967947368797]}";Renfrew-Collingwood
306;715;JOYCE ST AND WELLINGTON AV;"{""type"": ""Point"", ""coordinates"": [-123.03011596649569, 49.240061554391545]}";Renfrew-Collingwood
313;715;RUBY ST AND WELLINGTON AV;"{""type"": ""Point"", ""coordinates"": [-123.02712860694915, 49.238833301643]}";Renfrew-Collingwood
315;715;ABERDEEN ST AND WELLINGTON AV;"{""type"": ""Point"", ""coordinates"": [-123.02617688267746, 49.23844161647018]}";Renfrew-Collingwood
304;716;MCGEER ST AND QUEENS AV;"{""type"": ""Point"", ""coordinates"": [-123.03280192054612, 49.2399901023967]}";Renfrew-Collingwood
315;717;ABERDEEN ST AND VANNESS AV;"{""type"": ""Point"", ""coordinates"": [-123.02780319717039, 49.23682354973291]}";Renfrew-Collingwood
303;722;MCHARDY ST AND EUCLID AV;"{""type"": ""Point"", ""coordinates"": [-123.0364584865757, 49.237584973687625]}";Renfrew-Collingwood
301;719;SPENCER ST AND CLIVE AV;"{""type"": ""Point"", ""coordinates"": [-123.03709226638874, 49.239811364426764]}";Renfrew-Collingwood
320;716;BOUNDARY ROAD AND RAE AV;"{""type"": ""Point"", ""coordinates"": [-123.02364120246526, 49.2362222716784]}";Renfrew-Collingwood
319;804;MEARES AV AND RADISSON ST;"{""type"": ""Point"", ""coordinates"": [-123.0245915554813, 49.22055599326213]}";Killarney
308;810;BROOKS ST AND E 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03536392929682, 49.22012689375116]}";Killarney
270;801;ELLIOTT ST AND E 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05486088843625, 49.221165483540815]}";Victoria-Fraserview
270;799;E 52ND AV AND ELLIOTT ST;"{""type"": ""Point"", ""coordinates"": [-123.05483312963386, 49.22198044120614]}";Victoria-Fraserview
276;801;WALES ST AND E 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05257490698186, 49.221115318525705]}";Victoria-Fraserview
125;755;CHURCHILL ST AND W 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.14149514925899, 49.232502570400975]}";Kerrisdale
141;755;W 43RD AV AND ATHLONE ST;"{""type"": ""Point"", ""coordinates"": [-123.13647425538879, 49.23237648875072]}";Oakridge
135;750;W 41ST AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13719382584384, 49.234255851587776]}";Shaughnessy
133;750;W 41ST AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13798931865226, 49.23428036069406]}";Shaughnessy
217;607;NATIONAL AV AND CHESS ST;"{""type"": ""Point"", ""coordinates"": [-123.08673076817774, 49.27259094814776]}";Strathcona
228;612;VERNON DRIVE AND GRANT ST;"{""type"": ""Point"", ""coordinates"": [-123.07870498900961, 49.27148946653379]}";Strathcona
228;607;VERNON DRIVE AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.0786793759088, 49.27315596910161]}";Strathcona
222;607;MALKIN AV AND GLEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.08145443357014, 49.273192770446826]}";Strathcona
217;607;CHESS ST AND MALKIN AV;"{""type"": ""Point"", ""coordinates"": [-123.08608311386527, 49.27421831150652]}";Strathcona
219;606;WILLIAM ST AND RAYMUR AV;"{""type"": ""Point"", ""coordinates"": [-123.08271251190948, 49.2742508533638]}";Strathcona
222;606;GLEN DRIVE AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.08142572705339, 49.274227102514025]}";Strathcona
307;765;DOMAN ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03654568563857, 49.22642309595267]}";Killarney
307;768;DOMAN ST AND COLERIDGE AV;"{""type"": ""Point"", ""coordinates"": [-123.03655594479437, 49.22619919163142]}";Killarney
198;601;ATLANTIC ST AND PRINCESS AV;"{""type"": ""Point"", ""coordinates"": [-123.09171449806104, 49.27575055481757]}";Strathcona
302;759;E 46TH AV AND KERR ST;"{""type"": ""Point"", ""coordinates"": [-123.04084712180641, 49.22846043987134]}";Killarney
307;761;DOMAN ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0364861814892, 49.22770040586805]}";Killarney
311;759;E 46TH AV AND BUTLER ST;"{""type"": ""Point"", ""coordinates"": [-123.0335632965994, 49.22843179710196]}";Killarney
316;759;ARLINGTON ST AND E 46TH AV;"{""type"": ""Point"", ""coordinates"": [-123.02780421593857, 49.228114453864286]}";Killarney
281;796;DAWSON ST AND E 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.04888536511689, 49.222747313438404]}";Killarney
210;758;FRASER ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.090661250689, 49.22918262286759]}";Sunset
210;765;E 47TH AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.09070602379579, 49.22737269630145]}";Sunset
210;761;FRASER ST AND E 46TH AV;"{""type"": ""Point"", ""coordinates"": [-123.09068364472964, 49.228277781088146]}";Sunset
201;769;E 48TH AV AND ST. GEORGE ST;"{""type"": ""Point"", ""coordinates"": [-123.09404717270381, 49.22656717029355]}";Sunset
206;791;FREDERICK ST AND E 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.09199443048871, 49.22452886807917]}";Sunset
210;793;FRASER ST AND E 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.09082142321961, 49.22357432798149]}";Sunset
201;793;ST. GEORGE ST AND E 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.0941299451366, 49.22362212482925]}";Sunset
284;790;KILLARNEY ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04568645092087, 49.22473620799699]}";Killarney
283;790;RALEIGH ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.047242262821, 49.22475261923479]}";Killarney
267;667;E 12TH AV AND GARDEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05821067720895, 49.2594739990976]}";Kensington-Cedar Cottage
267;668;GARDEN DRIVE AND GRANDVIEW HWY NORTH;"{""type"": ""Point"", ""coordinates"": [-123.05821675049289, 49.259110652473915]}";Kensington-Cedar Cottage
270;668;NANAIMO ST AND GRANDVIEW HWY NORTH;"{""type"": ""Point"", ""coordinates"": [-123.05660806947405, 49.258468761950034]}";Kensington-Cedar Cottage
270;667;NANAIMO ST AND E 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05660618181963, 49.259461933184696]}";Kensington-Cedar Cottage
270;694;NANAIMO ST AND COPLEY ST;"{""type"": ""Point"", ""coordinates"": [-123.05662647504721, 49.25276550659162]}";Kensington-Cedar Cottage
267;693;E 18TH AV AND GARDEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.0582782647361, 49.25347188046043]}";Kensington-Cedar Cottage
270;693;COPLEY ST AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05662402183675, 49.25346804353133]}";Kensington-Cedar Cottage
268;695;E 19TH AV AND WALKER ST;"{""type"": ""Point"", ""coordinates"": [-123.05792455972127, 49.25187062106231]}";Kensington-Cedar Cottage
270;698;E 21ST AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05663226427299, 49.25151970144706]}";Kensington-Cedar Cottage
201;655;E 10TH AV AND ST. GEORGE ST;"{""type"": ""Point"", ""coordinates"": [-123.09300455441475, 49.26155603741399]}";Mount Pleasant
198;670;E 12TH AV AND GUELPH ST;"{""type"": ""Point"", ""coordinates"": [-123.0949693591487, 49.259763537758126]}";Mount Pleasant
270;650;NANAIMO ST AND E BROADWAY;"{""type"": ""Point"", ""coordinates"": [-123.05660107778434, 49.26214932625697]}";Kensington-Cedar Cottage
161;638;SAWYER'S LANE AND MILLYARD;"{""type"": ""Point"", ""coordinates"": [-123.1207003167086, 49.266717455471905]}";Fairview
149;633;FOUNDRY QUAY AND IRONWORK PASSAGE;"{""type"": ""Point"", ""coordinates"": [-123.13007489723742, 49.267886184206034]}";Fairview
146;636;FORGE WALK AND FOUNDRY QUAY;"{""type"": ""Point"", ""coordinates"": [-123.13043312174133, 49.26753487759327]}";Fairview
157;633;GREENCHAIN AND MILLBANK;"{""type"": ""Point"", ""coordinates"": [-123.12186243972401, 49.268066927991875]}";Fairview
