description,currency,cost,unit,parent_key
Crestor 40 mg tablet,USD,4.7,tablet,DB01098
Ancobon 250 mg capsule,USD,23.09,capsule,DB01099
Ancobon 500 mg capsule,USD,45.54,capsule,DB01099
Orap 2 mg tablet,USD,1.17,tablet,DB01100
Orap 1 mg tablet,USD,1.22,tablet,DB01100
Apo-Pimozide 2 mg Tablet,USD,0.24,tablet,DB01100
Apo-Pimozide 4 mg Tablet,USD,0.43,tablet,DB01100
Orap 4 mg Tablet,USD,0.47,tablet,DB01100
Xeloda 150 mg tablet,USD,8.69,tablet,DB01101
Xeloda 500 mg tablet,USD,28.97,tablet,DB01101
Quinacrine hcl powder,USD,8.11,g,DB01103
Apo-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Co Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Mylan-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Novo-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Phl-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Pms-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Ratio-Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Sandoz Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Sertraline 50 mg Capsule,USD,1.01,capsule,DB01104
Apo-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Co Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Mylan-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Novo-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Phl-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Pms-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Ratio-Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Sandoz Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Sertraline 100 mg Capsule,USD,1.06,capsule,DB01104
Zoloft 50 mg Capsule,USD,1.81,capsule,DB01104
Zoloft 100 mg Capsule,USD,1.9,capsule,DB01104
Sertraline hcl 100 mg tablet,USD,2.77,tablet,DB01104
Sertraline hcl 25 mg tablet,USD,2.77,tablet,DB01104
Sertraline hcl 50 mg tablet,USD,2.77,tablet,DB01104
Zoloft 100 mg tablet,USD,3.94,tablet,DB01104
Zoloft 25 mg tablet,USD,3.94,tablet,DB01104
Zoloft 50 mg tablet,USD,4.02,tablet,DB01104
Sertraline HCl 20 mg/ml Concentrate 60ml Bottle,USD,66.85,bottle,DB01104
Zoloft 20 mg/ml Concentrate 60ml Bottle,USD,94.75,bottle,DB01104
Sertraline hcl powder,USD,480.0,g,DB01104
Apo-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Co Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Mylan-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Novo-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Phl-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Pms-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Ratio-Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Sandoz Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Sertraline 25 mg Capsule,USD,0.51,capsule,DB01104
Zoloft 25 mg Capsule,USD,0.91,capsule,DB01104
Meridia 5 mg capsule,USD,4.0,capsule,DB01105
Meridia 10 mg capsule,USD,4.02,capsule,DB01105
Meridia 15 mg capsule,USD,5.11,capsule,DB01105
Heparin lock flush 100 unit/ml,USD,1.13,ml,DB01109
Heparin lock flush 10 unit/ml,USD,1.21,ml,DB01109
Heparin Leo 10000 unit/ml,USD,2.03,ml,DB01109
Hepalean 10000 unit/ml,USD,2.32,ml,DB01109
Heparin iv flush 100 unit/ml,USD,2.71,ml,DB01109
Heparin sod 5000 unit/ml syringe,USD,3.08,ml,DB01109
Heparin sod 1000 unit/ml vial,USD,7.92,ml,DB01109
Heparin Leo 25000 unit/ml,USD,8.42,ml,DB01109
Hep-lock flush 10 unit/ml kit,USD,8.91,kit,DB01109
Hep-lock flush 100 unit/ml kit,USD,10.08,kit,DB01109
Heparin Sodium (Porcine) 10000 unit/ml vial,USD,10.37,vial,DB01109
Heparin Sodium (Porcine) 10000 unit/ml Solution 5ml Vial,USD,29.99,vial,DB01109
Heparin sod 25000 unit powder,USD,58.8,each,DB01109
Heparin Sodium (Porcine) 1000 unit/ml Solution 10ml Vial,USD,188.99,vial,DB01109
Heparin sod 100000 unit powder,USD,256.73,each,DB01109
Heparin sod 1000000 unit powder,USD,1318.63,each,DB01109
Heparin-ns 2000 unit/1000 ml,USD,0.01,ml,DB01109
Heparin-1/2ns 12500 unit/250,USD,0.02,ml,DB01109
Heparin-1/2ns 25000 unit/250,USD,0.03,ml,DB01109
Heparin lock 10 unit/ml vial,USD,0.1,ml,DB01109
Heparin lock 100 unit/ml vial,USD,0.13,ml,DB01109
Heparin iv flush 1 unit/ml syr,USD,0.19,ml,DB01109
Heparin iv flush 2 unit/ml syr,USD,0.19,ml,DB01109
Heparin Lock Flush 10 unit/ml Lock Flush,USD,0.29,ml,DB01109
Heparin Lock Flush 100 unit/ml Lock Flush,USD,0.3,ml,DB01109
Heparin Leo 100 unit/ml Lock Flush,USD,0.36,ml,DB01109
Heparin Leo 1000 unit/ml,USD,0.43,ml,DB01109
Hep-lock u-p 100 unit/ml vial,USD,0.96,ml,DB01109
Hep-lock u-p 10 unit/ml vial,USD,0.98,ml,DB01109
Hepalean 1000 unit/ml,USD,0.98,ml,DB01109
Monistat-derm 2% cream,USD,1.11,g,DB01110
Vusion ointment,USD,3.17,g,DB01110
Miconazole nitrate powder,USD,3.55,g,DB01110
Monistat 1 6.5% ointment,USD,3.6,g,DB01110
Miconazole powder,USD,4.59,g,DB01110
Miconazole Nitrate 2% Cream 28 gm Tube,USD,12.99,tube,DB01110
Monistat 7 combination pack,USD,15.96,each,DB01110
Monistat 1 combination pack,USD,16.81,each,DB01110
Monistat-Derm 2% Cream 15 gm Tube,USD,32.0,tube,DB01110
Monistat-Derm 2% Cream 28.35 gm Tube,USD,41.99,tube,DB01110
Miconazole 3 3 200 mg Suppository Box,USD,51.2,box,DB01110
Vusion 0.25-15-81.35% Ointment 50 gm Tube,USD,284.34,tube,DB01110
Lotrimin af 2% liquid spray,USD,0.04,g,DB01110
Micatin 2% aerosol spray,USD,0.05,g,DB01110
Antifungal 2% cream,USD,0.1,g,DB01110
Miconazole 7 cream,USD,0.15,g,DB01110
CVS Pharmacy miconazole 7 cream,USD,0.18,g,DB01110
Miconazole nitrate 2% cream,USD,0.19,g,DB01110
Colistimethate For Injection 150 mg/vial,USD,35.42,ml,DB01111
Coly-Mycin S 3.3-3-10 mg/ml Suspension 5ml Bottle,USD,49.17,bottle,DB01111
Colistimethate 150 mg vial,USD,57.0,vial,DB01111
Coly-mycin m 150 mg vial,USD,72.98,vial,DB01111
Apo-Cefuroxime 250 mg Tablet,USD,1.02,tablet,DB01112
Ratio-Cefuroxime 250 mg Tablet,USD,1.02,tablet,DB01112
Velosef 250 mg capsule,USD,1.03,capsule,DB01112
Ceftin 250 mg Tablet,USD,1.82,tablet,DB01112
Velosef 500 mg capsule,USD,2.02,capsule,DB01112
Apo-Cefuroxime 500 mg Tablet,USD,2.02,tablet,DB01112
Ratio-Cefuroxime 500 mg Tablet,USD,2.02,tablet,DB01112
Cefuroxime axetil 250 mg tablet,USD,2.82,tablet,DB01112
Ceftin 500 mg Tablet,USD,3.61,tablet,DB01112
Cefzil 250 mg tablet,USD,4.76,tablet,DB01112
Duricef 1 gm tablet,USD,7.35,tablet,DB01112
Cefuroxime axetil 500 mg tablet,USD,8.11,tablet,DB01112
Cefzil 500 mg tablet,USD,9.77,tablet,DB01112
Ceftin 250 mg tablet,USD,11.74,tablet,DB01112
Cefuroxime sod 1.5 gm vial,USD,13.44,vial,DB01112
Zinacef 1.5 gm vial,USD,13.45,vial,DB01112
Zinacef 1.5 gm add-vant vial,USD,13.94,vial,DB01112
Cedax 400 mg capsule,USD,16.13,each,DB01112
Cefuroxime 1.5 g/50 ml bag,USD,16.8,each,DB01112
Ceftin 500 mg tablet,USD,20.98,tablet,DB01112
Maxipime 1 gram vial,USD,21.7,vial,DB01112
Duricef 250 mg/5ml Suspension 50ml Bottle,USD,22.99,bottle,DB01112
Maxipime 1 gm piggyback vial,USD,23.24,vial,DB01112
Velosef 250 mg/5ml Suspension 100ml Bottle,USD,23.99,bottle,DB01112
Maxipime 2 gram vial,USD,43.04,vial,DB01112
Duricef 500 mg/5ml Suspension 75ml Bottle,USD,46.93,bottle,DB01112
Cefzil 125 mg/5ml Suspension 100ml Bottle,USD,48.36,bottle,DB01112
Duricef 500 mg/5ml Suspension 100ml Bottle,USD,59.36,bottle,DB01112
Rocephin 1 gm vial,USD,62.02,vial,DB01112
Rocephin 1 gm Solution Vial,USD,65.53,vial,DB01112
Zinacef 7.5 gm vial,USD,65.94,vial,DB01112
Cefzil 250 mg/5ml Suspension 100ml Bottle,USD,87.62,bottle,DB01112
Rocephin 2 gm vial,USD,97.5,vial,DB01112
Cefuroxime Axetil 250 mg/5ml Suspension 100ml Bottle,USD,121.27,bottle,DB01112
Ceftin 20 500 mg tablet Bottle,USD,436.36,bottle,DB01112
Rocephin 10 gm vial,USD,478.32,vial,DB01112
Zinacef-water 1.5 gm/50 ml,USD,0.32,ml,DB01112
Papaverine 60 mg/2 ml vial,USD,1.68,ml,DB01113
Papaverine 150 mg capsule sa,USD,1.86,capsule,DB01113
Para-time 150 mg capsule sa,USD,0.23,capsule,DB01113
Papaverine hcl powder,USD,0.76,g,DB01113
Ahist 12 mg tablet,USD,1.1,tablet,DB01114
Chlorpheniramine 4 mg tablet,USD,0.02,tablet,DB01114
Allergy 4 mg tablet,USD,0.04,tablet,DB01114
Pediacare allergy solution,USD,0.05,ml,DB01114
Aller-chlor 4 mg tablet,USD,0.06,tablet,DB01114
Chlor-trimeton 8 mg repetab,USD,0.24,tablet,DB01114
Chlor-trimeton allergy,USD,0.31,each,DB01114
Chlorpheniramine powder,USD,0.67,g,DB01114
Myci chlor-tan 8 mg caplet,USD,0.75,caplet,DB01114
Nifediac cc 30 mg tablet,USD,1.15,tablet,DB01115
Procardia 10 mg capsule,USD,1.17,capsule,DB01115
Mylan-Nifedipine Extended Release 60 mg Extended-Release Tablet,USD,1.18,tablet,DB01115
Afeditab cr 30 mg tablet,USD,1.26,tablet,DB01115
Nifedipine er 30 mg tablet,USD,1.32,tablet,DB01115
Adalat Xl 20 mg Extended-Release Tablet,USD,1.34,tablet,DB01115
Adalat Xl 30 mg Extended-Release Tablet,USD,1.34,tablet,DB01115
NIFEdipine CR Osmotic 30 mg 24 Hour tablet,USD,1.35,tablet,DB01115
Adalat Xl 60 mg Extended-Release Tablet,USD,1.41,tablet,DB01115
Adalat cc 30 mg tablet,USD,1.61,tablet,DB01115
NIFEdipine 20 mg capsule,USD,1.74,capsule,DB01115
Adalat CC 30 mg 24 Hour tablet,USD,1.81,tablet,DB01115
Nifediac cc 60 mg tablet,USD,2.17,tablet,DB01115
Afeditab cr 60 mg tablet,USD,2.24,tablet,DB01115
Nifedipine er 60 mg tablet,USD,2.29,tablet,DB01115
NIFEdipine CR Osmotic 60 mg 24 Hour tablet,USD,2.38,tablet,DB01115
Procardia XL 30 mg 24 Hour tablet,USD,2.39,tablet,DB01115
Nifedipine er 90 mg tablet,USD,2.56,tablet,DB01115
Procardia xl 30 mg tablet,USD,2.56,tablet,DB01115
Nifediac cc 90 mg tablet,USD,2.57,tablet,DB01115
NIFEdipine CR Osmotic 90 mg 24 Hour tablet,USD,2.66,tablet,DB01115
Adalat cc 60 mg tablet,USD,2.87,tablet,DB01115
Adalat CC 60 mg 24 Hour tablet,USD,2.99,tablet,DB01115
Adalat cc 90 mg tablet,USD,3.37,tablet,DB01115
Adalat CC 90 mg 24 Hour tablet,USD,3.5,tablet,DB01115
Procardia XL 60 mg 24 Hour tablet,USD,4.13,tablet,DB01115
Procardia xl 60 mg tablet,USD,4.43,tablet,DB01115
Procardia xl 90 mg tablet,USD,4.58,tablet,DB01115
Procardia XL 90 mg 24 Hour tablet,USD,4.77,tablet,DB01115
Nifedipine powder,USD,15.3,g,DB01115
Coral calcium 1000 mg caplet,USD,0.09,caplet,DB01115
Coral calcium plus 1500 mg caplet,USD,0.13,caplet,DB01115
Apo-Nifed 5 mg Capsule,USD,0.39,capsule,DB01115
Apo-Nifed 10 mg Capsule,USD,0.51,capsule,DB01115
NIFEdipine 10 mg capsule,USD,0.97,capsule,DB01115
Malarone 62.5-25 mg ped tablet,USD,2.72,tablet,DB01117
Mepron 150 mg/ml Suspension,USD,2.89,ml,DB01117
Malarone 62.5-25 mg tablet,USD,4.33,tablet,DB01117
Mepron 750 mg/5 ml suspension,USD,4.95,ml,DB01117
Malarone 250-100 mg tablet,USD,7.7,tablet,DB01117
Apo-Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Mylan-Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Novo-Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Pms-Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Ratio-Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Sandoz Amiodarone 200 mg Tablet,USD,1.3,tablet,DB01118
Cordarone 200 mg Tablet,USD,2.32,tablet,DB01118
Amiodarone hcl 200 mg tablet,USD,3.37,tablet,DB01118
Pacerone 200 mg tablet,USD,3.53,tablet,DB01118
Cordarone 200 mg tablet,USD,4.78,tablet,DB01118
Amiodarone hcl 400 mg tablet,USD,6.32,tablet,DB01118
Pacerone 400 mg tablet,USD,7.43,tablet,DB01118
Pacerone 100 mg tablet,USD,7.58,tablet,DB01118
Amiodarone hcl powder,USD,38.98,g,DB01118
Amiodarone 450 mg/9 ml vial,USD,0.57,ml,DB01118
Amiodarone 900 mg/18 ml vial,USD,0.59,ml,DB01118
Pms-Amiodarone 100 mg Tablet,USD,0.72,tablet,DB01118
Amiodarone 150 mg/3 ml vial,USD,0.83,ml,DB01118
Proglycem 100 mg Capsule,USD,1.65,capsule,DB01119
Diazoxide powder,USD,85.07,g,DB01119
Proglycem 50 mg/ml Suspension 30ml Bottle,USD,197.05,bottle,DB01119
Apo-Gliclazide Mr 30 mg Sustained-Release Tablet,USD,0.15,tablet,DB01120
Diamicron Mr 30 mg Sustained-Release Tablet,USD,0.16,tablet,DB01120
Apo-Gliclazide 80 mg Tablet,USD,0.23,tablet,DB01120
Gliclazide 80 mg Tablet,USD,0.23,tablet,DB01120
Mylan-Gliclazide 80 mg Tablet,USD,0.23,tablet,DB01120
Novo-Gliclazide 80 mg Tablet,USD,0.23,tablet,DB01120
Pms-Gliclazide 80 mg Tablet,USD,0.23,tablet,DB01120
Diamicron 80 mg Tablet,USD,0.42,tablet,DB01120
Mytelase 10 mg caplet,USD,1.86,caplet,DB01122
Mytelase 10 mg tablet,USD,1.86,tablet,DB01122
Tolbutamide 500 mg tablet,USD,0.4,tablet,DB01124
Avodart 0.5 mg softgel,USD,4.06,softgel capsule,DB01126
Avodart 0.5 mg capsule,USD,4.12,capsule,DB01126
Spectazole 1% cream,USD,1.33,g,DB01127
Econazole nitrate powder,USD,2.5,g,DB01127
Econazole Nitrate 1% Cream 15 gm Tube,USD,19.32,tube,DB01127
Econazole Nitrate 1% Cream 30 gm Tube,USD,32.16,tube,DB01127
Econazole Nitrate 1% Cream 85 gm Tube,USD,73.63,tube,DB01127
Econazole nitrate 1% cream,USD,0.93,g,DB01127
Bicalutamide 50 mg tablet,USD,18.92,tablet,DB01128
Casodex 50 mg tablet,USD,20.19,tablet,DB01128
Pariet 20 mg Enteric-Coated Tablet,USD,1.46,tablet,DB01129
Aciphex 20 mg tablet ec,USD,5.9,tablet,DB01129
Aciphex ec 20 mg tablet,USD,6.08,tablet,DB01129
Aciphex 20 mg Enteric Coated Tabs,USD,7.48,tab,DB01129
Apo-Rabeprazole 10 mg Enteric-Coated Tablet,USD,0.41,tablet,DB01129
Novo-Rabeprazole 10 mg Enteric-Coated Tablet,USD,0.41,tablet,DB01129
Pms-Rabeprazole Ec 10 mg Enteric-Coated Tablet,USD,0.41,tablet,DB01129
Ran-Rabeprazole 10 mg Enteric-Coated Tablet,USD,0.41,tablet,DB01129
Sandoz Rabeprazole 10 mg Enteric-Coated Tablet,USD,0.41,tablet,DB01129
Pariet 10 mg Enteric-Coated Tablet,USD,0.73,tablet,DB01129
Apo-Rabeprazole 20 mg Enteric-Coated Tablet,USD,0.82,tablet,DB01129
Novo-Rabeprazole 20 mg Enteric-Coated Tablet,USD,0.82,tablet,DB01129
Pms-Rabeprazole Ec 20 mg Enteric-Coated Tablet,USD,0.82,tablet,DB01129
Ran-Rabeprazole 20 mg Enteric-Coated Tablet,USD,0.82,tablet,DB01129
Sandoz Rabeprazole 20 mg Enteric-Coated Tablet,USD,0.82,tablet,DB01129
Prednicarbate 0.1% cream,USD,1.41,g,DB01130
Dermatop 0.1% cream,USD,1.76,g,DB01130
Prednicarbate 0.1% Cream 15 gm Tube,USD,24.0,tube,DB01130
Prednicarbate 0.1% Ointment 15 gm Tube,USD,37.31,tube,DB01130
Prednicarbate 0.1% Cream 60 gm Tube,USD,59.03,tube,DB01130
Dermatop 0.1% Ointment 60 gm Tube,USD,70.06,tube,DB01130
Dermatop 0.1% Cream 60 gm Tube,USD,75.2,tube,DB01130
Prednicarbate 0.1% Ointment 60 gm Tube,USD,76.74,tube,DB01130
Actos 15 mg tablet,USD,6.3,tablet,DB01132
Actos 45 mg tablet,USD,11.22,tablet,DB01132
Actos 30 mg tablet,USD,12.48,tablet,DB01132
Skelid 200 mg tablet,USD,11.47,tablet,DB01133
Carvedilol 12.5 mg tablet,USD,2.18,tablet,DB01136
Carvedilol 25 mg tablet,USD,2.18,tablet,DB01136
Carvedilol 3.125 mg tablet,USD,2.18,tablet,DB01136
Carvedilol 6.25 mg tablet,USD,2.18,tablet,DB01136
Coreg 12.5 mg tablet,USD,2.54,tablet,DB01136
Coreg 25 mg tablet,USD,2.54,tablet,DB01136
Coreg 3.125 mg tablet,USD,2.54,tablet,DB01136
Coreg 6.25 mg tablet,USD,2.54,tablet,DB01136
Coreg cr 10 mg capsule,USD,4.59,capsule,DB01136
Coreg cr 20 mg capsule,USD,4.59,capsule,DB01136
Coreg cr 40 mg capsule,USD,4.59,capsule,DB01136
Coreg cr 80 mg capsule,USD,4.59,capsule,DB01136
Coreg CR 10 mg 24 Hour Capsule,USD,4.77,capsule,DB01136
Coreg CR 20 mg 24 Hour Capsule,USD,4.77,capsule,DB01136
Coreg CR 40 mg 24 Hour Capsule,USD,4.77,capsule,DB01136
Coreg CR 80 mg 24 Hour Capsule,USD,4.77,capsule,DB01136
Phl-Carvedilol 12.5 mg Tablet,USD,0.79,tablet,DB01136
Phl-Carvedilol 3.125 mg Tablet,USD,0.79,tablet,DB01136
Phl-Carvedilol 6.25 mg Tablet,USD,0.79,tablet,DB01136
Pms-Carvedilol 12.5 mg Tablet,USD,0.79,tablet,DB01136
Pms-Carvedilol 25 mg Tablet,USD,0.79,tablet,DB01136
Pms-Carvedilol 3.125 mg Tablet,USD,0.79,tablet,DB01136
Pms-Carvedilol 6.25 mg Tablet,USD,0.79,tablet,DB01136
Ran-Carvedilol 12.5 mg Tablet,USD,0.79,tablet,DB01136
Ran-Carvedilol 25 mg Tablet,USD,0.79,tablet,DB01136
Ran-Carvedilol 3.125 mg Tablet,USD,0.79,tablet,DB01136
Ran-Carvedilol 6.25 mg Tablet,USD,0.79,tablet,DB01136
Ratio-Carvedilol 12.5 mg Tablet,USD,0.79,tablet,DB01136
Ratio-Carvedilol 25 mg Tablet,USD,0.79,tablet,DB01136
Ratio-Carvedilol 3.125 mg Tablet,USD,0.79,tablet,DB01136
Ratio-Carvedilol 6.25 mg Tablet,USD,0.79,tablet,DB01136
Apo-Carvedilol 12.5 mg Tablet,USD,0.84,tablet,DB01136
Apo-Carvedilol 25 mg Tablet,USD,0.84,tablet,DB01136
Apo-Carvedilol 3.125 mg Tablet,USD,0.84,tablet,DB01136
Apo-Carvedilol 6.25 mg Tablet,USD,0.84,tablet,DB01136
Levaquin i.v. 25 mg/ml vial,USD,1.94,ml,DB01137
Quixin 0.5% Solution,USD,11.4,ml,DB01137
Quixin 0.5% eye drops,USD,12.21,ml,DB01137
Levaquin 250 mg tablet,USD,13.71,tablet,DB01137
Iquix 1.5% eye drops,USD,15.71,ml,DB01137
Levaquin 500 mg tablet,USD,16.57,tablet,DB01137
Levaquin 750 mg leva-pak tablet,USD,27.51,tablet,DB01137
Levaquin 750 mg tablet,USD,28.06,each,DB01137
Levofloxacin hemihydr 100% powder,USD,42.69,g,DB01137
Iquix 1.5% Solution 5ml Bottle,USD,81.68,bottle,DB01137
Levaquin 500 mg/100 ml d5w,USD,0.44,ml,DB01137
Apo-Sulfinpyrazone 200 mg Tablet,USD,0.31,tablet,DB01138
Cefadroxil 1 gm tablet,USD,7.14,tablet,DB01140
Duricef 1 gm tablet,USD,7.35,tablet,DB01140
Mycamine 50 mg vial,USD,112.2,vial,DB01141
Mycamine 100 mg vial,USD,224.4,vial,DB01141
Novo-Doxepin 150 mg Capsule,USD,1.18,capsule,DB01142
Sinequan 100 mg Capsule,USD,1.22,capsule,DB01142
Prudoxin 5% cream,USD,3.05,g,DB01142
Doxepin 150 mg capsule,USD,3.33,capsule,DB01142
Doxepin hcl powder,USD,8.88,g,DB01142
Zonalon 5% Cream 30 gm Tube,USD,144.29,tube,DB01142
Zonalon 5% Cream 45 gm Tube,USD,190.13,tube,DB01142
Doxepin HCl 10 mg/ml Concentrate,USD,0.13,ml,DB01142
Doxepin 100 mg capsule,USD,0.14,capsule,DB01142
Doxepin 25 mg capsule,USD,0.18,capsule,DB01142
Apo-Doxepin 25 mg Capsule,USD,0.19,capsule,DB01142
Novo-Doxepin 25 mg Capsule,USD,0.19,capsule,DB01142
Apo-Doxepin 10 mg Capsule,USD,0.2,capsule,DB01142
Doxepin 75 mg capsule,USD,0.21,capsule,DB01142
Doxepin HCl 10 mg capsule,USD,0.21,capsule,DB01142
Doxepin HCl 25 mg capsule,USD,0.23,capsule,DB01142
Doxepin HCl 50 mg capsule,USD,0.25,capsule,DB01142
Sinequan 10 mg Capsule,USD,0.28,capsule,DB01142
Doxepin 10 mg capsule,USD,0.32,capsule,DB01142
Sinequan 25 mg Capsule,USD,0.35,capsule,DB01142
Apo-Doxepin 50 mg Capsule,USD,0.36,capsule,DB01142
Novo-Doxepin 50 mg Capsule,USD,0.36,capsule,DB01142
Doxepin HCl 75 mg capsule,USD,0.43,capsule,DB01142
Apo-Doxepin 75 mg Capsule,USD,0.52,capsule,DB01142
Novo-Doxepin 75 mg Capsule,USD,0.52,capsule,DB01142
Doxepin HCl 100 mg capsule,USD,0.56,capsule,DB01142
Doxepin 50 mg capsule,USD,0.57,capsule,DB01142
Sinequan 50 mg Capsule,USD,0.64,capsule,DB01142
Apo-Doxepin 100 mg Capsule,USD,0.68,capsule,DB01142
Novo-Doxepin 100 mg Capsule,USD,0.68,capsule,DB01142
Doxepin HCl 150 mg capsule,USD,0.87,capsule,DB01142
Zonalon 5% cream,USD,0.89,g,DB01142
Sinequan 75 mg Capsule,USD,0.93,capsule,DB01142
Amifostine 500 mg vial,USD,600.0,vial,DB01143
Ethyol 500 mg vial,USD,605.88,vial,DB01143
Cloxacillin Sodium 500 mg/vial,USD,4.79,vial,DB01147
Cloxacillin Sodium 1 g/vial,USD,5.89,vial,DB01147
Cloxacillin Sodium 2 g/vial,USD,7.69,vial,DB01147
Apo-Cloxi 25 mg/ml Liquid,USD,0.05,ml,DB01147
Novo-Cloxin 25 mg/ml Liquid,USD,0.05,ml,DB01147
Nu-Cloxi 25 mg/ml Liquid,USD,0.05,ml,DB01147
Apo-Cloxi 250 mg Capsule,USD,0.19,capsule,DB01147
Novo-Cloxin 250 mg Capsule,USD,0.19,capsule,DB01147
Nu-Cloxi 250 mg Capsule,USD,0.19,capsule,DB01147
Apo-Cloxi 500 mg Capsule,USD,0.38,capsule,DB01147
Novo-Cloxin 500 mg Capsule,USD,0.38,capsule,DB01147
Nu-Cloxi 500 mg Capsule,USD,0.38,capsule,DB01147
Flavoxate hcl 100 mg tablet,USD,1.49,tablet,DB01148
Urispas 100 mg tablet,USD,1.79,tablet,DB01148
Apo-Flavoxate 200 mg Tablet,USD,0.76,tablet,DB01148
Serzone 100 mg tablet,USD,1.53,tablet,DB01149
Nefazodone hcl 50 mg tablet,USD,1.68,tablet,DB01149
Nefazodone hcl 100 mg tablet,USD,1.72,tablet,DB01149
Nefazodone hcl 150 mg tablet,USD,1.75,tablet,DB01149
Nefazodone hcl 200 mg tablet,USD,1.78,tablet,DB01149
Nefazodone hcl 250 mg tablet,USD,1.82,tablet,DB01149
Apo-Cefprozil 250 mg Tablet,USD,1.02,tablet,DB01150
Ran-Cefprozil 250 mg Tablet,USD,1.02,tablet,DB01150
Sandoz Cefprozil 250 mg Tablet,USD,1.02,tablet,DB01150
Apo-Cefprozil 500 mg Tablet,USD,1.99,tablet,DB01150
Ran-Cefprozil 500 mg Tablet,USD,1.99,tablet,DB01150
Sandoz Cefprozil 500 mg Tablet,USD,1.99,tablet,DB01150
Cefprozil 250 mg tablet,USD,2.7,tablet,DB01150
Cefzil 250 mg tablet,USD,3.24,tablet,DB01150
Cefprozil 500 mg tablet,USD,5.46,tablet,DB01150
Cefzil 500 mg tablet,USD,6.6,tablet,DB01150
Cefprozil 250 mg/5ml Suspension 100ml Bottle,USD,78.86,bottle,DB01150
Apo-Cefprozil 25 mg/ml Suspension,USD,0.1,ml,DB01150
Ran-Cefprozil 25 mg/ml Suspension,USD,0.1,ml,DB01150
Sandoz Cefprozil 25 mg/ml Suspension,USD,0.1,ml,DB01150
Cefzil 25 mg/ml Suspension,USD,0.18,ml,DB01150
Apo-Cefprozil 50 mg/ml Suspension,USD,0.2,ml,DB01150
Cefprozil 50 mg/ml Suspension,USD,0.2,ml,DB01150
Ran-Cefprozil 50 mg/ml Suspension,USD,0.2,ml,DB01150
Sandoz Cefprozil 50 mg/ml Suspension,USD,0.2,ml,DB01150
Cefzil 50 mg/ml Suspension,USD,0.35,ml,DB01150
Norpramin 10 mg tablet,USD,1.11,tablet,DB01151
Desipramine 75 mg tablet,USD,1.15,tablet,DB01151
Norpramin 25 mg tablet,USD,1.33,tablet,DB01151
Desipramine 100 mg tablet,USD,1.5,tablet,DB01151
Desipramine HCl 50 mg tablet,USD,1.64,tablet,DB01151
Desipramine 150 mg tablet,USD,2.18,tablet,DB01151
Norpramin 50 mg tablet,USD,2.51,tablet,DB01151
Desipramine HCl 75 mg tablet,USD,2.63,tablet,DB01151
Desipramine HCl 100 mg tablet,USD,2.81,tablet,DB01151
Norpramin 75 mg tablet,USD,3.19,tablet,DB01151
Norpramin 100 mg tablet,USD,4.2,tablet,DB01151
Desipramine HCl 150 mg tablet,USD,4.67,tablet,DB01151
Norpramin 150 mg tablet,USD,6.08,tablet,DB01151
Desipramine hcl powder,USD,14.4,g,DB01151
Desipramine 10 mg tablet,USD,0.4,tablet,DB01151
Apo-Desipramine 10 mg Tablet,USD,0.4,tablet,DB01151
Apo-Desipramine 25 mg Tablet,USD,0.4,tablet,DB01151
Desipramine 25 mg tablet,USD,0.49,tablet,DB01151
Apo-Desipramine 50 mg Tablet,USD,0.7,tablet,DB01151
Desipramine HCl 25 mg tablet,USD,0.83,tablet,DB01151
Desipramine HCl 10 mg tablet,USD,0.87,tablet,DB01151
Desipramine 50 mg tablet,USD,0.92,tablet,DB01151
Apo-Desipramine 75 mg Tablet,USD,0.93,tablet,DB01151
