form,route,strength,parent_key
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10479
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10479
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10479
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10479
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10479
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10479
"Injection, solution",Intradermal; Subcutaneous,,DB10479
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10480
"Injection, solution",Percutaneous,0.05 g/1mL,DB10480
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10480
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10480
"Injection, solution",Intradermal,,DB10480
"Injection, solution",Percutaneous,,DB10480
"Injection, solution",Percutaneous; Subcutaneous,,DB10480
"Injection, solution",Intradermal; Subcutaneous,,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10480
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10480
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10480
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10480
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10480
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10480
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10480
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10480
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10480
"Injection, solution",Subcutaneous,,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10481
"Injection, solution",Percutaneous; Subcutaneous,,DB10481
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10481
"Injection, solution",Percutaneous,,DB10481
"Injection, solution",Intradermal; Subcutaneous,,DB10481
"Injection, solution",Intradermal,,DB10481
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10481
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10481
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10481
"Injection, solution",Percutaneous,0.05 g/1mL,DB10481
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10481
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10481
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10481
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10481
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10481
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10481
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10481
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10481
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10482
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10482
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10482
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10482
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10482
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10482
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10482
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10482
"Injection, solution",Percutaneous,0.05 g/1mL,DB10482
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10482
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10482
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10483
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10483
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10483
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10483
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10483
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10483
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10483
"Injection, solution",Percutaneous,0.05 g/1mL,DB10483
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10483
"Injection, solution",Percutaneous,0.05 g/1mL,DB10484
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10484
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10484
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10484
"Injection, solution",Percutaneous; Subcutaneous,,DB10484
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10484
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10484
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10484
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10484
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10484
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10484
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10484
"Injection, solution",Intradermal; Subcutaneous,,DB10484
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10485
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10485
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10485
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10485
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10485
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10485
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10485
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10485
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10485
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10485
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10485
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10485
"Injection, solution",Percutaneous,0.05 g/1mL,DB10485
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10485
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10485
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10485
"Injection, solution",Subcutaneous,50000 [PNU]/1mL,DB10485
"Injection, solution",Percutaneous; Subcutaneous,,DB10486
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10486
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10486
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10486
Liquid,Percutaneous; Subcutaneous,,DB10486
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10486
"Injection, solution",Percutaneous,0.05 g/1mL,DB10486
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10486
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10486
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10486
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10486
"Injection, solution",Subcutaneous,500 [PNU]/1mL,DB10486
"Injection, solution",Intradermal; Subcutaneous,,DB10486
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10486
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10486
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10486
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10486
"Injection, solution",Intradermal; Subcutaneous,,DB10487
Liquid,Percutaneous; Subcutaneous,,DB10487
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10487
"Injection, solution",Percutaneous,0.05 g/1mL,DB10487
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10487
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10487
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10487
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10487
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10487
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10487
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10487
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10487
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10487
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10487
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10487
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10487
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10488
"Injection, solution",Percutaneous,0.05 g/1mL,DB10488
"Injection, solution",Subcutaneous,0.001 g/1mL,DB10488
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10488
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10488
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10488
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,0.02 g/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10488
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10488
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10488
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10488
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10488
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10488
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10488
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10489
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10489
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10489
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10489
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10489
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10489
"Injection, solution",Percutaneous,0.05 g/1mL,DB10489
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10489
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10489
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10489
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10489
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10489
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10489
"Injection, solution",Intradermal; Subcutaneous,,DB10489
"Injection, solution",Percutaneous,0.05 g/1mL,DB10490
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10490
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10490
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10490
"Injection, solution",Percutaneous,0.05 g/1mL,DB10491
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10491
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10491
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10491
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10491
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10491
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10491
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10491
"Injection, solution",Intradermal; Subcutaneous,,DB10491
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10493
"Injection, solution",Percutaneous,0.05 g/1mL,DB10493
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10493
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10493
"Injection, solution",Intradermal; Subcutaneous,,DB10493
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10493
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10493
"Injection, solution",Percutaneous; Subcutaneous,,DB10493
"Injection, solution",Percutaneous,0.05 g/1mL,DB10494
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10494
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10494
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10494
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10494
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10494
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10494
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10494
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10494
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10495
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10495
"Injection, solution",Percutaneous,0.05 g/1mL,DB10495
"Injection, solution",Subcutaneous,0.0005 g/1mL,DB10495
"Injection, solution",Subcutaneous,0.005 g/1mL,DB10495
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10495
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10495
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10495
"Injection, solution",Subcutaneous,500 [PNU]/1mL,DB10495
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10495
"Injection, solution",Percutaneous; Subcutaneous,0.1 g/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10495
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10495
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10495
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10495
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10495
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10495
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10495
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10495
"Injection, solution",Intradermal; Subcutaneous,,DB10495
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10496
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10496
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10496
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10496
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10496
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10496
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10496
"Injection, solution",Percutaneous,0.05 g/1mL,DB10496
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10496
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10496
Injection,Percutaneous; Subcutaneous,,DB10496
"Injection, solution",Intradermal; Subcutaneous,,DB10496
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10496
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10497
"Injection, solution",Percutaneous,0.025 g/1mL,DB10497
"Injection, solution",Subcutaneous,0.025 g/1mL,DB10497
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10497
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10497
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,,DB10497
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10497
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10497
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10497
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10498
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10498
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10498
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10498
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,1000 [PNU]/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10498
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10498
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10498
"Injection, solution",Intradermal; Subcutaneous,,DB10498
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10498
"Injection, solution",Percutaneous,0.05 g/1mL,DB10498
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10498
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10498
Solution,Intradermal; Subcutaneous,10000 [BAU]/1mL,DB10499
Liquid,Intradermal; Subcutaneous,,DB10499
"Injection, solution",Subcutaneous,10000 [BAU]/1mL,DB10499
Solution,Percutaneous,10000 [BAU]/1mL,DB10499
Injection,Cutaneous; Intradermal; Subcutaneous,10000 [BAU]/1mL,DB10499
"Injection, solution",Intradermal; Subcutaneous,10000 [BAU]/1mL,DB10499
"Injection, solution",Intradermal; Subcutaneous,5000 [BAU]/1mL,DB10499
"Injection, solution",Percutaneous; Subcutaneous,10000 [BAU]/1mL,DB10499
"Injection, solution",Intradermal; Subcutaneous,,DB10499
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10500
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10500
"Injection, solution",Percutaneous,0.10 g/1mL,DB10500
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10500
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10500
"Injection, solution",Percutaneous,0.1 g/1mL,DB10500
"Injection, solution",Percutaneous; Subcutaneous,0.1 g/1mL,DB10500
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10501
"Injection, solution",Percutaneous,0.10 g/1mL,DB10501
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10501
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10501
"Injection, solution",Percutaneous,0.1 g/1mL,DB10501
"Injection, solution",Percutaneous; Subcutaneous,0.1 g/1mL,DB10501
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10501
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10502
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10502
"Injection, solution",Intradermal; Subcutaneous,1 mL/1mL,DB10502
