synonym,language,coder,drugbank-id
Glycyrrhiza Glabra (Licorice) Root Extract,english,,DB14312
Glycyrrhiza Glabra (Licorice) Root Powder,english,,DB14312
Glycyrrhiza Glabra Extract,english,,DB14312
Glycyrrhiza Glabra L Rhizome Extract,english,,DB14312
Glycyrrhiza Glabra Processed Root,english,,DB14312
Glycyrrhiza Glabra Rhizome,english,,DB14312
Glycyrrhiza Glabra Root,english,,DB14312
Glycyrrhiza Glabra Root Powder,english,,DB14312
Glycyrrhiza Glabra Root With Rhizome,english,,DB14312
Glycyrrhiza Glandulifera Root,english,,DB14312
Glycyrrhiza Hirsuta Root,english,,DB14312
Glycyrrhiza Pallida Root,english,,DB14312
Glycyrrhiza Violacea Root,english,,DB14312
Glycyrrhizae Radix Et Rhizoma (Glycyrrhiza Glabra),english,,DB14312
Glycyrrhizae Radix Et Rhizoma Praeparata Cum Melle (Glycyrrhiza Glabra),english,,DB14312
Guang Guo Gan Cao Root,english,,DB14312
Licorice Allergenic Extract,english,,DB14312
Licorice Extract,english,,DB14312
Licorice Extract Powder,english,,DB14312
Licorice Flavanoid Oil,english,,DB14312
Licorice Rhizome/root Extract,english,,DB14312
Liquiritiae Radix,english,,DB14312
Liquorice Root (Glycyrrhiza Glabra),english,,DB14312
Prepared Liauorice Root (Glycyrrhiza Glabra),english,,DB14312
Russian Licorice Root,english,,DB14312
Spanish Licorice Root,english,,DB14312
Turkish Licorice Root,english,,DB14312
Yashtimadhu Root,english,,DB14312
Zhigancao (Glycyrrhiza Glabra),english,,DB14312
Ae-henna,english,,DB14313
Allergenic Extract- Henna Lawsonia Inermis,english,,DB14313
Henna,english,,DB14313
Henna Leaf,english,,DB14313
Lawsonia Alba Leaf,english,,DB14313
Lawsonia Inermis (Henna) Leaf Extract,english,,DB14313
Madayanti Leaf,english,,DB14313
"Plants and Plant Parts, Henna Lawsonia Inermis",english,,DB14313
Indigo Leaf,english,,DB14314
Indigofera Bergii Leaf,english,,DB14314
Indigofera Cinerascens Leaf,english,,DB14314
Indigofera Houer Leaf,english,,DB14314
Indigofera Indica Leaf,english,,DB14314
Indigofera Oligophylla Leaf,english,,DB14314
Indigofera Orthocarpa Leaf,english,,DB14314
Indigofera Sumatrana Leaf,english,,DB14314
Indigofera Tinctoria Leaf Extract,english,,DB14314
Indigofera Tinctoria Leaf Powder,english,,DB14314
Indigofera Tulearensis Leaf,english,,DB14314
Nila Leaf,english,,DB14314
Nili Leaf,english,,DB14314
Nilika Leaf,english,,DB14314
Nilini Leaf,english,,DB14314
Qing Dai (Indigofera Tinctoria),english,,DB14314
True Indigo Leaf,english,,DB14314
Calendula,english,,DB14315
Calendula Officinalis Whole Extract,english,,DB14315
Calendula Whole,english,,DB14315
Pot Marigold Whole,english,,DB14315
Scotch-marigold Whole,english,,DB14315
Aged Peel,english,,DB14316
Chen Pi,english,,DB14316
Chenpi,english,,DB14316
Citri Exocarpium Rubrum,english,,DB14316
Citri Reticulatae Pericarpium,english,,DB14316
Citrus Aurantium Tachibana Peel Extract,english,,DB14316
Citrus Chachiensis Fruit Rind,english,,DB14316
Citrus Daoxianensis Fruit Rind,english,,DB14316
Citrus Deliciosa Fruit Rind,english,,DB14316
Citrus Depressa Fruit Rind,english,,DB14316
Citrus Depressa Peel Extract,english,,DB14316
Citrus Erythrosa Fruit Rind,english,,DB14316
Citrus Mangshanensis Fruit Rind,english,,DB14316
Citrus Nobilis (Mandarin Orange) Peel Extract,english,,DB14316
Citrus Nobilis Fruit Rind,english,,DB14316
Citrus Ponki Fruit Rind,english,,DB14316
Citrus Poonensis Fruit Rind,english,,DB14316
Citrus Reticulata (Tangerine) Peel Extract,english,,DB14316
Citrus Reticulata (Tangerine) Peel Powder,english,,DB14316
Citrus Reticulata Fruit Rind,english,,DB14316
Citrus Succosa Fruit Rind,english,,DB14316
Citrus Suhuiensis Fruit Rind,english,,DB14316
Citrus Sunki Fruit Rind,english,,DB14316
Citrus Tachibana Fruit Rind,english,,DB14316
Citrus Tangerina (Tangerine) Peel,english,,DB14316
Citrus Tangerina (Tangerine) Peel Extract,english,,DB14316
Citrus Tangerina Fruit Rind,english,,DB14316
Citrus Tankan Fruit Rind,english,,DB14316
Citrus Unshiu Fruit Rind,english,,DB14316
Citrus Unshiu Peel (Citrus Reticulata),english,,DB14316
Citrus Unshiu Peel (Citrus Unshiu),english,,DB14316
Citrus Unshiu Peel Extract,english,,DB14316
Citrus Unshiu Peel Powder,english,,DB14316
Citrus Unshiu Pericarp Extract,english,,DB14316
Citrus Vangasy Fruit Rind,english,,DB14316
Citrus Voangasay Fruit Rind,english,,DB14316
Dried Tangerine Peel,english,,DB14316
Japanese Orange Peel Extract,english,,DB14316
Juhong,english,,DB14316
Mandarin Orange Peel,english,,DB14316
Mandarin Orange Peel Extract,english,,DB14316
Mandarin Peel,english,,DB14316
Red Tangerine Peel,english,,DB14316
Ae-pomegrante,english,,DB14317
Allergenic Extract- Pomegranate Punica Granatum,english,,DB14317
Dadima Fruit,english,,DB14317
Pomegranate Extract,english,,DB14317
Pomegranate Fruit,english,,DB14317
Pomegranate Fruit Polyphenol Extract,english,,DB14317
"Pomegranates, Raw",english,,DB14317
"Pomegranates,raw",english,,DB14317
Punica Granatum Fruit,english,,DB14317
Punica Granatum Fruit Extract,english,,DB14317
Shi Liu Fruit,english,,DB14317
Buergeria Obovata Flowering Top,english,,DB14319
Kobushi Magnolia Flowering Top,english,,DB14319
Magnolia Borealis Flowering Top,english,,DB14319
Magnolia Kobus Branch/flower/leaf Extract,english,,DB14319
Magnolia Kobushii Flowering Top,english,,DB14319
Magnolia Praecocossima Flowering Top,english,,DB14319
Magnolia Pseudokobus Flowering Top,english,,DB14319
Magnolia Thurberi Flowering Top,english,,DB14319
Michelia Gracilis Flowering Top,english,,DB14319
Talauma Obovata Flowering Top,english,,DB14319
Yulania Kobus Flowering Top,english,,DB14319
Australian Fever Tree Leaf,english,,DB14320
Blue Gum Leaf,english,,DB14320
Bluegum Eucalyptus Leaf,english,,DB14320
Eucalypti Folium,english,,DB14320
Eucalypti Folium (Eucalyptus Globulus Labill.),english,,DB14320
Eucalyptus Extract,english,,DB14320
Eucalyptus Globulus,english,,DB14320
Eucalyptus Globulus Leaf Extract,english,,DB14320
Eucalyptus Globulus Leaf Powder,english,,DB14320
Eucalyptus Leaf,english,,DB14320
Eucalyptus Leaf (Eucalyptus Globulus Labill.),english,,DB14320
Southern Blue Gum Leaf,english,,DB14320
Tasmanian Blue Gum Leaf,english,,DB14320
Tasmanian Bluegum Leaf,english,,DB14320
Bamboo Extract,english,,DB14321
Bamboo Top,english,,DB14321
Bambusa Vulgaris (Bamboo) Extract,english,,DB14321
Bambusa Vulgaris Extract,english,,DB14321
Bambusa Vulgaris Leaf/stem Extract,english,,DB14321
Bambusa Vulgaris Top Extract,english,,DB14321
Common Bamboo Top,english,,DB14321
Feathery Bamboo Top,english,,DB14321
Coconut Oil (Unhydrogenated),english,,DB14322
Coconut Oil Base,english,,DB14322
Coconut Oil Triglycerides,english,,DB14322
"Coconut Oil, Unhydrogenated",english,,DB14322
Cocos Nucifera (Coconut) Oil,english,,DB14322
Cocos Nucifera Seed Oil,english,,DB14322
"Oil, Coconut",english,,DB14322
"Oil,cocnt",english,,DB14322
Cognac Green Oil,english,,DB14323
Cognac Oil Green,english,,DB14323
Cognac Oil White,english,,DB14323
"Cognac Oil, -Green",english,,DB14323
"Cognac Oil, Green",english,,DB14323
"Cognac Oil, White",english,,DB14323
Cognac White Oil,english,,DB14323
European Grape Seed Oil,english,,DB14323
Grape Seed Volatile Oil,english,,DB14323
Green Cognac Oil,english,,DB14323
"Oil, Grapeseed",english,,DB14323
"Oil,grapeseed",english,,DB14323
Vitis Vinifera (Grape) Seed Oil,english,,DB14323
Vitis Vinifera Oil,english,,DB14323
Wine Grape Seed Oil,english,,DB14323
Wine Yeast Oil,english,,DB14323
Apricot Kernel Volatile Oil,english,,DB14324
Apricot Oil,english,,DB14324
Apricot Seed Oil,english,,DB14324
Armeniaca Vulgaris Oil,english,,DB14324
"Oil, Apricot Kernel",english,,DB14324
"Oil,apricot Kernel",english,,DB14324
"Oils, Apricot",english,,DB14324
Prunus Armeniaca (Apricot) Kernel Oil,english,,DB14324
Prunus Armeniaca Oil,english,,DB14324
Prunus Armeniaca Seed Oil,english,,DB14324
Bei Wu Wei Zi,english,,DB14325
Chinese Magnoliavine Fruit,english,,DB14325
Five-flavor-fruit,english,,DB14325
Five-flavoured Seed,english,,DB14325
Fuzheng Huayu Component Fructus Schisandrae Fruit,english,,DB14325
Kadsura Chinensis Fruit,english,,DB14325
Magnolia-vine Fruit,english,,DB14325
Maximowiczia Amurensis Fruit,english,,DB14325
Maximowiczia Chinensis Fruit,english,,DB14325
Northern Schisandra,english,,DB14325
Northern Schisandra Fruit,english,,DB14325
Schisandra Chinensis Dry Fruit,english,,DB14325
Schisandra Chinensis Fruit Extract,english,,DB14325
Schisandra Fruit,english,,DB14325
Schisandrae Chinensis Fructus,english,,DB14325
Schizandra,english,,DB14325
Schizandra Chinensis Fruit,english,,DB14325
Schizandra Chinensis Fruit Extract,english,,DB14325
Schizandra Chinensis Fruit Powder,english,,DB14325
Schizandra Fruit,english,,DB14325
Schizandra Preparation,english,,DB14325
Wu Wei Zi,english,,DB14325
Wu Wei Zi Fruit Extract,english,,DB14325
Wuweizi,english,,DB14325
Amber Extract,english,,DB14326
Amber Powder,english,,DB14326
Resinite,english,,DB14326
Succinum,english,,DB14326
Horse's Teeth Amaranth,english,,DB14327
Ma Chi Xian,english,,DB14327
Machixian,english,,DB14327
Portulaca Neglecta Top,english,,DB14327
Portulaca Oleracea Extract,english,,DB14327
Portulaca Oleracea Flower/leaf/stem Extract,english,,DB14327
Portulaca Oleracea Flowering Top,english,,DB14327
Portulaca Oleracea Top,english,,DB14327
Portulaca Retusa Top,english,,DB14327
Portulacae Herba,english,,DB14327
Purslane Herb,english,,DB14327
"Purslane, Raw",english,,DB14327
"Purslane,raw",english,,DB14327
Wild Portulaca Top,english,,DB14327
Anthemis Nobilis Extract,english,,DB14328
Anthemis Nobilis Flower,english,,DB14328
Anthemis Nobilis Flower Extract,english,,DB14328
Anthemis Nobilis Flower Powder,english,,DB14328
Camomile Flower (Roman or English),english,,DB14328
Camomile Flower Roman Extract,english,,DB14328
Chamaemelum Nobile (L.) All. (Anthemis Nobilis L.),english,,DB14328
Chamaemelum Nobile Flower Extract,english,,DB14328
"Chamomile Extract, English",english,,DB14328
"Chamomile Extract, Roman",english,,DB14328
Chamomile Flower Extract Roman,english,,DB14328
"Chamomile Flower, Roman, Extract",english,,DB14328
Chamomillae Romanae Flos,english,,DB14328
English Chamomile Flower,english,,DB14328
Roman Chamomile Flower,english,,DB14328
Helianthus Annuus (Sunflower) Seed Oil,english,,DB14329
Helianthus Annuus Seed Oil,english,,DB14329
"Lipid,structured (From Sunflower Oil)",english,,DB14329
Sunflower Oil (Unhydrogenated),english,,DB14329
Sunflower Seed Oil,english,,DB14329
Macadamia (Macadamia Ternifolia) Nut Oil,english,,DB14330
Macadamia Integrifolia Oil,english,,DB14330
Macadamia Integrifolia Seed Oil,english,,DB14330
Macadamia Nut Oil,english,,DB14330
Macadamia Ternifolia Oil,english,,DB14330
Macadamia Ternifolia Seed Oil,english,,DB14330
Diplocoma Villosa Flower,english,,DB14331
Doronicum Mexicanum Flower,english,,DB14331
False Arnica Flower,english,,DB14331
Fancy Falsegoldenaster Flower,english,,DB14331
Heterotheca Inuloides Flower Extract,english,,DB14331
Mexican Arnica Flower,english,,DB14331
Boletus Obliquus Fruiting Body,english,,DB14332
Chaga Fruiting Body,english,,DB14332
Clinker Polypore Fruiting Body,english,,DB14332
Fomes Obliquus Fruiting Body,english,,DB14332
Fuscoporia Obliqua Fruiting Body,english,,DB14332
Inonotus Obliquus (Mushroom) Extract,english,,DB14332
Inonotus Obliquus Fruiting Body Extract,english,,DB14332
Mucronoporus Obliqua Fruiting Body,english,,DB14332
Phaeoporus Obliquus Fruiting Body,english,,DB14332
Phellinus Obliquus Fruiting Body,english,,DB14332
Physisporus Obliquus Fruiting Body,english,,DB14332
Polyporus Obliquus Fruiting Body,english,,DB14332
Poria Obliqua Fruiting Body,english,,DB14332
Scindalma Obliquum Fruiting Body,english,,DB14332
Xanthochrous Obliquus Fruiting Body,english,,DB14332
Bean of India Flower,english,,DB14333
East Indian Lotus Flower,english,,DB14333
Hindu Lotus Flower,english,,DB14333
Indian Lotus Flower,english,,DB14333
Lian Fang,english,,DB14333
Lianfang,english,,DB14333
Lotus Peduncle,english,,DB14333
Lotus Receptacle,english,,DB14333
Nelumbinis Receptaculum,english,,DB14333
Nelumbium Nelumbo Flower,english,,DB14333
Nelumbium Speciosum Flower,english,,DB14333
Nelumbium Speciosum Flower Extract,english,,DB14333
Nelumbo Nucifera Flower Extract,english,,DB14333
Nelumbo Nucifera Flower Powder,english,,DB14333
Nelumbo Speciosa Flower,english,,DB14333
Nymphaea Nelumbo Flower,english,,DB14333
Oriental Lotus Flower,english,,DB14333
Padma Flower,english,,DB14333
Sacred Lotus Flower,english,,DB14333
"Coconut Oil, Hydrogenated",english,,DB14334
Bergamot,english,,DB14335
Bergamot Fruit Extract,english,,DB14335
"Bergamot Oil, Cold-pressed",english,,DB14335
"Bergamot Oil, Coldpressed",english,,DB14335
Bergamot Orange Oil,english,,DB14335
"Bergamot,imitation",english,,DB14335
Citri Bergamia Aetheroleum,english,,DB14335
Citrus Aurantium Bergamia (Bergamot) Fruit Extract,english,,DB14335
Citrus Aurantium Bergamia (Bergamot) Fruit Oil,english,,DB14335
Citrus Aurantium Bergamia (Bergamot) Fruit Water,english,,DB14335
Citrus Aurantium Bergamia (Bergamot) Peel Oil,english,,DB14335
Citrus Aurantium Subsp. Bergamia Fruit Rind Oil,english,,DB14335
Citrus Aurantium Subsp. Bergamia Oil,english,,DB14335
Citrus Bergamia (Bergamot) Peel Oil,english,,DB14335
Citrus Bergamia Extract,english,,DB14335
Citrus Bergamia Fruit Rind Oil,english,,DB14335
Citrus Bergamia Oil,english,,DB14335
Citrus Bergamia Risso & Poiteau.,english,,DB14335
Citrus X Aurantium Subsp. Bergamia Fruit Rind Oil,english,,DB14335
Oil Bergamot,english,,DB14335
Oil of Bergamot,english,,DB14335
Angelica Polymorpha Sinensis Root Extract,english,,DB14336
Angelica Sinensis (Oliv.) Diels,english,,DB14336
Angelica Sinensis Processed Root,english,,DB14336
Angelica Sinensis Root Dry Extract,english,,DB14336
Angelica Sinensis Root Extract,english,,DB14336
"Angelica Sinensis, Radix",english,,DB14336
Angelicae Sinensis Radix,english,,DB14336
Chinese Angelica,english,,DB14336
Chinese Angelica Extract,english,,DB14336
Chinese Angelica Root,english,,DB14336
Dang Gui Root,english,,DB14336
Dang Gui Shen,english,,DB14336
Dang Gui Tou,english,,DB14336
Dang Gui Wei,english,,DB14336
Danggui,english,,DB14336
Dong Gui Root,english,,DB14336
Dong Quai,english,,DB14336
Dong Quai Extract,english,,DB14336
Dong Quai Processed Root,english,,DB14336
Dong Quai Root,english,,DB14336
State of Return,english,,DB14336
Tang Kuei Extract,english,,DB14336
Tang Kuei Root,english,,DB14336
Winter Cherry Root,english,,DB14336
Chinese Sage Root,english,,DB14337
Chinese Salvia,english,,DB14337
Chinese Salvia Root,english,,DB14337
Dan Shen (Salvia Miltiorrhiza),english,,DB14337
Danshen Root,english,,DB14337
Fuzheng Huayu Component Radix Salvia Miltiorrhizae,english,,DB14337
Radix Salvia Miltiorrhizae,english,,DB14337
Red Sage Root,english,,DB14337
Red-root Sage Root,english,,DB14337
Salvia Miltiorrhiza Root Extract,english,,DB14337
Salvia Miltiorrhiza Root With Rhizome,english,,DB14337
Salvia Miltiorrhizae Root,english,,DB14337
Salvia Root,english,,DB14337
Salviae Miltiorrhizae Radix,english,,DB14337
Salviae Miltiorrhizae Radix Et Rhizoma,english,,DB14337
Atractylodes Lancea Rhizome Volatile Oil,english,,DB14338
Atractyloides Japonica Root Oil,english,,DB14338
Blue Skullcap Whole,english,,DB14339
Hoodwort Whole,english,,DB14339
Mad Dog Skullcap Whole,english,,DB14339
Mad-dog Skullcap Whole,english,,DB14339
Scullcap,english,,DB14339
Scutellaria Lateriflora Extract,english,,DB14339
Skullcap,english,,DB14339
Skullcap Whole,english,,DB14339
Virginian Skullcap Whole,english,,DB14339
Apricot Kernel,english,,DB14340
Apricot Seed,english,,DB14340
"Apricots,dried Ground",english,,DB14340
Armeniaca Vulgaris Seed,english,,DB14340
Armeniacae Amarae Semen,english,,DB14340
Armeniacae Semen,english,,DB14340
Armeniacae Semen Amarum (Prunus Armeniaca),english,,DB14340
Bitter Apricot Seed (Prunus Armeniaca),english,,DB14340
Chinese Bitter Almond Seed,english,,DB14340
Ku Xing Ren,english,,DB14340
Kuxingren (Prunus Armeniaca),english,,DB14340
Prunus Armeniaca (Apricot) Kernel Extract,english,,DB14340
Prunus Armeniaca (Apricot) Seed Powder,english,,DB14340
Xing Ren,english,,DB14340
Chamaecyparis Obtusa Oil,english,,DB14341
Chamaecyparis Obtusa Water,english,,DB14341
Chamaecyparis Obtusa Wood Volatile Oil,english,,DB14341
Hinoki Cypress Wood Oil,english,,DB14341
Hinoki False Cypress Wood Oil,english,,DB14341
Hinoki Wood Oil,english,,DB14341
Japanese Cypress Woodo Oil,english,,DB14341
Blowball Leaf,english,,DB14342
Common Dandelion Leaf,english,,DB14342
Dandelion Leaf,english,,DB14342
Dandelion Leaf (Taraxacum Officinale Weber Ex Wigg.),english,,DB14342
Faceclock Leaf,english,,DB14342
Lion's Tooth Leaf,english,,DB14342
Taraxaci Folium (Taraxacum Officinale Weber Ex Wigg.),english,,DB14342
Taraxacum Dens-leonis Leaf,english,,DB14342
Taraxacum Officinale (Dandelion) Leaf Extract,english,,DB14342
Taraxacum Officinale Dry Leaf,english,,DB14342
Taraxacum Vulgare Leaf,english,,DB14342
Arnica,english,,DB14343
Arnica Flower,english,,DB14343
Arnica Flower (Arnica Montana L.),english,,DB14343
Arnica Flower (Arnica Montana),english,,DB14343
Arnica Flowers,english,,DB14343
Arnica Flowers Extract,english,,DB14343
Arnica Montana Flower Extract,english,,DB14343
Arnica Montana Oil,english,,DB14343
Arnica Montana Powder,english,,DB14343
Arnicae Flos,english,,DB14343
Arnicae Flos (Arnica Montana L.),english,,DB14343
European Arnica Flower,english,,DB14343
Leopard's Bane Flower,english,,DB14343
Mountain Arnica Flower,english,,DB14343
Mountain Tobacco Flower,english,,DB14343
Caprifolium Confusum Flower,english,,DB14344
Gold-silver Flower (Lonicera Confusa),english,,DB14344
Honeysuckle Flower (Lonicera Confusa),english,,DB14344
Jin Yin Hua (Lonicera Confusa),english,,DB14344
Jinyinhua (Lonicera Confusa),english,,DB14344
