food_interaction,drugbank_id
"Avoid multivalent ions. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir.",DB13997
Take with or without food.,DB13997
Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily.,DB14018
Take with a full glass of water.,DB14018
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fosnetupitant.,DB14019
Avoid alcohol.,DB14042
Take with or without food.,DB14042
"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,.",DB14116
Take with food.,DB14126
Take separate from meals. Oral cholera vaccines should be administered on an empty stomach. Avoid food or drink for 60 minutes before and after administration.,DB14443
Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB14484
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB14485
"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods.",DB14485
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB14485
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB14487
"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods.",DB14487
"Take on an empty stomach. Take at least 1 hour before or after eating and drinking, excluding drinking plain water.",DB14487
Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk.,DB14488
Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,DB14488
Take at least 2 hours before or after calcium supplements.,DB14488
Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids.,DB14488
Take with food. This reduces gastric irritation.,DB14488
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,DB14488
Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk.,DB14491
Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,DB14491
Take at least 2 hours before or after calcium supplements.,DB14491
Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids.,DB14491
Take with food. This reduces gastric irritation.,DB14491
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,DB14491
Take with a full glass of water.,DB14502
Take with food.,DB14502
Take with a full glass of water.,DB14503
Take with food.,DB14503
Take with a full glass of water.,DB14504
Take with food.,DB14504
Avoid alcohol.,DB14507
Avoid iodine-containing foods and supplements.,DB14507
Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily.,DB14507
Limit caffeine intake.,DB14507
Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet.,DB14507
Avoid alcohol. Alcohol increased peak serum concentrations of lithium.,DB14509
Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism.,DB14509
Limit caffeine intake. Caffeine may decrease lithium concentrations.,DB14509
Take with food. Food reduces gastrointestinal upset.,DB14509
Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB14513
Take with food.,DB14520
Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.,DB14529
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,DB14529
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB14548
"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods.",DB14548
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB14548
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ivosidenib. Dose adjustment may be necessary if co-administered.",DB14568
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ivosidenib.,DB14568
"Do not take with or immediately after a high-fat meal. Administration of ivosidenib with a high-fat meal increases the Cmax and AUC of ivosidenib by 98 and 25%, respectively.",DB14568
Take at the same time every day.,DB14568
Take with or without food.,DB14568
"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of segesterone acetate. If coadministration is necessary, back up contraception should be used.",DB14583
Take with food. Food reduces GI irritation.,DB14631
Take with a full glass of water.,DB14684
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of larotrectinib.",DB14723
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of larotrectinib.,DB14723
Take with or without food.,DB14723
Take at the same time every day.,DB14751
Take with or without food.,DB14754
Avoid alcohol.,DB14783
"Take with or without food. If taken with food, the meal/snack should contain no more than 700 calories and no more than 30 g fat. Taking diroximel fumarate with food may reduce the adverse effect of flushing.",DB14783
Take with or without food.,DB14840
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of voxelotor.",DB14975
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxelotor.,DB14975
Take with or without food.,DB14975
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of zanubrutinib. Dose adjustment may be necessary if coadministered.",DB15035
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of zanubrutinib.,DB15035
Take with a full glass of water.,DB15035
Take with or without food. Food does not significantly affect drug concentrations.,DB15035
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of upadacitinib.,DB15091
Take with or without food. Food does not significantly affect drug concentrations.,DB15091
Avoid grapefruit products. Grapefruit may increase drug levels and adverse effects.,DB15102
Take at the same time every day.,DB15102
Take with or without food. A high-fat or high-calorie meal does not have clinically significant effects on drug concentrations.,DB15102
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of avapritinib.",DB15233
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of avapritinib.,DB15233
Take on an empty stomach. Take more than 1 hour before or 2 hours after a meal.,DB15233
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ubrogepant.,DB15328
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB15328
Avoid grapefruit products. Co-administration of grapefruit can inhibit elexacaftor metabolism and increase serum concentrations.,DB15444
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of elexacaftor.,DB15444
"Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter.",DB15444
"Avoid alcohol. Ingesting alcohol may increase the CNS depressive effects of benzhydrocodone. Apadaz also contains acetaminophen, which, when combined with alcohol, may increase the risk of hepatotoxicity.",DB15465
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB15465
