number,country,approved,expires,pediatric-extension,parent_key
8268847,United States,2012-09-18,2029-04-18,false,DB08932
8367685,United States,2013-02-05,2028-10-04,false,DB08932
9265762,United States,2016-02-23,2027-05-29,false,DB08932
7094781,United States,2006-08-22,2022-10-12,false,DB08932
5900488,United States,1999-05-04,2016-07-05,false,DB08933
9012484,United States,2015-04-21,2033-09-06,false,DB08933
8980931,United States,2015-03-17,2034-04-28,false,DB08933
9199977,United States,2015-12-01,2033-09-06,false,DB08933
9453006,United States,2016-09-27,2033-09-06,false,DB08933
8841278,United States,2014-09-23,2030-11-12,true,DB08934
7964580,United States,2011-06-21,2029-09-26,true,DB08934
8334270,United States,2012-12-18,2028-09-21,true,DB08934
8822430,United States,2014-09-02,2030-11-12,true,DB08934
8633309,United States,2014-01-21,2029-09-26,true,DB08934
8273341,United States,2012-09-25,2030-11-12,true,DB08934
8618076,United States,2013-12-31,2031-06-11,true,DB08934
8735372,United States,2014-05-27,2028-09-21,true,DB08934
8580765,United States,2013-11-12,2028-09-21,true,DB08934
8889159,United States,2014-11-18,2029-09-26,true,DB08934
9085573,United States,2015-07-21,2028-09-21,true,DB08934
9284342,United States,2016-03-15,2031-03-13,true,DB08934
8088368,United States,2012-01-03,2030-11-12,true,DB08934
9393256,United States,2016-07-19,2033-03-14,true,DB08934
9511056,United States,2016-12-06,2030-11-12,true,DB08934
9549941,United States,2017-01-24,2029-09-26,true,DB08934
8940718,United States,2015-01-27,2032-11-16,false,DB08934
8575135,United States,2013-11-05,2032-11-16,false,DB08934
8921341,United States,2014-12-30,2032-11-16,false,DB08934
9585906,United States,2017-03-07,2028-03-21,false,DB08934
9296782,United States,2016-03-29,2034-07-17,false,DB08934
9757406,United States,2017-09-12,2034-01-30,false,DB08934
9868745,United States,2018-01-16,2032-11-16,false,DB08934
10039779,United States,2018-08-07,2034-07-30,true,DB08934
10086011,United States,2018-10-02,2034-01-30,false,DB08934
10456414,United States,2019-10-29,2032-09-14,false,DB08934
3995047,United States,1976-11-30,1993-03-11,false,DB08992
3284454,United States,1966-11-08,1986-11-08,false,DB08996
3853923,United States,1971-05-13,1991-05-13,false,DB09013
2830088,United States,1958-04-08,1978-04-08,false,DB09014
4094984,United States,1978-06-13,1994-03-02,false,DB09017
3177252,United States,1962-07-17,1982-07-17,false,DB09018
3219528,United States,1962-07-17,1982-07-17,false,DB09018
3357978,United States,1964-02-28,1984-02-28,false,DB09018
2764590,United States,1953-03-16,1973-03-16,false,DB09020
7291324,United States,2007-11-06,2022-10-22,false,DB09020
3399201,United States,1966-04-12,1986-04-12,false,DB09021
2147056,Canada,2005-10-25,2015-04-13,false,DB09026
5559111,United States,1996-09-24,2019-01-21,true,DB09026
8617595,United States,2013-12-31,2026-08-19,true,DB09026
8618172,United States,2013-12-31,2028-07-13,false,DB09026
8168616,United States,2012-05-01,2026-07-03,false,DB09026
8613949,United States,2013-12-24,2029-12-21,false,DB09026
8618174,United States,2013-12-31,2021-11-15,false,DB09026
8183295,United States,2012-05-22,2023-05-16,false,DB09026
9023893,United States,2015-05-05,2022-03-03,false,DB09026
8841278,United States,2014-09-23,2030-11-12,true,DB09027
7964580,United States,2011-06-21,2029-09-26,true,DB09027
8334270,United States,2012-12-18,2028-09-21,true,DB09027
8822430,United States,2014-09-02,2030-11-12,true,DB09027
8633309,United States,2014-01-21,2029-09-26,true,DB09027
8273341,United States,2012-09-25,2030-11-12,true,DB09027
8618076,United States,2013-12-31,2031-06-11,true,DB09027
8735372,United States,2014-05-27,2028-09-21,true,DB09027
8580765,United States,2013-11-12,2028-09-21,true,DB09027
8889159,United States,2014-11-18,2029-09-26,true,DB09027
9085573,United States,2015-07-21,2028-09-21,true,DB09027
9284342,United States,2016-03-15,2031-03-13,true,DB09027
8088368,United States,2012-01-03,2030-11-12,true,DB09027
9393256,United States,2016-07-19,2033-03-14,true,DB09027
9511056,United States,2016-12-06,2030-11-12,true,DB09027
10039779,United States,2018-08-07,2034-07-30,true,DB09027
10456414,United States,2019-10-29,2032-09-14,false,DB09027
20130202610,United States,2010-10-08,2020-10-08,false,DB09029
7304078,United States,2007-12-04,2024-04-06,false,DB09030
7235567,United States,2007-06-26,2021-06-13,false,DB09030
7713999,United States,2010-05-11,2024-05-30,false,DB09030
1999037289,United States,1998-01-22,2018-01-22,false,DB09031
2012151248,United States,2012-05-02,2032-05-02,false,DB09033
20110195957,United States,2011-04-19,2031-04-19,false,DB09034
7951797,United States,2011-05-31,2029-11-20,false,DB09034
10098892,United States,2018-10-16,2033-05-29,false,DB09034
2013173223,United States,2013-05-13,2033-05-13,false,DB09035
7612182,United States,2009-11-03,2027-08-01,false,DB09036
2012135408,United States,2012-03-29,2032-03-29,false,DB09037
WO201416191,United States,2014-04-03,2034-04-03,false,DB09038
7407955,United States,2008-08-05,2023-08-12,false,DB09038
6488962,United States,2002-12-03,2020-06-20,false,DB09038
6303661,United States,2001-10-16,2017-04-24,false,DB09038
6890898,United States,2005-05-10,2019-02-02,false,DB09038
7078381,United States,2006-07-18,2019-02-02,false,DB09038
7459428,United States,2008-12-02,2019-02-02,false,DB09038
8119648,United States,2012-02-21,2023-08-12,false,DB09038
8178541,United States,2012-05-15,2023-08-12,false,DB09038
8846695,United States,2014-09-30,2030-06-04,false,DB09038
9173859,United States,2015-11-03,2027-05-04,false,DB09038
8673927,United States,2014-03-18,2027-05-04,false,DB09038
8883805,United States,2014-11-11,2025-11-26,false,DB09038
8551957,United States,2013-10-08,2029-10-19,false,DB09038
7713938,United States,2010-05-11,2027-04-15,false,DB09038
7579449,United States,2009-08-25,2025-11-05,false,DB09038
9949998,United States,2018-04-24,2034-06-11,false,DB09038
9949997,United States,2018-04-24,2034-05-17,false,DB09038
10258637,United States,2019-04-16,2034-04-03,false,DB09038
10406172,United States,2019-09-10,2030-06-15,false,DB09038
10022379,United States,2018-07-17,2029-04-02,false,DB09038
9155705,United States,2015-10-13,2030-05-21,false,DB09038
9415016,United States,2016-08-16,2029-04-02,false,DB09038
10596120,United States,2012-03-07,2032-03-07,false,DB09038
6916802,United States,2005-07-12,2022-04-29,false,DB09039
7615573,United States,2009-11-10,2022-04-29,false,DB09039
7196205,United States,2007-03-27,2022-04-29,false,DB09039
7253185,United States,2007-08-07,2022-04-29,false,DB09039
7214506,United States,2007-05-08,2021-10-05,false,DB09040
8039494,United States,2011-10-18,2030-07-08,false,DB09040
8486978,United States,2013-07-16,2030-10-24,false,DB09040
9302009,United States,2016-04-05,2030-10-24,false,DB09040
9662394,United States,2017-05-30,2034-10-02,false,DB09040
9566272,United States,2017-02-14,2028-01-03,false,DB09040
9861698,United States,2018-01-09,2030-07-08,false,DB09040
9877955,United States,2018-01-30,2028-01-03,false,DB09040
10105444,United States,2018-10-23,2030-07-08,false,DB09040
10512640,United States,2019-12-24,2028-01-03,false,DB09040
10478601,United States,2019-11-19,2035-04-25,false,DB09040
10342875,United States,2019-07-09,2034-10-02,false,DB09040
7582621,United States,2009-09-01,2027-11-26,true,DB09041
7767657,United States,2010-08-03,2027-05-22,false,DB09041
9566289,United States,2017-02-14,2026-08-16,true,DB09041
9549938,United States,2017-01-24,2026-08-16,true,DB09041
9566290,United States,2017-02-14,2026-08-16,true,DB09041
9572823,United States,2017-02-21,2026-08-16,true,DB09041
7816379,United States,2010-10-19,2028-02-23,false,DB09042
8420676,United States,2013-04-16,2028-02-23,false,DB09042
8426389,United States,2013-04-23,2030-12-31,false,DB09042
9624250,United States,2017-04-18,2030-02-03,false,DB09042
9988406,United States,2018-06-05,2030-02-03,false,DB09042
10065947,United States,2018-09-04,2030-02-03,false,DB09042
10442829,United States,2019-10-15,2030-02-03,false,DB09042
20070099836,United States,2006-11-29,2026-11-29,false,DB09046
8318666,United States,2012-11-27,2031-05-09,false,DB09046
20130190225,United States,2012-11-05,2032-11-05,false,DB09046
8470772,United States,2013-06-25,2029-02-27,false,DB09046
6133206,United States,2000-10-17,2017-04-04,false,DB09047
8536167,United States,2013-09-17,2031-08-08,false,DB09047
9119859,United States,2015-09-01,2030-07-02,false,DB09047
6432948,United States,2002-08-13,2017-04-12,false,DB09047
6133260,United States,2000-10-17,2017-04-12,false,DB09047
9504691,United States,2016-11-29,2033-11-21,false,DB09047
9186357,United States,2015-11-17,2030-11-18,false,DB09048
8623826,United States,2014-01-07,2030-11-18,false,DB09048
8951969,United States,2015-02-10,2030-11-18,false,DB09048
6297375,United States,2001-10-02,2020-02-22,false,DB09048
9271975,United States,2016-03-01,2031-09-09,false,DB09048
9943515,United States,2018-04-17,2030-11-18,false,DB09048
9951016,United States,2018-04-24,2035-09-25,false,DB09048
10233154,United States,2019-03-19,2035-09-25,false,DB09048
8067431,United States,2011-11-29,2024-12-16,false,DB09049
8617530,United States,2013-12-31,2022-10-18,false,DB09049
7056500,United States,2006-06-06,2024-06-29,false,DB09049
7662365,United States,2010-02-16,2022-10-18,false,DB09049
9012469,United States,2015-04-21,2032-04-02,false,DB09049
7786133,United States,2010-08-31,2027-12-19,false,DB09049
20140274993,United States,2013-03-15,2033-03-15,false,DB09050
2014144295,United States,2013-03-15,2033-03-15,false,DB09050
20140274991,United States,2013-03-15,2033-03-15,false,DB09050
20140262868,United States,2013-03-15,2033-03-15,false,DB09050
7129232,United States,2006-10-31,2024-10-21,false,DB09050
8685957,United States,2014-04-01,2032-09-27,false,DB09050
8968753,United States,2015-03-03,2034-03-14,false,DB09050
8476425,United States,2013-07-02,2032-09-27,false,DB09050
8906898,United States,2014-12-09,2034-05-28,false,DB09050
9320740,United States,2016-04-26,2034-03-14,false,DB09050
9872906,United States,2018-01-23,2034-03-14,false,DB09050
10125149,United States,2018-11-13,2035-08-14,false,DB09050
9724353,United States,2017-08-08,2032-09-07,false,DB09050
10028963,United States,2018-07-24,2032-09-07,false,DB09050
10376496,United States,2019-08-13,2034-09-09,false,DB09050
10420841,United States,2019-09-24,2034-03-14,false,DB09050
7235641,United States,2007-06-26,2023-12-22,false,DB09052
7575923,United States,2009-08-18,2018-04-21,false,DB09052
7635472,United States,2009-12-22,2023-05-31,false,DB09052
8247194,United States,2012-08-21,2024-05-05,false,DB09052
20120328618,United States,2009-10-27,2029-10-27,false,DB09052
20130323247,United States,2008-11-07,2028-11-07,false,DB09052
8476284,United States,2013-07-02,2026-12-28,false,DB09053
8703780,United States,2014-04-22,2026-12-28,false,DB09053
8754090,United States,2014-06-17,2031-06-03,false,DB09053
8497277,United States,2013-07-30,2026-12-28,false,DB09053
9125889,United States,2015-09-08,2031-06-03,false,DB09053
8999999,United States,2015-04-07,2031-06-03,false,DB09053
8697711,United States,2014-04-15,2026-12-28,false,DB09053
8754091,United States,2014-06-17,2026-12-28,false,DB09053
9181257,United States,2015-11-10,2026-12-28,false,DB09053
8957079,United States,2015-02-17,2026-12-28,false,DB09053
8008309,United States,2011-08-30,2026-12-28,false,DB09053
8735403,United States,2014-05-27,2026-12-28,false,DB09053
9296753,United States,2016-03-29,2033-10-30,false,DB09053
7514444,United States,2009-04-07,2026-12-28,false,DB09053
9540382,United States,2017-01-10,2033-08-18,false,DB09053
8952015,United States,2015-02-10,2026-12-28,false,DB09053
9725455,United States,2017-08-08,2033-06-03,false,DB09053
9713617,United States,2017-07-25,2033-06-03,false,DB09053
9795604,United States,2017-10-24,2034-10-24,false,DB09053
9801883,United States,2017-10-31,2031-06-03,false,DB09053
9801881,United States,2017-10-31,2031-06-03,false,DB09053
9814721,United States,2017-11-14,2031-06-03,false,DB09053
8563563,United States,2013-10-22,2027-04-26,false,DB09053
9655857,United States,2017-05-23,2036-03-03,false,DB09053
10004746,United States,2018-06-26,2031-06-03,false,DB09053
10016435,United States,2018-07-10,2031-06-03,false,DB09053
10010507,United States,2018-07-03,2036-03-03,false,DB09053
10106548,United States,2018-10-23,2033-06-03,false,DB09053
10125140,United States,2018-11-13,2033-06-03,false,DB09053
10213386,United States,2019-02-26,2036-03-03,false,DB09053
10294232,United States,2019-05-21,2033-06-03,false,DB09053
10294231,United States,2019-05-21,2033-06-03,false,DB09053
10463668,United States,2019-11-05,2034-10-24,false,DB09053
10478439,United States,2019-11-19,2031-06-03,false,DB09053
6949535,United States,2005-09-27,2021-04-24,false,DB09054
6800620,United States,2004-10-05,2021-04-24,false,DB09054
8980901,United States,2015-03-17,2025-05-12,false,DB09054
9149477,United States,2015-10-06,2025-05-12,false,DB09054
8138195,United States,2012-03-20,2021-04-24,false,DB09054
RE44599,United States,2013-11-12,2025-07-21,false,DB09054
8865730,United States,2014-10-21,2033-03-05,false,DB09054
8637533,United States,2014-01-28,2021-04-24,false,DB09054
RE44638,United States,2013-12-10,2025-08-05,false,DB09054
8492389,United States,2013-07-23,2021-04-24,false,DB09054
9469643,United States,2016-10-18,2033-09-02,false,DB09054
9492449,United States,2016-11-15,2030-03-11,false,DB09054
7112592,United States,2006-09-26,2022-02-24,false,DB09060
8178554,United States,2012-05-15,2021-07-24,false,DB09060
7612087,United States,2009-11-03,2026-11-12,false,DB09060
8471025,United States,2013-06-25,2031-08-12,false,DB09060
8835455,United States,2014-09-16,2030-10-08,false,DB09060
8969566,United States,2015-03-03,2032-06-15,false,DB09060
9284314,United States,2016-03-15,2032-06-15,false,DB09060
9695122,United States,2017-07-04,2032-06-15,false,DB09060
9956184,United States,2018-05-01,2035-06-17,false,DB09061
9956185,United States,2018-05-01,2035-06-17,false,DB09061
9956186,United States,2018-05-01,2035-06-17,false,DB09061
10092525,United States,2018-10-09,2035-06-17,false,DB09061
9956183,United States,2018-05-01,2035-06-17,false,DB09061
9949937,United States,2018-04-24,2035-06-17,false,DB09061
10111840,United States,2018-10-30,2035-06-17,false,DB09061
10137095,United States,2018-11-27,2035-06-17,false,DB09061
10195159,United States,2019-02-05,2022-05-07,false,DB09061
10603288,United States,2015-06-17,2035-06-17,false,DB09061
8039474,United States,2011-10-18,2030-06-29,false,DB09063
8703787,United States,2014-04-22,2032-02-02,false,DB09063
8377921,United States,2013-02-19,2027-11-20,false,DB09063
8039479,United States,2011-10-18,2030-06-29,false,DB09063
7893074,United States,2011-02-22,2026-04-25,false,DB09063
9309229,United States,2016-04-12,2032-01-18,false,DB09063
7153964,United States,2006-12-26,2021-02-26,false,DB09063
7964592,United States,2011-06-21,2027-01-13,false,DB09063
8399450,United States,2013-03-19,2027-11-20,false,DB09063
8835430,United States,2014-09-16,2023-01-31,false,DB09063
9018204,United States,2015-04-28,2023-01-31,false,DB09063
8188276,United States,2012-05-29,2023-01-31,false,DB09063
9416112,United States,2016-08-16,2023-01-31,false,DB09063
7800788,United States,2010-09-21,2022-02-02,false,DB09065
5914331,United States,1999-06-22,2018-01-02,true,DB09065
6043230,United States,2000-03-28,2018-01-25,true,DB09065
5814639,United States,1998-09-29,2017-03-29,true,DB09065
6642245,United States,2003-11-04,2021-05-04,true,DB09065
6703396,United States,2004-03-09,2021-09-09,true,DB09065
5922695,United States,1999-07-13,2018-01-25,true,DB09065
