kind,value,source,parent_key
Water Solubility,Sparingly soluble,"Carson CF, Mee BJ, Riley TV. Mechanism of Action of Melaleuca alternifolia (Tea Tree) Oil on Staphylococcus aureus Determined by Time-Kill, Lysis, Leakage, and Salt Tolerance Assays and Electron Microscopy. Antimicrobial Agents and Chemotherapy. 2002;46(6):1914-1920. doi:10.1128/AAC.46.6.1914-1920.2002.",DB11218
Water Solubility,Poorly soluble,European Commission SCCP: Opinion on 4-methylbenzylidene camphor (4-MBC),DB11219
Melting Point,66-69,European Commission SCCP: Opinion on 4-methylbenzylidene camphor (4-MBC),DB11219
logP,5.14,European Commission SCCP: Opinion on 4-methylbenzylidene camphor (4-MBC),DB11219
Melting Point,74,MSDS,DB11221
Boiling Point,172.5,MSDS,DB11221
Water Solubility,Insoluble,MSDS,DB11222
Melting Point,60,MSDS,DB11222
Water Solubility,Insoluble,MSDS,DB11230
Water Solubility,Highly Soluble,"Scudi JV, Reinhard JF, Dreyer NB. Pharmacologic characteristics of neohetramine, a new antihistaminic drug. J Allergy. 1948;19(3):184-99.",DB11235
Melting Point,173-176,"Scudi JV, Reinhard JF, Dreyer NB. Pharmacologic characteristics of neohetramine, a new antihistaminic drug. J Allergy. 1948;19(3):184-99.",DB11235
Water Solubility, 86.9 g/ 100 ml,MSDS,DB11239
Melting Point,700,http://www.nj.gov/health/eoh/rtkweb/documents/fs/0068.pdf,DB11239
Boiling Point,1600,http://www.nj.gov/health/eoh/rtkweb/documents/fs/0068.pdf,DB11239
Water Solubility,moderately soluble ,,DB11248
Water Solubility,Insoluble,'MSDS',DB11251
Boiling Point,Decomposes,'MSDS',DB11251
Water Solubility,Approximately 0.3 mg/ml,Cayman Chemical Safety Data Sheet,DB11256
Boiling Point,221,MSDS,DB11256
Water Solubility,< 5 ng/L at 25 °C,European Commission Scientific Committee on Consumer Safety,DB11262
Melting Point,195,MSDS,DB11262
logP,12.7,MSDS,DB11262
Water Solubility,Soluble,MSDS,DB11264
Melting Point,Decomposes at 170,MSDS,DB11264
Water Solubility,< 0.01 mg/L,European Commission SCCP/1166/08,DB11269
Melting Point,"54, Decomposes at 314",European Commission SCCP/1166/08,DB11269
logP,6.2,European Commission SCCP/1166/08,DB11269
Melting Point,187 ºC,Florey K. Analytical profiles of drug substances. 1978.,DB11273
Boiling Point,Decomposes,Florey K. Analytical profiles of drug substances. 1978.,DB11273
logP,2.33,ChemSrc,DB11273
Melting Point,117 ºC,LabNetwork,DB11274
Boiling Point,Decomposes,LabNetwork,DB11274
logP,5.90,"Yasuda, et al. The Journal of Pharmacology and Experimental Therapeutics. (2002)",DB11274
Boiling Point,848 ºC at 760 mm Hg,'MSDS',DB11275
Melting Point,208,MSDS,DB11278
Boiling Point,251.3,https://www.chemsrc.com/en/cas/18760-80-0_1189835.html,DB11278
logP,2.47,https://www.chemsrc.com/en/cas/18760-80-0_1189835.html,DB11278
Water Solubility,24g/L at 20°C,MSDS,DB11304
Melting Point,13,MSDS,DB11304
Boiling Point,245,MSDS,DB11304
Water Solubility,13.1 g/L,MSDS,DB11323
Melting Point,25,MSDS,DB11323
Boiling Point,166,MSDS,DB11323
Water Solubility,Soluble in water (slightly),MSDS,DB11324
Melting Point,57,MSDS,DB11324
Boiling Point,492.7,MSDS,DB11324
pKa,9.77,MSDS,DB11324
Water Solubility,"Soluble in hot water, partially soluble in cold water",MSDS,DB11326
Melting Point,169,MSDS,DB11326
Boiling Point,300,MSDS,DB11326
Melting Point,205,MSDS,DB11327
Boiling Point,582.8,MSDS,DB11327
logP,2.32,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=Dipyrithione,DB11327
Melting Point,199,MSDS,DB11328
Water Solubility,Soluble in cold water,MSDS,DB11333
Boiling Point,250,MSDS,DB11338
Melting Point,178-180,MSDS,DB11345
Boiling Point,204,MSDS,DB11345
Water Solubility,7.7g/L,MSDS,DB11348
Melting Point,>450,MSDS,DB11348
Water Solubility,Insoluble,'MSDS',DB11358
Boiling Point,240 ºC,'MSDS',DB11358
Water Solubility,Insoluble,'MSDS',DB11361
Boiling Point,175 ºC,'MSDS',DB11361
pKa,7.05,FDA Label,DB11363
Melting Point,99,MSDS,DB11386
Boiling Point,167,MSDS,DB11386
Water Solubility,Insoluble,'MSDS',DB11431
Melting Point,145-154 ºC,'MSDS',DB11431
Boiling Point,When found in oily form it is expected to boil at 160 ºC,'MSDS',DB11431
logP,6,Menez C. et al. PLoS Negl Trop Dis. (2012) ,DB11431
pKa,12.8,"Brittain H.  Profiles of Drug Substances, Excipients and Related Methodology. (2013)",DB11431
Water Solubility,Insoluble ,'MSDS',DB11482
Boiling Point,314 ºC,'MSDS',DB11482
Water Solubility,526 mg/L (at 25 °C),"SANEMASA,I ET AL. (1982)",DB11558
Melting Point,-94.9 °C,PhysProp,DB11558
Boiling Point,110.6 °C,PhysProp,DB11558
logP,2.73,"HANSCH,C ET AL. (1995)",DB11558
logS,-2.21,"ADME Research, USCD",DB11558
Molecular Weight,55000.0,,DB11563
Molecular Formula,C1968H2945N507O551S15,,DB11563
Molecular Weight,146158.0,,DB11569
Molecular Formula,C6492H10012N1728O2028S46,,DB11569
Water Solubility,Insoluble,MSDS,DB11570
Boiling Point,362,MSDS,DB11570
Water Solubility,Soluble,MSDS,DB11573
Water Solubility,1g/100ml ,MSDS,DB11577
logP,99,MSDS,DB11581
Water Solubility,10 mg/mL,https://www.sigmaaldrich.com/catalog/product/sigma/sml1476?lang=en&region=CA,DB11582
Melting Point,190-198,http://henankerui.lookchem.com/products/CasNo-602-41-5-Thiocolchicoside-12752892.html,DB11582
Boiling Point,929.624,http://henankerui.lookchem.com/products/CasNo-602-41-5-Thiocolchicoside-12752892.html,DB11582
logP,0.34,http://www2.unipr.it/~santipat/Posters/2003/tio2003.pdf,DB11582
pKa,12.74,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1705373,DB11582
Water Solubility,8.5 g/L,"Daull P., Lallemand F. and Garrigue J. J Pharm Pharmacol. (2014)",DB11583
Melting Point,54-58 ºC,'MSDS',DB11583
logP,2.5,"Daull P., Lallemand F. and Garrigue J. J Pharm Pharmacol. (2014)",DB11583
Water Solubility,<50 mg/L,Australian Public Assessment,DB11586
Melting Point,145-155 ºC,'MSDS,DB11586
Melting Point,108-110,MSDS,DB11587
Boiling Point,-191.5,MSDS,DB11588
Water Solubility,Negligible,MSDS,DB11589
Melting Point,-248.7,MSDS,DB11589
Boiling Point,-246.1,MSDS,DB11589
Water Solubility,1 g/mL,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma/Product_Information_Sheet/1/t5125pis.pdf,DB11590
Melting Point,-38.87 ,http://scorecard.goodguide.com/chemical-profiles/html/mercury.html,DB11590
Boiling Point,357.3,https://www.canada.ca/en/environment-climate-change/services/pollutants/mercury-environment/about/chemical-properties.html,DB11590
Water Solubility,50mg/mL,"
Human IgG purified. Product Information",DB11595
Melting Point,78,"
Ji-Hee, et al. Front Immunol, 7:394 (2016)",DB11595
Boiling Point, Fab and Fc domains denaturates at 60 and 70 ºC respectively,"
Arnoldus W. et al. (2000). Biophysical Journal. Vol 78. 394-404",DB11595
Isoelectric Point,6.6-7.2,"
Jin, et al. Electrophoresis. Sep;23(19):3385-91. (2002).",DB11595
Molecular Weight,145000.0,,DB11595
Water Solubility,Soluble,MSDS,DB11602
Melting Point,Decomposes at 205ºC as Cellosize,Cellosize product information,DB11602
Molecular Weight,170000.0,,DB11606
Molecular Weight,220000.0,,DB11607
Molecular Formula,C9736H14863N2591O2855S78,,DB11607
Molecular Weight,98000.0,,DB11608
Water Solubility,Partly miscible,MSDS,DB11610
Melting Point,207,MSDS,DB11610
Water Solubility,Soluble,FDA Label,DB11611
Melting Point,194-201,FDA Label,DB11614
logP,0.8,FDA Label,DB11614
Melting Point,150-152,http://www.lookchem.com/Gestrinone/,DB11619
Boiling Point,507.638,http://www.lookchem.com/Gestrinone/,DB11619
Water Solubility,Insoluble,MSDS,DB11622
Melting Point,237-240,MSDS,DB11622
Isoelectric Point,6.7,"Rubin BY, Anderson SL, Sullivan SA, Williamson BD, Carswell EA, Old LJ. Purification and characterization of a human tumor necrosis factor from the LuKII cell line. Proc Natl Acad Sci USA. 1985;82(19):6637-41.",DB11626
Molecular Weight,17724.0,,DB11626
Water Solubility,minimal,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/002790/WC500209538.pdf,DB11632
Water Solubility, soluble at 1g/10 mL,MSDS,DB11635
Melting Point,34-38,MSDS,DB11635
Melting Point,164-165,MSDS,DB11638
Water Solubility,Soluble,EMA Assessment Report,DB11640
Melting Point,229 ± 2,EMA Assessment Report,DB11640
Melting Point,244,MSDS,DB11641
Water Solubility,>50mg/mL,ChemSpider,DB11644
Melting Point,230,https://sss.hovione.com/SDSSearch/SSS.aspx?Id=1893,DB11652
logP,3.62,https://www.chemsrc.com/en/cas/937263-43-9_731232.html,DB11652
Boiling Point,230,MSDS,DB11653
Water Solubility,Insoluble in cold water,MSDS,DB11672
Melting Point,183,MSDS,DB11672
Water Solubility,Slightly soluble,FDA Label,DB11691
Water Solubility,Freely soluble in water at pH values below 3 but is practically insoluble in water at pH values above 6,FDA Label,DB11703
logP,0.49,ChemSpider,DB11703
Water Solubility,Insoluble in water,https://www.medkoo.com/products/4790,DB11712
logP,99,https://www.medkoo.com/uploads/product/Tezacaftor__VX-661_/safety/MSDS-VX661.pdf,DB11712
pKa,"13.99, 0.19",https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3544914/,DB11712
Molecular Weight,146300.0,,DB11714
Molecular Formula,C6502H10018N1742O2024S42,,DB11714
Water Solubility,Insoluble,"Shu-Wen L., Chun-Jung L. and Jyh-Chin Y. (2017). Expert Opinion in Pharmacotherapy. Vol 18.",DB11753
Melting Point,171 ºC,'MSDS',DB11753
Boiling Point,972.8 ºC at 760 mm Hg,'MSDS',DB11753
logP,5,"Shu-Wen L., Chun-Jung L. and Jyh-Chin Y. (2017). Expert Opinion in Pharmacotherapy. Vol 18.",DB11753
pKa,1.8,"Stefano A., Rusca A., Loprete L., Droge M., Moro L. and Assandri A. (2011). Antimicrob Agents Chemother. ",DB11753
Water Solubility,0.5µg/mL,,DB11757
Melting Point,189-193,,DB11757
Boiling Point,601,,DB11757
pKa,0.78,FDA Label,DB11757
Water Solubility,Practically insoluble,FDA Label,DB11761
Melting Point,"69 °C (midpoint transition), 80 °C (whole IgG1)","Dashivets, et al. PLOS ONE. 10. e0143520. 10.1371/journal.pone.0143520. (2015). ",DB11767
Isoelectric Point,6.6 - 7.2,"Jin, et al. Electrophoresis. Sep;23(19):3385-91. (2002).",DB11767
Molecular Weight,150000.0,,DB11767
Molecular Formula,C6388H9918N1718O1998S44,,DB11767
Boiling Point,682.5±55.0 °C at 760 mmHg,[L1221],DB11799
Boiling Point,707.2,MSDS,DB11817
Water Solubility,feely soluble in water,FDA label,DB11823
Melting Point,92.5,http://pharmacycode.com/Esketamine.html,DB11823
Boiling Point,363.8ºC at 760mmHg,https://www.chemsrc.com/en/cas/33643-46-8_146615.html,DB11823
logP,3.28870,https://www.chemsrc.com/en/cas/33643-46-8_146615.html,DB11823
pKa,7.5,https://edoc.unibas.ch/1310/1/20110314_1408_DissCB_e_version.pdf,DB11823
Water Solubility,Very slightly soluble,'FDA label',DB11827
Molecular Weight,143.6,,DB11834
Molecular Formula,C6402H9864N1676O1994S42,,DB11834
Water Solubility,< 1 mg/ml,'MSDS',DB11855
Boiling Point,777.5 ºC at 760 mmHg,'MSDS',DB11855
logP,3.22,'MSDS',DB11855
Molecular Weight,145805.0,,DB11866
Water Solubility,108 μg/mL,https://pdfs.semanticscholar.org/1eb8/8a36cea3d298d2253b27bb1a03f829871dac.pdf,DB11921
Melting Point,>215 C,https://www.trc-canada.com/product-detail/?D228975,DB11921
logP,2.4,"https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208684,208685Orig1s000ClinPharmR.pdf",DB11921
pKa,5.52,"https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208684,208685Orig1s000ClinPharmR.pdf",DB11921
Melting Point,87-92,https://www.trc-canada.com/product-detail/?CatNum=B119700,DB11936
Water Solubility,20mg/mL,ChemSpider: Selinexor,DB11942
Molecular Weight,142.0,,DB11945
Molecular Formula,C6374H9898N1694O2010S44,,DB11945
Water Solubility,<1 mg/ml,'MSDS',DB11952
Melting Point,>190 ºC,'MSDS',DB11952
logP,4.55,'MSDS',DB11952
Water Solubility,<1 mg/mL ,'MSDS',DB11963
Melting Point,184-187 ºC,"Williams J., et al. (2014). Canc. Treatment Rev. 40, 917.",DB11963
Boiling Point,665.7 ºC at 760 mmHg,'MSDS',DB11963
logP,3.92,'MSDS',DB11963
Water Solubility,0.02 mg/ml (in the form of di-HCl monohydrate salt),"Munchhof M., et al. (2011). ACS Med Chem Lett. ",DB11978
Melting Point,> 214 ºC,'MSDS',DB11978
Boiling Point,Decomposes at 214 ºC,'MSDS',DB11978
logP,2.28,"Munchhof M., et al. (2011). ACS Med Chem Lett. ",DB11978
caco2 Permeability,0.00000598,"Munchhof M., et al. (2011). ACS Med Chem Lett. ",DB11978
pKa,6,"Munchhof M., et al. (2011). ACS Med Chem Lett. ",DB11978
Water Solubility,<1 mg/mL,MSDS,DB11979
Molecular Weight,145000.0,,DB11988
Molecular Formula,C6494H9978N1718O2014S46,,DB11988
Melting Point,190-192,MSDS,DB11989
Water Solubility,Insoluble ,https://medkoo.com/products/5199,DB11995
Water Solubility,insoluble ,https://medkoo.com/products/8132,DB12020
Melting Point,194-195,MSDS,DB12020
logP,2.73210,MSDS,DB12020
Melting Point,"69 °C (midpoint transition), 80 °C (whole IgG1)","Dashivets, et al. PLOS ONE. 10. e0143520. 10.1371/journal.pone.0143520. (2015).",DB12023
Isoelectric Point,6.6 - 7.2,"Jin, et al. Electrophoresis. Sep;23(19):3385-91. (2002).",DB12023
Molecular Weight,146054.0,,DB12023
Molecular Formula,C6492H10060N1724O2028S42,,DB12023
Water Solubility,Sparingly soluble,Product information sheet.,DB12129
Melting Point,148-150ºC,'MSDS',DB12129
Boiling Point,511.3ºC at 760 mmHg,'MSDS',DB12129
logP,3.28,'MSDS',DB12129
Water Solubility,<1 mg/mL ,'MSDS',DB12141
Boiling Point,696 ºC at 760 mm Hg,'MSDS',DB12141
logP,99,'MSDS',DB12141
Water Solubility,<1 mg/mL,MSDS,DB12147
Molecular Weight,146896.9522,,DB12159
Molecular Formula,C6512H10066N1730O2052S46,,DB12159
Molecular Weight,146641.0546,,DB12202
Molecular Formula,C6512H10074N1734O2032S46,,DB12202
Molecular Weight,149987.0,,DB12240
Water Solubility,<1 mg/mL,MSDS,DB12243
Melting Point,129.7,FDA Label,DB12243
pKa,7.0,"Watanabe T, Tahara M, Todo S: The novel antioxidant edaravone: from bench to bedside. Cardiovasc Ther. 2008 Summer;26(2):101-14. doi: 10.1111/j.1527-3466.2008.00041.x. [A19140]",DB12243
Water Solubility,1.0 mg/dL,http://sitem.herts.ac.uk/aeru/vsdb/Reports/1773.htm,DB12245
Melting Point,189-191,https://www.trc-canada.com/product-detail/?T773825,DB12245
Boiling Point,496,http://sitem.herts.ac.uk/aeru/vsdb/Reports/1773.htm,DB12245
logP,3.48,http://helminto.inta.gob.ar/Fasciola/Alvarezetal.pdf,DB12245
Water Solubility,Insoluble,"Selleckchem, MSDS",DB12267
logP,5.17,"Molbase, MSDS",DB12267
Water Solubility,5mg/mL,http://www.chemicalbook.com/ChemicalProductProperty_EN_CB3855472.htm,DB12278
Melting Point,224-226,http://www.chemicalbook.com/ChemicalProductProperty_EN_CB3855472.htm,DB12278
Boiling Point,484.2 ,MSDS,DB12278
Molecular Weight,76000.0,,DB12281
Water Solubility,1 mg/mL,FDA Label,DB12332
Molecular Weight,19492.7851,,DB12349
Molecular Formula,C871H1329N243O260S4,,DB12349
Water Solubility,2.5-2.7 mg/ml,"Vincent, et al. Crystalline forms of a Factor Xa inhibitor. Patent application number WO 2012031017 A1",DB12364
Melting Point,200-212 ºC,"Vincent, et al. Crystalline forms of a Factor Xa inhibitor. Patent application number WO 2012031017 A1",DB12364
Molecular Weight,72562.0,,DB12366
Water Solubility,"100 mg/mL , warm water ",https://www.selleckchem.com/products/baf312-siponimod.html,DB12371
Melting Point,111-112,https://www.trc-canada.com/product-detail/?CatNum=S487800&CAS=342026-92-0&Chemical_Name=Sipoglitazar&Mol_Formula=C₂₅H₂₅N₃O₄S,DB12371
Boiling Point,419,https://comptox.epa.gov/dashboard/dsstoxdb/calculation_details?model_id=27&search=153847,DB12371
logP,6.77,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2336071/,DB12371
pKa,"2.69 (Acidic), 9.15 (Basic)",https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2336071/,DB12371
Water Solubility,Soluble,A19243,DB12442
Water Solubility,Slightly soluble,FDA label,DB12457
Water Solubility,slightly soluble in water,https://www.pmda.go.jp/files/000210319.pdf,DB12466
Melting Point,187℃ to 193℃,https://www.pmda.go.jp/files/000210319.pdf,DB12466
pKa,5.1,https://www.pmda.go.jp/files/000210319.pdf,DB12466
Water Solubility,4µg/mL,FDA Label,DB12500
Molecular Weight,149000.0,,DB12530
Water Solubility,<0.1 g/100 ml at 23 ºC,'MSDS',DB12532
Melting Point,100-101 ºC,'MSDS',DB12532
Boiling Point,630 ºC at 760 mm Hg,'MSDS',DB12532
pKa,6.25,"Posey E., Boler K. and Posey L. The Amerian Journal of Digestive Diseases. (1969)",DB12532
Melting Point,134-137,https://www.trc-canada.com/product-detail/?CatNum=O880000&__cf_chl_jschl_tk__=47418a3658c1bed2236975a78c4d009d9726aa64-1585324169-0-AVBdS0uIBZsziaubuiosHQ9SfMRbB8tzILtS_D8ROwXY3jfZIfe7nf68lYLXjCK3VPlPXWBy25ZsDzjuSRHMsq4i6AooTGfw__9JzT3wXrvVSSMU2EcrV7Mv40mnq3e2lIo4_w_bP6jZ3VXuonZ_xdQiH-fceyd07BbLIF4BZmVUCw323soeydBwwDrMkF8dmXn9dgJ2cvO1O9LQY8_gDfhGL3Es8UF5YZpSXPUJEPZZo2_oXA4uk-2QpHpCZeR5oZIdF_CMMX2z5--DAw52pjMVLVTwvoNQS0ux0IEnKEV-UYKTAUK2pG7eAUZl2Cjvrg,DB12612
Boiling Point,648.3±65.0,https://www.chemsrc.com/en/cas/1306760-87-1_828967.html,DB12612
logP,3.73,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=8709,DB12612
pKa,14.73±0.10,https://www.chemicalbook.com/ChemicalProductProperty_EN_CB42716147.htm,DB12612
Molecular Weight,63500.0,,DB12688
Molecular Formula,C2804H4339N783O870S14,,DB12688
Melting Point,245C,FDA Label,DB12808
pKa,5.69 (pKa1),FDA Label,DB12808
Boiling Point,618.6±55.0 ,http://www.chemspider.com/Chemical-Structure.32701544.html,DB12825
logP,3.72,618.6±55.0 ,DB12825
pKa,9.41,https://patents.google.com/patent/EP3310331A1/en,DB12825
Water Solubility,Insoluble,'MSDS',DB12836
Melting Point,>136 ºC (Grapiprant hydrochloride),'MSDS',DB12836
logP,4.56,'MSDS',DB12836
Molecular Weight,20000000.0,,DB12872
logP,2.82,ChemSpider,DB12887
Boiling Point,719.5±60.0,https://www.chemicalbook.com/ChemicalProductProperty_EN_CB43052901.htm,DB12941
logP,1.904,http://www.chemspider.com/Chemical-Structure.38772320.html,DB12941
caco2 Permeability,14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6828636/,DB12941
pKa,11.75,https://s3-us-west-2.amazonaws.com/drugbank/fda_labels/DB12941.pdf?1577134173,DB12941
Water Solubility,Insoluble,MSDS,DB12965
Melting Point,961,MSDS,DB12965
Boiling Point,2212,MSDS,DB12965
Molecular Weight,152000.0,,DB13007
Water Solubility,Soluble,MSDS,DB13092
Water Solubility,Practically insoluble,FDA Label,DB13125
Isoelectric Point,5.7-5.9,"Fulcher, et al. Blood. (1983). ",DB13133
Molecular Weight,20000000.0,,DB13133
Water Solubility,10 mg/mL,MSDS,DB13145
Water Solubility,Soluble,MSDS,DB13146
Melting Point,0ºC,MSDS,DB13146
Boiling Point,100ºC,MSDS,DB13146
Radioactivity,10,FDA label,DB13146
Water Solubility,Slightly soluble ,'MSDS',DB13147
Isoelectric Point,7.4,Iizuka K. et al. 1991. Ann clin Biochem.,DB13147
Molecular Weight,48000.0,,DB13147
Molecular Weight,59000.0,,DB13148
Molecular Weight,75123.0,,DB13149
Melting Point,54 °C,"Link, R.P., Castellino, F.J. Arch. Biochem. Biophsy. 227:259-265 (1983)",DB13152
Hydrophobicity,-0.431,,DB13152
Isoelectric Point,5.20,,DB13152
Molecular Weight,46548.2,,DB13152
Molecular Formula,C2041H3136N558O641S25,,DB13152
Water Solubility,Partially soluble in cold water,MSDS,DB13163
Melting Point,116,MSDS,DB13163
logP,2.320,ChemIDplus,DB13163
Molecular Weight,59.0,,DB13173
Melting Point,>300,MSDS,DB13174
Melting Point,250-280,Human Metabolome Database [L772],DB13175
Water Solubility,0.17 mg/ml,United States Pharmacopeial Convention.,DB13178
Melting Point,224.5 ºC,'MSDS',DB13178
Boiling Point,291.33 ºC,'MSDS',DB13178
logP,-2.08,'MSDS',DB13178
Melting Point,812.49,MSDS,DB13179
