atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,drugbank-id
A06AD14,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB13526
M01AB14,Acetic acid derivatives and related substances,M01AB,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB13527
G03AA15,"Progestogens and estrogens, fixed combinations",G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13528
G03FB03,"Progestogens and estrogens, sequential preparations",G03FB,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13528
G03AB07,"Progestogens and estrogens, sequential preparations",G03AB,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13528
G03DB06,Pregnadien derivatives,G03DB,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13528
C05BX01,Other sclerosing agents,C05BX,ANTIVARICOSE THERAPY,C05B,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13529
C05BX51,Other sclerosing agents,C05BX,ANTIVARICOSE THERAPY,C05B,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13529
C07AA14,"Beta blocking agents, non-selective",C07AA,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB13530
A03AC04,"Synthetic antispasmodics, amides with tertiary amines",A03AC,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13531
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13532
C03AB07,Thiazides and potassium in combination,C03AB,"LOW-CEILING DIURETICS, THIAZIDES",C03A,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13532
C03EA07,Low-ceiling diuretics and potassium-sparing agents,C03EA,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03E,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13532
C03AA07,"Thiazides, plain",C03AA,"LOW-CEILING DIURETICS, THIAZIDES",C03A,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13532
G03DC31,Estren derivatives,G03DC,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13533
N05BX02,Other anxiolytics,N05BX,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13534
J06BC01,Other immunoglobulins,J06BC,IMMUNOGLOBULINS,J06B,IMMUNE SERA AND IMMUNOGLOBULINS,J06,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13535
P01AA01,Hydroxyquinoline derivatives,P01AA,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13536
A07AX01,Other intestinal antiinfectives,A07AX,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB13536
G01AC06,Quinoline derivatives,G01AC,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13536
C01AA09,Digitalis glycosides,C01AA,CARDIAC GLYCOSIDES,C01A,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13537
N02BA14,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13538
V08AC01,"Watersoluble, hepatotropic X-ray contrast media",V08AC,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB13539
J01GB11,Other aminoglycosides,J01GB,AMINOGLYCOSIDE ANTIBACTERIALS,J01G,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13540
N02CX03,Other antimigraine preparations,N02CX,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13541
A03AB13,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13542
A03DA03,Synthetic anticholinergic agents in combination with analgesics,A03DA,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03D,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13542
A03CA06,Synthetic anticholinergic agents in combination with psycholeptics,A03CA,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13542
L01AX01,Other alkylating agents,L01AX,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB13543
N02BA07,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13544
N02BA77,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13544
N02BA57,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13544
M04AB04,Preparations increasing uric acid excretion,M04AB,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04,MUSCULO-SKELETAL SYSTEM,M,DB13545
N06BX10,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13546
G01AE01,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13547
D08AC01,Biguanides and amidines,D08AC,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB13548
S01AX14,Other antiinfectives,S01AX,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13548
V03AB27,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB13549
N06AX08,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13550
M04AC02,Preparations with no effect on uric acid metabolism,M04AC,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04,MUSCULO-SKELETAL SYSTEM,M,DB13551
N05AD02,Butyrophenone derivatives,N05AD,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13552
J01DF02,Monobactams,J01DF,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13553
N05AD04,Butyrophenone derivatives,N05AD,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13554
C01BA08,"Antiarrhythmics, class Ia",C01BA,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13555
J01ED09,Long-acting sulfonamides,J01ED,SULFONAMIDES AND TRIMETHOPRIM,J01E,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13556
N05AB05,Phenothiazines with piperazine structure,N05AB,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13557
R05DB25,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13558
R03AC05,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13559
D03AX02,Other cicatrizants,D03AX,CICATRIZANTS,D03A,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,DERMATOLOGICALS,D,DB13560
A08AA08,Centrally acting antiobesity products,A08AA,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08,ALIMENTARY TRACT AND METABOLISM,A,DB13561
G03AC07,Progestogens,G03AC,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13563
R05DB15,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13564
A01AB14,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB13565
D08AJ05,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB13565
R06AX32,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13566
P02DX01,Other anticestodals,P02DX,ANTICESTODALS,P02D,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13567
V08AA10,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",V08AA,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB13568
B03AA05,"Iron bivalent, oral preparations",B03AA,IRON PREPARATIONS,B03A,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB13569
B02BC02,Local hemostatics,B02BC,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13570
G01AA11,Antibiotics,G01AA,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13571
N05BC03,Carbamates,N05BC,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13572
R03DA09,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13573
C01DX08,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13574
C02AA07,Rauwolfia alkaloids,C02AA,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13575
C02LA07,Rauwolfia alkaloids and diuretics in combination,C02LA,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13575
C02AA57,Rauwolfia alkaloids,C02AA,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13575
C10AD04,Nicotinic acid and derivatives,C10AD,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13576
N05CA21,"Barbiturates, plain",N05CA,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13577
N01BA01,Esters of aminobenzoic acid,N01BA,"ANESTHETICS, LOCAL",N01B,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB13578
R07AB09,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R,DB13579
A07AB04,Sulfonamides,A07AB,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB13580
A03AA06,"Synthetic anticholinergics, esters with tertiary amino group",A03AA,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13581
V09XX04,Various diagnostic radiopharmaceuticals,V09XX,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,V09X,DIAGNOSTIC RADIOPHARMACEUTICALS,V09,VARIOUS,V,DB13582
M03BX06,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB13583
M03AC02,Other quaternary ammonium compounds,M03AC,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03A,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB13584
C01DX01,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13585
C01DX51,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13585
A14AA03,Androstan derivatives,A14AA,ANABOLIC STEROIDS,A14A,ANABOLIC AGENTS FOR SYSTEMIC USE,A14,ALIMENTARY TRACT AND METABOLISM,A,DB13586
D11AE01,Androgens for topical use,D11AE,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB13586
G03BB01,5-androstanon (3) derivatives,G03BB,ANDROGENS,G03B,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13587
C04AX21,Other peripheral vasodilators,C04AX,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB13588
A12AA11,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB13590
A04AD05,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB13591
R03DB06,Xanthines and adrenergics,R03DB,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13592
R03DA06,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13592
A02BX10,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13593
A02AD05,"Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD,ANTACIDS,A02A,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13595
M01CA03,Quinolines,M01CA,SPECIFIC ANTIRHEUMATIC AGENTS,M01C,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB13596
J05AX01,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13597
N01AA01,Ethers,N01AA,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB13598
P01AR02,Arsenic compounds,P01AR,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13599
P03BA03,Pyrethrines,P03BA,INSECTICIDES AND REPELLENTS,P03B,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13600
N06BX07,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13601
G03DB07,Pregnadien derivatives,G03DB,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13602
D01AA07,Antibiotics,D01AA,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13603
C02CC06,Guanidine derivatives,C02CC,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13604
N01AH04,Opioid anesthetics,N01AH,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB13605
N02AD02,Benzomorphan derivatives,N02AD,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13606
S01AX16,Other antiinfectives,S01AX,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13607
J04AD02,Thiocarbamide derivatives,J04AD,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13608
J05AX13,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13609
N02CB01,Corticosteroid derivatives,N02CB,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13610
D01AC04,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13611
N02BA15,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13612
B01AC08,Platelet aggregation inhibitors excl. heparin,B01AC,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB13612
D01AE08,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13613
R01AA10,"Sympathomimetics, plain",R01AA,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB13614
L03AX15,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB13615
B01AE04,Direct thrombin inhibitors,B01AE,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB13616
C03BA12,"Sulfonamides, plain",C03BA,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03B,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13617
C03BA82,"Sulfonamides, plain",C03BA,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03B,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13617
M05BX01,Other drugs affecting bone structure and mineralization,M05BX,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB13618
N04AA11,Tertiary amines,N04AA,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13619
A12BA05,Potassium,A12BA,POTASSIUM,A12B,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB13620
B02BC03,Local hemostatics,B02BC,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13621
V09XX03,Various diagnostic radiopharmaceuticals,V09XX,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,V09X,DIAGNOSTIC RADIOPHARMACEUTICALS,V09,VARIOUS,V,DB13622
N05BX04,Other anxiolytics,N05BX,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13623
R03CB02,Non-selective beta-adrenoreceptor agonists,R03CB,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13624
R03CC10,Selective beta-2-adrenoreceptor agonists,R03CC,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13625
R03AC10,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13625
A02AB07,Aluminium compounds,A02AB,ANTACIDS,A02A,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13626
J01MB05,Other quinolones,J01MB,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13627
D01AE10,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13628
M01AA02,Butylpyrazolidines,M01AA,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB13629
M02AA02,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB13629
R05DB12,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13630
C02AA06,Rauwolfia alkaloids,C02AA,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13631
C02LA04,Rauwolfia alkaloids and diuretics in combination,C02LA,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13631
G01AX13,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13632
G04CX03,Other drugs used in benign prostatic hypertrophy,G04CX,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04C,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13633
G01AA09,Antibiotics,G01AA,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13633
A01AB16,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB13633
D01AA06,Antibiotics,D01AA,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13633
C04AD01,Purine derivatives,C04AD,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB13634
C01EB11,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13635
N04AB01,Ethers chemically close to antihistamines,N04AB,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13636
