category,mesh-id,parent_key
P-glycoprotein substrates with narrow therapeutic index,,DB11967
Protein Kinase Inhibitors,D047428,DB11967
UGT1A1 Substrates,,DB11967
UGT1A1 substrates with narrow therapeutic index,,DB11967
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11968
Amines,D000588,DB11969
Polyamines,D011073,DB11969
Fused-Ring Compounds,D000072473,DB11971
"Amino Acids, Peptides, and Proteins",D000602,DB11972
Antibodies,D000906,DB11972
Antineoplastic Agents,D000970,DB11972
"Antineoplastic Agents, Immunological",D000074322,DB11972
Blood Proteins,D001798,DB11972
Globulins,D005916,DB11972
Immunoglobulins,D007136,DB11972
Immunoproteins,D007162,DB11972
Proteins,D011506,DB11972
Serum Globulins,D012712,DB11972
Antineoplastic Agents,D000970,DB11973
Aza Compounds,D001372,DB11973
Enzyme Inhibitors,D004791,DB11973
"ErbB Receptors, antagonists & inhibitors",,DB11973
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11973
Protein Kinase Inhibitors,D047428,DB11973
"Receptor, EphB4, antagonists & inhibitors",,DB11973
"Receptor, ErbB-2, antagonists & inhibitors",,DB11973
Tyrosine Kinase Inhibitors,,DB11973
"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors",,DB11973
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",,DB11974
Pyridines,D011725,DB11974
"Amino Acids, Peptides, and Proteins",D000602,DB11975
Biological Factors,D001685,DB11975
Intercellular Signaling Peptides and Proteins,D036341,DB11975
Neoplasm Proteins,D009363,DB11975
Nerve Tissue Proteins,D009419,DB11975
Neuropeptides,D009479,DB11975
Peptides,D010455,DB11975
Proteins,D011506,DB11975
Tumor Suppressor Proteins,D025521,DB11975
"Amino Acids, Peptides, and Proteins",D000602,DB11976
Antibodies,D000906,DB11976
Blood Proteins,D001798,DB11976
Globulins,D005916,DB11976
Immunoglobulins,D007136,DB11976
Immunoproteins,D007162,DB11976
Proteins,D011506,DB11976
Serum Globulins,D012712,DB11976
Amines,D000588,DB11977
Pyridines,D011725,DB11977
"Vascular Endothelial Growth Factor Receptor-2, antagonists & inhibitors",,DB11977
Antineoplastic Agents,D000970,DB11978
BCRP/ABCG2 Inhibitors,,DB11978
BCRP/ABCG2 Substrates,,DB11978
Benzene Derivatives,D001555,DB11978
Cytochrome P-450 CYP2C8 Substrates,,DB11978
Cytochrome P-450 CYP3A Substrates,,DB11978
Cytochrome P-450 CYP3A4 Substrates,,DB11978
Cytochrome P-450 Substrates,,DB11978
Hedgehog Pathway Inhibitor,,DB11978
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11978
Highest Risk QTc-Prolonging Agents,,DB11978
MATE 1 Inhibitors,,DB11978
MATE 2 Inhibitors,,DB11978
MATE inhibitors,,DB11978
P-glycoprotein inhibitors,,DB11978
P-glycoprotein substrates,,DB11978
QTc Prolonging Agents,,DB11978
Smoothened Receptor Antagonists,,DB11978
UGT1A9 Substrates,,DB11978
Antigonadotropins and Similar Agents,,DB11979
Cytochrome P-450 CYP2C8 Substrates,,DB11979
Cytochrome P-450 CYP2D6 Substrates,,DB11979
Cytochrome P-450 Substrates,,DB11979
Gonadotropin-releasing Hormone Antagonists,,DB11979
"Hydrocarbons, Halogenated",D006846,DB11979
OATP1B1/SLCO1B1 Substrates,,DB11979
P-glycoprotein inhibitors,,DB11979
P-glycoprotein substrates,,DB11979
UGT1A1 Substrates,,DB11979
"Amino Acids, Peptides, and Proteins",D000602,DB11981
Peptides,D010455,DB11981
Nicotinic Acids,D009539,DB11982
Pyridines,D011725,DB11982
Anticoagulants,D000925,DB11984
Antithrombins,D000991,DB11984
Enzyme Inhibitors,D004791,DB11984
Factor Xa Inhibitors,D065427,DB11984
Hematologic Agents,D006401,DB11984
Protease Inhibitors,D011480,DB11984
Pyrimidines,D011743,DB11984
Serine Protease Inhibitors,D015842,DB11984
Sulfur Compounds,D013457,DB11984
Amides,D000577,DB11986
Antineoplastic Agents,D000970,DB11986
Benzene Derivatives,D001555,DB11986
Cytochrome P-450 CYP3A Substrates,,DB11986
Cytochrome P-450 CYP3A4 Substrates,,DB11986
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB11986
Cytochrome P-450 Substrates,,DB11986
Enzyme Inhibitors,D004791,DB11986
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11986
P-glycoprotein inhibitors,,DB11986
P-glycoprotein substrates,,DB11986
P-glycoprotein substrates with narrow therapeutic index,,DB11986
Protein Kinase Inhibitors,D047428,DB11986
Pyrazoles,D011720,DB11986
QTc Prolonging Agents,,DB11986
Tyrosine Kinase Inhibitors,,DB11986
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11987
Oxazoles,D010080,DB11987
"Amino Acids, Peptides, and Proteins",D000602,DB11988
Antibodies,D000906,DB11988
"Antibodies, Monoclonal",D000911,DB11988
"Antibodies, Monoclonal, Humanized",D061067,DB11988
Antineoplastic and Immunomodulating Agents,,DB11988
Blood Proteins,D001798,DB11988
CD20-directed Antibody Interactions,,DB11988
CD20-directed Cytolytic Antibody,,DB11988
Globulins,D005916,DB11988
Immunoglobulins,D007136,DB11988
Immunologic Factors,D007155,DB11988
Immunomodulatory Agents,,DB11988
Immunoproteins,D007162,DB11988
Immunosuppressive Agents,D007166,DB11988
Proteins,D011506,DB11988
Selective Immunosuppressants,,DB11988
Serum Globulins,D012712,DB11988
Agents Against Leishmaniasis and Trypanosomiasis,,DB11989
Anti-Infective Agents,D000890,DB11989
Antiparasitic Agents,D000977,DB11989
"Antiparasitic Products, Insecticides and Repellents",,DB11989
Antiprotozoals,D000981,DB11989
Drugs that are Mainly Renally Excreted,,DB11989
Imidazoles,D007093,DB11989
Immunologic Factors,D007155,DB11989
Mutagens,D009153,DB11989
Nitro Compounds,D009574,DB11989
Nitroimidazole Derivatives,,DB11989
Noxae,D009676,DB11989
Toxic Actions,D004786,DB11989
Trypanocidal Agents,D014344,DB11989
"Amino Acids, Peptides, and Proteins",D000602,DB11991
Peptides,D010455,DB11991
Agents causing angioedema,,DB11992
Blood Glucose Lowering Agents,D007004,DB11992
DPP-IV Inhibitors,D054873,DB11992
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11992
Aza Compounds,D001372,DB11993
"Glycine Plasma Membrane Transport Proteins, antagonists & inhibitors",,DB11993
Anthracenes,D000873,DB11994
Anti-Inflammatory Agents,D000893,DB11994
Antiinflammatory and Antirheumatic Products,,DB11994
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DB11994
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB11994
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB11994
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB11994
Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),,DB11994
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB11994
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB11994
Cytochrome P-450 CYP2E1 Inhibitors,D065691,DB11994
Cytochrome P-450 CYP2E1 Inhibitors (strength unknown),,DB11994
Cytochrome P-450 Enzyme Inhibitors,D065607,DB11994
Musculo-Skeletal System,,DB11994
Quinones,D011809,DB11994
BCRP/ABCG2 Inhibitors,,DB11995
Blood and Blood Forming Organs,,DB11995
Cytochrome P-450 CYP2C8 Inducers,D065696,DB11995
Cytochrome P-450 CYP2C8 Inducers (weak),,DB11995
Cytochrome P-450 CYP2C9 Inducers,D065698,DB11995
Cytochrome P-450 CYP2C9 Inducers (weak),,DB11995
Cytochrome P-450 Enzyme Inducers,D065693,DB11995
Hemostatics,D006490,DB11995
OAT3/SLC22A8 Inhibitors,,DB11995
P-glycoprotein substrates,,DB11995
"Receptors, Thrombopoietin, agonists",,DB11995
Sulfur Compounds,D013457,DB11995
"Adjuvants, Immunologic",D000276,DB11996
Antineoplastic and Immunomodulating Agents,,DB11996
Hormones,D006728,DB11996
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB11996
Immunologic Factors,D007155,DB11996
Thymopoietins,D013946,DB11996
Thymus Hormones,D013951,DB11996
"Amino Acids, Peptides, and Proteins",D000602,DB11997
Biological Factors,D001685,DB11997
Cytokines,D016207,DB11997
Intercellular Signaling Peptides and Proteins,D036341,DB11997
Interleukins,D007378,DB11997
Peptides,D010455,DB11997
Proteins,D011506,DB11997
Anti-Infective Agents,D000890,DB11998
Antiviral Agents,D000998,DB11998
Arabinonucleosides,D001087,DB11998
Carbohydrates,D002241,DB11998
Glycosides,D006027,DB11998
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB11998
Nucleosides,D009705,DB11998
Pyrimidine Nucleosides,D011741,DB11998
Pyrimidines,D011743,DB11998
Ribonucleosides,D012263,DB11998
Antineoplastic Agents,D000970,DB11999
Antineoplastic and Immunomodulating Agents,,DB11999
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11999
Sulfur Compounds,D013457,DB11999
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12000
Quinazolines,D011799,DB12000
Amines,D000588,DB12001
Antineoplastic Agents,D000970,DB12001
Antineoplastic and Immunomodulating Agents,,DB12001
BCRP/ABCG2 Inhibitors,,DB12001
BCRP/ABCG2 Substrates,,DB12001
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB12001
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP2B6 Inhibitors,D065686,DB12001
Cytochrome P-450 CYP2B6 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP2C8 Inhibitors,D065687,DB12001
Cytochrome P-450 CYP2C8 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB12001
Cytochrome P-450 CYP2C9 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB12001
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP3A Inhibitors,D065692,DB12001
Cytochrome P-450 CYP3A Substrates,,DB12001
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB12001
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB12001
Cytochrome P-450 CYP3A4 Substrates,,DB12001
Cytochrome P-450 Enzyme Inhibitors,D065607,DB12001
Cytochrome P-450 Substrates,,DB12001
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12001
Kinase Inhibitor,,DB12001
MATE 1 Inhibitors,,DB12001
MATE 1 Substrates,,DB12001
MATE 1 Substrates with a Narrow Therapeutic Index,,DB12001
MATE 2 Inhibitors,,DB12001
MATE inhibitors,,DB12001
MATE substrates,,DB12001
OCT2 Inhibitors,,DB12001
P-glycoprotein inhibitors,,DB12001
P-glycoprotein substrates,,DB12001
Protein Kinase Inhibitors,D047428,DB12001
Pyridines,D011725,DB12001
"Amino Acids, Peptides, and Proteins",D000602,DB12003
Hormones,D006728,DB12003
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB12003
Microfilament Proteins,D008840,DB12003
Peptide Hormones,D036361,DB12003
Peptides,D010455,DB12003
Proteins,D011506,DB12003
Thymus Hormones,D013951,DB12003
Amino Acids,D000596,DB12005
"Amino Acids, Branched-Chain",D000597,DB12005
"Amino Acids, Essential",D000601,DB12005
"Amino Acids, Peptides, and Proteins",D000602,DB12005
"Amyloid Precursor Protein Secretases, antagonists & inhibitors",,DB12005
Naphthalenes,D009281,DB12005
Benzazepines,D001552,DB12006
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12006
Drugs that are Mainly Renally Excreted,,DB12007
BCRP/ABCG2 Inhibitors,,DB12010
Blood and Blood Forming Organs,,DB12010
Cytochrome P-450 CYP3A Inhibitors,D065692,DB12010
Cytochrome P-450 CYP3A Substrates,,DB12010
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB12010
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB12010
Cytochrome P-450 CYP3A4 Substrates,,DB12010
Cytochrome P-450 Enzyme Inhibitors,D065607,DB12010
Cytochrome P-450 Substrates,,DB12010
Hemostatics,D006490,DB12010
Phosphodiesterase 5 Inhibitors,D058986,DB12010
Tyrosine Kinase Inhibitors,,DB12010
UGT1A1 Inhibitors,,DB12010
UGT1A9 Substrates,,DB12010
Vasodilating Agents,D014665,DB12010
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12011
Indoles,D007211,DB12011
"Acids, Carbocyclic",D000146,DB12013
Alkaloids,D000470,DB12013
Amides,D000577,DB12013
Aza Compounds,D001372,DB12013
Azabicyclo Compounds,D053961,DB12013
Benzene Derivatives,D001555,DB12013
Benzoates,D001565,DB12013
Opioid Antagonists,D009292,DB12013
Antineoplastic Agents,D000970,DB12015
BCRP/ABCG2 Substrates,,DB12015
Breast Cancer Resistance Protein Inhibitors,,DB12015
Breast Neoplasms,D001943,DB12015
Cytochrome P-450 CYP2B6 Inducers,D065695,DB12015
Cytochrome P-450 CYP2B6 Inducers (moderate),,DB12015
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB12015
Cytochrome P-450 CYP2C19 inhibitors (strength unknown),,DB12015
Cytochrome P-450 CYP2C8 Inhibitors,D065687,DB12015
Cytochrome P-450 CYP2C8 Inhibitors (strength unknown),,DB12015
Cytochrome P-450 CYP2C9 Inducers,D065698,DB12015
Cytochrome P-450 CYP2C9 Inducers (moderate),,DB12015
Cytochrome P-450 CYP2C9 Inducers (strength unknown),,DB12015
Cytochrome P-450 CYP3A Inducers,D065701,DB12015
Cytochrome P-450 CYP3A Inhibitors,D065692,DB12015
Cytochrome P-450 CYP3A Substrates,,DB12015
Cytochrome P-450 CYP3A4 Inducers,D065701,DB12015
Cytochrome P-450 CYP3A4 Inducers (weak),,DB12015
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB12015
Cytochrome P-450 CYP3A4 Inhibitors (weak),,DB12015
Cytochrome P-450 CYP3A4 Substrates,,DB12015
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB12015
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB12015
Cytochrome P-450 Enzyme Inducers,D065693,DB12015
Cytochrome P-450 Enzyme Inhibitors,D065607,DB12015
Cytochrome P-450 Substrates,,DB12015
P-glycoprotein inhibitors,,DB12015
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",,DB12015
Sulfur Compounds,D013457,DB12015
"Receptors, Lysosphingolipid, antagonists & inhibitors",,DB12016
Sulfur Compounds,D013457,DB12016
"Acids, Acyclic",D000144,DB12017
Acrylates,D000179,DB12017
Cardiovascular Agents,D002317,DB12017
Enzyme Inhibitors,D004791,DB12017
Fibrin Modulating Agents,D050299,DB12017
Hematologic Agents,D006401,DB12017
Histamine Agents,D018494,DB12017
Neurotransmitter Agents,D018377,DB12017
"Thromboxane-A Synthase, antagonists & inhibitors",,DB12017
Cyclodecanes,D043822,DB12019
Cycloparaffins,D003516,DB12019
Diterpenes,D004224,DB12019
Terpenes,D013729,DB12019
"Acids, Carbocyclic",D000146,DB12020
Amides,D000577,DB12020
Antiviral Agents,D000998,DB12020
Benzene Derivatives,D001555,DB12020
Benzoates,D001565,DB12020
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12020
UGT1A1 Substrates,,DB12020
UGT1A4 substrates,,DB12020
"Cyclin-Dependent Kinases, antagonists & inhibitors",,DB12021
Pyridines,D011725,DB12021
"Amino Acids, Peptides, and Proteins",D000602,DB12023
Anti-Asthmatic Agents,D018927,DB12023
Antibodies,D000906,DB12023
"Antibodies, Monoclonal",D000911,DB12023
Blood Proteins,D001798,DB12023
Drugs for Obstructive Airway Diseases,,DB12023
Globulins,D005916,DB12023
Immunoglobulins,D007136,DB12023
Immunoproteins,D007162,DB12023
Interleukin 5 Receptor alpha-directed Antibody Interactions,,DB12023
Interleukin-5 Receptor alpha-directed Cytolytic Antibody,,DB12023
Intreleukin Antagonists,,DB12023
Proteins,D011506,DB12023
Respiratory System Agents,D019141,DB12023
Serum Globulins,D012712,DB12023
Azetines,D001385,DB12024
"Receptors, Prostaglandin E, EP2 Subtype",D058307,DB12024
Adrenal Cortex Hormones,D000305,DB12025
Alkylating Drugs,D000477,DB12025
Antineoplastic Agents,D000970,DB12025
"Antineoplastic Agents, Alkylating",D018906,DB12025
Antispermatogenic Agents,D000988,DB12025
"Contraceptive Agents, Male",D003272,DB12025
Ethers,D004987,DB12025
"Ethers, Cyclic",D004988,DB12025
Hormonal Contraceptives for Systemic Use,D003270,DB12025
Immunologic Factors,D007155,DB12025
Immunosuppressive Agents,D007166,DB12025
Noxae,D009676,DB12025
Reproductive Control Agents,D012102,DB12025
Terpenes,D013729,DB12025
Toxic Actions,D004786,DB12025
Tripterygium,D029757,DB12025
Amides,D000577,DB12026
Antiinfectives for Systemic Use,,DB12026
Antiviral Agents,D000998,DB12026
Antivirals for Systemic Use,,DB12026
Antivirals for treatment of HCV infections,,DB12026
BCRP/ABCG2 Inhibitors,,DB12026
BCRP/ABCG2 Substrates,,DB12026
Breast Cancer Resistance Protein Inhibitors,,DB12026
Cytochrome P-450 CYP1A2 Substrates,,DB12026
Cytochrome P-450 CYP2C8 Substrates,,DB12026
Cytochrome P-450 CYP3A Substrates,,DB12026
Cytochrome P-450 CYP3A4 Substrates,,DB12026
Cytochrome P-450 Substrates,,DB12026
Direct Acting Antivirals,,DB12026
HCV NS3/4A Protease Inhibitors,,DB12026
NS3/4A Protease Inhibitors,,DB12026
OATP1B1/SLCO1B1 Inhibitors,,DB12026
OATP1B1/SLCO1B1 Substrates,,DB12026
OATP1B3 inhibitors,,DB12026
OATP1B3 substrates,,DB12026
Organic Anion Transporting Polypeptide 1B1 Inhibitors,,DB12026
Organic Anion Transporting Polypeptide 1B3 Inhibitors,,DB12026
P-glycoprotein inhibitors,,DB12026
P-glycoprotein substrates,,DB12026
Sulfones,D013450,DB12026
Sulfur Compounds,D013457,DB12026
Amines,D000588,DB12027
Biogenic Amines,D001679,DB12027
Biogenic Monoamines,D015306,DB12027
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12027
Indoles,D007211,DB12027
Radiation-Sensitizing Agents,D011838,DB12027
Anti-Infective Agents,D000890,DB12028
Antimetabolites,D000963,DB12028
Antineoplastic Agents,D000970,DB12028
Carbohydrates,D002241,DB12028
Deoxyribonucleosides,D003853,DB12028
Deoxyuridine,D003857,DB12028
Glycosides,D006027,DB12028
Noxae,D009676,DB12028
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB12028
Nucleosides,D009705,DB12028
Pyrimidine Nucleosides,D011741,DB12028
Pyrimidines,D011743,DB12028
Radiation-Sensitizing Agents,D011838,DB12028
Ribonucleosides,D012263,DB12028
Toxic Actions,D004786,DB12028
"Acids, Carbocyclic",D000146,DB12029
Cinnamates,D002934,DB12029
Cyclohexanecarboxylic Acids,D003509,DB12029
Cyclohexanes,D003510,DB12029
Cycloparaffins,D003516,DB12029
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12030
Spiro Compounds,D013141,DB12030
Xanthenes,D014966,DB12030
"Acids, Acyclic",D000144,DB12032
Cycloparaffins,D003516,DB12032
Fatty Acids,D005227,DB12032
"Fatty Acids, Volatile",D005232,DB12032
Lipids,D008055,DB12032
"Amino Acids, Peptides, and Proteins",D000602,DB12034
Antibodies,D000906,DB12034
Blood Proteins,D001798,DB12034
Globulins,D005916,DB12034
Immunoglobulins,D007136,DB12034
Immunoproteins,D007162,DB12034
Proteins,D011506,DB12034
Serum Globulins,D012712,DB12034
Anti-Acne Preparations,,DB12035
Anti-Acne Preparations for Systemic Use,,DB12035
Anti-Bacterial Agents,D000900,DB12035
Anti-Infective Agents,D000890,DB12035
Antibacterials for Systemic Use,,DB12035
Antiinfectives for Systemic Use,,DB12035
Dermatologicals,D003879,DB12035
Naphthacenes,D009279,DB12035
P-glycoprotein inhibitors,,DB12035
Tetracyclines,D013754,DB12035
Antineoplastic Agents,D000970,DB12036
Enzyme Inhibitors,D004791,DB12036
Protein Kinase Inhibitors,D047428,DB12036
Antiviral Agents,D000998,DB12037
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12037
"Amino Acids, Peptides, and Proteins",D000602,DB12038
Carbohydrates,D002241,DB12038
Enzyme Inhibitors,D004791,DB12038
Glycoconjugates,D006001,DB12038
Protease Inhibitors,D011480,DB12038
Proteins,D011506,DB12038
Serine Protease Inhibitors,D015842,DB12038
Trypsin Inhibitors,D014361,DB12038
Benzopyrans,D001578,DB12039
Catechin,D002392,DB12039
Chromans,D002839,DB12039
Chromones,D002867,DB12039
Flavonoids,D005419,DB12039
"Heterocyclic Compounds, Fused-Ring",D000072471,DB12039
Pyrans,D011714,DB12039
"Acids, Acyclic",D000144,DB12040
Acrylates,D000179,DB12040
"Compounds used in a research, industrial, or household setting",D020313,DB12040
Equipment and Supplies,D004864,DB12040
Macromolecular Substances,D046911,DB12040
Nitriles,D009570,DB12040
Polymers,D011108,DB12040
Surgical Equipment,D013523,DB12040
Surgical Fixation Devices,D053831,DB12040
Tissue Adhesives,D014014,DB12040
