Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�176.67,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�197.15,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�36.73,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�45.26,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�48.68,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�85.63,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�86.73,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�209.44,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�51.31,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�53.51,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�53.59,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�54.17,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�169.34,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�196.03,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�215.98,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�260.17,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�192.14,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�221.38,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�199.33,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�224.35,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�243.26,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�282.67,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�46.30,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�87.60,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�87.72,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�42.49,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�44.87,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�51.90,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�43.03,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�51.79,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�52.54,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�78.90,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�147.29,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�179.84,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�183.68,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�217.76,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�190.40,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�197.64,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�203.31,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�213.93,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�118.83,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�155.32,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�184.05,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�223.83,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�27.10,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�75.31,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�82.65,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�95.73,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�123.98,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�35.19,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�40.76,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�43.97,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�73.23,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�95.36,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�104.98,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�106.07,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�133.15,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�70.69,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�114.65,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�154.03,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�163.91,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�134.59,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�135.84,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�143.29,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�150.10,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�83.88,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�123.92,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�147.45,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�153.27,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�75.80,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�122.37,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�129.82,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�152.45,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�52.42,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�83.28,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�144.68,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�64.01,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�40.99,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�53.24,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�64.05,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�51.99,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�53.77,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�56.83,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�97.19,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�64.71,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�24.32,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�38.91,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�47.44,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�31.19,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�37.29,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�37.74,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�39.85,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�40.68,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�41.31,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�41.74,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�43.91,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�64.86,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�78.54,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�122.45,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�122.98,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�43.16,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�72.44,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�73.37,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�84.64,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�45.70,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�47.13,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�49.42,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�78.49,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�47.86,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�51.03,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�56.19,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�35.30,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�32.44,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�40.39,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�33.19,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�62.38,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�48.89,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�51.91,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�65.73,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�67.33,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�66.89,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�76.21,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�52.40,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�53.78,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�50.38,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�53.35,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�53.26,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�53.89,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�52.28,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�53.35,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�52.08,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�58.32,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�64.69,AAS0263633,No,N/A,N,n/A,
