OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,StartDate,EndDate,ReviewDate,Appraisaldate,Displayuntildate,ExtensionPeriod,ExtensionsTaken,EstimatedValue,IrrecoverableVAT,SupplierName,ContactName,ProcessType,OJEU,Framework type,Keywords
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN194801 (CONTRACT-9YWD-N9P9PF),"The Provision of Personal Protection Equipment PPE, Corporate Workwear and Leisurewear",Strategy and Resources,"The Council is seeking to appoint a Contractor(s) who is able to provide a 
high quality and value for money service in the provision of PPE, corporate 
workwear and leisurewear to all Leeds City Council departments.�� 
Tenderers can apply for one or more Lots.: 
Lot 1 � PPE (clothing and equipment) 
Lot 2 � Corporate workwear 
Lot 3 � Leisure workwear 
Lot 4 - Civil Enforcement workwear",11/04/2016,10/04/2019,31/03/2018,,10/05/2019,12,0,"�2,000,000.00",�0.00,Please view tab 2 on excel sheet,Mr Tony Newbould,RFQ,No,N/A,"Workwear, Leisurewear, PPE, Clothing"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN195705 (CONTRACT-A2PC-E784HO),The Provision of Physician Services and Additional Occupational Health Advisors (FURTHER COMPETITION under ESPO FRAMEWORK 985),Strategy and Resources,"The Contract is for the City Council�s requirements in respect of the 
Provision of Physician Services and additional Occupational Health Advisers to 
the Leeds City Council Occupational Health Service. 
This contract is a call off from the existing ESPO Framework 985 
Occupational Health Services.",01/12/2015,30/11/2019,01/01/2019,,30/12/2019,0,0,"�615,480.00",�0.00,Please view tab 2 on excel sheet,Susan Barber,Not provided,No,Framework,"health, wellbeing, hr, human resources"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN196686 (CONTRACT-A4MC-RP606A),The Provision of Physiotherapy Services for Leeds City Council,Strategy and Resources,"The Council are seeking tenders from the market who 
are able to deliver a cost - effective physiotherapy service using a bio 
psychosocial approach and is seen, as an essential part of the occupational 
health service.� Physiotherapy treatment, where indicated, should be brief 
and work focussed.",01/04/2016,31/03/2020,31/03/2019,,30/04/2020,0,0,"�108,000.00",�0.00,Please view tab 2 on excel sheet,Jeff Thompson,Not provided,No,N/A,"physiotherapy, psychosocial, health, treatment"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN250411,"The provision of the Community Support Team, Dosti and the Support Centre",Adult Social Care,"The provision of the Community Support Team, Dosti and the Support Centre",01/04/2017,30/09/2018,01/03/2018,,31/10/2018,6,0,"�861,315.00",�0.00,Please view tab 2 on excel sheet,Ms Sinead Cregan,RFQ,No,N/A,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN219654,"The Provision of Transport Services via Taxi, Private Hire and Hackney Carriage",Civic Enterprise Leeds,"Provision of Transport Services via Taxi, Private Hire and Hackney Carriage",01/04/2017,31/03/2021,01/03/2020,,30/04/2021,N/A,0,"�4,000,000.00",�0.00,Please view tab 2 on excel sheet,Mr Dylan Owen,RFQ,No,N/A,"taxi, private hire, hackney carriage"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN189543 (CONTRACT-9NSL-45TZCS),The Provision of Treasury Management Services,Strategy and Resources,"Leeds City Council are seeking tenders from qualified and experienced Treasury 
Management Consultants who are able to provide services to the Deputy Chief 
Executive, covering the following broad areas, to timescales and to a quality 
as defined in the Tender Documents.",01/11/2014,31/10/2017,01/04/2017,,30/11/2017,24,0,"�54,750.00",�0.00,Please view tab 2 on excel sheet,Bhupinder Chana,Not provided,No,N/A,"Debt Portfolio, economic"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN194257 (CONTRACT-9XTD-RRDB2D),The supply and ongoing support of the �Chorus� hosted service,City Development,"The provision of a hosted server service deploying the Council�s Library 
Management System",16/05/2013,15/05/2018,15/02/2017,,15/06/2018,12,1,"�74,000.00",�0.00,Please view tab 2 on excel sheet,Mr Richard Hart,RFQ,No,N/A,Hosting
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN189512 (CONTRACT-9NRG-P8VMGO),The Supply of a Catering Provision at Guiseley School,Schools,The provision of a catering service at Guiseley School.,06/04/2015,05/04/2018,01/07/2017,,05/05/2018,12,0,"�89,275.00",�0.00,Please view tab 2 on excel sheet,Catherine Beaton,Not provided,No,N/A,"catering, school meals"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN208146 (CONTRACT-YORE-9A5PQA),The supply of cardiovascular and strength equipment,City Development,"The supply of cardiovascular and strength equipment to Leeds City Council 
Leisure Centre Bodyline gyms. Maintenance required after 3 years.",07/04/2014,06/04/2018,,,06/04/2018,24,0,"�583,924.00",�0.00,Please view tab 2 on excel sheet,Ian Waller,Not provided,No,Framework,"Strength, Resistance, Weights"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN198734 (CONTRACT-A8LJ-GUQVNJ),The Supply of Civil Enforcement Work Wear,Environment & Housing,The Supply of Civil Enforcement Work Wear,01/05/2016,30/04/2020,30/04/2019,,30/05/2020,0,0,"�80,000.00",�0.00,Please view tab 2 on excel sheet,Robert Girt,Not provided,No,N/A,"uniform, clothing, wardens"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN207345 (CONTRACT-YORE-98DLSQ),"The Supply Of Engineers Overalls, Dust Mats & Lockers",Civic Enterprise Leeds,,23/09/2013,22/09/2017,01/04/2017,,22/10/2017,24,0,"�36,969.00",�0.00,Please view tab 2 on excel sheet,Graham Hinchliffe,Not provided,No,N/A,"Overalls, Engineers"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN194317 (CONTRACT-9XYE-ATS6DS),The Supply of Equipment for Foster Carers,Childrens Services,The Supply of Equipment for Foster Carers,01/04/2015,31/03/2018,01/11/2016,,30/04/2018,0,0,"�100,000.00",�0.00,Please view tab 2 on excel sheet,Mr Iain Dunn,RFQ,No,N/A,"foster, equipment"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN197775 (CONTRACT-A6TD-4SP4XC),The Supply of Musical Instruments (Quasi),N/A,"The purchase of musical instruments (including repairs) for individual children 
and young people by Artforms Music Service.",01/01/2016,31/12/2017,30/11/2017,,31/01/2018,0,0,"�40,000.00",�0.00,Please view tab 2 on excel sheet,Iain Dunn,Not provided,No,N/A,"Artforms, Music, Service, Instruments"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN206567 (CONTRACT-YORE-96NLZR),"The Supply of Seeds, Composts and Containers",Environment and Neighbourhoods,"The supply of seeds, composts and containers. The work will be in 3 lots, 
bidders can tender for 1 or more lots.",01/10/2013,30/09/2017,31/03/2017,,31/10/2017,12,2,"�316,000.00",�0.00,Please view tab 2 on excel sheet,Mr Andrew Culloden,RFQ,No,N/A,compost
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN201521 (CONTRACT-AD6E-W8UIBY),The supply of swimming goods for resale,"Projects, Programmes & Procurement Unit",The supply of swimming goods for resale,01/04/2017,31/03/2021,31/03/2020,,31/03/2021,0,0,"�256,000.00",�0.00,Please view tab 2 on excel sheet,Miss Julie Brennen,RFQ,No,N/A,"Swimming, Pool, Goggles, Resales"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN200958 (CONTRACT-AC2P-SA0H9I),The supply of swimming pool chemicals,City Development,Supply of Swimming Pool Chemicals,01/08/2016,31/03/2019,01/10/2019,,30/04/2019,0,0,"�184,000.00",�0.00,Please view tab 2 on excel sheet,Richard Jones,Not provided,No,N/A,"swimming pool, chemicals"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN192204 (CONTRACT-9U2F-ZQS16A),The supply of Tickets for On and Off Street Pay and Display Parking Machines and printed Consumables for Parking Services.,Environment & Housing,"Leeds City Council Parking Services carries out a number of functions 
relating to car parking in the City. Parking services are responsible for the 
management of car parks (Off Street) throughout the district plus the 
management of on street parking. Tenderers can apply for one or both 
Lots.�The Council are seeking tenders from Suppliers who are able to 
produce and supply the following products required for Parking Enforcement 
operations; 
Lot 1 � Ticket Rolls: Printing and supply of tickets rolls for parking 
machines to include off street and on street machines within the Leeds 
area. 
Lot 2 � Parking Services Consumables: Printing and supply of a range of 
bespoke printed stationary items required by Parking Enforcement Officers 
including ticket rolls for hand held machines, CEO 100 page notebooks; PCN 
self-sealed adhesive envelopes; out of order stickers for parking machines.",01/08/2015,31/07/2018,01/01/2018,,31/08/2018,12,0,"�40,000.00",�0.00,Please view tab 2 on excel sheet,Ian Gale,Not provided,No,N/A,"Pay, Off, On, Street"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN251450,Therapeutic Services (Quasi),Childrens Services,Provision of Therapeutic Services for children�s services,17/03/2017,16/03/2018,16/02/2017,,16/04/2018,N/A,0,"�35,000.00",�0.00,Please view tab 2 on excel sheet,Mr Iain Dunn,RFQ,No,N/A,Therapeutic Services
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN201714 (CONTRACT-ADQC-WT7A3E),Therapeutic Story Writing Groups Train-the-Trainer Course (Waiver),N/A,Therapeutic Story Writing Groups Train-the-Trainer Course,01/07/2016,30/06/2017,31/05/2017,,31/07/2017,12,0,"�12,000.00",�0.00,Please view tab 2 on excel sheet,Iain Dunn,Not provided,No,N/A,"Story, train-the-trainer, Course, Writing"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN250415,Therapy and Counselling Service for women,Adult Social Care,Therapy and Counselling Service for women,01/04/2017,30/09/2018,01/03/2018,,31/10/2018,6,0,"�215,010.00",�0.00,Please view tab 2 on excel sheet,Ms Sinead Cregan,RFQ,No,N/A,
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN201748 (CONTRACT-ADSD-8CMHZ3),"Training on healthcare interventions for the Children�s Workforce within universal, targeted and specialist short break settings","Projects, Programmes & Procurement Unit","The aim of this Agreement is to ensure, as far as possible, that disabled children and young people are able to access short breaks of their choice in universal, targeted and specialist provision by offering appropriate training on health care interventions to providers of children�s services.",01/04/2016,31/03/2018,01/10/2017,,30/04/2018,12,0,"�70,000.00",�0.00,Please view tab 2 on excel sheet,Ms Michelle Whippey,RFQ,No,N/A,"Health, Training, Break, healthcare"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN259466,Training on 'lnvestigating the causes of dampness and mould.',Housing Leeds,Training on 'lnvestigating the causes of dampness and mould.',15/05/2017,30/06/2017,30/06/2017,,31/07/2017,N/A,0,"�23,000.00",�0.00,Please view tab 2 on excel sheet,Mr Gareth Mellor,RFQ,No,N/A,"training, disrepair"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN204837 (CONTRACT-DSIN-93VB7P),Trinity Network�s Social Opportunities for Older People Service,Adult Social Care,Trinity Network Day Opportunities,01/04/2012,31/03/2018,01/05/2017,,30/04/2018,12,0,"�568,038.00",�0.00,Please view tab 2 on excel sheet,Mrs Lucy Green,RFQ,No,N/A,network
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN200276 (CONTRACT-AAWH-2GVTG5),Type 2 Diabetes Supported Structured Self-Management Programme for BME Communities,N/A,"Support for self-management recognises that people with long term conditions 
(LTCs) are in charge of their own lives and are the primary decision makers in 
relation to the management of their condition.�This means the role of the 
clinician moves from doing things �to� the person, to supporting people�s 
confidence and competence to manage the challenges of living with their 
condition.� BME people who live in the UK are up to six times more likely 
to have diabetes than the white population, and with diabetes prevalence in 
England predicted to increase by 47 per cent by 2025, the condition will 
continue to have a considerable impact on BME communities across the UK 
(Diabetes UK). 

As a result, a 12 month bespoke Type 2 diabetes structured education 
programme for BME communities specifically catering for their cultural and 
language needs is to be designed, delivered and evaluated.",01/09/2016,31/08/2017,31/07/2017,,30/09/2017,12,0,"�50,000.00",�0.00,Please view tab 2 on excel sheet,Tracey Piper,Not provided,No,Framework,"Diabetes, BME, Long-term conditions"
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/06/2017,DN193660 (CONTRACT-9WQG-U64LKU),Underwater Inspections 2015-16,City Development,"The work comprise Underwater Surveys (scour inspections) of the 
abutments/foundations and/or piers of bridges, Principal Inspections of 
bridges/culverts, General Inspections of bridges/culverts and Special 
Inspections of bridges/culverts over various watercourses. The production of 
reports including photographs and all comprehensive site notes/sketches. 
The use of dictaphone recording systems is not permitted. 
� 
The Contract may also require the Contractor to carry out post flood damage 
surveys of underwater elements of bridges and occasional inspections on 
non-listed bridges as required for the whole duration of the contract and/or 
during the defects correction period.  
� 
The works will generally be carried out within the Metropolitan District of 
Leeds, but the Contractor may also be requested to carryout works in other 
districts including (but not exclusively) Bradford, Calderdale, Kirklees, 
Wakefield and York.  
The work comprise Underwater Surveys (scour inspections) of the 
abutments/foundations and/or piers of bridges, Principal Inspections of 
bridges/culverts, General Inspections of bridges/culverts and Special 
Inspections of bridges/culverts over various watercourses. The production of 
reports including photographs and all comprehensive site notes/sketches. 
The use of dictaphone recording systems is not permitted. 
� 
The Contract may also require the Contractor to carry out post flood damage 
surveys of underwater elements of bridges and occasional inspections on 
non-listed bridges as required for the whole duration of the contract and/or 
during the defects correction period.  
� 
The works will generally be carried out within the Metropolitan District of 
Leeds, but the Contractor may also be requested to carryout works in other 
districts including (but not exclusively) Bradford, Calderdale, Kirklees, 
Wakefield and York.  
The work comprise Underwater Surveys (scour inspections) of the 
abutments/foundations and/or piers of bridges, Principal Inspections of 
bridges/culverts, General Inspections of bridges/culverts and Special 
Inspections of bridges/culverts over various watercourses. The production of 
reports including photographs and all comprehensive site notes/sketches. 
The use of dictaphone recording systems is not permitted. 
� 
The Contract may also require the Contractor to carry out post flood damage 
surveys of underwater elements of bridges and occasional inspections on 
non-listed bridges as required for the whole duration of the contract and/or 
during the defects correction period.  
� 
The works will generally be carried out within the Metropolitan District of 
Leeds, but the Contractor may also be requested to carryout works in other 
districts including (but not exclusively) Bradford, Calderdale, Kirklees, 
Wakefield and York. �����LD",17/08/2015,30/06/2018,30/03/2018,,30/07/2018,N/A,0,"�245,000.00",�0.00,Please view tab 2 on excel sheet,Mrs Anne Sweeting,RFQ,No,N/A,"Underwater, Inspections"
