Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,269.12",DIRECT PAYMENTS,V000991207
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£556.60,DIRECT PAYMENTS,V000991208
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,155.09",DIRECT PAYMENTS,V000991209
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£783.14,DIRECT PAYMENTS,V000991211
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,155.09",DIRECT PAYMENTS,V000991212
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,155.09",DIRECT PAYMENTS,V000991213
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,691.86",DIRECT PAYMENTS,V000991214
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,435.56",DIRECT PAYMENTS,V000991215
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,636.25",DIRECT PAYMENTS,V000991216
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£694.72,DIRECT PAYMENTS,V000991217
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,294.72",DIRECT PAYMENTS,V000991218
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,294.72",DIRECT PAYMENTS,V000991219
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991220
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991221
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£938.08,DIRECT PAYMENTS,V000991222
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£798.28,DIRECT PAYMENTS,V000991223
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,383.14",DIRECT PAYMENTS,V000991224
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,203.03",DIRECT PAYMENTS,V000991225
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,213.15",DIRECT PAYMENTS,V000991226
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991228
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,636.78",DIRECT PAYMENTS,V000991230
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991231
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,857.32",DIRECT PAYMENTS,V000991232
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,960.97",DIRECT PAYMENTS,V000991233
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,037.19",DIRECT PAYMENTS,V000991234
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,114.10",DIRECT PAYMENTS,V000991235
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,037.19",DIRECT PAYMENTS,V000991236
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,014.88",DIRECT PAYMENTS,V000991237
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,945.44",DIRECT PAYMENTS,V000991238
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,559.07",DIRECT PAYMENTS,V000991239
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,548.36",DIRECT PAYMENTS,V000991241
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,739.30",DIRECT PAYMENTS,V000991242
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991243
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,497.28",DIRECT PAYMENTS,V000991244
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,656.00",DIRECT PAYMENTS,V000991245
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£582.48,DIRECT PAYMENTS,V000991246
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,136.92",HOME CARE - CHILDRENS SERVICES,V000991247
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£552.48,HOME CARE - CHILDRENS SERVICES,V000991248
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,607.57",DIRECT PAYMENTS,V000991249
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,825.96",DIRECT PAYMENTS,V000991252
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,035.43",DIRECT PAYMENTS,V000991253
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,383.14",DIRECT PAYMENTS,V000991254
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,067.28",DIRECT PAYMENTS,V000991255
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,155.09",DIRECT PAYMENTS,V000991256
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,269.12",DIRECT PAYMENTS,V000991257
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,041.07",DIRECT PAYMENTS,V000991258
ROCHDALE BOROUGH COUNCIL,24/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,24/03/2016,"£13,089.60",PURCHASE OF OTHER EQUIPMENT,V000991264
ROCHDALE BOROUGH COUNCIL,22/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,BODEN & DAVIES LTD,22/03/2016,£616.22,CENTRAL HEATING,V000991265
ROCHDALE BOROUGH COUNCIL,18/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,G4S SECURE SOLUTIONS UK  LTD,18/03/2016,£668.50,SECURITY,V000991267
ROCHDALE BOROUGH COUNCIL,18/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,GBS ACCIDENT REPAIR SPECIALISTS,18/03/2016,£917.00,TRANSACTIONS-EXPENDITURE,V000991268
ROCHDALE BOROUGH COUNCIL,23/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,23/03/2016,"£1,111.42","TREES, SHRUBS, PLANTS",V000991272
ROCHDALE BOROUGH COUNCIL,24/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,24/03/2016,£954.70,VEHICLE MAINTENANCE,V000991273
ROCHDALE BOROUGH COUNCIL,18/03/2016,ECONOMY DIRECTORATE,TLC GARDEN SERVICES,18/03/2016,£935.00,REPAIRS & ALTS OF BUILDINGS,V000991279
ROCHDALE BOROUGH COUNCIL,18/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORDEN AGRICULTURAL CONTRACTORS,18/03/2016,£600.00,ENVIRONMENTAL WORKS LANDSCAPE,V000991286
ROCHDALE BOROUGH COUNCIL,24/03/2016,ECONOMY DIRECTORATE,NO WORRIES IT LTD,24/03/2016,"£1,237.50",TRAINING-QUALIFICATION,V000991288
ROCHDALE BOROUGH COUNCIL,24/03/2016,ECONOMY DIRECTORATE,NO WORRIES IT LTD,24/03/2016,"£2,005.55",ACTIVITIES,V000991289
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,840.16",DIRECT PAYMENTS,V000991295
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£865.28,DIRECT PAYMENTS,V000991296
ROCHDALE BOROUGH COUNCIL,18/03/2016,PROPERTY AND HIGHWAYS,WINTON FLOORING LIMITED,18/03/2016,"£4,910.31",TRANSACTIONS-EXPENDITURE,V000991297
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,132.00",DIRECT PAYMENTS,V000991299
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,974.04",DIRECT PAYMENTS,V000991300
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,782.92",DIRECT PAYMENTS,V000991301
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,821.64",DIRECT PAYMENTS,V000991302
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,161.72",DIRECT PAYMENTS,V000991303
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,592.40",DIRECT PAYMENTS,V000991304
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,353.00",DIRECT PAYMENTS,V000991306
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£640.00,DIRECT PAYMENTS,V000991308
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£4,727.52",DIRECT PAYMENTS,V000991309
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,066.00",DIRECT PAYMENTS,V000991310
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,868.36",DIRECT PAYMENTS,V000991311
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,111.40",DIRECT PAYMENTS,V000991312
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£963.16,DIRECT PAYMENTS,V000991313
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,072.56",DIRECT PAYMENTS,V000991314
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,414.44",DIRECT PAYMENTS,V000991315
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£902.56,DIRECT PAYMENTS,V000991316
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£702.64,DIRECT PAYMENTS,V000991317
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,730.76",DIRECT PAYMENTS,V000991318
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£706.60,DIRECT PAYMENTS,V000991319
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£553.64,DIRECT PAYMENTS,V000991320
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£791.40,DIRECT PAYMENTS,V000991321
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£729.40,DIRECT PAYMENTS,V000991323
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,532.16",DIRECT PAYMENTS,V000991324
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,095.68",DIRECT PAYMENTS,V000991326
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,001.64",DIRECT PAYMENTS,V000991330
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,428.60",DIRECT PAYMENTS,V000991331
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£622.96,DIRECT PAYMENTS,V000991332
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£881.88,DIRECT PAYMENTS,V000991333
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,316.76",DIRECT PAYMENTS,V000991334
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,210.32",DIRECT PAYMENTS,V000991335
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£4,918.32",DIRECT PAYMENTS,V000991336
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,446.84",DIRECT PAYMENTS,V000991337
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,708.64",DIRECT PAYMENTS,V000991338
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£3,454.64",DIRECT PAYMENTS,V000991339
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,566.88",DIRECT PAYMENTS,V000991345
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,393.60",DIRECT PAYMENTS,V000991346
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£3,821.00",DIRECT PAYMENTS,V000991347
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,820.56",DIRECT PAYMENTS,V000991348
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,742.24",DIRECT PAYMENTS,V000991349
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£5,326.48",DIRECT PAYMENTS,V000991350
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£619.12,DIRECT PAYMENTS,V000991351
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,112.68",DIRECT PAYMENTS,V000991352
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"-£3,805.35",DIRECT PAYMENTS,V000991353
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"-£5,073.80",DIRECT PAYMENTS,V000991354
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£5,701.41",DIRECT PAYMENTS,V000991356
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£7,601.88",DIRECT PAYMENTS,V000991357
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£7,601.88",DIRECT PAYMENTS,V000991358
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,722.92",DIRECT PAYMENTS,V000991359
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£714.40,DIRECT PAYMENTS,V000991360
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£806.96,DIRECT PAYMENTS,V000991361
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£3,155.96",DIRECT PAYMENTS,V000991362
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£3,639.56",DIRECT PAYMENTS,V000991363
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,171.08",DIRECT PAYMENTS,V000991364
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£990.56,DIRECT PAYMENTS,V000991365
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,664.92",DIRECT PAYMENTS,V000991366
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£4,969.56",DIRECT PAYMENTS,V000991367
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£794.04,DIRECT PAYMENTS,V000991368
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£868.40,DIRECT PAYMENTS,V000991369
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,655.20",DIRECT PAYMENTS,V000991370
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£625.04,DIRECT PAYMENTS,V000991372
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£548.16,DIRECT PAYMENTS,V000991373
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£548.16,DIRECT PAYMENTS,V000991374
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£622.48,DIRECT PAYMENTS,V000991375
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£931.64,DIRECT PAYMENTS,V000991378
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£746.76,DIRECT PAYMENTS,V000991379
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,397.48",DIRECT PAYMENTS,V000991380
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£3,676.84",DIRECT PAYMENTS,V000991381
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,338.52",DIRECT PAYMENTS,V000991382
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£713.36,DIRECT PAYMENTS,V000991383
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,807.60",DIRECT PAYMENTS,V000991384
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£630.20,DIRECT PAYMENTS,V000991385
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£867.52,DIRECT PAYMENTS,V000991387
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£886.32,DIRECT PAYMENTS,V000991390
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£786.12,DIRECT PAYMENTS,V000991391
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,908.00",DIRECT PAYMENTS,V000991392
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£625.64,DIRECT PAYMENTS,V000991393
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,812.32",DIRECT PAYMENTS,V000991394
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,089.84",DIRECT PAYMENTS,V000991396
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£599.52,DIRECT PAYMENTS,V000991397
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£1,973.68",DIRECT PAYMENTS,V000991401
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£568.32,DIRECT PAYMENTS,V000991402
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£828.32,DIRECT PAYMENTS,V000991403
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,408.08",DIRECT PAYMENTS,V000991404
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£571.92,DIRECT PAYMENTS,V000991405
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,399.80",DIRECT PAYMENTS,V000991406
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,"£2,812.36",DIRECT PAYMENTS,V000991407
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£534.04,DIRECT PAYMENTS,V000991408
