PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
76160815,Offices And Premises,"Unit 10G, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,3350,01/01/2015,SBR
76160816,Offices And Premises,"Unit 10H, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,3100,01/01/2015,SBR
76160818,Offices And Premises,"Unit 2A Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",Total Claims Solutions (Uk) Ltd,10750,01/11/2014,SBR
76160819,Offices And Premises,"Unit 2B Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",Rmg Services Ltd,8700,01/11/2014,SBR
76160820,Offices And Premises,"Unit 11B, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",R S Asbestos Ltd,4800,01/03/2015,SBR
76160821,Offices And Premises,"Unit 11C, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,7900,01/03/2015,ER
76160822,Offices And Premises,"Unit 2D, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",Purple Demand Ltd,16500,11/08/2015,SBR
76160823,Offices And Premises,"Unit 2C, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",Scout Road Academy,10000,11/01/2016,MCR
76160824,Bakery And Premises,"10C & 10D, Topland Country Bus Pk, Cragg Road, Mytholmroyd",Cragg Cakes Ltd,7700,01/10/2015,SBR
76160827,Workshop And Premises,"H & C Cardiem Ltd, Hoo Hole Mill, Cragg Road, Mytholmroyd          HX7 5JT",H & C Cardiem Ltd,31000,01/02/2015,
76160828,Workshop And Premises,"Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",Thornber Chicks Ltd,19750,01/02/2015,ER
76164700,Tennis Club And Premises,"Cragg Hall Grounds, Cragg Vale, Hebden Bridge, HX7 5TB",,1000,01/04/1990,DOR SBR
76164701,Public House and Premises,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",Mellor And Cross Limited,7300,01/12/2015,SBR
76164703,Camping Site And Premises,"Hoo Hole Farm Cottage, Cragg Vale, Hebden Bridge, HX7 5HA",,195,01/04/2007,EX
76168700,Store And Premises,"Croft Street, Hebden Bridge, HX7 8AF",,860,01/04/1990,SBR
76176002,Surgery And Premises,"2 Crown Street, Hebden Bridge, HX7 8EH",,7900,15/05/2015,ER
76176005,Shop and Premises,"5 Crown Street, Hebden Bridge, HX7 8EH",,5400,22/01/2016,ER
76176006,Shop and Premises,"6/8 Crown Street, Hebden Bridge, HX7 8EH",,10250,02/11/1992,SBR
76176007,Shop and Premises,"7 Crown Street, Hebden Bridge, HX7 8EH",,7300,01/04/2016,ER
76176009,Shop and Premises,"9 Crown Street, Hebden Bridge, HX7 8EH",Stephen Maskill (Butchers) Ltd,8700,01/08/1991,SBR
76176015,Shop and Premises,"15 Crown Street, Hebden Bridge, HX7 8EH",Boots Uk Ltd,15750,01/11/1996,SBR
76176017,Hairdressing Salon and Premises,"17 Crown Street, Hebden Bridge, HX7 8EH",,5900,22/02/2016,SBR
76176019,Shop and Premises,"19 Crown Street, Hebden Bridge, HX7 8EH",,14750,27/09/2015,ER
76176021,Shop and Premises,"21 Crown Street, Hebden Bridge, HX7 8EH",,8300,17/10/2011,SBR
76176027,Shop and Premises,"27 Crown Street, Hebden Bridge, HX7 8EH",Riverstones Fine Jewellery Ltd,7400,02/07/2009,SBR
76176029,Shop and Premises,"29 Crown Street, Hebden Bridge, HX7 8EH",,9300,05/11/2001,SBR
76176033,Shop and Premises,"33 Crown Street, Hebden Bridge, HX7 8EH",,6500,01/04/1990,SBR
76176700,Shop and Premises,"Crown Street, Hebden Bridge, HX7 8EH",One Stop Stores Ltd,21500,28/10/2013,
76176701,Public House and Premises,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH",Delta Origins Ltd,17000,21/03/2015,
76176703,Shop and Premises,"1 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",Oasis News Ltd,19750,17/03/2009,
76176704,Shop and Premises,"2 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",Bradbury Bathrooms Hebden Bridge Ltd,18750,01/03/2015,
76176705,Shop and Premises,"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",Hebden Cook & Coffee Company Ltd,12000,01/01/2016,
76176707,Shop and Premises,"Carlton Street, Hebden Bridge, HX7 8ES",Oasis (Hebden Bridge) Ltd,31000,15/10/1998,
76176709,Store And Premises,"2 Crown Street, Hebden Bridge, HX7 8EH",Royal Bank Of Scotland Plc,1575,01/08/2004,EX
76176710,Bank And Premises,"2 Crown Street, Hebden Bridge, HX7 8EH",Natwest Bank Plc,14750,01/04/1990,ER
76176711,Shop and Premises,"3 Crown Street, Hebden Bridge, HX7 8EH",Overgate Hospice,15250,07/11/2003,DCR MCR
76176712,Shop and Premises,"19a Crown Street, Hebden Bridge, HX7 8EH",Trading As Amelia Ltd,8600,07/07/2015,EX
76176713,Shop and Premises,"19c Crown Street, Hebden Bridge, HX7 8EH",Mountain Wild [ Uk ] Ltd,8300,01/11/2006,SBR
76176715,Store And Premises,"Adj 29 Crown Street, Hebden Bridge, HX7 8EH",Setbray Properties Ltd,205,01/04/2002,EX
76176718,Shop and Premises,"4 Cheetham Street, Hebden Bridge, HX7 8EW",,2850,01/09/2013,SBR
76176721,Salon And Premises,"3a Crown Street, Hebden Bridge, HX7 8EH",,5400,07/12/2008,ER
76176722,Public House and Premises,"Basement Carlton Hotel, Crown Street, Hebden Bridge, HX7 8EH",,10700,01/04/1997,EX
76176724,Shop and Premises,"11 Crown Street, Hebden Bridge, HX7 8EH",,10250,13/08/2013,EX
76176725,Shop and Premises,"4 Crown Street, Hebden Bridge, HX7 8EH",Moor Moves Ltd,11000,01/04/2010,SBR
76176726,Site Of Atm And Premises,"Atm Site (Note Machine), 4 Crown Street, Hebden Bridge, HX7 8EH",Notemachine Uk Ltd,5900,01/04/2010,SBR
76180700,Tennis Courts,"Dale View, Mytholmroyd, Hebden Bridge, HX7 5DU",,640,01/04/1990,SBR
76180701,Bowling Green and Premises,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",,840,01/04/2015,SBR
76192700,Shop and Premises,"Highgate Farm Shop, Heptonstall, Hebden Bridge, HX7 7PF",,870,01/04/1990,MVR
76196088,Offices and Premises,"88 Elphaborough Close, Mytholmroyd, Hebden Bridge, HX7 5JY",Places For People,2425,01/01/2006,MCR
76196700,Community Centre And Premises,"Elphaborough Close, Mytholmroyd, Hebden Bridge, HX7 5JY",Places For People,1275,01/04/1990,MCR
76212701,Land Used For Storage and Premises,"Adj Crown Works, Foster Lane, Hebden Bridge, HX7 8JX",Victoria Road Garage (Hebden Bridge) Ltd,2025,01/04/1990,SBR
76212702,Garage And Premises,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",Victoria Road Garage (Hebden Bridge) Ltd,6800,01/04/1990,SBR
76212703,Garage And Premises,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX",,2550,01/04/2003,EX
76220003,Shop and Premises,"3 Garden Street, Hebden Bridge, HX7 8AQ",,5100,02/01/2011,SBR
76220700,Car Park and Premises,"Garden Street, Hebden Bridge, HX7 8AQ",Calderdale Mbc,4500,01/04/1990,SBR
76220702,Offices And Premises,"1ST & 2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",,4550,01/11/2012,SBR
76224700,Launderette And Premises,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,3250,14/12/2015,SBR
76224705,Garage And Premises,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,3250,01/04/1990,SBR
76224707,Store And Premises,"Back George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,1525,01/11/2006,
76224709,Workshop And Premises,"Unit 1, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,4850,01/07/2007,SBR
76224710,Workshop And Premises,"Unit 2, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,1950,01/02/2014,SBR
76224711,Workshop And Premises,"Unit 3, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",A Big Store.Com,4650,01/09/2004,SBR
76224712,Workshop And Premises,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",Matthew Sheard & Sons Ltd,2000,01/04/2016,EX
76236701,Workshop And Premises,"Grange Yard, Mytholmroyd, Hebden Bridge, HX7 5LL",,1925,01/04/1990,SBR
76240706,Advertising Right And Premises,"Adv Rt Bus Shltr  07020151, Adj Stoney Lane, Halifax Road, Charlestown          HX7 6PL",Clear Channel (Uk) Ltd,150,16/09/2009,SBR
76240707,Advertising Right And Premises,"Whiteley Garage, Whiteley Arches, Halifax Road, Hebden Bridge        HX7 5NX",Primesight Ltd,240,07/07/2011,SBR
76242701,Offices and Premises,"The Hatcheries, Hall Bank Lane, Mytholmroyd, Hebden Bridge       HX7 5HQ",Sweet & Maxwell Ltd,195000,01/09/1997,
76242702,Communication Station and Premises,"Gr 40172 425510, Top Land Country Business Pk, Mytholmroyd, Hebden Bridge        HX7 5RU",Vodafone Ltd,5600,01/01/1998,SBR
76244005,Shop and Premises,"5 Hangingroyd Lane, Hebden Bridge, HX7 7BX",,2700,05/12/2013,SBR
76244704,Club and Premises,"Lodge Rooms, Hangingroyd Lane, Hebden Bridge, HX7 7DD",Lodge Of Prince Frederick 307,4950,01/04/1990,SBR
76244707,Garage And Premises,"Star Garage, Townson Works, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,9000,01/04/1990,SBR
76244708,Health Centre and Premises,"Health Centre, Hangingroyd Lane, Hebden Bridge, HX7 7DD",South West Yorkshire Partnership Nhs Foundation Trust,24750,01/04/2010,
76244709,Restaurant and Premises,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",,20500,21/10/2010,
76244710,Clinic And Premises,"1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",Setbray Properties Ltd,2375,01/08/2015,EX
76244712,Offices and Premises,"Suites 1 & 4,2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",Setbray Properties Ltd,9700,01/04/2016,SBR
76244716,Offices and Premises,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,2800,01/08/2015,SBR
76244719,Offices and Premises,"Hangingroyd Lane, Hebden Bridge, HX7 7DD",South West Yorkshire Partnership Nhs Foundation Trust,17500,01/04/2010,SBR
76244722,Offices and Premises,"Suite 5, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",Growth Into Awareness (2014) Ltd,5900,17/07/2014,SBR
76244723,Offices and Premises,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",Down2Earth Centre Ltd,6800,17/07/2014,SBR
76244725,Offices and Premises,"Suite 3 2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,2375,04/12/2014,SBR
76244726,Offices and Premises,"Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",Setbray Properties Ltd,6100,01/08/2012,ER
76244732,Offices And Premises,"Office 3 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,1150,01/08/2014,SBR
76244733,Offices And Premises,"Office 2 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,1125,01/12/2012,SBR
76244734,Offices And Premises,"Office 1 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",Hannah Nunn Ltd,4850,01/12/2012,SBR
76244735,Offices And Premises,"Office At Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",Yorkshire Office Services Ltd,3050,01/12/2012,SBR
76244736,Workshop And Premises,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",Lambert Print And Design Ltd,6800,01/12/2012,SBR
76248700,Hostel And Premises,"Hebden Hey, Hardcastle Crags, Hebden Bridge, HX7 7AW",,16500,01/04/1990,DCR MCR
76248701,Visitor Centre and Premises,"Gibson Mill, Hardcastle Crags, Hebden Bridge, HX7 7AW",The National Trust,5600,01/09/2005,MCR
76252006,Shop and Premises,"6 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,1875,12/02/2016,SBR
76252017,Shop And Premises,"17 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,1800,12/01/2016,EX
76252770,Warehouse And Premises,"Unit 22, Moderna Business Park, Burnley Road, Hebden Bridge        HX7 5QQ",,8000,17/10/2013,SBR
76252775,Playgym and Premises,"17D & 17E, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",Upsy Daisys Ltd,19500,01/12/2014,
76252776,Advertising Right And Premises,"Adv Rt 0702 0153 Bus Shelter, O/S White Lee Gardens, Burnley Road, Mytholmroyd          HX7 5PD",Clear Channel (Uk) Ltd,240,12/10/2010,SBR
76252779,Warehouse And Premises,"Unit 14A & 14B, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",G B Air Control Ltd,16750,02/07/2012,SBR
76252780,Land Used For Storage And Premises,"Store Adj The Old Exchange, Burnley Road, Mytholmroyd, HX7 5PD",,9400,01/10/2010,SBR
76252781,Workshop And Premises,"Units 7 & 10, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Myford Ltd,6400,01/05/2013,SBR
76252786,Workshop And Premises,"Unit 20, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",Moderna Business Park Ltd,10000,01/02/2016,EX
76252787,Workshop And Premises,"Unit 21, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",,7600,13/02/2012,SBR
76252788,Warehouse And Premises,"1 Sandown House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Nobilia [G.B] Ltd,29750,01/09/2012,
76252789,Warehouse And Premises,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",,2275,01/10/2012,EX
76252790,Workshop And Premises,"Unit 3, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",Specialist Woodworking Ltd,17250,01/10/2013,SBR
76252791,Workshop And Premises,"Unit 4, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",Sabring Ltd,19500,01/10/2012,
76252792,Warehouse And Premises,"Unit 3B, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",,2475,01/10/2012,EX
76252794,Showroom And Premises,"Unit 2-3, Caldene Busines Park, Burnley Road, Mytholmroyd          HX7 5QJ",,15250,31/10/2012,SBR
76252795,Workshop And Premises,"Unit 8C, Topland Country Business Pk, Burnley Road, Mytholmroyd          HX7 5RU",Striped Shark Ltd,2500,01/03/2014,SBR
76252798,Workshop And Premises,"Units 5-7A, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QG",A D Plastic Solutions Ltd,39750,01/09/2012,
76252799,Warehouse And Premises,"Unit 14C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Wattlid Ltd,10250,01/09/2015,ER
76252800,Warehouse And Premises,"Units 18C, 18D & 18E, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Nobilia [G.B] Ltd,24500,01/09/2015,
76252801,Site Of Atm And Premises,"Atm Site, Sainsbury's Supermarket, Burnley Road, Mytholmroyd          HX7 5LH",Sainsbury's Bank Plc,3750,01/04/2010,SBR
76252806,Site Of Atm And Premises,"Atm Site At Utd Co-Op, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5AD",Co-Operative Group Ltd,5900,01/04/2010,SBR
76252807,Shop and Premises,"United Co-Operatives, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5AD",Co-Operative Group Ltd,9800,01/04/2010,SBR
76252809,Workshop And Premises,"Unit 2E, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",Nimbo Ltd,8200,01/04/2013,SBR
76252812,Store And Premises,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",Martin Knowles Electrical Ltd,1350,01/12/2014,SBR
76252816,Warehouse And Premises,"Units 8-9, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",Damika Ltd,42500,01/06/2011,
76252817,Warehouse And Premises,"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Wattlid Ltd,15250,01/09/2015,ER
76252818,Warehouse And Premises,"Unit 1 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Dw Utility Services Ltd,19500,12/03/2015,
76252819,Warehouse And Premises,"12A Moderna Business Park, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",,9700,01/06/2015,SBR
76252821,Store And Premises,"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Scruffy Uk Ltd,4250,01/04/2016,SBR
76252822,Warehouse And Premises,"Unit 2A Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Urban Cottage Industries Ltd,34000,01/06/2014,
76252823,Warehouse And Premises,"Unit 12B & 12C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Wattlid Ltd,16000,01/09/2015,ER
76252824,Restaurant And Premises,"13-15 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,5100,19/05/2015,SBR
76252825,Workshop And Premises,"Unit 4-6, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Sgl Carbon Fibers Ltd,12750,02/01/2013,SBR
76256009,Self Catering Holiday Unit And Premises,"9 Hebble End, Hebden Bridge, HX7 6HJ",,1500,26/03/2012,
76256702,Warehouse And Premises,"Canal Works, Hebble End, Hebden Bridge, HX7 6HJ",,4300,01/04/1990,SBR
76256705,Workshop And Premises,"Units 17 & 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,1875,06/05/2016,SBR
76256706,Workshop And Premises,"Unit 2a Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,445,16/03/2016,EX
76256707,Workshop And Premises,"Unit 2b Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,370,01/10/2013,SBR
76256708,Workshop And Premises,"Unit 4 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HG",Millcraft Associates,1050,06/04/2016,EX
76256709,Workshop And Premises,"Unit 5 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,1100,03/09/2013,SBR
76256710,Workshop And Premises,"Unit 6 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,1700,01/02/2008,SBR
76256712,Workshop And Premises,"Unit 7 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,710,06/05/2016,EX
76256713,Workshop And Premises,"Unit 9 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,1200,01/07/2014,SBR
76256716,Workshop And Premises,"Unit 13 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,840,01/04/2016,EX
76256719,Millshop And Premises,"Unit 16, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",Millcraft Associates,1500,01/03/2016,EX
76256721,Workshop And Premises,"Unit 12, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,1350,02/02/2008,SBR
76256722,Store And Premises,"Unit 19 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,730,01/04/2005,
76256724,Workshop And Premises,"Unit 21a Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,1525,08/03/2016,EX
76256726,Workshop And Premises,"Units 22 & 22a, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,2050,01/04/1997,SBR
76256728,Workshop And Premises,"Unit 8 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,1200,01/07/2014,SBR
76256731,Store And Premises,"Basement Unit 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",,430,17/09/2005,EX
76256732,Store And Premises,"Unit 21b, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,1150,01/05/2014,EX
76256734,Store And Premises,"Unit 20 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,600,01/06/2004,
76256735,Millshop And Premises,"Unit 14 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,750,01/08/2015,SBR
76256736,Store And Premises,"Unit 10 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,385,01/05/2015,SBR
76256761,Offices And Premises,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,2650,01/08/2015,SBR
76256762,Offices And Premises,"Unit 2C Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,420,01/08/2012,SBR
76256763,Offices And Premises,"Unit 2D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,280,01/01/2012,SBR
76256764,Offices And Premises,"Unit 2B Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,3350,01/10/2015,SBR
76256768,Workshop And Premises,"The Garage, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",,3850,01/12/2011,SBR
76256773,Offices And Premises,"1C Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",Calderdale Liberal Democrats,1000,24/01/2011,SBR
76256776,Store And Premises,"Unit 1B Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,440,01/04/2012,SBR
76256779,Offices And Premises,"Unit 1F Beehive Mills, Hebble End, Hebden Bridge, HX7 6JH",,520,01/07/2015,SBR
76256780,Warehouse And Premises,"Unit 1E, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",,1700,07/04/2015,SBR
76256782,Workshop And Premises,"Unit 3A-3D, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",,2600,01/11/2011,SBR
76256783,Store &  Premises,"Unit 11 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Millcraft Associates,1025,20/07/2014,EX
76256784,Showroom And Premises,"Unit 1A Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,3350,01/07/2014,SBR
76256785,Warehouse And Premises,"Unit 1B Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",Bridge Rectifier Ltd,3150,01/05/2015,SBR
76256786,Offices And Premises,"1ST Floor Unit 4, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",Lancaster Consultancy Hr Ltd,1800,01/08/2014,SBR
