ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (�),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,23/12/2016,774.46,RESIDENTIAL LONG TERM,V001077907
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,23/12/2016,651.26,NURSING LONG TERM,V001077908
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001077909
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,DENTAK CARE AND SERVICES LIMITED,23/12/2016,859.52,NURSING LONG TERM,V001077910
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,ELDERCARE HALIFAX LTD,23/12/2016,1238.6,RESIDENTIAL LONG TERM,V001077911
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,23/12/2016,2100,RESIDENTIAL LONG TERM,V001077912
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,572.3,RESIDENTIAL LONG TERM,V001077913
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001077915
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077916
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001077917
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077918
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,23/12/2016,549.58,NURSING LONG TERM,V001077920
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001077921
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,524.64,RESIDENTIAL LONG TERM,V001077922
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,23/12/2016,663.34,RESIDENTIAL LONG TERM,V001077923
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,WESTVALE HOUSE,23/12/2016,726.6,NURSING LONG TERM,V001077924
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,-608.12,RESIDENTIAL LONG TERM,V001077926
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,-608.12,RESIDENTIAL LONG TERM,V001077927
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,533.3,NURSING LONG TERM,V001077928
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077929
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001077930
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,23/12/2016,523.46,RESIDENTIAL LONG TERM,V001077931
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077932
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,588.04,RESIDENTIAL LONG TERM,V001077933
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001077934
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,23/12/2016,1831.2,NURSING LONG TERM,V001077935
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,585.02,RESIDENTIAL LONG TERM,V001077936
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,551.6,RESIDENTIAL LONG TERM,V001077937
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,23/12/2016,529.52,RESIDENTIAL LONG TERM,V001077938
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,23/12/2016,529.52,RESIDENTIAL LONG TERM,V001077939
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,23/12/2016,512.3,RESIDENTIAL LONG TERM,V001077940
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,LEIGHTON HOUSE RETIREMENT HOME LIMITED,23/12/2016,590.5,RESIDENTIAL LONG TERM,V001077941
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,23/12/2016,859.52,NURSING LONG TERM,V001077942
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,NURSING LONG TERM,V001077943
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077944
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,23/12/2016,540.52,RESIDENTIAL LONG TERM,V001077945
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,23/12/2016,557.14,RESIDENTIAL LONG TERM,V001077946
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077947
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,528.02,RESIDENTIAL LONG TERM,V001077949
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,528.02,RESIDENTIAL LONG TERM,V001077950
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,23/12/2016,573.4,RESIDENTIAL LONG TERM,V001077951
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,23/12/2016,566.16,RESIDENTIAL LONG TERM,V001077954
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,610.12,NURSING LONG TERM,V001077955
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,884.7,RESIDENTIAL LONG TERM,V001077956
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,23/12/2016,970,RESIDENTIAL LONG TERM,V001077957
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077958
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077959
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001077960
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,23/12/2016,514.94,RESIDENTIAL LONG TERM,V001077962
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,598.12,NURSING LONG TERM,V001077964
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,598.12,NURSING LONG TERM,V001077965
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,23/12/2016,565.44,RESIDENTIAL LONG TERM,V001077966
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,859.52,NURSING LONG TERM,V001077967
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HANDSALE LTD,23/12/2016,850,NURSING LONG TERM,V001077981
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HC ONE,23/12/2016,2400,RESIDENTIAL LONG TERM,V001077983
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,592.22,RESIDENTIAL LONG TERM,V001077984
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077985
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,23/12/2016,580.98,RESIDENTIAL LONG TERM,V001077986
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077987
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,23/12/2016,1633.84,RESIDENTIAL LONG TERM,V001077988
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077989
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,23/12/2016,637.3,RESIDENTIAL LONG TERM,V001077991
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,23/12/2016,900,RESIDENTIAL LONG TERM,V001077992
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,593.3,RESIDENTIAL LONG TERM,V001077993
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,23/12/2016,598.12,NURSING LONG TERM,V001077994
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001077995
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,558.78,RESIDENTIAL LONG TERM,V001077996
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,23/12/2016,571.08,RESIDENTIAL LONG TERM,V001077997
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,736.8,NURSING LONG TERM,V001077998
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,736.8,NURSING LONG TERM,V001077999
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,23/12/2016,557.4,RESIDENTIAL LONG TERM,V001078000
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,23/12/2016,582.12,RESIDENTIAL LONG TERM,V001078001
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,23/12/2016,592.12,RESIDENTIAL LONG TERM,V001078003
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,23/12/2016,1550.5,RESIDENTIAL LONG TERM,V001078005
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,23/12/2016,1550.5,RESIDENTIAL LONG TERM,V001078006
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,23/12/2016,569.98,RESIDENTIAL LONG TERM,V001078007
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,TURNING POINT,23/12/2016,910,RESIDENTIAL LONG TERM,V001078008
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,23/12/2016,2319,RESIDENTIAL LONG TERM,V001078009
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,23/12/2016,554.2,RESIDENTIAL LONG TERM,V001078010
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,610.12,RESIDENTIAL LONG TERM,V001078011
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,610.12,RESIDENTIAL LONG TERM,V001078012
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078013
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078014
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,659.22,RESIDENTIAL LONG TERM,V001078015
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,23/12/2016,659.22,RESIDENTIAL LONG TERM,V001078016
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,614.12,NURSING LONG TERM,V001078017
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,23/12/2016,1049.3,RESIDENTIAL LONG TERM,V001078018
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,529.5,RESIDENTIAL LONG TERM,V001078020
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078021
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,23/12/2016,610.98,RESIDENTIAL LONG TERM,V001078022
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,23/12/2016,552.26,RESIDENTIAL LONG TERM,V001078023
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,599.36,RESIDENTIAL LONG TERM,V001078024
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,23/12/2016,542.56,RESIDENTIAL LONG TERM,V001078025
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,23/12/2016,510.84,RESIDENTIAL LONG TERM,V001078026
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,23/12/2016,900.04,RESIDENTIAL LONG TERM,V001078027
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,23/12/2016,900.04,RESIDENTIAL LONG TERM,V001078028
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,506.34,RESIDENTIAL LONG TERM,V001078029
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001078030
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,DENTAK CARE AND SERVICES LIMITED,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001078031
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078032
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,23/12/2016,2470.02,RESIDENTIAL LONG TERM,V001078033
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078034
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,23/12/2016,563.98,RESIDENTIAL LONG TERM,V001078035
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,23/12/2016,563.98,RESIDENTIAL LONG TERM,V001078036
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,529.1,RESIDENTIAL LONG TERM,V001078038
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BOROUGH CARE,23/12/2016,521.68,RESIDENTIAL LONG TERM,V001078040
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,23/12/2016,629.36,RESIDENTIAL LONG TERM,V001078041
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078042
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078043
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,23/12/2016,1433,RESIDENTIAL LONG TERM,V001078044
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001078045
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,23/12/2016,884.7,RESIDENTIAL LONG TERM,V001078046
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,NURSING LONG TERM,V001078047
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078048
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,543.8,RESIDENTIAL LONG TERM,V001078050
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001078051
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,23/12/2016,578.1,RESIDENTIAL LONG TERM,V001078052
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,884.7,RESIDENTIAL LONG TERM,V001078053
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078054
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,23/12/2016,859.52,RESIDENTIAL LONG TERM,V001078055
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,631.3,RESIDENTIAL LONG TERM,V001078057
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,23/12/2016,596.06,NURSING LONG TERM,V001078058
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001078059
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,WHITWORTH CARE TRUST,23/12/2016,802.48,RESIDENTIAL LONG TERM,V001078060
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,23/12/2016,523.72,RESIDENTIAL LONG TERM,V001078061
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001078063
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,23/12/2016,847.7,RESIDENTIAL LONG TERM,V001078064
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,23/12/2016,1741.2,RESIDENTIAL LONG TERM,V001078065
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,23/12/2016,1741.2,RESIDENTIAL LONG TERM,V001078066
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,23/12/2016,585.9,NURSING LONG TERM,V001078067
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,23/12/2016,566.04,RESIDENTIAL LONG TERM,V001078073
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001078074
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,23/12/2016,510.4,RESIDENTIAL LONG TERM,V001078075
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,23/12/2016,578.76,RESIDENTIAL LONG TERM,V001078076
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,23/12/2016,511.94,RESIDENTIAL LONG TERM,V001078078
ROCHDALE BOROUGH COUNCIL,23/12/2016,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,23/12/2016,547.72,RESIDENTIAL LONG TERM,V001078079
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,23/12/2016,623.3,RESIDENTIAL LONG TERM,V001078080
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,23/12/2016,566.34,RESIDENTIAL LONG TERM,V001078081
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078082
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078083
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,23/12/2016,597.98,RESIDENTIAL LONG TERM,V001078084
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,23/12/2016,500.42,RESIDENTIAL LONG TERM,V001078085
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,23/12/2016,598.12,RESIDENTIAL LONG TERM,V001078086
ROCHDALE BOROUGH COUNCIL,23/12/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,23/12/2016,547.56,RESIDENTIAL LONG TERM,V001078087
