PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_XMPT_PKG.GET_RELIEFS_AS
78068757,Market Stall And Premises,"Market Stalls 33/34, Market Hall, Brook Street, Todmorden           OL14 5AJ",,3400,01/06/2016,SBR
78068758,Market Stall And Premises,"8-9 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3900,01/01/2016,SBR
78068759,Market Stall And Premises,"10 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1600,01/01/2016,SBR
78072002,Store And Premises,"2 Brunswick Street, Todmorden, OL14 6TQ",Jack Parker,1375,01/04/1990,SBR
78072004,Store And Premises,"4 Brunswick Street, Todmorden, OL14 6TQ",J W Parker And Son Ltd,1375,01/04/1990,SBR
78072700,Warehouse And Premises,"Brunswick Street, Todmorden, OL14 6TQ",Jack Parker,3650,01/04/1990,SBR
78076015,Shop and Premises,"15 Burnley Road, Todmorden, OL14 7BU",,7300,01/04/1990,SBR
78076021,Shop and Premises,"21 Burnley Road, Todmorden, OL14 7BU",,3200,01/12/2015,SBR
78076023,Office and Premises,"23 Burnley Road, Todmorden, OL14 7BU",,5400,28/03/1991,SBR
78076024,Cafe and Premises,"24 Burnley Road, Todmorden, OL14 5EZ",,3550,22/05/2010,SBR
78076026,Shop and Premises,"26 Burnley Road, Todmorden, OL14 5EZ",Saker Vegetarian Foods Ltd,3450,01/09/2016,SBR
78076027,Shop and Premises,"27 Burnley Road, Todmorden, OL14 7BU",Rspca Rochdale And District Branch,3650,01/12/2010,MCR
78076028,Shop and Premises,"28 Burnley Road, Todmorden, OL14 5EZ",Saker Vegetarian Foods Ltd,2650,18/08/2012,SBR
78076030,Shop and Premises,"30 Burnley Road, Todmorden, OL14 5EZ",,4200,13/03/2017,SBR
78076035,Shop and Premises,"35 Burnley Road, Todmorden, OL14 7BU",,1825,18/06/2014,SBR
78076036,Shop and Premises,"36 Burnley Road, Todmorden, OL14 5EZ",,1200,29/05/2005,SBR
78076037,Shop and Premises,"37 Burnley Road, Todmorden, OL14 7BU",,5200,05/09/2015,SBR
78076038,Launderette And Premises,"38 Burnley Road, Todmorden, OL14 5EZ",,2900,05/04/2003,SBR
78076041,Surgery And Premises,"41 Burnley Road, Todmorden, OL14 7BU",Cvs (Uk) Ltd,8600,23/09/2013,SBR
78076046,Shop and Premises,"46 Burnley Road, Todmorden, OL14 5EZ",,2150,21/03/2008,SBR
78076050,Shop and Premises,"50 Burnley Road, Todmorden, OL14 5EY",,2300,25/10/2004,SBR
78076052,Shop and Premises,"52 Burnley Road, Todmorden, OL14 5EY",,2900,16/03/2012,SBR
78076054,Shop and Premises,"54 Burnley Road, Todmorden, OL14 5EY",,3850,01/04/2009,SBR
78076058,Shop and Premises,"58 Burnley Road, Todmorden, OL14 5EY",,3500,21/10/1996,SBR
78076060,Shop and Premises,"60 Burnley Road, Todmorden, OL14 5EY",,3400,01/12/2014,SBR
78076065,Shop and Premises,"65 Burnley Road, Todmorden, OL14 7BS",,3500,01/07/2014,SBR
78076069,Shop and Premises,"69 Burnley Road, Todmorden, OL14 7BS",,2550,16/11/2014,SBR
78076072,Cafe and Premises,"72 Burnley Road, Todmorden, OL14 5HX",,6900,21/12/2015,ER
78076073,Shop and Premises,"73 Burnley Road, Todmorden, OL14 7BS",,2450,25/10/2011,SBR
78076075,Shop and Premises,"75 Burnley Road, Todmorden, OL14 7BS",,2650,09/03/2009,SBR
78076077,Shop and Premises,"77 Burnley Road, Todmorden, OL14 7BS",,3300,14/05/2014,SBR
78076218,Advertising Right and Premises,"218 Burnley Road, Todmorden, OL14 8EA",J C Decaux Uk Ltd,315,01/04/1994,SBR
78076284,Advertising Right and Premises,"Advertising Right On, Bus Shelter 19892 Front Of, 284 Burnley Road, Todmorden           OL14 8EW",Clear Channel (Uk) Ltd,450,07/04/2008,SBR
78076501,Warehouse And Premises,"Unit 7B Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,2550,16/10/2014,SBR
78076503,Offices and Premises,"Cab Part 1ST Floor, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Citizens Advice Bureau,4400,01/04/2010,DCR MCR
78076504,Offices and Premises,"Tod'N Town Council PT1ST Flr, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,2900,01/04/2010,SBR
78076507,Office,"PH2K, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Wellbeing,820,06/03/2017,
78076512,Offices and Premises,"Cmbc, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,80500,01/07/2014,
78076513,College And Premises,"Calder College Pt Grd Fl, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,16500,01/07/2014,SBR
78076514,Childrens Centre And Premises,"Children's Centre, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Halifax Opportunities Trust,10250,01/07/2014,DCR MCR
78076516,Shop and Premises,"17/19 Burnley Road, Todmorden, OL14 7BU",,7500,15/01/2017,ER
78076518,Workshop And Premises,"The Barn First Floor, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,2750,01/09/2016,SBR
78076688,Workshop And Premises,"688 Burnley Road, Todmorden, OL14 8JU",,860,07/01/2005,SBR
78076705,Sports Ground And Premises,"Centre Vale, Burnley Road, Todmorden, OL14 7BS",,15000,01/04/1990,SBR
78076706,Factory and Premises,"Frostholme Mill, Burnley Road, Todmorden, OL14 7EE",Nathan Furniture Ltd (In Administration),99500,26/10/2013,
78076707,Car Park and Premises,"Adj Hare & Hounds Inn, Burnley Road, Todmorden, OL14 8EA",Daniel Thwaites Plc,5000,02/10/2015,SBR
78076708,Car Park,"Off Knotts Road, Todmorden, OL14 8JQ",,1650,01/04/2011,SBR
78076711,Warehouse And Premises,"Lydgate Brewery, Burnley Road, Todmorden, OL14 8HQ",,4850,01/04/1990,SBR
78076715,Workshop And Premises,"Naylor Mill, Todmorden, OL14 8HJ",,3100,01/04/1990,SBR
78076719,Warehouse And Premises,"Riley Street Mill, Burnley Road, Todmorden, OL14 7DR",Stephenson Animal Feeds Ltd,23500,07/12/2010,SBR
78076720,Warehouse And Premises,"361 Burnley Road, Todmorden, OL14 7DH",Safespaces (Cornhome) Ltd,10500,06/05/2011,SBR
78076722,Workshop And Premises,"Robinwood Brewery, Burnley Road, Todmorden, OL14 8EX",,6800,12/04/2013,SBR
78076723,Store And Premises,"Unit 5 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,830,01/04/2005,SBR
78076728,Public House and Premises,"Roebuck Inn, Burnley Road, Todmorden, OL14 8PY",,4300,11/03/1995,SBR
78076729,Hotel And Premises,"Scaitcliffe Hall, Burnley Road, Todmorden, OL14 7DQ",,44000,01/12/1998,EX
78076732,Shop and Premises,"Sunny Bank House, Burnley Road, Todmorden, OL14 8LF",,1175,29/05/1990,MVR
78076733,Bus Station And Premises,"Todmorden Bus Station, Burnley Road, Todmorden, OL14 5DJ",,26500,01/04/1990,SBR
78076734,School and Premises,"Todmorden Ce J & I School, Burnley Road, Todmorden, OL14 7BS",Todmorden Ce (Va) Junior & Infant School,31750,01/04/1999,MCR
78076737,Workshop And Premises,"Unit 1, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,8600,01/04/2004,SBR
78076738,Workshop And Premises,"Unit 1A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",C.D.R Supply Co Ltd,4350,01/10/2005,SBR
78076739,Store And Premises,"Unit 1B, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",,3000,01/06/2013,SBR
78076740,Workshop And Premises,"Unit 1C, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",,3000,01/03/2016,SBR
78076741,Workshop And Premises,"Unit 1D, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",S & S Site Services Ltd,3450,01/03/2012,SBR
78076742,Workshop And Premises,"Unit 2A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",,7200,08/09/2002,SBR
78076743,Workshop And Premises,"Unit 2B, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",Saker Vegetarian Foods Ltd,6900,01/04/1990,SBR
78076747,Restaurant and Premises,"Unit 8, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,6800,31/07/2015,SBR
78076754,Public House and Premises,"The Polished Knob, 31 Burnley Road, Todmorden, OL14 7BU",,32000,27/06/2010,SBR
78076755,Community Centre And Premises,"32 Burnley Road, Todmorden, OL14 5EZ",Developing Initiatives For Support In The Community Ltd,4300,23/12/2014,MCR
78076756,Public House and Premises,"House That Jack Built Inn, 122 Burnley Road, Todmorden, OL14 5JT",Foras Bar Ltd,8000,29/10/2015,SBR
78076757,Shop and Premises,"218 Burnley Road, Todmorden, OL14 8EA",,2950,13/02/2015,SBR
78076759,Public House and Premises,"Staff Of Life Inn, 550 Burnley Road, Todmorden, OL14 8JF",,23500,01/04/2011,SBR
78076760,Shop and Premises,"714 Burnley Road, Todmorden, OL14 8LF",,3200,01/11/2016,SBR
78076761,Workshop And Premises,"716 Burnley Road, Todmorden, OL14 8LF",,2600,01/04/1990,SBR
78076763,Shop and Premises,"741 Burnley Road, Todmorden, OL14 8LF",,2225,01/04/2013,SBR
78076767,Public House and Premises,"Waggon & Horses Inn, 752 Burnley Road, Todmorden, OL14 8LF",,3600,01/04/1998,MVR
78076768,Shop and Premises,"759 Burnley Road, Todmorden, OL14 8LF",,2125,24/06/2015,SBR
78076772,Workshop And Premises,"801 Burnley Road, Todmorden, OL14 7EF",,2325,01/04/1990,SBR
78076773,Public House and Premises,"Glen View Inn, 853 Burnley Road, Todmorden, OL14 7EW",,12750,01/04/1990,SBR
78076776,Shop and Premises,"872 Burnley Road, Todmorden, OL14 8PJ",,2050,01/03/2016,SBR
78076777,Shop and Premises,"900 Burnley Road, Todmorden, OL14 8PJ",,3600,19/01/2017,
78076781,Office and Premises,"9 Burnley Road, Todmorden, OL14 7BU",,3850,01/11/2010,SBR
78076785,Post Office And Premises,"342/344 Burnley Road, Todmorden, OL14 8EX",,2650,10/09/2013,MVR
78076789,Store And Premises,"R/0 739 Burnley Road, Todmorden, OL14 8LF",,820,01/04/1993,SBR
78076790,Workshop And Premises,"R/O 745 Burnley Road, Todmorden, OL14 8LF",,1850,01/01/2008,SBR
78076791,Car Park and Premises,"S/0 752 Burnley Road, Todmorden, OL14 8LF",Nathan Furniture Ltd (In Administration),5500,26/10/2013,SBR
78076795,Police Station And Premises,"Todmorden Police Station, Burnley Road, Todmorden, OL14 5EY",West Yorks Police Authority,22750,01/04/2001,SBR
78076796,Guest House And Premises,"Lindores, Burnley Road, Todmorden, OL14 5EX",,6500,01/09/2013,SBR
78076799,Warehouse And Premises,"Unit 7C Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,3650,11/08/2014,SBR
78076805,Workshop And Premises,"Unit 7 Lineholme Mill, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",Storymagic Ltd,3950,23/03/2012,SBR
78076806,Shop and Premises,"48 Burnley Road, Todmorden, OL14 5EY",,2350,08/04/2014,SBR
78076807,Store And Premises,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",Westfield Properties Ltd,560,01/05/2009,EX
78076813,Offices and Premises,"Unit 7d Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,890,01/04/2011,SBR
78076814,Workshop And Premises,"Unit 6, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,2700,01/04/2004,SBR
78076817,Shop and Premises,"56 Patmos, Burnley Road, Todmorden, OL14 5EY",,3550,23/03/2006,SBR
78076827,Workshop And Premises,"Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,12000,01/04/2001,SBR
78076829,Office and Premises,"11 Burnley Road, Todmorden, OL14 7BU",,3750,29/10/2001,DCR MCR
78076830,Shop and Premises,"42/44 Burnley Road, Todmorden, OL14 5EZ",,4700,14/06/2008,SBR
78076831,Hairdressing Salon and Premises,"757 Burnley Road, Todmorden, OL14 8LF",,1525,01/04/2004,SBR
78076832,Public Conveniences(Part Exempt)& Premises,"Public Convenience, Brook Street, Todmorden, OL14 5DS",Chief Environmental Health Officer,3400,01/04/2003,SBR
78076840,Workshop And Premises,"Unit 4 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,970,01/09/2006,SBR
78076848,Workshop And Premises,"Unit 7A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,4550,01/08/2011,SBR
78076849,Workshop And Premises,"Unit 7B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",Ian Heyworth Building Contractors Ltd,2000,01/05/2007,SBR
78076850,Store And Premises,"Unit 7C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",Howarth Bros Ltd,2000,01/08/2007,SBR
78076851,Workshop And Premises,"Unit 7D Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2000,01/04/2006,SBR
78076852,Store And Premises,"Unit 3 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,1100,01/04/2014,SBR
78076860,Store And Premises,"Unit 1 Tower Block, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,2750,13/06/2007,SBR
78076864,Workshop And Premises,"Unit 25 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,5400,01/04/2012,SBR
78076867,Advertising Right and Premises,"Advertising Right On, Bus Shelter 19895 Glen View, Burnley Road, Todmorden           OL14 8ER",Clear Channel (Uk) Ltd,450,10/04/2008,SBR
78076872,Workshop And Premises,"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,3450,22/09/2016,SBR
78076873,Store And Premises,"Unit 26 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,4050,01/06/2011,SBR
78076875,Store And Premises,"Unit 8C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2400,01/04/2016,SBR
78076879,Shop and Premises,"39 Burnley Road, Todmorden, OL14 7BU",,5700,21/03/2012,SBR
78076880,Workshop And Premises,"Unit 8A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2250,01/09/2008,SBR
78076881,Store And Premises,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2850,01/09/2008,SBR
78076882,Warehouse And Premises,"Unit 2 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,1875,01/07/2010,SBR
78076883,Warehouse And Premises,"Unit 9A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",Friendly Soap Ltd,1175,15/06/2010,SBR
78076884,Warehouse And Premises,"Unit 9 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2750,14/05/2016,SBR
78076885,Store And Premises,"Unit 23 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,1300,01/03/2010,SBR
78076887,Store And Premises,"Robinwood Country Store, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",Stephenson Animal Feeds Ltd,28750,06/12/2010,SBR
78076888,Workshop And Premises,"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,2125,14/06/2016,SBR
78076889,Workshop And Premises,"Unit 5, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,1800,25/10/2013,SBR
78076890,Workshop And Premises,"Unit 20 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,7000,19/08/2011,SBR
78076891,Store And Premises,"Unit 20A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,3300,19/08/2011,SBR
78076897,Land Used For Storage and Premises,"Stubley Lane Works, Burnley Road, Todmorden, OL14 7EF",Burnley Road Ltd,3550,11/02/2014,EX
78076898,Shop and Premises,"388 Burnley Road, Todmorden, OL14 8EX",,6100,01/07/2014,SBR
78080703,Warehouse And Premises,"The Bus Garage, Burnt Acre Lane, Eastwood, Todmorden           OL14 6EH",Tlc Travel Ltd,16250,12/12/2013,SBR
78084701,Cafe and Premises,"Calder Street, Todmorden, OL14 5AQ",,6500,31/05/2011,SBR
78092701,Store And Premises,"Carr Road, Todmorden, OL14 7ER",,1975,01/04/1990,SBR
78096700,Workshop And Premises,"Cinderhill Joinery Works, Castle Street, Todmorden, OL14 5SR",,4150,01/04/1990,SBR
78100701,Car Park and Premises,"Car Park Adj Sandholme, Sawmill,  Key Sike Lane, Todmorden, OL14 5RF",Tayfield Investments Ltd,1400,20/09/2014,EX
78104701,Factory and Premises,"Copperashouse Mill, Copperashouse Terrace, Todmorden, OL14 7PU",Copras Chemical Co Ltd,7500,01/04/1990,SBR
78116002,Shop and Premises,"2 Dale Street, Todmorden, OL14 5PX",,2225,01/05/2014,SBR
78116004,Shop and Premises,"4 Dale Street, Todmorden, OL14 5PX",,1950,08/07/2016,SBR
78116023,Offices and Premises,"23 Dale Street, Todmorden, OL14 5PX",Singletrack Media Ltd,2400,27/06/2015,EX
78116038,Offices and Premises,"36 Dale Street, Todmorden, OL14 5PX",Go Far Enterprises Ltd,11250,19/06/2007,SBR
78120700,Car Park and Premises,"Dalton Street, Todmorden, OL14 5HJ",Calderdale Mbc,5200,01/04/1990,SBR
78120703,Garage And Premises,"Dalton Street, Todmorden, OL14 5HJ",,2175,01/04/1990,SBR
78120708,Store And Premises,"Unit 5 Hope Mill, Raglan Street, Todmorden, OL14 5HJ",G & S Motors Ltd,6100,01/11/2013,SBR
78120709,Workshop And Premises,"Hope Mills, Dalton Street, Todmorden, OL14 5HJ",Richard Coupe Ltd,2275,01/06/2014,SBR
78124700,Factory and Premises,"Dean Royd Works, Deanroyd Road, Todmorden, OL14 6TT",J R Hall Ltd,14000,01/04/2014,SBR
78124701,Land Used For Storage and Premises,"Land Adj Light Bank Lock, Deanroyd Road, Walsden, Todmorden           OL14 6TT",Incredible Edible Growing Ltd,4800,01/06/2013,SBR
78128701,Garage And Premises,"Off Der Street, Todmorden, OL14 5QT",,2450,01/04/2015,SBR
78128702,Factory and Premises,"Der Street Mill, Der Street, Todmorden, OL14 5QT",N R Components Ltd,43500,28/08/2015,SBR
78128703,Warehouse And Premises,"Cycle Factory, Der Street Mill, Der Street, Todmorden           OL14 5QT",,2100,28/08/2015,SBR
78144700,Educational Camping Barn And Premises,"Height Gate Farm, Dyke Lane, Eastwood, Todmorden           OL14 6EL",,3000,01/04/2000,MCR
78152704,School and Premises,"Todmorden High School, Ewood Lane, Todmorden, OL14 7DG",Todmorden High School,152000,01/04/1996,
78152706,Offices and Premises,"Old School House, Ewood Lane, Todmorden, OL14 7DD",The Fielden Centre Association,3550,01/11/2008,MCR
78152709,Community Centre And Premises,"Fielden Centre, Ewood Lane, Todmorden, OL14 7DD",,4700,01/06/2001,DCR MCR
78152716,Physiotherapy Room,"Physio Area B, Todmorden Sports Centre, Ewood Lane, Todmorden           OL14 7DF",,770,01/06/2015,SBR
78152717,Physiotherapy Room,"Physio Area A, Todmorden Sports Centre, Ewood Lane, Todmorden           OL14 7DF",,2400,01/06/2015,SBR
78152718,Leisure Centre And Premises,"Todmorden Sports Centre, Ewood Lane, Todmorden, OL14 7DF",Calderdale Mbc,166000,18/09/2015,
78156700,School and Premises,"Ferney Lee Primary School, Ferney Lee Road, Todmorden, OL14 5NR",Chairman Of The Board Of Governors,28750,01/04/1996,SBR
78160700,Public House and Premises,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ",Golden Snow Ltd,19500,01/03/2017,SBR
78164700,Garage And Premises,"Crescent Mill, Rochdale Road, Todmorden, OL14 7LR",A & J Motors (Todmorden) Ltd,6800,01/02/1999,SBR
78164701,Workshop And Premises,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",,5400,01/08/2015,SBR
78164702,Workshop And Premises,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",,3400,01/04/1990,SBR
78164709,Workshop And Premises,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",,4200,19/03/2001,SBR
78176700,Workshop And Premises,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",,1750,17/09/2005,EX
78176702,Workshop And Premises,"Dancroft & Bridge Mills, Gauxholme Fold, Todmorden, OL14 7PW",Steeltech Kinetix (Northern) Ltd,12750,01/10/2015,SBR
78176703,Workshop And Premises,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",,4150,25/11/1996,SBR
78176704,Workshop And Premises,"Bridge Mill, Gauxholme Fold, Todmorden, OL14 7PW",Longcroft Engineering Ltd,21250,01/01/2010,SBR
78176706,Workshop And Premises,"Unit 6, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 7PW",,2275,01/04/1997,SBR
78176707,Warehouse And Premises,"Unit 1, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 7PW",Sweepwise Ltd,6500,01/04/1999,SBR
78176712,Workshop And Premises,"Unit 2, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",,2950,24/02/2011,SBR
78176713,Workshop And Premises,"Unit 7, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",,2700,15/09/2012,SBR
78176714,Store And Premises,"Unit 8, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",,2150,23/01/2012,SBR
78176716,Warehouse And Premises,"Unit  3, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",Techwise Engineering Ltd,2950,06/04/2011,SBR
78176717,Warehouse And Premises,"Units 4 & 5, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",,4550,01/07/2016,SBR
78188700,School and Premises,"Cornholme J & I School, Greenfield Terrace, Todmorden, OL14 8PL",Cornholme J & I School,25000,01/04/1996,SBR
78192001,Shop and Premises,"1 Halifax Road, Todmorden, OL14 5AG",William Hill Organization Ltd,14000,15/01/2004,SBR
78192005,Shop and Premises,"5 Halifax Road, Todmorden, OL14 5AG",,6000,14/03/1997,SBR
78192006,Bank And Premises,"6 Halifax Road, Todmorden, OL14 5AD",Clydesdale Bank Plc,17500,01/04/1990,SBR
78192007,Shop and Premises,"7 Halifax Road, Todmorden, OL14 5AG",,8100,04/11/2015,SBR
78192008,Bank And Premises,"8 Halifax Road, Todmorden, OL14 5AD",Tsb Bank Plc,10500,01/04/2013,SBR
78192009,Shop and Premises,"9 Halifax Road, Todmorden, OL14 5AG",Mannings Bakery Ltd,5600,08/04/2016,SBR
78192010,Shop and Premises,"10 Halifax Road, Todmorden, OL14 5AD",Age Uk,9500,01/07/2006,MCR
