LIABILITY_TYPE,RATEPAYER,Property Address,Billing Address,PROPREF,2010 Rating list value,Rates Payable,LIABILITY_START
I,,"Unit 3, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA","Lower Heights Cottage, Cullingworth, Bradford, BD13 5JD",78192740,890,419.19,23/06/2012
C,Halifax Opportunities Trust,"Off 5 2ND Flr W Grove Mill, The E W Innovation Ctr, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242802,8300,3909.3,28/09/2012
I,,"Part 1st Floor, Mount Pleasant House, Midgley Road, Mytholmroyd         HX7 5LR","Wyngarth, Nest Lane, Mytholmroyd, Hebden Bridge, HX7 5AZ",76372704,325,153.07,01/02/2013
I,,"The Yard Studio, Mount Pleasant Mill, Midgley Road, Mytholmroyd         HX7 5LR","Wyngarth, Nest Lane, Mytholmroyd, Hebden Bridge, HX7 5AZ",76444718,1000,471,01/02/2013
I,,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR","Wyngarth, Nest Lane, Mytholmroyd, Hebden Bridge, HX7 5AZ",76444706,1925,906.68,01/02/2013
C,Hebden Bridge Community Association,"Basement, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500732,2300,1083.3,20/08/2012
I,,"111 Bramston Street, Brighouse, HD6 3AQ",,29088111,2325,1095.07,11/01/2013
C,Dean Clough Foundation,"Office Suite D32, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D182, Dean Clough, Halifax, HX3 5AX",64788831,2650,1248.15,01/03/2013
C,Dean Clough Ltd,"Office Suite D 261, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788847,6600,3108.6,21/07/2012
C,Calderdale Mbc Childrens & Young Peoples Services,"Community Centre, Burnsall Road, Rastrick, Brighouse           HD6 3JT","Northgate House [Finance Sec], Northgate, Halifax, HX1 1UN",29116700,5500,2590.5,14/12/2011
I,,"Unit 3, Atlas Mill Industrial Estate, Atlas Mill Road, Brighouse            HD6 1ES","Atlas Mill Motors, Atlas Mill Road, Brighouse, HD6 1ES",29032726,1250,588.75,01/10/2011
I,,"305 Gibbet Street, Halifax, HX1 4JX","2 Crabtree Street, Halifax, HX1 4JZ",65164305,1850,1577.46,01/04/2012
C,Warmco Space Heating Ltd,"Unit 3A, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420738,1400,659.4,01/03/2012
I,,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ","Winter Cottage, 94 Rochdale Road, Ripponden, HX6 4LF",29052717,2250,1059.75,01/04/2012
I,,"Part Ground & Lower Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ","Winter Cottage, 94 Rochdale Road, Ripponden, HX6 4LF",29052719,11000,5181,01/04/2012
I,,"9 Martin House, Martin Street, Brighouse, HD6 1DA","457 Wakefield Road, Dalton, Huddersfield, HD5 8DA",29408707,1825,859.58,02/06/2012
C,Bizspace Ltd,"Unit 16D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628837,1675,788.93,01/01/2012
C,The Hive [Halifax] Ltd,"Workspace Unit 19, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","Unit 15, Hanson Lane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",65264741,3200,1507.2,01/04/2013
I,,"59 Hanson Lane, Halifax, HX1 5NX","25 Hampden Place, Halifax, HX1 5LT",65264757,2075,977.33,15/12/2012
I,,"R/O 7-10 Town Hall Buildings, Elland, HX5 0EU","926 Stockport Road, Manchester, M19 3AB",56236704,4150,1954.65,15/11/2011
C,W W Leese [Hx] Ltd,"Unit 5 Lower Brea, Leeds Road, Halifax, HX3 7AQ","Lower Brear, Leeds Road, Stump Cross, Halifax, HX3 7AQ",65612719,2025,953.77,02/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A4, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360755,680,320.28,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A2, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360757,1975,930.23,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A8, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360758,3900,1836.9,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A3, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360759,3250,1530.75,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A5, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360760,3600,1695.6,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A1, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360756,1500,706.5,30/01/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A7, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360753,2250,1059.75,30/01/2013
C,Hebden Bridge Community Association,"Unit 31 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500726,3150,1483.65,01/02/2013
C,C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A6, West Parade, Halifax              HX1 2EQ","Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",69360754,2250,1059.75,30/01/2013
C,Kino & Co,"Office Hm 3.8, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344954,1100,173.17,30/11/2013
I,,"Land At, Hipperholme Works, Halifax Road, Hipperholme          HX3 8BS","Knowle Cottage, Knowle Road, Kirkheaton, Huddersfield, HD5 0DW",65936709,8300,3909.3,29/09/2012
C,Trustees Of Whiteleys Engineering,"Unit 4, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",77412736,2325,1095.08,01/08/2010
I,,"31 Harrison Road, Halifax, HX1 2AF","Upper Saltonstall, Saltonstall Lane, Wainstalls, Halifax, HX2 7TR",65276029,10750,5063.25,01/06/2012
C,O & C Management Services Ltd,"16 Horton Street, Halifax, HX1 1PU","9 Harrison Road, Halifax, HX1 2AF",65388702,2800,1098.4,01/06/2013
C,Brogan Business Parks Ltd,"Unit B11, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ","C/O C D P Ltd, Huddersfield Road, Elland, HX5 9BW",64448794,2350,830.9,01/07/2013
C,Calderdale Mbc Community Services,"3 The Colonnade, Piece Hall, Halifax, HX1 1RE","Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",68252780,2500,1177.5,01/06/2012
C,Setbray Properties Ltd,"Unit 16 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76560733,1575,741.83,01/05/2012
C,Homes & Communities Agency,"8 King Cross Street, Halifax, HX1 2SH","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65520006,6300,2967.3,01/04/2012
C,Homes & Communities Agency,"Crown Works, Hopwood Lane, Halifax, HX1 5HW","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65364703,2225,1047.98,01/04/2012
C,Homes & Communities Agency,"Part First Floor, 25B Union Street, Halifax, HX1 1PR","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",69144710,6000,2826,01/04/2012
C,Homes & Communities Agency,"2ND Floor, 25B Union Street, Halifax, HX1 1PR","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",69144709,1550,730.05,01/04/2012
C,Homes & Communities Agency,"Crown Works, Hopwood Lane, Halifax, HX1 5HW","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65364701,2550,1201.05,01/04/2012
C,Homes & Communities Agency,"Part First Floor, 25B Union Street, Halifax, HX1 1PR","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",69144711,6700,3155.7,01/04/2012
C,Homes & Communities Agency,"Crown Works, Hopwood Lane, Halifax, HX1 5HW","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65364702,1125,529.88,01/04/2012
I,,"Pellon Community Centre, Church Lane, Mount Pellon, Halifax             HX2 0JG","53 Rhodes Street, Halifax, HX1 5DE",64564701,7700,3626.7,15/06/2012
C,Kino & Co,"Office H M 3.7, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344847,1100,518.1,30/06/2012
C,Calderdale Mbc,"55/56 Arcade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252782,5000,2355,01/07/2012
C,Homes & Communities Agency,"Part Ground Floor, 8 King Cross Street, Halifax, HX1 2SH","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65520730,2600,1224.6,27/09/2011
C,Homes & Communities Agency,"First Floor, 6 King Cross Street, Halifax, HX1 2SH","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",65520734,2100,989.1,01/04/2012
C,Bizspace Ltd,"Unit 10F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628841,970,456.87,01/07/2012
C,Global Commercial Investments Ltd,"Rear Part Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH","Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",65364754,7700,3626.7,01/06/2012
C,Assn Of Islamic Charitable Projects,"Raven Street Centre, 7 Raven Street, Halifax, HX1 4NB","Sunniyy Centre, Francis Street, Halifax, HX1 5JY",68340703,12000,5652,06/07/2012
I,,"Stores, Portland Place, Halifax, HX1 2QN","Portland Place, Halifax, HX1 2JQ",68272707,2025,953.78,27/06/2012
C,Calderdale Mbc,"54 Arcade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252769,1650,777.15,01/04/2013
C,Setbray Properties Ltd,"Unit 1 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76560718,1375,415.19,10/08/2013
C,Setbray Properties Ltd,"Unit 2 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76560719,1375,415.19,10/08/2013
C,Bizspace Ltd,"Unit 5A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628852,6300,1975.49,01/08/2013
I,,"Sports & Social Club, Bedford Street, Halifax, HX1 5DL","8 Canal Road, Riddlesden, Keighley, BD20 5AP",64188704,10750,3370.88,01/08/2013
I,,"Unit 4a Ripponden Mill, Mill Fold Lane, Ripponden, HX6 4AJ","Pitts Farm, Cragg Vale, Hebden Bridge, HX7 5TX",77348736,2850,945.17,18/07/2013
I,,"Baxter Lane Works, Northowram, Halifax, HX3 7EF","Raggalds Farm, Brighouse & Denholmegate Road, Queensbury, BD13 1NA",64180700,5300,2496.3,12/02/2013
C,B W Sipp Trustees Limited,"Front Bay 6 Rosemount Works, Huddersfield Road, Elland, HX5 0EE","C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW",56132815,3500,821.99,01/10/2013
I,,"Telecommunications Mast, Site Ref HD0009 N Vale Mills, Bradford Road, Brighouse            HD6 4DJ","North Vale Mills, Bailiff Bridge, Brighouse, HD6 4DJ",29080753,8400,3956.4,02/10/2009
C,J & G Ainley (Tow Bars) Ltd,"Telecommunications Mast 3G, Site HX0001 Eastfield Mills, Belmont Street, Halifax              HX3 6AT","Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",64236717,5600,2637.6,09/12/2009
C,Admiral Taverns Ltd,"Robin Hood Inn, 16 Wakefield Road, Brighouse, HD6 1PE","Suite H 3, Steam Mill Business Centre, Steam Mill Street, Chester, CH3 5AN",29608716,4400,987.94,09/10/2013
I,,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS","The Acers, Step Lane, Sowerby Bridge, HX6 2JH",77648744,1775,696.3,01/06/2013
I,,"Unit 8 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS","The Acers, Step Lane, Sowerby Bridge, HX6 2JH",77648745,2250,882.64,01/06/2013
C,Frank Marshall Estates Ltd,"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN",29084705,8000,1249.12,01/12/2013
C,Calderdale Mbc,"17 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252755,2375,1118.63,19/07/2012
C,Pennine Housing 2000 Ltd,"91 Turner Avenue South, Illingworth, Halifax, HX2 8EF","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",69116091,2400,1130.4,28/07/2012
I,"R.S.P.C.A. Halifax, Huddersfield","Ground Floor, 14 Bridge Gate, Hebden Bridge, HX7 8EX","And  District Branch, The Rspca Animal Shelter, Wade Street, Halifax, HX1 1SN",76060713,10250,4827.75,02/09/2012
I,,"2 Crown Yard, Southgate, Elland, HX5 0DQ","1 Mawson Place, Barkisland, Halifax, HX4 0BL",56224701,3050,1436.55,26/03/2012
I,,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ","The Coach House, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452720,900,139.36,02/12/2013
C,Thornber Chicks Ltd,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN",76160784,2325,652.75,01/11/2013
C,Pennine Housing 2000 Ltd,"Ground Floor, Hebble Court, Dodge Holme Close, Mixenden","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",65308700,5800,1137.62,31/10/2013
C,Bizspace Ltd,"Unit 16E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628791,1250,293.57,01/10/2013
I,,"Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PJ","Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PJ",29608759,9100,786.76,24/01/2014
C,Royds Properties Ltd,"Unit 5(1)&5(11) The Old Mill, Wellington Mills, Quebec Street, Elland               HX5 9AS","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196763,10250,1190.4,01/01/2014
C,Thornber Chicks Ltd,"Unit 6B1, Topland Country Bus. Pk, Cragg Road, Hebden Bridge        HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN",76156731,1400,549.19,01/06/2013
C,Halifax Opportunities Trust,"Office 21 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242748,3100,120.01,02/03/2014
C,Bizspace Ltd,"Unit 8C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628746,3100,124.01,01/03/2014
I,,"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ","The Coach House, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452737,1075,337.09,01/08/2013
C,John Henderson (Uk) Ltd,"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ","The Coach House, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452736,1050,121.94,01/01/2014
C,Calderdale Mbc Markets Manager,"Market Stall 68, Market Hall, Borough Market, Halifax             HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288737,2800,426.35,04/12/2013
C,Adhan Property Consultants Ltd,"Unit 1, Salford Industrial Estate, Salford, Todmorden           OL14 7LF","Park Bank House, 1st Floor, 52a Preston New Road, Blackburn, BB2 6AH",78408702,2950,1389.45,29/09/2012
C,Dean Clough Ltd,"Unit BMG/A1, Dean Clough Industrial Park, Halifax, HX3 5WP","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788793,3200,1139.69,29/06/2013
C,Bizspace Ltd,"Unit 10b, Calderdale Business Park, Club Lane, Halifax             HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628748,930,438.03,01/09/2011
C,Kino & Co,"Office H M 2.7, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344878,810,381.51,01/04/2012
I,,"Dog & Partridge, Sourhall Road, Todmorden, OL14 7JA","33 Pexwood Road, Todmorden, OL14 7JA",78352704,9900,4662.9,07/09/2012
C,Halifax Opportunities Trust,"Workspace Unit 17, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",65264740,5600,2637.6,02/06/2012
I,,"Palladium Buildings, 165 King Cross Road, Halifax, HX1 3LN","Unit 1G South Mill, White Rose Mill, Holdsworth Road, Halifax, HX6 6SN",65516713,2200,1036.2,29/05/2012
C,Colt Enterprise (Calderdale) Ltd,"Unit 6I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Vacant Space Management, Silbury Court West, 352-390 Silbury Boulevard, Milton Keynes, MK9 2AF",64628822,2650,1248.15,01/08/2012
C,Colt Enterprise (Calderdale) Ltd,"Unit 6J, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Vacant Space Management, Silbury Court West, 352-390 Silbury Boulevard, Milton Keynes, MK9 2AF",64628823,2650,1248.15,01/08/2012
C,Mmt Scheme Trsts. Dsm/Dps,"Shay Lane Works, Shay Lane, Halifax, HX3 6SF","43a New Road, Bourne End, Bucks, SL8 5BS",68536882,5200,2449.2,01/02/2012
C,Blackshaw Holdings Ltd,"Unit 32 Birkby House, Birkby Lane, Brighouse, HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29056720,1350,635.85,18/09/2012
C,Keswickton Securities Ltd,"Unit 2 Brow Mills Ind Estate, Brighouse Road, Hipperholme, Halifax              HX3 8EF","Unit 12, Brow Mills Industrial Estate, Brighouse Road, Hipperholme, HX3 8DD",64376742,6300,2967.3,07/12/2012
I,"R.S.P.C.A. Halifax, Huddersfield","6 Regent Parade, Wharf Street, Sowerby Bridge, HX6 2EH","And  District Branch, The Rspca Animal Shelter, Wade Street, Halifax, HX1 1SN",77444006,5800,2731.8,01/09/2012
C,Calderdale Mbc Childrens & Young Peoples Services,"Stubb Playing Fields, Mytholmroyd, Hebden Bridge, HX7 5AP","Northgate House [Finance Sec], Northgate, Halifax, HX1 1UN",76452700,1275,600.53,08/11/2012
C,Gallyville Ltd,"11 Southgate House, Southgate, Halifax, HX1 1DE","7 Brantwood Road, Salford, Manchester, M7 4EN",68656011,9800,4615.8,01/04/2012
C,Bizspace Ltd,"Unit 10D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628848,770,362.67,12/12/2012
C,Given Rhymes Limited,"Unit 1, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT","C/O Ryden Llp, Park House, Park Square West, Leeds, LS1 2PW",64242784,10500,4945.5,20/12/2012
C,Given Rhymes Limited,"Unit 1A, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT","C/O Ryden Llp, Park House, Park Square West, Leeds, LS1 2PW",64242783,5700,2684.7,20/12/2012
I,,"Unit 1, Hollins Mill Lane, Sowerby Bridge, HX6 2QG","Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276704,1725,812.47,01/01/2013
C,Given Rhymes Limited,"Unit 10, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT","C/O Ryden Llp, Park House, Park Square West, Leeds, LS1 2PW",64242782,3150,1483.65,20/12/2012
C,Binns & Sons (Greetland) Ltd,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",64873705,2750,1295.25,17/10/2012
C,Warmco Space Heating Ltd,"4TH Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",56212765,2700,1271.7,01/04/2012
C,Y C P D (Shaw Lodge) Limited (In Administration),"Office F3 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526756,6000,2826,01/10/2012
C,Hebden Bridge Community Association,"Committee Room 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500737,5300,2496.3,20/08/2012
I,,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD","Tresillian, Stubbing Drive, Hebden Bridge, HX7 6LR",76252789,2275,1071.53,01/10/2012
I,,"Unit 3B, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD","Tresillian, Stubbing Drive, Hebden Bridge, HX7 6LR",76252792,2475,1165.73,01/10/2012
C,Hebden Bridge Arts Festival Ltd,"Unit 2 Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Unit 2 Ground Floor, Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500706,1450,682.95,01/11/2012
