ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032242
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032243
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,1265.52,PERSONAL BUDGETS - MANAGED,V001032244
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032246
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,966.48,PERSONAL BUDGETS - MANAGED,V001032247
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,29/07/2016,990,PERSONAL BUDGETS - MANAGED,V001032248
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1196.24,NURSING LONG TERM,V001032249
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,967.44,RESIDENTIAL LONG TERM,V001032251
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,BEECH HOUSE,29/07/2016,859.52,RESIDENTIAL LONG TERM,V001032252
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FIDELITY RESIDENTIAL LIMITED,29/07/2016,901.52,RESIDENTIAL LONG TERM,V001032253
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,29/07/2016,928.12,NURSING LONG TERM,V001032254
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,29/07/2016,3264.8,RESIDENTIAL LONG TERM,V001032255
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,29/07/2016,598.12,RESIDENTIAL LONG TERM,V001032256
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,29/07/2016,1469.2,RESIDENTIAL LONG TERM,V001032257
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,29/07/2016,598.12,RESIDENTIAL LONG TERM,V001032258
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,29/07/2016,2434.44,PERSONAL BUDGETS - MANAGED,V001032259
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032260
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,29/07/2016,594,PERSONAL BUDGETS - MANAGED,V001032261
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1082.16,NURSING LONG TERM,V001032262
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1196.24,NURSING LONG TERM,V001032263
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1060.2,RESIDENTIAL LONG TERM,V001032264
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY,29/07/2016,697.2,PERSONAL BUDGETS - MANAGED,V001032265
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1719.04,RESIDENTIAL LONG TERM,V001032266
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032267
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,29/07/2016,996,PERSONAL BUDGETS - MANAGED,V001032268
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,29/07/2016,600.12,RESIDENTIAL LONG TERM,V001032269
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY,29/07/2016,1743,PERSONAL BUDGETS - MANAGED,V001032270
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,29/07/2016,680,PERSONAL BUDGETS - MANAGED,V001032271
ROCHDALE BOROUGH COUNCIL,28/07/2016,LEARNING DIS & MENTAL HEALTH,EZITRACKER,28/07/2016,5267.61,SOFTWARE,V001032273
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1244.88,RESIDENTIAL LONG TERM,V001032274
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY,29/07/2016,-544.24,PERSONAL BUDGETS - MANAGED,V001032277
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032278
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,29/07/2016,572.7,PERSONAL BUDGETS - MANAGED,V001032279
ROCHDALE BOROUGH COUNCIL,28/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,ACORN RECOVERY PROJECTS,28/07/2016,2078.57,CONTRACTED SERVICES,V001032280
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,29/07/2016,837.2,RESIDENTIAL LONG TERM,V001032281
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,29/07/2016,762,PERSONAL BUDGETS - MANAGED,V001032282
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,29/07/2016,1196.24,NURSING LONG TERM,V001032284
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,29/07/2016,587.02,RESIDENTIAL LONG TERM,V001032285
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,29/07/2016,1254.4,NURSING LONG TERM,V001032286
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,29/07/2016,1494,PERSONAL BUDGETS - MANAGED,V001032287
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1409.6,NURSING LONG TERM,V001032289
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,29/07/2016,846.6,PERSONAL BUDGETS - MANAGED,V001032290
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032291
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,29/07/2016,1105.44,RESIDENTIAL LONG TERM,V001032292
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,29/07/2016,1604.96,NURSING LONG TERM,V001032293
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,29/07/2016,1719.04,RESIDENTIAL LONG TERM,V001032294
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,29/07/2016,859.52,RESIDENTIAL LONG TERM,V001032295
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,BARCHESTER HEALTHCARE HOMES LTD,29/07/2016,1465.2,NURSING LONG TERM,V001032296
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,598.12,NURSING LONG TERM,V001032297
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,29/07/2016,3000,RESIDENTIAL LONG TERM,V001032298
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,29/07/2016,3000,RESIDENTIAL LONG TERM,V001032299
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1192.24,NURSING LONG TERM,V001032300
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.2,PERSONAL BUDGETS - MANAGED,V001032301
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,VESTA CARE LTD,29/07/2016,768,PERSONAL BUDGETS - MANAGED,V001032302
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,29/07/2016,763.64,RESIDENTIAL LONG TERM,V001032305
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,859.52,NURSING LONG TERM,V001032306
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,29/07/2016,1399.08,PERSONAL BUDGETS - MANAGED,V001032307
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,AVERY HOMES MOSTON LIMITED,29/07/2016,1604.96,RESIDENTIAL LONG TERM,V001032309
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LILY CARE LIMITED,29/07/2016,1719.04,RESIDENTIAL LONG TERM,V001032316
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,29/07/2016,598.12,RESIDENTIAL LONG TERM,V001032317
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1196.24,NURSING LONG TERM,V001032318
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032319
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,MERIDIAN HEALTHCARE LTD,29/07/2016,1848,RESIDENTIAL LONG TERM,V001032320
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032321
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1210.6,RESIDENTIAL LONG TERM,V001032323
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1191.28,NURSING LONG TERM,V001032325
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032326
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1078.6,RESIDENTIAL LONG TERM,V001032327
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1181.24,RESIDENTIAL LONG TERM,V001032328
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,608,PERSONAL BUDGETS - MANAGED,V001032329
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032333
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032334
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,29/07/2016,1228.24,RESIDENTIAL LONG TERM,V001032335
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,770.56,RESIDENTIAL LONG TERM,V001032336
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,WOODLANDS RESIDENTIAL CARE HOME LTD,29/07/2016,2036,RESIDENTIAL LONG TERM,V001032337
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,1045.68,PERSONAL BUDGETS - MANAGED,V001032338
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032339
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1166.04,NURSING LONG TERM,V001032340
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,THORNCLIFFE GRANGE NH,29/07/2016,809.52,RESIDENTIAL LONG TERM,V001032341
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1202.16,RESIDENTIAL LONG TERM,V001032343
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,29/07/2016,5546.52,RESIDENTIAL LONG TERM,V001032344
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1719.04,RESIDENTIAL LONG TERM,V001032345
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,29/07/2016,536.76,RESIDENTIAL LONG TERM,V001032346
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,608,PERSONAL BUDGETS - MANAGED,V001032347
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032348
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,-1166.92,NURSING LONG TERM,V001032349
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,-1166.92,NURSING LONG TERM,V001032350
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,1166.92,NURSING LONG TERM,V001032351
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,1166.92,NURSING LONG TERM,V001032352
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,1166.92,NURSING LONG TERM,V001032353
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,29/07/2016,1166.92,NURSING LONG TERM,V001032354
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1394.8,NURSING LONG TERM,V001032356
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,29/07/2016,522,PERSONAL BUDGETS - MANAGED,V001032358
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,29/07/2016,1662.4,NURSING LONG TERM,V001032359
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032360
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,606.12,RESIDENTIAL LONG TERM,V001032361
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,29/07/2016,4007.4,RESIDENTIAL LONG TERM,V001032363
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,29/07/2016,598.12,RESIDENTIAL LONG TERM,V001032364
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032365
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032366
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1394.8,NURSING LONG TERM,V001032368
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032369
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1191.92,RESIDENTIAL LONG TERM,V001032370
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,29/07/2016,1289.28,PERSONAL BUDGETS - MANAGED,V001032372
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032374
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,537.4,PERSONAL BUDGETS - MANAGED,V001032375
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,29/07/2016,1040,PERSONAL BUDGETS - MANAGED,V001032376
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,29/07/2016,990,PERSONAL BUDGETS - MANAGED,V001032377
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032378
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032379
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,-982.63,RESIDENTIAL LONG TERM,V001032380
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,29/07/2016,812,PERSONAL BUDGETS - MANAGED,V001032381
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,29/07/2016,3643.64,PERSONAL BUDGETS - MANAGED,V001032382
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,TURNING POINT BIRCHWOOD,29/07/2016,958.12,RESIDENTIAL LONG TERM,V001032383
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,29/07/2016,612,PERSONAL BUDGETS - MANAGED,V001032384
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,29/07/2016,680,PERSONAL BUDGETS - MANAGED,V001032385
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,29/07/2016,-695.83,RESIDENTIAL LONG TERM,V001032387
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,760,PERSONAL BUDGETS - MANAGED,V001032388
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,29/07/2016,1196.24,NURSING LONG TERM,V001032389
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,UNITY HOMES LTD,29/07/2016,926.13,NURSING LONG TERM,V001032390
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,UNITY HOMES LTD,29/07/2016,1234.84,NURSING LONG TERM,V001032391
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,29/07/2016,1112.6,RESIDENTIAL LONG TERM,V001032393
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,DOVE CARE LTD,29/07/2016,1840,RESIDENTIAL LONG TERM,V001032395
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,-760,PERSONAL BUDGETS - MANAGED,V001032396
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,-760,PERSONAL BUDGETS - MANAGED,V001032397
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,29/07/2016,613.94,PERSONAL BUDGETS - MANAGED,V001032398
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,29/07/2016,675.34,PERSONAL BUDGETS - MANAGED,V001032399
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032400
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,29/07/2016,1232.68,RESIDENTIAL LONG TERM,V001032401
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,A S CARE SOLUTIONS,29/07/2016,5800,RESIDENTIAL LONG TERM,V001032403
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,29/07/2016,3205.6,RESIDENTIAL LONG TERM,V001032405
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,1429,NURSING LONG TERM,V001032406
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,LEYTON HEALTHCARE NO 12 LIMITED,29/07/2016,1128.12,RESIDENTIAL LONG TERM,V001032407
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,849.24,PERSONAL BUDGETS - MANAGED,V001032408
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/07/2016,1318.04,PERSONAL BUDGETS - MANAGED,V001032409
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,1196.24,RESIDENTIAL LONG TERM,V001032410
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,29/07/2016,1291.68,PERSONAL BUDGETS - MANAGED,V001032411
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,-746.91,NURSING LONG TERM,V001032412
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,29/07/2016,-909.28,NURSING LONG TERM,V001032413
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,CHADDERTON TOTAL CARE UNIT LTD,29/07/2016,1291.76,RESIDENTIAL LONG TERM,V001032414
ROCHDALE BOROUGH COUNCIL,29/07/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,29/07/2016,672,PERSONAL BUDGETS - MANAGED,V001032415
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,29/07/2016,1719.04,NURSING LONG TERM,V001032416
ROCHDALE BOROUGH COUNCIL,29/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,29/07/2016,501.43,RESIDENTIAL LONG TERM,V001032417
