Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,27/02/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,ECONOMY AND ENVIRONMENT,STRATEGIC PLANNING,"£2,274.00"
Rochdale BC,11/02/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,ECONOMY AND ENVIRONMENT,RETROFIT,£893.53
Rochdale BC,06/02/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,ECONOMY AND ENVIRONMENT,RR HEALTHIER CHIP SHOP SCHEME,"£1,134.66"
Rochdale BC,10/02/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,"£1,041.25"
Rochdale BC,10/02/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,"£1,041.25"
Rochdale BC,19/02/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,£699.12
Rochdale BC,24/02/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,"£1,041.25"
Rochdale BC,13/02/2014,TUGHANS SOLICTORS,Legal Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£1,250,000.00"
Rochdale BC,17/02/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£749.40
Rochdale BC,21/02/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£750.00
Rochdale BC,25/02/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£2,525.40"
Rochdale BC,05/02/2014,TYNETEC LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£6,413.93"
Rochdale BC,24/02/2014,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£526.00
Rochdale BC,26/02/2014,UNITED FLAG & FLAGSTAFFS LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,HEYWOOD TOWNSHIP FUNDS - PROJECTS,£720.00
Rochdale BC,04/02/2014,UNITED UTILITIES ELECTRICITY SERVICES,Utilities,PROPERTY AND HIGHWAYS,Winter Maintenance,"£3,116.59"
Rochdale BC,17/02/2014,UNITED UTILITIES PLC,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£609.96
Rochdale BC,17/02/2014,UNITED UTILITIES PLC,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£914.94
Rochdale BC,17/02/2014,UNITED UTILITIES PLC,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£607.50
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£14,707.56"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,"£1,431.78"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLING GREENS,£848.46
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,£566.85
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,CASTLETON COMMUNITY CENTRE,£761.71
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,£584.19
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,FIRGROVE PLAYING FIELDS,£603.28
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,LITTLEBOROUGH CAMPUS,"£7,357.01"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,PROPERTY AND HIGHWAYS,MANAGEMENT OF PROPERTIES,"£1,988.43"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE,"£1,284.41"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,£601.04
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,RONALD GORTON CENTRE,"£1,117.75"
Rochdale BC,12/02/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,WHITWORTH ROAD,"£1,868.50"
Rochdale BC,07/02/2014,UPDATA INFRASTRUCTURE UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£1,260.00"
Rochdale BC,07/02/2014,UPDATA INFRASTRUCTURE UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,379.81"
Rochdale BC,07/02/2014,UPDATA INFRASTRUCTURE UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,127.21"
Rochdale BC,07/02/2014,UPDATA INFRASTRUCTURE UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,593.15"
Rochdale BC,26/02/2014,URBAN VISION PARTNERSHIP LTD,Consultancy,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,"£7,960.00"
Rochdale BC,01/02/2014,VALE PARK DEMOLITION,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BALDERSTONE CHANGING PAVILLION - DEM 316,£565.55
Rochdale BC,11/02/2014,VALE PARK DEMOLITION,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HILLTOP DEMOLITION,"£1,641.97"
Rochdale BC,07/02/2014,VENN GROUP LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,PROPERTY SECTION,"£1,070.24"
Rochdale BC,07/02/2014,VENN GROUP LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,PROPERTY SECTION,£881.37
Rochdale BC,11/02/2014,VETERANS IN COMMUNITIES,Financial Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£2,265.00"
Rochdale BC,04/02/2014,WAI YIN CHINESE WOMEN SOCIETY,Financial Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£900.00
Rochdale BC,27/02/2014,WARDLEWORTH COMMUNITY CENTRE ASSOCIATION,Financial Services,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,"£1,000.00"
Rochdale BC,11/02/2014,WENDYS,Unclassifiable,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale BC,04/02/2014,WHITWORTH AMATEUR MUSICAL & DRAMATIC SOCIETY,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITIES & ENGAGEMENT PRIORITY FUND,"£2,000.00"
Rochdale BC,04/02/2014,WHITWORTH AMATEUR MUSICAL & DRAMATIC SOCIETY,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,MEMBERS SMALL CAPITAL GRANTS,£900.00
Rochdale BC,05/02/2014,WHITWORTH VALLEY ANGLING SOCIETY,Financial Services,CUSTOMERS & CORPORATE SERVICES,MEMBERS CAPITAL FUND,"£1,000.00"
Rochdale BC,19/02/2014,WIGAN METROPOLITAN BOROUGH COUNCIL,Public Bodies,ECONOMY AND ENVIRONMENT,TRADING STANDARDS GENERAL,"£6,071.00"
Rochdale BC,04/02/2014,WILDE CONSULTING ENGINEERS,Consultancy,PROPERTY AND HIGHWAYS,BOROUGH-WIDE CODE OF PRACTICE DEV,"£5,300.00"
Rochdale BC,05/02/2014,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,"£1,143.79"
Rochdale BC,12/02/2014,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,£646.74
Rochdale BC,01/02/2014,WOMEN`S AID FEDERATION OF ENGLAND,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£750.00
Rochdale BC,07/02/2014,XN LEISURE SYSTEMS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,"£1,300.00"
Rochdale BC,27/02/2014,YOTTA LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BWIDE VAR STREETS FW/CW SURVEYS,"£2,859.50"
Rochdale BC,20/02/2014,Z IQBAL & I A CHOUDHRY,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,£581.25
