organisation id,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction ID
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1082.36,INDIVIDUAL SERVICE FUND,V000924020
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1083.68,PERSONAL BUDGETS - MANAGED,V000925452
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1104.28,INDIVIDUAL SERVICE FUND,V000924081
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1110.92,INDIVIDUAL SERVICE FUND,V000924063
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1115.76,INDIVIDUAL SERVICE FUND,V000923960
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1147.16,INDIVIDUAL SERVICE FUND,V000923983
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1151.96,INDIVIDUAL SERVICE FUND,V000924055
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1161.6,INDIVIDUAL SERVICE FUND,V000923934
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,31/07/2015,1168.4,INDIVIDUAL SERVICE FUND,V000924149
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1174.8,INDIVIDUAL SERVICE FUND,V000923897
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1174.8,INDIVIDUAL SERVICE FUND,V000923898
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1177.48,PERSONAL BUDGETS - MANAGED,V000925999
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1199.76,INDIVIDUAL SERVICE FUND,V000924002
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1200.92,PERSONAL BUDGETS - MANAGED,V000925896
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1209.32,INDIVIDUAL SERVICE FUND,V000924210
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1224.4,INDIVIDUAL SERVICE FUND,V000924042
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1240.8,INDIVIDUAL SERVICE FUND,V000924203
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1260.12,INDIVIDUAL SERVICE FUND,V000924017
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1265.52,PERSONAL BUDGETS - MANAGED,V000925557
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1267.2,INDIVIDUAL SERVICE FUND,V000924000
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1271.24,PERSONAL BUDGETS - MANAGED,V000925450
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000924028
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000924037
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000924044
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000924046
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1280.76,INDIVIDUAL SERVICE FUND,V000924050
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1303.4,PERSONAL BUDGETS - MANAGED,V000926048
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1304.64,INDIVIDUAL SERVICE FUND,V000924021
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1318.04,PERSONAL BUDGETS - MANAGED,V000925846
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1320.8,PERSONAL BUDGETS - MANAGED,V000926636
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1371.6,INDIVIDUAL SERVICE FUND,V000924023
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1404.12,INDIVIDUAL SERVICE FUND,V000924018
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1422.4,INDIVIDUAL SERVICE FUND,V000923994
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1435.36,PERSONAL BUDGETS - MANAGED,V000925498
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,31/07/2015,1460.28,INDIVIDUAL SERVICE FUND,V000924160
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1478.4,INDIVIDUAL SERVICE FUND,V000923992
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1524,INDIVIDUAL SERVICE FUND,V000923977
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1562,INDIVIDUAL SERVICE FUND,V000924150
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1585.24,INDIVIDUAL SERVICE FUND,V000924047
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1596.92,PERSONAL BUDGETS - MANAGED,V000925382
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1608,INDIVIDUAL SERVICE FUND,V000924052
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1667.52,INDIVIDUAL SERVICE FUND,V000924051
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1757.48,INDIVIDUAL SERVICE FUND,V000924036
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1922.8,INDIVIDUAL SERVICE FUND,V000924103
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1950.44,INDIVIDUAL SERVICE FUND,V000924104
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1965.96,INDIVIDUAL SERVICE FUND,V000923923
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1995.76,INDIVIDUAL SERVICE FUND,V000924003
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,31/07/2015,2059.2,INDIVIDUAL SERVICE FUND,V000924083
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2065.52,INDIVIDUAL SERVICE FUND,V000923911
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2067.96,INDIVIDUAL SERVICE FUND,V000924045
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2086.16,PERSONAL BUDGETS - MANAGED,V000925742
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2108.64,INDIVIDUAL SERVICE FUND,V000924165
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2296.52,INDIVIDUAL SERVICE FUND,V000923952
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2313.84,INDIVIDUAL SERVICE FUND,V000923926
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2446.96,INDIVIDUAL SERVICE FUND,V000924041
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2483.32,INDIVIDUAL SERVICE FUND,V000924030
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2630.64,INDIVIDUAL SERVICE FUND,V000924094
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2686.64,INDIVIDUAL SERVICE FUND,V000924111
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2692.8,INDIVIDUAL SERVICE FUND,V000923953
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2775.84,INDIVIDUAL SERVICE FUND,V000923899
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,2797.56,INDIVIDUAL SERVICE FUND,V000924059
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3113.32,INDIVIDUAL SERVICE FUND,V000924014
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3127.56,INDIVIDUAL SERVICE FUND,V000923915
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3277.44,INDIVIDUAL SERVICE FUND,V000923936
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3541.44,INDIVIDUAL SERVICE FUND,V000923904
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3581.04,INDIVIDUAL SERVICE FUND,V000924148
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3589.56,INDIVIDUAL SERVICE FUND,V000923901
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3699.84,INDIVIDUAL SERVICE FUND,V000923906
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3761.12,INDIVIDUAL SERVICE FUND,V000924084
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000923928
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000923930
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3805.44,INDIVIDUAL SERVICE FUND,V000923939
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3911.04,INDIVIDUAL SERVICE FUND,V000923902
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,3998.76,INDIVIDUAL SERVICE FUND,V000923900
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4048.16,INDIVIDUAL SERVICE FUND,V000923762
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4170.36,INDIVIDUAL SERVICE FUND,V000923955
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4236.36,INDIVIDUAL SERVICE FUND,V000923916
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4333.44,INDIVIDUAL SERVICE FUND,V000923940
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4362.32,INDIVIDUAL SERVICE FUND,V000923910
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4597.44,INDIVIDUAL SERVICE FUND,V000923912
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4666.64,INDIVIDUAL SERVICE FUND,V000923929
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4830.36,INDIVIDUAL SERVICE FUND,V000923918
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,4989.32,INDIVIDUAL SERVICE FUND,V000923917
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5193.68,INDIVIDUAL SERVICE FUND,V000924144
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5270.64,INDIVIDUAL SERVICE FUND,V000923931
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5432.48,INDIVIDUAL SERVICE FUND,V000924029
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5436.68,INDIVIDUAL SERVICE FUND,V000923937
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5798.64,INDIVIDUAL SERVICE FUND,V000923932
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,5957.04,INDIVIDUAL SERVICE FUND,V000923933
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,6098.4,INDIVIDUAL SERVICE FUND,V000924108
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,7057.08,INDIVIDUAL SERVICE FUND,V000923935
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,7074.36,INDIVIDUAL SERVICE FUND,V000923913
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,7258.32,INDIVIDUAL SERVICE FUND,V000923938
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,11640.72,INDIVIDUAL SERVICE FUND,V000923914
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,31/07/2015,762,PERSONAL BUDGETS - MANAGED,V000925612
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,31/07/2015,818.4,PERSONAL BUDGETS - MANAGED,V000925427
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,31/07/2015,1711.8,DIRECT PAYMENTS,V000924012
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,31/07/2015,1711.8,DIRECT PAYMENTS,V000924182
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,31/07/2015,1711.8,DIRECT PAYMENTS,V000924192
ROCHDALE BOROUGH COUNCIL,31/07/2015,EARLY HELP AND SCHOOLS,POSSABILITIES CIC TRADING,31/07/2015,1911.79,ACTIVITIES,V000924270
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC TRADING,31/07/2015,3155.44,SUPPORTED LIVING,V000924078
ROCHDALE BOROUGH COUNCIL,31/07/2015,EARLY HELP AND SCHOOLS,POSSABILITIES CIC TRADING,31/07/2015,6149.01,HOME CARE - CHILDRENS SERVICES,V000923289
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,-2146.64,SUPPORTED LIVING,V000924065
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,-2146.64,SUPPORTED LIVING,V000924066
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,-766.66,SUPPORTED LIVING,V000924064
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,2934.8,SUPPORTED LIVING,V000924025
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,3066.64,SUPPORTED LIVING,V000924035
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,31/07/2015,3248,SUPPORTED LIVING,V000924088
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,608,PERSONAL BUDGETS - MANAGED,V000925716
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,608,PERSONAL BUDGETS - MANAGED,V000925754
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,608,PERSONAL BUDGETS - MANAGED,V000925898
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,608,PERSONAL BUDGETS - MANAGED,V000925913
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,672,PERSONAL BUDGETS - MANAGED,V000925850
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925409
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925507
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925721
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925736
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925789
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925799
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925808
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925820
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925837
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925841
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925868
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925882
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925883
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925892
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925900
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925908
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925914
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000925975
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,760,PERSONAL BUDGETS - MANAGED,V000926622
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1033.84,PERSONAL BUDGETS - MANAGED,V000925504
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1120,PERSONAL BUDGETS - MANAGED,V000925455
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1120,PERSONAL BUDGETS - MANAGED,V000925461
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1120,PERSONAL BUDGETS - MANAGED,V000925462
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1120,PERSONAL BUDGETS - MANAGED,V000926067
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,31/07/2015,1120,PERSONAL BUDGETS - MANAGED,V000926107
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,31/07/2015,3482.4,RESIDENTIAL LONG TERM,V000926147
ROCHDALE BOROUGH COUNCIL,31/07/2015,EARLY HELP AND SCHOOLS,RAINBOW SCENT,31/07/2015,2250,ACTIVITIES,V000924263
ROCHDALE BOROUGH COUNCIL,31/07/2015,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,31/07/2015,1299.33,ACTIVITIES,V000924273
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,31/07/2015,2400,RESIDENTIAL LONG TERM,V000925332
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,31/07/2015,4800,RESIDENTIAL LONG TERM,V000925508
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,31/07/2015,5571.43,RESIDENTIAL LONG TERM,V000926007
