ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT £,PURPOSE,TRANSACTION NO
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111089
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111091
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111092
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111093
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,31/03/2017,859.52 ,NURSING LONG TERM,V001111094
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,627.30 ,RESIDENTIAL LONG TERM,V001111095
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,31/03/2017,507.38 ,RESIDENTIAL LONG TERM,V001111097
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,582.34 ,NURSING LONG TERM,V001111098
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,697.40 ,RESIDENTIAL LONG TERM,V001111099
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,31/03/2017,2520.00 ,RESIDENTIAL LONG TERM,V001111100
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,31/03/2017,2520.00 ,RESIDENTIAL LONG TERM,V001111101
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,31/03/2017,2520.00 ,RESIDENTIAL LONG TERM,V001111102
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,598.12 ,NURSING LONG TERM,V001111104
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,529.54 ,RESIDENTIAL LONG TERM,V001111105
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIDELITY RESIDENTIAL LIMITED,31/03/2017,541.08 ,RESIDENTIAL LONG TERM,V001111106
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,539.86 ,RESIDENTIAL LONG TERM,V001111107
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,31/03/2017,600.12 ,RESIDENTIAL LONG TERM,V001111108
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,31/03/2017,576.18 ,RESIDENTIAL LONG TERM,V001111113
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,598.12 ,NURSING LONG TERM,V001111115
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ST MARKS CARE CENTRE,31/03/2017,2376.00 ,NURSING LONG TERM,V001111116
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111117
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,31/03/2017,598.12 ,NURSING LONG TERM,V001111118
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,31/03/2017,574.70 ,RESIDENTIAL LONG TERM,V001111119
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,897.70 ,RESIDENTIAL LONG TERM,V001111120
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,31/03/2017,558.86 ,NURSING LONG TERM,V001111122
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,31/03/2017,572.92 ,RESIDENTIAL LONG TERM,V001111123
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111124
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,593.22 ,NURSING LONG TERM,V001111125
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,31/03/2017,559.20 ,RESIDENTIAL LONG TERM,V001111126
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,31/03/2017,2101.50 ,NURSING LONG TERM,V001111127
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,31/03/2017,566.18 ,RESIDENTIAL LONG TERM,V001111128
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,31/03/2017,598.12 ,NURSING LONG TERM,V001111130
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,598.12 ,NURSING LONG TERM,V001111131
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111132
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,31/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001111135
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,31/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001111136
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111137
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,31/03/2017,634.44 ,RESIDENTIAL LONG TERM,V001111138
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,31/03/2017,634.44 ,RESIDENTIAL LONG TERM,V001111139
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,31/03/2017,634.44 ,RESIDENTIAL LONG TERM,V001111140
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,31/03/2017,602.12 ,RESIDENTIAL LONG TERM,V001111142
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,614.12 ,RESIDENTIAL LONG TERM,V001111143
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111144
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111145
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,31/03/2017,527.00 ,RESIDENTIAL LONG TERM,V001111146
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,GORSEY CLOUGH NURSING HOME,31/03/2017,659.22 ,NURSING LONG TERM,V001111147
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111148
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111149
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111150
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111153
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,31/03/2017,595.56 ,NURSING LONG TERM,V001111154
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRYCLOUGH MANOR,31/03/2017,591.72 ,RESIDENTIAL LONG TERM,V001111155
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,542.28 ,RESIDENTIAL LONG TERM,V001111159
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,31/03/2017,4538.46 ,RESIDENTIAL LONG TERM,V001111160
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,31/03/2017,4538.46 ,RESIDENTIAL LONG TERM,V001111161
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,31/03/2017,4538.46 ,RESIDENTIAL LONG TERM,V001111162
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,31/03/2017,4538.46 ,RESIDENTIAL LONG TERM,V001111163
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111164
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,31/03/2017,580.70 ,RESIDENTIAL LONG TERM,V001111165
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111167
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,580.98 ,RESIDENTIAL LONG TERM,V001111171
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,REDESDALE COURT,31/03/2017,1052.46 ,RESIDENTIAL LONG TERM,V001111172
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111174
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,31/03/2017,516.48 ,RESIDENTIAL LONG TERM,V001111175
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,31/03/2017,1475.70 ,NURSING LONG TERM,V001111176
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111177
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111178
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,31/03/2017,1433.00 ,RESIDENTIAL LONG TERM,V001111179
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,31/03/2017,859.52 ,SHORT TERM CARE - NURSING,V001111181
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,565.22 ,RESIDENTIAL LONG TERM,V001111182
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,31/03/2017,565.54 ,RESIDENTIAL LONG TERM,V001111184
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,31/03/2017,580.78 ,RESIDENTIAL LONG TERM,V001111185
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,859.52 ,NURSING LONG TERM,V001111186
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,532.40 ,RESIDENTIAL LONG TERM,V001111187
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,31/03/2017,577.70 ,RESIDENTIAL LONG TERM,V001111188
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111189
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,31/03/2017,598.12 ,NURSING LONG TERM,V001111194
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,31/03/2017,614.12 ,RESIDENTIAL LONG TERM,V001111196
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,31/03/2017,566.00 ,RESIDENTIAL LONG TERM,V001111197
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,31/03/2017,629.36 ,RESIDENTIAL LONG TERM,V001111198
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,31/03/2017,629.36 ,RESIDENTIAL LONG TERM,V001111199
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBEYWOOD TOTTINGTON LIMITED,31/03/2017,629.56 ,RESIDENTIAL LONG TERM,V001111200
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBEYWOOD TOTTINGTON LIMITED,31/03/2017,629.56 ,RESIDENTIAL LONG TERM,V001111201
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,CHURCH WALK HEALTH CARE LTD,31/03/2017,7615.74 ,RESIDENTIAL LONG TERM,V001111202
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,685.38 ,RESIDENTIAL LONG TERM,V001111203
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,685.38 ,RESIDENTIAL LONG TERM,V001111204
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,685.38 ,RESIDENTIAL LONG TERM,V001111205
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,859.52 ,ASSESSMENT CARE,V001111207
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,859.52 ,ASSESSMENT CARE,V001111208
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,637.68 ,NURSING LONG TERM,V001111209
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,THORNCLIFFE GRANGE NH,31/03/2017,761.10 ,NURSING LONG TERM,V001111210
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,588.28 ,RESIDENTIAL LONG TERM,V001111211
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,502.94 ,RESIDENTIAL LONG TERM,V001111212
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,WIMSLEY CARE HOME,31/03/2017,754.60 ,RESIDENTIAL LONG TERM,V001111214
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,605.30 ,RESIDENTIAL LONG TERM,V001111215
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,632.90 ,SELF - FUNDING DEFERRED PAYMENTS,V001111216
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111217
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE,31/03/2017,676.60 ,NURSING LONG TERM,V001111218
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,859.52 ,RESIDENTIAL LONG TERM,V001111219
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,31/03/2017,859.52 ,RESIDENTIAL LONG TERM,V001111220
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,659.22 ,NURSING LONG TERM,V001111221
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,31/03/2017,547.78 ,RESIDENTIAL LONG TERM,V001111222
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111223
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,31/03/2017,859.52 ,RESIDENTIAL LONG TERM,V001111224
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,31/03/2017,569.76 ,RESIDENTIAL LONG TERM,V001111225
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,31/03/2017,580.86 ,RESIDENTIAL LONG TERM,V001111226
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,31/03/2017,859.52 ,ASSESSMENT CARE,V001111227
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,31/03/2017,560.38 ,RESIDENTIAL LONG TERM,V001111228
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111229
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111230
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001111231
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111235
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,31/03/2017,561.98 ,RESIDENTIAL LONG TERM,V001111236
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,31/03/2017,736.73 ,SHORT TERM CARE - RESIDENTIAL,V001111237
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,31/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001111238
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,31/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001111239
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,31/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001111240
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,GORSEY CLOUGH NURSING HOME,31/03/2017,841.88 ,NURSING LONG TERM,V001111242
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111244
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,859.52 ,ASSESSMENT CARE,V001111246
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,859.52 ,ASSESSMENT CARE,V001111247
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111248
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,LEIGHTON HOUSE RETIREMENT HOME LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111249
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,31/03/2017,580.24 ,RESIDENTIAL LONG TERM,V001111250
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,31/03/2017,584.62 ,RESIDENTIAL LONG TERM,V001111252
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,31/03/2017,549.66 ,RESIDENTIAL LONG TERM,V001111253
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111255
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,31/03/2017,519.46 ,RESIDENTIAL LONG TERM,V001111257
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,31/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001111258
ROCHDALE BOROUGH COUNCIL,31/03/2017,LEARNING DIS & MENTAL HEALTH,BRIARMEDE CARE LTD,31/03/2017,736.73 ,SHORT TERM CARE - RESIDENTIAL,V001111259
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,31/03/2017,554.68 ,NURSING LONG TERM,V001111260
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,31/03/2017,557.24 ,RESIDENTIAL LONG TERM,V001111261
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,31/03/2017,672.46 ,NURSING LONG TERM,V001111262
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,31/03/2017,884.70 ,SHORT TERM CARE - RESIDENTIAL,V001111263
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,31/03/2017,590.30 ,RESIDENTIAL LONG TERM,V001111264
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,31/03/2017,614.12 ,RESIDENTIAL LONG TERM,V001111265
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,31/03/2017,598.12 ,NURSING LONG TERM,V001111267
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111268
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111269
ROCHDALE BOROUGH COUNCIL,31/03/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,31/03/2017,623.30 ,RESIDENTIAL LONG TERM,V001111270
