Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07316,436.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07317,722.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07318,1278.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07319,539.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07320,1467.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07321,1127.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07322,1169.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07323,1104.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07324,897.04 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07325,2828.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07326,506.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07327,861.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07328,584.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07329,455.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07330,501.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07331,504.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07332,1052.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07333,602.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07334,1122.87 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07335,523.36 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07336,511.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07337,1821.90 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07338,1918.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07339,1350.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07340,436.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07341,3653.15 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07342,2121.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07343,611.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07344,1143.36 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07345,543.44 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07346,737.04 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07347,1051.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07348,1490.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07349,1317.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07350,509.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07351,937.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07352,673.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07353,592.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07354,1041.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07355,4087.81 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07356,438.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07357,620.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07358,2318.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07359,532.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07360,465.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07361,2037.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07362,560.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07363,2549.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07364,1155.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07365,496.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07366,1961.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07367,802.36 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07368,456.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07369,599.49 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07370,1069.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07371,1388.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07372,627.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07373,1015.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07374,530.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07375,504.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07376,524.04 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07377,1171.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07378,824.12 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07379,1513.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07380,629.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07381,666.60 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07382,1918.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07383,975.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07384,1425.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07385,471.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07386,618.12 ,R,REDACTED PERSONAL DATA
