"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army","1591920","Physiothrpst Specialist","25528","34189","Physiotherapy","89.56","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OR7-8","33223","43252","Project support officer","24.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Prof Qualified Worker Lvl 3a","29071","31599","Community Service","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Personal Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Radiographer (Diagnostic)","21176","27625","Radiography","2.38","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","B1","56436","72185","Programme manager","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OR9","38600","46753","Project support officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C1 MSF","35648","44268","Direct Military Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Security","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Command Youth and Community Officer","39120","47731","Community Development Work","40.49","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","B1","56436","72185","Senior policy adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Simulator Instructor 2","29258","36333","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","B1","56436","72185","Commercial Officer","3.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Technical Adviser","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Administrative Support","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","B2","47942","59535","Project Manager","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 1","15083","16482","Soft Facilities Management","24.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","B2","47942","59535","Commercial Officer","6.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E1","18370","22124","Administrative Support","10.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Business Management and Improvement","18.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","C1","35648","44268","Project support officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 1","15083","16482","Storekeeping/WarehouseOps","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","C1","35648","44268","Commercial Officer","28.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E1","18370","22124","Operations Support Officer","3.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Commercial Policy","0.41","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","C1","35648","44268","Policy Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","18.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","C2","29258","36333","Commercial Officer","24.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E1","18370","22124","Security","3.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Area Officer Social Worker","47942","59535","Community Development Work","58.35","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","C2","29258","36333","Project support officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 2","16482","18010","Site Estate","10.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","D","23427","29092","Commercial Officer","23.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E1","18370","22124","Technical support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Direct Military Support","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","C(FS)","29258","44268","Project support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 2","16482","18010","Driving","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172154","E1","18370","22124","Commercial Officer","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E2","15623","18815","Administrative Support","3.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Snr House Offr","27523","38322","Gen Practice Medical","57.82","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","OF5","81310","89408","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 3","18010","22150","Driving","29.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00173858","B1","56436","72185","Commercial Officer","3.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","E2","15623","18815","Operations Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Snr House Offr","27523","38322","Hospital Doctor/Consultant","1.73","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","D","23427","29092","Project support officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 3","18010","22150","Technical [Trades]","11.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00173858","B2","47942","59535","Commercial Officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","Skill Zone 1","15083","16482","Operations Support Officer","3.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","D","23427","29092","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Skill Zone 4","22150","24930","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00173858","C1","35648","44268","Commercial Officer","17.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","Skill Zone 1","15083","16482","Technical support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Service HR Expert","5.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","E1","18370","22124","Project support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Band 5","","","Nursing and Midwifery","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00173858","C2","29258","36333","Commercial Officer","21.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","Skill Zone 2","16482","18010","Driver","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105234","E2","15623","18815","Project support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","Band 6","25528","34189","Physiotherapy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00173858","D","23427","29092","Commercial Officer","11.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","Skill Zone 2","16482","18010","Operations Support Officer","9.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Retained - Civilian Consultant","61859","80186","Soft Facilities Management","1.00","Property and asset management"
