PROPERTY_DESCRIPTION,PROPREF,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
Workshop And Premises,64244701,"Ground & Lower Ground Floor, Berwick Mill, Berwick Street, Halifax              HX1 1QG",,7600,01/04/2009,ER
Workshop And Premises,64244706,"Part 2nd Floor, Berwick Mill, Berwick Street, Halifax             HX1 1QG",,5300,01/06/2009,SBR
Workshop And Premises,64254706,"The Gatehouse, Unit 4 Black Brook Way, Stainland Road, Greetland            HX4 8ED",Sharpe Hydraulic Services Ltd,9000,01/05/2014,SBR
Workshop And Premises,64254726,"Unit 3B Blackbrook Way, Stainland Road, Greetland, Halifax              HX4 8ED",Seadrift Holdings Ltd,5700,01/10/2010,SBR
Workshop And Premises,64254736,"Units 1-5 North Dean Bus Pk, Stainland Road, Greetland, Halifax              HX4 8LR",Wastecare Ltd,51000,08/09/2010,
Workshop And Premises,64284824,"New Delight Works, Boothtown Road, Halifax, HX3 6TU",Queensbury Van Hire Ltd,2250,01/03/2014,SBR
Workshop And Premises,64300703,"R/O 7/9 Bowling Green, Stainland, Halifax, HX4 9PF",,3250,10/11/1996,SBR
Workshop And Premises,64332703,"Unit 1, The Tannery, Bradford Road, Halifax             HX3 7HR",,2050,16/10/2010,SBR
Workshop And Premises,64332704,"Unit 2, The Tannery, Bradford Road, Halifax             HX3 7HR",,780,01/04/1990,SBR
Workshop And Premises,64332706,"Unit 6, The Tannery, Bradford Road, Halifax             HX3 7HR",Hawley Business Solutions Ltd,2100,01/11/2011,SBR
Workshop And Premises,64332708,"Unit 3, The Tannery, Bradford Road, Halifax             HX3 7HR",,3250,01/05/2003,SBR
Workshop And Premises,64332711,"1ST Flr Unit 3 Hough Mills, Bradford Road, Halifax, HX3 7BN",Unique Carpets & Rugs Ltd,4250,01/02/2015,SBR
Workshop And Premises,64332712,"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",,6200,01/02/2015,SBR
Workshop And Premises,64344701,"7 Branch Road, Barkisland, Halifax, HX4 8NU",,5300,25/08/2011,SBR
Workshop And Premises,64344703,"Unit 10 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,5200,01/06/2013,SBR
Workshop And Premises,64344707,"Unit 40 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AU",Equestrian Clearance Warehouse Ltd,34750,13/01/2015,EX
Workshop And Premises,64344708,"Unit 11 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,2700,01/04/2009,SBR
Workshop And Premises,64344713,"Unit 51 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,3650,01/09/1997,SBR
Workshop And Premises,64344716,"Unit 21 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,1275,01/08/1997,SBR
Workshop And Premises,64344717,"Unit 34 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",Arctic Media Ltd,1925,01/04/2004,SBR
Workshop And Premises,64344722,"Unit 64 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,4950,01/01/2013,EX
Workshop And Premises,64344746,"Units 62 & 53 Bowers Mill, Branch Road, Barkisland, HX4 0AD",Peter Jackson & Son Ltd,14250,01/01/2004,EX
Workshop And Premises,64344758,"Unit 54 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",,2100,01/07/2014,SBR
Workshop And Premises,64352705,"Unit 2a, Brunswick Works, Brassey Street, Halifax             HX1 2EA",P.C Lifting Services Ltd,3150,15/11/2013,SBR
Workshop And Premises,64352710,"Unit 5, Brunswick Works, Brassey Street, Halifax             HX1 2EA",Complete Packaging Sevices Ltd,9700,01/08/1997,SBR
Workshop And Premises,64352717,"Unit 12, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA",Monarch Mobility Ltd,12500,11/05/2015,SBR
Workshop And Premises,64352726,"Unit 3A, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",Marrtree Investments Limited,3150,01/04/2015,SBR
Workshop And Premises,64352727,"Unit 3B, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",,3150,05/10/2012,SBR
Workshop And Premises,64352728,"Unit 10/10A Brunswick Works, Brassey Street, Halifax, HX1 2EA",La Romantica Beds Ltd,7200,04/06/2014,SBR
Workshop And Premises,64356706,"Unit 15, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",Calder Construction & Shopfitting Ltd,11250,01/04/2008,SBR
Workshop And Premises,64356709,"Unit 6, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",Crescent Machinery Ltd,9500,05/09/2013,EX
Workshop And Premises,64356711,"Unit 2a Riverside Works, Brearley Lane, Luddendenfoot, Halifax             HX2 6HU",,4400,01/02/2010,EX
Workshop And Premises,64356712,"Unit 7/8 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",,4800,01/05/2008,EX
Workshop And Premises,64376711,"Southedge Iron Works, Brighouse Road, Hipperholme, Halifax             HX3 8EG",,5300,01/04/1990,SBR
Workshop And Premises,64376713,"Unit 1, Brow Mills, Brighouse Road, Hipperholme          HX3 8EF",Label Pak Ltd,4550,01/07/2007,SBR
Workshop And Premises,64376726,"Adj Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,3900,01/04/2002,SBR
Workshop And Premises,64376735,"Unit 3 Brow Mills Ind Estate, Brighouse Road, Hipperholme, Halifax              HX3 8DD",Ashtead Plant Hire Co. Ltd,10500,01/04/2015,SBR
Workshop And Premises,64376736,"Unit 4 Brow Mills Ind Esate, Brighouse Road, Hipperholme, Halifax              HX3 8DD",Mitchell Mould Service Ltd,10250,01/07/2008,SBR
Workshop And Premises,64376738,"Hillcrest House, Brow Mills Industrial Estate, Brighouse Road, Hipperholme",Quantum Exhibitions & Displays Ltd,26500,18/03/2013,
Workshop And Premises,64376756,"Unit 1 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,8100,01/04/2010,SBR
Workshop And Premises,64376758,"Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,8900,30/01/2013,SBR
Workshop And Premises,64376759,"Waterjet Uk Ltd, Old Foundry, Brighouse Road, Halifax              HX3 8EF",Waterjet Uk Ltd,11000,01/04/2010,SBR
Workshop And Premises,64376760,"Finishing Design Services, Old Foundry, Brighouse Road, Halifax              HX3 8EF",Finishing Design Services Ltd,13750,01/04/2010,SBR
Workshop And Premises,64432039,"39 Bull Close Lane, Halifax, HX1 2EF",,7900,01/04/1990,SBR
Workshop And Premises,64440700,"Burnley Hill Farm, Burnley Hill, Shelf, Halifax             HX3 7LJ",,1650,01/04/1990,SBR
Workshop And Premises,64448708,"London House, Burnley Road, Luddendenfoot, Halifax             HX2 6AA",,2850,01/03/1994,SBR
Workshop And Premises,64448725,"Unit R6, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",,2900,23/07/2007,EX
Workshop And Premises,64448733,"Unit R4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,6900,01/09/2014,EX
Workshop And Premises,64448737,"Units B8 & B10, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",Community Transport Calderdale Ltd,5700,21/08/2015,DCR MCR
Workshop And Premises,64448744,"Unit B5/B6, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EJ",Pennine Housing 2000 Ltd,4400,05/04/2007,SBR
Workshop And Premises,64448746,"Unit C1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",,1475,01/04/2014,EX
Workshop And Premises,64448773,"Unit C2, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,1525,02/03/2013,EX
Workshop And Premises,64448785,"Unit R8, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,2850,01/04/2005,EX
Workshop And Premises,64448790,"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",E.S Maintenance Services Ltd,3400,01/05/2015,SBR
Workshop And Premises,64448791,"Unit W7, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",,980,11/04/2011,EX
Workshop And Premises,64448792,"Unit R7, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EQ",Pd Metal Polishing Ltd,2850,01/04/2014,EX
Workshop And Premises,64448799,"Unit W6, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",P I Consultants Limited,7300,01/12/2008,EX
Workshop And Premises,64448800,"Unit G4, Tenterfield Business Park, Luddendenfoot, Halifax              HX2 6EQ",G P S Range Services Ltd,2750,08/03/2014,EX
Workshop And Premises,64448810,"Unit W2, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",Nearly Nu Luk Ltd,6100,01/01/2014,SBR
Workshop And Premises,64448811,"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",Radiator Renovator Ltd,3500,01/02/2014,EX
Workshop And Premises,64448826,"Unit C6, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",Fresco Picturewall Ltd,6400,30/11/2009,EX
Workshop And Premises,64448834,"Unit C5 2ND Floor, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",Ab Open Limited,1900,09/05/2014,SBR
Workshop And Premises,64456717,"Unit 3, Brookwoods Industrial Estate, Holywell Green, Halifax              HX4 9HH",Electron Engineering Services Ltd,56000,02/07/2010,
Workshop And Premises,64480703,"Calder Street, West Vale, Halifax, HX4 8AQ",S Sheard & Sons Ltd,9600,15/02/2014,ER
Workshop And Premises,64496024,"24 Carr House Lane, Shelf, Halifax, HX3 7RB",,730,12/03/2014,SBR
Workshop And Premises,64532700,"Chapel Lane, Salterhebble, Halifax, HX3 0QN",Pearson Brothers (Engravers) Ltd,7900,01/04/1990,SBR
Workshop And Premises,64568006,"6 Church Lane, Southowram, Halifax, HX3 9TD",,1175,01/04/1990,SBR
Workshop And Premises,64572708,"Unit A, Church Street Garage, Church Street, Halifax             HX1 1QY",Royal London Mutual Insurance Society Ltd,5800,01/03/2014,ER
Workshop And Premises,64596702,"Clay House Mills, Clay House Lane, Greetland, Halifax             HX4 8AW",C N C Services Ltd,9500,01/04/1990,SBR
Workshop And Premises,64600700,"Thrum Hall Works, Clay Pits Lane, Halifax, HX1 4QS",Calderdale Engineering Services Ltd,8600,15/04/1994,SBR
Workshop And Premises,64604701,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",E Feather Ltd,4250,01/04/1990,SBR
Workshop And Premises,64604702,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",,4250,01/04/1990,SBR
Workshop And Premises,64604704,"Tenterfields, Clevedon Place, Halifax, HX3 5QA",,2850,04/01/2000,SBR
Workshop And Premises,64604706,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",P A Y Broadbent Ltd,7400,07/04/2011,SBR
Workshop And Premises,64628726,"Unit 21, Calderdale Business Park, Club Lane, Halifax             HX2 8AX",Green Hill Landscapes Ltd,2800,01/09/2010,SBR
Workshop And Premises,64628731,"Unit 14A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,4950,01/01/2008,SBR
Workshop And Premises,64628780,"Unit 14C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Advanced Service Solutions Ltd,1025,01/01/2011,SBR
Workshop And Premises,64628802,"Unit 14F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Ck Solars & Roofing Ltd,4500,15/09/2014,SBR
Workshop And Premises,64628822,"Unit 6I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2650,30/09/2015,EX
Workshop And Premises,64628823,"Unit 6J, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2650,30/09/2015,EX
Workshop And Premises,64628825,"Unit 6K, Calderdale Business Park, Club Lane, Ovenden",,1650,01/05/2010,SBR
Workshop And Premises,64672702,"Cooper House, Cooper Lane, Shelf, Halifax              HX3 7RJ",Blackshaw Holdings Ltd,3300,13/03/2014,ER
Workshop And Premises,64744034,"34 Crossley Hill, Halifax, HX3 0PL",,2450,01/04/1990,SBR
Workshop And Premises,64744700,"Crossley Hill, Halifax, HX3 0PL",,3450,01/04/2014,SBR
Workshop And Premises,64784752,"Unit DY/2, Dean Clough Mills, Halifax, HX3 5AX",Benton Industrial Service Ltd,6600,01/07/2013,SBR
Workshop And Premises,64784835,"Unit GY/6, Dean Clough Office Park, Halifax, HX3 5AX",Print Out Colour Printers Ltd,1925,01/07/2011,SBR
Workshop And Premises,64784885,"Unit B1A, Dean Clough Industrial Park, Halifax, HX3 5AX",,3500,27/02/2003,SBR
Workshop And Premises,64788801,"Unit S1-S8 & B R 1, Dean Clough, Halifax, HX3 5AX",,11500,01/04/1994,MCR
Workshop And Premises,64788804,"Unit BR3, Dean Clough Mills, Halifax, HX3 5AX",,3600,01/05/2014,SBR
Workshop And Premises,64800022,"22 Dean Street, Greetland, Halifax, HX4 8DW",,2550,01/04/2002,EX
Workshop And Premises,64812722,"Unit 3, Dominion Industrial Park, Denholmegate Road, Hipperholme         HX3 8JG",Geco U.K Ltd,9800,05/01/1998,SBR
Workshop And Premises,64812737,"Part Units 4/5, Dominion Industrial Park, Denholmegate Road, Hipperholme         HX3 8JG",Interiors By Dalesman Ltd,5800,01/04/2000,SBR
Workshop And Premises,64824005,"Ground Floor, 5 Dispensary Walk, Halifax, HX1 1QR",Funhouse (Halifax) Ltd,4700,03/05/2012,SBR
Workshop And Premises,64836702,"Dog Lane Mills, Dog Lane, Stainland, Halifax              HX4 9PZ",,3850,01/04/2001,ER
Workshop And Premises,64836703,"Dog Lane Mills, Stainland, Halifax, HX4 9PZ",Granuplas Reclamation,1725,01/04/1990,EX
Workshop And Premises,64836704,"Lower New Yard, Dog Lane, Stainland, Halifax             HX4 9QD",,3300,01/04/1990,SBR
Workshop And Premises,64848700,"Dundas Street, Halifax, HX1 3PQ",,2400,07/05/2005,SBR
Workshop And Premises,64852707,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",,3200,01/04/2004,SBR
Workshop And Premises,64852708,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",,6000,01/04/2007,SBR
Workshop And Premises,64856700,"Dunkirk Street, Halifax, HX1 3TD",Hardy Engineering (Halifax) Ltd,15500,01/07/1997,SBR
Workshop And Premises,64864701,"Dyson Road, Halifax, HX1 4RJ",,4500,01/04/1995,SBR
Workshop And Premises,64864702,"Dyson Road, Halifax, HX1 4RJ",,3050,01/05/1999,SBR
Workshop And Premises,64873704,"Unit 1 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",,2075,02/01/2014,SBR
Workshop And Premises,64873705,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",Optimum Storage Systems Ltd,2750,01/05/2014,SBR
Workshop And Premises,64885706,"Unit B R 2, Dean Clough Mills, Halifax, HX3 5AX",,4600,01/02/2014,SBR
Workshop And Premises,65012700,"Eldon Street, Range Lane, Halifax, HX3 6DW",Merlin Precision Engineering Ltd,7200,01/04/2002,SBR
Workshop And Premises,65020703,"Unit 1, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",,2700,01/10/2007,SBR
Workshop And Premises,65020704,"Unit 2, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",,1825,11/04/2011,SBR
Workshop And Premises,65020710,"Unit 7 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,5600,04/01/2000,SBR
Workshop And Premises,65020716,"Unit 16 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,4100,01/04/2014,SBR
Workshop And Premises,65020717,"Unit 17 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,3400,01/02/2013,SBR
Workshop And Premises,65020719,"Unit 19 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,3050,01/04/2014,EX
Workshop And Premises,65068700,"Farrar Mill Yard, Farrar Mill Lane, Halifax, HX3 9EU",West End Joiners & Builders Ltd,7300,30/06/1995,SBR
Workshop And Premises,65068706,"Farrar Mill, Farrar Mill Lane, Halifax, HX3 9EU",Contract Fabrications Ltd,8900,20/05/1996,SBR
Workshop And Premises,65072702,"Thornton Terrace, Off Wainhouse Road, Halifax, HX1 3SG",K.P.C Book Protection Ltd,15500,03/07/2007,SBR
Workshop And Premises,65072703,"Fenton Road Works, Fenton Road, Halifax, HX1 3SL",Azo Ltd,13750,01/09/1993,SBR
Workshop And Premises,65072707,"Grd Flr Part Thornton Works, Fenton Road, Halifax, HX1 3PP",,5900,29/09/2000,SBR
Workshop And Premises,65072710,"Part 1ST Floor, Thornton Works, Fenton Road, Halifax             HX1 3PP",,3200,01/04/2007,ER
Workshop And Premises,65072721,"Arden Works, Fenton Road, Halifax, HX1 3SN",,4950,01/09/2011,SBR
Workshop And Premises,65072723,"Pt Grd & 1ST Flr Arden Works, Fenton Road, Halifax, HX1 3PP",,6500,15/10/2014,SBR
Workshop And Premises,65076007,"7 Ferguson Street, Halifax, HX1 2EE",Samuel Earnshaw Ltd,5000,01/04/1990,SBR
Workshop And Premises,65096700,"Foundry Street North, Halifax, HX3 6RE",,4550,01/04/2012,SBR
Workshop And Premises,65096701,"Foundry Street North, Halifax, HX3 6RE",,13250,01/04/1994,SBR
Workshop And Premises,65164031,"31 Gibbet Street, Halifax, HX1 5BA",Calderdale College,11500,06/01/2014,MCR
Workshop And Premises,65164033,"The Factory, 33 Gibbet Street, Halifax, HX1 5BA",Matrix Technology Solutions Ltd,25500,11/08/2013,
Workshop And Premises,65164704,"Units 1-3, Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",,15750,04/08/2014,SBR
Workshop And Premises,65164729,"Unit 1, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",Westfield Properties,2350,01/08/2014,EX
Workshop And Premises,65164730,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",Westfield Properties,1850,14/04/2000,EX
Workshop And Premises,65164732,"Unit 12a, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,880,01/04/2012,SBR
Workshop And Premises,65164737,"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,1950,01/09/2014,SBR
Workshop And Premises,65164741,"Unit 18, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,3000,06/09/2012,SBR
Workshop And Premises,65164744,"Unit 22 & 23, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,2650,13/11/2013,SBR
Workshop And Premises,65164746,"Unit 25, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,2300,09/01/2012,SBR
Workshop And Premises,65164748,"Unit 28, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",Westfield Properties Ltd,1675,01/12/2003,EX
Workshop And Premises,65164749,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,790,01/04/2004,EX
Workshop And Premises,65164750,"Unit 3, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,2850,01/04/2013,SBR
Workshop And Premises,65164751,"Unit 31 (Boiler House), Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,950,01/04/2004,EX
Workshop And Premises,65164753,"Units 4 & 5, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",Westfield Properties Ltd,1625,17/09/2005,EX
Workshop And Premises,65164755,"Unit 7, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,600,01/04/2004,EX
Workshop And Premises,65164756,"Unit 7/8, Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",Dawat-E-Islami,3250,01/09/2014,MCR
Workshop And Premises,65164757,"Unit 8, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,1875,01/02/2014,SBR
Workshop And Premises,65164767,"Units 4-5, Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",Tubzee Ltd,12750,05/04/2001,SBR
Workshop And Premises,65164832,"Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",Specialised Coatings Holdings Ltd,35750,15/05/2003,
Workshop And Premises,65164835,"East West House, Gibbet Street, Halifax, HX1 5JE",,9400,01/04/2000,SBR
Workshop And Premises,65164852,"Unit 6A Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",Bairstow Brothers Limited,12750,01/04/2013,SBR
Workshop And Premises,65164864,"Milton Shed (Empty), Gibbet Street, Halifax, HX1 5BA",Halifax Clearance Centre Limited,9700,01/02/2015,SBR DRR
Workshop And Premises,65164874,"Hamnett House, Gibbet Street, Halifax, HX2 0AX",Niko (Int) Ltd,5100,01/04/2013,SBR
Workshop And Premises,65164883,"526 Gibbet Street, Halifax, HX2 0AH",,7300,03/07/2012,SBR
Workshop And Premises,65184701,"Unit 2 Godly Branch Road, Godly, Halifax, HX3 6AH",,4500,01/06/2002,SBR
Workshop And Premises,65184706,"Workshops At Pine Furniture, Godley Road, Halifax, HX3 6AH",,3500,31/01/2014,SBR
Workshop And Premises,65188700,"Gordon Street, Boothtown, Halifax, HX3 6NU",,1575,17/09/2005,EX
Workshop And Premises,65188701,"Gordon Street, Boothtown, Halifax, HX3 6NU",,4850,01/04/1990,SBR
