Property Reference,Property Description,Rateable Value,Account Name,Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Mandatory Rate Relief,Mandatory Rate Relief Amount,Discretionary Rate Relief,Discretionary Rate Relief Amount,Additional Relief,Additional Relief Amount,Small Business Rate Relief,Small Business Rate Relief Amount
02200000800015,SHOP AND PREMISES,"£14,250",Mr P V Gadher,01/04/2000,8 Ballards Lane,London,,,,N3 2BG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£204.16,NONE,£0.00,YES,"£1,359.69"
02200002000014,SHOP AND PREMISES,"£23,500",Mr B Kouzar,10/12/2011,20 Ballards Lane,London,,,,N3 2BJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£537.80,NONE,£0.00,YES,£0.00
02200007900013,SHOP AND PREMISES,"£14,750",Mr Shwan Shkir,15/02/2017,79 Ballards Lane,London,,,,N3 1XT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£302.89,NONE,£0.00,YES,£551.27
02200009910011,SHOP AND PREMISES,"£20,500",Finchley Perfect Nails Ltd,29/10/2005,97-99 Ballards Lane,London,,,,N3 1XY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£460.05,NONE,£0.00,YES,£0.00
02200012100008,SHOP AND PREMISES,"£18,250",Mr L Mukhey,01/04/2007,121 Ballards Lane,London,,,,N3 1LJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£408.21,NONE,£0.00,YES,£0.00
02200013700001,SHOP AND PREMISES,"£20,000",Hugh-Jones LLP,01/04/2000,137 Ballards Lane,London,,,,N3 1LJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£447.09,NONE,£0.00,YES,£0.00
02200013800017,SHOP AND PREMISES,"£17,750",Dr C Kaher & Dr S Kotecha,08/10/2008,138 Ballards Lane,London,,,,N3 2PA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£401.73,NONE,£0.00,YES,£0.00
02200016500004,SHOP AND PREMISES,"£17,000",Home And Away Estate Agents Ltd,26/03/2008,165 Ballards Lane,London,,,,N3 1LP,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£330.46,NONE,£0.00,YES,£0.00
02200033100015,SHOP AND PREMISES,"£24,000",A & Y Estates Ltd,11/09/2009,331 Ballards Lane,London,,,,N12 8LT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£524.84,NONE,£0.00,YES,£0.00
02200033400003,SHOP AND PREMISES,"£16,250",Mr K G Bowman & Mr Neil Bowman,01/04/2007,334 Ballards Lane,London,,,,N12 0EY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
02200033800007,SHOP AND PREMISES,"£15,500",Mr H Kadir,01/04/2000,338 Ballards Lane,London,,,,N12 0EY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£336.94,NONE,£0.00,YES,£0.00
02200035300013,SHOP AND PREMISES,"£23,750",Mrs E Puzone,19/12/2001,353 Ballards Lane,London,,,,N12 8LJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£511.88,NONE,£0.00,YES,£0.00
03820000600017,SHOP AND PREMISES,"£13,500",A & D Fruiterers Ltd,28/08/2002,6 Bittacy Hill,London,,,,NW7 1LB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£110.15,NONE,£0.00,YES,"£2,203.05"
03820001800017,SHOP AND PREMISES,"£13,250",LK Nails & Beauty Lilmited,29/03/2016,18 Bittacy Hill,London,,,,NW7 1LB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£89.63,NONE,£0.00,YES,"£2,509.75"
05160008900013,SHOP AND PREMISES,"£20,000",Mr Manmohan Singh,02/03/2014,89 The Broadway,London,,,,NW7 3TG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£440.61,NONE,£0.00,YES,£0.00
06200013200012,SHOP AND PREMISES,"£16,750",A I Jones Ltd,12/12/2008,132 Burnt Oak Broadway,Edgware,Middlesex,,,HA8 0BB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£343.42,NONE,£0.00,YES,£0.00
11020018800019,SHOP AND PREMISES,"£17,500",Mr Shahjahan Janshah,29/07/2004,188 Cricklewood Broadway,London,,,,NW2 3EB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£369.33,NONE,£0.00,YES,£0.00
11980021700018,SHOP AND PREMISES,"£14,250",Mr C Creed,01/11/2012,217 Deansbrook Road,Edgware,Middlesex,,,HA8 9BU,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£199.30,NONE,£0.00,YES,"£1,327.32"
13380003000002,SHOP AND PREMISES,"£22,000",A & N Catering Ltd T/a Pizza Hut,01/11/2010,30 East Barnet Road,Barnet,Hertfordshire,,,EN4 8RQ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£485.97,NONE,£0.00,YES,£0.00
13380025500008,SHOP AND PREMISES,"£15,750",Rose's Nail Bar Ltd,18/05/2015,255 East Barnet Road,Barnet,Hertfordshire,,,EN4 8SX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£330.46,NONE,£0.00,YES,£0.00
13821001200019,SHOP AND PREMISES,"£18,000",S Bajraj,10/10/2005,12 The Promenade,Edgware,Middlesex,,,HA8 7JZ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£369.33,NONE,£0.00,YES,£0.00
17821000100006,SHOP AND PREMISES,"£13,500",Mr R Clapper,01/04/2000,1 Broadfields Parade,Glengall Road,Edgware,Middlesex,,HA8 8TD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£111.45,NONE,£0.00,YES,"£2,228.97"
19400000500006,SHOP AND PREMISES,"£14,500",Bjz Limited,01/04/2016,5 Greenhill Parade,Great North Road,Barnet,Hertfordshire,,EN5 1ES,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£280.78,NONE,£0.00,YES,"£1,123.13"
20280014700004,SHOP AND PREMISES,"£14,250",Mr Wai Ming Lam & Mrs Mei Lam,13/11/2015,147 Hale Lane,Edgware,Middlesex,,,HA8 9QW,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£218.74,NONE,£0.00,YES,"£1,456.81"
20280030920001,SHOP AND PREMISES,"£19,500",Mrs R Offonry T/a Verdant Solicitors,27/10/2006,309 Hale Lane,Edgware,Middlesex,,,HA8 7AX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£401.73,NONE,£0.00,YES,£0.00
20320001200004,SHOP AND PREMISES,"£14,750",Mr Michael & Mrs Pauline Zabaroff T/a Balloonland,01/04/2000,12 Hale Lane,London,,,,NW7 3NX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£273.20,NONE,£0.00,YES,£497.23
21800002000017,SHOP AND PREMISES,"£17,500",Ms Huong Thu Nguyen,08/06/2015,20 Hendon Lane,London,,,,N3 1TR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£336.94,NONE,£0.00,YES,£0.00
21800003600006,SHOP AND PREMISES,"£13,000",Mr B Alomiri,25/10/2007,36 Hendon Lane,London,,,,N3 1TT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£62.20,NONE,£0.00,YES,"£2,488.15"
21860025000009,SHOP AND PREMISES,"£19,500",Harford Michaels Kaye Limited,01/04/2007,250 Hendon Way,London,,,,NW4 3NL,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£382.29,NONE,£0.00,YES,£0.00
22380012910015,SHOP AND PREMISES,"£22,000",Haven Estate Agents Ltd,20/08/2007,129 High Road,London,,,,N2 8AJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£485.97,NONE,£0.00,YES,£0.00
22380014410017,SHOP AND PREMISES,"£17,000",Darren Freedman,17/01/2003,144 High Road,London,,,,N2 9ED,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£369.33,NONE,£0.00,YES,£0.00
22380019600018,SHOP AND PREMISES,"£14,000",Mr Hussein E Hussein T/a H R Cleaners,01/04/2000,196 High Road,London,,,,N3 9AT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
22380019800005,SHOP AND PREMISES,"£14,000",Mr M Georgiou & Ms L Georgiou,01/12/2003,198 High Road,London,,,,N2 9AY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
22380020910016,SHOP AND PREMISES,"£20,750",Abdoc Ltd,31/03/2011,209 High Road,London,,,,N2 8AN,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£323.98,NONE,£0.00,YES,£0.00
22400060500017,SHOP AND PREMISES,"£18,250",Mr A Michael T/a Andrews Garage,01/04/2000,605 High Road,London,,,,N12 0DY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
22400080110024,SHOP AND PREMISES,"£21,250",Nail Art Ltd,01/04/2012,801 High Road,London,,,,N12 8JT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£453.57,NONE,£0.00,YES,£0.00
22400087110017,SHOP AND PREMISES,"£26,000",Gloucester Property Ltd T/a Penny Kenton Property Centre,13/05/2003,871 High Road,London,,,,N12 8QA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£440.61,NONE,£0.00,YES,£0.00
22420126010024,SHOP AND PREMISES,"£13,750",Sinda Catering Limited,01/03/2015,Bst & Gnd Fl,1260 High Road,London,,,N20 9HH,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£140.63,NONE,£0.00,YES,"£2,008.20"
22460007400002,SHOP AND PREMISES,"£14,000",Mr Khalil Hammad,16/08/2016,74A High Street,Edgware,Middlesex,,,HA8 7EJ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
22460009800017,SHOP AND PREMISES,"£17,750",Curechem Ltd,01/03/2011,98 High Street,Edgware,Middlesex,,,HA8 7HF,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
22460013600009,SHOP AND PREMISES,"£13,750",Mark Fisher & Karen Fisher T/a Strawberry Hair Studios,01/04/2000,136 High Street,Edgware,Middlesex,,,HA8 7EL,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£137.61,NONE,£0.00,YES,"£1,965.01"
22461000300014,SHOP AND PREMISES,"£13,750",Soraya Goodarzi,19/08/2016,3 Boot Parade,High Street,Edgware,Middlesex,,HA8 7HE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£162.56,NONE,£0.00,YES,"£2,321.30"
27220000200016,SHOP AND PREMISES,"£15,250",Bennett & Hall Estate Agency Ltd,01/04/2000,2 Long Lane,London,,,,N3 2PT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£343.42,NONE,£0.00,YES,£0.00
28260004500012,SHOP AND PREMISES,"£25,000",Mr Melvin Jacobs,07/06/2001,45-47 Manor Park Crescent,Edgware,Middlesex,,,HA8 7LY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£524.84,NONE,£0.00,YES,£0.00
36360023310019,SHOP AND PREMISES,"£13,250",Messrs A & O Levenfiche T/a Unlimited Properties,01/04/2000,233 Regents Park Road,London,,,,N3 3LF,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£91.79,NONE,£0.00,YES,"£2,570.22"
39040002000005,SHOP AND PREMISES,"£15,000",Mr A G Majithia T/A Hendon Stationers,01/04/2000,20 Sentinel Square,London,,,,NW4 2EL,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£317.50,NONE,£0.00,YES,£0.00
40860019100006,SHOP AND PREMISES,"£19,750",Armin Aryabod,05/08/2010,191 Station Road,Edgware,Middlesex,,,HA8 7JX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£408.21,NONE,£0.00,YES,£0.00
44760002400001,SHOP AND PREMISES,"£17,750",Kwikstop Food & Wine Ltd,01/02/2012,24 Watford Way,London,,,,NW4 3AD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£323.98,NONE,£0.00,YES,£0.00
44760003800003,SHOP AND PREMISES,"£13,750",London United Exports Ltd,02/04/2002,38 Watford Way,London,,,,NW4 3AL,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£185.24,NONE,£0.00,YES,"£2,645.20"
44760065100011,SHOP AND PREMISES,"£14,750",Mrs Fariba Taran,26/06/2016,651 Watford Way,London,,,,NW7 3JR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£273.20,NONE,£0.00,YES,£497.23
44800000700019,SHOP AND PREMISES,"£24,250",Kool Kids Ltd,13/09/2002,7 Watling Avenue,Edgware,Middlesex,,,HA8 0LQ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£563.72,NONE,£0.00,YES,£0.00
44800002800016,SHOP AND PREMISES,"£14,750",Mr Jitin Dixit T/a DBS3 Limited,25/02/2015,28 Watling Avenue,Edgware,Middlesex,,,HA8 0LR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£314.77,NONE,£0.00,YES,£572.89
44800006000007,SHOP AND PREMISES,"£21,250",Mr P K A Lui,12/06/2001,60 Watling Avenue,Edgware,Middlesex,,,HA8 0LT,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£492.45,NONE,£0.00,YES,£0.00
45420015500008,SHOP AND PREMISES,"£14,250",Mr Y M Karimyar,10/03/2010,155 The Broadway,London,,,,NW9 7EA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£199.30,NONE,£0.00,YES,"£1,327.32"
45420022600016,SHOP AND PREMISES,"£14,000",Mr Rashik Shah T/a  Hendon Bed Centre,01/04/2000,226 The Broadway,London,,,,NW9 7ED,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
45420027410036,SHOP AND PREMISES,"£18,250",Mike Cousins & Sons Ltd,01/04/2000,274-276 The Broadway,London,,,,NW9 6AE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£323.98,NONE,£0.00,YES,£0.00
47200006910041,SHOP AND PREMISES,"£15,750",Miss N N Tanna  T/a Chez Tan Hair & Beauty,17/11/2005,69 Woodhouse Road,London,,,,N12 9ET,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
0516000850001A,SHOP AND PREMISES,"£18,500",Praedbrook Ltd T/a Mill Hill Wines,01/04/2000,85 The Broadway,London,,,,NW7 3TG,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£414.69,NONE,£0.00,YES,£0.00
0620001540001B,SHOP AND PREMISES,"£22,000",Mrs S Sheikh,25/07/2011,154 Burnt Oak Broadway,Edgware,Middlesex,,,HA8 0AX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£453.57,NONE,£0.00,YES,£0.00
1104000870001A,SHOP AND PREMISES,"£13,500",Ardent Security Limited,15/02/2014,87 Cricklewood Lane,London,,,,NW2 1HR,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£155.51,NONE,£0.00,YES,"£3,110.19"
1284001430005B,SHOP AND PREMISES,"£21,000",Fired Treasures Ltd,26/08/2006,143 Dollis Road,London,,,,NW7 1JX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£311.02,NONE,£0.00,YES,£0.00
1338002330000A,SHOP AND PREMISES,"£17,000",Ms S F Chen T/a Lis Chinese Takeaway,01/04/2007,233 East Barnet Road,Barnet,Hertfordshire,,,EN4 8SS,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
1378000880001A,SHOP AND PREMISES,"£16,000",Shears & Partners Ltd,01/11/2006,88 Edgware Way,Edgware,Middlesex,,,HA8 8JS,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£330.46,NONE,£0.00,YES,£0.00
1378000940000A,SHOP AND PREMISES,"£18,250",Mad Beauty Limited,14/09/2004,94 Edgware Way,Edgware,Middlesex,,,HA8 8JS,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£375.81,NONE,£0.00,YES,£0.00
2028002890001B,SHOP AND PREMISES,"£19,250",Mrs D Hyman T/a Sds Contracts,15/12/2010,289 Hale Lane,Edgware,Middlesex,,,HA8 7AX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£395.25,NONE,£0.00,YES,£0.00
2032000140001B,SHOP AND PREMISES,"£15,500",Mr A Rasadurai,01/07/2014,14 Hale Lane,London,,,,NW7 3NX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£317.50,NONE,£0.00,YES,£0.00
3636002360001A,SHOP AND PREMISES,"£16,250",Mia Hair & Beauty Ltd,11/10/2016,236 Regents Park Road,London,,,,N3 3HP,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£362.86,NONE,£0.00,YES,£0.00
4086000140001B,SHOP AND PREMISES,"£17,250",Mr D Davidson,01/04/2000,14 Station Road,Edgware,Middlesex,,,HA8 7AB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
4086002440001A,SHOP AND PREMISES,"£26,500",Sandya Priyandani De Silva ,15/09/2011,244 Station Road,Edgware,Middlesex,,,HA8 7AU,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£550.76,NONE,£0.00,YES,£0.00
4476000040001A,SHOP AND PREMISES,"£19,750",G S Mr Ghulam Sughara Amin,05/04/2005,4 Watford Way,London,,,,NW4 3AD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£362.86,NONE,£0.00,YES,£0.00
4542001650001B,SHOP AND PREMISES,"£17,000",Mr V D Vekaria,01/04/2000,163-165 The Broadway,London,,,,NW9 7EA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£311.02,NONE,£0.00,YES,£0.00
4542002180001A,SHOP AND PREMISES,"£14,000",Hendon Eyecare Limited,25/07/2013,218 The Broadway,London,,,,NW9 7EE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£172.79,NONE,£0.00,YES,"£1,727.88"
4542002500000B,SHOP AND PREMISES,"£19,250",Messrs Adrian & John Bird T/a Broadway Bikes,01/04/2000,250 The Broadway,London,,,,NW9 6AE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£356.38,NONE,£0.00,YES,£0.00
4720002330001B,SHOP AND PREMISES,"£18,500",Messrs David & Steven Holyland T/a Ace Graphics,01/04/2000,Bst & Grd Flr,233 Woodhouse Road,London,,,N12 9BD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£421.17,NONE,£0.00,YES,£0.00
19400001710173,SHOWROOM AND PREMISES,"£13,250",John'S Cycles Limited,30/09/2016,17 Greenhill Parade,Great North Road,Barnet,Hertfordshire,,EN5 1ES,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£126.89,NONE,£0.00,YES,"£3,552.96"
13821001110024,SURGERY AND PREMISES,"£18,500",Mr D Patel T/a Promenade Dental Practice,11/03/2003,11a The Promenade,Edgware,Middlesex,,,HA8 7JZ,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£323.98,NONE,£0.00,YES,£0.00
15820059620003,SURGERY AND PREMISES,"£17,000",Dr C Handler,23/02/2004,596 Finchley Road,London,,,,NW11 7RX,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£291.58,NONE,£0.00,YES,£0.00
15820094310011,SURGERY AND PREMISES,"£26,750",Dr M J Frankl,16/07/2007,Ground Floor,943 Finchley Road,London,,,NW11 7PE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£453.57,NONE,£0.00,YES,£0.00
19800001700015,SURGERY AND PREMISES,"£18,500",Dr A B Tang,25/05/2006,17 The Grove,London,,,,N3 1QN,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£311.02,NONE,£0.00,YES,£0.00
24060004410015,SURGERY AND PREMISES,"£13,000",Mr A Nevies,01/04/2000,44 Hoop Lane,London,,,,NW11 7NH,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£67.39,NONE,£0.00,YES,"£2,695.50"
36360031300003,SURGERY AND PREMISES,"£25,500",Mr N Agrawal,28/06/2011,313 Regents Park Road,London,,,,N3 1DP,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£557.24,NONE,£0.00,YES,£0.00
39200002500009,SURGERY AND PREMISES,"£17,500",Twisty Tails Nursery Ltd,20/07/2010,25 Sheaveshill Avenue,London,,,,NW9 6SE,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£395.25,NONE,£0.00,YES,£0.00
40140008010011,SURGERY AND PREMISES,"£17,750",Mr G Cooper T/a Southover Orthodonitc Practic,01/04/2000,Gnd Fl,80 Southover,London,,,N12 7HB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£311.02,NONE,£0.00,YES,£0.00
2828009022000B,SURGERY AND PREMISES,"£24,500",Mr S Handelsman,01/04/2000,Manor Lodge,1b Manor Park Gardens,Edgware,Middlesex,,HA8 7NB,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£434.13,NONE,£0.00,YES,£0.00
3194009012000A,TENNIS CLUB & COURTS,"£4,900",Mr S Poxon,01/04/2000,Northway Tennis Centre Northway Gardens,Northway,London,,,NW11 6PA,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£0.00,NONE,£0.00,YES,"£1,745.66"
1338000651008A,VEHICLE REPAIR WORKSHOP AND PREMISES,"£14,750",Mr Bekim Kerolli,12/12/2014,65e East Barnet Road,Barnet,Hertfordshire,,,EN4 8RN,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£302.89,NONE,£0.00,YES,£551.27
01160001220008,WAREHOUSE AND PREMISES,"£26,000",R C Cutting & Co Ltd,01/04/2000,10-12 Arcadia Avenue,London,,,,N3 2JU,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£421.17,NONE,£0.00,YES,£0.00
02500004100008,WORKSHOP AND PREMISES,"£14,500",Oak Tree Builders Merchants Limited,01/05/2016,41 Barnfield Road,Edgware,Middlesex,,,HA8 0AY,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£264.58,NONE,£0.00,YES,"£1,058.33"
41420019300008,WORKSHOP AND PREMISES,"£9,700",Mr S K Abadi,19/03/2008,193 Summers Lane,London,,,,N12 0QD,NONE,£0.00,REVALUATION SUPPORT SMALL 5%,£0.00,NONE,£0.00,YES,"£3,369.37"
447600530A0004,ADVERTISING RIGHT AND PREMISES,"£2,275",Mr B O'Brien,01/04/2001,Adv Right At,530 Watford Way,London,,,NW7 4RS,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,060.15"
14780000620004,BOWLS CLUB AND PREMISES,"£6,200",Finchley Bowling Club The Treasurer,01/04/2000,Finchley Bowling Club,6-10 Etchingham Park Road,London,,,N3 2DT,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£2,851.00"
22460001810193,BUILDING UNDER RECONSTRUCTION,£0,Retail Connections Ltd,03/11/2014,SUITE 2 1ST FLR 18-24,High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£363.57
22460001810564,BUILDING UNDER RECONSTRUCTION,£0,Sangerwal Money Transfer Services Ltd,09/01/2015,SUITE 4 4TH FL 18-24,High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£139.50
22460001810598,BUILDING UNDER RECONSTRUCTION,£0,CK Knitting London Ltd,01/12/2014,Unit 2 2nd Floor,18-24 High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£627.15
22460001810672,BUILDING UNDER RECONSTRUCTION,£0,Edgware Accountants Ltd,05/09/2014,Suite 4a 5th Floor,18-24 High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£490.81
22460001819003,BUILDING UNDER RECONSTRUCTION,£0,Sparquote Ltd,09/05/2003,Car Park R/o,18-24 High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£127.25
2246000181055A,BUILDING UNDER RECONSTRUCTION,£0,Best Choice Hire Ltd,05/04/2016,Suite 3 4th Fl,18-24 High Street,Edgware,Middlesex,,HA8 7RP,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£763.49
00880000010192,BUSINESS UNIT AND PREMISES,"£2,500",Comix Limited,01/03/2016,Unit 1.12,Alston Works,Alston Road,Barnet,Hertfordshire,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,737.75"
00880000010205,BUSINESS UNIT AND PREMISES,"£2,375",Mr Alexander Sarychkin,06/01/2016,Unit 2.12,Alston Works,Alston Road,Barnet,Hertfordshire,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,106.75"
00880000010224,BUSINESS UNIT AND PREMISES,"£2,375",Mr William Michael Taylor,01/01/2016,Unit 4.12,Alston Works,Alston Road,Barnet,Hertfordshire,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,106.75"
00880000010239,BUSINESS UNIT AND PREMISES,"£2,425",Mr Julius Beltrame,01/01/2016,Unit 5.12,Alston Works,Alston Road,Barnet,Hertfordshire,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,130.05"
00880000010243,BUSINESS UNIT AND PREMISES,£770,Mr Marcus White,01/01/2016,Unit 6.12,Alston Works,Alston Road,Barnet,Hertfordshire,EN5 4EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,£358.82
04600013720039,BUSINESS UNIT AND PREMISES,"£5,700",H Capital Ventures Ltd,07/11/2016,Suite 3 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£2,099.37"
04600013720043,BUSINESS UNIT AND PREMISES,"£3,750",John Savva Ltd,01/08/2014,Suite 4 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,373.66"
04600013720081,BUSINESS UNIT AND PREMISES,"£5,900",Rocker Project Management Ltd,01/03/2011,Suite 8 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£2,177.13"
04600013720185,BUSINESS UNIT AND PREMISES,"£6,600",Mipow Uk Ltd,20/06/2016,Suite 18 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£2,436.31"
04600013720217,BUSINESS UNIT AND PREMISES,"£3,500",Securteam Ltd,08/01/2014,Suite 21 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,295.91"
04600013720221,BUSINESS UNIT AND PREMISES,"£3,450",Sloth Capital LLC,09/01/2017,Suite 22 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,257.03"
04600013720274,BUSINESS UNIT AND PREMISES,"£7,300",Berkeley Seymour ( Property Finance) Lim,01/01/2016,Suite 27 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£2,902.84"
04600013720325,BUSINESS UNIT AND PREMISES,"£4,650",Aapc Direct Ltd,06/07/2015,Suite 32 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,YES,"£1,710.60"
