RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
Trustees Of Whiteleys Engineering,-183,855,2013,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",07-12-2010,
Trustees Of Whiteleys Engineering,-406.48,-406.48,2013,"Unit 3, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",19-06-2013,31-12-2013
,-24.98,-24.98,2013,"Pt Gd Pt 1ST Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",,01-04-2013,27-08-2013
,-0.9,-0.9,2012,"Stones Cricket Club, Ripponden Old Lane, Ripponden, Sowerby Bridge      HX6 4LQ",,01-04-1990,
Halifax Property Restoration Ltd,-200,-200,2001,"2ND Floor, Westfield, Sowerby New Road, Sowerby Bridge, HX6 3AS","Westfield House, Sowerby New Road, Sowerby Bridge, Halifax, HX6 1AB",21-01-2001,20-01-2001
Halifax Opportunities Trust,-741.75,-1651.34,2014,"Children's Centre, New Road Primary School, Sowerby New Road, Sowerby Bridge       HX6 1DY","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,
Halifax Opportunities Trust,-909.59,-1651.34,2015,"Children's Centre, New Road Primary School, Sowerby New Road, Sowerby Bridge       HX6 1DY","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",01-07-2014,
,-67.33,-67.33,2007,"White Horse Inn, Spring Gardens, Burnley Road, Sowerby Bridge      HX6 2TW",,14-12-1993,19-10-2007
,-64.75,-64.75,2011,"Station Road, Sowerby Bridge, HX6 3LB",,09-10-2005,30-09-2011
,-275.62,-275.62,2006,"1 Tower Hill, Sowerby Bridge, HX6 2EQ",,07-04-2000,31-03-2006
,-0.38,-0.38,2012,"3 Tower Hill, Sowerby Bridge, HX6 2EQ",,01-04-2006,
Jowett Insurance Services Ltd [In Liquidation],-26.03,-26.03,2002,"5 Town Hall Street, Sowerby Bridge, HX6 2QD","C/O Sargent & Co, 4 Wards End, Halifax, HX1 1BX",01-04-1990,21-03-1996
,-4.45,-4.45,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,01-04-1997,03-05-1999
,-50.61,-50.61,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,02-09-1991,14-10-1993
,-8.77,-8.77,2005,"32 Town Hall Street, Sowerby Bridge, HX6 2EA",,24-11-2003,13-10-2005
,-53.13,-53.13,2012,"40 Town Hall Street, Sowerby Bridge, HX6 2EA",,01-04-2003,
Lloyds Bank Plc,-564,3384,2014,"Town Hall Street, Sowerby Bridge, HX6 2DZ","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-1990,
,-228.97,-228.97,2012,"1 Baldwins Yard, Sowerby Bridge, HX6 2EQ",,19-07-1999,
Central Holdings Ltd,-11.64,-11.64,2009,"1/3 Central Buildings, Town Hall Street, Sowerby Bridge, HX6 2QF","37 Spring Lane, Pannal, Harrogate, HG3 1NP",01-11-2001,30-04-2009
,-333.6,-858.05,2007,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,25-07-2003,17-05-2009
,-462,-858.05,2008,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,25-07-2003,17-05-2009
,-62.45,-858.05,2009,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,25-07-2003,17-05-2009
,-67.9,-67.9,2006,"2nd Floor, Barclays Bank Chambers, 21 Town Hall Street, Sowerby Bridge      HX6 2EA",,01-10-1993,15-12-2006
Kiplings (Sowerby Bridge) Ltd,-213.24,-213.24,2014,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA","21 Hyde Park Road, Leeds, LS6 1PY",01-08-2013,14-05-2014
,-45.37,-45.37,2009,"15 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",,02-01-2008,25-02-2010
,-208.12,-208.12,2007,"The Willows, Watson Mill Lane, Sowerby Bridge, HX6 3BW",,01-04-2007,05-11-2007
,-43.85,-43.85,2010,"7 West Street, Sowerby Bridge, HX6 3AP",,27-08-2005,26-08-2010
,-1.4,-1.4,2012,"8 West Street, Sowerby Bridge, HX6 3AN",,20-10-1997,
,-51.4,-51.4,2012,"14 West Street, Sowerby Bridge, HX6 3AN",,30-01-2009,21-03-2013
,-76.66,-76.66,2006,"68 West Street, Sowerby Bridge, HX6 3AP",,01-04-2005,04-02-2007
,-163.59,-766.35,2007,"11/13 Lilly Street, Sowerby Bridge, HX6 3DG",,01-07-2007,04-01-2008
,-602.76,-766.35,2008,"11/13 Lilly Street, Sowerby Bridge, HX6 3DG",,01-07-2007,04-01-2008
,-56.31,-56.31,2012,"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",,01-04-1990,
Repack Services Ltd,-662.84,-662.84,2005,"Unit 2 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",20-02-1999,08-10-2005
,-4.08,-4.08,2008,"UNIT14 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,15-01-2001,30-03-2009
Timber Building Installations Ltd,-3.92,-3.92,2006,"Sowerby Bridge Sheds, Holby Business Centre, West Street, Sowerby Bridge      HX6 3BT","Unit 1, Calder Valley Motors, Burnley Rd, Mytholmroyd, Hebden Bridge, HX7 5AD",01-09-2006,01-04-2007
Oakenclough Buildings Ltd,-574.03,-574.03,2009,"Sowerby Bridge Sheds, Holby Business Centre, West Street, Sowerby Bridge      HX6 3BT","Attn Glenn Brady, Oakenclough Mill, Garstang, Preston, PR3 1TB",01-09-2008,31-12-2009
,-97.41,-97.41,2011,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,23-03-2009,22-12-2010
,-35.54,-43.54,2008,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,01-04-2001,31-01-2009
,-8,-43.54,2009,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,01-04-2001,31-01-2009
Repack Services Ltd,-227.07,-227.07,2005,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",01-04-2004,31-08-2005
Beds By Design Ltd,-0.5,5207.5,2014,"Unit 19, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 19 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",01-04-2003,
,-2.17,-2.17,2009,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,01-02-2008,20-07-2009
Repack Services Ltd,-4.73,-4.73,2005,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",01-04-2004,08-10-2005
,-91.07,-91.07,2004,"5 Wharf Street, Sowerby Bridge, HX6 2EG",,31-03-2002,12-06-2004
Cottage Antiques Ltd,-129.27,-129.27,2002,"22 Wharf Street, Sowerby Bridge, HX6 2AE",,01-04-1990,31-03-1998
,-0.74,-0.74,2012,"29 Wharf Street, Sowerby Bridge, HX6 2LA",,09-08-1999,
,-441.1,2876.9,2014,"42 Wharf Street, Sowerby Bridge, HX6 2AE",,22-10-2014,
,-0.76,-0.76,2012,"45 Wharf Street, Sowerby Bridge, HX6 2LB",,10-05-1991,
,-225.97,-225.97,2005,"Dental Surgery, 92 Wharf Street, Sowerby Bridge, HX6 2AF",,01-04-1990,01-11-2005
,-1000,-1000,2014,"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",,01-04-1990,
Kasshall Ltd T/A Custom Kitchens [In Liquidation],-17.44,-17.44,2002,"R/O 88 Wharf Street, Sowerby Bridge, HX6 2AF","C/O Cork Gully, Albion Court, 5 Albion Place, Leeds, LS1 6JP",01-04-1990,24-03-1995
,-15.15,-15.15,2012,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,01-04-2009,31-10-2013
,-0.37,-0.37,2012,"8 Regent Place, Sowerby Bridge, HX6 2HG",,07-02-2008,
Timperely Kitchens Ltd,-143.7,-143.7,2014,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN","Parker Accountancy, C/O 3 Kirk Fell Drive, High Lane, Stockport, Cheshire, SK8 6JB",01-04-2013,
,-3.48,-3.48,2001,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,28-03-2002,27-05-2004
,-301.88,-555.13,2008,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,28-05-2004,31-12-2008
,-253.25,-555.13,2009,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,28-05-2004,31-12-2008
Leonard Horsfall & Co Ltd [In Receivership],-6.6,-6.6,2002,"Blind Lane, Todmorden, OL14 5HZ","C/O Buchler Phillips Traynor, 1 Winckley Court, Chapel Street, Preston, PR1 8BU",01-04-1990,04-09-1995
,-66,-66,2004,"2ND & 3RD Floors, Blue Note, Bridge Street, Todmorden           OL14 5AQ",,01-07-2004,30-06-2004
,-31.37,-31.37,2003,"Store & Premises, Bright Street, Todmorden, OL14 7PF",,01-04-1990,01-03-2004
,-71.69,-71.69,2012,"Stalls 35/36 Market Hall, Brook Street, Todmorden, OL14 5AJ",,26-01-2011,
,-5.6,-5.6,2012,"Storeroom 3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01-09-2011,13-01-2013
,-21.29,-16.02,2011,"Storeroom 3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,26-01-2011,31-05-2011
,-8.22,-8.22,2012,"Storeroom 6 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01-09-2011,31-01-2013
,-8,25,2014,"Storeroom 6 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01-02-2013,
,-2.64,-2.64,2012,"Storeroom 9 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01-01-2012,01-08-2012
,-4.58,-4.58,2012,"Storeroom 14B Market Hall, Brook Street, Todmorden, OL14 5AJ",,26-01-2011,
,-65,-65,2010,"19 Burnley Road, Todmorden, OL14 7BU",,01-08-2010,02-02-2011
,-56.59,-56.59,2010,"24 Burnley Road, Todmorden, OL14 5EZ",,13-06-2009,21-05-2010
D & I Phillips Properties Limited,-35.12,-35.12,2006,"27 Burnley Road, Todmorden, OL14 7BU","27 Burnley Road, Todmorden, OL14 7BU",11-06-2006,15-03-2007
,-118.55,-118.55,2004,"37 Burnley Road, Todmorden, OL14 7BU",,01-08-1996,10-10-2004
,-22.49,-22.49,2010,"52 Burnley Road, Todmorden, OL14 5EY",,14-04-2004,20-04-2010
,-28.5,-28.5,2008,"75 Burnley Road, Todmorden, OL14 7BS",,13-02-2008,08-03-2009
,-35.71,-35.71,2008,"77 Burnley Road, Todmorden, OL14 7BS",,07-04-2005,08-03-2009
Norman Jowett Ltd,-705,-705,2004,"Opp Portsmouth Mill, Burnley Road, Todmorden, OL14 8PP","159 Knowlwood Road, Todmorden, OL14 6RD",01-04-1990,31-03-2004
C.D.R Supply Co Ltd,-0.59,-0.59,2012,"Unit 1A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",,01-10-2005,
,-113.99,-113.99,2004,"The Polished Knob, 31 Burnley Road, Todmorden, OL14 7BU",,03-04-2003,01-02-2005
Developing Initiatives For Support In The Community Ltd,-305.66,-386.72,2015,"32 Burnley Road, Todmorden, OL14 5EZ","Ies Centre, Sapphire House, Horndale Avenue, Newton Aycliffe, DL5 6DS",23-12-2014,
Developing Initiatives For Support In The Community Ltd,-81.06,-386.72,2014,"32 Burnley Road, Todmorden, OL14 5EZ","Ies Centre, Sapphire House, Horndale Avenue, Newton Aycliffe, DL5 6DS",23-12-2014,
,-0.54,396.11,2014,"Waggon & Horses Inn, 752 Burnley Road, Todmorden, OL14 8LF",,01-04-1998,
,-53.41,-53.41,2004,"900 Burnley Road, Todmorden, OL14 8PJ",,31-05-1996,16-03-2005
,-0.01,-0.01,2014,"342/344 Burnley Road, Todmorden, OL14 8EX",,10-09-2013,
,-17.12,-17.12,2012,"R/0 739 Burnley Road, Todmorden, OL14 8LF",,01-04-1993,
Administrators Of James H Sutcliffe Ltd,-65.66,-65.66,2011,"S/0 752 Burnley Road, Todmorden, OL14 8LF","Co Bdo Llp, 3 Hardman Street, Manchester, M3 3AT",10-09-2011,09-10-2011
,-6.28,-6.28,2009,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",,06-12-2004,30-04-2009
,-142.23,-142.23,2004,"Unit 7d Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",,01-04-2001,05-09-2004
,-1.18,-1.18,2012,"42/44 Burnley Road, Todmorden, OL14 5EZ",,14-06-2008,
,-58.75,-58.75,2012,"Unit 1 Tower Block, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,13-06-2007,
Fred Howarth Ltd,-9.5,-9.5,2011,"Unit 25 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA","Jumps Road, Livegate, Todmorden, OL14 8HJ",01-08-2007,31-03-2012
,-275.96,-275.96,2009,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,01-04-2008,31-08-2008
,-11.5,-11.5,2014,"39 Burnley Road, Todmorden, OL14 7BU",,01-07-2009,20-03-2012
,-0.55,-0.55,2012,"Unit 8A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,01-09-2008,
,-0.72,-0.72,2014,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,01-09-2008,
,-9.58,-9.58,2012,"Unit 2 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,01-07-2010,
,-127.8,-127.8,2012,"Unit 23 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,01-03-2010,
,-0.89,-0.89,2012,"Cinderhill Joinery Works, Castle Street, Todmorden, OL14 5SR",,01-04-1990,
S Horsfall (Plumbers) Ltd,-36,-36,2012,"2 Dale Street, Todmorden, OL14 5PX","Liddington, Peel Cottage Road, Todmorden, OL14 7QJ",01-04-1990,30-04-2014
,-270.74,-270.74,2010,"4 Dale Street, Todmorden, OL14 5PX",,02-09-2007,28-10-2010
Amazonails Ltd,-44.37,-44.37,2011,"Unit 1 Hope Mill, Crescent Street, Todmorden, OL14 5HJ","Unit 1, Hope Mill, Crescent Street, Todmorden, OL14 5HJ",01-03-2007,07-07-2011
,-0.81,-0.81,2012,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",,19-03-2001,
,-0.89,-0.89,2012,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",,25-11-1996,
Software Partisans Ltd,-32,-32,2002,"Unit 2, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 5AG",,17-01-1998,31-05-1999
,-174.82,-174.82,2010,"7 Halifax Road, Todmorden, OL14 5AG",,21-11-2006,28-11-2010
,-49.24,1034.78,2014,"9 Halifax Road, Todmorden, OL14 5AG",,19-02-2013,01-11-2014
,-65.24,-65.24,2007,"16 Halifax Road, Todmorden, OL14 5AD",,01-09-2006,22-07-2007
,-0.22,-0.22,2012,"17 Halifax Road, Todmorden, OL14 5AG",,14-12-2007,
,-194.95,-194.95,2010,"26 Halifax Road, Todmorden, OL14 5QG",,01-04-2009,31-03-2010
,-1.08,-1.08,2012,"38 Halifax Road, Todmorden, OL14 5QG",,21-08-2006,
,-90.98,-90.98,2002,"41 Halifax Road, Todmorden, OL14 5BB",,01-04-1990,09-12-1991
,-13.19,-13.19,2009,"47 Halifax Road, Todmorden, OL14 5BB",,01-04-2008,16-08-2009
,-36.66,-36.66,2005,"139 Halifax Road, Todmorden, OL14 5BE",,21-11-2001,19-02-2006
Anglo-American (One Stop) Ltd,-0.74,-0.74,2012,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",,16-06-1990,
,-1.77,-1.77,2012,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,01-07-1999,
Fourward Engineering Ltd In Liquidation,-51.56,-51.56,2010,"Wood Mill, Halifax Road, Todmorden, OL14 6EE","C Brooksbank, O'Hara & Co, Wesley House, Huddersfiled Road, Birstall Batley, WF17 9EJ",13-03-2008,24-03-2011
,-76.78,-76.78,2002,"Duke Of York Inn, 20 Halifax Road, Todmorden, OL14 5AD",,03-10-1997,09-11-2001
,-159.03,-159.03,2002,"Rope And Anchor Inn, 132 Halifax Road, Todmorden, OL14 5QR",,28-11-1995,03-12-1997
,-119.58,-119.58,2007,"Shannon & Chesapeake Inn, 257 Halifax Road, Todmorden, OL14 5RX",,21-09-2006,30-09-2007
,-418,482,2014,"Shannon & Chesapeake Inn, 257 Halifax Road, Todmorden, OL14 5RX",,16-07-2014,
Admiral Taverns Ltd,-8.6,-8.6,2006,"Big D's, 355 Halifax Road, Todmorden, OL14 5SR","Purchase Ledger Dept, Suite H3, Steam Mill Business Centre, Steam Mill Street, Chester, CH3 5AN",07-09-2006,30-03-2007
Makin Dixon Solicitors,-238.47,1805.53,2014,"32 Halifax Road, Todmorden, OL14 5QG","The Wool Exchange, 2nd Floor, 10 Hustlergate, Bradford, BD1 1RE",09-08-2010,
Primesight Ltd,-0.02,170.98,2014,"Advertising Right, Springs Service Station, Halifax Road, Todmorden           OL14 5TS","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2003,
Lloyds Bank Plc,-285,1697.98,2014,"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-2012,
Lloyds Bank Plc,-0.02,1697.98,2013,"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-2012,
,-0.48,-0.48,2012,"39 Halifax Road, Todmorden, OL14 5BB",,12-05-2008,
C N Trading Ltd,-747.49,-747.49,2013,"UNIT1 Perseverance Mill, Halifax Road, Todmorden, OL14 6EG","Calderside Nurseries, Oakville Road, Hebden Bridge, HX7 6NG",05-05-2011,27-10-2013
,-3.04,-3.04,2002,"Harley Street, Todmorden, OL14 5JE",,08-07-1992,01-06-1998
,-206.75,-206.75,2012,"Harley Mill, Harley Street, Todmorden, OL14 5JE",,01-04-2010,20-11-2012
Millwood Vehicle Services Ltd,-56,-56,2012,"Unit 2 Harley House Mill, Todmorden, OL14 5JE","Harley Mill, Harley Street, Todmorden, OL14 5JE",01-04-2012,31-03-2012
,-35.73,-35.73,2004,"Thornlea East, Holme House Road, Todmorden, OL14 8LD",,01-04-2000,17-12-2004
Vendaserve Ltd T/A Freezerama (In Liquidation),-98.99,-98.99,2002,"Lever Street, Todmorden, OL14 5QF","C/O Messrs Waterworth Rudd, & Hare, Central Buildings, Richmond Terrace Blackburn",01-04-1990,29-11-1992
,-3,655,2012,"Stables Cottage, Middle Longfield Farm, Longfield Road, Todmorden           OL14 6LX",,01-06-2006,
,-73.43,-73.43,2007,"Fountain Inn, Meadow Bottom, Todmorden, OL14 8BG",,01-04-2005,28-10-2007
,-176,-176,2010,"Unit 3B & Compound, Mitchell Street, Todmorden, OL14 7DP",,26-10-2008,31-01-2010
,-0.51,-0.51,2012,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",,01-04-2005,
,-36.43,-36.43,2012,"120 Oak Avenue, Todmorden, OL14 5PD",,05-05-1992,
Equable Properties Ltd,-116.5,-116.5,2008,"Dog & Partridge Restaurant, Sourhall Road, Todmorden, OL14 7JA","27/28 Eastcastle Street, London, W1W 8DH",06-02-2008,23-07-2009
Equable Properties Ltd,-312.5,-312.5,2008,"Dog & Partridge, Sourhall Road, Todmorden, OL14 7JA","27/28 Eastcastle Street, London, W1W 8DH",06-02-2008,23-07-2009
Joint Admin Receivers Of Lois Fabric Printing Co Ltd,-7.11,-7.11,2002,"Caldervale Mill, Pudsey Road, Todmorden, OL14 8NJ","C/O Coopers & Lybrand, Abacus Court, 6 Minshull Street, Manchester, M1 3ED",03-09-1994,09-09-1994
,-420.67,-420.67,2011,"Springwood Mill, Pudsey Road, Todmorden, OL14 8NJ",,01-02-2011,
,-17.94,-17.94,2012,"Garage 1, Raglan Street, Todmorden, OL14 5HF",,04-04-2003,
,-81.94,-81.94,2012,"Garage 2, Raglan Street, Todmorden, OL14 5HF",,01-04-1990,
,-11,44,2013,"Unit 4 Hope Mill, Raglan Street, Todmorden, OL14 5HF",,01-04-2010,
Lancashire Cotton Company Ltd,-135.14,-135.14,2012,"Rise Lane, Todmorden, OL14 7AA","Mr Kevin Baulk, 293 Rise Lane, Todmorden, OL14 7AA",01-04-2001,31-08-2012
,-1.47,-1.47,2012,"Old Parcels Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",,12-03-2001,
Entari Ltd,-11.16,-11.16,2006,"21 Rochdale Road, Todmorden, OL14 5AA","The Old Co-Op Hall, Old Town, Hebden Bridge, HX7 8RX",12-06-2006,16-03-2007
,-18.39,-18.39,2002,"23 Rochdale Road, Todmorden, OL14 5AA",,01-04-1990,09-07-1991
,-150.66,-150.66,2002,"33 Rochdale Road, Todmorden, OL14 7LA",,01-04-1990,19-11-1993
,-60.96,-60.96,2003,"262 Rochdale Road, Todmorden, OL14 7PD",,01-04-1998,01-03-2004
,-0.02,629.98,2014,"Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",,07-01-2003,
,-51.73,-51.73,2003,"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",,15-01-2004,20-03-2004
,-20,463.67,2006,"196 Rochdale Road, Todmorden, OL14 7NA",,19-12-2005,31-03-2008
Primesight Ltd,-0.04,350.96,2014,"Advertising Right, 769 Rochdale Road, Todmorden, OL14 6TG","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-10.4,-10.4,2005,"780 Rochdale Road, Todmorden, OL14 7UA",,01-04-1990,21-04-2005
,-218.74,-218.74,2007,"Wagon & Horses Inn, 786 Rochdale Road, Todmorden, OL14 7UA",,28-03-2006,26-08-2007
Kavia Moulded Products Ltd,-1840.25,-8478.04,2011,"Unit 2a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD","Unit 1c, Walsden Industrial Estate, Rochdale Road, Todmorden, OL14 6UD",01-04-2010,20-06-2010
Kavia Moulded Products Ltd,-1762.5,-8478.04,2014,"Unit 2a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD","Unit 1c, Walsden Industrial Estate, Rochdale Road, Todmorden, OL14 6UD",01-04-2010,20-06-2010
Kavia Moulded Products Ltd,-1738.5,-8478.04,2012,"Unit 2a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD","Unit 1c, Walsden Industrial Estate, Rochdale Road, Todmorden, OL14 6UD",01-04-2010,20-06-2010
Kavia Moulded Products Ltd,-1767.75,-8478.04,2013,"Unit 2a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD","Unit 1c, Walsden Industrial Estate, Rochdale Road, Todmorden, OL14 6UD",01-04-2010,20-06-2010
Kavia Moulded Products Ltd,-1369.04,-8478.04,2010,"Unit 2a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD","Unit 1c, Walsden Industrial Estate, Rochdale Road, Todmorden, OL14 6UD",01-04-2010,20-06-2010
,-91.13,-91.13,2005,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",,01-04-2002,16-05-2005
,-60,-60,2010,"33 Rochdale Road, Todmorden, OL14 7LA",,01-04-2008,31-12-2010
,-154.42,-154.42,2012,"Unit 12 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,01-11-2010,31-03-2012
,-450.15,-450.15,2009,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",,24-11-2006,
,-77.28,-77.28,2012,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",,01-06-2009,
,-35.13,-35.13,2010,"Unit 6 Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",,01-03-2008,25-02-2011
,-84,-84,2014,"Unit 13 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,01-12-2013,
Calderdale Healthcare N.H.S Trust,-40.09,-40.09,1999,"Todmorden Health Centre, Rose Street, Todmorden, OL14 5AT","Royal Halifax Infirmary, Free School Lane, Halifax, HX1 2YF",01-04-1991,31-03-2000
,-8.5,-8.5,2002,"Unit 1, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",,04-08-1997,30-09-2002
,-8.5,-8.5,2002,"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",,04-08-1997,30-09-2002
,-150.82,-174.82,2014,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,01-09-2001,29-06-2014
,-24,-174.82,2015,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,01-09-2001,29-06-2014
,-3.18,-3.18,2012,"Unit 12 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DR",,01-03-2006,
A Kinghorn & Co Ltd-In Receivership,-2184.48,-2184.48,2002,"Hammer Mill, Stackhills Road, Todmorden, OL14 5QW","C/O Messrs Grant Thornton, Heron House, Albert Square, Manchester, M2 5HD",01-04-1990,06-01-1993
,-2.39,-2.39,2001,"1 Stansfield Road, Todmorden, OL14 5DN",,29-07-1999,29-04-2001
,-28.21,-28.21,2009,"1 Stansfield Road, Todmorden, OL14 5DN",,31-10-2002,31-07-2009
,-144,-144,2012,"17 Stansfield Road, Todmorden, OL14 5DN",,01-04-1990,
,-0.01,-0.01,2012,"Unity Street, Walsden, Todmorden, OL14 7SR",,01-03-2001,
,-16.53,-16.53,2011,"Ambulance Hall, Victoria Road, Todmorden, OL14 5LP",,01-04-1990,24-05-2011
,-210.37,0,2007,"15 Water Street, Todmorden, OL14 5AB",,01-10-2000,01-06-2008
,-21.69,-21.69,2002,"16 Water Street, Todmorden, OL14 5AB",,01-08-1996,03-02-2001
,-25.51,-25.51,2002,"18 Water Street, Todmorden, OL14 5AB",,01-02-1999,28-05-1999
,-38.94,-38.94,2009,"25 Water Street, Todmorden, OL14 5AB",,05-10-2007,11-09-2009
,-136.02,-136.02,2006,"4 West Street, Todmorden, OL14 5HY",,01-04-1998,30-09-2006
Heathcote Distribution Ltd,-8.73,0,2012,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD","14 Meadway Technical Park, Rutherford Close, Stevenage, SG1 2EF",01-02-2013,01-04-2013
