ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,AMOUNT (£),PURPOSE,TRANSACTION ID
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058079
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058081
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058083
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058084
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058085
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058086
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058087
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,-598.12,RESIDENTIAL LONG TERM,V001058088
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058092
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,548.16,RESIDENTIAL LONG TERM,V001058093
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,28/10/16,549.58,NURSING LONG TERM,V001058094
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058095
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,608.12,RESIDENTIAL LONG TERM,V001058097
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058098
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,28/10/16,523.46,RESIDENTIAL LONG TERM,V001058099
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058100
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058101
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,585.02,RESIDENTIAL LONG TERM,V001058102
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,551.6,RESIDENTIAL LONG TERM,V001058103
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,28/10/16,512.3,RESIDENTIAL LONG TERM,V001058104
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,590.5,RESIDENTIAL LONG TERM,V001058105
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058107
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,28/10/16,540.52,RESIDENTIAL LONG TERM,V001058108
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,557.14,RESIDENTIAL LONG TERM,V001058109
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058110
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,528.02,RESIDENTIAL LONG TERM,V001058112
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,573.4,RESIDENTIAL LONG TERM,V001058113
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,566.16,RESIDENTIAL LONG TERM,V001058115
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,884.7,RESIDENTIAL LONG TERM,V001058116
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058117
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058118
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,NURSING LONG TERM,V001058120
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,28/10/16,565.44,RESIDENTIAL LONG TERM,V001058121
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,728.9,NURSING LONG TERM,V001058122
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058124
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,28/10/16,580.98,RESIDENTIAL LONG TERM,V001058125
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058126
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,-612.12,RESIDENTIAL LONG TERM,V001058128
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,-612.12,RESIDENTIAL LONG TERM,V001058129
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,-612.12,RESIDENTIAL LONG TERM,V001058130
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,593.3,RESIDENTIAL LONG TERM,V001058131
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,598.12,NURSING LONG TERM,V001058132
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058133
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,28/10/16,571.08,RESIDENTIAL LONG TERM,V001058134
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,736.8,NURSING LONG TERM,V001058135
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,582.12,RESIDENTIAL LONG TERM,V001058136
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,28/10/16,592.12,RESIDENTIAL LONG TERM,V001058138
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058140
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,610.12,RESIDENTIAL LONG TERM,V001058142
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058143
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,659.22,RESIDENTIAL LONG TERM,V001058144
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,614.12,NURSING LONG TERM,V001058145
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,1049.3,RESIDENTIAL LONG TERM,V001058146
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,529.5,RESIDENTIAL LONG TERM,V001058148
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058149
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,608.12,RESIDENTIAL LONG TERM,V001058150
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,28/10/16,610.98,RESIDENTIAL LONG TERM,V001058151
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,599.36,RESIDENTIAL LONG TERM,V001058152
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,28/10/16,542.56,RESIDENTIAL LONG TERM,V001058153
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058156
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058157
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058158
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058159
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,DENTAK CARE AND SERVICES LIMITED,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058160
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058161
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058162
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,28/10/16,563.98,RESIDENTIAL LONG TERM,V001058163
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,529.1,RESIDENTIAL LONG TERM,V001058165
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,28/10/16,629.36,RESIDENTIAL LONG TERM,V001058167
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058168
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058169
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058170
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,28/10/16,859.52,RESIDENTIAL LONG TERM,V001058173
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,28/10/16,578.1,RESIDENTIAL LONG TERM,V001058174
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058175
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,28/10/16,596.06,NURSING LONG TERM,V001058177
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058178
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,523.72,RESIDENTIAL LONG TERM,V001058179
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058181
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,28/10/16,566.04,RESIDENTIAL LONG TERM,V001058194
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058195
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,578.76,RESIDENTIAL LONG TERM,V001058196
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,598.12,NURSING LONG TERM,V001058197
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,28/10/16,511.94,RESIDENTIAL LONG TERM,V001058198
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,578.78,RESIDENTIAL LONG TERM,V001058199
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058200
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,28/10/16,547.72,RESIDENTIAL LONG TERM,V001058201
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058202
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,28/10/16,566.34,RESIDENTIAL LONG TERM,V001058203
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058204
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,597.98,RESIDENTIAL LONG TERM,V001058205
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,500.42,RESIDENTIAL LONG TERM,V001058206
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058207
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,28/10/16,547.56,RESIDENTIAL LONG TERM,V001058208
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,552.6,RESIDENTIAL LONG TERM,V001058209
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,28/10/16,582.88,RESIDENTIAL LONG TERM,V001058210
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,501.92,RESIDENTIAL LONG TERM,V001058212
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,586.28,RESIDENTIAL LONG TERM,V001058213
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,28/10/16,562.96,NURSING LONG TERM,V001058214
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,28/10/16,521.88,RESIDENTIAL LONG TERM,V001058215
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,28/10/16,614.12,RESIDENTIAL LONG TERM,V001058216
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058217
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,559.48,RESIDENTIAL LONG TERM,V001058218
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,28/10/16,859.52,NURSING LONG TERM,V001058219
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,STAMFORD HOUSE REST HOME LIMITED,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058220
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058221
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,28/10/16,519.02,SELF - FUNDING DEFERRED PAYMENTS,V001058222
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,767.54,RESIDENTIAL LONG TERM,V001058223
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,551.04,RESIDENTIAL LONG TERM,V001058225
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,547.46,RESIDENTIAL LONG TERM,V001058227
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,541.88,RESIDENTIAL LONG TERM,V001058228
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,524.9,RESIDENTIAL LONG TERM,V001058230
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,28/10/16,615.98,RESIDENTIAL LONG TERM,V001058231
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058232
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,623.3,RESIDENTIAL LONG TERM,V001058234
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,612.12,RESIDENTIAL LONG TERM,V001058235
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058236
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,28/10/16,613.5,RESIDENTIAL LONG TERM,V001058237
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,555.46,RESIDENTIAL LONG TERM,V001058238
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,28/10/16,570.04,RESIDENTIAL LONG TERM,V001058239
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,28/10/16,587.42,NURSING LONG TERM,V001058240
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,801.3,NURSING LONG TERM,V001058241
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,577.12,RESIDENTIAL LONG TERM,V001058242
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,664.2,RESIDENTIAL LONG TERM,V001058243
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,28/10/16,585.28,RESIDENTIAL LONG TERM,V001058244
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,28/10/16,522.84,RESIDENTIAL LONG TERM,V001058245
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,28/10/16,601.88,RESIDENTIAL LONG TERM,V001058246
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,656.9,NURSING LONG TERM,V001058247
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,28/10/16,628.18,RESIDENTIAL LONG TERM,V001058248
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,658.72,NURSING LONG TERM,V001058250
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,28/10/16,971.7,NURSING LONG TERM,V001058251
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,28/10/16,662.82,RESIDENTIAL LONG TERM,V001058252
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,28/10/16,584.14,RESIDENTIAL LONG TERM,V001058253
ROCHDALE BOROUGH COUNCIL,28/10/16,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,28/10/16,859.52,NURSING LONG TERM,V001058254
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,28/10/16,564.04,RESIDENTIAL LONG TERM,V001058255
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,28/10/16,565.2,RESIDENTIAL LONG TERM,V001058256
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,28/10/16,616.12,RESIDENTIAL LONG TERM,V001058257
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,28/10/16,593.62,RESIDENTIAL LONG TERM,V001058258
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,28/10/16,561.58,RESIDENTIAL LONG TERM,V001058259
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058261
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,28/10/16,598.12,RESIDENTIAL LONG TERM,V001058262
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,28/10/16,606,RESIDENTIAL LONG TERM,V001058263
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,859.52,NURSING LONG TERM,V001058264
ROCHDALE BOROUGH COUNCIL,28/10/16,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,28/10/16,859.52,NURSING LONG TERM,V001058265
