Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date,Relief Granted
,65088001,"1 Forest Grove, Ovenden, Halifax, HX2 8AU",,11000,0,11/01/07,SBR
Limehouse Films Ltd,64242848,"Office 4 3RD Flr, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","The E W Innovation Centre, Hopwood Lane, Halifax, HX1 5EP",2425,1103.47,04/01/15,DUR SBR
The Trustees Of B E Holmes Settlement Trust,64400749,"Car Parking Space No 7, John Street, Halifax, HX1 1YA","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,0,06/18/15,EX
Trustees Of B Holmes Discretionary Settlement,64400740,"Car Parking Space No 15, John Street, Halifax, HX1 1YA","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,279.6,07/15/15,SBR
The Trustees Of B E Holmes Settlement Trust,64400742,"Car Parking Space No 17, John Street, Halifax, HX1 1YA","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,0,11/03/16,EX
Alexander Jack Ltd,64268724,"Suite F2 Trinity House, Blackwall, Halifax, HX1 2QR","Registered Office, 49 Austhorpe Road, Crossgates, Leeds, LS15 8BA",2125,0,07/01/17,SBR
Diddikicks Ltd,64268726,"Suite F7 Trinity House, Blackwall, Halifax, HX1 2QR",,2125,0,09/01/17,SBR
"R P Moore, J L Lister & Aj Bell Trustees Ltd",64268731,"Suite F5 Trinity House, Blackwall, Halifax, HX1 2QR","C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",3950,0,02/01/16,EX
Gp Strategies Training Ltd,64400733,"Car Parking Space No 25, John Street, Halifax, HX1 1YA","F.A.O. Mr Andy Holland, Units 1-3 Bredbury Business Pk, Bredbury Park Way, Bredbury, Stockport, SK6 2SN",600,279.6,11/26/15,SBR
Northern Motor Home Hire Ltd,56264706,"Unit 1, 2 Wistons Lane, Elland, HX5 9DT",,10750,0,08/17/16,SBR
Bamford Developments Limited Pension Scheme,64824713,"Unit 1 Causey Hall, Dispensary Walk, Halifax, HX1 1QL","8 St Stephen Street, Manchester, M3 6AY",3850,0,04/01/17,EX
The Piece Hall Trust,64824714,"Unit 2 Causey Hall, Dispensary Walk, Halifax, HX1 1QL","The Piece Hall, Blackledge, Halifax, HX1 1RE",5400,46.51,02/01/16,DCR MCR
,78448707,"Fenced Compound, Portsmouth Mill, Station Parade, Todmorden           OL14 8PU",,3100,0,11/05/16,SBR
Danish Crown Uk Ltd,76252829,"Grd Flr Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF","57 Stanley Road, Whitefield, Manchester, M45 8GZ",7700,3588.2,01/10/17,SBR
,64656708,"Garage, Lowerfield Bottom Farm, Coley Road, Halifax              HX3 7SA",,3400,0,11/13/06,SBR
,65164097,"97-101 Gibbet Street, Halifax, HX1 5BP",,9000,0,04/01/00,SBR
Calderdale Mbc Land & Property Services,65424054,"54 Illingworth Road, Illingworth, Halifax, HX2 9EN","Princess Buildings, Princess Street, Halifax, HX1 1TP",2475,0,06/17/16,EX
,65428042,"42 Ing Head Terrace, Shelf, Halifax, HX3 7LB",,4700,0,01/27/06,SBR
A & B Antiques Ltd,65624706,"9A/10A &11A, Lees Buildings, Halifax Road, Hipperholme","9A/10A & 11A Lees Buildings, Halifax Road, Hipperholme, Halifax, HX3 8EW",8400,0,07/01/12,SBR
R S Investments Yorkshire Ltd,65232723,"Junction Lane Ends Green, Halifax Road, Brighouse, HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",2200,551.3,12/15/11,DUR SBR
Ploughcroft Ltd,65232707,"Whitehall Chambers, Halifax Road, Hipperholme, Halifax             HX3 8EN",,8800,0,09/02/15,SBR
Leisure 7 Ltd,65232764,"Unit 2B, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER","Units 2b, Hipperholme Business Park, Halifax Road, Hipperholme, HX3 8ER",5100,0,09/10/12,SBR
,64288762,"Market Stall 122/132/133, Market Hall, Borough Market, Halifax             HX1 1DZ",,10500,0,10/16/05,SBR
,64288765,"Market Stall 125, 125A 126A, Market Hall, Borough Market, Halifax              HX1 1DZ",,3950,0,04/01/92,SBR
,64288769,"Market Stall 134-135, Market Hall, Borough Market, Halifax             HX1 1DZ",,4700,0,04/01/04,SBR
,64300703,"R/O 7/9 Bowling Green, Stainland, Halifax, HX4 9PF",,3200,0,11/10/96,SBR
,64332712,"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",,6800,0,02/01/15,SBR
The Bradshaw Pub Co Ltd,64336702,"Golden Fleece Inn, 1 Bradshaw Lane, Bradshaw, Halifax             HX2 9UZ","Fao Keith A Vear, 29 Whitley Drive, Holmfield, Halifax, HX2 9SJ",4400,0,01/28/10,SBR
,64344756,"Unit 71 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",,2225,0,03/14/14,SBR
,64344713,"Unit 51 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,3650,0,09/01/97,SBR
,64344722,"Unit 64 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,4950,0,01/01/13,SBR
Arctic Media Ltd,64344717,"Unit 34 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,1925,897.05,04/01/04,SBR
,65624703,"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,5800,2615.38,03/01/17,ER
,65592701,"Southowram Community Centre, Law Lane, Southowram, Halifax             HX3 9QL",,5100,0,04/01/90,DCR MCR
,65600708,"Unit 5, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",,5100,1559.44,07/21/14,ER
Eurofill Ltd,65600713,"Unit 14, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","F.A.O. Mr David Laycock, Old Allen Barn, Old Allen Road, Harecroft, Bradford, BD13 3RY",3800,0,09/17/05,SBR
Haven Building & Maintenance Ltd,65600710,"Unit 11/12, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","Unit 9, Lee Bridge Industrial Estate, Lee Bridge, Halifax, HX3 5AT",4150,1874.45,09/27/04,DUR SBR
,65600720,"Unit 8, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",,8000,0,05/26/98,SBR
Tesco Personal Finance Ltd,65616718,"Atm At Tesco Express, Leeds Road, Hipperholme, Halifax              HX3 8ND","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",5900,2749.4,07/16/13,SBR
Yorkshire Hot Tub House Ltd,65612725,"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG","C/O 44 Rudding Avenue, Allerton, Bradford, BD15 7DA",6400,0,12/01/16,SBR
,64052003,"3 Albion Street, Halifax, HX1 1DU",,4000,0,03/01/13,SBR
Director Of Safer & Stronger Communities,65458702,"1ST Floor, 2 Jerusalem Farm, Jerusalem Lane, Midgley","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",5500,2563,07/01/11,SBR
,64516700,"Causeway Foot Inn, 13 Causeway Foot, Halifax, HX2 8XX",,7000,0,04/10/04,SBR
,65488701,"Moss Farm Nurseries, Keighley Road, Causeway Foot, Halifax             HX2 8XD",,2025,659.07,04/01/00,DUR SBR
,65484736,"1st Floor, 2/4 Keighley Road, Halifax, HX3 6QP",,1625,741.62,01/04/13,DUR SBR
C P Holland & Sons Ltd,56220721,"Unit 1 Woodman Works, South Lane, Elland, HX5 0PA","8 Bramston Street, Brighouse, HD6 3AA",4600,0,10/01/17,SBR
,56220813,"Unit 9C, Woodman Works, South Lane, Elland               HX5 0PA",,5100,0,12/01/11,SBR
Calder Sheetmetal Ltd,56220780,"Unit 10/12 Woodman Works, South Lane, Elland, HX5 0PA","Units 10/12 Woodman Works, South Lane, Elland, HX5 0PA",10500,4893,05/01/07,SBR
Pyxis Joinery Ltd,56220762,"Unit A Woodman Works, South Lane, Elland, HX5 0PA","Unit A, Woodman Works, South Lane, Elland, HX5 0PA",4850,0,11/30/14,SBR
,56220769,"Garage Unit 7A, Woodman Works, South Lane, Elland               HX5 0PA",,4300,0,01/01/14,SBR
Pbb Properties Ltd,64584799,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",,4950,0,01/01/13,SBR
,64784785,"Unit H3/C, H Block, Dean Clough Industrial Park, Halifax              HX3 5EX",,4500,0,04/01/90,SBR
,64296716,"Office Suite T3, Dean Clough Mills, Halifax, HX3 5AX",,1500,0,01/18/10,SBR
I.O.U Ltd,64784837,"Unit V4, Dean Clough, Halifax, HX3 5AX","Office E130, Dean Clough Mills, Halifax, HX3 5AX",8000,76.64,01/01/99,DCR MCR
Dean Clough Ltd,64788834,"Crossleys Mill (Grd Flr), Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",7500,0,04/02/01,EX
Dean Clough Ltd,64885703,"Office Suite D 07, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",3900,0,04/01/06,EX
The Arts Charity At Dean Clough,64788801,"Unit S1-S8 & B R 1, Dean Clough, Halifax, HX3 5AX","D040 D Mill, Dean Clough, Halifax, HX3 5AX",11000,0,01/01/17,DCR MCR
Acorn Bespoak Joinery Manufacturers Ltd,64800701,"Dean Street, Greetland, Halifax, HX4 8DW",,5800,0,03/25/17,SBR
,64800022,"22 Dean Street, Greetland, Halifax, HX4 8DW",,2175,0,04/01/02,EX
Kino & Co,65344746,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",670,0,04/01/15,EX
Foxvale Ltd,65344736,"The Old Boiler House, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,6100,0,04/01/08,SBR
The Northern Lights Projects,65652735,"Unit 3A Park Works, Arnold Street, Halifax, HX1 5JH","Raven Street Centre, Raven Street, Halifax, HX1 4NB",6600,2104.71,02/01/17,ER
,64096702,"101a Ovenden Road, Ovenden, Halifax, HX3 5RQ",,3050,0,07/01/07,SBR
,64096704,"105a Ovenden Road, Ovenden, Halifax, HX3 5RQ",,2750,0,12/25/09,SBR
,64104045,"45 Back Clough, Northowram, Halifax, HX3 7HH",,3400,0,03/29/16,SBR
Ramsdens Solicitors Llp,64106701,"Back Ferguson Street, Halifax, HX1 2EE","Oakley House, 1 Hungerford Road, Edgerton, Huddersfield, HD3 3AL",600,279.6,01/01/09,SBR
,64660748,"59 Commercial Street, Halifax, HX1 1BE",,8700,0,12/20/13,SBR
Premier Homes Uk Ltd,64660070,"70 Commercial Street, Halifax, HX1 2JE","5 Longwood Close, Halifax, HX3 0JZ",6500,3113.5,10/11/16,ER
Dean Clough Ltd,64885701,"Office Suite D 132, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",3450,0,05/01/17,EX
Eye Design Communication Ltd,64885702,"Office Suite D 138, Dean Clough Mills, Halifax, HX3 5AX",,3250,0,11/03/14,SBR
F C F M Group Ltd,65276705,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","295 Kings Road, London, SW3 5EP",3100,0,03/03/16,EX
F C F M Group Ltd,65276707,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF","295 Kings Road, London, SW3 5EP",570,0,03/03/16,EX
,65284701,"Trafalgar Works, 49 Haugh Shaw Road, Halifax, HX1 3AR",,7300,0,04/01/09,SBR
,64584706,"22 Clare Road, Halifax, HX1 2HX",,4100,0,09/20/93,SBR
,65164899,"256 Gibbet Street, Halifax, HX1 4LT",,3800,0,01/01/16,SBR
,65164859,"272 Gibbet Street, Halifax, HX1 4LT",,2350,0,04/15/15,SBR
,65164305,"305 Gibbet Street, Halifax, HX1 4JX",,3750,0,07/04/14,SBR
,64820700,"440 Gibbet Street, Highroadwell, Halifax, HX2 0AU",,9800,0,05/18/94,SBR
,65164442,"442 Gibbet Street, Halifax, HX2 0AX",,4350,0,05/08/14,SBR
,65164444,"444 Gibbet Street, Halifax, HX2 0AX",,2125,0,04/01/90,SBR
,65164787,"446-448 Gibbet Street, Halifax, HX2 0AX",,8100,0,09/01/92,SBR
,65164883,"526 Gibbet Street, Halifax, HX2 0AH",,7300,0,07/03/12,SBR
,65164892,"Unit 2, 561 Gibbet Street, Halifax, HX2 0AL",,3200,0,03/01/14,SBR
,65164740,"Unit 17, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,1025,0,04/01/92,SBR
Pellon Private Hire Ltd,65164734,"Unit 12c, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,1025,0,08/02/04,SBR
,64692703,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",,3400,0,09/01/13,SBR
,64692702,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",,4050,0,06/17/11,SBR
,64692704,"Peacock Wine Bar, 46 Cote Hill, Burnley Road, Halifax              HX2 7LZ",,5000,0,04/01/17,SBR
,64696707,"Ovenden Rugby League F C, Cousin Lane, Halifax, HX2 8AD",,4800,0,04/01/90,SBR
Thai Corner 2 Ltd,64700018,"18 Cow Green, Halifax, HX1 1HX",,6200,0,10/21/13,SBR
,64708700,"Prospect Inn, 1 Cow Royd Place, Halifax, HX3 6JR",,11500,0,11/24/15,SBR
Halls Decorating & Painting Contractors Ltd,65252010,"10 Hall Street North, Boothtown, Halifax, HX3 6TS",,3950,0,04/01/11,SBR
,65328704,"Lord Nelson Inn, 15 High Street, Luddenden, Halifax             HX2 6PX",,11250,0,09/01/16,SBR
,64288779,"Balcony Store 7, Borough Market, Halifax, HX1 1DZ",,152,70.83,04/01/04,SBR
,64288783,"Balcony Store 11, Borough Market, Halifax, HX1 1DZ",,660,307.56,04/01/05,SBR
,64288785,"Balcony Store 13, Borough Market, Halifax, HX1 1DZ",,215,100.19,04/01/03,SBR
Calderdale Mbc Markets Manager,64288786,"Balcony Store 14, Borough Market, Halifax, HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",530,0,04/01/08,EX
,64376751,"Unit 2 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,5500,0,04/01/10,SBR
,64376753,"Unit 4 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,3400,0,04/01/10,SBR
Cardtronics Uk Ltd,64840706,"A T M, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PE","C/O Gerald Eve Llp, 35 Kings Hill Avenue, West Malling, Kent, ME19 4DN",8300,3867.8,02/21/17,SBR
,64852705,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",,3550,0,10/18/06,SBR
Ppc Uk Ltd (In Administration),64852703,"Basement, 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA","Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",1900,0,09/27/14,EX
Primesight Ltd,65018700,"Advertising Right, Elizabeth Street, Greetland, Halifax              HX4 8AF","2nd Floor, 3/5 Charlotte Street, Manchester, M1 4HB",200,94.79,09/07/00,SBR
Steel Design Services Ltd,65020709,"R/O 7 Ellen Holme, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,7600,0,04/01/08,SBR
,64242832,"Unit K, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",,4250,0,03/01/15,SBR
,65484754,"33A Keighley Road, Halifax, HX2 8BA",,4300,0,07/02/17,SBR
Nhs Property Services Ltd,65508701,"Health Clinic, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",6000,1762.44,04/01/13,SBR
Calderdale Mbc Children & Young People's Services,65508700,"Luddenden Youth Centre, Kershaw Drive, Luddendenfoot, Halifax             HX2 6PD","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",9200,3887.73,04/01/90,SBR
Yorkshire Auto Assist Ltd,65516174,"174 King Cross Road, Halifax, HX1 3LN",,3250,0,06/03/16,SBR
,65516176,"176 King Cross Road, Halifax, HX1 3LN",,3150,0,09/22/15,SBR
,65516184,"184 King Cross Road, Halifax, HX1 3LN",,3900,0,11/02/04,SBR
Woodman Architectural Fittings Ltd,56220773,"First Floor Unit 7A, Woodman Works, South Lane, Elland               HX5 0PA","19 Mayfield Grove, Bailiff Bridge, Brighouse, HD6 4EE",1175,0,11/08/04,SBR
Ciella Ltd,56224054,"54B Southgate, Elland, HX5 0DQ",,4850,0,04/16/01,SBR
,56224027,"27 Southgate, Elland, HX5 0BW",,4900,0,05/04/07,SBR
Calderdale Mbc,56224043,"43 Southgate, Elland, HX5 0BW","Westgate House, Market Street, Halifax, HX1 1PS",6600,2643.66,03/06/06,SBR
,56224066,"66 Southgate, Elland, HX5 0PS",,6900,0,11/23/15,SBR
Joseph Dobson & Sons Ltd,56224070,"70 Southgate, Elland, HX5 0PS","26 Northgate, Elland, West Yorks, HX5 0RU",6600,2806.62,04/01/90,DUR SBR
,56224098,"98 Southgate, Elland, HX5 0EP",,6600,0,04/17/92,SBR
Calderdale Mbc Markets Manager,64288790,"Balcony Store 19, Borough Market, Halifax, HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",680,0,04/01/06,EX
Calderdale Mbc Markets Manager,64288704,"21/22 Borough Market, Halifax, HX1 1DY","19 Albion Street, Halifax, HX1 1DU",7600,0,08/01/15,EX
,64288034,"34 Borough Market, Halifax, HX1 1DY",,3600,0,03/18/96,SBR
,64288812,"38/39 Borough Market, Halifax, HX1 1DZ",,7300,0,11/06/06,SBR
Dean Clough Ltd,64788812,"Office Suite D 23, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",2950,0,08/01/17,EX
Yorkshire Youth & Music Ltd,64788813,"Office Suite E 125, Dean Clough Mills, Halifax, HX3 5AX","Sarah Oldknow, Company Administrator, Yorkshire Youth And Music, Dean Clough, Halifax, HX3 5AX",5000,479,10/23/00,MCR
Dean Clough Ltd,64296742,"Office Suite E136, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",2600,0,06/17/17,EX
,65344712,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,11750,0,06/01/02,SBR
,65344973,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,8100,3774.6,07/01/13,SBR
,64873704,"Unit 1 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",,2075,0,01/02/14,SBR
Binns & Sons (Greetland) Ltd,64873713,"Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE","The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1825,0,11/01/09,EX
Binns & Sons (Greetland) Ltd,68444742,"Pt 4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF","The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1550,0,09/17/05,EX
Director Of Safer & Stronger Communities,64372700,"Shelf Hall Park Youth Club, Bridle Stile, Shelf, Halifax             HX3 7NW","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",5300,2469.8,04/01/90,SBR
,68378001,"1 Ryders Court, Denholmegate Road, Hipperholme, Halifax             HX3 8JQ",,3250,0,08/17/12,SBR
Eureka! The National Childrens Museum Ltd,68632716,"The 1855 Building,Eureka, Discovery Road, Halifax, HX1 2NG","Fao Liz Iburg, 1855 Building, Northern End, Discovery Road, Halifax, HX1 2NG",11750,112.56,04/01/03,DCR MCR
Designs & Concepts Ltd,64889701,"Butts Green Farm, Butts Green, Luddendenfoot, Halifax              HX2 6BZ",,1000,0,04/01/07,SBR
,64464703,"Pack Horse Inn, Cain Lane, Southowram, Halifax             HX3 9SA",,10500,0,01/15/15,SBR
,64480711,"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",,3600,0,02/10/17,EX
,64584764,"Car Spaces Rear Of, 38 Clare Road, Halifax, HX1 2HX",,1200,0,05/23/06,SBR
,64588016,"16 Clare Street, Halifax, HX1 2LF",,6700,0,04/01/90,SBR
,64604702,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",,4650,2111.95,04/01/90,DUR SBR
E Feather Ltd,64604701,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",,4600,0,04/01/90,SBR
Energetics Gas Ltd,64628856,"Independent Gas Transporter, Sykes Mill, Club Lane, Halifax              HX2 8DD","International House, Stanley Boulevard, Hamilton Int Tech Park, Glasgow, G72 0BN",970,243.07,04/01/13,DUR SBR
,65588700,"Laurel Crescent, Halifax, HX2 8DF",,960,0,04/01/90,SBR
Bizspace Ltd,64628716,"The Gatehouse, Unit 22, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2175,0,04/01/14,EX
,65164846,"Unit 16A Calder Workshops, Gibbet Street, Halifax, HX1 4JQ",,1175,0,10/01/14,SBR
Westfield Properties,65164730,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1750,0,04/14/00,EX
Total Brickwork Solutions Ltd,65164872,"Hamnett House, Gibbet Street, Halifax, HX2 0AX",,3200,0,03/20/10,SBR
,68872701,"Stump Cross, Halifax, HX3 7AA",,8600,0,05/16/16,SBR
,65516195,"193/195 King Cross Road, Halifax, HX1 3LN",,10750,0,12/01/03,SBR
Ulearn Education Ltd,64242759,"Office 2 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Ctr, Hopwood Lane, Halifax, HX1 5ER",3650,0,05/08/17,SBR
Nmj Holdings Ltd,64242718,"Office 20 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,3000,0,12/14/09,SBR
,64242739,"Office 42 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,3750,0,10/01/11,SBR
Fusion Housing Association,64242726,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax, HX1 5ER",2075,561.63,09/01/17,SBR
Director Of Safer & Stronger Communities,56244704,"Melrose Court, Victoria Road, Elland, HX5 0QE","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",930,433.38,04/01/90,SBR
,56132731,"Norman Street, Huddersfield Road, Elland, HX5 9BS",,8200,0,04/01/90,SBR
Benjamin Whiteley & Sons Ltd,56192735,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",980,0,09/08/08,EX
Benjamin Whiteley & Sons Ltd,56192766,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",10000,4790,09/08/08,ER
,65264114,"112/114 Hanson Lane, Halifax, HX1 5PG",,2900,0,11/30/02,SBR
,65946701,"Office,  3 Marsden Gate Farm, Marsden Gate, Sowood, Stainland, Halifax              HX4 9LD",,810,0,04/01/08,SBR
Tower Roofing Systems Ltd,65752708,"Unit 6, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","10 The Avenue, Clayton, Bradford, BD14 6RW",9200,0,06/28/16,SBR
Trade Tiling Ltd,65752701,"Unit 10, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",,10750,0,03/22/17,SBR
Cts Ironmongery Ltd,65752711,"Unit 8, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","Units 11 & 12, Halifax Industrialcentre, Marshway, Halifax, HX1 5RW",8700,3608.51,10/04/02,DUR SBR
,65756700,"Queens Head Inn, 13 Mason Green, Illingworth, Halifax             HX2 8HG",,9700,0,12/01/14,SBR
