Body Name,ONS Body Code,Service Label,Service Code,Service Division,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA detailed expenditure type,GLCode,CIPFA detailed expenditure code,Narrative,Date,Transaction Number,Net Amount,Capital and Revenue,SupplierNameEdit,SupplierNo
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7265.53000,53000,QTR 2 ACL PYMNT 2012-13, 19/03/2013,P4 657170,"£4,997.00",REV,SMART,601282
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7249.53000,53000,QTR 2 ACL PYMNT 2012-13, 19/03/2013,P4 657173,"£18,044.00",REV,Open Age Project,601309
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Payroll 11/02/13-10/03/13 & PAYE-5/4/13, 20/03/2013,P4 657178,£898.28,CAB,Barrie Bookkeeping & Payroll Solutions,1278563
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Transport costs 11/03/13 - 15/03/13, 20/03/2013,P4 657318,£549.77,CAB,Q Despatch (West) Ltd,1158082
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Mental Health,S13,ASC Finance 2 (OSS),Third Party Payments,500,Direct Payments,S5131.57500,57500,Direct Payment Gym Membership- replace NI121011, 20/03/2013,P4 657319,£693.25,REV,Payment to an individual or sole trader,1281685
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - February 2013 Payslip, 20/03/2013,P4 657320,£572.76,CAB,Payment to an individual or sole trader,1299696
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 11/02/13 - 24/02/13, 20/03/2013,P4 657321,£789.42,CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - February 2013 Payslip, 20/03/2013,P4 657435,"£1,230.66",CAB,Payment to an individual or sole trader,1284872
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Finance 2 (OSS),Third Party Payments,500,Direct Payments,S6123.57500,57500,Direct Payment to 31/03/13, 20/03/2013,P4 657436,£864.06,REV,Payment to an individual or sole trader,1117013
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 14/01/13 - 27/01/13, 20/03/2013,P4 657438,£833.42,CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 28/01/13 - 10/02/13, 20/03/2013,P4 657439,£811.92,CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 18/02/13 - 24/02/13, 20/03/2013,P4 657441,£627.80,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/03/13 - 10/03/13, 20/03/2013,P4 657445,£504.00,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/02/13 - 28/02/13, 20/03/2013,P4 657448,"£1,161.45",CAB,Hope Care Agency Ltd,1285327
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.STCHARLE,45370,SPID 'Hanging Around' project- St Charles Ward (cross borough initiative), 21/03/2013,P4 657459,"£2,359.00",REV,SPID Theatre Company Ltd,982334
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,IRH Fee for Care Proceedings *******, 21/03/2013,P4 657668,£700.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,Final Hearing Fee for Care Proceedings *******, 21/03/2013,P4 657669,"£1,900.00",REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,Non Budget Book Business Unit,001,HOS West London Sub Region (OSS),Balance Sheet Code,002,Payments,B0550.04609,04609,Part-fund the  cost of their Reconnections Worker for 2012-13, 21/03/2013,P4 657678,"£10,000.00",CAB,London Borough Of Hammersmith & Fulham,600048
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Oratory Schools Vat Reimbursement 2012-13, 21/03/2013,P4 657885,"£2,943.34",CAB,Oratory RC Primary School,600727
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Payroll 18/02/13 - 17/03/13 & PAYE 5/4/13, 21/03/2013,P4 657900,"£2,858.77",CAB,Barrie Bookkeeping & Payroll Solutions,1278563
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/03/13 - 10/03/13, 21/03/2013,P4 657901,£604.80,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS World's End SWT (OSF),Third Party Payments,500,Enhancing Life Chances,S1015.57550,57550,Computer parts-from Life Chances Budget, 22/03/2013,P4 657920,£600.00,REV,Payment to an individual or sole trader,610187
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 24/02/13 - 10/03/13, 21/03/2013,P4 657923,"£4,809.92",CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,High Needs Service,E41,FCS Adolescent Service (OSF),Supplies & Services,400,Activities,S1590.45050,45050,Naturalisation/test/passport, 21/03/2013,P4 657924,"£1,083.25",REV,Payment to an individual or sole trader,867188
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - March 2013 Payslip, 21/03/2013,P4 657926,£500.77,CAB,Payment to an individual or sole trader,1283962
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 25/02/13 - 01/03/13, 22/03/2013,P4 657928,£810.30,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care Delivered - 22/03/13, 22/03/2013,P4 657935,"£4,088.78",CAB,Paypacket Ltd,1267347
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - January 2013, 22/03/2013,P4 657936,"£1,338.40",CAB,Look Ahead Housing & Care Ltd,600269
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs - January 2013, 22/03/2013,P4 657937,£776.75,CAB,Look Ahead Housing & Care Ltd,600269
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,High Needs Service,E41,FCS Adolescent Service (OSF),Supplies & Services,400,Activities,S1590.45050,45050,Client rent arrears, 22/03/2013,P4 658078,£600.00,REV,Notting Hill Housing Trust,600089
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,Court Fee for ******* ******* and *******, 25/03/2013,P4 658128,£700.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,Court fees for final hearing *******, 25/03/2013,P4 658129,"£1,900.00",REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LIHSCF,44050,Issue Fee for Care Proceedings *******, 25/03/2013,P4 658130,"£2,225.00",REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,Non Budget Book Business Unit,001,TTS Parking Divisional Expend (OSY),Balance Sheet Code,002,WIP C/F,B3302.02405.1169916,02405,Suspension Deposit Refund, 22/03/2013,P4 658145,"£1,500.00",CAB,Ilchester Estates,1308066
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS Children with Disabilities (OSF),Third Party Payments,500,Direct Payments,S1752.57500,57500,Direct payment paid to a parent with a disabled child Dec2012 - March 2013, 22/03/2013,P4 658148,£868.92,REV,Payment to an individual or sole trader,897265
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Youth Offending Service,E16,FCS Youth Offending Team (OSF),Transport Expenses,300,Client Travel Costs,S1061.32140,32140,Client travel cards, 25/03/2013,P4 658153,£995.50,REV,Transport Trading Ltd,604140
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.BROMPTON,45370,Landscaping of space opposite V&A Museum-Brompton CLLL, 25/03/2013,P4 658228,"£7,500.00",REV,The Brompton Association,1308201
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Promoting Services,E42,FCS World's End SWT (OSF),Third Party Payments,500,S17 Assistance,S1851.54390,54390,Air fare & accommodation cost for a young person, 25/03/2013,P4 658306,£800.00,REV,Payment to an individual or sole trader,1308057
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Support Servs/Management,S70,ASC Finance 2 (OSS),Supplies & Services,400,Miscellaneous Expenses,S0010.45000,45000,PB Visa card fee diversion, 25/03/2013,P4 658308,"£2,486.57",REV,RBKC PB Visa Card Fees Diversion,1308203
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.ABINGDON,45370,Creation of extra meeting space within St Philip's Church-Abingdon CLLL, 25/03/2013,P4 658310,"£3,000.00",REV,St Philips Church,872006
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.ABINGDON,45370,Review of ESSA conservation area -Abingdon CLLL, 25/03/2013,P4 658311,"£7,500.00",REV,Edwardes Sq Scarsdale & Abingdon Associa,1298531
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-*******, 26/03/2013,P4 658325,"£9,483.00",REV,AL Hasaniya Moroccan Womens Centre,978886
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly payment-MCHC, 26/03/2013,P4 658326,"£2,125.00",REV,MCHC Trust,604001
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-EEWA, 26/03/2013,P4 658327,£919.00,REV,Eritrean Elders Welfare Association,840941
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-Glad Monday Club, 26/03/2013,P4 658328,"£1,262.00",REV,Glad Monday Club,853840
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-Persian Care Centre, 26/03/2013,P4 658329,"£1,406.00",REV,Persian Care Centre,645918
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-West and North West Vietnamese, 26/03/2013,P4 658330,"£1,250.00",REV,West & NW London Vietnamese Association,1016653
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-Cruse Bereavement, 26/03/2013,P4 658331,"£1,561.00",REV,Kensington & Chelsea Cruse,607553
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,ASC quarterly grant-Midaye, 26/03/2013,P4 658332,"£4,250.00",REV,Midaye Somali Developement Network,1150168
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Innovation Payment-Nova New Opportunties, 26/03/2013,P4 658333,"£10,772.00",REV,Nova New Opportunities,897500
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,High Needs Service,E41,FCS Adolescent Service (OSF),Supplies & Services,400,Miscellaneous Expenses,S1590.45000,45000,RBKC food vouchers, 26/03/2013,P4 658334,"£2,000.00",REV,Sainsburys Business Direct,603090
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Voluntary Sector Support,C25,COS Community Engagement (OSC),Supplies & Services,400,Grants Given-Misc,P6101.44210,44210,Innovation Payment-Second Half Centre, 26/03/2013,P4 658525,"£7,500.00",REV,The Second Half Centre,1308298
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.STCHARLE,45370,Neighbourhood Charter Day-Peabody/Dalgarno 23/03/13, 26/03/2013,P4 658526,"£1,000.00",REV,Peabody Estate Tenants Association,1308299
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS Leaving Care (OSF),Third Party Payments,500,Supported Living,S1425.54135,54135,Staying Put 14/10/12-30/3/13, 26/03/2013,P4 658527,"£1,680.00",REV,Payment to an individual or sole trader,610695
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Community Engagement (OSC),Supplies & Services,400,Initiatives,P5743.45370.CREMORNE,45370,Funding from the Cremorne Ward Initiative for a Youth Mapping project in the World's End area, 27/03/2013,P4 662272,"£2,500.00",REV,Chelsea Centre Ltd,1308415
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Holland Park Theatre,YA2,ELR OHP General (OSY),Third Party Payments,500,HPT Canopy Storage,L0311.55957,55957,"OHP Canopy Storage: David Howell, Grandstands", 27/03/2013,P4 662743,"£8,046.67",REV,Davis Blank Furniss Client Account,1308416
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Contracts (OSC),Supplies & Services,400,Legal Issue Fees,P4341.44050.LITMO/22,44050,Hearing Fee - ******* - 30003419, 28/03/2013,P4 662751,£545.00,REV,Her Majesty's Courts & Tribunals Service,611197
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 31/12/12 - 27/01/13, 27/03/2013,P4 662758,"£1,271.00",CAB,Equal People (Kensington & Chelsea),600509
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 28/01/13 - 24/02/13, 27/03/2013,P4 662759,"£1,271.00",CAB,Equal People (Kensington & Chelsea),600509
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance 2 (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 17/12/12 - 21/12/12 invoice 6008915, 27/03/2013,P4 662765,£849.02,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/03/13 - 31/03/13, 28/03/2013,P4 662766,£678.40,CAB,Yarrow Housing Ltd,602070
