Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
Barbary,,16 Neal's Yard,London,WC2H 9DP,1,Restaurant/Cafe/Canteen,1022436,FHRS,10,15,10,2,12/12/2017,False,193925,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126376,51.514573,15/04/2018,"(51.514573, -0.126376)",http://opendatacommunities.org/id/london-borough-council/camden
National Union Of Teachers,Hamilton House,Mabledon Place,London,WC1H 9BB,1,Restaurant/Cafe/Canteen,426306,FHRS,5,10,5,4,11/07/2017,False,7137,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.126921,51.527988,15/04/2018,"(51.527988, -0.126921)",http://opendatacommunities.org/id/london-borough-council/camden
Amigos,,37 Eagle Street,London,WC1R 4AJ,1,Restaurant/Cafe/Canteen,639810,FHRS,10,0,10,4,05/03/2014,False,11817,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.117012,51.518775,15/04/2018,"(51.518775, -0.117012)",http://opendatacommunities.org/id/london-borough-council/camden
Real Taste,,44 Camden High Street,London,NW1 0JH,7844,Takeaway/sandwich shop,424568,FHRS,0,5,20,1,23/11/2016,False,26576,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.138934,51.535328,15/04/2018,"(51.535328, -0.138934)",http://opendatacommunities.org/id/london-borough-council/camden
American Pizza,,15 Malden Road,,NW5 3HS,7844,Takeaway/sandwich shop,759365,FHRS,10,10,20,1,24/10/2017,False,82759,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.151502,51.54647,15/04/2018,"(51.54647, -0.151502)",http://opendatacommunities.org/id/london-borough-council/camden
W H Smith & Son,9-10 Harben Parade,Finchley Road,London,NW3 6JS,4613,Retailers - other,423879,FHRS,0,0,0,5,14/11/2017,False,14129,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.176722,51.544788,15/04/2018,"(51.544788, -0.176722)",http://opendatacommunities.org/id/london-borough-council/camden
Tesco,,47-49 Belsize Road,London,NW6 4RY,7840,Retailers - supermarkets/hypermarkets,425670,FHRS,,,,5,24/11/2016,False,59295,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.178908,51.542061,15/04/2018,"(51.542061, -0.178908)",http://opendatacommunities.org/id/london-borough-council/camden
Constructameal Llp,Site At 40-49,St Edmund's Terrace,,NW8 7QU,1,Restaurant/Cafe/Canteen,632480,FHRS,5,5,10,4,27/01/2014,False,78407,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.161256,51.537434,15/04/2018,"(51.537434, -0.161256)",http://opendatacommunities.org/id/london-borough-council/camden
Bennett Hay Ltd,,1 Stephen Street,,W1T 1AL,1,Restaurant/Cafe/Canteen,897475,FHRS,5,0,5,5,28/06/2016,False,79464,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.132214,51.517703,15/04/2018,"(51.517703, -0.132214)",http://opendatacommunities.org/id/london-borough-council/camden
Sizzling China,,273 Eversholt Street,London,NW1 1BA,7844,Takeaway/sandwich shop,433511,FHRS,10,5,10,3,25/10/2017,False,6721,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.138285,51.533924,15/04/2018,"(51.533924, -0.138285)",http://opendatacommunities.org/id/london-borough-council/camden
Max Orient Oriental Buffet,,273-275 Camden High Street,London,NW1 7BX,1,Restaurant/Cafe/Canteen,425449,FHRS,10,5,5,4,31/10/2016,False,56092,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.144791,51.540933,15/04/2018,"(51.540933, -0.144791)",http://opendatacommunities.org/id/london-borough-council/camden
Good & Proper Tea,,96a Leather Lane,London,EC1N 7TX,1,Restaurant/Cafe/Canteen,1000123,FHRS,5,5,10,4,01/09/2017,False,182216,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.109912,51.521637,15/04/2018,"(51.521637, -0.109912)",http://opendatacommunities.org/id/london-borough-council/camden
Nisa,,25 Agar Grove,London,NW1 9SL,7840,Retailers - supermarkets/hypermarkets,535612,FHRS,10,10,10,3,04/03/2013,False,73306,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.132823,51.543001,15/04/2018,"(51.543001, -0.132823)",http://opendatacommunities.org/id/london-borough-council/camden
Millman Street Community Rooms,,50 Millman Street,London,WC1N 3EW,7841,Other catering premises,424322,FHRS,10,15,10,2,13/03/2018,False,21974,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.117536,51.52309,15/04/2018,"(51.52309, -0.117536)",http://opendatacommunities.org/id/london-borough-council/camden
Holly Lodge Community Centre L,,30 Makepeace Avenue,London,N6 6HL,7841,Other catering premises,424015,FHRS,0,5,10,4,16/10/2017,False,1946,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.148312,51.564657,15/04/2018,"(51.564657, -0.148312)",http://opendatacommunities.org/id/london-borough-council/camden
Lisboa,,4 Plender Street,London,NW1 0JT,1,Restaurant/Cafe/Canteen,425181,FHRS,5,5,10,4,01/06/2017,False,50189,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.13907,51.536221,15/04/2018,"(51.536221, -0.13907)",http://opendatacommunities.org/id/london-borough-council/camden
Patient feed OCS Ltd,Royal Free Hospital,Pond Street,London,NW3 2QG,7841,Other catering premises,425879,FHRS,0,0,0,5,08/03/2017,False,61870,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.165336,51.553234,15/04/2018,"(51.553234, -0.165336)",http://opendatacommunities.org/id/london-borough-council/camden
Bury Food And Wine Store,,21-23 Bury Place,London,WC1A 2JH,4613,Retailers - other,424082,FHRS,10,10,10,3,22/01/2018,False,20264,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124844,51.518549,15/04/2018,"(51.518549, -0.124844)",http://opendatacommunities.org/id/london-borough-council/camden
St Christopher Fellowship,,66 Shoot-Up Hill,London,NW2 3XL,7845,School/college/university,425322,FHRS,0,0,10,4,22/08/2017,False,54148,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.207929,51.551105,15/04/2018,"(51.551105, -0.207929)",http://opendatacommunities.org/id/london-borough-council/camden
Lidl U.K. Gmbh,,217-223 Kentish Town Road,,NW5 2JU,7840,Retailers - supermarkets/hypermarkets,817061,FHRS,0,0,5,5,16/06/2017,False,81789,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.142171,51.546817,15/04/2018,"(51.546817, -0.142171)",http://opendatacommunities.org/id/london-borough-council/camden
Bread Ahead,,1 Monmouth Street,London,WC2H 9DA,4613,Retailers - other,952251,FHRS,5,5,5,5,16/03/2017,False,182663,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126723,51.514901,15/04/2018,"(51.514901, -0.126723)",http://opendatacommunities.org/id/london-borough-council/camden
The Court,,108A Tottenham Court Road,London,W1T 5AA,7843,Pub/bar/nightclub,424828,FHRS,0,10,0,4,04/10/2017,False,35656,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13703,51.522987,15/04/2018,"(51.522987, -0.13703)",http://opendatacommunities.org/id/london-borough-council/camden
Starbucks Coffee,,51 Great Russell Street,London,WC1B 3BA,1,Restaurant/Cafe/Canteen,424869,FHRS,5,10,5,4,21/03/2011,False,37517,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125838,51.518196,15/04/2018,"(51.518196, -0.125838)",http://opendatacommunities.org/id/london-borough-council/camden
Bar Centrale,,4 Bernard Street,London,WC1N 1LJ,1,Restaurant/Cafe/Canteen,624305,FHRS,10,0,10,4,09/02/2016,False,14765,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.124607,51.523016,15/04/2018,"(51.523016, -0.124607)",http://opendatacommunities.org/id/london-borough-council/camden
Waitrose,"Unit 4, Kings Cross Railway Station",Euston Road,,N1C 4AL,7840,Retailers - supermarkets/hypermarkets,773831,FHRS,0,5,0,5,03/06/2015,False,80687,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.123532,51.530802,15/04/2018,"(51.530802, -0.123532)",http://opendatacommunities.org/id/london-borough-council/camden
Beetroot Deli,,92 Fleet Road,London,NW3 2QX,1,Restaurant/Cafe/Canteen,424585,FHRS,15,10,10,2,15/11/2016,False,2693,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.163092,51.553802,15/04/2018,"(51.553802, -0.163092)",http://opendatacommunities.org/id/london-borough-council/camden
Channel Fish,Bloomsbury Market,Malet Street,London,,7844,Takeaway/sandwich shop,1016159,FHRS,5,5,10,4,16/11/2017,False,183566,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
The London Cocktail Club,,224a Shaftesbury Avenue,,WC2H 8EB,7843,Pub/bar/nightclub,717326,FHRS,10,10,10,3,11/05/2016,False,76081,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.12601,51.516599,15/04/2018,"(51.516599, -0.12601)",http://opendatacommunities.org/id/london-borough-council/camden
Amarcord Museum,,28 Museum Street,,WC1A 1LH,1,Restaurant/Cafe/Canteen,773821,FHRS,5,10,5,4,16/06/2015,False,79571,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126066,51.517902,15/04/2018,"(51.517902, -0.126066)",http://opendatacommunities.org/id/london-borough-council/camden
Coffee and Candy.,,70 Russell Square,,WC1B 5BA,1,Restaurant/Cafe/Canteen,773825,FHRS,5,5,5,5,09/06/2015,False,79820,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.1241,51.52225,15/04/2018,"(51.52225, -0.1241)",http://opendatacommunities.org/id/london-borough-council/camden
Cafe Metro,,178-182 Camden High Street,London,NW1 8QP,1,Restaurant/Cafe/Canteen,423950,FHRS,10,10,10,3,14/02/2017,False,15357,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142995,51.5397,15/04/2018,"(51.5397, -0.142995)",http://opendatacommunities.org/id/london-borough-council/camden
Market,,43 Parkway,London,NW1 7PN,1,Restaurant/Cafe/Canteen,425542,FHRS,5,15,10,2,21/03/2017,False,57406,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.144256,51.538119,15/04/2018,"(51.538119, -0.144256)",http://opendatacommunities.org/id/london-borough-council/camden
Astor Museum Inn,,27 Montague Street,London,WC1B 5BH,7843,Pub/bar/nightclub,1003611,FHRS,10,5,5,4,10/08/2017,False,193214,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.124971,51.519657,15/04/2018,"(51.519657, -0.124971)",http://opendatacommunities.org/id/london-borough-council/camden
Red Sky Cafe  Holy Trinity Church,,120 Finchley Road,London,NW3 5JB,1,Restaurant/Cafe/Canteen,424878,FHRS,5,5,10,4,12/07/2012,False,38008,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.17387,51.55606,15/04/2018,"(51.55606, -0.17387)",http://opendatacommunities.org/id/london-borough-council/camden
CLINK 261,,261-265 Gray's Inn Road,,WC1X 8QT,7842,Hotel/bed & breakfast/guest house,516231,FHRS,0,0,0,5,01/12/2017,False,75530,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.120008,51.528875,15/04/2018,"(51.528875, -0.120008)",http://opendatacommunities.org/id/london-borough-council/camden
Marinas Fish and Chips,,3 Langtry Walk,London,NW8 0DU,1,Restaurant/Cafe/Canteen,423866,FHRS,15,15,20,1,19/01/2018,False,14051,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,-0.180261,51.540679,15/04/2018,"(51.540679, -0.180261)",http://opendatacommunities.org/id/london-borough-council/camden
The Riff Raff Cake Co,,,,,7841,Other catering premises,913851,FHRS,5,5,10,4,13/09/2016,False,79289,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Abokado,,14 High Holborn,London,WC1V 6BX,1,Restaurant/Cafe/Canteen,426360,FHRS,5,5,5,5,26/07/2017,False,72303,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.112406,51.518511,15/04/2018,"(51.518511, -0.112406)",http://opendatacommunities.org/id/london-borough-council/camden
St Annes Church,St Annes Church,Highgate West Hill,,N6 6AP,7841,Other catering premises,667833,FHRS,10,15,10,2,09/03/2016,False,75657,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.151119,51.562705,15/04/2018,"(51.562705, -0.151119)",http://opendatacommunities.org/id/london-borough-council/camden
Food Link,,119 Finchley Road,London,NW3 6HY,4613,Retailers - other,425158,FHRS,10,10,10,3,08/06/2017,False,49649,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,-0.175639,51.543045,15/04/2018,"(51.543045, -0.175639)",http://opendatacommunities.org/id/london-borough-council/camden
Staunton Hotel,,13-15 Gower Street,London,WC1E 6HE,7842,Hotel/bed & breakfast/guest house,424655,FHRS,,,,5,30/01/2018,False,29947,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.130427,51.520157,15/04/2018,"(51.520157, -0.130427)",http://opendatacommunities.org/id/london-borough-council/camden
Casa Tua,,106-108 Cromer Street,London,WC1H 8BZ,1,Restaurant/Cafe/Canteen,960479,FHRS,10,5,5,4,04/04/2017,False,180244,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.123428,51.527734,15/04/2018,"(51.527734, -0.123428)",http://opendatacommunities.org/id/london-borough-council/camden
Jamon Jamon,,177 Haverstock Hill,London,NW3 4QS,1,Restaurant/Cafe/Canteen,424573,FHRS,10,15,10,2,09/11/2017,False,26699,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.164956,51.550135,15/04/2018,"(51.550135, -0.164956)",http://opendatacommunities.org/id/london-borough-council/camden
La Regina Restaurant & Pizzeria,,9-11 Euston Road,,NW1 2SA,1,Restaurant/Cafe/Canteen,516240,FHRS,5,5,0,5,11/04/2017,False,76250,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.122745,51.530322,15/04/2018,"(51.530322, -0.122745)",http://opendatacommunities.org/id/london-borough-council/camden
St Pancras Hospital,St Pancras Hospital,4 St Pancras Way,London,NW1 0PE,5,Hospitals/Childcare/Caring Premises,1043944,FHRS,0,5,5,5,13/03/2018,False,194563,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Danny's Fish & Curries Ltd,,385 Kentish Town Road,London,NW5 2TJ,7844,Takeaway/sandwich shop,854953,FHRS,0,10,10,4,01/03/2016,False,180808,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.141189,51.550399,15/04/2018,"(51.550399, -0.141189)",http://opendatacommunities.org/id/london-borough-council/camden
Sainsbury's,,129-133 Kingsway,,WC2B 6NH,7840,Retailers - supermarkets/hypermarkets,807690,FHRS,5,5,0,5,23/10/2015,False,36853,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.120599,51.516969,15/04/2018,"(51.516969, -0.120599)",http://opendatacommunities.org/id/london-borough-council/camden
Travelodge,,10 Drury Lane,London,WC2B 5RE,7842,Hotel/bed & breakfast/guest house,423928,FHRS,5,10,5,4,23/11/2017,False,14756,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124149,51.515813,15/04/2018,"(51.515813, -0.124149)",http://opendatacommunities.org/id/london-borough-council/camden
Continental Provision Stores,,16-18 York Rise,London,NW5 1ST,4613,Retailers - other,424437,FHRS,0,10,10,4,21/03/2017,False,2288,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.143355,51.558592,15/04/2018,"(51.558592, -0.143355)",http://opendatacommunities.org/id/london-borough-council/camden
Royal Peri Peri,,43 South End Road,,NW3 2QA,1,Restaurant/Cafe/Canteen,491337,FHRS,5,5,5,5,28/06/2017,False,75247,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Donut & Churros,547 The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,740238,FHRS,5,15,10,2,04/08/2016,False,83120,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.147371,51.541999,15/04/2018,"(51.541999, -0.147371)",http://opendatacommunities.org/id/london-borough-council/camden
Pizza Hut (Uk) Limited,,38 Camden High Street,London,NW1 0JH,1,Restaurant/Cafe/Canteen,425486,FHRS,10,10,5,3,22/11/2016,False,5658,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.138934,51.535328,15/04/2018,"(51.535328, -0.138934)",http://opendatacommunities.org/id/london-borough-council/camden
L'Absinthe,,40 Chalcot Road,London,NW1 8LS,1,Restaurant/Cafe/Canteen,425551,FHRS,10,5,10,3,17/03/2017,False,57608,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.15397,51.540035,15/04/2018,"(51.540035, -0.15397)",http://opendatacommunities.org/id/london-borough-council/camden
Hotel Meridiana,,43-46 Argyle Square,London,WC1H 8AL,7842,Hotel/bed & breakfast/guest house,425010,FHRS,5,5,5,5,22/05/2017,False,44341,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.122902,51.528976,15/04/2018,"(51.528976, -0.122902)",http://opendatacommunities.org/id/london-borough-council/camden
South Side Bar,Royal National Hotel,Bedford Way,London,WC1H 0JX,7843,Pub/bar/nightclub,424733,FHRS,5,0,0,5,27/03/2017,False,32367,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.127202,51.523262,15/04/2018,"(51.523262, -0.127202)",http://opendatacommunities.org/id/london-borough-council/camden
Great Northern Hotel,Great Northern Hotel,Pancras Road,London,N1 9AN,7842,Hotel/bed & breakfast/guest house,610982,FHRS,10,0,10,4,18/10/2013,False,65551,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,-0.117613,51.5331,15/04/2018,"(51.5331, -0.117613)",http://opendatacommunities.org/id/london-borough-council/camden
Chipotle Mexican Grill,Flitcroft House,114-116 Charing Cross Road,London,WC2H 0JR,1,Restaurant/Cafe/Canteen,425960,FHRS,5,5,5,5,28/06/2016,False,62401,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.129511,51.514711,15/04/2018,"(51.514711, -0.129511)",http://opendatacommunities.org/id/london-borough-council/camden
Osteria Ovada,,4 Rosemont Road,London,NW3 6NE,1,Restaurant/Cafe/Canteen,1016130,FHRS,15,15,20,1,18/10/2017,False,181285,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.183377,51.548992,15/04/2018,"(51.548992, -0.183377)",http://opendatacommunities.org/id/london-borough-council/camden
Canteen @ Unite,Unite House,128 Theobald's Road,London,WC1X 8RL,1,Restaurant/Cafe/Canteen,424900,FHRS,5,0,5,5,23/06/2017,False,39225,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Chutneys,,124 Drummond Street,London,NW1 2PA,1,Restaurant/Cafe/Canteen,426267,FHRS,5,5,5,5,30/01/2018,False,7023,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.13797,51.526779,15/04/2018,"(51.526779, -0.13797)",http://opendatacommunities.org/id/london-borough-council/camden
