Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Newspapers & Periodicals,43,RUKHSAR KHALIQ - CARR ROAD NEWS,A0000067, 16/06/2016,DAL0272061,63.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 23/06/2016,OPS0272140,150,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 23/06/2016,OPS0272140,170,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Paid in the Year,PD,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/06/2016,PCO0271760,160,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Paid in the Year,PD,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 09/06/2016,PCO0271760,200,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,SALTERFORTH COMMUNITY ACTION GROUP,A0089262, 23/06/2016,AAS0272195,115,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,SALTERFORTH FUN DAY,A0090307, 02/06/2016,HED0271602,750,Y,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Subscriptions & Donations,47,SITEIMPROVE LIMITED,A0090354, 23/06/2016,DAL0272380,5099,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,47,SJ SOFTWARE,A0077489, 09/06/2016,AAS0271922,235,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,12,SOLOPROTECT LIMITED,A0089719, 02/06/2016,OPS0271587,21.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,12,SOLOPROTECT LIMITED,A0089719, 02/06/2016,OPS0271587,357.72,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,SOLOPROTECT LIMITED,A0089719, 02/06/2016,ENV0271689,42.52,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,SOUTHERN ELECTRIC,A0051726, 09/06/2016,EST0271919,118.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Purchase,CD,SOUTHERNS SOLICITORS,A0056576, 20/06/2016,AAS0272407,100000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Homeloss Payments,CD,SOUTHERNS SOLICITORS,A0056576, 20/06/2016,AAS0272407,20000,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,SOUTHFIELD AREA RESIDENTS ASSOCIATION,A0090023, 23/06/2016,HED0272342,300,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,ST JOHN SOUTHWORTH FAMILY GROUP,A0089974, 23/06/2016,AAS0272196,100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD,STANFORD MARSH GROUP GRAPHICS,A0090791, 09/06/2016,PCO0271787,362,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD,STANFORD MARSH GROUP GRAPHICS,A0090791, 09/06/2016,PCO0271819,1085,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,CD,STANFORD MARSH GROUP GRAPHICS,A0090791, 23/06/2016,PCO0272270,9500,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 09/06/2016,OPS0271714,120,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 23/06/2016,OPS0272294,2000,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,44,STANLEY HOUSE VETERINARY GROUP,A0002423, 09/06/2016,OPS0271825,12.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,44,STANLEY HOUSE VETERINARY GROUP,A0002423, 09/06/2016,OPS0271927,30,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,REDACTED - PERSONAL DATA,A0005374, 16/06/2016,DAL0272063,41.67,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,STM ENVIRONMENTAL LIMITED,A0072258, 23/06/2016,ENV0272318,1267.91,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Seminars etc All Costs,46,REDACTED - PERSONAL DATA,A0040822, 09/06/2016,ENV0271895,25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 09/06/2016,HED0271744,55,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 09/06/2016,HED0271744,210,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 30/06/2016,EST0272436,28,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 30/06/2016,EST0272436,68,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,T & F STEEL DESIGNS LTD,A0002627, 09/06/2016,HED0271743,42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,T & F STEEL DESIGNS LTD,A0002627, 09/06/2016,HED0271743,140,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,T & F STEEL DESIGNS LTD,A0002627, 23/06/2016,HED0272332,246,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,T & F STEEL DESIGNS LTD,A0002627, 23/06/2016,HED0272332,350,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,T & F STEEL DESIGNS LTD,A0002627, 09/06/2016,PCO0271720,128,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,TAXI ASSIST LIMITED,A0053756, 09/06/2016,HED0271869,51,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,TAXI ASSIST LIMITED,A0053756, 30/06/2016,HED0272464,68,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,TAXI ASSIST LIMITED,A0053756, 09/06/2016,HED0271867,41,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,TCS (WASTE) LIMITED,A0072822, 23/06/2016,OPS0272157,280,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,THE BOOKSHOP,A0063559, 09/06/2016,REG0271789,42.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,THE BOOKSHOP,A0063559, 09/06/2016,REG0271791,56.91,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,46,THE IMPERIAL HOTEL,A0021736, 02/06/2016,DAL0271705,215,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,46,THE IMPERIAL HOTEL,A0021736, 02/06/2016,DAL0271724,215,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,THE MAYORS CHARITY FUND,A0090841, 30/06/2016,DAL0272478,20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,THE POPPY APPEAL,A0090813, 09/06/2016,DAL0271906,34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,THE RAINHALL CENTRE,A0066193, 23/06/2016,AAS0272202,350,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,46,THE RESPUBLICA TRUST,A0090812, 16/06/2016,MAN0271915,125,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,THE ROCKING HORSE CLUB - PENDLE LTD,A0025948, 23/06/2016,AAS0272198,100,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,THOMSON REUTERS,A0077400, 09/06/2016,DAL0271772,93.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,THOMSON REUTERS,A0077400, 09/06/2016,DAL0271772,93.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,43,THOMSON REUTERS,A0077400, 30/06/2016,DAL0272468,7327,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,THORNE ACCESS AND SECURITY,A0070220, 09/06/2016,COR0271702,75,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,REDACTED - PERSONAL DATA,A0049589, 30/06/2016,COR0272418,71,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,"Monitoring, Console etc",45,TOGETHER HOUSING ASSOCIATION,A0090740, 16/06/2016,HMR0271999,24.37,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 09/06/2016,HED0271926,37.47,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 16/06/2016,HED0272045,74.94,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 23/06/2016,PCO0272265,25.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 23/06/2016,PCO0272265,129.6,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 09/06/2016,PCO0271831,169.14,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 09/06/2016,PCO0271810,424.74,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272426,26.16,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272427,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272428,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272429,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272430,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272431,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272432,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 30/06/2016,REG0272433,37.93,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 02/06/2016,HED0271679,112.8,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Miscellaneous : Other,47,TRAVIS PERKINS TRADING CO LTD,A0002709, 16/06/2016,HED0272042,302.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,TRAWDEN FOREST COMMUNITY CENTRE,A0090063, 23/06/2016,AAS0272200,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,TRAWDEN FOREST COMMUNITY CENTRE,A0090063, 16/06/2016,HED0272012,525.13,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,TRAWDEN FOREST PARISH COUNCIL,A0062286, 09/06/2016,HED0271885,1920,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,TRISTAR PRINTERS LTD,A0002731, 09/06/2016,HED0271844,250,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,TRISTAR PRINTERS LTD,A0002731, 09/06/2016,HED0271844,125,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,TRISTAR PRINTERS LTD,A0002731, 16/06/2016,DAL0272123,178.47,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,TRISTAR PRINTERS LTD,A0002731, 16/06/2016,DAL0272123,178.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,TRISTAR PRINTERS LTD,A0002731, 16/06/2016,DAL0272123,64.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,TRISTAR PRINTERS LTD,A0002731, 16/06/2016,DAL0272123,227.15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 23/06/2016,EST0272327,203.42,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 02/06/2016,EST0271667,13.21,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 23/06/2016,EST0272324,84.11,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 30/06/2016,EST0272437,12.67,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 23/06/2016,EST0272329,104.54,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 30/06/2016,EST0272439,111.99,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 23/06/2016,EST0272328,22.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 30/06/2016,EST0272440,28.23,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 16/06/2016,EST0272032,94.07,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,44,UNITED UTILITIES WATER PLC,A0072400, 02/06/2016,ENV0271690,86.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090817, 16/06/2016,OPS0271954,25,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,12,VENDA VALET (MACHINES) LTD,A0009649, 02/06/2016,EST0271663,216.67,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,VENDA VALET (MACHINES) LTD,A0009649, 09/06/2016,OPS0271824,10.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,VICTORIA PARK PAVILION CIC,A0085028, 23/06/2016,AAS0272201,50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 09/06/2016,PCO0271725,12,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 02/06/2016,PCO0271567,113.14,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 09/06/2016,PCO0271725,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,WATERSIDE NEIGHBOURHOOD ACTION GROUP,A0090662, 02/06/2016,HED0271693,4000,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD,WEST CRAVEN INSURANCE SERVICES LIMITED,A0090829, 23/06/2016,REG0272344,868.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,3.61,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 16/06/2016,DAL0272059,1.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 02/06/2016,DAL0271734,3.64,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 09/06/2016,DAL0271774,5.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 23/06/2016,DAL0272218,5.41,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,10.1,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,0.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 02/06/2016,DAL0271734,0.64,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,0.71,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 16/06/2016,DAL0272059,2.55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 23/06/2016,DAL0272218,2.89,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,35.71,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 02/06/2016,DAL0271734,51.68,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 09/06/2016,DAL0271774,85.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 23/06/2016,DAL0272218,105.51,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 16/06/2016,DAL0272059,114.97,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 09/06/2016,DAL0271774,2.21,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 23/06/2016,DAL0272218,3.29,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,4.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 02/06/2016,DAL0271734,8.11,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 16/06/2016,DAL0272059,15.64,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 16/06/2016,DAL0272059,2.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 30/06/2016,DAL0272445,4.7,N,N/A,N,N/A
