Account Name,Business Address 1,Business Address 2,Business Address 3,Business Address 4,Business Address 5,Business Post Code,Property Description,Rates Payable 17/18,Transitional Amount,Liable From,2017 Rateable Value,Account Type,Small Business Relief,Mandatory Relief,Discretionary Relief,Top Up Discretionary Relief,Exempt Property,VO reference
THE ACCOUNT HOLDER,Space R37 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,25/04/2014,250,Occupied,Yes,,,,,240953939
THE ACCOUNT HOLDER,Space R13 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,23/05/2014,250,Occupied,Yes,,,,,2409533698
THE ACCOUNT HOLDER,Space R39 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,02/06/2014,250,Occupied,Yes,,,,,2409534568
THE ACCOUNT HOLDER,Space R38 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,02/06/2014,250,Occupied,Yes,,,,,2409534569
THE ACCOUNT HOLDER,Space R44 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,13/06/2014,250,Occupied,Yes,,,,,2409538523
THE ACCOUNT HOLDER,Space R41 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,14/06/2014,250,Occupied,Yes,,,,,2409532606
THE ACCOUNT HOLDER,Space R45 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,22/08/2014,250,Occupied,Yes,,,,,2409538888
THE ACCOUNT HOLDER,Space R42 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,22/08/2014,250,Occupied,Yes,,,,,240957777
THE ACCOUNT HOLDER,Space R43 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,29/08/2014,250,Occupied,Yes,,,,,2409534343
THE ACCOUNT HOLDER,Space R6 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,26/09/2014,250,Occupied,Yes,,,,,2409532121
THE ACCOUNT HOLDER,Space R40 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,31/10/2014,250,Occupied,Yes,,,,,2409535643
THE ACCOUNT HOLDER,Space R3 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,14/11/2014,250,Occupied,Yes,,,,,2409538889
THE ACCOUNT HOLDER,Space R46 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,29/01/2015,250,Occupied,Yes,,,,,2409538556
THE ACCOUNT HOLDER,Space R22 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,20/02/2015,250,Occupied,Yes,,,,,2409538559
THE ACCOUNT HOLDER,Space R47 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,12/06/2015,250,Occupied,Yes,,,,,2409538563
THE ACCOUNT HOLDER,Space R16 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,28/08/2015,250,Occupied,Yes,,,,,2409538564
THE ACCOUNT HOLDER,Space R60 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,05/10/2015,250,Occupied,Yes,,,,,2409538566
THE ACCOUNT HOLDER,Space R51 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,16/10/2015,250,Occupied,Yes,,,,,2409538568
THE ACCOUNT HOLDER,Space R8 - Level 5,Multi Storey Car Park,Westgate Keys Development,Westgate,Wakefield,WF1  1EW,Car Parking Space,£0.00,-£15.42,13/06/2016,250,Occupied,Yes,,,,,2409531212
THE ACCOUNT HOLDER,Headlands Lane,Knottingley,West Yorkshire,,,WF11 0LA,Shop & Premises,£0.00,,01/04/2015,210,Occupied,Yes,,,,,2005236985
THE ACCOUNT HOLDER,Unit 17,177 Agbrigg Road,Wakefield,West Yorkshire,,WF1  5BU,Land Used For Stor'& Prem,£0.00,-£142.69,01/10/2017,690,Occupied,Yes,,,,,2400401717
THE ACCOUNT HOLDER,The Barracks,(Roundhead Suite),Wakefield Road,Pontefract,West Yorkshire,WF8  4EY,Offices & Premises,£0.00,,20/05/2016,12250,Unoccupied,,,,,Yes,2211985771
THE ACCOUNT HOLDER,63 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SE,Shop & Premises,"£3,495.00",,22/07/2016,7500,Occupied,,,,,,0800300616
THE ACCOUNT HOLDER,119 Barnsley Road,Moorthorpe,Pontefract,West Yorkshire,,WF9  2BP,Shop & Premises,"£1,904.69",-£243.72,01/07/2002,4750,Occupied,,,,,,1000251190
THE ACCOUNT HOLDER,Unit 45F Langthwaite Grange,Industrial Estate,South Kirkby,Pontefract,,WF9 3NR,Workshop & Premises,"£2,214.69",-£321.98,01/05/2002,8700,Occupied,,,,,,1004349210
THE ACCOUNT HOLDER,11/13 High Street,Ferrybridge,Knottingley,West Yorkshire,,WF11 8NQ,Offices & Premises,"£1,231.12",-£287.17,01/10/2008,5900,Occupied,,,,,,2005350110
THE ACCOUNT HOLDER,24 Market Place,Pontefract,West Yorkshire,,,WF8 1AT,Shop & Premises,"£5,627.94",£152.45,31/07/2017,11750,Occupied,,,,,,2111800240
THE ACCOUNT HOLDER,Livery Stables At,Day's Farm,Featherstone Lane,Featherstone,Pontefract,WF7  6AW,Stables & Premises,"£2,073.46",-£489.54,01/04/2016,5500,Occupied,,,,,,2202408888
THE ACCOUNT HOLDER,10 Agbrigg Road,Wakefield,West Yorkshire,,,WF2  6AF,Surgery & Premises,"£7,239.45",£0.00,29/07/2002,15750,Occupied, ,,,,,2400400100
THE ACCOUNT HOLDER,254A Castleford Road,Normanton,West Yorkshire,,,WF6 1PY,Shop & Premises,£460.18,,01/10/2010,1975,Occupied,,,,,,2702052541
THE ACCOUNT HOLDER,Unit 14 Westfield Market,Normanton,West Yorkshire,,,WF6 2AP,Shop,£675.70,,23/04/2007,2900,Occupied,,,,,,2712470140
THE ACCOUNT HOLDER,Standbridge Lane,Wakefield,West Yorkshire,,,WF2  7DY,Football Ground & Premise,£0.00,,01/04/2001,32500,Occupied,,,Yes,,,2429909030
THE ACCOUNT HOLDER,Mill Pond Stadium,Wakefield Road,Featherstone,Pontefract,West Yorkshire,WF7  5HJ,Sports Ground & Premises,£0.00,,01/04/2001,27750,Occupied,,,Yes,,,2208556161
THE ACCOUNT HOLDER,Dimple Wells Road,Ossett,West Yorkshire,,,WF5  8JT,Sports Ground & Premises,£0.00,,01/04/1990,20500,Occupied,,,Yes,,,3304109000
THE ACCOUNT HOLDER,Raglan Close,Castleford,West Yorkshire,,,WF10 1PA,Sports Ground & Premises,£0.00,,16/11/1998,14500,Occupied,,,Yes,,,2613657100
THE ACCOUNT HOLDER,128 Weeland Road,Sharlston,Wakefield,West Yorkshire,,WF4  1DD,Club & Premises,£0.00,,01/08/2009,12750,Occupied,,,Yes,,,4001401280
THE ACCOUNT HOLDER,Marsh Lane,Knottingley,West Yorkshire,,,WF11 9DE,Club & Premises,£0.00,,11/10/2005,12500,Occupied,,,Yes,,,2007109020
THE ACCOUNT HOLDER,2-2A North Street,South Kirkby,Pontefract,West Yorkshire,,WF9  3LX,Gymnasium & Premises,£0.00,-£265.68,09/10/2013,12250,Occupied,,,Yes,,,1005450202
THE ACCOUNT HOLDER,Barnsley Road,New Miners(institute House),Moorthorpe,Pontefract,,WF9 2BJ,Community Centre & Prem,£0.00,,01/04/1997,11500,Occupied,,,Yes,,,1000259320
THE ACCOUNT HOLDER,South View,Crigglestone,Wakefield,West Yorkshire,,WF4  3HN,Sports Ground & Premises,£0.00,,01/04/1990,11250,Occupied,,,Yes,,,3705209000
THE ACCOUNT HOLDER,Changing Rooms,Land Off Queens Drive,Ossett,West Yorkshire,,WF5  0NR,Football Ground & Premise,£0.00,,01/06/2000,10500,Occupied,,,Yes,,,3312607071
THE ACCOUNT HOLDER,Lowfield Road,Hemsworth,Pontefract,West Yorkshire,,WF9  4JT,Sports Ground & Premises,£0.00,,01/04/1990,9400,Occupied,,,Yes,,,1506409000
THE ACCOUNT HOLDER,Manley Park,Off Lee Moor Road,Stanley,Wakefield,West Yorkshire,WF3 4EP,Sports Ground & Premises,£0.00,,01/04/1990,9400,Occupied,,,Yes,,,3107779000
THE ACCOUNT HOLDER,Moor Lane,Carleton,Pontefract,West Yorkshire,,WF8  3RZ,Club & Premises,£0.00,,01/04/1990,8100,Occupied,,,Yes,,,2113109020
THE ACCOUNT HOLDER,Suites 3-10,Trinity Buildings,Calder Vale Road,Wakefield,West Yorkshire,WF1  5PE,Offices & Premises,£0.00,-£224.07,05/01/2011,7600,Occupied,,,Yes,,,2405070310
THE ACCOUNT HOLDER,Airedale Hill Top,Community Centre,Kershaw Avenue,Castleford,West Yorkshire,WF10 3ES,Community Centre & Prem,£0.00,,01/04/2014,6800,Occupied,,,Yes,,,2603852020
THE ACCOUNT HOLDER,Dewsbury Road,Wakefield,West Yorkshire,,,WF2  9BE,Cricket Ground & Premises,£0.00,,01/04/1990,6400,Occupied,,,Yes,,,2427600061
THE ACCOUNT HOLDER,74 Church Street,(Unit A - First Floor),Ossett,West Yorkshire,,WF5  9DR,Martial Arts Studio,£0.00,-£188.47,01/08/2015,6300,Occupied,,,Yes,,,3302708956
THE ACCOUNT HOLDER,Whinney Lane,Streethouse,Pontefract,West Yorkshire,,WF7 6BY,Sports Ground & Premises,£0.00,,01/04/1990,5400,Occupied,,,Yes,,,2209209060
THE ACCOUNT HOLDER,Weeland Road Changing Rooms,Sharlston,Wakefield,West Yorkshire,,WF4  1DD,Changing Rooms,£0.00,,25/07/2009,5200,Occupied,,,Yes,,,4001409010
THE ACCOUNT HOLDER,Garmill Lane,Nostell,Wakefield,West Yorkshire,,WF7  7LA,Cricket Ground & Premises,£0.00,,01/04/1990,4850,Occupied,,,Yes,,,0500359020
THE ACCOUNT HOLDER,Weeland Road,Sharlston,Wakefield,West Yorkshire,,WF4  1AA,Community Centre & Prem,£0.00,-£427.23,01/08/1997,5700,Occupied,,,Yes,,,4001407091
THE ACCOUNT HOLDER,Barnsley Road,Wakefield,West Yorkshire,,,WF2  6AH,Sports Ground & Premises,£0.00,£19.50,01/04/1990,4450,Occupied,,,Yes,,,2402059090
THE ACCOUNT HOLDER,Featherstone Town,Cricket Club,Off Halfpenny Lane,Featherstone,Pontefract,WF7  6LE,Cricket Ground & Premises,£0.00,,01/04/2000,4200,Occupied,,,Yes,,,2203105531
THE ACCOUNT HOLDER,Gorton Street,Kinsley,Pontefract,West Yorkshire,,WF9  5BE,Playing Field & Premises,£0.00,,11/11/2007,4100,Occupied,,,Yes,,,1510600611
THE ACCOUNT HOLDER,The Village Hall,Brandy Carr Road,Kirkhamgate,Wakefield,West Yorkshire,WF2 0RS,Hall & Premises,£0.00,£311.33,01/04/1990,3400,Occupied,,,Yes,,,3102009120
THE ACCOUNT HOLDER,Rear Of Boot & Shoe P.h.,Wakefield Road,Ackworth,Pontefract,West Yorkshire,WF7  7JJ,Cricket Ground & Premises,£0.00,,01/04/1990,3950,Occupied,,,Yes,,,0105009450
THE ACCOUNT HOLDER,Broadowler Stores,Broadacre Road,Ossett,West Yorkshire,,WF5  0QP,Shop & Premises,£0.00,,26/06/1999,3550,Occupied,,,Yes,,,3301409000
THE ACCOUNT HOLDER,Owl Lane,Ossett,West Yorkshire,,,WF5  9AU,Clubhouse,£0.00,,01/07/2003,2950,Occupied,,,Yes,,,3311357070
THE ACCOUNT HOLDER,Hardwick Road,East Hardwick,Pontefract,West Yorkshire,,WF8  3DU,Hall & Premises,£0.00,-£24.47,01/04/1990,2750,Occupied,,,Yes,,,1900179000
THE ACCOUNT HOLDER,Hundhill Lane,East Hardwick,Pontefract,West Yorkshire,,WF7  7EU,Sports Ground & Premises,£0.00,,01/04/1990,2600,Occupied,,,Yes,,,0102159080
THE ACCOUNT HOLDER,Barnsley Road,Wakefield,West Yorkshire,,,WF2  6QE,Sports Ground & Premises,£0.00,,01/04/1990,2500,Occupied,,,Yes,,,2402059110
THE ACCOUNT HOLDER,26 Duke Of York Avenue,Wakefield,West Yorkshire,,,WF2  7BY,Cafe & Premises,£0.00,,09/09/2004,2450,Occupied,,,Yes,,,2409950260
THE ACCOUNT HOLDER,Adj Crigglestone Middle School,Painthorpe Lane,Crigglestone,Wakefield,West Yorkshire,WF4 3HR,Playing Field,£0.00,,01/04/2000,2450,Occupied,,,Yes,,,3704859010
THE ACCOUNT HOLDER,Clarendon Street,Wakefield,West Yorkshire,,,WF1  3RQ,Clubhouse & Premises,£0.00,,01/04/1990,2400,Occupied,,,Yes,,,2407159000
THE ACCOUNT HOLDER,Victoria Street,Featherstone,Pontefract,West Yorkshire,,WF7  5EZ,Clubhouse & Premises,£0.00,,01/04/2005,2375,Occupied,,,Yes,,,2208502244
THE ACCOUNT HOLDER,9 Pinewood Place,Knottingley,West Yorkshire,,,WF11 0QH,Shop & Premises,£0.00,-£216.24,01/04/2003,2800,Occupied,,,Yes,,,2007900090
THE ACCOUNT HOLDER,Haw Park Lane,Wintersett,Wakefield,West Yorkshire,,WF4  2EE,Sailing Club,£0.00,-£959.35,01/04/2006,4200,Occupied,,,Yes,,,4500079000
THE ACCOUNT HOLDER,61 Westwood Road,Castleford,West Yorkshire,,,WF10 5JG,Community Centre & Prem,£0.00,-£0.25,01/04/2003,1975,Occupied,,,Yes,,,2600350061
THE ACCOUNT HOLDER,Sports Ground,Leeds Road,Wakefield,West Yorkshire,,WF1  2JQ,Sports Ground & Premises,£0.00,,01/04/2007,1950,Occupied,,,Yes,,,3107149000
THE ACCOUNT HOLDER,343 Barnsley Road,Wakefield,West Yorkshire,,,WF2  6AS,Bowling Green& Premises,£0.00,,01/04/1990,1800,Occupied,,,Yes,,,2402053431
THE ACCOUNT HOLDER,Banks Garth,Knottingley,West Yorkshire,,,WF11 8AL,Sports Centre & Premises,£0.00,,01/04/1990,1700,Occupied,,,Yes,,,2000559000
THE ACCOUNT HOLDER,Banks Garth,Knottingley,West Yorkshire,,,WF11 8AL,Sports Ground & Premises,£0.00,,01/04/1990,1625,Occupied,,,Yes,,,2000559020
THE ACCOUNT HOLDER,Suite G51,Langthwaite House,Langthwaite Business Par,South Kirkby,Pontefract,WF9  3AE,Food Preperation Area & Premises,£0.00,-£366.77,01/04/2015,2400,Occupied,,,Yes,,,1009902336
THE ACCOUNT HOLDER,School Street,Gawthorpe,Ossett,West Yorkshire,,WF5 8QP,Club & Premises,£0.00,,01/09/2011,1400,Occupied,,,Yes,,,3313509000
THE ACCOUNT HOLDER,Between 52 & 54 Weeland Road,Sharlston,Wakefield,West Yorkshire,,WF4  1AA,Sports Ground & Premises,£0.00,,01/04/1990,1250,Occupied,,,Yes,,,4001400521
THE ACCOUNT HOLDER,Park Lane,West Bretton,Wakefield,West Yorkshire,,WF4 4JU,Sports Ground & Premises,£0.00,,01/04/1990,1175,Occupied,,,Yes,,,4400509000
THE ACCOUNT HOLDER,Flying Horse,Dewsbury Road,Ossett,West Yorkshire,,WF5  9NF,Bowling Green,£0.00,,01/04/1990,660,Occupied,,,Yes,,,3303909130
THE ACCOUNT HOLDER,Suite G26,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£132.26,01/04/2015,840,Occupied,,,Yes,,,10099023342
THE ACCOUNT HOLDER,Illingworth Park,Manor Road,Ossett,West Yorkshire,,WF5 0ND,Changing Rooms,£0.00,,01/04/1990,550,Occupied,,,Yes,,,3310109020
THE ACCOUNT HOLDER,Bowling Green Rear Of,Stanley Community Centre,Lake Lock Road,Stanley,Wakefield,WF3  4HJ,Bowling Green,£0.00,,01/04/2004,400,Occupied,,,Yes,,,3106759990
THE ACCOUNT HOLDER,New College,Park Lane,Pontefract,West Yorkshire,,WF8  4QR,College & Premises,"£28,021.49",£0.00,01/06/2017,292500,Occupied,,Yes,,,,2114209100
THE ACCOUNT HOLDER,Addingford,Southfield Lane,Horbury,Wakefield,West Yorkshire,WF4  5BH,Sports Ground & Premises,"£1,957.20",,01/04/1990,21000,Occupied,,Yes,,,,2900059050
THE ACCOUNT HOLDER,6-8 Bond Terrace,Wakefield,West Yorkshire,,,WF1  2HW,Office & Premises,"£1,994.47","£2,399.84",01/11/2017,16250,Occupied,,Yes,,,,2403817776
THE ACCOUNT HOLDER,44 Bell Lane,Ackworth,Pontefract,West Yorkshire,,WF7  7JH,Shop & Premises,£0.00,-£207.84,01/04/1990,1525,Unoccupied,,,,,Yes,0100550440
THE ACCOUNT HOLDER,52 Pontefract Road,Ackworth,Pontefract,West Yorkshire,,WF7  7LL,Hairdressing Salon,£0.00,-£254.33,31/07/2017,1825,Unoccupied,,,,,Yes,0103600521
THE ACCOUNT HOLDER,63 Cow Lane,Havercroft,Wakefield,West Yorkshire,,WF4  2EX,Shop & Premises,£0.00,-£110.84,26/06/2002,1150,Unoccupied,,,,,Yes,0300250630
THE ACCOUNT HOLDER,65/67 Cow Lane,Havercroft,Wakefield,West Yorkshire,,WF4  2EX,Shop & Premises,£0.00,-£192.02,01/02/2004,2025,Unoccupied,,,,,Yes,0300250650
THE ACCOUNT HOLDER,The Rose Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£45.77,19/05/2017,11500,Unoccupied,,,,,Yes,0500219001
THE ACCOUNT HOLDER,The Ward Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.01,-£57.54,09/06/2017,13750,Unoccupied,,,,,Yes,0500219002
THE ACCOUNT HOLDER,The Bothy Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.01,£0.00,23/06/2017,17000,Unoccupied,,,,,Yes,0500219930
THE ACCOUNT HOLDER,The Kennels Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.02,-£20.38,01/06/2017,10500,Unoccupied,,,,,Yes,0500219920
THE ACCOUNT HOLDER,Office 1 Yorkshire House,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£231.55,01/06/2017,3250,Unoccupied,,,,,Yes,0500212233
THE ACCOUNT HOLDER,Office 1 Rear Wall Garden,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£292.93,01/08/2015,4800,Unoccupied,,,,,Yes,0500211478
THE ACCOUNT HOLDER,Offices 16 & 17,Rear Wall Garden,Nostell Estates Yard,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£46.03,31/08/2012,11000,Unoccupied,,,,,Yes,0500213657
THE ACCOUNT HOLDER,Offices 20 & 21,Rear Wall Garden,Nostell Estates Yard,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£264.38,31/08/2012,9800,Unoccupied,,,,,Yes,0500214587
THE ACCOUNT HOLDER,Offices 24 & 25,Rear Wall Garden,Nostell Estates Yard,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£264.38,15/12/2014,9800,Unoccupied,,,,,Yes,0500215874
THE ACCOUNT HOLDER,Offices 7 & 8,Rear Wall Garden,Nostell Estates Yard,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£46.56,31/08/2012,10000,Unoccupied,,,,,Yes,0500214545
THE ACCOUNT HOLDER,Office 9,Rear Wall Garden,Nostell Estates Yard,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£167.00,31/08/2012,7700,Unoccupied,,,,,Yes,0500210909
THE ACCOUNT HOLDER,Rear Of Brookside Filling,Station    (Storage Land),Tom Wood Ash Lane,Upton,Pontefract,WF9 1HB,Land Used For Stor'& Prem,£0.00,"-£1,447.73",01/02/2005,7000,Unoccupied,,,,,Yes,0602809275
THE ACCOUNT HOLDER,2A Chapel Street,Ryhill,Wakefield,West Yorkshire,,WF4  2AD,Shop & Premises,£0.00,-£378.42,22/02/2016,2425,Unoccupied,,,,,Yes,0700152424
THE ACCOUNT HOLDER,Unit B3 The Market,Barnsley Road,South Elmsall,Pontefract,West Yorkshire,WF9 2SE,Shop & Premises,£0.00,-£95.24,16/06/2013,1250,Unoccupied,,,,,Yes,0800309230
THE ACCOUNT HOLDER,B1 The Market,Barnsley Road,South Elmsall,Pontefract,West Yporkshire,WF9  2SE,Shop & Premises,£0.00,-£95.24,01/04/2016,1250,Unoccupied,,,,,Yes,0800309220
THE ACCOUNT HOLDER,Quarry Works,Field Lane,South Elmsall,Pontefract,West Yorkshire,WF9  2EA,Land Used For Stor'& Prem,£0.00,"-£3,027.17",27/01/2003,20500,Unoccupied,,,,,Yes,08016559060
THE ACCOUNT HOLDER,75 Westfield Lane,South Elmsall,Pontefract,West Yorkshire,,WF9  2EQ,Shop & Premises,£0.00,,07/12/2011,1600,Unoccupied,,,,,Yes,0804900750
THE ACCOUNT HOLDER,45 High Street,South Hiendley,Barnsley,,,S72 9AH,Shop & Premises,£0.00,-£332.87,29/06/2009,2800,Unoccupied,,,,,Yes,0900650450
THE ACCOUNT HOLDER,Adj. 186 Barnsley Road,South Kirkby,Pontefract,West Yorkshire,,WF9  3AT,Land Used For Stor'& Prem,£0.00,"-£2,157.44",26/07/2015,12750,Unoccupied,,,,,Yes,1000251862
THE ACCOUNT HOLDER,20 Carr Lane,South Kirkby,Pontefract,West Yorkshire,,WF9  3DB,Hairdressing Salon & Prem,£0.00,,15/05/2015,1275,Unoccupied,,,,,Yes,1001200200
THE ACCOUNT HOLDER,Unit 2 Langthwaite Lane,Moorthorpe,Pontefract,West Yorkshire,,WF9  2AG,Offices & Premises,£0.00,,01/10/2014,1650,Unoccupied,,,,,Yes,1004357896
THE ACCOUNT HOLDER,Emjays Social Club,Minsthorpe Lane,South Elmsall,Pontefract,West Yorkshire,WF9  2AU,Building Under Reconstruction,£0.00,,26/07/2008,1,Unoccupied,,,,,Yes,1005259120
THE ACCOUNT HOLDER,Unit 4 The Arcade,White Apron Street,South Kirkby,Pontefract,West Yorkshire,WF9  3LH,Shop & Premises,£0.00,£30.68,12/12/2001,930,Unoccupied,,,,,Yes,1007559115
THE ACCOUNT HOLDER,Store G15,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£144.14,01/10/2012,910,Unoccupied,,,,,Yes,1009902331
THE ACCOUNT HOLDER,Suite 111,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AW,Offices & Premises,£0.00,-£131.21,01/01/2012,860,Unoccupied,,,,,Yes,1009902312
THE ACCOUNT HOLDER,Suite G36,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£139.48,01/04/2017,900,Unoccupied,,,,,Yes,1009902324
THE ACCOUNT HOLDER,Suite G46,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£218.26,30/09/2016,1425,Unoccupied,,,,,Yes,1009902319
THE ACCOUNT HOLDER,Suite G47,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£216.97,30/09/2016,1400,Unoccupied,,,,,Yes,1009902317
THE ACCOUNT HOLDER,Suite 113,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£140.53,01/04/2015,880,Unoccupied,,,,,Yes,1009903377
THE ACCOUNT HOLDER,Suite 112,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£135.87,01/10/2012,870,Unoccupied,,,,,Yes,1009904466
THE ACCOUNT HOLDER,Suite 109,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£120.37,01/04/2013,770,Unoccupied,,,,,Yes,1009903109
THE ACCOUNT HOLDER,Suite 110,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£131.74,31/05/2017,850,Unoccupied,,,,,Yes,1009903110
THE ACCOUNT HOLDER,Suite G42,Langthwaite House,Langthwaite Business Park,South Kirkby,Pontefract,WF9  3AE,Offices & Premises,£0.00,-£135.35,30/04/2016,880,Unoccupied,,,,,Yes,1009904242
THE ACCOUNT HOLDER,13 High Street,Upton,Pontefract,West Yorkshire,,WF9  1HQ,Shop & Premises,£0.00,-£4.66,01/04/2016,1000,Unoccupied,,,,,Yes,1201000130
THE ACCOUNT HOLDER,Unit 4,Steedcourt Business Park,Waggon Lane,Upton,Pontefract,WF9  1JS,Workshop & Premises,£0.00,-£300.93,01/04/2015,1925,Unoccupied,,,,,Yes,1202300040
THE ACCOUNT HOLDER,15 Wakefield Road,Fitzwilliam,Pontefract,West Yorkshire,,WF9  5AJ,Shop & Premises,£0.00,,01/09/2002,2700,Unoccupied,,,,,Yes,1510590150
THE ACCOUNT HOLDER,Wakefield Road,Fitzwilliam,Pontefract,West Yorkshire,,WF9 5AN,Shop & Premises,£0.00,,16/03/2001,2400,Unoccupied,,,,,Yes,1510599050
THE ACCOUNT HOLDER,Unit 7 Priory Business Park,Wentworth Terrace,Fitzwilliam,Pontefract,West Yorkshire,WF9 5BZ,Office,£0.00,-£160.69,01/04/2005,990,Unoccupied,,,,,Yes,1510659708
THE ACCOUNT HOLDER,Unit 4 Priory Business Park,Wentworth Terrace,Fitzwilliam,Pontefract,,WF9 5BZ,Offices & Premises,£0.00,-£191.16,01/10/2015,1200,Unoccupied,,,,,Yes,1500330904
THE ACCOUNT HOLDER,Priory Business Park,Wentworth Terrace,Fitzwilliam,Pontefract,West Yorkshire,WF9  5BZ,Land Used For Stor'& Prem,£0.00,"-£1,477.56",01/04/2013,9400,Unoccupied,,,,,Yes,1510659010
THE ACCOUNT HOLDER,Yard 2 At,2 New Street,Kinsley,Pontefract,West Yorkshire,WF9  5JB,Land Used For Stor'& Prem,£0.00,"-£1,592.50",01/05/2016,7700,Unoccupied,,,,,Yes,1510004326
THE ACCOUNT HOLDER,Unit 2 & 3 - 3 Acres,Hoyle Mill Road,Kinsley,Pontefract,West Yorkshire,WF9  5JB,Land Used For Stor'& Prem,£0.00,,01/12/2015,15000,Unoccupied,,,,,Yes,1505156522
THE ACCOUNT HOLDER,Unit 2 Mercury House,Adjacent 1 Grove Lane,Hemsworth,Pontefract,West Yorkshire,WF9  4BB,Offices & Premises,£0.00,-£361.80,03/07/2014,2000,Unoccupied,,,,,Yes,1503701235
