establishmentname,establishmentaddressline1,establishmentaddressline2,establishmentaddressline3,establishmentaddressline4,postcode,rating,latitude,longitude,inspectiondate
LOUGHVIEW INTEGRATED PRIMARY SCHOOL,,Castlereagh,63 Church Road,,BT6 9SA,5,371046,337439,22/06/2015
CREGAGH PRIMARY SCHOOL DINING CENTRE,Cregagh Primary School Dining Centre,,69 Mount Merrion Avenue,,BT6 OFL,5,,,12/11/2013
Scoil Na Fuiseoige,,Dunmurry,6 Summerhill Road,,BT17 0RL,5,368711,327902,29/01/2014
ST COLMS HIGH SCHOOL,,Dunmurry,70 Summerhill Drive,,BT17 ORE,5,,,05/08/2014
Holy Rosary Boys & Girls PS,Holy Rosary Primary School,,70 Sunnyside Crescent,Belfast,BT7 3DB,5,371637,334270,17/09/2015
Little Flower SMK,,,71a Somerton Road,Belfast,BT15 4DE,5,377783,333463,17/11/2014
St Marys PS,,,730-760 Shore Road,Belfast,BT15 4HL,5,379020,334017,25/02/2015
Colaiste Feirste,,,7 Beechview Park,Belfast,BT12 7PX,5,373245,331352,05/12/2014
ST KIERANS NURSERY SCHOOL,,Dunmurry,7 Bell Steel Road,,BT17 OPB,5,,,01/09/2015
Belfast Metropolitan College,,,7 Queens Road,Belfast,BT3 9DT,5,,,11/05/2015
ST KIERANS PRIMARY SCHOOL,,Dunmurry,9 Bell Steel Road,,BT17 OPB,5,,,16/04/2015
GOOD SHEPHERD PRIMARY SCHOOL,,Dunmurry,9 Good Shepherd Road,Poleglass,BT17 0PJ,5,,,12/08/2015
ST THERESE'S NURSERY SCHOOL,,Poleglass,Ardcaoin Avenue,,BT17 0UN,5,,,22/01/2014
BELVOIR PARK PRIMARY SCHOOL,Belvoir Park Primary School,Belfast,Belvoir Drive,,BT8 7DL,4,368981,333923,13/03/2014
ST MARKS NURSERY SCHOOL,,Dunmurry,Gardenmore Road,Twinbrook,BT17 0DF,5,,,01/06/2015
ST LUKES NURSERY SCHOOL,,Dunmurry,Glasvey Drive,,BT17 ODB,5,,,29/01/2014
DUNMURRY PRIMARY SCHOOL,,Dunmurry,Glenburn Road,,BT17 9AN,5,368462,329213,12/09/2015
St Bernadette's Ns,St Bernadette's Nursery School,,Glenalina Road,Belfast,BT12 7JG,5,373757,330402,06/05/2014
Seymour Hill Preschool Nursery,,,Hazel Avenue,Belfast,BT17 9QA,5,,,11/01/2012
CHRIST THE REDEEMER PRIMARY SCHOOL,,Dunmurry,Lagmore Drive,,BT17 0TG,5,368643,327332,09/09/2015
KINGS ROAD NURSERY SCHOOL,Kings Road Nursery School,,Melfort Drive,Belfast,BT5 7FE,5,373141,340383,10/07/2014
KNOCKBREDA PRIMARY SCHOOL DINING CENTRE,Knockbreda Primary School,Belfast,Wynchurch Road,,BT6 0JJ,5,370872,335525,12/10/2013
Ashfield Boys SC,,,12 Wilshere Drive,Belfast,BT4 2GP,5,,,12/04/2015
Christian Brothers Secondary School,,,146a Glen Road,Belfast,BT11 8BN,5,372110,329947,30/09/2015
St Marys Grammar School,,,147A Glen Road,Belfast,BT11 8BW,3,372311,329304,05/08/2015
Holy Family PS,,,14 Newington Avenue,Belfast,BT15 2HP,5,376169,333413,16/05/2014
Nettlefield Primary School,,,16 Radnor Street,Belfast,BT6 8BG,5,373576.1,335389.5,27/05/2015
Cliftonville PS,,,18 Chestnut Gardens,Belfast,BT14 6LN,5,,,10/08/2015
Methodist College School M.K,,,1 Malone Road,Belfast,BT9 6BY,5,372432,333350,03/07/2014
THE ROYAL BELFAST ACADEMICAL INSTITUTION,The Royal Belfast Academical Institution,,College Square East,Belfast,BT1 6DL,5,374059,333416,16/12/2013
Stranmillis PS,Stranmillis Primary School,,Knightsbridge Park,Belfast,BT9 5EH,5,370880,333531,23/06/2015
Park Education Resource Centre,Park Education Resource Centre,,Ravenhill Road,Belfast,BT6 8GH,5,373031,335054,27/06/2014
Rosetta PS,Rosetta Primary School,,21-23 Knockbreda Road,Belfast,BT6 0JA,5,371102,335141,06/02/2015
Knocknagoney PS,,,22 Knocknagoney Road,Belfast,BT4 2NR,5,,,26/02/2015
Edenbrooke PS,,,230 Tennent Street,Belfast,BT13 3GG,5,375418,332230,03/09/2015
Hazelwood Inegrated Primary & Nursery School,Hazelwood Primary School,,242 Whitewell Road,Newtownabbey,BT36 7EN,5,380420,333459,28/05/2014
St Clares Primary School,St. Clare's Primary School,,323 Cupar Street Upper,Belfast,BT13 2SE,5,374444,331842,23/05/2014
Our Lady's PS,Our Lady's Girls' Primary School,,32 Deanby Gardens,Belfast,BT14 6NN,5,376955,332192,25/09/2015
Fleming Fulton School Oakwood Suite Glenveagh,,,33 Upper Malone Road,Belfast,BT9 6TY,5,369572,331790,12/08/2015
Wheatfield Primary School,,,35a Glenbryn Gardens,Belfast,BT14 7JA,5,,,29/05/2015
St Malachys College,,,36 Antrim Road,Belfast,BT15 2AE,4,375377,333257,06/10/2015
Dominican College,,,38 Fortwilliam Park,Belfast,BT15 4AQ,5,377727,333589,27/11/2015
Glenwood PS and Edenderry Nursery,Glenwood Primary School,,4-22 Upper Riga Street,Belfast,BT13 3GW,5,374922,332123,16/12/2015
Belfast Royal Academy,,,5-17 Cliftonville Road,Belfast,BT14 6JL,5,376017,333191,11/06/2015
Harmony PS,Harmony Primary School,,Forthriver Crescent,Belfast,BT13 3ST,5,375963,330408,23/04/2015
Greenwood PS,Greenwood Primary School,,436-456 Upper Newtownards Road,Belfast,BT4 3HS,5,374033,338293,15/10/2015
St Oliver Plunkett PS,,,450 Glen Road,Belfast,BT11 8AY,5,371586,328442,11/07/2014
Malone College,,,45 Finaghy Road North,Belfast,BT10 0JB,5,370538,330686,17/11/2014
St Louises Comp College No. 1,,,468 Falls Road,Belfast,BT12 6EN,5,372874,331448,18/11/2014
St Louises Comp College No.2,,,468 Falls Road,Belfast,BT12 6EN,5,372874,331448,13/11/2014
St Josephs College,,,518-572 Ravenhill Road,Belfast,BT6 0BY,5,371836,335087,22/01/2015
St Patricks College,St. Patricks Secondary School,,619-629 Antrim Road,Belfast,BT15 4DZ,5,377855,333280,31/01/2014
Carrs Glen PS,,,629-633 Oldpark Road,Belfast,BT14 6QX,5,377171,331681,05/12/2015
Ben Madigan Prep School,,,690 Antrim Road,Belfast,BT15 5GP,5,379287,333243,14/01/2015
Hazelwood Integrated College,,,70 Whitewell Road,Newtownabbey,BT36 7ES,5,379619,333831,18/12/2013
Victoria College,Cranmore Campus,,83-107 Marlborough Park South,Belfast,BT9 6HT,4,,,23/04/2015
Richmond Lodge Campus,Victoria College,,Malone Road,Belfast,BT9 6SJ,5,371492,332791,03/07/2014
Bloomfield Collegiate School,Bloomfield Collegiate,,Astoria Gardens,Belfast,BT5 6HW,5,373861,338073,04/09/2014
St Roses Dominican College,,,66 Beechmount Avenue,Belfast,BT12 7NA,5,373629,331699,29/05/2014
Campbell College,Campbell College,,Belmont Road,Belfast,BT4 2ND,5,374687,339041,29/05/2014
Finaghy Primary School,,,38 Finaghy Road South,Belfast,BT10 0DR,5,369826,330629,03/10/2015
Fane Street Primary School,Fane Street Primary School,,Fane Street,Belfast,BT9 7BW,5,372710,332591,13/01/2015
St John The Baptist PS,,,Finaghy Road North,Belfast,BT11 9EH,5,,,15/12/2015
Greenwood Diagnostic Centre,,,6-8 Greenwood Avenue,Belfast,BT4 3JJ,5,374089,338181,06/06/2014
Harberton Special School,Harberton School,,Harberton Park,Belfast,BT9 6TX,5,369913,331731,03/12/2015
Rathmore Grammar School,Rathmore Grammar School,,Kingsway,Belfast,BT10 0LF,4,368692,330008,15/04/2015
Cedar Lodge School,Cedar Lodge Special School,,24 Lansdowne Park North,Belfast,BT15 4AE,5,378309,333860,06/11/2014
St Annes Primary School,St Anne's Primary School,,50 Kingsway,Belfast,BT10 0NE,5,369125,329737,01/08/2016
Redwood Restaurant HHC,Colinmore,,Lisburn Road,Belfast,BT10 0LE,5,,,26/11/2013
Mitchell House & Nursery,Marmont Villa,,405 Holywood Road,Belfast,BT4 2GU,5,375895,338114,06/06/2014
Orangefield Primary & Nursery School,Orangefield Primary School,,55 Cameronian Drive,Belfast,BT5 6DF,5,372869,337346,16/12/2015
Holy Trinity PS,Holy Trinity Primary School,,Monagh Road,Belfast,BT11 8EF,5,372947,329736,26/09/2014
St Patricks Primary School,,,9-25 Pim Street,Belfast,BT15 2BN,5,375403,333463,06/12/2014
Strandtown Primary School,,,177 North Road,Belfast,BT4 3DJ,5,374123,337433,11/11/2014
Strathearn School,,,188 Belmont Road,Belfast,BT4 2AU,5,374719,338211,01/07/2016
Dundela  I.S.,,,2A Wilgar Street,Belfast,BT4 3BL,5,374468,337147,06/04/2014
Ashfield Girls High School,Ashfield Girls' High School,,397 Holywood Road,Belfast,BT4 2LY,5,375581,337959,13/01/2015
Victoria Park Primary School,,,64 Sandbrook Park,Belfast,BT4 1NL,5,375098,336853,12/04/2015
Downey House Prep School,,,9 Pirrie Park Gardens,Belfast,BT6 0AG,5,372252,335449,22/10/2013
Elmgrove Junior School,Avoniel Primary School,,Avoniel Road,Belfast,BT5 4SF,5,373755,336064,10/07/2015
Grosvenor Grammar School,,,Cameronian Drive,Belfast,,5,,,16/04/2015
St Matthew's Primary School,St Matthew's Primary School,,Seaforde Street,Belfast,BT5 4EW,5,374299,335307,16/03/2015
Belfast Model School for Girls,,,35 Dunowen Gardens,Belfast,BT14 6NQ,5,,,13/05/2015
Ben Madigan Prep School Day Care,,,690 Antrim Road,Belfast,BT15 5GP,5,379287,333243,25/11/2014
Our Lady of Mercy Girls' School,Our Lady Of Mercy Girls' School,,Bilston Road,Belfast,BT14 7QR,5,377000,330967,02/12/2014
Wellington College,,,18 Carolan Road,Belfast,BT7 3HE,5,371174,334685,22/10/2015
Aquinas Grammar School,,,518 Ravenhill Road,Belfast,BT6 0BY,5,371779.1,335363.3,17/09/2015
Inchmarlo School,,,51A Cranmore Park,Belfast,BT9 6JR,5,371175,332481,13/06/2014
Botanic Primary School,,,6 Botanic Court,Belfast,BT7 1QY,5,372355,333929,17/11/2014
Stranmillis University College,,,Stranmillis Road,Belfast,BT9 5DY,5,371306,333439,12/01/2015
Bunscoil an Tsleibhe Dhuibh Agis Naiscoil,Bunscoil An Tsleibhe Dhuibh,,15a Ballymurphy Road,Belfast,BT12 7JL,5,373482,330692,06/10/2014
Holy Child Smk,,,2 South Green,Belfast,BT11 8JF,5,371640,330023,24/09/2014
St Pauls PS,,,34-36 Mica Drive,Belfast,BT12 7NN,5,373848,331319,20/05/2014
Ionad Uibh Eachach,,,34A Iveagh Crescent,Belfast,BT12 6AW,5,373248,331833,16/12/2015
St Genevieves High School,St Genevieve's High School,,Stewartstown Road,Belfast,BT11 9JP,5,371158,329536,16/04/2015
St John Paul II,,,Whiterock Road,Belfast,,5,,,27/04/2015
Orangefield Presbyterian Church Lunch Club,,,464 Castlereagh Road,Belfast,BT5 6BH,5,,,12/02/2015
CATCH MY PAL BILLIARDS & SNOOKER CLUB,,Dunmurry,191 Kingsway,,BT17 9RY,5,368789,329141,24/10/2012
QE1 Snooker Club,Unit 1-2,,32-46 Castlereagh Road,Belfast,BT5 5FP,5,373513,335925,24/02/2014
The Manor Snooker Club,,,701 Lisburn Road,Belfast,BT9 7GU,4,371274,331934,29/12/2014
Nettlefield Nursery School,,,16 Radnor Street,Belfast,BT6 8BG,5,373576,335389,06/04/2015
St Patricks Primary School,,,3 Churchill Street,Belfast,BT15 2BP,5,375504,333479,06/10/2014
Black Mountain Primary School,Blackmountain Primary School,,Black Mountain Place,Belfast,BT13 3TT,5,374386,330678,12/11/2014
Harding Memorial PS,,,105-107 Cregagh Road,Belfast,BT6 8PZ,5,372552,335905,16/04/2015
Naisoil Bheann Mhadagain,,,158 Cliftonville Road,Belfast,BT14 6LA,5,376327,332637,29/09/2014
St Malachy's PS,,,1 Eliza Street,Belfast,BT7 2BJ,5,373650,334272,13/02/2014
Euston Street Nursery School,,,1 Euston Street,Belfast,BT6 9AG,5,373380,335814,05/06/2015
Tudor Lodge NS,,,2-10 Tudor Place,Belfast,BT13 1LY,5,375383,332725,19/06/2015
Holy Family NS,Holy Family Nursery School,,27 Baltic Avenue,Belfast,BT15 2HR,5,376186,333319,29/04/2015
Euston Street PS,,,2 Euston Street,,BT6 9AG,5,,,25/02/2015
Springfield PS,,,425 Springfield Road,Belfast,BT12 7DJ,4,374467,331289,02/12/2015
St Kevins Primary School Dining Centre,,,446 Falls Road,Belfast,BT12 6EN,5,372881,331272,01/07/2016
Arellian NS,,,50 Bentham Drive,Belfast,BT12 5NS,5,373305,332843,11/03/2014
Taughmonagh Nursery School,,,Findon Gardens,Belfast,,5,,,11/04/2014
Glendhu Nursery School,Glendhu Manor,,Garnerville Road,Belfast,BT4 2QQ,5,,,12/07/2015
McArthur NS,Mcarthur Nursery School,,Susan Street,Belfast,BT5 4FE,5,374251,335468,12/04/2013
Oldpark Nursery School,Oldpark Nursery School,,Sylvan Street,Belfast,BT14 6GN,5,376074,332635,22/10/2015
St Peters PS,,,137 Ross Road,Belfast,BT12 4JR,5,374067,332420,10/03/2014
St Vincent De Paul Nursery School,St. Vincent De Paul Parochial,,167-171 Ligoniel Road,Belfast,BT14 8DP,4,377256,330250,03/09/2015
Seaview PS and NS,,,1a Seaview Drive,Belfast,BT15 3NB,5,,,06/05/2014
St Teresa PS,St Teresa's Primary School,,Glen Road,Belfast,BT11 8BL,5,372198,329851,23/04/2015
LIGONIEL PS \ GLENBANK N.S.,Ligoniel Primary School,,Ligoniel Road,Belfast,BT14 8BW,5,377185,330542,05/02/2014
St Marys PS Barrack Street.Divis,,,,,BT12 4AD,4,,,29/04/2015
Victoria NS,,,21 Victoria Parade,Belfast,BT15 2EN,5,375357,333753,18/05/2015
Shaftesbury NS,,,23-35 Percy Street,Belfast,BT13 2HS,5,374670,332866,20/04/2015
Springhill PS,Springhill Primary School,,247 Ballygomartin Road,Belfast,BT13 3NH,5,374718,330522,16/12/2015
Holy Rosary NS,Holy Rosary Nursery School,,Sunnyside Crescent,Belfast,BT7 3DB,5,371620,334237,10/09/2014
,Ravenscroft Nursery School,,Ravenscroft Avenue,Belfast,BT5 5BA,5,374021,336605,12/08/2015
Sacred Heart PS,Sacred Heart Primary School,,31-51 Oldpark Avenue,Belfast,BT14 6HH,5,376137,332598,06/09/2014
St Therese Primary School,St Therese Of Lisieux Primary School,,472 Antrim Road,Belfast,BT15 5GF,5,377593,333095,05/11/2015
St Matthew's Nursery (Servery),,,48 Seaforde Street,Belfast,BT5 4EW,5,,,20/05/2015
Bunscoil Phobal Feirste,,,11 Rosgoill Park,Belfast,BT11 9QS,5,371400,329231,25/09/2015
Bethlehem Nursery School,,,514 Ravenhill Road,Belfast,BT6 0BW,5,372046,335070,06/01/2015
St Vincents Centre,St Vincents Centre,,6 Willowfield Drive,Belfast,BT6 8HN,5,373302,335521,27/02/2014
Lowwood Primary School and NS,Lowood Primary School,,Sheringhurst Park,Belfast,BT15 4BL,5,378305,333862,18/06/2014
Our Lady Of Lourdes PS,Our Lady Of Lourdes Primary Sc,,700 Antrim Road,Belfast,BT15 5GQ,5,379414,333268,15/01/2015
Edgcumbe Assessment & Therapy and Traning + Resources,,,8-10 Edgcumbe Gardens,Belfast,BT4 2EG,5,374906,337631,18/12/2015
St Marys NS,,,822 Shore Road,Newtownabbey,BT36 7DG,5,379429,334236,18/06/2014
Lough Shore School,,,889 Shore Road,Belfast,BT36 7DH,5,,,13/06/2014
Wee Care Private Day Nursery,,,8 Kings Road,Belfast,BT5 6JJ,5,373741,337914,10/12/2015
Hope St NS,,,92 Hopewell Crescent,Belfast,BT13 1DP,5,,,06/10/2015
Blythefield PS,Blythefield Primary School,,Blythe Street,Belfast,BT12 5HX,5,373424,333002,27/01/2015
Holy Cross Boys PS,,,Brookfield Street,Belfast,BT14 7EX,4,375944,331932,19/11/2015
Cathedral Nursery,,,45a Albert Street,Belfast,BT12 4HQ,5,,,23/03/2015
St Paul's NS,St Paul's Nursery School,,Amcomri Street,Belfast,BT12 7NB,5,373682,331445,13/11/2014
Corpus Christi College,Corpus Christi College,,Ard-Na-Va Road,Belfast,BT12 6FF,5,373584,331345,12/04/2013
St Teresas Nursery Dining Centre,St Teresa's Nursery School,,24 Bearnagh Glen,Belfast,BT11 8HR,5,372052,330044,14/04/2015
Ballysillan Primary & Nursery Schools,,,Ballysillan Park,Belfast,BT14 8LT,4,377914.5,331142.1,03/06/2015
Holy Cross Nursery School,Holy Cross Nursery School,,Butler Walk,Belfast,BT14 7NZ,5,375972,331938,14/10/2015
Clarawood Special School,Clarawood Special School,,Clarawood Park,Belfast,BT5 6FR,5,372991,337840,02/12/2015
Our Lady's NS,Our Lady's Nursery School,,9 Deanby Gardens,Belfast,BT14 6NN,5,376821,332210,29/09/2015
St Malachys NS,,,1 Eliza Street,Belfast,BT7 2BJ,4,373650,334272,20/05/2015
Malvern PS,,,25-35 Forster Street,Belfast,BT13 1HW,5,375104,332918,11/06/2014
Glenveagh School,,,Harberton Park,Belfast,BT9 6TT,5,,,06/06/2014
Bunscoil Mhic Reachtain,,,10A Lancaster Street,Belfast,BT15 1EZ,5,375033,333896,24/06/2014
New Lodge NS,New Lodge Nursery School,,Duncairn Parade,Belfast,BT15 2ET,4,375607,333647,06/01/2015
Donegall Road PS,Donegall Road Primary School,,Maldon Street,Belfast,BT12 6HE,5,373166,332400,11/10/2014
Matt Talbot NS,,,1a New Barnsley Green,Belfast,BT12 7HS,5,373936,330152,01/07/2016
First Presbyterian Church,,,Rosemary Street,Belfast,,5,,,24/05/2013
St Peters Nursery School,,,2 Servia Street,Belfast,BT12 4EJ,5,373939,332728,03/05/2015
St Josephs PS,,,Cullingtree Road,Belfast,BT12 4LD,5,373896,332761,17/10/2014
Stanhope NS,Stanhope Street Nursery School,,Stanhope Drive,Belfast,BT13 1BX,5,375004,333491,20/05/2015
St Michaels NS,,,Stewartstown Road,Belfast,BT11 9EH,5,371215,329609,22/09/2015
Sandbrook NS,Sandbrook Nursery School,,Wellwood Avenue,Belfast,BT4 1NG,5,375069,336996,30/04/2015
St Maria Goretti NS,St Maria Goretti Nursery Schoo,,Whiterock Gardens,Belfast,BT12 7PS,5,373329,330831,10/06/2014
Bunscoil Bheann Mhadagain,Bunscoil Bheann Mhadagain,,Wyndham Drive,Belfast,BT14 6HP,5,376391,332455,15/10/2013
Belmont PS,Belmont Primary School,,215 Belmont Road,Belfast,BT4 2AG,5,374375,337939,26/02/2015
St Josephs PS,,,31A Holland Drive,Belfast,BT5 6EH,5,373904,337637,17/04/2015
St Vincent De Paul Primary School,St. Vincent De Paul Primary Sc,,167-171 Ligoniel Road,Belfast,BT14 8DP,5,377248,330296,12/10/2013
Holy Cross Girls' Primary School,Holy Cross Girls' Primary Scho,,Ardoyne Road,Belfast,BT14 7HZ,4,376575,331263,09/05/2014
Cavehill PS,Cavehill Primary School,,Upper Castle Park,Belfast,BT15 5FG,4,378354,332746,21/09/2015
Scoil an Droichid,,,22 Cooke Street,Belfast,BT7 2EP,5,373115,334308,11/10/2014
Fleming Fulton School Oakwood Suite,,,33 Upper Malone Road,Belfast,BT9 6TY,5,369572,331790,19/12/2013
Gaelscoil Na Bh Fal,,,34A Iveagh Crescent,Belfast,BT12 6AW,5,373248,331833,16/12/2015
Holy Child NS,,,40 Slievegallion Drive,Belfast,BT11 8JP,5,371511,329727,10/08/2015
Gaelscoil An Lonnain,,,61 Falls Road,Belfast,BT12 4PD,5,374121,332320,27/03/2015
HELM HOUSING,Pinetree Manor,Dunmurry,1 Glasvey Court,Twinbrook,BT17 0DY,5,,,18/08/2015
CLOVERHILL HOSTEL,,Dunmurry,218 Stewartstown Road,,BT17 0LB,4,369493,327794,10/03/2013
Hope,,Dunmurry,25 Glasvey Drive,,BT17 0DB,4,369342,327941,18/08/2015
Helm Housing,Winchester Court,,2 Coniston Close,Belfast,BT13 1QG,4,,,24/05/2013
Helm Housing,Clifton House,,2 North Queen Street,Belfast,BT15 1EQ,5,375111,333607,20/07/2011
Clanmil Housing,,,46 Woodcot Avenue,Belfast,BT5 5JB,5,373524,336656,03/06/2014
Clanmil Housing,,,Filor Court,Belfast,BT14 6PX,5,375636,332667,22/09/2015
Forthriver Fold,Forthriver Fold,,Forthriver Way,Belfast,BT13 3FR,5,375679,330891,26/06/2014
Camberwell Court,"Warden's House, Camberwell Court",,Limestone Road,Belfast,BT15 3BH,5,376420,333407,09/02/2015
Helm Housing,Mount Vernon Court,,Mount Vernon Lane,Belfast,BT15 4JA,5,377909,333957,17/06/2015
Clanmill Housing Association Blessington Court,"Apartment 1, Blessington Court",,Rosetta Way,Belfast,BT6 0DN,5,371294,335000,11/08/2013
Helm Housing,,,Sherbrook Close,Belfast,BT13 1ER,5,374889,333192,08/11/2014
Kerryton Court Fold,,,119 Marlborough Park South,Belfast,BT9 6HW,4,371276,332713,29/05/2013
Dean Crooks Fold,Dean Crook Fold,,165 Upper Newtownards Road,Belfast,BT4 3HN,5,373969,337444,18/02/2015
Fortwilliam Day Centre,,,17-19 Alexandra Gardens,Belfast,BT15 3LJ,5,377337,333350,09/04/2015
Inverary Fold,,,1a Inverleith Drive,Belfast,BT4 1SU,5,,,03/03/2014
Cullingtree Fold,Cullingtree Fold,,26 Falls Road,Belfast,BT12 4PP,5,374243,332731,23/09/2014
Holy Trinity Day Centre,,,26 Norglen Gardens,Belfast,BT11 8EL,5,372704,330083,08/04/2014
Tearman Fold,,,59 Andersonstown Road,Belfast,BT11 9AH,5,371673,330564,02/12/2014
Fruithill Fold,,,69 Andersonstown Road,Belfast,BT11 9AH,5,371590,330482,07/07/2015
Loopland Fold Luncheon Club,,,81 Loopland Gardens,Belfast,BT6 9DD,5,,,09/04/2014
Donovan Fold Luncheon Club,,,9 Donovan Parade,Belfast,BT6 9GR,5,,,15/04/2015
Brookvale Fold / Luncheon Club,1 Brookvale Fold,,Brookvale Avenue,Belfast,BT14 6JH,4,376429,332839,12/04/2015
Lagan Fold Luncheon Club,Lagan Fold,,24 Cooke Street,Belfast,BT7 2EP,5,373113,334375,07/02/2014
Malton Fold,,,Malton Drive,Belfast,,5,,,12/09/2015
Chapel Fields Fold,,,Sussex Place,Belfast,BT2 8PS,5,,,07/02/2014
Oaklee Housing Association,,,Cabinhill Court,Upper Newtownards Road,BT4 3LD,5,,,29/05/2014
Harmony Court,,,Legann Street,Belfast,BT14 8AL,5,,,26/02/2013
Springvale Fold,,,Springvale Gardens,Belfast,BT14 8BH,5,,,12/02/2015
Apple Blossom (Stall at St Georges Market),,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,06/03/2013
Fin McVeg (stall at St Georges Market),,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,12/06/2014
French Village Bakery (stall at St Georges Market),,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,03/07/2015
HOTLIPS (stall at St Georges Market),,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,12/06/2014
Indian Nights Inn,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,12/06/2014
Goloka Catering,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,30/05/2014
Jens Gourmet Foods,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,19/06/2012
City Centres,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,12/08/2014
Biostore.IE,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,11/07/2012
Valley Crust Home Bakery (St Georges Market),,,12-20 East Bridge Street,Belfast,BT1 3NQ,3,373950,334353,17/07/2015
Upperlands Coffee Company,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,11/11/2013
ICON,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,02/08/2014
Freshly Squeezed,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,27/04/2013
Barlay Cove Artisan Bakery,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,03/07/2015
El Diablo,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,10/04/2014
Check Out My Buns,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,19/12/2014
The Belfast Bap Company,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,12/06/2014
Dolci Italiani,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,11/07/2014
Jam & Olly's Country Stall,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,07/07/2014
DABO,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,27/04/2013
Paninis @ St Georges,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,26/07/2014
The Cakery,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,27/08/2015
O'Conaill Chocolate,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,07/08/2012
The Lazy Goose,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,17/07/2015
Belfast Belly Busters,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,26/07/2014
I Love Fudge,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,29/07/2015
Belfalafel,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,26/07/2014
Life is Sweet,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,03/10/2013
Tapitas Deli,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,09/11/2015
Joys Artisan Foods,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,26/07/2014
The Gluten Free Patisserie,St. Georges Market,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,09/12/2015
Elles Belles,St. Georges Market,,12-20 East Bridge Street,Belfast,BT1 3NQ,,373950,334353,
