Publisher Label,Publisher URI,"Contract Reference","Title of the Agreement","Directorate or service responsible","Description of goods and services","Procurement classification: CPV code","Procurement classification: CPV label","Procurement classification: Proclass code","Procurement classification: Proclass label","Start date","End date","Review date","Contract value","Irrecoverable VAT","Supplier name","Supplier registered company number","Supplier registered company number Uri","Supplier registered charity number","Supplier registered charity number Uri","SME supplier","VCSE supplier","Tender type"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9N7F-LACFU1","Mini Competition LCP framework Lot 8 - Hounslow Homes Quantity Surveying Support for the Delivery on the Capital Works Programme � Traditional Procurement","Chief Executives Department","Mini Competition LCP framework Lot 8 - Hounslow Homes Quantity Surveying Support for the Delivery on the Capital Works Programme � Traditional Procurement","71324000","Quantity surveying services","399999","Works - Construction, Repair & Maintenance",19/11/2014 00:00:00,03/12/2014 00:00:00,19/05/2016 00:00:00,19749.8,0,"Keegans Limited","4547050","https://beta.companieshouse.gov.uk/company/4547050","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9ZADFE","HH CRM System","IT","HH CRM System","48000000","Software package and information systems","279999","Information Communication Technology",01/01/2015 00:00:00,31/12/2016 00:00:00,01/10/2016 00:00:00,9410,0,"KANA Software","IE441149","https://beta.companieshouse.gov.uk/company/IE441149","",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CDDN","Managed Stores and Supply of Materials","Procurement","Managed Stores and Supply of Materials","44000000","Construction structures and materials; auxiliary products to construction (except electric apparatus)","109999","Building Construction Materials",01/01/2015 00:00:00,30/09/2015 00:00:00,30/09/2015 00:00:00,25562,0,"Jewson Limited","348407","https://beta.companieshouse.gov.uk/company/348407","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9SSG7X","RENEWAL OF MAIN SWITCHGEAR AND DISTRIBUTION BOARD AT VICTORIA JUNIOR SCHOOL,VICTORIA ROAD FELTHAM TW13 4AQ","Rede","RENEWAL OF MAIN SWITCHGEAR AND DISTRIBUTION BOARD AT VICTORIA JUNIOR SCHOOL,VICTORIA ROAD FELTHAM TW13 4AQ","51112200","Installation services of electricity control equipment","101100","Building Construction Materials",14/02/2015 00:00:00,22/02/2015 00:00:00,24/04/2016 00:00:00,15671,0,"D H Crofts Ltd","GB 3977270","https://beta.companieshouse.gov.uk/company/GB 3977270","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9TMFCK","Call OFF Contract Phase 2 pursuant to the Carbon Saving Programme in West London Public Buildings known as Clifton Gardens and Brentfords Children Centre.","Rede","Call OFF Contract Phase 2 pursuant to the Carbon Saving Programme in West London Public Buildings known as Clifton Gardens and Brentfords Children Centre.","90000000","90000000 - Sewage, refuse, cleaning and environmental services","182000","Environmental Services",17/02/2015 00:00:00,16/03/2015 00:00:00,01/03/2015 00:00:00,29000,0,"Imtech Technical Services Ltd","2872913","https://beta.companieshouse.gov.uk/company/2872913","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T9K-Q8U3AM","London Borough of Hounslow provision for Microsoft Enterprise Agreement","Corporate Resources","London Borough of Hounslow provision for Microsoft Enterprise Agreement","- Softw","Software package and information systems","279999","Information Communication Technology",01/03/2015 00:00:00,28/02/2018 00:00:00,,20000,0,"Bytes Software Services","1616977","https://beta.companieshouse.gov.uk/company/1616977","",,"No","No",""
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9SZL-64NCUE","Holly House CCTV","Corporate Resources","Holly House CCTV","92222000","Closed circuit television services","299999","Arts & Leisure Services",06/03/2015 00:00:00,31/03/2015 00:00:00,19/03/2016 00:00:00,29650,0,"SCCI Alphatrack Ltd","2760731","https://beta.companieshouse.gov.uk/company/2760731","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T6J-2Q82X2","CCTV Highfields","Corporate Resources","CCTV Highfields","32231000","Closed-circuit television apparatus","299999","Arts & Leisure Services",06/03/2015 00:00:00,31/03/2015 00:00:00,23/03/2016 00:00:00,5951.19,0,"SCCI Alphatrack Ltd","2760731","https://beta.companieshouse.gov.uk/company/2760731","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T6M-3Q779N","CCTV Ivybridge camera faults","Corporate Resources","CCTV Ivybridge camera faults","92222000","Closed circuit television services","299999","Arts & Leisure Services",06/03/2015 00:00:00,31/03/2015 00:00:00,23/03/2016 00:00:00,10000,0,"Direct Surveillance Solutiuons Limited","3512829","https://beta.companieshouse.gov.uk/company/3512829","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T7C-8PZU5A","Ivybridge Wifi","Corporate Resources","Ivybridge Wifi","32231000","Closed-circuit television apparatus","299999","Arts & Leisure Services",06/03/2015 00:00:00,31/03/2015 00:00:00,18/03/2016 00:00:00,75000,0,"Direct Surveillance Solutiuons Limited","3512829","https://beta.companieshouse.gov.uk/company/3512829","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T7C-J6LH48","CCTV Server Upgrade","Corporate Resources","CCTV Server Upgrade","32231000","Closed-circuit television apparatus","299999","Arts & Leisure Services",06/03/2015 00:00:00,31/03/2015 00:00:00,23/03/2016 00:00:00,29999,0,"IC2 CCTV and Security Specialists (UK) Ltd","4227542","https://beta.companieshouse.gov.uk/company/4227542","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9TFD-NYS77Z","A315 Watermans Park - Feasibility Study","Regeneration, Economic Development & Environment","A315 Watermans Park - Feasibility Study","71311210","Highways consultancy services","399999","Works - Construction, Repair & Maintenance",09/03/2015 00:00:00,26/06/2015 00:00:00,20/02/2016 00:00:00,29999,0,"JMP Consultants Ltd","8158942","https://beta.companieshouse.gov.uk/company/8158942","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9UQJBQ","ATM Installation and Operation Agreement - Notemachine UK lTD(2)","Rede","ATM Installation and Operation Agreement - Notemachine UK lTD(2)","98390000","Other services","329999","Social Community Care Supplies & Services�",09/03/2015 00:00:00,08/09/2016 00:00:00,01/06/2016 00:00:00,130000,0,"Notemachine UK Ltd","1359357","https://beta.companieshouse.gov.uk/company/1359357","",,"","","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9TVK-NCWNZD","Parks and Opens Space Resident Survey","Corporate Resources","Parks and Opens Space Resident Survey","79311000","Survey services","191500","Facilities & Management Services",11/03/2015 00:00:00,10/09/2015 00:00:00,19/05/2016 00:00:00,100000,0,"M.E.L Research","3000946","https://beta.companieshouse.gov.uk/company/3000946","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9TMN-9CQEGS","A315 Hounslow (Fair Street - North Drive) - Outline Design","Regeneration, Economic Development & Environment","A315 Hounslow (Fair Street - North Drive) - Outline Design","71311200","Transport systems consultancy services","399999","Works - Construction, Repair & Maintenance",15/03/2015 00:00:00,03/07/2015 00:00:00,20/02/2016 00:00:00,830000,0,"Steer Davies Gleave","1883830","https://beta.companieshouse.gov.uk/company/1883830","",,"No","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9TKJ-7PM068","Young people's substance misuse service review and commissioning options appraisal","Regeneration, Economic Development & Environment","Young people's substance misuse service review and commissioning options appraisal","85000000","Health and social work services","319999","Healthcare",16/03/2015 00:00:00,16/07/2015 00:00:00,13/05/2016 00:00:00,140000,0,"RedQuadrant","6944005","https://beta.companieshouse.gov.uk/company/6944005","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9T6J-DB7AZX","CCTV Heston Farm","Corporate Resources","CCTV Heston Farm","92222000","Closed circuit television services","299999","Arts & Leisure Services",18/03/2015 00:00:00,17/04/2015 00:00:00,23/03/2016 00:00:00,100000,0,"SCCI Alphatrack Ltd","2760731","https://beta.companieshouse.gov.uk/company/2760731","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9VZJSK","Consultancy Contract for the Provision of lean and continuous improvement services","Rede","Consultancy Contract for the Provision of lean and continuous improvement services","73220000","Development consultancy services","152200","Consultancy",23/03/2015 00:00:00,06/05/2015 00:00:00,30/04/2015 00:00:00,1105790,0,"Hoople Ltd","7556595","https://beta.companieshouse.gov.uk/company/7556595","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9UCD-BRQWN7","Provision for SWITCH project �Participant engagement and personalised travel advice�","Corporate Resources","Provision for SWITCH project �Participant engagement and personalised travel advice�","73000000","Research and development services and related consultancy services","152200","Consultancy",26/03/2015 00:00:00,08/11/2015 00:00:00,16/03/2016 00:00:00,450000,0,"JMP Consultants Ltd","8158942","https://beta.companieshouse.gov.uk/company/8158942","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9UCG-9UAN0J","LB Hounslow: Topographic Survey Total Station","Regeneration, Economic Development & Environment","LB Hounslow: Topographic Survey Total Station","38290000","Surveying, hydrographic, oceanographic and hydrological instruments and appliances","391314","Works - Construction, Repair & Maintenance",31/03/2015 00:00:00,31/03/2015 00:00:00,18/03/2016 00:00:00,28000,0,"Leica Geosystems Ltd","817794","https://beta.companieshouse.gov.uk/company/817794","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9UCH-JC9YIN","LB Hounslow: RTK GNSS Survey Equipment","Regeneration, Economic Development & Environment","LB Hounslow: RTK GNSS Survey Equipment","38290000","Surveying, hydrographic, oceanographic and hydrological instruments and appliances","391314","Works - Construction, Repair & Maintenance",31/03/2015 00:00:00,31/03/2015 00:00:00,18/03/2016 00:00:00,20000,0,"Leica Geosystems Ltd,","817794","https://beta.companieshouse.gov.uk/company/817794","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LZD-HWWEAL","Supporting & Development of Volunteering in the London Borough of Hounslow","Corporate Resources","Supporting & Development of Volunteering in the London Borough of Hounslow","85000000","Health and social work services","319999","Healthcare",01/04/2015 00:00:00,01/04/2017 00:00:00,09/12/2015 00:00:00,77060,0,"Groundwork London","4212532","https://beta.companieshouse.gov.uk/company/4212532","1121105","http://apps.charitycommission.gov.uk/Showcharity/RegisterOfCharities/CharityWithoutPartB.aspx?RegisteredCharityNumber=1121105","Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LZD-WVW3LI","Arts and Building Civic Pride Community Based Service in the London Borough of Hounslow","Corporate Resources","Arts and Building Civic Pride Community Based Service in the London Borough of Hounslow","85300000","Social work and related services","329999","Social Community Care Supplies & Services�",01/04/2015 00:00:00,01/04/2017 00:00:00,23/03/2016 00:00:00,37000,0,"Hounslow Arts Trust Ltd","1164904","https://beta.companieshouse.gov.uk/company/1164904","267426","http://apps.charitycommission.gov.uk/Showcharity/RegisterOfCharities/CharityWithoutPartB.aspx?RegisteredCharityNumber=267426","Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LZE-AASVS5","Enabling Independence and Resilience: Advice Services Lots 1-4 in the London Borough of Hounslow","Corporate Resources","Enabling Independence and Resilience: Advice Services Lots 1-4 in the London Borough of Hounslow","85300000","Social work and related services","329999","Social Community Care Supplies & Services�",01/04/2015 00:00:00,01/04/2017 00:00:00,22/03/2016 00:00:00,129279.7,0,"Hounslow Citizens Advice Bureaux Service","3727129","https://beta.companieshouse.gov.uk/company/3727129","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LZE-AASVS5","Enabling Independence and Resilience: Advice Services Lots 1-4 in the London Borough of Hounslow","Corporate Resources","Enabling Independence and Resilience: Advice Services Lots 1-4 in the London Borough of Hounslow","85300000","Social work and related services","329999","Social Community Care Supplies & Services�",01/04/2015 00:00:00,01/04/2017 00:00:00,22/03/2016 00:00:00,129279.7,0,"Hillingdon Law Centre","3727129","https://beta.companieshouse.gov.uk/company/3727129","",,"Yes","No","ITT"
