Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
76552724,Showroom And Premises,James Shepherd Hebden Bridge Ltd,27500,07/01/15,SBR
76552730,Workshop And Premises,,1800,09/02/09,SBR
76552731,Workshop And Premises,Brooklyn Studio Arts Group,4650,06/01/09,DOR SBR
76552732,Workshop And Premises,,2950,12/01/09,SBR
76552733,Shop and Premises,Boots Uk Ltd,14250,05/01/98,SBR
76552734,Surgery And Premises,,84500,05/01/98,DUR
76552735,Shop and Premises,,5800,01/13/17,SBR
76552736,Shop and Premises,Forget Me Not Childrens Hospice,6000,01/06/12,DCR MCR
76552737,Shop and Premises,,6300,02/07/11,SBR
76552739,Offices and Premises,The Hebden Therapy Centre Cic,22500,12/20/11,DOR
76552741,Store And Premises,,1375,07/01/17,SBR
76552742,Office and Premises,Hebden Bridge Chiropractic Ltd,6100,04/01/04,SBR
76552743,Public Conveniences(Part Exempt)& Premises,Calderdale Mbc,2950,04/01/03,SBR
76552744,Offices and Premises,Hepworth Browne Ltd,5200,12/01/11,DUR SBR
76552745,Offices and Premises,,5200,09/01/04,SBR
76552746,Offices and Premises,Duffy Fowler Gabbi Solicitors,10500,10/01/04,SBR
76552747,Shop and Premises,Tia Greyhound & Lurcher Rescue,5300,04/01/10,DUR MCR
76552748,Shop and Premises,Tia Greyhound & Lurcher Rescue,4400,12/01/12,MCR
76552752,Flood Warning Siren and Premises,The Environment Agency,540,05/03/07,SBR
76552753,Car Park and Premises,Sharlketh Ltd,11250,11/24/16,SBR
76552756,Offices and Premises,,21500,11/01/16,DUR SBR
76552757,Offices and Premises,,6500,09/01/17,SBR
76552758,Offices and Premises,Setbray Properties Ltd,21500,07/01/14,ER
76552759,Offices and Premises,Setbray Properties Ltd,16250,07/01/14,ER
76552760,Offices and Premises,Brigantia Ltd,17000,05/01/15,DUR SBR
76552761,Art Studio And Premises,Northlight Art Studios Ltd,22000,03/06/15,DOR
76552762,Vehicle Repair Workshop Petrol Filling Station & Premises,James Shepherd Hebden Bridge Ltd,17500,06/30/15,SBR
76552763,Showroom And Premises,Overgate Hospice,15750,07/06/15,DCR MCR
76552765,Warehouse And Premises,,7600,11/01/15,SBR
76552766,Showroom And Premises,,11000,06/01/16,SBR
76552767,Offices and Premises,,1175,04/01/16,SBR
76552768,Offices and Premises,Flex Partners Ltd,2750,04/01/16,DUR SBR
76552769,Offices and Premises,Mm & Jl Trading Ltd,2150,04/01/16,SBR
76552770,Offices and Premises,Setbray Properties Ltd,2025,12/01/16,EX
76552771,Offices and Premises,Mm & Jl Trading Ltd,1725,04/01/16,DUR SBR
76552772,Offices and Premises,Motor Gap Limited,1450,04/01/16,SBR
76552773,Offices and Premises,Capable People Ltd,4100,04/01/16,SBR
76552774,Offices And Premises,,1375,01/02/18,SBR
76552775,Offices And Premises,Setbray Properties Ltd,1675,04/01/15,EX
76552776,Offices And Premises,,1600,06/01/17,SBR
76560707,Garage And Premises,,4000,04/01/90,SBR
76560711,Workshop And Premises,Handmade Parade Cic,15250,07/10/11,DOR SBR
76560712,Workshop And Premises,Dower Ltd,6700,11/08/16,SBR
76560713,Warehouse And Premises,,4250,06/01/02,SBR
76560714,Workshop And Premises,Hebden Flooring Ltd,4900,04/01/12,SBR
76560717,Workshop And Premises,Big Tin Shed Ltd,10000,04/01/17,SBR
76560718,Offices and Premises,,1350,10/12/15,SBR
76560719,Offices and Premises,,1350,01/21/14,SBR
76560720,Offices and Premises,,1350,01/02/18,SBR
76560721,Offices and Premises,,1350,12/01/17,SBR
76560722,Workshop And Premises,,970,07/04/17,SBR
76560723,Workshop And Premises,,3800,08/17/14,SBR
76560724,Workshop And Premises,Setbray Properties Ltd,3450,11/01/17,EX
76560725,Workshop And Premises,,1450,02/20/14,SBR
76560726,Workshop And Premises,,1775,02/01/15,SBR
76560727,Workshop And Premises,,3050,01/01/15,SBR
76560728,Workshop And Premises,Personal Taste Ltd,3450,09/02/15,SBR
76560729,Workshop And Premises,,1800,11/01/14,SBR
76560730,Workshop And Premises,,2950,04/01/15,SBR
76560731,Workshop And Premises,,3450,01/04/16,SBR
76560732,Workshop And Premises,Setbray Properties Ltd,6000,11/01/17,EX
76560733,Workshop And Premises,Forgot Me Not Children's Hospice,1575,12/01/14,DCR MCR
76560734,Workshop And Premises,Setbray Properties Ltd,1700,05/01/12,SBR
76560735,Workshop And Premises,,1700,06/01/17,SBR
76560736,Workshop And Premises,,1575,06/19/13,SBR
76560737,Warehouse And Premises,Made In The Valley Ltd,7400,07/01/14,SBR
76560738,Workshop And Premises,Wood & Wire Made Ltd,8100,07/01/14,SBR
76560740,Workshop And Premises,Calrec Audio Ltd,29750,05/01/14,SBR
76560744,Independent Distribution Network Operator,The Electricity Network Company Ltd,192,04/01/15,SBR
76560747,Store And Premises,,1600,11/04/16,SBR
76560748,Store And Premises,,2100,06/07/17,SBR
76560749,Store And Premises,,2125,01/01/17,SBR
76560750,Store And Premises,,2025,12/01/17,SBR
76560751,Store And Premises,Setbray Properties Ltd,2475,10/24/16,EX
76560752,Store And Premises,,2500,11/01/17,SBR
76560753,Store And Premises,,930,11/01/16,SBR
76560754,Store And Premises,,820,05/26/17,SBR
76560755,Store And Premises,Setbray Properties Ltd,2150,10/24/16,EX
76560756,Store And Premises,,930,09/06/17,SBR
76560757,Store And Premises,,2400,11/11/16,SBR
76560758,Store And Premises,,2150,05/22/17,SBR
76560759,Workshop And Premises,,2250,08/01/17,SBR
76560760,Workshop And Premises,,3450,10/01/17,SBR
76560761,Workshop And Premises,,8400,08/01/17,SBR
76572702,Shooting Lodge,Walshaw Moor Estate Ltd,2200,04/01/13,SBR
76572703,Communication Station and Premises,Airwave Solutions Ltd,5800,04/01/05,SBR
76576007,Shop and Premises,,3000,09/12/17,ER
76576009,Shop and Premises,,3750,06/01/04,SBR
76576011,Shop and Premises,,4650,11/01/03,SBR
76576017,Shop and Premises,,5000,04/01/05,SBR
76576019,Shop and Premises,,5400,10/08/16,
76576021,Shop and Premises,,8200,04/01/08,SBR
76576023,Shop and Premises,,5600,03/30/09,SBR
76576035,Shop and Premises,Blazing Saddles Ltd,7200,06/07/08,SBR
76576037,Shop and Premises,,5100,03/03/97,SBR
76576700,Shop and Premises,Ifonez Ltd (Dissolved 23/08/16),6500,04/01/15,SBR
76576702,Office and Premises,Finn Gledhill & Co,12750,04/01/90,SBR
76576705,Shop and Premises,,2550,10/14/16,EX
76576713,Shop and Premises,,7700,11/09/09,SBR
76576714,Shop and Premises,Drew Forsyth Designs Ltd,8100,11/01/09,SBR
76576715,Offices and Premises,,4550,09/28/17,SBR
76576717,Office and Premises,,6800,10/17/12,SBR
76576718,Surgery And Premises,,1300,10/17/12,SBR
76576719,Surgery And Premises,,740,10/17/12,SBR
76576721,Public House and Premises,Old Gate Restaurant Ltd,97000,04/01/15,DBR
76580008,Shop and Premises,,2400,07/22/14,EX
76588707,Workshop And Premises,,5200,09/25/05,SBR
76592700,Public House and Premises,,11750,04/01/90,SBR
76592702,Self Catering Holiday Unit And Premises,,3200,05/09/02,MCR
76594701,Stables And Premises,,900,07/01/12,SBR
76604050,Self Catering Holiday Unit And Premises,,2000,06/17/16,SBR
76648015,Shop and Premises,,4800,09/01/17,SBR
76648019,Cafe and Premises,,5300,11/19/10,SBR
76648072,Shop and Premises,,5400,01/01/14,ER
76648746,Workshop And Premises,Craig Middleton Ltd,3850,09/26/16,SBR
76648747,Workshop And Premises,Phoenix Services Ltd,5300,05/01/03,SBR
76648748,Workshop And Premises,J L A Ltd,18500,04/01/12,SBR
76648749,Offices and Premises,,1075,04/01/14,SBR
76648752,Gymnasium And Premises,Hornsey Enterprises Ltd,8200,07/09/15,SBR
76648753,Warehouse And Premises,,6900,07/01/14,SBR
76648754,Concrete Batching Plant And Premises,Sowerby Bridge Readymix Ltd,15500,01/29/07,DUR SBR
76648755,Office,,370,07/01/09,EX
76648756,Shop and Premises,,6500,10/01/09,SBR
76648757,Warehouse And Premises,,7200,10/01/15,SBR
76648758,Warehouse And Premises,,5100,06/08/12,SBR
76648759,Warehouse And Premises,,5500,05/01/16,SBR
76648760,Store And Premises,,3950,09/01/11,SBR
76648761,Workshop And Premises,,9100,04/01/12,SBR
76648762,Warehouse And Premises,,8000,04/01/17,SBR
76648763,Warehouse And Premises,,15750,06/07/13,DUR SBR
76653701,Livery Yard and Premises,,6800,04/01/17,SBR
76654701,Riding School And Premises,,7900,04/01/07,SBR
76654703,Self Catering Holiday Unit And Premises,,3200,04/01/07,DUR SBR
76656007,Self Catering Holiday Unit And Premises,,3200,04/01/05,SBR
76660701,Sports Ground And Premises,White Rose Archers,650,04/01/05,SBR
76660702,Sports Ground And Premises,Hebden Bridge Cricket Club,1225,04/01/05,SBR
76661701,Self Catering Holiday Unit And Premises,,2000,10/18/12,DUR SBR
76661702,Self Catering Holiday Unit And Premises,,2000,10/18/12,SBR
76663701,Workshop And Premises,Flowquip Ltd,4000,04/01/07,SBR
76667701,Workshop And Premises,,4800,04/01/07,SBR
76667703,Self Catering Holiday Unit And Premises,,5200,10/30/16,SBR
76670001,Self Catering Holiday Unit And Premises,The Elmet Trust Ltd,3200,08/01/08,DUR MCR
76673701,Shop and Premises,Julie Simcock Ltd,7700,11/01/15,SBR
76673702,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,2550,01/01/17,DUR SBR
76673703,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,2550,01/01/17,DUR SBR
76673704,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673706,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673707,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673708,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673709,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673710,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673711,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673712,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673713,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,2550,01/01/17,DUR SBR
76673714,Self Catering Holiday Unit And Premises,Croft Mill Serviced Apartments Ltd,3200,01/01/17,DUR SBR
76673715,Self Catering Holiday Unit And Premises,,2550,04/01/13,SBR
76676701,Self Catering Holiday Unit And Premises,,3750,05/29/09,SBR
76676702,Retreat Centre and Premises,,7500,04/24/15,SBR
76678702,Self Catering Holiday Unit And Premises,,2000,07/10/15,SBR
76679001,Self Catering Holiday Unit And Premises,,3200,10/01/10,DUR SBR
76679003,Self Catering Holiday Unit And Premises,,3200,10/01/10,DUR SBR
76679005,Self Catering Holiday Unit And Premises,,3200,10/01/10,DUR SBR
76680701,Steiner Kindergarten,Calder Valley Steiner Education Ltd,6700,09/06/10,DCR DUR MCR
76681701,Guest House And Premises,,3000,08/16/11,SBR
76682006,Self Catering Holiday Unit And Premises,,3350,04/01/11,SBR
76683701,Self Catering Holiday Unit And Premises,,2000,09/10/11,SBR
76688701,Self Catering Holiday Unit And Premises,,2275,01/01/12,SBR
76690701,Self Catering Holiday Unit And Premises,,2000,04/01/12,SBR
76691005,Tattoo Parlour,,1350,04/01/12,DUR SBR
76693011,Self Catering Holiday Unit And Premises,,3200,07/13/14,SBR
76695002,Self Catering Holiday Unit And Premises,,3350,04/01/17,SBR
76696701,Hydro Power Station and Premises,Colden Water Power Company Ltd,6100,11/30/15,SBR
76697701,Self Catering Holiday Unit And Premises,,2550,05/01/16,SBR
76698020,Self Catering Holiday Unit And Premises,,3750,01/14/17,SBR
76700008,Self Catering Holiday Unit And Premises,,2550,06/01/17,SBR
76701032,Self Catering Holiday Unit And Premises,,3200,04/01/17,SBR
77004010,Shop and Premises,,5400,05/24/16,SBR
77004079,Shop and Premises,,7200,11/28/96,SBR
77004700,School and Premises,Sowerby Bridge High School,260000,04/01/96,
77008700,Public House and Premises,,8750,08/08/17,SBR DBR
77012017,Shop and Premises,,1400,10/09/06,SBR
77024703,Garage And Premises,,1900,05/01/96,DUR SBR
77024704,Store And Premises,,1950,06/01/14,SBR
77024705,Store And Premises,,1950,04/01/08,SBR
77024706,Store And Premises,,1950,07/01/10,SBR
77024707,Store And Premises,,1950,10/17/14,SBR
77024709,Workshop And Premises,,6700,10/01/06,SBR
77024711,Workshop And Premises,,6400,11/01/15,SBR
77024712,Workshop And Premises,,4850,03/01/94,SBR
77024714,Garage And Premises,,3150,10/05/14,SBR
77024715,Garage And Premises,,3950,06/15/15,SBR
77024716,Warehouse And Premises,,3950,01/01/12,SBR
77024718,Workshop And Premises,,2650,03/01/05,SBR
77024719,Workshop And Premises,Hi-Spec Metal Polishers Ltd,6200,04/01/09,SBR
77024720,Store And Premises,,2550,01/01/16,SBR
77024721,Warehouse And Premises,,4700,07/23/11,SBR
77024724,Workshop And Premises,,5200,12/01/95,SBR
77024725,Store And Premises,,1950,05/01/06,SBR
77024729,Offices and Premises,Norland Books Ltd,2275,04/01/05,SBR
77024730,Workshop And Premises,Units To Let [Northern] Ltd,990,09/18/05,EX
77024731,Workshop And Premises,,4000,09/01/14,SBR
77024736,Store,,2950,10/01/10,SBR
77024737,Garage And Premises,,1900,11/04/16,SBR
77024738,Store And Premises,,2550,02/01/11,SBR
77024741,Warehouse And Premises,,4850,08/24/11,SBR
77024742,Workshop And Premises,,5900,03/01/02,SBR
77024743,Store And Premises,,1600,08/01/11,SBR
77024744,Workshop And Premises,,3450,10/01/03,SBR
77024746,Workshop And Premises,Halifax Aerials Ltd,3450,03/01/11,SBR
77024747,Workshop And Premises,,3450,04/02/09,SBR
77024749,Workshop And Premises,,4250,06/01/06,SBR
77024759,Store And Premises,,810,11/01/14,SBR
77024762,Workshop And Premises,,4200,01/01/14,SBR
77024763,Store And Premises,,2000,07/01/11,SBR
77024764,Store And Premises,,2000,04/01/09,SBR
77024765,Store And Premises,,2000,09/05/13,SBR
77024766,Store And Premises,,2000,01/01/15,SBR
77024775,Warehouse And Premises,Premier-Remapping Ltd,6300,10/01/16,SBR
77024776,Land Used For Storage and Premises,,2350,04/07/13,SBR
77024777,Workshop And Premises,Fennor Exterior Works Ltd,4900,09/04/15,SBR
77024778,Workshop And Premises,,3300,05/01/14,SBR
77024779,Workshop And Premises,,3700,04/01/14,SBR
77024780,Workshop And Premises,,4550,06/01/10,SBR
77024782,Workshop And Premises,,5300,03/01/17,SBR
77024783,Workshop And Premises,,3850,10/10/16,SBR
77024784,Workshop And Premises,,3650,05/01/15,SBR
77024788,Gymnasium And Premises,,1700,01/20/15,SBR
77024789,Store And Premises,,1225,10/01/14,SBR
77024790,Store And Premises,D C N Services Limited,1225,11/17/14,SBR
77024791,Workshop And Premises,,3350,08/01/16,SBR
77024792,Workshop And Premises,Gingerskydog Ltd,3450,03/01/17,SBR
77024793,Workshop And Premises,,3600,04/01/16,SBR
77028700,Bowling Green and Premises,,2150,04/01/90,MAR
77028701,Sports Ground And Premises,,6300,04/01/90,SBR
77032713,Public House and Premises,Perfect 10 Pub Company Ltd,11500,08/14/14,SBR
77040700,Communication Station and Premises,Arqiva Ltd,22000,04/01/95,SBR
77048707,Workshop And Premises,,9000,04/01/11,SBR
77052701,Offices and Premises,,9900,04/01/90,SBR
77052703,Shop and Premises,,2950,04/01/90,SBR
77052704,Factory and Premises,Rosehill Polymers Ltd,88500,04/01/90,
77060700,School and Premises,Norland C Of E Junior & Infants School,15500,04/01/01,DUR SBR
77060701,Day Nursery and Premises,,2500,04/01/90,DUR MCR
77068701,Cricket Club And Premises,,4200,04/01/90,SBR
77076001,Shop and Premises,,4550,06/01/15,SBR
77076007,Hairdressing Salon and Premises,,5500,08/25/93,SBR
77076043,Shop and Premises,,3300,08/29/16,SBR
77076047,Offices and Premises,Fearnley Photography Ltd,8500,04/01/15,SBR
77076113,Shop and Premises,,2700,07/22/16,SBR
77076115,Shop and Premises,,2550,03/01/15,SBR
77076127,Hairdressing Salon and Premises,,10000,04/01/01,SBR
77076137,Shop and Premises,P S Ma'An & Son Ltd,6300,05/18/14,SBR
77076701,Workshop And Premises,Hargreaves Foundry Ltd,11500,04/01/10,SBR
77076702,Advertising Right and Premises,Primesight Ltd,1025,09/01/09,SBR
77076703,School and Premises,Bolton Brow Primary Academy,31250,09/01/11,MCR
77076704,Surgery And Premises,,7400,04/01/12,DUR SBR
77076706,Club and Premises,,9500,04/01/90,SBR
77076707,Public House and Premises,Ossett Brewery Pub Company Ltd,20250,10/28/05,SBR
77076709,Shop and Premises,,4600,04/01/90,DUR SBR
77076710,Advertising Right and Premises,Primesight Ltd,840,09/01/09,SBR
77076711,Shop and Premises,,5300,04/23/12,SBR
77076713,Workshop And Premises,Home Recycling Ltd,2550,12/09/05,SBR
77076714,Cafe and Premises,,6800,03/01/13,SBR
77076716,Shop and Premises,Philip Fearnley Photography Ltd,8800,04/01/15,SBR
77082703,Communication Station and Premises,Vodafone Ltd,6200,04/01/06,SBR
77088766,Offices and Premises,Nobilia [G.B] Ltd,28750,02/01/14,SBR
77092700,Public House and Premises,,47250,05/01/01,SBR DBR
77094701,Workshop And Premises,,4400,01/16/16,SBR
77102700,Store And Premises,,1250,12/02/11,EX
77108039,Shop and Premises,,5400,06/04/91,SBR
77108700,Shop and Premises,,2200,03/31/14,SBR
77108703,Workshop And Premises,,6800,04/01/90,SBR
77108704,Workshop And Premises,,2175,04/01/90,SBR
77108706,Workshop And Premises,Bridge Timber Products Ltd,9600,09/01/06,SBR
77108711,Advertising Right and Premises,Clear Channel (Uk) Ltd,1025,04/01/90,SBR
77108712,Shop and Premises,,2800,04/01/10,EX
77108714,Workshop And Premises,,2125,05/01/97,SBR
77108715,Garage And Premises,,2600,04/01/16,SBR
77108716,Communication Station and Premises,Arqiva Services Ltd,9800,04/01/01,SBR
77108720,Workshop And Premises,,2650,08/01/10,SBR
77108723,Workshop And Premises,,2225,07/01/03,SBR
77108728,Sports Ground And Premises,Sowerby Bridge High School,1550,04/01/07,DUR SBR
77108729,Offices and Premises,A J Bell Trustees Ltd,10250,04/21/17,ER
77108730,Workshop And Premises,Halifax Sailing Club,43250,11/01/17,DOR MAR
77108731,Cafe and Premises,Copper Cow Ltd,11250,10/17/17,SBR
77108732,Petrol Filling Station And Premises,Euro Garages Ltd,26500,04/01/10,SBR
77108733,Car Hiring Site and Premises,,2500,04/01/05,SBR
77116700,School and Premises,Triangle Ce (Vc) Primary School,37000,04/01/01,SBR
77116704,Day Nursery and Premises,,9000,04/01/95,SBR
77120001,Hairdressing Salon and Premises,,1250,09/30/95,DUR SBR
77124701,Surgery And Premises,Stob Dearg Ltd,15250,11/20/07,DUR SBR
77124702,Offices and Premises,Sowerby Bridge Wharf Ltd,4200,01/01/14,EX
77124703,Offices and Premises,Omnis Data Limited,8200,09/01/15,SBR
77124704,Offices and Premises,,2375,03/01/15,SBR
77124705,Offices and Premises,Fitness 4 Ladies,5500,10/01/13,SBR
77128703,Public House and Premises,Barley Twist Ltd,60000,12/13/17,
