Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
December,Economy,UK,UK,276,BMI,Immigration Group
December,Economy,UK,UK,170.9,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,89.53,EASYJET,IPS
December,Economy,UK,UK,67.85,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,76.48,BMI BABY,IPS
December,Economy,UK,UK,183.89,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,381.18,BMI,IPS
December,Economy,UK,UK,16,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,531.18,BMI,IPS
December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,99.53,EASYJET,IPS
December,Economy,UK,UK,134.53,EASYJET,IPS
December,Economy,UK,UK,94.24,EASYJET,IPS
December,Economy,UK,UK,103.53,EASYJET,IPS
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,ISA
December,Economy,UK,UK,131.9,EASTERN AIRWAYS,IPS
December,Economy,UK,UK,281.3,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,142.83,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,131.83,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,153.96,BMI BABY,IPS
December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,267.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,28,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,60,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,264.69,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,79.95,EASYJET,IPS
November,Economy,UK,UK,9,EASYJET,IPS
November,Economy,UK,UK,89.53,THAI AIRWAYS INTERNATIONAL,IPS
December,Economy,UK,UK,48.54,BMI BABY,IPS
April,Economy,UK,UK,155.03,LIVINGSTON,Crime & Policing Group
December,Economy,UK,UK,243.7,EASTERN AIRWAYS,ISA
December,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA
December,Economy,UK,UK,139,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,144.8,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,117.5,BMI,Crime & Policing Group
December,Economy,UK,UK,117.5,BMI,Crime & Policing Group
December,Economy,UK,UK,289.17,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,151.25,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,69,BMI,Finance & Commercial Group
December,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,33.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,356.28,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,30,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,249.23,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,84.5,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,205.69,BMI,Criminal & Detention Group
December,Economy,UK,UK,347.22,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,381.18,BMI,Crime & Policing Group
December,Economy,UK,UK,81.89,AIR FRANCE,Science & Research Group
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,47.5,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,185.69,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,54.74,EASYJET,Finance & Commercial Group
December,Economy,UK,UK,183.05,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,300.23,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,81.4,BMI,Strategic Director Border
December,Business Class,UK,UK,28,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,120.92,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,98.3,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,84.98,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,259.22,BRITISH AIRWAYS,Strategic Director Border
December,Business Class,UK,UK,133.85,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,230.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,164.83,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,183.57,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,132.8,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,124.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,164,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,165.85,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,47.74,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,192.83,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,166.98,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,177.28,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,103.53,EASYJET,Strategic Director Border
December,Economy,UK,UK,60.24,EASYJET,Strategic Director Border
December,Economy,UK,UK,87.41,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,184.9,EASTERN AIRWAYS,Strategy & International Group
December,Economy,UK,UK,190.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,129.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,175.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,84.6,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,50,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,30,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,67.9,BMI,Strategic Director Border
December,Business Class,UK,UK,222.35,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,178,BMI,Immigration Group
December,Economy,UK,UK,64,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,384.18,BMI,Strategy & International Group
December,Economy,UK,UK,70.25,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,63,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,167.3,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,119.3,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,122.9,BMI,Strategic Director Border
December,Economy,UK,UK,214.8,BRITISH AIRWAYS,Immigration Group
December,Business Class,UK,UK,366.22,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,353.23,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,89,BMI,Strategy & International Group
December,Economy,UK,UK,68.5,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,174.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,174.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,328.57,FLYBE BRITISH EUROPEAN,Science & Research Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,180.83,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,83.85,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,192.83,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,164.83,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,114.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,110.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,69.88,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,177.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,131.9,EASTERN AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,153.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,158.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,143.28,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,143.28,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,412.94,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,412.94,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,77.24,EASYJET,Strategic Director Border
December,Economy,UK,UK,354,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,38,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,370.17,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,370.17,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,553.3,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,137.83,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,175.3,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,102.74,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,167.94,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,164.54,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,164.54,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,158.54,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,136.92,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,74.92,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,39,BMI,Strategic Director Border
December,Economy,UK,UK,84.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,254.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,300.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,67.24,EASYJET,Immigration Group
December,Economy,UK,UK,369.67,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,139.53,EASYJET,Strategic Director Border
December,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,33.5,BMI,Crime & Policing Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,89.53,EASYJET,IPS
December,Economy,UK,UK,67.85,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,76.48,BMI BABY,IPS
December,Economy,UK,UK,183.89,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,381.18,BMI,IPS
December,Economy,UK,UK,16,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,531.18,BMI,IPS
December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,99.53,EASYJET,IPS
December,Economy,UK,UK,134.53,EASYJET,IPS
December,Economy,UK,UK,94.24,EASYJET,IPS
December,Economy,UK,UK,103.53,EASYJET,IPS
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,ISA
December,Economy,UK,UK,131.9,EASTERN AIRWAYS,IPS
December,Economy,UK,UK,281.3,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,142.83,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,131.83,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,153.96,BMI BABY,IPS
December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,267.98,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,28,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,60,BRITISH AIRWAYS,ISA
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,264.69,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,79.95,EASYJET,IPS
November,Economy,UK,UK,9,EASYJET,IPS
November,Economy,UK,UK,89.53,THAI AIRWAYS INTERNATIONAL,IPS
December,Economy,UK,UK,48.54,BMI BABY,IPS
April,Economy,UK,UK,155.03,LIVINGSTON,Crime & Policing Group
December,Economy,UK,UK,243.7,EASTERN AIRWAYS,ISA
December,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA
December,Economy,UK,UK,139,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,144.8,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,117.5,BMI,Crime & Policing Group
December,Economy,UK,UK,117.5,BMI,Crime & Policing Group
December,Economy,UK,UK,289.17,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,151.25,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,69,BMI,Finance & Commercial Group
December,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group
December,Economy,UK,UK,33.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,356.28,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,30,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,249.23,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,84.5,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,205.69,BMI,Criminal & Detention Group
December,Economy,UK,UK,347.22,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,381.18,BMI,Crime & Policing Group
December,Economy,UK,UK,81.89,AIR FRANCE,Science & Research Group
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,47.5,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
December,Economy,UK,UK,185.69,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,54.74,EASYJET,Finance & Commercial Group
December,Economy,UK,UK,183.05,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,300.23,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,81.4,BMI,Strategic Director Border
December,Business Class,UK,UK,28,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,120.92,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,98.3,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,84.98,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,259.22,BRITISH AIRWAYS,Strategic Director Border
December,Business Class,UK,UK,133.85,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,230.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,164.83,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,183.57,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,132.8,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,124.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,164,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,165.85,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,47.74,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,192.83,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,166.98,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,177.28,BRITISH AIRWAYS,Science & Research Group
December,Economy,UK,UK,103.53,EASYJET,Strategic Director Border
December,Economy,UK,UK,60.24,EASYJET,Strategic Director Border
December,Economy,UK,UK,87.41,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,184.9,EASTERN AIRWAYS,Strategy & International Group
December,Economy,UK,UK,190.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,129.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,175.69,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
