Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
13571346024722,,,06.10.2015               ,                                ,                                ,75 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �564.67 ,7000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357135035380B     ,,,16.07.2014               ,                                ,                                ,81 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �100.03 ,6200,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357138687979A     ,,,16.09.2015               ,                                ,                                ,5-9 AND 9A MILKSTONE ROAD          ,ROCHDALE                           ,                                ,                                ,OL11 1ED,,,,," �15,034.25 ",30250,Shop and Premises                                           ,      ,0,      ,0,0,      ,      ,      
1357138718941A     ,,,01.02.2015               ,                                ,                                ,43 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,, �-   ,5800,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13571391293479,,,22.04.2015               ,                                ,                                ,1B ASLAM HOUSE                     ,MILKSTONE ROAD                     ,ROCHDALE                        ,LANCASHIRE                      ,OL11 1ED,,,,, �-   ,3750,Offices and Premises                                        ,      ,0,      ,0,0,Y     ,      ,      
13571391990856,,,23.04.2015               ,                                ,                                ,2C ASLAM HOUSE                     ,MILKSTONE ROAD                     ,ROCHDALE                        ,LANCASHIRE                      ,OL11 1ED,,,,," �2,584.40 ",5200,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,Y     
13571392162438,,,06.01.2015               ,GND FLR 1                       ,                                ,MILKSTONE ROAD                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EB,,,,, �-   ,3650,SHOP                                                        ,      ,0,      ,0,0,Y     ,      ,      
13571395643298,,,01.09.2011               ,1A ASLAM HOUSE                  ,                                ,MILKSTONE ROAD                     ,ROCHDALE                           ,                                ,                                ,OL11 1ED,,,,, �152.46 ,6300,Offices and Premises                                        ,      ,0,      ,0,0,Y     ,      ,      
13571398157017,,,01.12.2015               ,                                ,                                ,87A MILKSTONE ROAD                 ,ROCHDALE                           ,                                ,                                ,OL11 1NT,,,,, �49.21 ,6100,Shop and Premises                                           ,      ,0,      ,0,0,Y     ,      ,      
13571398157018,,,04.07.2016               ,                                ,                                ,87B MILKSTONE ROAD                 ,ROCHDALE                           ,                                ,                                ,OL11 1NT,,,,," �1,657.39 ",6800,Shop and Premises                                           ,      ,0,      ,0,0,      ,      ,Y     
13571399158735,,,16.03.2009               ,                                ,                                ,25-27 MILKSTONE ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,," �3,226.67 ",10000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357139916636B     ,,,15.06.2009               ,                                ,                                ,89A MILKSTONE ROAD                 ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1NT,,,,, �152.46 ,6300,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
1357480002005A     ,,,02.01.2010               ,                                ,                                ,4 MILKSTONE ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,, �-   ,4150,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
13574800030028,,,01.08.2015               ,                                ,                                ,10 MILKSTONE ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1ED,,,,," �3,812.45 ",10500,SHOP AND PREMISES                                           ,      ,0,      ,0,0,Y     ,      ,      
