Organisation,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000854747,27/11/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,17095.16
Rochdale,V000848188,07/11/2014,ORACLE CORPORATION UK LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,34980.62
Rochdale,V000848226,07/11/2014,SOFTCAT LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,16584.34
Rochdale,V000848229,07/11/2014,SOFTCAT LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,-5319.39
Rochdale,V000854757,27/11/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,5481.85
Rochdale,V000854758,27/11/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,2075.94
Rochdale,V000848202,10/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,2385
Rochdale,V000848203,10/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,940
Rochdale,V000848205,10/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,980
Rochdale,V000848904,12/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,2278.78
Rochdale,V000852990,21/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,-605.42
Rochdale,V000852994,21/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,-605.42
Rochdale,V000852999,21/11/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,-605.42
Rochdale,V000848146,07/11/2014,VODAFONE - CABLE & WIRELESS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,560.34
Rochdale,V000847583,04/11/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOD RD RETAINING WALL NO 10,40638.5
Rochdale,V000847583,04/11/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TODMORDEN RD RETAINING WALL,37586.84
Rochdale,V000847975,06/11/2014,EAST LANCASHIRE SERVICES LIMITED,Financial Services,PROPERTY AND HIGHWAYS,TOPS,817.95
Rochdale,V000854691,26/11/2014,CONNELL BROTHERS LTD,Environmental Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,141893.02
Rochdale,V000848983,12/11/2014,BUILDING SERVICES DESIGN,Consultancy,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,2000
Rochdale,V000853040,21/11/2014,WINTON FLOORING LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,507.85
Rochdale,V000854580,26/11/2014,ALL IN ONE GARDEN CENTRE,Horticultural,ECONOMY AND ENVIRONMENT,TOWN HALL,625
Rochdale,V000852937,21/11/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,3132.15
Rochdale,V000848767,11/11/2014,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,2307.45
Rochdale,V000854080,25/11/2014,JGM AGENCY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN HALL,540
Rochdale,V000853019,25/11/2014,RICOH UK LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN HALL,1214.96
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN HALL,640.76
Rochdale,V000852569,20/11/2014,WLG WHOLESALERS,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,852.26
Rochdale,V000852570,20/11/2014,WLG WHOLESALERS,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,1021.52
Rochdale,V000852862,21/11/2014,WLG WHOLESALERS,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,1233.29
Rochdale,V000852904,21/11/2014,WLG WHOLESALERS,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,1978.47
Rochdale,V000849190,13/11/2014,BUILDING DESIGN PARTNERSHIP LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN HALL FEASIBILITY,4590
Rochdale,V000854960,28/11/2014,BRITISH GAS BUSINESS (GAS),Utilities,CHILDREN’S SOCIAL CARE,TOWNHEAD,599.9
Rochdale,V000846556,03/11/2014,PETRUS COMMUNITY,Financial Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,950
Rochdale,V000847243,03/11/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP MANAGEMENT,15390
Rochdale,V000848493,10/11/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CHILDREN’S SOCIAL CARE,TRAINER FLATS NON SP FUNDING,546.18
Rochdale,V000849274,14/11/2014,HEADWAY THE BRAIN INJURY ASSOCIATION,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,1000
Rochdale,V000847647,05/11/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,625
Rochdale,V000852698,20/11/2014,LPS TRAINING & CONSULTANCY LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,525
Rochdale,V000852466,19/11/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,1995
Rochdale,V000852467,19/11/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,1330
Rochdale,V000852504,19/11/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,1330
Rochdale,V000854960,28/11/2014,BRITISH GAS BUSINESS (GAS),Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,579.9
Rochdale,V000854962,28/11/2014,BRITISH GAS BUSINESS (GAS),Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,627.28
Rochdale,V000852840,21/11/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,925.26
Rochdale,V000850336,18/11/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,21697.44
Rochdale,V000854590,26/11/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,19056.84
Rochdale,V000852176,19/11/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,387543.21
Rochdale,V000848654,10/11/2014,G M WASTE DISPOSAL AUTHORITY,Environmental Services,ECONOMY AND ENVIRONMENT,WASTE DISPOSAL LEVY,455392.64
Rochdale,V000849628,23/11/2014,G M WASTE DISPOSAL AUTHORITY,Environmental Services,ECONOMY AND ENVIRONMENT,WASTE DISPOSAL LEVY,1242500
Rochdale,V000846718,03/11/2014,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,WELFARE REFORM,6880
Rochdale,V000845935,07/11/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,WELFARE REFORM,40705.67
Rochdale,V000847383,04/11/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,WELFARE REFORM,-40705.67
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,WEST,611.89
Rochdale,V000847849,07/11/2014,ACIES CIVIL AND STRUCTURAL,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,650
Rochdale,V000853025,21/11/2014,AECOM PROFESSIONAL SERVICES LTD,Consultancy,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,4000
Rochdale,V000848338,11/11/2014,ATLANTIC SCAFFOLDING LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,3000
Rochdale,V000849328,14/11/2014,COMPLETE DEMOLITION LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,21079.5
Rochdale,V000854818,27/11/2014,COMPLETE DEMOLITION LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,4485
Rochdale,V000853027,21/11/2014,CUNDALL,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,1500
Rochdale,V000850350,18/11/2014,SQUIRE PATTON BOGGS UK LLP,Legal Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,7947.65
Rochdale,V000850351,19/11/2014,SQUIRE PATTON BOGGS UK LLP,Legal Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,1424.67
Rochdale,V000850352,18/11/2014,SQUIRE PATTON BOGGS UK LLP,Legal Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,1254.5
Rochdale,V000850353,18/11/2014,SQUIRE PATTON BOGGS UK LLP,Legal Services,ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,5746
Rochdale,V000848995,13/11/2014,STRAIGHT PLC,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,6237
Rochdale,V000849096,13/11/2014,STRAIGHT PLC,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,6237
Rochdale,V000848509,11/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,WHITTAKER MOSS,524.62
Rochdale,V000847526,04/11/2014,ASC RENEWABLES LTD,Utilities,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,5800
Rochdale,V000849275,14/11/2014,NAB CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,16222
Rochdale,V000849811,17/11/2014,NAB CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,640
Rochdale,V000852161,19/11/2014,NAB CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,6067
Rochdale,V000848756,11/11/2014,NATURESAVE  POLICIES  LTD,Financial Services,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,898.35
Rochdale,V000854125,25/11/2014,SOUTHERN SOLAR LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,125365.9
Rochdale,V000854483,26/11/2014,SOUTHERN SOLAR LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,165365.9
Rochdale,V000854491,26/11/2014,SOUTHERN SOLAR LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,-165365.9
Rochdale,V000847840,06/11/2014,MAILBOX STAMFORD PRODUCTS LTD,Healthcare,PROPERTY AND HIGHWAYS,Winter Maintenance,1010
Rochdale,V000847592,04/11/2014,VAISALA LIMITED,Environmental Services,PROPERTY AND HIGHWAYS,Winter Maintenance,19530.44
Rochdale,V000848332,10/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,WOODLANDS PRIMARY SCHOOL,698.8
Rochdale,V000847667,05/11/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,1711
Rochdale,V000855109,28/11/2014,UNITED UTILITIES WATER LIMITED,Utilities,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,1247.19
Rochdale,V000849657,18/11/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,YOUNG CARERS SERVICE SLA,11965.04
Rochdale,V000851086,20/11/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,YOUNG CARERS SERVICE SLA,11965.04
Rochdale,V000848485,10/11/2014,KEELE UNIVERSITY,Public Bodies,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,3074.33
Rochdale,V000848361,10/11/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,7424
Rochdale,V000852946,25/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,984.79
Rochdale,V000853019,25/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,993.11
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,1269.39
Rochdale,V000847409,04/11/2014,YOUTH JUSTICE BOARD,Financial Services,CHILDREN’S SOCIAL CARE,YOUTH REMAND,3731
Rochdale,V000847410,04/11/2014,YOUTH JUSTICE BOARD,Financial Services,CHILDREN’S SOCIAL CARE,YOUTH REMAND,1106
Rochdale,V000844712,01/11/2014,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,15833.33
