ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,NET AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,23/06/2016,ECONOMY DIRECTORATE,BRITISH GAS,23/06/2016,642.40,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,ECONOMY DIRECTORATE,BRITISH GAS,23/06/2016,697.93,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,ECONOMY DIRECTORATE,BRITISH GAS,23/06/2016,862.40,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,883.78,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,928.07,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,ECONOMY DIRECTORATE,BRITISH GAS,23/06/2016,1017.97,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,1027.32,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,1653.51,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,1809.72,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,23/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,23/06/2016,8948.38,ELECTRICITY,V001020613
ROCHDALE BOROUGH COUNCIL,24/06/2016,PROPERTY AND HIGHWAYS,BEMROSE BOOTH,24/06/2016,2097.00,PRINTING & STATIONERY,V001020617
ROCHDALE BOROUGH COUNCIL,24/06/2016,PROPERTY AND HIGHWAYS,THE KNOWLEDGE ACADEMY LTD,24/06/2016,699.00,TRAINING,V001020619
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5352.75,DAY CARE,V001020620
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1009.80,DAY CARE,V001020621
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2485.89,DAY CARE,V001020622
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1559.25,DAY CARE,V001020623
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6816.15,DAY CARE,V001020624
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1229.58,DAY CARE,V001020625
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2842.29,DAY CARE,V001020626
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2851.20,DAY CARE,V001020628
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3207.60,DAY CARE,V001020629
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8687.25,DAY CARE,V001020630
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1069.20,DAY CARE,V001020632
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1069.20,DAY CARE,V001020633
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,748.44,DAY CARE,V001020634
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2530.44,DAY CARE,V001020635
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2441.34,DAY CARE,V001020636
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3742.20,DAY CARE,V001020637
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,17285.40,DAY CARE,V001020638
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3029.40,DAY CARE,V001020640
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5524.20,DAY CARE,V001020641
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4098.60,DAY CARE,V001020642
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,10112.85,DAY CARE,V001020643
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5969.70,DAY CARE,V001020644
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2316.60,DAY CARE,V001020645
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5836.05,DAY CARE,V001020646
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2331.45,DAY CARE,V001020647
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2530.44,DAY CARE,V001020648
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7502.22,DAY CARE,V001020649
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2316.60,DAY CARE,V001020650
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2138.40,DAY CARE,V001020651
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020652
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5666.76,DAY CARE,V001020653
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8731.80,DAY CARE,V001020654
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5880.60,DAY CARE,V001020655
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1663.20,DAY CARE,V001020656
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4098.60,DAY CARE,V001020657
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5346.00,DAY CARE,V001020659
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8553.60,DAY CARE,V001020661
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9563.40,DAY CARE,V001020662
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6771.60,DAY CARE,V001020663
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4104.54,DAY CARE,V001020664
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3564.00,DAY CARE,V001020665
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1247.40,DAY CARE,V001020666
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6237.00,DAY CARE,V001020667
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5256.90,DAY CARE,V001020668
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9177.30,DAY CARE,V001020669
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2361.15,DAY CARE,V001020670
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,11939.40,DAY CARE,V001020671
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8108.10,DAY CARE,V001020672
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5583.60,DAY CARE,V001020673
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8969.40,DAY CARE,V001020674
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1069.20,DAY CARE,V001020675
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8538.75,DAY CARE,V001020676
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4276.80,DAY CARE,V001020677
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,14125.32,DAY CARE,V001020678
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3207.60,DAY CARE,V001020679
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8553.60,DAY CARE,V001020680
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1173.15,DAY CARE,V001020681
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1069.20,DAY CARE,V001020682
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3920.40,DAY CARE,V001020683
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2316.60,DAY CARE,V001020684
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7306.20,DAY CARE,V001020685
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2227.50,DAY CARE,V001020686
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1214.40,MANDATORY AWARDS,V001020687
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9752.94,MANDATORY AWARDS,V001020688
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8467.20,MANDATORY AWARDS,V001020689
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3265.92,MANDATORY AWARDS,V001020690
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5453.52,MANDATORY AWARDS,V001020691
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1693.44,MANDATORY AWARDS,V001020692
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4345.65,MANDATORY AWARDS,V001020693
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6560.50,MANDATORY AWARDS,V001020694
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3354.91,MANDATORY AWARDS,V001020695
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5786.64,MANDATORY AWARDS,V001020696
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4203.65,MANDATORY AWARDS,V001020698
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6300.00,MANDATORY AWARDS,V001020699
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,4200.39,MANDATORY AWARDS,V001020700
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1952.28,MANDATORY AWARDS,V001020701
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3217.32,MANDATORY AWARDS,V001020702
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3477.60,MANDATORY AWARDS,V001020704
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5491.94,MANDATORY AWARDS,V001020705
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,784.08,MANDATORY AWARDS,V001020706
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,20921.76,MANDATORY AWARDS,V001020707
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7015.56,MANDATORY AWARDS,V001020708
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6040.44,MANDATORY AWARDS,V001020709
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7640.64,MANDATORY AWARDS,V001020711
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,13512.96,MANDATORY AWARDS,V001020712
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9978.39,MANDATORY AWARDS,V001020713
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2857.68,MANDATORY AWARDS,V001020714
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5428.80,MANDATORY AWARDS,V001020715
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5293.08,MANDATORY AWARDS,V001020716
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,21867.19,MANDATORY AWARDS,V001020717
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,18177.18,MANDATORY AWARDS,V001020718
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5048.28,MANDATORY AWARDS,V001020719
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,12487.50,MANDATORY AWARDS,V001020720
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,11995.56,MANDATORY AWARDS,V001020721
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7026.30,MANDATORY AWARDS,V001020722
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2298.99,MANDATORY AWARDS,V001020723
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6265.62,MANDATORY AWARDS,V001020724
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3267.00,MANDATORY AWARDS,V001020725
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3096.72,MANDATORY AWARDS,V001020726
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,15224.43,MANDATORY AWARDS,V001020727
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5760.72,MANDATORY AWARDS,V001020728
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,16035.84,MANDATORY AWARDS,V001020729
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,17236.80,MANDATORY AWARDS,V001020730
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5846.31,MANDATORY AWARDS,V001020731
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1809.00,MANDATORY AWARDS,V001020732
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9960.12,MANDATORY AWARDS,V001020733
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,10838.52,MANDATORY AWARDS,V001020734
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,16361.43,MANDATORY AWARDS,V001020735
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,17058.13,MANDATORY AWARDS,V001020736
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,13300.56,MANDATORY AWARDS,V001020737
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,12131.70,MANDATORY AWARDS,V001020738
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2925.72,MANDATORY AWARDS,V001020739
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3998.52,MANDATORY AWARDS,V001020740
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,6315.12,MANDATORY AWARDS,V001020741
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,16294.88,MANDATORY AWARDS,V001020742
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5790.96,MANDATORY AWARDS,V001020743
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,17159.69,MANDATORY AWARDS,V001020744
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,13096.98,MANDATORY AWARDS,V001020745
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,2635.20,MANDATORY AWARDS,V001020746
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,14830.20,MANDATORY AWARDS,V001020747
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,17706.15,MANDATORY AWARDS,V001020748
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9065.61,MANDATORY AWARDS,V001020749
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,3547.44,MANDATORY AWARDS,V001020750
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,19147.08,MANDATORY AWARDS,V001020751
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,18282.96,MANDATORY AWARDS,V001020752
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,19364.22,MANDATORY AWARDS,V001020753
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,11444.04,MANDATORY AWARDS,V001020754
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1298.45,MANDATORY AWARDS,V001020755
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,14816.10,MANDATORY AWARDS,V001020756
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,13930.50,MANDATORY AWARDS,V001020757
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,7626.60,MANDATORY AWARDS,V001020758
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,9141.12,MANDATORY AWARDS,V001020759
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,5349.63,MANDATORY AWARDS,V001020760
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,11001.00,MANDATORY AWARDS,V001020761
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,8467.20,MANDATORY AWARDS,V001020762
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020765
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1069.20,DAY CARE,V001020769
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020777
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020778
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020779
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020780
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020798
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,712.80,DAY CARE,V001020799
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,540.00,MANDATORY AWARDS,V001020800
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,522.73,MANDATORY AWARDS,V001020803
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1260.00,MANDATORY AWARDS,V001020804
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1330.56,MANDATORY AWARDS,V001020808
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,702.00,MANDATORY AWARDS,V001020817
ROCHDALE BOROUGH COUNCIL,24/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24/06/2016,1288.81,MANDATORY AWARDS,V001020818
