Ratepayer Name,Property Address,PROPREF,RV
,"Gauxholme Saw Mills, Bacup Road, Todmorden, OL14 7PN",78024708,5800
,"Owler Mill, Bacup Road, Todmorden, OL14 7HL",78024710,5300
Industrial Supplies Todmorden Ltd,"St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",78024714,5900
Warby Ltd,"Masons Arms, 1 Bacup Road, Todmorden, OL14 7PN",78024722,6900
Allied Locks & Leaks Ltd,"Unit 6, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",78024731,4050
,"Pt Unit 1,UNIT 2 & Pt Unit 4, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",78024747,5100
,"Salter Rake Gate Cottage, Bottomley Road, Walsden, Todmorden           OL14 6QZ",78026703,2150
Rs Motorcycles (Halifax) Ltd,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",78027727,8600
Bank House Consultants Ltd,"Bank House, Blind Lane, Todmorden, OL14 5HZ",78040706,10250
,"Blind Lane, Todmorden, OL14 5HZ",78040708,6200
D J P Leisure Ltd,"Weavers Arms, 5 Blind Lane, Todmorden, OL14 5HZ",78040710,3600
,"Blind Lane, Todmorden, OL14 5HZ",78040712,4750
,"Blind Lane, Todmorden, OL14 5HZ",78040713,6700
,"Unit 2, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",78040719,3650
,"Land Adj Unit 1, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",78040720,5400
,"Store & Premises, Bright Street, Todmorden, OL14 7PF",78060700,1550
,"Priestwell School House, Broadstone Street, Todmorden, OL14 8AL",78066703,1750
,"2 Brook Street, Todmorden, OL14 5AJ",78068002,5800
,"3 Brook Street, Todmorden, OL14 5AJ",78068003,3650
,"7 Brook Street, Todmorden, OL14 5AJ",78068007,11500
,"The Kabin, Todmorden Outdoor Market, Brook Street, Todmorden           OL14 5AJ",78068702,660
,"Stalls 8-10 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068705,4050
,"Stall 11 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068706,1325
,"Stalls 12/13 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068707,2650
,"Stall 14 & Store 14A, Market Hall, Brook Street, Todmorden           OL14 5AJ",78068708,3050
,"Stall 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068709,1250
,"Stall 16 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068710,2150
,"Stall 18 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068711,2325
,"Stalls 19/20 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068712,2600
,"Stall 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068715,1375
,"Stall 25 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068716,1325
,"Stall 26 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068717,1325
,"Stalls 27 & 30 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068718,2750
,"Stall 28 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068719,1375
,"Stall 29 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068720,1375
,"Stalls 31/32 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068721,2650
,"Stalls 35/36 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068724,1800
,"Stall 37 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068725,900
,"Stall 38 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068726,900
,"Stalls 39/40 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068727,1750
,"Stalls 41/42 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068728,1750
,"Stalls 43/44 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068729,1800
,"Stalls 45/46 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068730,1800
,"Storeroom 14B Market Hall, Brook Street, Todmorden, OL14 5AJ",78068748,43
,"Storeroom 26 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068751,570
,"Storeroom 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068753,315
,"Market Stalls 33/34, Market Hall, Brook Street, Todmorden           OL14 5AJ",78068757,2750
,"17 Burnley Road, Todmorden, OL14 7BU",78076017,3850
,"19 Burnley Road, Todmorden, OL14 7BU",78076019,3100
Stone Hair Art Ltd,"21 Burnley Road, Todmorden, OL14 7BU",78076021,2950
,"24 Burnley Road, Todmorden, OL14 5EZ",78076024,2900
,"26 Burnley Road, Todmorden, OL14 5EZ",78076026,2800
,"30 Burnley Road, Todmorden, OL14 5EZ",78076030,3450
,"35 Burnley Road, Todmorden, OL14 7BU",78076035,1675
,"36 Burnley Road, Todmorden, OL14 5EZ",78076036,990
,"38 Burnley Road, Todmorden, OL14 5EZ",78076038,2400
,"46 Burnley Road, Todmorden, OL14 5EZ",78076046,1775
,"50 Burnley Road, Todmorden, OL14 5EY",78076050,1825
,"52 Burnley Road, Todmorden, OL14 5EY",78076052,2325
,"54 Burnley Road, Todmorden, OL14 5EY",78076054,3050
,"58 Burnley Road, Todmorden, OL14 5EY",78076058,2800
,"60 Burnley Road, Todmorden, OL14 5EY",78076060,2700
,"65 Burnley Road, Todmorden, OL14 7BS",78076065,2800
,"69 Burnley Road, Todmorden, OL14 7BS",78076069,2025
,"72 Burnley Road, Todmorden, OL14 5HX",78076072,6500
,"73 Burnley Road, Todmorden, OL14 7BS",78076073,1950
,"75 Burnley Road, Todmorden, OL14 7BS",78076075,2100
,"77 Burnley Road, Todmorden, OL14 7BS",78076077,2650
,"Unit 7B Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",78076501,2550
Todmorden Pallet Services Ltd,"The Barn, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",78076515,4400
,"688 Burnley Road, Todmorden, OL14 8JU",78076688,770
,"Lydgate Brewery, Burnley Road, Todmorden, OL14 8HQ",78076711,4000
,"Naylor Mill, Todmorden, OL14 8HJ",78076715,2850
Safespaces (Cornhome) Ltd,"361 Burnley Road, Todmorden, OL14 7DH",78076720,10250
,"Robinwood Brewery, Burnley Road, Todmorden, OL14 8EX",78076722,6400
,"Unit 5 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076723,1025
,"Unit 1, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076737,8600
C.D.R Supply Co Ltd,"Unit 1A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",78076738,3800
,"Unit 1B, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",78076739,2600
,"Unit 1C, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",78076740,2600
S & S Site Services Ltd,"Unit 1D, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",78076741,3000
,"Unit 2A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",78076742,6300
,"House That Jack Built Inn, 122 Burnley Road, Todmorden, OL14 5JT",78076756,7200
,"218 Burnley Road, Todmorden, OL14 8EA",78076757,2300
,"714 Burnley Road, Todmorden, OL14 8LF",78076760,2750
,"716 Burnley Road, Todmorden, OL14 8LF",78076761,2400
,"741 Burnley Road, Todmorden, OL14 8LF",78076763,1900
,"759 Burnley Road, Todmorden, OL14 8LF",78076768,1800
,"801 Burnley Road, Todmorden, OL14 7EF",78076772,2325
,"Glen View Inn, 853 Burnley Road, Todmorden, OL14 7EW",78076773,4000
,"900 Burnley Road, Todmorden, OL14 8PJ",78076777,3100
,"R/0 739 Burnley Road, Todmorden, OL14 8LF",78076789,760
,"Lindores, Burnley Road, Todmorden, OL14 5EX",78076796,5200
,"Unit 7C Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",78076799,3650
Storymagic Ltd,"Unit 7 Lineholme Mill, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076805,3400
,"48 Burnley Road, Todmorden, OL14 5EY",78076806,1875
,"Unit 7d Lineholme Mill, Burnley Road, Todmorden, OL14 7DH",78076813,890
,"Unit 6, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076814,2700
,"56 Patmos, Burnley Road, Todmorden, OL14 5EY",78076817,2800
,"42/44 Burnley Road, Todmorden, OL14 5EZ",78076830,3850
,"757 Burnley Road, Todmorden, OL14 8LF",78076831,1325
,"Unit 4 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076840,1025
,"Unit 7A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076848,4150
Ian Heyworth Building Contractors Ltd,"Unit 7B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076849,1875
Howarth Bros Ltd,"Unit 7C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076850,1875
,"Unit 7D Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076851,1875
,"Unit 3 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076852,1025
,"Unit 1 Tower Block, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",78076860,2550
,"Unit 25 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076864,5000
Ideal Boats Company Ltd,"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076872,3200
,"Unit 26 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076873,3700
,"39 Burnley Road, Todmorden, OL14 7BU",78076879,5300
,"Unit 8A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076880,2075
,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076881,2600
,"Unit 2 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076882,1750
Friendly Soap Ltd,"Unit 9A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076883,1100
,"Unit 23 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076885,1200
,"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076888,2125
,"Unit 5, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076889,1800
,"Unit 20 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076890,5900
,"Unit 20A Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076891,3100
,"388 Burnley Road, Todmorden, OL14 8EX",78076898,5200
,"Calder Street, Todmorden, OL14 5AQ",78084701,6000
,"Carr Road, Todmorden, OL14 7ER",78092701,1850
,"Cinderhill Joinery Works, Castle Street, Todmorden, OL14 5SR",78096700,4000
Copras Chemical Co Ltd,"Copperashouse Mill, Copperashouse Terrace, Todmorden, OL14 7PU",78104701,6200
,"The Warehouse, Cross Stone Road, Todmorden, OL14 8RH",78112701,5800
,"4 Dale Street, Todmorden, OL14 5PX",78116004,1550
Go Far Enterprises Ltd,"38 Dale Street, Todmorden, OL14 5PX",78116038,11250
,"Dalton Street, Todmorden, OL14 5HJ",78120703,1925
G & S Motors Ltd,"Unit 5 Hope Mill, Raglan Street, Todmorden, OL14 5HJ",78120708,5500
Richard Coupe Ltd,"Hope Mills, Dalton Street, Todmorden, OL14 5HJ",78120709,2125
Incredible Edible Growing Ltd,"Land Adj Light Bank Lock, Deanroyd Road, Walsden, Todmorden           OL14 6TT",78124701,5600
,"Off Der Street, Todmorden, OL14 5QT",78128701,2250
,"Cafe Todmorden Sports Centre, Ewood Lane, Todmorden, OL14 7DF",78152713,5400
Brisue Ltd,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ",78160700,10250
,"Crescent Mill, Rochdale Road, Todmorden, OL14 7LR",78164700,6300
,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",78164702,3250
,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",78164709,3950
Steeltech Kinetix Ltd,"Dancroft & Bridge Mills, Gauxholme Fold, Todmorden, OL14 7PW",78176702,11750
,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",78176703,4000
,"Unit 5, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 7PW",78176705,2225
,"Unit 6, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 7PW",78176706,2125
Sweepwise Ltd,"Unit 1, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 7PW",78176707,5900
,"Unit 2, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176712,2750
,"Unit 7, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176713,2500
,"Unit 8, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176714,2000
,"Unit 4, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176715,2750
Techwise Engineering Ltd,"Unit  3, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176716,2750
,"5 Halifax Road, Todmorden, OL14 5AG",78192005,5700
,"7 Halifax Road, Todmorden, OL14 5AG",78192007,7700
Invitari Ltd,"9 Halifax Road, Todmorden, OL14 5AG",78192009,5300
,"16 Halifax Road, Todmorden, OL14 5AD",78192016,7000
,"17 Halifax Road, Todmorden, OL14 5AG",78192017,3550
,"18 Halifax Road, Todmorden, OL14 5AD",78192018,5900
,"21 Halifax Road, Todmorden, OL14 5AG",78192021,5500
,"23 Halifax Road, Todmorden, OL14 5AG",78192023,5000
,"24 Halifax Road, Todmorden, OL14 5QG",78192024,5600
,"25 Halifax Road, Todmorden, OL14 5AG",78192025,5100
,"34 Halifax Road, Todmorden, OL14 5QG",78192034,5700
,"38 Halifax Road, Todmorden, OL14 5QG",78192038,4000
,"41 Halifax Road, Todmorden, OL14 5BB",78192041,2550
,"44 Halifax Road, Todmorden, OL14 5QG",78192044,2025
,"46 Halifax Road, Todmorden, OL14 5QG",78192046,2750
,"47 Halifax Road, Todmorden, OL14 5BB",78192047,2225
,"Ground Floor, 53 Halifax Road, Todmorden, OL14 5BB",78192053,3000
,"85 Halifax Road, Todmorden, OL14 5BB",78192085,2375
,"87 Halifax Road, Todmorden, OL14 5BB",78192087,1650
,"117 Halifax Road, Todmorden, OL14 5BE",78192117,2850
,"121 Halifax Road, Todmorden, OL14 5BE",78192121,2900
,"125 Halifax Road, Todmorden, OL14 5BE",78192125,1800
,"137 Halifax Road, Todmorden, OL14 5BE",78192137,1775
,"139 Halifax Road, Todmorden, OL14 5BE",78192139,1975
,"Workshop, At 267 Halifax Road, Todmorden, OL14 5SQ",78192269,1425
,"283 Halifax Road, Todmorden, OL14 5SQ",78192283,3500
Anglo-American (One Stop) Ltd,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",78192700,3900
,"2 Bond Street, Halifax Road, Todmorden, OL14 5QB",78192704,5200
Finance Assured Ltd,"5 Bridge Street, Todmorden, OL14 5AQ",78192708,1825
,"Castle Hill, Halifax Road, Todmorden, OL14 5SR",78192711,2225
,"Nelcote Smithy, Halifax Road, Todmorden, OL14 8SS",78192722,690
,"Unit 1, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192735,1800
,"Unit 2, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192738,1300
,"Unit 3, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192740,890
,"Unit 4, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192741,1200
,"Unit 5, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192742,1375
,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",78192743,1200
,"Adj Wood Mill, Halifax Road, Todmorden, OL14",78192746,2000
,"17 Halifax Road, Todmorden, OL14 5AG",78192748,5300
,"Rope And Anchor Inn, 132 Halifax Road, Todmorden, OL14 5QR",78192755,7900
,"61a/63 Halifax Road, Todmorden, OL14 5BB",78192765,2550
,"129/135 Halifax Road, Todmorden, OL14 5BE",78192766,11500
John Macklin Ltd,"21B Back Halifax Road, Todmorden, OL14 5AG",78192770,2275
Finestreet Ltd,"21A Back Halifax Road, Todmorden, OL14 5AG",78192771,1075
,"21c Back Halifax Road, Todmorden, OL14 5AG",78192772,540
,"21d Back Halifax Road, Todmorden, OL14 5AG",78192773,1050
,"Unit B, Nanholme Mill, Halifax Road, Todmorden           OL14 6DA",78192775,5400
,"Adj Lobb Stables, Halifax Road, Todmorden, OL14 5QN",78192779,1125
,"22 Halifax Road, Todmorden, OL14 5QG",78192783,5300
,"51 Halifax Road, Todmorden, OL14 5BB",78192791,5400
,"39 Halifax Road, Todmorden, OL14 5BB",78192797,2025
Bottoms Masonic Rooms Co Ltd,"Bottoms Masonic Lodge, Halifax Road, Todmorden, OL14 6DN",78192798,7500
Physio & Therapies Ltd,"61 Halifax Road, Todmorden, OL14 5BB",78192799,7500
,"Studio Gallery, 40 Halifax Road, Todmorden, OL14 5QG",78192802,1725
John Greenwood Properties Ltd,"269 Halifax Road, Todmorden, OL14 5SQ",78192810,1350
Todmorden Homing Society,"Portacabin, R/O Tod W M Club, Halifax Road, Todmorden           OL14 5QG",78192814,1500
,"First Floor, 48C Halifax Road, Todmorden, OL14 5QG",78192815,1500
Todmorden W M Social Club,"North View, Halifax Road, Todmorden, OL14 5QG",78192818,3350
Pennine Wind Turbines Ltd,"Unit A Wood Mill, Halifax Road, Todmorden, OL14 6EE",78192822,6000
,"Unit B Wood Mill, Halifax Road, Todmorden, OL14 6EE",78192823,4400
,"Ground Floor Rear, 355 Halifax Road, Todmorden, OL14 5SR",78192826,2325
,"Ground Floor Front, 355 Halifax Road, Todmorden, OL14 5SR",78192827,2500
,"8 Hall Street, Todmorden, OL14 7AD",78200705,4250
,"Wheelwrights Garage, Harley Bank, Victoria Road, Todmorden           OL14 5LD",78204700,5900
,"23 Harley Street, Todmorden, OL14 5JE",78208023,5400
,"Unit A, Harley House Mill, Harley Street, Todmorden           OL14 5JE",78208706,6300
Screwplan Ltd,"Hazelwood Street Works, Hazelwood Street, Todmorden, OL14 5BW",78216700,3300
,"Adj East Hey Head Farm, Hey Head Lane, Todmorden, OL14 8RE",78218701,2650
,"Adj Higher Scout Farm, Hollingworth Lane, Walsden, Todmorden           OL14 6QY",78222701,1375
Fred Howarth Ltd [ C & H ] Ltd,"Howarth Street Garage, Howarth Street, Todmorden, OL14 8JA",78232700,3900
,"East View House, Jumps Road, Todmorden, OL14 8HL",78244701,3250
,"Hawk Mount Garage, Kebs Road, Todmorden, OL14 8SB",78248700,3300
,"Sunny View Kennels, Kebs Road, Todmorden, OL14 8SB",78248706,1750
Creative Care Ltd,"Ground Floor, Sandholme Sawmill, Keysyke Lane, Todmorden           OL14 5RF",78256700,3450
,"5 King Street, Todmorden, OL14 5SL",78260005,6700
,"Lacy Mill, Lacy Avenue, Todmorden, OL14 6RP",78276700,2600
,"Unit 2 Lacy Mill, Lacy Avenue, Todmorden, OL14 5RP",78276701,2550
,"3 Causeway East, Lee Bottom Road, Todmorden, OL14 6HH",78278700,1500
,"Lever Street, Todmorden, OL14 5QF",78284701,2325
The Travelling Pig Handmade Sausage Company Ltd,"Lever Street, Todmorden, OL14 5QF",78284702,3000
,"The Loft, First Floor, Lever Street, Todmorden           OL14 5QF",78284707,6200
,"Longfield Stables, Middle Longfield Farm, Longfield Road, Todmorden           OL14 6LX",78286700,11000
,"Unit 3B & Compound, Mitchell Street, Todmorden, OL14 7DP",78320700,7200
,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",78320703,3750
Shaw Farm Liveries Ltd,"Shaw Farm, New Road, Todmorden, OL14 6HP",78328705,8400
,"120 Oak Avenue, Todmorden, OL14 5PD",78340120,2075
,"Parkside Mill, Parkside Road, Todmorden, OL14 8NJ",78356702,5900
Hoyles C & T Services Ltd,"Phoenix Garage, Phoenix Street, Todmorden, OL14 5SG",78360700,11250
R J M Todmorden Ltd,"Caldervale Mill, Pudsey Road, Todmorden, OL14 8NJ",78368700,6500
,"Springwood Mill, Pudsey Road, Todmorden, OL14 8NJ",78368704,3950
Springwood Engineering Ltd,"Part Springwood Mill, Pudsey Road, Todmorden, OL14 8NT",78368711,4050
,"Garage 1, Raglan Street, Todmorden, OL14 5HF",78376700,1000
,"Garage 2, Raglan Street, Todmorden, OL14 5HF",78376701,1000
,"Unit 4 Hope Mill, Raglan Street, Todmorden, OL14 5HF",78376702,6200
Natural Endings Ltd,"Rise Lane, Todmorden, OL14 7AA",78396700,3750
,"Old Parcels Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",78396707,2500
,"Old Booking Office, Todmorden Station, Rise Lane, Todmorden           OL14 7AA",78396710,2225
,"6 Rochdale Road, Todmorden, OL14 5AA",78400006,8600
Viney Becks (Todmorden) Ltd,"8 Rochdale Road, Todmorden, OL14 5AA",78400008,5000
Greenstone Design Ltd,"10 Rochdale Road, Todmorden, OL14 5AA",78400010,2075
Gill Graphics Ltd,"Part 1st Floor, 13 Rochdale Road, Todmorden, OL14 5AA",78400013,1575
,"15 Rochdale Road, Todmorden, OL14 5AA",78400015,1900
,"20 Rochdale Road, Todmorden, OL14 7LD",78400020,3300
,"21 Rochdale Road, Todmorden, OL14 5AA",78400021,1425
,"22 Rochdale Road, Todmorden, OL14 7LD",78400022,3900
,"23 Rochdale Road, Todmorden, OL14 5AA",78400023,3400
Central Deli Continental Shop Ltd,"24 Rochdale Road, Todmorden, OL14 7LD",78400024,5600
,"27 Rochdale Road, Todmorden, OL14 7LA",78400027,6400
H & P Properties Ltd,"29 Rochdale Road, Todmorden, OL14 7LA",78400029,7500
,"34 Rochdale Road, Todmorden, OL14 7LD",78400034,5000
Excel Fire Protection Ltd,"38 Rochdale Road, Todmorden, OL14 7LD",78400038,4350
Site Restaurant Ltd,"43 Rochdale Road, Todmorden, OL14 6LD",78400043,5300
Bricarsue Ltd,"98 Rochdale Road, Todmorden, OL14 7LP",78400098,1825
,"106 Rochdale Road, Todmorden, OL14 7LP",78400106,1975
,"120 Rochdale Road, Todmorden, OL14 7NA",78400120,1625
,"276 Rochdale Road, Todmorden, OL14 7PD",78400276,4000
Barearts Ltd,"290/292 Rochdale Road, Todmorden, OL14 7PD",78400292,3050
,"554 Rochdale Road, Todmorden, OL14 7SL",78400554,2100
,"574 Rochdale Road, Todmorden, OL14 7SL",78400574,2800
,"Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400704,7500
,"Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400705,5800
,"Angus Firth Ltd, Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",78400708,10750
,"2ND Floor Fielden House, Rochdale Road, Todmorden, OL14 6LD",78400716,3150
,"Unit 1A Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400717,4750
,"New Barn Garage, Rochdale Road, Todmorden, OL14 7NA",78400719,5300
,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",78400724,5600
Kavia Tooling Ltd,"Unit 1a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD",78400730,9900
