Property Address,PROPREF,DATE_START,RV as at March 2014
"The Millbank, Mill Bank Road, Triangle, Sowerby Bridge      HX6 3DY",77344700,29/11/2012,1850
"Units 5 & 7, Penair Works, Mill Fold, Ripponden           HX6 4DJ",77348719,01/04/2007,8700
"Unit 11, Penair Works, Mill Fold, Ripponden           HX6 4DJ",77348722,01/01/2014,4550
"Unit 1a Mill Fold Way, Elland Road, Ripponden, Sowerby Bridge      HX6 4HS",77348726,01/02/2011,3000
"3 The Riverside Complex, Mill Fold, Ripponden, HX6 4DJ",77348739,01/04/2010,3250
"Unit 1E & 1F, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348751,01/04/2007,9800
"Unit 1D, Mill Fold Way, Ripponden, Sowerby Bridge       HX6 4HS",77348752,13/10/2012,3950
"First Floor Unit 9, Penair Works, Mill Fold, Ripponden            HX6 4DJ",77348765,03/12/2012,2750
"Units 1& 2 Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",77348767,18/07/2013,10750
"Top Yard, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352700,01/04/2007,4400
"Unit 10, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352701,01/04/2008,2750
"Unit 16a, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352702,01/12/2011,1575
"Unit 14, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352704,02/12/2011,1375
"Unit 18, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352709,04/04/2011,1375
"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352710,01/04/2007,1350
"Unit 19, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352711,01/04/2007,4000
"Unit 30, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352714,01/04/2007,1750
"Unit 4, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352718,01/04/2007,3350
"Unit 5, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352719,01/04/2007,1275
"Unit 6, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352720,01/04/2007,1800
"Unit 7, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352721,01/04/2007,2500
"Unit 8, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352724,10/10/2011,1625
"Units 1 & 7a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352725,01/04/2007,4050
"Unit 28, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352726,01/03/2012,1850
"Unit 34a, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352727,01/04/2007,1375
"Unit 5b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352731,01/10/2008,1325
"Unit 4b Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352732,01/04/2007,1225
"Unit 9 Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352734,07/05/2012,1050
"Unit 28A Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352737,01/04/2007,1675
"Unit 12 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352739,02/02/2012,1900
"Unit 15 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352740,01/09/2007,1900
"Second Floor Unit 18, Mill House Works, Mill House Lane, Triangle             HX6 3LN",77352748,02/02/2012,1300
"Part 1ST Floor Unit 18, Mill House Works, Mill House Lane, Triangle             HX6 3LN",77352749,01/07/2009,1200
"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",77360700,01/10/2008,7000
"Clough Moor Farm, New Clough Road, Norland, Sowerby Bridge      HX6 3RD",77378700,01/04/2007,1500
"Norland Road, Sowerby Bridge, HX6 3AD",77388700,01/04/2007,5400
"Norland Road, Sowerby Bridge, HX6 3DF",77388702,01/04/2007,4900
"Unit 1, Langfield Busines Park, Norland Road, Sowerby Bridge       HX6 3DF",77388705,27/06/2012,11500
"Owenshaw Mills, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404705,01/04/2011,4700
"Unit 1 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404708,15/03/2013,3950
"Unit 2 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404709,21/08/2012,1650
"5 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",77408005,17/10/2011,1700
"19 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",77408019,01/04/2007,1900
"42 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",77408042,01/04/2010,6600
"170 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408170,01/04/2007,2600
"176 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408176,01/04/2007,4000
"238 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EU",77408238,01/04/2007,1925
"Unit 1 First Floor, Commercial Mills, Oldham Road, Ripponden           HX6 4EH",77408707,01/04/2007,1650
"Unit 2, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",77408720,01/04/2007,2550
"Unit 3, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",77408722,01/04/2007,3900
"Junction Inn, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",77408723,01/04/2007,6400
"21 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",77408724,01/04/2007,4700
"Nr 97a Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408728,01/04/2007,3700
"Unit 6/6B/6C Commercial Mill, Oldham Road, Ripponden, Sowerby Bridge       HX6 4EB",77408741,01/07/2008,5600
"Unit 8 Ff Ripponden Bus Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",77408748,25/06/2012,6600
"Ground Floor Unit 8, Ripponden Business Park, Oldham Road, Ripponden            HX6 4FF",77408764,01/06/2012,6400
"Landlords Office 1ST Floor, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408768,01/04/2012,880
"Wellness Centre, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408769,01/04/2012,950
"Sonia Maud Beauty Room, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408770,01/04/2012,1525
"Heaton Export & Marketing, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408771,01/04/2012,2450
"Salon At Central Hall, Oldham Road, Ripponden, HX6 4DN",77408772,11/03/2013,3500
"Boothwood Boarding Kennels, Oldham Road, Rishworth, HX6 4RH",77412700,01/04/2007,3550
"The Old Bore, Oldham Road, Rishworth, Sowerby Bridge       HX6 4QU",77412701,20/09/2012,4300
"Unit 6 Rishworth Bsn Complex, Slitheroe Works, Oldham Road, Rishworth            HX6 4EW",77412729,31/05/2013,9600
"Unit 6A Rishworth Bs Complex, Slitheroe Works, Oldham Road, Rishworth            HX6 4EW",77412730,01/04/2008,5400
"Unit 5, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412732,20/07/2012,8800
"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412738,01/04/2013,10000
"Pt First Flr Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412739,01/04/2013,2800
"Riverside Studios, Greenups Terrace, Sowerby Bridge, HX6 2QH",77416700,01/04/2007,2750
"Pye Nest Road, Sowerby Bridge, HX6 2BX",77432700,01/04/2007,6200
"5 Regent Parade, Wharf Street, Sowerby Bridge, HX6 2HG",77444704,23/06/2010,5400
"Stones Cricket Club, Ripponden Old Lane, Ripponden, Sowerby Bridge      HX6 4LQ",77448700,01/04/2007,4950
"Joiners Workshop, Upper Cockroft, Rishworth New Road, Sowerby Bridge       HX6 4RE",77452701,01/04/2007,5000
"191 Rochdale Road, Sowerby Bridge, HX6 2SJ",77456191,01/04/2007,1225
"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge      HX6 4JU",77460700,01/04/2007,7400
"Thorpe House, Rochdale Road, Triangle, Sowerby Bridge       HX6 3DJ",77464707,01/03/2013,5300
"3 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476003,21/04/2007,3150
"5 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476005,17/10/2011,3400
"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476009,01/04/2007,3250
"Ground Floor, 11 Ryburn Buildings, West Street, Sowerby Bridge       HX6 3AH",77476011,18/01/2012,2550
"2 Sowerby New Road, Sowerby Bridge, HX6 1DY",77500700,01/04/2007,9700
"Church Stile Inn, Sowerby New Road, Sowerby Bridge, HX6 1JZ",77500708,01/10/2010,4400
"Royal Oak Hotel, Sowerby Street, Sowerby Bridge, HX6 3AT",77504700,02/07/2013,5000
"Sowerby Town, Towngate, Sowerby, Sowerby Bridge       HX6 1JE",77508700,01/04/2010,3200
"Brown Hill, Soyland Town Road, Soyland, Sowerby Bridge       HX6 4ND",77516703,01/04/2011,3650
"White Horse Inn, Spring Gardens, Burnley Road, Sowerby Bridge      HX6 2TW",77528700,19/01/2012,11250
"Sunshine Day Nursery, St Peter's Avenue, Sowerby Bridge, HX6 1HB",77536706,01/04/2007,9300
"The Barn, Saw Hill Farm, Dean Lane, Triangle             HX6 3DP",77542700,01/04/2008,1125
"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",77548702,01/04/2007,2275
"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",77548703,01/04/2012,10500
"Rough Hey Wood Camp Site, Rough Hey Wood, Stansfield Mill Lane, Triangle             HX6 3NB",77548704,01/04/2007,1350
"Station Road, Sowerby Bridge, HX6 3AA",77552701,19/09/2011,5200
"Station Road, Sowerby Bridge, HX6 3LB",77552715,01/10/2011,1500
"Old Station Building, Station Road, Sowerby Bridge, HX6 3AB",77552733,11/07/2009,7500
"Unit 4A The Old Post Office, Station Road, Sowerby Bridge, HX6 3AA",77552739,27/02/2013,10000
"Lane Ends Barn, Steep Lane, Sowerby, Sowerby Bridge       HX6 1PE",77558701,01/04/2010,1500
"Ivy Cottage, Norland, Sowerby Bridge, HX6 3RD",77572700,01/04/2007,1350
"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584700,01/04/2007,2175
"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584701,01/04/2010,9600
"Little Toothill, Toot Hill Lane, Triangle, Sowerby Bridge      HX6 1NX",77594700,01/01/2011,2850
"2 Tower Hill, Sowerby Bridge, HX6 2EQ",77596002,01/04/2012,3900
"3 Tower Hill, Sowerby Bridge, HX6 2EQ",77596003,01/04/2007,2650
"Ryburn House, 12 Tower Hill, Sowerby Bridge, HX6 2EQ",77596705,01/04/2007,2050
"4b Tower Hill, Sowerby Bridge, HX6 2EQ",77596707,01/04/2007,2475
"4 Tower Hill, Sowerby Bridge, HX6 2EQ",77596716,16/05/2013,8100
"5 Town Hall Street, Sowerby Bridge, HX6 2QD",77600005,01/11/2013,4400
"11 Town Hall Street, Sowerby Bridge, HX6 2EA",77600011,16/08/2011,4250
"15 Town Hall Street, Sowerby Bridge, HX6 2EA",77600015,01/05/2012,4200
"22 Town Hall Street, Sowerby Bridge, HX6 2EA",77600022,21/12/2012,2500
"27 Town Hall Street, Sowerby Bridge, HX6 2EA",77600027,01/04/2007,5200
"32 Town Hall Street, Sowerby Bridge, HX6 2EA",77600032,15/07/2012,3400
"38 Town Hall Street, Sowerby Bridge, HX6 2EA",77600038,01/04/2010,3900
"40 Town Hall Street, Sowerby Bridge, HX6 2EA",77600040,01/04/2007,3400
"1 Baldwins Yard, Sowerby Bridge, HX6 2EQ",77600701,01/04/2007,2150
"36 Town Hall Street, Sowerby Bridge, HX6 2EA",77600717,01/04/2007,3400
"14 Town Hall Street, Sowerby Bridge, HX6 2EA",77600721,13/01/2011,4200
"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA",77600722,01/08/2013,8500
"16 Town Hall Street, Sowerby Bridge, HX6 2EA",77600737,01/04/2007,4900
"18A Town Hall Street, Sowerby Bridge, HX6 2EA",77600738,31/10/2013,4600
"First Floor, 1A Central Buildings, Town Hall Street, Sowerby Bridge       HX6 2QF",77600742,01/05/2009,3200
"Second Floor, 1/3 Central Buildings, Town Hall Street, Sowerby Bridge       HX6 2QF",77600743,01/03/2010,2950
"11 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604011,01/04/2009,2025
"13 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604013,09/11/2010,1925
"15 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604015,01/04/2010,2425
"19 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604019,01/10/2012,3250
"21 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604021,01/04/2007,2650
"23 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604023,01/04/2007,2950
"Triangle Post Office, 55 Rochdale Road, Triangle, Sowerby Bridge      HX6 3NE",77608055,01/04/2007,2275
"53/55 Tuel Lane, Sowerby Bridge, HX6 2EL",77612055,02/08/2011,4050
"57 Tuel Lane, Sowerby Bridge, HX6 2EL",77612057,01/01/2011,5900
"59 Tuel Lane, Sowerby Bridge, HX6 2EW",77612059,01/04/2007,2750
"Tuel Lane, Sowerby Bridge, HX6 2EL",77612700,01/04/2007,3250
"11A North Lea, Tuel Lane, Sowerby Bridge, HX6 2EN",77612701,07/10/2013,1400
"Tuel Lane Fisheries, Tuel Lane, Sowerby Bridge, HX6 2EL",77612702,01/04/2007,1275
"Waiters Arms, 61 Tuel Lane, Sowerby Bridge, HX6 2EW",77612704,22/01/2010,4100
"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",77620700,05/12/2010,1275
"Victoria Road, Sowerby Bridge, HX6 3AE",77624700,01/04/2007,4850
"69 Wakefield Road, Sowerby Bridge, HX6 2UX",77628069,01/04/2007,3150
"Walker Lane, Sowerby Bridge, HX6 2AR",77632702,01/04/2007,5600
"Walker Lane, Sowerby Bridge, HX6 2AR",77632703,01/04/2007,4200
"Unit 4, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632705,01/11/2012,2850
"Unit 3, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632706,01/04/2007,3000
"Unit 6, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632707,15/04/2013,3200
"Unit 9, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632710,01/04/2007,6500
"Unit 2, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632712,01/03/2012,2550
"Unit 7, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632713,01/04/2007,6800
"Unit 1A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632714,01/04/2007,3850
"Unit 5, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632715,01/04/2007,5400
"Unit 1, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632716,01/04/2007,4550
"Unit 12, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632719,01/07/2013,3650
"Walton House, Walton Street, Sowerby Bridge, HX6 1AN",77636710,01/10/2013,8000
"The Railway Arch, Walton Street, Sowerby Bridge, HX6 1AN",77636714,27/07/2011,2325
"The Band Room, Water Hill Lane, Sowerby Bridge, HX6 2UA",77640700,01/04/2007,2500
"The Willows, Watson Mill Lane, Sowerby Bridge, HX6 3BW",77644722,12/09/2011,3050
"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644723,05/09/2011,1925
"Unit 2, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644724,16/05/2012,2800
"Unit 3, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644725,01/10/2009,3950
"Haulage Yard, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644727,16/05/2012,4000
"Unit 7, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644730,01/04/2008,9500
"Unit 6, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644736,01/12/2009,3300
"4 West Street, Sowerby Bridge, HX6 3AN",77648004,05/06/2009,2050
"6 West Street, Sowerby Bridge, HX6 3AN",77648006,01/04/2008,2050
"7 West Street, Sowerby Bridge, HX6 3AP",77648007,27/08/2010,2750
"8 West Street, Sowerby Bridge, HX6 3AN",77648008,01/04/2007,3050
"9 West Street, Sowerby Bridge, HX6 3AP",77648009,01/03/2013,1625
"10 West Street, Sowerby Bridge, HX6 3AN",77648010,29/06/2011,2850
"12 West Street, Sowerby Bridge, HX6 3AN",77648012,21/08/2012,3050
"13 West Street, Sowerby Bridge, HX6 3AP",77648013,01/01/2013,3700
"14 West Street, Sowerby Bridge, HX6 3AN",77648014,30/01/2009,3050
"16 West Street, Sowerby Bridge, HX6 3AN",77648016,19/10/2010,3050
"64 West Street, Sowerby Bridge, HX6 3AP",77648064,01/04/2007,3150
"66 West Street, Sowerby Bridge, HX6 3AP",77648066,17/04/2013,4750
"68 West Street, Sowerby Bridge, HX6 3AP",77648068,01/04/2007,3500
"70 West Street, Sowerby Bridge, HX6 3AP",77648070,01/04/2007,3250
"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",77648707,01/04/2007,3450
"The Long Chimney, 1 West Street, Sowerby Bridge, HX6 3AN",77648710,01/04/2010,2600
"Unit 1 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648718,01/04/2011,2175
"UNIT15 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648722,01/04/2010,4750
"UNIT14 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648728,01/05/2010,6500
"West Street, Sowerby Bridge, HX6 3AL",77648729,01/02/2014,7600
"Sowerby Bridge Sheds, Holby Business Centre, West Street, Sowerby Bridge      HX6 3BT",77648730,01/07/2011,4700
"Unit 32, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648731,15/11/2012,2800
"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648736,01/04/2010,2850
"Unit 25, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648737,01/09/2012,7400
"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648738,15/07/2010,3300
"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS",77648746,23/12/2010,1475
"1 Wharf Street, Sowerby Bridge, HX6 2EG",77652001,01/04/2007,5600
"3 Wharf Street, Sowerby Bridge, HX6 2EG",77652003,01/04/2007,2850
"5 Wharf Street, Sowerby Bridge, HX6 2EG",77652005,01/09/2012,4200
"7 Wharf Street, Sowerby Bridge, HX6 2EG",77652007,08/10/2008,3350
"9 Wharf Street, Sowerby Bridge, HX6 2EG",77652009,01/04/2010,3800
"10 Wharf Street, Sowerby Bridge, HX6 2AE",77652010,01/04/2007,4800
"16/18 Wharf Street, Sowerby Bridge, HX6 2AE",77652016,01/08/2009,7900
"20 Wharf Street, Sowerby Bridge, HX6 2AE",77652020,01/11/2009,4000
"22 Wharf Street, Sowerby Bridge, HX6 2AE",77652022,01/11/2012,3150
"23 Wharf Street, Sowerby Bridge, HX6 2LA",77652023,25/03/2011,7900
"24 Wharf Street, Sowerby Bridge, HX6 2AE",77652024,01/04/2009,3650
"25 Wharf Street, Sowerby Bridge, HX6 2LA",77652025,29/06/2008,7000
"26 Wharf Street, Sowerby Bridge, HX6 2AE",77652026,10/07/2007,4250
"27 Wharf Street, Sowerby Bridge, HX6 2LA",77652027,07/04/2008,6800
"28 Wharf Street, Sowerby Bridge, HX6 2AE",77652028,01/04/2007,3000
"29 Wharf Street, Sowerby Bridge, HX6 2LA",77652029,01/04/2009,5200
"41 Wharf Street, Sowerby Bridge, HX6 2LB",77652041,01/09/2012,4350
"43 Wharf Street, Sowerby Bridge, HX6 2LB",77652043,01/04/2010,4350
"45 Wharf Street, Sowerby Bridge, HX6 2LB",77652045,01/04/2007,3950
"47 Wharf Street, Sowerby Bridge, HX6 2LB",77652047,17/05/2012,2800
"50 Wharf Street, Sowerby Bridge, HX6 2AE",77652050,18/08/2013,3850
"52 Wharf Street, Sowerby Bridge, HX6 2AE",77652052,01/04/2011,5600
"63 Wharf Street, Sowerby Bridge, HX6 2AF",77652063,08/01/2008,4800
"65 Wharf Street, Sowerby Bridge, HX6 2AF",77652065,07/05/2007,4750
"78 Wharf Street, Sowerby Bridge, HX6 2AF",77652078,01/04/2010,2700
"86 Wharf Street, Sowerby Bridge, HX6 2AF",77652086,01/04/2012,2950
"88 Wharf Street, Sowerby Bridge, HX6 2AF",77652088,07/01/2013,4300
"90 Wharf Street, Sowerby Bridge, HX6 2AF",77652090,23/12/2011,6500
"41a Wharf Street, Sowerby Bridge, HX6 2LB",77652717,01/04/2007,3250
"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",77652719,01/04/2007,8100
"Williams, 80/82 Wharf Street, Sowerby Bridge, HX6 2LB",77652721,01/04/2010,8100
"40 Wharf Street, Sowerby Bridge, HX6 2AE",77652733,22/11/2008,3800
"32 Wharf Street, Sowerby Bridge, HX6 2AE",77652742,03/12/2012,4350
"12 Wharf Street, Sowerby Bridge, HX6 2AE",77652746,01/01/2009,5000
"61 Wharf Street, Sowerby Bridge, HX6 2AF",77652752,01/04/2008,5600
"2/4 Wharf Street, Sowerby Bridge, HX6 2AE",77652756,28/07/2009,8500
"48 Wharf Street, Sowerby Bridge, HX6 2AE",77652758,04/05/2012,5400
"Willow Park Day Nursery, Willow Street, Sowerby Bridge, HX6 2EQ",77664701,30/08/2008,9300
"Clough House Farm, Blackshaw Clough Road, Soyland, Sowerby Bridge       HX6 4NN",77673701,01/04/2007,2400
"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA",77685701,01/04/2007,160
"21 Fairbanks, Sowerby Bridge, HX6 2AB",77687021,23/06/2009,3000
"22 Fairbanks, Sowerby Bridge, HX6 2AB",77687022,25/01/2013,3500
"23 Fairbanks, Sowerby Bridge, HX6 2AB",77687023,25/01/2013,5900
"Unit B Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690707,01/04/2010,780
"Unit C Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690708,01/10/2012,780
"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690709,01/04/2009,780
"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690712,14/04/2010,510
"Unit F, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690717,06/01/2014,780
"Unit G, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690718,06/01/2014,780
"8 Regent Place, Sowerby Bridge, HX6 2HG",77692008,01/04/2008,3650
"The Gazebo, 12 Sowerby Croft, Sowerby Bridge, HX6 3QS",77695012,01/04/2010,1375
"3 Park Street, Sowerby Bridge, HX6 2BF",77697003,01/06/2010,2700
"23 Ashenhurst Road, Todmorden, OL14 8EB",78012023,01/04/2007,1775
"Hare & Hounds Inn, Ashenhurst Road, Todmorden, OL14 8EA",78012700,01/04/2007,6000
