Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2006,00ATGR,Hounslow,Osterley and Spring Grove,2,"Reid, Barbara A. *",Cons,"1,398",Elected
2006,00ATGR,Hounslow,Osterley and Spring Grove,3,"Carey, Peter F.D. *",Cons,"1,358",Elected
2006,00ATGR,Hounslow,Osterley and Spring Grove,4,"Louki, Antony ",Lab,768,
2006,00ATGR,Hounslow,Osterley and Spring Grove,5,"Malik, Nisma ",Lab,729,
2006,00ATGR,Hounslow,Osterley and Spring Grove,6,"Toor, Tarlochan S. ",Lab,715,
2006,00ATGR,Hounslow,Osterley and Spring Grove,7,"James, John C.U. ",Lib Dem,611,
2006,00ATGR,Hounslow,Osterley and Spring Grove,8,"Beaton, Thomas D. ",Green,535,
2006,00ATGR,Hounslow,Osterley and Spring Grove,9,"Khan, Cheryl-Ann ",TC,346,
2006,00ATGS,Hounslow,Syon,1,"Andrews, Caroline J. *",TC,"1,417",Elected
2006,00ATGS,Hounslow,Syon,2,"Hardy, Jonathan A. *",TC,"1,353",Elected
2006,00ATGS,Hounslow,Syon,3,"Fisher, Shirley L. *",TC,"1,329",Elected
2006,00ATGS,Hounslow,Syon,4,"Collins, Melvin B. ",Lab,814,
2006,00ATGS,Hounslow,Syon,5,"Smart, Corinna M.M. ",Lab,810,
2006,00ATGS,Hounslow,Syon,6,"Lamey, Valerie ",Lab,798,
2006,00ATGS,Hounslow,Syon,7,"Manson, Finian P.L. ",Cons,524,
2006,00ATGS,Hounslow,Syon,8,"Ranger, Kulveer S. ",Cons,458,
2006,00ATGS,Hounslow,Syon,9,"Wingate-Saul, Priscilla K. ",Lib Dem,449,
2006,00ATGT,Hounslow,Turnham Green,1,"Davies, Samantha T. *",Cons,"1,523",Elected
2006,00ATGT,Hounslow,Turnham Green,2,"Thompson, Peter *",Cons,"1,517",Elected
2006,00ATGT,Hounslow,Turnham Green,3,"Lee, Adrian H. *",Cons,"1,446",Elected
2006,00ATGT,Hounslow,Turnham Green,4,"Kay, Henry D. ",Lib Dem,644,
2006,00ATGT,Hounslow,Turnham Green,5,"Agius, Anthony W.J. ",Green,600,
2006,00ATGT,Hounslow,Turnham Green,6,"McLoughlin, David ",Lab,599,
2006,00ATGT,Hounslow,Turnham Green,7,"Chopra, Bandna ",Lab,441,
2006,00ATGT,Hounslow,Turnham Green,8,"Aziz, Faheem I. ",Lab,404,
2006,00AUFX,Islington,Barnsbury,1,"Murray, James S. *",Lab,"1,072",Elected
2006,00AUFX,Islington,Barnsbury,2,"Chowdhury, Golam J.A.K.M.  *",Lab,986,Elected
2006,00AUFX,Islington,Barnsbury,3,"Hamitouche, Mouna    *",Lab,973,Elected
2006,00AUFX,Islington,Barnsbury,4,"Fox, Bridget C. ",Lib Dem,888,
2006,00AUFX,Islington,Barnsbury,5,"Gowers, Emma C. ",Lib Dem,789,
2006,00AUFX,Islington,Barnsbury,6,"Middleton, Linda I. ",Lib Dem,744,
2006,00AUFX,Islington,Barnsbury,7,"Koder, Martin G. ",Cons,445,
2006,00AUFX,Islington,Barnsbury,8,"Bereza, Katherine    ",Cons,437,
2006,00AUFX,Islington,Barnsbury,9,"Baird, Nicola L. ",Green,432,
2006,00AUFX,Islington,Barnsbury,10,"Sampson, Lloyd P. ",Cons,426,
2006,00AUFX,Islington,Barnsbury,11,"Londesborough, Elaine    ",Green,394,
2006,00AUFX,Islington,Barnsbury,12,"Hallett, Jan M. ",Green,391,
2006,00AUFY,Islington,Bunhill,1,"Boffa, Donna M. *",Lib Dem,777,Elected
2006,00AUFY,Islington,Bunhill,2,"Polling, Ruth L. *",Lib Dem,719,Elected
2006,00AUFY,Islington,Bunhill,3,"Vaja, Jyoti    *",Lib Dem,708,Elected
2006,00AUFY,Islington,Bunhill,4,"Charles, Simon    ",Lab,644,
2006,00AUFY,Islington,Bunhill,5,"Gallagher, Troy M. ",Lab,643,
2006,00AUFY,Islington,Bunhill,6,"Mackmurdie, Ben    ",IWCA,566,
2006,00AUFY,Islington,Bunhill,7,"McBratney, Samuel E. ",Lab,563,
2006,00AUFY,Islington,Bunhill,8,"O'Shea, Gary    ",IWCA,544,
2006,00AUFY,Islington,Bunhill,9,"Taylor, Andy    ",IWCA,504,
2006,00AUFY,Islington,Bunhill,10,"Black, Guy V. ",Cons,316,
2006,00AUFY,Islington,Bunhill,11,"Sheffield, Nicholas J. ",Cons,300,
2006,00AUFY,Islington,Bunhill,12,"Gannon, Eve    ",Cons,291,
2006,00AUFY,Islington,Bunhill,13,"O'Farrell, Damien    ",Green,247,
2006,00AUFY,Islington,Bunhill,14,"Bliss, Lyn    ",Green,202,
2006,00AUFY,Islington,Bunhill,15,"Thomson, Angela J. ",Green,164,
2006,00AUFZ,Islington,Caledonian,1,"Convery, Paul E. *",Lab,"1,025",Elected
2006,00AUFZ,Islington,Caledonian,2,"Perry, Ian P. *",Lab,"1,022",Elected
2006,00AUFZ,Islington,Caledonian,3,"Spall, Lisa A. *",Lab,937,Elected
2006,00AUFZ,Islington,Caledonian,4,"Curran, Dominic J. ",Lib Dem,907,
2006,00AUFZ,Islington,Caledonian,5,"Powell, Carol A. ",Lib Dem,878,
2006,00AUFZ,Islington,Caledonian,6,"Hall, Adrian C.R. ",Lib Dem,808,
2006,00AUFZ,Islington,Caledonian,7,"Cottis, Stuart    ",Cons,310,
2006,00AUFZ,Islington,Caledonian,8,"Webster, Duncan T.R. ",Cons,305,
2006,00AUFZ,Islington,Caledonian,9,"Fage, Jacqueline A. ",Cons,299,
2006,00AUFZ,Islington,Caledonian,10,"Chilver, Mark    ",Green,288,
2006,00AUFZ,Islington,Caledonian,11,"Gordon, Alexander G. ",Green,286,
2006,00AUFZ,Islington,Caledonian,12,"Etches, Sheena J. ",Green,270,
2006,00AUGA,Islington,Canonbury,1,"Watt, Lucy E. *",Lib Dem,994,Elected
2006,00AUGA,Islington,Canonbury,2,"Belford, Paula L. *",Lib Dem,973,Elected
2006,00AUGA,Islington,Canonbury,3,"Smith, Barbara G.  *",Lib Dem,959,Elected
2006,00AUGA,Islington,Canonbury,4,"Rawlingson, Melanie J.  ",Lab,740,
2006,00AUGA,Islington,Canonbury,5,"McLoughlin, Timothy J.P. ",Lab,682,
2006,00AUGA,Islington,Canonbury,6,"Roche, Christopher D. ",Lab,632,
2006,00AUGA,Islington,Canonbury,7,"Hayles, Christopher I. ",Green,400,
2006,00AUGA,Islington,Canonbury,8,"Williams, Christopher J.H. ",Cons,357,
2006,00AUGA,Islington,Canonbury,9,"Kerr, Nckinsey L. ",Cons,354,
2006,00AUGA,Islington,Canonbury,10,"Le Bihan, Jules   ",Green,347,
2006,00AUGA,Islington,Canonbury,11,"Canty, Nicholas P. ",Cons,346,
2006,00AUGA,Islington,Canonbury,12,"Osmani, Saif    ",Green,279,
2006,00AUGB,Islington,Clerkenwell,1,"Allan, George E. *",Lib Dem,753,Elected
2006,00AUGB,Islington,Clerkenwell,2,"Peasnell, Kelly    *",Lib Dem,662,Elected
2006,00AUGB,Islington,Clerkenwell,3,"Ray, Marisha P. *",Lib Dem,647,Elected
2006,00AUGB,Islington,Clerkenwell,4,"Hayward, Sharon    ",IWCA,542,
2006,00AUGB,Islington,Clerkenwell,5,"Nash, Sarah    ",IWCA,525,
2006,00AUGB,Islington,Clerkenwell,6,"Clark, Timothy    ",Lab,505,
2006,00AUGB,Islington,Clerkenwell,7,"Reid, Lorna    ",IWCA,461,
2006,00AUGB,Islington,Clerkenwell,8,"Florence, Lydia A. ",Lab,457,
2006,00AUGB,Islington,Clerkenwell,9,"Neidle, Daniel M. ",Lab,436,
2006,00AUGB,Islington,Clerkenwell,10,"Cameron-Doe, Christopher J. ",Cons,424,
2006,00AUGB,Islington,Clerkenwell,11,"Toms, Simon P. ",Cons,369,
2006,00AUGB,Islington,Clerkenwell,12,"Vaiani, David N. ",Cons,350,
2006,00AUGB,Islington,Clerkenwell,13,"Coffey, Michael    ",Green,334,
2006,00AUGB,Islington,Clerkenwell,14,"Nowicka, Pamela    ",Green,269,
2006,00AUGB,Islington,Clerkenwell,15,"Ross, Gordon    ",Green,239,
2006,00AUGC,Islington,Finsbury Park,1,"Kelly, Philip J. *",Lab,938,Elected
2006,00AUGC,Islington,Finsbury Park,2,"O'Sullivan, Michael E.J. *",Lab,890,Elected
2006,00AUGC,Islington,Finsbury Park,3,"Sidnell, Barbara A. *",Lab,880,Elected
2006,00AUGC,Islington,Finsbury Park,4,"O'Halloran, Andrea    ",Lib Dem,769,
2006,00AUGC,Islington,Finsbury Park,5,"Cameron, Euan M. ",Lib Dem,726,
2006,00AUGC,Islington,Finsbury Park,6,"Husain, Shahbaz    ",Lib Dem,708,
2006,00AUGC,Islington,Finsbury Park,7,"Hutchings, Jane R. ",Green,358,
2006,00AUGC,Islington,Finsbury Park,8,"Maby, Deborah A. ",Green,300,
2006,00AUGC,Islington,Finsbury Park,9,"Woodworth, Charlotte R. ",Green,295,
2006,00AUGC,Islington,Finsbury Park,10,"Heeneman, Michael J.A.L. ",Cons,241,
2006,00AUGC,Islington,Finsbury Park,11,"Bhat, Smita M. ",Cons,217,
2006,00AUGC,Islington,Finsbury Park,12,"Clohessy, Oriel S. ",Cons,211,
2006,00AUGC,Islington,Finsbury Park,13,"Dixon, Samantha A. ",CPA,119,
2006,00AUGC,Islington,Finsbury Park,14,"Aguiar, Maria J.A.S. ",CPA,87,
2006,00AUGC,Islington,Finsbury Park,15,"Aguiar, Fernando J.F. ",CPA,83,
2006,00AUGD,Islington,Highbury East,1,"Willoughby, Laura    *",Lib Dem,976,Elected
2006,00AUGD,Islington,Highbury East,2,"Stacy, Terry    *",Lib Dem,870,Elected
2006,00AUGD,Islington,Highbury East,3,"Gilbert, John    *",Lib Dem,836,Elected
2006,00AUGD,Islington,Highbury East,4,"Molyneaux, Stephen J. ",Lab,726,
2006,00AUGD,Islington,Highbury East,5,"Schulz, Leo N. ",Lab,726,
2006,00AUGD,Islington,Highbury East,6,"Gilgunn, Michael P. ",Lab,696,
2006,00AUGD,Islington,Highbury East,7,"Dixon, Emma L. ",Green,637,
2006,00AUGD,Islington,Highbury East,8,"Barnes, David P. ",Cons,540,
2006,00AUGD,Islington,Highbury East,9,"Oborne, Martine A. ",Cons,493,
2006,00AUGD,Islington,Highbury East,10,"Myer, Andrew R. ",Green,491,
2006,00AUGD,Islington,Highbury East,11,"Humphreys, James W.  ",Green,479,
2006,00AUGD,Islington,Highbury East,12,"Newark, Tim P. ",Cons,450,
2006,00AUGE,Islington,Highbury West,1,"Debono, Theresa    *",Lab,"1,178",Elected
2006,00AUGE,Islington,Highbury West,2,"Dawson, Katie J. *",Green,"1,135",Elected
2006,00AUGE,Islington,Highbury West,3,"Greening, Richard W. *",Lab,"1,119",Elected
2006,00AUGE,Islington,Highbury West,4,"Nott, Jon R. ",Green,"1,014",
2006,00AUGE,Islington,Highbury West,5,"Pulham, Adrian M.J. ",Lab,944,
2006,00AUGE,Islington,Highbury West,6,"Latimer, Robin W. ",Green,935,
2006,00AUGE,Islington,Highbury West,7,"Lindsay, Neil T. ",Cons,338,
2006,00AUGE,Islington,Highbury West,8,"Ivin, Anna-Lisa D. ",Cons,309,
2006,00AUGE,Islington,Highbury West,9,"Marshall, Alison H. ",Lib Dem,307,
2006,00AUGE,Islington,Highbury West,10,"Philipsz, Marie B.T. ",Cons,290,
2006,00AUGE,Islington,Highbury West,11,"Bason, Nicky R. ",Lib Dem,286,
2006,00AUGE,Islington,Highbury West,12,"Middleton, Philip D. ",Lib Dem,275,
2006,00AUGE,Islington,Highbury West,13,"Josling, Paul D. ",LP,44,
2006,00AUGF,Islington,Hillrise,1,"Dunlop, Fiona    *",Lib Dem,"1,126",Elected
2006,00AUGF,Islington,Hillrise,2,"Foxsmith, Greg L. *",Lib Dem,977,Elected
2006,00AUGF,Islington,Hillrise,3,"Williams, Julia    *",Lib Dem,958,Elected
2006,00AUGF,Islington,Hillrise,4,"Spall, Marian    ",Lab,920,
2006,00AUGF,Islington,Hillrise,5,"Poyser, David G. ",Lab,912,
2006,00AUGF,Islington,Hillrise,6,"Webbe, Claudia N. ",Lab,871,
2006,00AUGF,Islington,Hillrise,7,"Holloway, Michael H.W. ",Green,463,
2006,00AUGF,Islington,Hillrise,8,"North, James D. ",Green,373,
2006,00AUGF,Islington,Hillrise,9,"Horne, Stephen    ",Green,329,
2006,00AUGF,Islington,Hillrise,10,"Campbell, Maureen L. ",Cons,250,
2006,00AUGF,Islington,Hillrise,11,"Newman, Paul J. ",Cons,190,
2006,00AUGG,Islington,Holloway,1,"Chatterjee, Natasha S. *",Lab,934,Elected
2006,00AUGG,Islington,Holloway,2,"Edwards, Barry L.T. *",Lab,921,Elected
2006,00AUGG,Islington,Holloway,3,"Smith, Paul A.  *",Lab,911,Elected
2006,00AUGG,Islington,Holloway,4,"Allison, Michelle Z. ",Lib Dem,842,
2006,00AUGG,Islington,Holloway,5,"Dunn, Margot J. ",Lib Dem,820,
2006,00AUGG,Islington,Holloway,6,"Kilbane-Dawe, Iarla J. ",Lib Dem,732,
2006,00AUGG,Islington,Holloway,7,"Chan, Jennifer    ",Green,402,
2006,00AUGG,Islington,Holloway,8,"Poyner, Claire L. ",Green,367,
2006,00AUGG,Islington,Holloway,9,"Davey, Pelham F.J. ",Green,357,
2006,00AUGG,Islington,Holloway,10,"Austin, Andrew C. ",Cons,264,
2006,00AUGG,Islington,Holloway,11,"Seligman, Paul O. ",Cons,248,
2006,00AUGG,Islington,Holloway,12,"Cheape, David R. ",Cons,236,
2006,00AUGH,Islington,Junction,1,"Woolley, Ursula J. *",Lib Dem,"1,015",Elected
2006,00AUGH,Islington,Junction,2,"Kasprzyk, Stefan A. *",Lib Dem,"1,014",Elected
2006,00AUGH,Islington,Junction,3,"Burgess, Janet D. *",Lab,936,Elected
2006,00AUGH,Islington,Junction,4,"Masani, Zubin F. ",Lib Dem,873,
2006,00AUGH,Islington,Junction,5,"Clarke, Patricia M. ",Lab,870,
2006,00AUGH,Islington,Junction,6,"Wyman White, John   ",Lab,772,
2006,00AUGH,Islington,Junction,7,"House, Rosemary    ",Green,386,
2006,00AUGH,Islington,Junction,8,"Lowe, Donald N. ",Green,320,
2006,00AUGH,Islington,Junction,9,"Cooper, Anthony G.B. ",Green,291,
2006,00AUGH,Islington,Junction,10,"Buffery, Katharine W. ",Ind,263,
2006,00AUGH,Islington,Junction,11,"Bennett, Mark S. ",Cons,228,
2006,00AUGH,Islington,Junction,12,"Ware, Charles W. ",Ind,212,
2006,00AUGH,Islington,Junction,13,"Schwartz, Francine    ",Cons,200,
2006,00AUGH,Islington,Junction,14,"Skidmore, Christopher J. ",Cons,188,
2006,00AUGJ,Islington,Mildmay,1,"Berent, Anna    *",Lib Dem,958,Elected
2006,00AUGJ,Islington,Mildmay,2,"Jamieson-Ball, Rhodri I. *",Lib Dem,818,Elected
2006,00AUGJ,Islington,Mildmay,3,"Ece, Meral H. *",Lib Dem,814,Elected
2006,00AUGJ,Islington,Mildmay,4,"Bruce, Beverley P. ",Lab,793,
2006,00AUGJ,Islington,Mildmay,5,"McGinn, Conor P. ",Lab,722,
2006,00AUGJ,Islington,Mildmay,6,"Edwards, Stuart R. ",Lab,719,
2006,00AUGJ,Islington,Mildmay,7,"Morrissey, Ilana J. ",Green,466,
2006,00AUGJ,Islington,Mildmay,8,"Ashby, Christopher    ",Green,441,
2006,00AUGJ,Islington,Mildmay,9,"Morrissey, Matthew C. ",Green,365,
2006,00AUGK,Islington,St George's,1,"Ismail, Tracy A.  *",Lib Dem,"1,179",Elected
2006,00AUGK,Islington,St George's,2,"Cornwell, Andrew N. *",Lib Dem,"1,080",Elected
2006,00AUGK,Islington,St George's,3,"Burgess, Walter H. *",Lab,"1,075",Elected
2006,00AUGK,Islington,St George's,4,"Heather, Gary F.J. ",Lab,975,
2006,00AUGK,Islington,St George's,5,"Williams, Jacqueline O. ",Lab,938,
2006,00AUGK,Islington,St George's,6,"Smith, Jennifer H.  ",Lib Dem,921,
2006,00AUGK,Islington,St George's,7,"Tansley, Kathryn    ",Green,477,
2006,00AUGK,Islington,St George's,8,"Kleinman, Judith    ",Green,474,
2006,00AUGK,Islington,St George's,9,"Powell, Malcolm R. ",Green,393,
2006,00AUGK,Islington,St George's,10,"Napier, Patricia J. ",Cons,213,
2006,00AUGK,Islington,St George's,11,"Hockey, Hannah J. ",Cons,212,
2006,00AUGK,Islington,St George's,12,"Wilkin, John A. ",Cons,197,
2006,00AUGL,Islington,St Mary's,1,"Coupland, Joan    *",Lab,836,Elected
2006,00AUGL,Islington,St Mary's,2,"Fieran-Reed, Emily B. *",Lib Dem,830,Elected
2006,00AUGL,Islington,St Mary's,3,"Kempton, James    *",Lib Dem,809,Elected
2006,00AUGL,Islington,St Mary's,4,"Gordon, Timothy A. ",Lib Dem,775,
2006,00AUGL,Islington,St Mary's,5,"Greenshields, John    ",Lab,758,
2006,00AUGL,Islington,St Mary's,6,"McLaughlin, Ian W. ",Lab,718,
2006,00AUGL,Islington,St Mary's,7,"Anderson, Kim M. ",Cons,447,
2006,00AUGL,Islington,St Mary's,8,"Greenwood, Christopher D. ",Cons,403,
2006,00AUGL,Islington,St Mary's,9,"Lloyd, Douglas M.B. ",Cons,403,
2006,00AUGL,Islington,St Mary's,10,"Hathaway, Jonathan    ",Green,371,
2006,00AUGL,Islington,St Mary's,11,"Wood, Eleanor C.  ",Green,371,
2006,00AUGL,Islington,St Mary's,12,"Sharpe, Rosalind P. ",Green,324,
2006,00AUGL,Islington,St Mary's,13,"Graham, Christopher A.S. ",Ind,95,
2006,00AUGL,Islington,St Mary's,14,"Rosser, Richard T. ",Ind,88,
2006,00AUGM,Islington,St Peter's,1,"Doolan, Gary P. *",Lab,849,Elected
2006,00AUGM,Islington,St Peter's,2,"Coupland, Michelle M. *",Lab,823,Elected
2006,00AUGM,Islington,St Peter's,3,"Klute, Martin G. *",Lab,817,Elected
2006,00AUGM,Islington,St Peter's,4,"Coventry, Barbara    ",Lib Dem,798,
2006,00AUGM,Islington,St Peter's,5,"Hitchins, Stephen    ",Lib Dem,791,
2006,00AUGM,Islington,St Peter's,6,"Washington, Richard C. ",Lib Dem,775,
2006,00AUGM,Islington,St Peter's,7,"Chamberlin, Victoria E. ",Cons,496,
2006,00AUGM,Islington,St Peter's,8,"Priestley, Christopher    ",Cons,485,
2006,00AUGM,Islington,St Peter's,9,"Buisson-Laing, Agnes    ",Green,480,
2006,00AUGM,Islington,St Peter's,10,"Shimwell, David    ",Cons,412,
2006,00AUGM,Islington,St Peter's,11,"Wilkinson, Susan M. ",Green,399,
2006,00AUGM,Islington,St Peter's,12,"Wood, Richard A.S. ",Green,333,
2006,00AUGN,Islington,Tollington,1,"West, Catherine E. *",Lab,"1,338",Elected
2006,00AUGN,Islington,Tollington,2,"Watts, Richard C. *",Lab,"1,312",Elected
2006,00AUGN,Islington,Tollington,3,"Hulls, Daniel R. *",Lab,"1,270",Elected
2006,00AUGN,Islington,Tollington,4,"Oumar, Khalid S. ",Lib Dem,827,
2006,00AUGN,Islington,Tollington,5,"Richmond, Harriet E. ",Lib Dem,790,
2006,00AUGN,Islington,Tollington,6,"Tibbs, David C. ",Lib Dem,757,
2006,00AUGN,Islington,Tollington,7,"Boater, Alison A. ",Green,531,
2006,00AUGN,Islington,Tollington,8,"Jones, Peter W. ",Green,429,
2006,00AUGN,Islington,Tollington,9,"Muirhead, Christine F. ",Green,408,
2006,00AUGN,Islington,Tollington,10,"Connors, Duncan P. ",Cons,226,
2006,00AUGN,Islington,Tollington,11,"Crawford, Fraser A. ",Cons,222,
2006,00AUGN,Islington,Tollington,12,"Psatha, Maria    ",Cons,183,
2006,00AWFY,Kensington and Chelsea,Abingdon,1,"Borwick, Victoria L.P. *",Cons,"1,249",Elected
2006,00AWFY,Kensington and Chelsea,Abingdon,2,"Husband, James A. *",Cons,"1,220",Elected
2006,00AWFY,Kensington and Chelsea,Abingdon,3,"Gardner, Joanna M. *",Cons,"1,204",Elected
2006,00AWFY,Kensington and Chelsea,Abingdon,4,"Hickman, George J.C. ",Green,270,
2006,00AWFY,Kensington and Chelsea,Abingdon,5,"Good, Jeremy A. ",Lib Dem,229,
2006,00AWFY,Kensington and Chelsea,Abingdon,6,"Faulder, John S. ",Lib Dem,211,
2006,00AWFY,Kensington and Chelsea,Abingdon,7,"Delahey, Margaret G. ",Lab,156,
2006,00AWFY,Kensington and Chelsea,Abingdon,8,"Dumont, John M. ",Lab,126,
2006,00AWFY,Kensington and Chelsea,Abingdon,9,"Robson, Christine ",Lab,116,
2006,00AWFZ,Kensington and Chelsea,Brompton,1,"James, Margot C. *",Cons,"1,136",Elected
2006,00AWFZ,Kensington and Chelsea,Brompton,2,"Hanham, Iain W.F. *",Cons,"1,121",Elected
2006,00AWFZ,Kensington and Chelsea,Brompton,3,"Ritchie, Shireen O. *",Cons,"1,116",Elected
2006,00AWFZ,Kensington and Chelsea,Brompton,4,"Kingsley, Stephen A. ",Lib Dem,177,
2006,00AWFZ,Kensington and Chelsea,Brompton,5,"Pease, Rosamund D. ",Lib Dem,170,
2006,00AWFZ,Kensington and Chelsea,Brompton,6,"Tod, Caroline J. ",Lab,156,
2006,00AWFZ,Kensington and Chelsea,Brompton,7,"Case, Alexander R. ",Lab,132,
2006,00AWFZ,Kensington and Chelsea,Brompton,8,"Twigg, Mark W. ",Lab,121,
2006,00AWGA,Kensington and Chelsea,Campden,1,"Ahern, Richard T.M. *",Cons,"1,189",Elected
2006,00AWGA,Kensington and Chelsea,Campden,2,"Buckmaster, Christopher M. *",Cons,"1,155",Elected
2006,00AWGA,Kensington and Chelsea,Campden,3,"Freeman, Robert J. *",Cons,"1,113",Elected
2006,00AWGA,Kensington and Chelsea,Campden,4,"Banks, Dylan J. ",Green,436,
2006,00AWGA,Kensington and Chelsea,Campden,5,"Crichton-Miller, James N. ",Lib Dem,263,
2006,00AWGA,Kensington and Chelsea,Campden,6,"Florentin, John S. ",Lib Dem,232,
2006,00AWGA,Kensington and Chelsea,Campden,7,"Orrell, Brian J. ",Lib Dem,145,
2006,00AWGA,Kensington and Chelsea,Campden,8,"Cook, Robert ",Lab,132,
2006,00AWGA,Kensington and Chelsea,Campden,9,"O’Keeffe, Michael P. ",Lab,115,
2006,00AWGB,Kensington and Chelsea,Colville,1,"O’Neill, Dez *",Lab,703,Elected
2006,00AWGB,Kensington and Chelsea,Colville,2,"Alapini, Marianne *",Lab,663,Elected
2006,00AWGB,Kensington and Chelsea,Colville,3,"Cunningham, Keith L. *",Lab,625,Elected
2006,00AWGB,Kensington and Chelsea,Colville,4,"Caruana, Carol W. ",Lib Dem,511,
2006,00AWGB,Kensington and Chelsea,Colville,5,"Franks, Sarah J. ",Lib Dem,431,
2006,00AWGB,Kensington and Chelsea,Colville,6,"Vardakis, Panayiotis K. ",Lib Dem,373,
2006,00AWGB,Kensington and Chelsea,Colville,7,"Hancock, Matthew J.D. ",Cons,361,
2006,00AWGB,Kensington and Chelsea,Colville,8,"Hargreaves, Gerard N. ",Cons,352,
2006,00AWGB,Kensington and Chelsea,Colville,9,"Hill, Shai L. ",Cons,324,
2006,00AWGB,Kensington and Chelsea,Colville,10,"Clark, Laura ",Green,122,
2006,00AWGB,Kensington and Chelsea,Colville,11,"Enright, Michael ",Green,106,
2006,00AWGB,Kensington and Chelsea,Colville,12,"Charlton, Hugo ",Green,75,
2006,00AWGC,Kensington and Chelsea,Courtfield,1,"Holt, Lawrence A. *",Cons,"1,025",Elected
2006,00AWGC,Kensington and Chelsea,Courtfield,2,"Cox, Edward J.M. *",Cons,"1,024",Elected
2006,00AWGC,Kensington and Chelsea,Courtfield,3,"Milnes Coates, Anthony R. *",Cons,"1,008",Elected
2006,00AWGC,Kensington and Chelsea,Courtfield,4,"Somers, Rosemary ",Lib Dem,236,
2006,00AWGC,Kensington and Chelsea,Courtfield,5,"Michel, Carl ",Lib Dem,206,
2006,00AWGC,Kensington and Chelsea,Courtfield,6,"Somers, William A. ",Lib Dem,190,
2006,00AWGC,Kensington and Chelsea,Courtfield,7,"Huggins, Alexandra S. ",Lab,132,
2006,00AWGC,Kensington and Chelsea,Courtfield,8,"Kearney, Marian P. ",Lab,118,
2006,00AWGC,Kensington and Chelsea,Courtfield,9,"Bukasa, Adolphe K. ",Lab,116,
2006,00AWGD,Kensington and Chelsea,Cremorne,1,"Cecil, James R.G. *",Cons,"1,167",Elected
2006,00AWGD,Kensington and Chelsea,Cremorne,2,"Condon-Simmonds, Maighread *",Cons,"1,138",Elected
2006,00AWGD,Kensington and Chelsea,Cremorne,3,"Daley, Mark P. *",Cons,"1,099",Elected
2006,00AWGD,Kensington and Chelsea,Cremorne,4,"Healy, Patricia ",Lab,465,
2006,00AWGD,Kensington and Chelsea,Cremorne,5,"Jameson, Lee C. ",Lab,429,
2006,00AWGD,Kensington and Chelsea,Cremorne,6,"Mingay, Robert ",Lab,391,
2006,00AWGD,Kensington and Chelsea,Cremorne,7,"Lawrence, Ann E.S. ",Lib Dem,315,
2006,00AWGD,Kensington and Chelsea,Cremorne,8,"England, Julian P. ",Lib Dem,295,
2006,00AWGD,Kensington and Chelsea,Cremorne,9,"Pritchard, Susan B. ",Lib Dem,275,
2006,00AWGE,Kensington and Chelsea,Earls Court,1,"Phelps, Barry *",Cons,953,Elected
2006,00AWGE,Kensington and Chelsea,Earls Court,2,"Buxton, Terence M. *",Cons,942,Elected
2006,00AWGE,Kensington and Chelsea,Earls Court,3,"Fairhead, Thomas E. *",Cons,896,Elected
2006,00AWGE,Kensington and Chelsea,Earls Court,4,"Wade, Linda A. ",Lib Dem,320,
2006,00AWGE,Kensington and Chelsea,Earls Court,5,"Peacock, Norma ",Lib Dem,302,
2006,00AWGE,Kensington and Chelsea,Earls Court,6,"Drake, John G. ",Lib Dem,301,
2006,00AWGE,Kensington and Chelsea,Earls Court,7,"Bishop, Joel A.M. ",Lab,266,
2006,00AWGE,Kensington and Chelsea,Earls Court,8,"Howard, Andrew P. ",Lab,232,
2006,00AWGE,Kensington and Chelsea,Earls Court,9,"Lasharie, Ghulam A. ",Lab,214,
2006,00AWGF,Kensington and Chelsea,Golborne,1,"Mason, Pat *",Lab,784,Elected
2006,00AWGF,Kensington and Chelsea,Golborne,2,"Hoier, Bridget *",Lab,742,Elected
2006,00AWGF,Kensington and Chelsea,Golborne,3,"Dent Coad, Emma *",Lab,737,Elected
2006,00AWGF,Kensington and Chelsea,Golborne,4,"Kerr-Bell, Reginald R. ",Cons,580,
2006,00AWGF,Kensington and Chelsea,Golborne,5,"Clarke, Mark A. ",Cons,486,
2006,00AWGF,Kensington and Chelsea,Golborne,6,"Saroop, Vaneeta ",Cons,425,
2006,00AWGF,Kensington and Chelsea,Golborne,7,"Adams, Edward S. ",AGS,232,
2006,00AWGF,Kensington and Chelsea,Golborne,8,"Owen, Frances ",Lib Dem,218,
2006,00AWGF,Kensington and Chelsea,Golborne,9,"Jones, Timothy L. ",Lib Dem,190,
2006,00AWGF,Kensington and Chelsea,Golborne,10,"Kovatzis, Maria ",Lib Dem,153,
2006,00AWGG,Kensington and Chelsea,Hans Town,1,"Coleridge, Timothy R. *",Cons,"1,352",Elected
2006,00AWGG,Kensington and Chelsea,Hans Town,2,"Paget-Brown, Nicholas *",Cons,"1,304",Elected
2006,00AWGG,Kensington and Chelsea,Hans Town,3,"Weale, Mary C. *",Cons,"1,285",Elected
2006,00AWGG,Kensington and Chelsea,Hans Town,4,"Henry, Michael M. ",Lab,192,
2006,00AWGG,Kensington and Chelsea,Hans Town,5,"Adlard, St. John ",Lab,190,
2006,00AWGG,Kensington and Chelsea,Hans Town,6,"Redvaldsen, David A. ",Lab,167,
