ORGANISATION NAME,EFFECTIVE    DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1034.13,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1034.15,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1249.86,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1299.84,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1299.84,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1406.78,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1503.3,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,2035.27,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,3271.25,AGENCY STAFF,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1190.85,CAPITAL SALARIES,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,1468.7,CAPITAL SALARIES,V001049352
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,28/09/2016,624.05,LEGAL SERVICES INTERNAL,V001049352
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE & DIST CITIZENS ADVICE BUREAU,30/09/2016,34583.33,CITIZENS ADVICE BUREAU,V001049353
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,CRIMBLE CROFT COMMUNITY CENTRE,30/09/2016,8125,GRANTS TO THE VOLUNTARY SECTOR,V001049354
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,30/09/2016,1702.75,ACTIVITIES,V001049355
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,DEMESNE COMMUNITY ASSOCIATION,30/09/2016,10100,GRANTS TO THE VOLUNTARY SECTOR,V001049356
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SPOTLAND COMMUNITY CENTRE,30/09/2016,7475,GRANTS TO THE VOLUNTARY SECTOR,V001049357
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,WARDLEWORTH COMMUNITY CENTRE ASSOCIATION,30/09/2016,11675,GRANTS TO THE VOLUNTARY SECTOR,V001049358
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SPARTH COMMUNITY CENTRE,30/09/2016,11425,GRANTS TO THE VOLUNTARY SECTOR,V001049359
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BURNSIDE CENTRE ACCOUNT,30/09/2016,6550,GRANTS TO THE VOLUNTARY SECTOR,V001049360
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,TURNING POINT SERVICES LIMITED,30/09/2016,15166.66,CONTRACTED SERVICES,V001049361
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),30/09/2016,36175,LINK 4 LIFE CONTRACT,V001049362
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTH AREA PARTNERSHIP,30/09/2016,4125,GRANTS TO THE VOLUNTARY SECTOR,V001049363
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,MEADOWFIELD COMMUNITY CENTRE,30/09/2016,9575,GRANTS TO THE VOLUNTARY SECTOR,V001049364
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SUDDEN & BRIMROD COMMUNITY CENTRE,30/09/2016,2325,GRANTS TO THE VOLUNTARY SECTOR,V001049365
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,KASHMIR YOUTH PROJECT,30/09/2016,4200,GRANTS TO THE VOLUNTARY SECTOR,V001049366
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,DEEPLISH COMMUNITY CENTRE,30/09/2016,10800,GRANTS TO THE VOLUNTARY SECTOR,V001049367
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,TURF HILL INITIATIVE CENTRE,30/09/2016,2800,GRANTS TO THE VOLUNTARY SECTOR,V001049368
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BANGLADESH ASSOCIATION AND COMMUNITY PROJECT,30/09/2016,8375,GRANTS TO THE VOLUNTARY SECTOR,V001049369
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,EARLY BREAK,30/09/2016,94850,CONTRACTED SERVICES,V001049370
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,PENNINE CARE NHS,30/09/2016,143727,CONTRACTED SERVICES,V001049371
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,HIGH LEVEL (NORTHERN) TRUST,30/09/2016,93900,CONTRACTED SERVICES,V001049372
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE PUBLIC SERVICES (UK) LTD,30/09/2016,49686.25,SUPPLIES AND SERVICES PROVISION,V001049375
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,LAMBERT SMITH HAMPTON,30/09/2016,10689.11,OTHER LOCAL AUTHORITIES,V001049376
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOODBANK,30/09/2016,750,SUPPLIES AND SERVICES PROVISION,V001049377
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,30/09/2016,50651.67,CONTRACTS,V001049379
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),30/09/2016,9351.91,ACTIVITIES,V001049380
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,BARNARDOS,30/09/2016,10335.17,ACTIVITIES,V001049381
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,CAUDWELL CHILDREN,30/09/2016,1224.5,ACTIVITIES,V001049382
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,ENLIGHTENING,30/09/2016,2695.91,ACTIVITIES,V001049383
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,30/09/2016,1250,ACTIVITIES,V001049384
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,30/09/2016,3320.83,ACTIVITIES,V001049385
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),30/09/2016,12250,LINK 4 LIFE CONTRACT,V001049386
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),30/09/2016,234681,LINK 4 LIFE CONTRACT,V001049386
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,LINK4LIFE (TRADING),30/09/2016,6225,LINK 4 LIFE CONTRACT,V001049387
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,ROCHDALE GATEWAY LEISURE LIMITED,30/09/2016,1088.31,ACTIVITIES,V001049388
ROCHDALE BOROUGH COUNCIL,30/09/2016,EARLY HELP AND SCHOOLS,RAINBOW SCENT,30/09/2016,2831.96,ACTIVITIES,V001049389
ROCHDALE BOROUGH COUNCIL,30/09/2016,PUBLIC HEALTH,HORNBEAM CPAM LIMITED,30/09/2016,2906.3,RENTS,V001049390
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,CASTLEMERE COMMUNITY CENTRE,30/09/2016,3275,GRANTS TO THE VOLUNTARY SECTOR,V001049391
ROCHDALE BOROUGH COUNCIL,30/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE WOMENS WELFARE ASSOCIATION,30/09/2016,4550,GRANTS TO THE VOLUNTARY SECTOR,V001049392
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTM ELECTRICAL SERVICES LIMITED,29/09/2016,900,PROPERTY - WORKS ELEMENT,V001049430
ROCHDALE BOROUGH COUNCIL,29/09/2016,PROPERTY AND HIGHWAYS,F S MOULT & SON,29/09/2016,745,TRANSACTIONS-EXPENDITURE,V001049436
ROCHDALE BOROUGH COUNCIL,29/09/2016,ECONOMY DIRECTORATE,CLONSHALL LTD,29/09/2016,945,REPAIRS & ALTS OF BUILDINGS,V001049453
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,509.83,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,527.31,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,552.85,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,581.47,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,731.02,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,801.08,PROVISIONS,V001049460
ROCHDALE BOROUGH COUNCIL,29/09/2016,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,29/09/2016,635.5,TRANSACTIONS-EXPENDITURE,V001049468
ROCHDALE BOROUGH COUNCIL,29/09/2016,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,29/09/2016,745.5,TRANSACTIONS-EXPENDITURE,V001049471
ROCHDALE BOROUGH COUNCIL,29/09/2016,EARLY HELP AND SCHOOLS,WOODWIND EXCHANGE,29/09/2016,1912.5,CAPITATION OTHER,V001049477
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,595.29,PROVISIONS,V001049481
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,719.59,PROVISIONS,V001049481
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,791.07,PROVISIONS,V001049481
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,798.16,PROVISIONS,V001049481
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,1514.12,RENT ALLOWS-PRIVATE TENANTS ST,V001049485
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,1306.68,RENT ALLOWS-PRIVATE TENANTS ST,V001049486
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,888.44,RENT ALLOWS-PRIVATE TENANTS ST,V001049517
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,1773.37,RENT ALLOWS-PRIVATE TENANTS ST,V001049519
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,1000,RENT ALLOWS-PRIVATE TENANTS ST,V001049520
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,28/09/2016,889.6,RENT ALLOWS-PRIVATE TENANTS ST,V001049521
ROCHDALE BOROUGH COUNCIL,28/09/2016,FINANCE SERVICES,Cowell and Norford,28/09/2016,539.42,RENT ALLOWS-PRIVATE TENANTS ST,V001049524
ROCHDALE BOROUGH COUNCIL,29/09/2016,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,29/09/2016,1257.97,MAINTENANCE,V001049533
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,591.43,PROVISIONS,V001049534
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,601.71,PROVISIONS,V001049534
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,651.73,PROVISIONS,V001049534
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS FOOD SERVICE LTD,29/09/2016,582.26,PROVISIONS,V001049535
ROCHDALE BOROUGH COUNCIL,29/09/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,29/09/2016,12964.7,HOME CARE - ADULT SERVICES,V001049537
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONE,30/09/2016,39491.52,SP BLOCK PAYMENTS - EXTERNAL,V001049538
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,30/09/2016,23111.03,SP BLOCK PAYMENTS - EXTERNAL,V001049539
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ANCHOR TRUST,30/09/2016,2805.06,SP SUBSIDY PAYMENTS - EXTERNAL,V001049540
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE PETRUS COMMUNITY,30/09/2016,10279.45,SP BLOCK PAYMENTS - EXTERNAL,V001049541
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,THE RIVERSIDE GROUP,30/09/2016,1772.88,SP SUBSIDY PAYMENTS - EXTERNAL,V001049542
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,30/09/2016,35255.61,SP BLOCK PAYMENTS - EXTERNAL,V001049543
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,WOMEN`S HOUSING ACTION GROUP ( WHAG ),30/09/2016,15311.63,SP BLOCK PAYMENTS - EXTERNAL,V001049544
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,GUINNESS NORTHERN COUNTIES,30/09/2016,3947.62,SP SUBSIDY PAYMENTS - EXTERNAL,V001049545
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,CONTOUR HOUSING ASSOCIATION,30/09/2016,3396,SP SUBSIDY PAYMENTS - EXTERNAL,V001049546
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,WEST PENNINE HOUSING ASS REGENDA,30/09/2016,1284.5,SP SUBSIDY PAYMENTS - EXTERNAL,V001049547
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ST VINCENT`S HOUSING ASSOCIATION,30/09/2016,3355.73,SP SUBSIDY PAYMENTS - EXTERNAL,V001049548
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BOND BOARD LTD,30/09/2016,5678.55,SP BLOCK PAYMENTS - EXTERNAL,V001049549
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,HOUSING 21,30/09/2016,690.41,SP SUBSIDY PAYMENTS - EXTERNAL,V001049550
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,TOGETHER WORKING FOR WELLBEING,30/09/2016,23677.09,CONTRACTS,V001049551
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,30/09/2016,633.6,SUPPORTED LIVING,V001049552
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BARNARDOS,30/09/2016,14855.5,SP BLOCK PAYMENTS - EXTERNAL,V001049553
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE BOROUGHWIDE HOUSING,30/09/2016,29565.3,SP SUBSIDY PAYMENTS - EXTERNAL,V001049554
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE AND DISTRICT MIND,30/09/2016,10144.04,SERVICE LEVEL AGREEMENTS,V001049555
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC,30/09/2016,56165.47,CONTRACTS,V001049556
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,30/09/2016,584.68,RESIDENTIAL LONG TERM,V001049561
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,545.24,RESIDENTIAL LONG TERM,V001049562
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049563
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,30/09/2016,884.7,RESIDENTIAL LONG TERM,V001049564
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049565
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,30/09/2016,731.5,NURSING LONG TERM,V001049566
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,30/09/2016,598.12,NURSING LONG TERM,V001049568
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,30/09/2016,578.54,NURSING LONG TERM,V001049569
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,30/09/2016,515.68,RESIDENTIAL LONG TERM,V001049570
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,30/09/2016,623.3,RESIDENTIAL LONG TERM,V001049571
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,30/09/2016,610.64,NURSING LONG TERM,V001049572
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049573
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,596.32,NURSING LONG TERM,V001049586
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,30/09/2016,698.62,RESIDENTIAL LONG TERM,V001049587
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,30/09/2016,736.8,NURSING LONG TERM,V001049588
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049589
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049591
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,30/09/2016,588.28,RESIDENTIAL LONG TERM,V001049592
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,30/09/2016,617.94,RESIDENTIAL LONG TERM,V001049593
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049594
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,30/09/2016,544.68,RESIDENTIAL LONG TERM,V001049595
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,602.82,RESIDENTIAL LONG TERM,V001049596
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,30/09/2016,613.98,RESIDENTIAL LONG TERM,V001049598
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,595.46,NURSING LONG TERM,V001049599
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,30/09/2016,646.3,NURSING LONG TERM,V001049600
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049602
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,30/09/2016,582.8,RESIDENTIAL LONG TERM,V001049603
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049604
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,598.12,NURSING LONG TERM,V001049605
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,30/09/2016,608.12,RESIDENTIAL LONG TERM,V001049606
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,30/09/2016,545.04,RESIDENTIAL LONG TERM,V001049607
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049608
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049609
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,30/09/2016,598.12,NURSING LONG TERM,V001049610
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,30/09/2016,623.3,RESIDENTIAL LONG TERM,V001049611
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,30/09/2016,598.12,NURSING LONG TERM,V001049612
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,30/09/2016,721.9,NURSING LONG TERM,V001049613
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049614
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049615
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,30/09/2016,598.12,NURSING LONG TERM,V001049616
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,30/09/2016,591.68,NURSING LONG TERM,V001049617
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,30/09/2016,698.62,RESIDENTIAL LONG TERM,V001049618
ROCHDALE BOROUGH COUNCIL,30/09/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,30/09/2016,598.12,RESIDENTIAL LONG TERM,V001049620
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,LEYTON HEALTHCARE NO 12 LIMITED IN ADMINISTRATION,30/09/2016,609,RESIDENTIAL LONG TERM,V001049621
ROCHDALE BOROUGH COUNCIL,30/09/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,30/09/2016,736.8,NURSING LONG TERM,V001049622
