Customer,Number of Travellers, Total Cost ex VAT ,Travel Class,Ticket Single or Return,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Maritime and Coastguard Agency,1,£186.31,ECONOMY,Return,19/10/2011,LONDON - LGW,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£180.00,ECONOMY,Return,19/10/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£171.60,ECONOMY,Return,19/10/2011,CALCUTTA,MADRAS,JET AIRWAYS
Maritime and Coastguard Agency,1,£161.60,ECONOMY,Return,19/10/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£145.31,ECONOMY,Return,19/10/2011,SOUTHAMPTON,JERSEY,FLYBE
Maritime and Coastguard Agency,1,£145.31,ECONOMY,Return,19/10/2011,SOUTHAMPTON,JERSEY,FLYBE
Maritime and Coastguard Agency,1,£123.00,ECONOMY,Return,19/10/2011,SOUTHAMPTON,JERSEY,FLYBE
Maritime and Coastguard Agency,1,£123.00,ECONOMY,Return,19/10/2011,SOUTHAMPTON,JERSEY,FLYBE
Maritime and Coastguard Agency,1,£92.20,ECONOMY,Return,19/10/2011,LONDON - LHR,MADRID,IBERIA
Maritime and Coastguard Agency,1,£25.98,ECONOMY,Return,19/10/2011,SOUTHAMPTON,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£806.00,BUSINESS,Return,20/10/2011,LONDON - LHR,NICE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£506.49,ECONOMY,Return,20/10/2011,NEWCASTLE,PISA,AIR FRANCE
Maritime and Coastguard Agency,1,£346.62,ECONOMY,Return,20/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£338.30,ECONOMY,Return,20/10/2011,LONDON - LHR,NICE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£288.30,ECONOMY,Return,20/10/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£275.59,ECONOMY,Return,20/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£208.92,ECONOMY,Return,20/10/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£194.65,ECONOMY,Return,20/10/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£161.56,ECONOMY,Return,20/10/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£121.93,ECONOMY,Return,20/10/2011,BRISTOL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£108.83,ECONOMY,Single,20/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£455.54,ECONOMY,Return,21/10/2011,BRISTOL,MADRID,KLM
Maritime and Coastguard Agency,1,£455.54,ECONOMY,Return,21/10/2011,BRISTOL,MADRID,KLM
Maritime and Coastguard Agency,1,£315.92,ECONOMY,Return,21/10/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£239.88,ECONOMY,Return,21/10/2011,EDINBURGH,CARDIFF,FLYBE
Maritime and Coastguard Agency,1,£235.61,ECONOMY,Return,21/10/2011,INVERNESS,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£212.66,ECONOMY,Return,21/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£210.48,ECONOMY,Single,21/10/2011,GLASGOW,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£155.10,ECONOMY,Single,21/10/2011,MADRID,BILBAO,IBERIA
Maritime and Coastguard Agency,1,£155.10,ECONOMY,Single,21/10/2011,MADRID,BILBAO,IBERIA
Maritime and Coastguard Agency,1,£75.00,ECONOMY,Return,21/10/2011,KIRKWALL,EXETER,FLYBE
Maritime and Coastguard Agency,1,£59.54,ECONOMY,Single,21/10/2011,KIRKWALL,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£59.54,ECONOMY,Single,21/10/2011,KIRKWALL,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£30.00,ECONOMY,Return,21/10/2011,KIRKWALL,EXETER,FLYBE
Maritime and Coastguard Agency,1,£841.70,BUSINESS,Single,22/10/2011,MADRID,LONDON - LHR,IBERIA
Maritime and Coastguard Agency,1,£841.70,BUSINESS,Single,22/10/2011,MADRID,LONDON - LHR,IBERIA
Maritime and Coastguard Agency,1,£267.92,BUSINESS,Single,22/10/2011,EDINBURGH,LONDON -CITY,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£264.59,ECONOMY,Return,22/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£225.19,ECONOMY,Return,22/10/2011,STANSTED,NAPLES,EASYJET
Maritime and Coastguard Agency,1,£212.83,ECONOMY,Single,22/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,22/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£114.20,ECONOMY,Single,22/10/2011,LONDON - LGW,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£98.01,ECONOMY,Single,22/10/2011,SOUTHAMPTON,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£75.48,ECONOMY,Single,22/10/2011,SOUTHAMPTON,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£73.82,ECONOMY,Return,22/10/2011,STANSTED,NAPLES,EASYJET
Maritime and Coastguard Agency,1,£270.58,ECONOMY,Return,23/10/2011,LONDON - LGW,VALENCIA,EASYJET
Maritime and Coastguard Agency,1,£204.66,ECONOMY,Return,23/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£193.80,ECONOMY,Return,23/10/2011,LONDON - LHR,BRUSSELS,SN BRUSSELS AIRLINES
Maritime and Coastguard Agency,1,£193.80,ECONOMY,Return,23/10/2011,LONDON - LHR,BRUSSELS,SN BRUSSELS AIRLINES
Maritime and Coastguard Agency,1,£181.02,ECONOMY,Single,23/10/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£106.48,ECONOMY,Single,23/10/2011,STANSTED,BELFAST CITY,BMI BABY
Maritime and Coastguard Agency,1,£60.00,ECONOMY,Return,23/10/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£467.63,ECONOMY,Return,24/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£260.68,ECONOMY,Return,24/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£260.68,ECONOMY,Return,24/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,"£5,124.73",BUSINESS,Return,25/10/2011,LONDON - LHR,JOBURG,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£279.81,ECONOMY,Return,25/10/2011,STANSTED,ASTURIAS,EASYJET
Maritime and Coastguard Agency,1,£279.80,ECONOMY,Return,25/10/2011,STANSTED,ASTURIAS,EASYJET
Maritime and Coastguard Agency,1,£188.57,ECONOMY,Return,25/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£103.83,ECONOMY,Single,25/10/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,"£5,124.73",BUSINESS,Return,25/10/2011,LONDON - LHR,JOBURG,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£463.20,ECONOMY,Return,26/10/2011,JOBURG,ROOIKOP,SOUTH AFRICAN AIRWAYS
Maritime and Coastguard Agency,1,£295.61,ECONOMY,Return,26/10/2011,EDINBURGH,EXETER,FLYBE
Maritime and Coastguard Agency,1,£216.57,ECONOMY,Return,26/10/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£200.56,ECONOMY,Return,26/10/2011,EDINBURGH,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£186.54,ECONOMY,Return,26/10/2011,BELFAST CITY,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£179.50,ECONOMY,Return,26/10/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£179.50,ECONOMY,Return,26/10/2011,LONDON - LHR,LISBON,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£109.94,ECONOMY,Single,26/10/2011,LONDON - LGW,INVERNESS,EASYJET
Maritime and Coastguard Agency,1,£39.00,ECONOMY,Return,26/10/2011,BELFAST CITY,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£983.48,BUSINESS,Return,27/10/2011,NEWCASTLE,ATHENS,KLM
Maritime and Coastguard Agency,1,£433.80,BUSINESS,Return,27/10/2011,LONDON - LGW,GENOA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,27/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£330.68,ECONOMY,Return,27/10/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£188.68,ECONOMY,Return,27/10/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£599.88,ECONOMY,Return,28/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£522.17,BUSINESS,Return,28/10/2011,EDINBURGH,LONDON -CITY,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£465.80,BUSINESS,Return,28/10/2011,LONDON - LGW,AMSTERDAM,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£427.80,ECONOMY,Return,28/10/2011,DUBLIN,GDANSK,SCANDINAVIAN AIRLINES
Maritime and Coastguard Agency,1,£427.80,ECONOMY,Return,28/10/2011,DUBLIN,GDANSK,SCANDINAVIAN AIRLINES
Maritime and Coastguard Agency,1,£300.87,ECONOMY,Return,28/10/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£299.94,ECONOMY,Return,28/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£299.94,ECONOMY,Return,28/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£233.68,ECONOMY,Return,28/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£233.68,ECONOMY,Return,28/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£149.95,ECONOMY,Return,28/10/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£143.00,ECONOMY,Return,28/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£143.00,ECONOMY,Return,28/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£23.98,ECONOMY,Return,28/10/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£296.96,ECONOMY,Return,29/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£241.50,ECONOMY,Return,29/10/2011,PULA,ROME,CROATIA AIRLINES
Maritime and Coastguard Agency,1,£177.14,ECONOMY,Single,29/10/2011,LERWICK,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£173.68,ECONOMY,Return,29/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£173.68,ECONOMY,Return,29/10/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£64.60,PREMIUM ECONOMY,Single,29/10/2011,ROME,NAPLES,ALITALIA
Maritime and Coastguard Agency,1,£48.14,ECONOMY,Single,29/10/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£346.12,ECONOMY,Return,30/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£346.12,ECONOMY,Return,30/10/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£343.30,ECONOMY,Return,30/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£288.30,ECONOMY,Return,30/10/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£248.51,ECONOMY,Return,30/10/2011,LONDON - LGW,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£123.14,ECONOMY,Single,30/10/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£123.14,ECONOMY,Single,30/10/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£114.63,ECONOMY,Return,30/10/2011,BARRA,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£114.63,ECONOMY,Return,30/10/2011,BARRA,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£988.40,ECONOMY,Single,31/10/2011,NAPLES,LONDON - LGW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£507.48,ECONOMY,Return,31/10/2011,NEWCASTLE,OSLO,KLM
Maritime and Coastguard Agency,1,£396.60,ECONOMY,Return,1/11/2011,LONDON - LHR,OSLO,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£337.60,ECONOMY,Return,1/11/2011,LONDON - LHR,OSLO,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£254.26,ECONOMY,Single,1/11/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£217.00,ECONOMY,Single,1/11/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£212.66,ECONOMY,Return,1/11/2011,EXETER,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£168.88,ECONOMY,Return,1/11/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£95.22,ECONOMY,Single,1/11/2011,GDANSK,STANSTED,RYANAIR
Maritime and Coastguard Agency,1,£521.70,ECONOMY,Return,2/11/2011,TEES SIDE,ROME,KLM
Maritime and Coastguard Agency,1,£490.64,ECONOMY,Return,2/11/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£451.71,ECONOMY,Return,2/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£424.65,ECONOMY,Return,2/11/2011,NORWICH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£300.68,ECONOMY,Return,2/11/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£208.68,ECONOMY,Return,2/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£201.80,BUSINESS,Return,2/11/2011,ABERDEEN,NEWCASTLE,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£192.31,ECONOMY,Return,2/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£192.31,ECONOMY,Return,2/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£191.67,ECONOMY,Return,2/11/2011,EDINBURGH,EXETER,FLYBE
Maritime and Coastguard Agency,1,£180.84,ECONOMY,Single,2/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£130.48,ECONOMY,Return,2/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£111.83,ECONOMY,Single,2/11/2011,EXETER,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£76.00,ECONOMY,Return,2/11/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£50.00,ECONOMY,Return,2/11/2011,TEES SIDE,ROME,KLM
Maritime and Coastguard Agency,1,£417.85,ECONOMY,Return,3/11/2011,CARDIFF,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£302.30,BUSINESS,Single,3/11/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£246.05,ECONOMY,Return,3/11/2011,STANSTED,LA ROCHELLE FR,RYANAIR
Maritime and Coastguard Agency,1,£191.96,ECONOMY,Single,3/11/2011,LONDON - LGW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£188.63,ECONOMY,Single,3/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£84.93,ECONOMY,Return,3/11/2011,BELFAST INTL,LIVERPOOL,EASYJET
Maritime and Coastguard Agency,1,£51.49,ECONOMY,Single,3/11/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£39.00,ECONOMY,Single,3/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£285.94,ECONOMY,Return,4/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£273.70,ECONOMY,Return,4/11/2011,CARDIFF,NEWCASTLE,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£197.66,ECONOMY,Return,4/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£177.31,ECONOMY,Return,4/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£147.68,ECONOMY,Return,4/11/2011,SOUTHAMPTON,GUERNSEY,FLYBE
Maritime and Coastguard Agency,1,£134.88,ECONOMY,Return,4/11/2011,CARDIFF,ANGLESEY,MANX
Maritime and Coastguard Agency,1,£114.93,ECONOMY,Return,4/11/2011,BELFAST INTL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£110.34,ECONOMY,Single,4/11/2011,MANCHESTER,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£73.99,ECONOMY,Single,4/11/2011,LIVERPOOL,GDANSK,WIZZAIR
Maritime and Coastguard Agency,1,£68.44,ECONOMY,Single,4/11/2011,NEWCASTLE,BELFAST INTL,EASYJET
Maritime and Coastguard Agency,1,£39.00,ECONOMY,Single,4/11/2011,MANCHESTER,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,5/11/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£79.98,ECONOMY,Return,5/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£79.98,ECONOMY,Return,5/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£79.98,ECONOMY,Return,5/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£79.98,ECONOMY,Return,5/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£79.98,ECONOMY,Return,5/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£153.49,ECONOMY,Return,6/11/2011,SOUTHAMPTON,DUBLIN,FLYBE
Maritime and Coastguard Agency,1,£65.94,ECONOMY,Single,6/11/2011,GLASGOW,BRISTOL,EASYJET
Maritime and Coastguard Agency,1,£104.52,ECONOMY,Return,7/11/2011,BELFAST CITY,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£616.63,BUSINESS,Return,8/11/2011,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£471.94,ECONOMY,Return,8/11/2011,LERWICK,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£347.23,ECONOMY,Return,8/11/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£197.60,ECONOMY,Return,8/11/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£170.62,ECONOMY,Single,8/11/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£169.81,ECONOMY,Return,8/11/2011,LONDON - LGW,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£125.97,ECONOMY,Return,8/11/2011,SOUTHAMPTON,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£69.93,ECONOMY,Return,8/11/2011,BRISTOL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£17.00,ECONOMY,Return,8/11/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£219.04,ECONOMY,Return,9/11/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£210.59,ECONOMY,Return,9/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£181.00,ECONOMY,Return,9/11/2011,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£110.30,ECONOMY,Return,9/11/2011,LONDON - LGW,MARSEILLE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£75.98,ECONOMY,Single,9/11/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,"£2,527.88",BUSINESS,Return,10/11/2011,HUMBERSIDE,GUARULHOS INTL.,KLM
Maritime and Coastguard Agency,1,£234.57,ECONOMY,Return,10/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£217.97,ECONOMY,Return,10/11/2011,INVERNESS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£174.80,ECONOMY,Return,10/11/2011,LONDON - LHR,BRUSSELS,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£143.11,ECONOMY,Single,10/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£124.11,ECONOMY,Return,10/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£124.11,ECONOMY,Return,10/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£47.96,ECONOMY,Return,10/11/2011,INVERNESS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£2,527.88",BUSINESS,Return,10/11/2011,HUMBERSIDE,GUARULHOS INTL.,KLM
Maritime and Coastguard Agency,1,"£1,050.20",BUSINESS,Return,11/11/2011,GUARULHOS INTL.,MONTEVIDEO,TAM - LINHAS AEREAS
Maritime and Coastguard Agency,1,£316.30,ECONOMY,Return,11/11/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,"£1,050.20",BUSINESS,Return,11/11/2011,GUARULHOS INTL.,MONTEVIDEO,TAM - LINHAS AEREAS
Maritime and Coastguard Agency,1,£181.67,ECONOMY,Return,12/11/2011,STANSTED,NAPLES,EASYJET
Maritime and Coastguard Agency,1,£146.39,ECONOMY,Return,12/11/2011,INVERNESS,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£106.33,ECONOMY,Single,12/11/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£106.33,ECONOMY,Single,12/11/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£102.33,ECONOMY,Single,12/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£84.48,ECONOMY,Single,12/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£83.98,ECONOMY,Single,12/11/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£94.48,ECONOMY,Single,13/11/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,15/11/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£283.30,ECONOMY,Return,15/11/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£205.30,ECONOMY,Return,15/11/2011,INVERNESS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£203.57,ECONOMY,Return,15/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£203.57,ECONOMY,Return,15/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£113.68,ECONOMY,Single,15/11/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£73.39,ECONOMY,Single,15/11/2011,LONDON - LHR,NEWCASTLE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£73.39,ECONOMY,Single,15/11/2011,LONDON - LHR,NEWCASTLE,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£830.13,BUSINESS,Return,16/11/2011,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£560.22,ECONOMY,Return,16/11/2011,SOUTHAMPTON,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£560.22,ECONOMY,Return,16/11/2011,SOUTHAMPTON,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£217.94,ECONOMY,Return,16/11/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£197.50,ECONOMY,Return,16/11/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£197.50,ECONOMY,Return,16/11/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£139.24,ECONOMY,Return,16/11/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£192.59,ECONOMY,Return,17/11/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£190.57,ECONOMY,Return,18/11/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£251.63,ECONOMY,Single,20/11/2011,LERWICK,EXETER,FLYBE
Maritime and Coastguard Agency,1,£161.50,ECONOMY,Return,23/11/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Maritime and Coastguard Agency,1,£68.93,ECONOMY,Return,23/11/2011,BRISTOL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£145.96,ECONOMY,Return,24/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£145.96,ECONOMY,Return,24/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£145.96,ECONOMY,Return,24/11/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£100.57,ECONOMY,Return,24/11/2011,SOUTHAMPTON,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£83.98,ECONOMY,Return,24/11/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£62.93,ECONOMY,Return,25/11/2011,BRISTOL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£62.93,ECONOMY,Return,25/11/2011,BRISTOL,NEWCASTLE,EASYJET
Maritime and Coastguard Agency,1,£114.83,ECONOMY,Single,26/11/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£1,225.23",ECONOMY,Return,28/11/2011,LONDON - LHR,SHANGHAI,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,"£1,225.23",ECONOMY,Return,28/11/2011,LONDON - LHR,SHANGHAI,BRITISH AIRWAYS
