Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Setbray Properties Ltd,"(Unofficial Address), Unit 24 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",76560751,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",2475,Store And Premises,Empty Property - RV < 15000
Bostocks Boyce Welch Ltd,"Bbw Business Centre 2ND Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",69216727,"The Counting House, Tower Building, Wade House Road, Shelf, HX3 7PB",1650,Offices and Premises,Awaiting occupation
,"Adj 8 King Cross Street, Halifax, HX1 2SH",65520710,,10000,Showroom And Premises,Listed Building
Pennine Housing 2000 Ltd,"45 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804045,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",1150,Shop and Premises,Rateable Value below threshold
,"Basement, 10A Akroyd Place, Halifax, HX1 1YH",64036010,,990,Store And Premises,Rateable Value below threshold
Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 9, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388709,"Fao June Dove, Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",1625,Office,Rateable Value below threshold
,"1 Deal Street, Halifax, HX1 1QX",64780001,,3850,Warehouse And Premises,Listed Building
Calderdale Mbc,"28 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252737,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Rateable Value below threshold
Westfield Properties Ltd,"Unit 28, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164748,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1600,Workshop And Premises,Rateable Value below threshold
,"Carlton Works, The Boulevard, Savile Park Road, Halifax             HX1 2EN",68472703,,1975,Store And Premises,Rateable Value below threshold
Calderdale Mbc,"39 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252751,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2900,Shop and Premises,Listed Building
,"Part Unit 16, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296740,,1300,Warehouse And Premises,Rateable Value below threshold
,"22 Dean Street, Greetland, Halifax, HX4 8DW",64800022,,2175,Workshop And Premises,Empty Property - RV < 15000
,"Basement Of Unit 20A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536816,,1075,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc,"30 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252750,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Listed Building
,"Cross Roads, Wainstalls, Halifax, HX2 7TE",64724700,,1525,Sports Ground And Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"16 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252733,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2800,Shop and Premises,Listed Building
,"Unit 5, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088876,,1825,Factory and Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 30A, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024730,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",990,Workshop And Premises,Rateable Value below threshold
,"13 Town Hall Street, Sowerby Bridge, HX6 2EA",77600013,,5000,Shop and Premises,Listed Building
,"37a Stainland Road, Greetland, Halifax, HX4 8AD",68772735,,1900,Hairdressing Salon and Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D 09, Dean Clough Mills, Halifax, HX3 5AX",64885704,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",3350,Warehouse And Premises,Listed Building
Co-Operative Group Ltd,"King Street, Brighouse, HD6 1NX",29372707,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",2400,Meeting Rooms And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Part Ground Floor, Wilkin Royd Mill, Wood Street, Brighouse           HD6 1PW",29648709,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",960,Store And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D5, Dean Clough Mills, Halifax, HX3 5AX",64788850,"Dean Clough Mills, Halifax, HX3 5AX",120000,Offices and Premises,Listed Building
,"1/2 Town Hall Buildings, Elland, HX5 9AJ",56236002,,9400,Hairdressing Salon and Premises,Listed Building
Units To Let [Northern] Ltd,"Unit 23, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352741,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1750,Store And Premises,Listed Building
,"13 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",77108712,,2800,Shop and Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Office Suite T4, Dean Clough Mills, Halifax, HX3 5AX",64296717,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",1550,Offices and Premises,Listed Building
Hawkhead Bray & Son Ltd,"Second Floor Unit 5C, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248752,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",590,Store And Premises,Rateable Value below threshold
H.R Goodale [ Northern] Ltd,"Star Garage, Wakefield Road, Halifax, HX3 0TP",69240707,"Star Garage, Wakefield Road, Halifax, HX3 0TP",6100,Workshop And Premises,Empty Relief - Post 01/04/2008
Westfield Properties Ltd,"Unit 11, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164731,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1600,Offices and Premises,Rateable Value below threshold
,"Part 1st Floor, Fenton Road, Halifax, HX1 3SQ",65072709,,3050,Stores,Empty Relief - Post 01/04/2008
Roch Valley Homes Ltd,"Unit 6 Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400842,"Orchard Hollow, Shaw Lane, Farnham, Knaresborough, HG5 9JE",1950,Store And Premises,Empty Property - RV < 15000
,"Maitland Street, Todmorden, OL14 7SS",78300700,,1400,Shop and Premises,Rateable Value below threshold
Calderdale Mbc,"Unit 59 The Bradley Room, Piece Hall, Halifax, HX1 1RE",68252774,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",6500,Shop and Premises,Listed Building
,"Unit D, Old Fire Station Buildings, Elizabeth Street, Elland              HX5 0LD",56076711,,1675,Workshop And Premises,Empty Property - RV < 15000
Calderdale Mbc Community Services,"Adj 59 Rustic, Piece Hall, Halifax, HX1 1RE",68252790,"C/O Michael Devereux, Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",5000,Offices and Premises,Listed Building
Calderdale Mbc,"49 Arcade, Piece Hall, Halifax, HX1 1RE",68252706,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",3050,Shop and Premises,Listed Building
Friarshill Ltd,"Unit 21/21A, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296734,"C/O The Old Farm House, Ouzlewell Green, Lofthouse, Wakefield, WF3 3SB",2400,Warehouse And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 203D Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420723,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",450,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 203A Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420729,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",930,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc Markets Manager,"Market Stall 108-109, Market Hall, Borough Market, Halifax              HX1 1DZ",64288818,"19 Albion Street, Halifax, HX1 1DU",4000,Market Stall And Premises,Listed Building
,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX",76212703,,2550,Garage And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Part 2ND Floor Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084810,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",14750,Offices and Premises,Empty Relief - Post 01/04/2008
J & G Ainley (Tow Bars) Ltd,"Telecommunications Mast 3G, Site HX0001 Eastfield Mills, Belmont Street, Halifax              HX3 6AT",64236717,"Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",6000,Communication Station and Premises,Unoccupied Land
,"Baxter Lane Works, Northowram, Halifax, HX3 7EF",64180700,,2550,Workshop And Premises,Rateable Value below threshold
,"Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",68244706,,1150,Land Used For Storage and Premises,Empty Property - RV < 15000
Calderdale Mbc,"1 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252793,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"4TH Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212765,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2025,Warehouse And Premises,Listed Building
,"First Floor Room 2, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",29576710,,2600,Offices and Premises,Listed Building
Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP",29636708,"Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",1300,Factory and Premises,Rateable Value below threshold
Calderdale Mbc,"76 Rustic, Piece Hall, Halifax, HX1 1RE",68252789,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",7600,Shop and Premises,Listed Building
Sharlketh Ltd,"Unit 8 Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",76508723,"Netherclough, Cragg Vale, Mytholmroyd, Hebden Bridge, HX7 5RX",530,Workshop And Premises,Rateable Value below threshold
Tesco Stores Ltd,"Adj.Hss Hire Shop, Huddersfield Road, Halifax, HX3 0AA",65412716,"G L Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",3750,Store And Premises,Empty Relief - Post 01/04/2008
,"Unity Street, Walsden, Todmorden, OL14 7SR",78496700,,1200,Store And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 4A Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212753,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,Store And Premises,Listed Building
J & G Ainley Tow Bar Ltd,"Unit 7, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",64236710,"Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",1850,Workshop,Empty Property - RV < 15000
,"Room 3,2nd Floor, 3 Clare Road, Halifax, HX1 2HX",64584750,,1225,Offices and Premises,Rateable Value below threshold
,"Unit 2 1ST Flr, Calder Workshop, Gibbet Street, Halifax              HX1 4JQ",65164886,,2350,Store And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 8C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628746,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",4150,Offices and Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"The Weaving Shed, Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526761,"Reedham House, 31 King Street, Manchester, M3 2PJ",23500,Warehouse And Premises,Listed Building
,"Room 2, 3 Clare Road, Halifax, HX1 2HX",64584748,,1225,Offices and Premises,Rateable Value below threshold
,"72 West Street, Sowerby Bridge, HX6 3AP",76648072,,5400,Shop and Premises,Empty Relief - Post 01/04/2008
Setbray Properties Ltd,"(Unoff Add)Suite 2 1ST Floor, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552758,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",21500,Offices and Premises,Empty Relief - Post 01/04/2008
William Hill Organization Ltd,"39 Westgate House, Market Street, Halifax, HX1 1PD",65736704,"William Hill Organisation Ltd, Greenside House, 50 Station Road, Wood Green, London, N22 7TP",25750,Betting Shop And Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"Level - 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526751,"Reedham House, 31 King Street, Manchester, M3 2PJ",8200,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level - 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526701,"Reedham House, 31 King Street, Manchester, M3 2PJ",3800,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 2 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526736,"Reedham House, 31 King Street, Manchester, M3 2PJ",5000,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 3 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526710,"Reedham House, 31 King Street, Manchester, M3 2PJ",4700,Warehouse And Premises,Listed Building
Redman Properties,"Office 4 2ND Floor, Venture House, 3 Silver Street, Halifax              HX1 1HS",68580732,"Waterside, Wakefield Road, Halifax, HX3 0UA",6200,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 16B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628835,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2350,Office,Rateable Value below threshold
Calderdale Mbc,"Princess Buildings, 18 Princess Street, Halifax, HX1 1TP",68288701,"Westgate House, Market Street, Halifax, HX1 1PS",111000,Offices and Premises,Listed Building
,"Unit 1 First Floor, Commercial Mills, Oldham Road, Ripponden           HX6 4EH",77408707,,1650,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc Markets Manager,"Market Stall 119, Market Hall, Borough Market, Halifax              HX1 1DZ",64288820,"19 Albion Street, Halifax, HX1 1DU",3800,Shop and Premises,Listed Building
R Collett & Sons (Transport) Ltd,"Unit 2 Victoria Terminal, Albert Road, Halifax, HX2 0BY",64040724,"Victoria Terminal, Albert Road, Halifax, HX2 0DE",2175,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc Markets Manager,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ",64288721,"19 Albion Street, Halifax, HX1 1DU",5000,Shop and Premises,Listed Building
Warmco Space Heating Ltd,"Unofficial Address, Unit 204 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124737,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2175,Office and Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 8, Borough Market, Halifax, HX1 1DZ",64288780,"19 Albion Street, Halifax, HX1 1DU",230,Store And Premises,Listed Building
Roch Valley Homes Ltd,"Hrs Bldg & Joinery Serv Ltd, Unit 5 Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",78400841,"Orchard Hollow, Shaw Lane, Farnham, Knaresborough, HG5 9JE",3750,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unofficial Address, Unit 4A Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2175,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unofficial Address, Unit 101 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124730,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3550,Office and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"""Unauthorised Address"", Unit 10 River Street B Pk, River Street, Brighouse            HD6 1NL",29492744,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1025,Store And Premises,Empty Property - RV < 15000
Marmerel Ltd,"Units 1 & 2, The Old Post Office, Station Road, Sowerby Bridge       HX6 3AA",77552732,"4 Slaithwaite Gate, Golcar, Huddersfield, HD7 4NS",12250,Offices and Premises,Empty Relief - Post 01/04/2008
Slater & Gordon (Uk) Llp,"1ST Floor Crossley Mill, Dean Clough Industrial Park, Halifax, HX3 5AX",64784707,"Landore Court, 51 Charles Street, Cardiff, CF10 2GD",36500,Offices and Premises,Listed Building
Blackhall Engineering Ltd,"Gf U1-2, Ff U1-3, 2 Fl U1, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",29080800,"362 Bradford Road, Brighouse, HD6 4DJ",16750,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Unit 1D, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",76256789,,320,Warehouse And Premises,Empty Property - RV < 15000
Kinect Build Ltd (In Liquidation),"Age Concern, Harley Street, Todmorden, OL14 5JE",78208708,"Simmonds & Company, Crown House, 217 Higher Hillgate, Stockport, Cheshire, SK1 3RB",6600,Day Centre and Premises,Bankrupt / Liquidation / Winding Up Order
Valley Hall Developments Ltd,"Suite 6, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020721,,880,Offices and Premises,Empty Property - RV < 15000
One Stop Stores Ltd,"40 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",77408040,"Apex Road, Brownhills, Walsall, WS8 7HU",14500,Shop and Premises,Empty Relief - Post 01/04/2008
Edwards Excavations Ltd,"Unit 6 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",64456711,"Unit 6, Woodman Works, South Lane, Elland, HX5 0PA",23750,Warehouse And Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056736,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1950,Offices and Premises,Empty Property - RV < 15000
Frank Marshall Estates Ltd,"West Parade Ind Est, West Parade, Halifax, HX1 2TE",69360709,"Unit 2B, Link 606 Office Park, Staithgate Lane, Bradford, BD6 1YA",2275,Workshop And Premises,Empty Property - RV < 15000
G & W Developments Ltd,"Civic Hall, Rochdale Road, Greetland, Halifax              HX4 8AH",68392758,"Hamnett House, Highroad Well, Halifax, HX2 0AX",26000,Hall And Premises,Listed Building
,"179 King Cross Road, Halifax, HX1 3LN",65516179,,1950,Hairdressing Salon and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084822,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1825,Office,Empty Property - RV < 15000
