Organisation Name,EffectiveDate,Service,Supplier Name,paidDate,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,13/03/2015,733.4,RESIDENTIAL LONG TERM,V000884732
ROCHDALE BOROUGH COUNCIL,02/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,02/03/2015,4898,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000879733
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,11/03/2015,2475,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000882874
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,11/03/2015,1729,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000882875
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,11/03/2015,2392,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000882894
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,16/03/2015,2387,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000885270
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,18/03/2015,1838,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000886075
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,24/03/2015,2052,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000887662
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,24/03/2015,2037.1,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000887663
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,24/03/2015,1831,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000887664
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,26/03/2015,5503,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000888029
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,26/03/2015,2051,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000888030
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,27/03/2015,2514,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000889079
ROCHDALE BOROUGH COUNCIL,31/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,31/03/2015,4357,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000889336
ROCHDALE BOROUGH COUNCIL,17/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,17/03/2015,1100,REMOVAL EXPENDITURE,V000885675
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,26/03/2015,1150,REMOVAL EXPENDITURE,V000888156
ROCHDALE BOROUGH COUNCIL,02/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,02/03/2015,2385,TRANSACTIONS-EXPENDITURE,V000879731
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,11/03/2015,1735,TRANSACTIONS-EXPENDITURE,V000882876
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,11/03/2015,2258,TRANSACTIONS-EXPENDITURE,V000882895
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,24/03/2015,2131,TRANSACTIONS-EXPENDITURE,V000887633
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,26/03/2015,2000,TRANSACTIONS-EXPENDITURE,V000888063
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,27/03/2015,2058,TRANSACTIONS-EXPENDITURE,V000889074
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,27/03/2015,2813,TRANSACTIONS-EXPENDITURE,V000889075
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,27/03/2015,4132,TRANSACTIONS-EXPENDITURE,V000889076
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,13/03/2015,1008.48,RESIDENTIAL LONG TERM,V000883671
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883815
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884417
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884602
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,27/03/2015,798.74,SHORT TERM CARE - RESIDENTIAL,V000888051
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,27/03/2015,794.74,SHORT TERM CARE - RESIDENTIAL,V000888052
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,06/03/2015,850,SPECIAL PLACEMENTS,V000879337
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,06/03/2015,850,SPECIAL PLACEMENTS,V000879338
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,18/03/2015,850,SPECIAL PLACEMENTS,V000885957
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,20/03/2015,850,SPECIAL PLACEMENTS,V000885958
ROCHDALE BOROUGH COUNCIL,27/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,27/03/2015,850,SPECIAL PLACEMENTS,V000885959
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,18/03/2015,850,SPECIAL PLACEMENTS,V000885960
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,20/03/2015,850,SPECIAL PLACEMENTS,V000885962
ROCHDALE BOROUGH COUNCIL,27/03/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,27/03/2015,850,SPECIAL PLACEMENTS,V000885963
ROCHDALE BOROUGH COUNCIL,20/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONE,20/03/2015,39890.44,SP BLOCK PAYMENTS - EXTERNAL,V000886331
ROCHDALE BOROUGH COUNCIL,26/03/2015,CUSTOMERS & CORPORATE SERVICES,STEPPING STONE PROJECT ROCHDALE LTD,26/03/2015,8200,SERVICES - GENERAL,V000879511
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,STEPPING STONES,13/03/2015,2212.72,LD SUPPORTED LIVING,V000882466
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,3643.64,HOME CARE SPOT PURCHASES,V000884043
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,3423,HOME CARE SPOT PURCHASES,V000884660
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,5260,INDIVIDUAL SERVICE FUND,V000882815
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,5260,INDIVIDUAL SERVICE FUND,V000882816
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,7266,LD SUPPORTED LIVING,V000882843
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,522,PERSONAL BUDGETS - MANAGED,V000883981
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,812,PERSONAL BUDGETS - MANAGED,V000884042
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,1054,PERSONAL BUDGETS - MANAGED,V000884231
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,13/03/2015,-5260,SUPPORTED LIVING,V000882813
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,06/03/2015,1400,CAPITAL SALARIES,V000880923
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,1400,CAPITAL SALARIES,V000882091
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,1500,CAPITAL SALARIES,V000882096
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,3500,CAPITAL SALARIES,V000882098
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,1500,CAPITAL SALARIES,V000882110
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,1750,CAPITAL SALARIES,V000882112
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,12/03/2015,1750,CAPITAL SALARIES,V000882115
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,17/03/2015,1400,CAPITAL SALARIES,V000885455
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,17/03/2015,1500,CAPITAL SALARIES,V000885458
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,17/03/2015,1900,CAPITAL SALARIES,V000885459
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,17/03/2015,1400,CAPITAL SALARIES,V000885475
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,17/03/2015,1900,CAPITAL SALARIES,V000885477
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20/03/2015,1500,CONFERENCE,V000880570
ROCHDALE BOROUGH COUNCIL,16/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,16/03/2015,4500,SUBSCRIPTIONS,V000885243
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,16/03/2015,4500,SUBSCRIPTIONS,V000885243
ROCHDALE BOROUGH COUNCIL,26/03/2015,CUSTOMERS & CORPORATE SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,26/03/2015,1115.5,SUBSCRIPTIONS,V000888001
ROCHDALE BOROUGH COUNCIL,20/03/2015,PUBLIC HEALTH,STOCKPORT NHS FOUNDATION TRUST,20/03/2015,592.08,PH OTHER CONTRACTS,V000879255
ROCHDALE BOROUGH COUNCIL,10/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,10/03/2015,975.27,MEDICAL FEES,V000881751
ROCHDALE BOROUGH COUNCIL,10/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,10/03/2015,532.1,MEDICAL FEES,V000881801
ROCHDALE BOROUGH COUNCIL,25/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,25/03/2015,526.5,MEDICAL FEES,V000887768
ROCHDALE BOROUGH COUNCIL,25/03/2015,CHILDREN’S SOCIAL CARE,STOCKPORT PSYCHOLOGY SERVICES LIMITED,25/03/2015,1060.03,MEDICAL FEES,V000887770
ROCHDALE BOROUGH COUNCIL,20/03/2015,PUBLIC HEALTH,STONEFIELD STREET SURGERY,20/03/2015,2195.43,PH LES PAYMENTS,V000886310
ROCHDALE BOROUGH COUNCIL,30/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,30/03/2015,10730.34,PURCHASE OF OTHER EQUIPMENT,V000878795
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,27/03/2015,11644.56,PURCHASE OF OTHER EQUIPMENT,V000878796
ROCHDALE BOROUGH COUNCIL,23/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,23/03/2015,10225.44,PURCHASE OF OTHER EQUIPMENT,V000879649
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,27/03/2015,6230.52,PURCHASE OF OTHER EQUIPMENT,V000881447
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,27/03/2015,10225.44,PURCHASE OF OTHER EQUIPMENT,V000887112
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,27/03/2015,10225.44,PURCHASE OF OTHER EQUIPMENT,V000887122
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,STRATHMORE HOUSE,13/03/2015,1254.08,RESIDENTIAL LONG TERM,V000883465
ROCHDALE BOROUGH COUNCIL,20/03/2015,ECONOMY AND ENVIRONMENT,STYLES AND WOOD,20/03/2015,183841.4,NEW CONSTRUCTION,V000885725
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,SUNFLOWER NURSERIES LIMITED,20/03/2015,780,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886853
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,13/03/2015,1477.03,RESIDENTIAL LONG TERM,V000883456
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,13/03/2015,2297.6,RESIDENTIAL LONG TERM,V000883457
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,13/03/2015,1142.4,RESIDENTIAL LONG TERM,V000883459
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,13/03/2015,3237.6,RESIDENTIAL LONG TERM,V000883576
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,04/03/2015,2951.21,HOME CARE,V000880290
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,11/03/2015,2505.82,HOME CARE,V000882056
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,18/03/2015,2894.62,HOME CARE,V000886005
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,25/03/2015,2660.26,HOME CARE,V000887805
ROCHDALE BOROUGH COUNCIL,05/03/2015,ECONOMY AND ENVIRONMENT,SUNSHINE PLAYGROUP,05/03/2015,720,TRAINING-QUALIFICATION,V000872751
ROCHDALE BOROUGH COUNCIL,24/03/2015,ECONOMY AND ENVIRONMENT,SUNSHINE PLAYGROUP,24/03/2015,570,TRAINING-QUALIFICATION,V000879516
ROCHDALE BOROUGH COUNCIL,16/03/2015,EARLY HELP AND SCHOOLS,SUPERTOTS DAY NURSERY,16/03/2015,1145.6,SEN COSTS MET BY SCHOOLS,V000878492
ROCHDALE BOROUGH COUNCIL,18/03/2015,ECONOMY AND ENVIRONMENT,SURVEY OPERATIONS,18/03/2015,3140,DEMOLITION,V000885720
ROCHDALE BOROUGH COUNCIL,11/03/2015,ECONOMY AND ENVIRONMENT,SUTCLIFFE PLAY,11/03/2015,907.84,EQUIPMENT - GENERAL,V000881169
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,722,FOSTER PARENTS BASIC ALLOWANCE,V000885776
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,722,FOSTER PARENTS BASIC ALLOWANCE,V000885779
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885781
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885783
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885785
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,874,FOSTER PARENTS BASIC ALLOWANCE,V000885786
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885787
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,874,FOSTER PARENTS BASIC ALLOWANCE,V000885788
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885789
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,874,FOSTER PARENTS BASIC ALLOWANCE,V000885790
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885791
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,874,FOSTER PARENTS BASIC ALLOWANCE,V000885792
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885793
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,630,FOSTER PARENTS BASIC ALLOWANCE,V000885794
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,630,FOSTER PARENTS BASIC ALLOWANCE,V000885795
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000885797
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,630,FOSTER PARENTS BASIC ALLOWANCE,V000885802
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,780,FOSTER PARENTS BASIC ALLOWANCE,V000885805
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,630,FOSTER PARENTS BASIC ALLOWANCE,V000885806
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,780,FOSTER PARENTS BASIC ALLOWANCE,V000885807
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,722,FOSTER PARENTS BASIC ALLOWANCE,V000885808
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,780,FOSTER PARENTS BASIC ALLOWANCE,V000885809
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,18/03/2015,722,FOSTER PARENTS BASIC ALLOWANCE,V000885810
ROCHDALE BOROUGH COUNCIL,24/03/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,24/03/2015,780,FOSTER PARENTS BASIC ALLOWANCE,V000885811
ROCHDALE BOROUGH COUNCIL,03/03/2015,CHILDREN’S SOCIAL CARE,SWP CONSULTING,03/03/2015,1725,AGENCY STAFF,V000879256
ROCHDALE BOROUGH COUNCIL,03/03/2015,CHILDREN’S SOCIAL CARE,SWP CONSULTING,03/03/2015,1725,AGENCY STAFF,V000879257
ROCHDALE BOROUGH COUNCIL,13/03/2015,CHILDREN’S SOCIAL CARE,SWP CONSULTING,13/03/2015,1725,AGENCY STAFF,V000881505
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,17/03/2015,2186,PROPERTY - WORKS ELEMENT,V000885596
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,17/03/2015,10070,PROPERTY - WORKS ELEMENT,V000885596
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,17/03/2015,2451.2,TRANSACTIONS-EXPENDITURE,V000885596
ROCHDALE BOROUGH COUNCIL,31/03/2015,PHYSICAL DIS & OLDER PEOPLE,T CUBED LTD,31/03/2015,849,PROFESSIONAL FEES,V000886914
ROCHDALE BOROUGH COUNCIL,30/03/2015,PROPERTY AND HIGHWAYS,TALKTALK BUSINESS,30/03/2015,511.62,CONTRIBUTION TO PROVISIONS,V000889173
ROCHDALE BOROUGH COUNCIL,06/03/2015,PHYSICAL DIS & OLDER PEOPLE,TAMESIDE TRAINING CONSORTIUM,06/03/2015,1050,TRAINING,V000878097
ROCHDALE BOROUGH COUNCIL,20/03/2015,ECONOMY AND ENVIRONMENT,TERBERG MATEC UK LIMITED,20/03/2015,518.26,TRANSACTIONS-EXPENDITURE,V000882880
ROCHDALE BOROUGH COUNCIL,30/03/2015,PHYSICAL DIS & OLDER PEOPLE,TERRY GROUP LTD,30/03/2015,13342.8,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000889311
ROCHDALE BOROUGH COUNCIL,13/03/2015,PUBLIC HEALTH,TESCO STORES LIMITED,13/03/2015,850.29,PH LES PAYMENTS,V000885150
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,THE ADOLESCENT AND CHILDRENS TRUST,06/03/2015,2972.28,FOSTER PARENTS BASIC ALLOWANCE,V000878209
ROCHDALE BOROUGH COUNCIL,19/03/2015,EARLY HELP AND SCHOOLS,THE AWARDS SCHEME LTD,19/03/2015,1616.67,PROJECT & ACTIVITIES,V000881443
ROCHDALE BOROUGH COUNCIL,31/03/2015,ECONOMY AND ENVIRONMENT,THE BOND BOARD LIMITED,31/03/2015,17500,GRANTS TO OTHER BODIES,V000879857
ROCHDALE BOROUGH COUNCIL,31/03/2015,ECONOMY AND ENVIRONMENT,THE BOND BOARD LIMITED,31/03/2015,3000,PROJECT & ACTIVITIES,V000879858
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,THE CHILDRENS SOCIETY SERVICES LTD,18/03/2015,800,SERVICE LEVEL AGREEMENTS,V000885894
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,06/03/2015,1102,UNDERTAKERS COSTS,V000881108
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,06/03/2015,912,UNDERTAKERS COSTS,V000881109
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,06/03/2015,760,UNDERTAKERS COSTS,V000881110
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,06/03/2015,798,UNDERTAKERS COSTS,V000881111
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,12/03/2015,1064,UNDERTAKERS COSTS,V000881113
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,06/03/2015,646,UNDERTAKERS COSTS,V000881114
ROCHDALE BOROUGH COUNCIL,31/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,31/03/2015,1140,UNDERTAKERS COSTS,V000887792
ROCHDALE BOROUGH COUNCIL,31/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,31/03/2015,1938,UNDERTAKERS COSTS,V000887793
ROCHDALE BOROUGH COUNCIL,31/03/2015,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,31/03/2015,1406,UNDERTAKERS COSTS,V000887794
