Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",78164701,,5100
,"Unit 5B Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456716,,2500
Golden Monkeys Ltd,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ",78160700,"21 Hyde Park Road, Leeds, LS6 1PY",10250
,"353/355 Skircoat Green Road, Halifax, HX3 0RP",68596353,,7900
Studio C Photography Ltd,"98 Rochdale Road, Todmorden, OL14 7LP",78400098,,1825
,"54 Market Street, Hebden Bridge, HX7 6AA",76360054,,3250
,"Off Der Street, Todmorden, OL14 5QT",78128701,,2250
,"13 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408013,,2450
,"Millys, Grange Dene Yard, Burnley Road, Mytholmroyd          HX7 5LL",76088811,,1725
,"38 Clough Lane, Mixenden, Halifax, HX2 8SN",64612038,,2750
,"72 Burnley Road, Todmorden, OL14 5HX",78076072,,6500
Pivo Ltd,"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",78400747,,6600
,"284 Queens Road, Halifax, HX1 4NJ",68308284,,5000
,"Unit 4, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352718,,3350
,"Unit 1 Lrp Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER",65232703,,3350
,"Nichols Yard, R/O 36 Town Hall Street, Sowerby Bridge, HX6 2EE",77600725,,1525
,"5 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408005,,1250
,"Unit 7, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632713,,6800
,"Unit 34 Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352733,,1575
The Old Co-Op Cafe Bar Ltd,"29 Rochdale Road, Todmorden, OL14 7LA",78400029,,7500
,"Unit 23, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024784,,2550
,"4/8 Bridge End, Brighouse, HD6 3DH",29092004,,990
,"Unit 13A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340741,,1375
,"121 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240121,,2950
,"137 Halifax Road, Todmorden, OL14 5BE",78192137,,1775
Crown Concrete Solutions Ltd,"Unit 3, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020705,,1975
Habitat Unique Ltd,"Unit 30 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",64344711,,2025
,"Unit 3D, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",29052756,,4700
Thai Corner @ Halifax Market Ltd,"40/42 Borough Market, Halifax, HX1 1DY",64288705,"C/O 50 Ogden Cresent, Denholme, Bradford, BD13 4LB",9500
Foras Bar Ltd,"House That Jack Built Inn, 122 Burnley Road, Todmorden, OL14 5JT",78076756,,7200
Anglo American (Manchester) Ltd,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",78192700,,3900
,"5 Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",65716005,,1150
,"The Beaver Lodge, West Street, Sowerby Bridge, HX6 3BT",77094701,,3150
,"Units 54/55/56, Asquith Bottom Works, Asquith Bottom, Sowerby Bridge       HX6 4RG",77024745,,8900
Calderdale National Union Of Teachers,"9 Lord Street, Halifax, HX1 5AE",65676708,,4300
Planet Personnel Ltd,"Unit 76 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344732,"Unit 76, Bowers Mill, Branch Road, Barkisland, HX4 0AD",3300
,"First And Second Floor, 10A Wade House Road, Shelf, Halifax              HX3 7PE",69216734,,2900
Ifonez Ltd,"21a West End, Hebden Bridge, HX7 8UQ",76576700,,6500
,"66 Southgate, Elland, HX5 0PS",56224066,,5800
,"239/241 King Cross Road, Halifax, HX1 3JL",65516732,,7300
Fennor Exterior Works Ltd,"Unit 13C Asquith Yard, Asquith Bottom Works, Sowerby Bridge, HX6 3BT",77024777,"44 Dean Lane, Sowerby, Sowerby Bridge, HX6 1HE",3500
,"Units 1&3 (3rd Floor), Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",65164764,,7300
,"232 Ovenden Way, Ovenden, Halifax, HX3 5NU",68160702,,3250
,"Ground Floor, 53 Halifax Road, Todmorden, OL14 5BB",78192053,,3000
,"7A Stansfield Road, Todmorden, OL14 5DN",78444007,,870
,"Store Ref 2 & 3, West Street, Todmorden, OL14 5HY",78520704,,1700
Bridge Rectifier Ltd,"Unit 1B Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256785,,3150
Toprank Sport Ltd,"Units B2/B3 Ground Floor, Clifton House, Bradford Road, Brighouse            HD6 4JJ",29084860,"Unit B2 & B3 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge, Brighouse, HD6 4JJ",10750
J C Health & Fitness Ltd,"Fitness Fast, Burley Street Works, Burley Street, Elland               HX5 0AQ",56028722,"Fitness Fast, Burley Street Works, Burley Street, Elland, HX5 0AQ",11750
,"Unit 1A, Burley Street Works, Burley Street, Elland               HX5 0AQ",56028723,,6600
Knapton And Knapton Ltd,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",64784890,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",7800
West End Garage Ltd,"Unit 4 Royal Industrial Park, New Bond Street, Halifax, HX1 5HA",68012703,"Unit 4 Royal Industrial Park, New Bond Street, Halifax, HX1 5HA",7800
,"The Railway Arch, Walton Street, Sowerby Bridge, HX6 1AN",77636714,,2325
,"148 Moor End Road, Halifax, HX2 0SF",65844148,,1650
,"Unit 24, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164745,,3100
,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",76180701,,840
,"32 Town Hall Street, Sowerby Bridge, HX6 2EA",77600032,,3400
,"Unit 6 Linden Works, Linden Road, Hebden Bridge, HX7 7DP",76340714,,2900
Richard Fowler Associates Ltd,"Office Suite D214, Dean Clough Office Park, Halifax, HX3 5AX",64788724,"Office Suite D214, Dean Clough, Halifax, HX3 5AX",3650
Ccrm Ltd,"Office H M 2.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344873,,2550
Grapevine Publications Ltd,"260A Halifax Road, Brighouse, HD6 2QG",29296723,,2950
,"70 Hopwood Lane, Halifax, HX1 4DG",65364070,,2475
,"Bar House, Denholmegate Road, Hipperholme, Halifax              HX3 7SB",64812754,,670
,"Unit 2B Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256764,,3350
,"Unit 2B, A1 Business Park, 370 Bradford Road, Brighouse            HD6 4DJ",29080804,,4500
Elland Car Sales Ltd,"Unit 4B, Catherine Street, Elland, HX5 0EZ",56032709,,3200
,"Stall 23 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068714,,1375
Kai Trades Ltd,"Unit 12C, Holdsworth Road, Halifax, HX3 6SW",65344517,"Unit 12c, Holdsworth Road, Holmfield, Halifax, HX3 6SN",1300
,"256 Gibbet Street, Halifax, HX1 4LT",65164899,,3450
,"79 Catherine Street, Elland, HX5 0JB",56032705,,2300
,"261 King Cross Road, Halifax, HX1 3JL",65516783,,7500
,"Unit 54 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344758,,2100
,"Unit 2 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242812,,6500
,"11 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408011,,1950
F & S Tube Manipulation Ltd,"Unit 10/10A Brunswick Works, Brassey Street, Halifax, HX1 2EA",64352728,"Unit 10/10A Brunswick, Brassey Street, Halifax, HX1 2EA",7200
,"Laverlock Hall Farm, Soil Hill, Halifax, HX2 9NT",68624707,,700
Radiator Renovator Ltd,"Unit 15, Brunswick Industrial Estate, Brassey Street, Halifax             HX1 2EL",64352718,"Unit 15, Brunswick Industrial Estate, Brassey Street, Halidax, HX1 2EL",10000
,"Unit 5G Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400736,,2100
,"Bag Motors, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",65020731,,5800
,"Fairlea Auto Salvage, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",65020732,,7100
,"5 Friendly, Burnley Road, Sowerby Bridge, HX6 2UG",77108731,,8600
,"19 Clare Road, Halifax, HX1 2HX",64584776,,7500
,"Unit 14 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256735,,750
,"Pear Tree Inn, Station Road, Norwood Green, Halifax             HX3 8QD",68828702,,11750
,"Lever Street, Todmorden, OL14 5QF",78284702,,3000
HD6 Tyres & Service Centre Ltd,"Bradford Road, Brighouse, HD6 1RY",29080700,,7200
Work Life Health Ltd,"Office 5, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480713,"Fao Ruth Milner, Po Box 739, Halifax, HX1 9AY",1375
,"Office Suite D256, Dean Clough Mills, Halifax, HX3 5AX",64788826,,2100
,"Unit 15, Hansonlane Enterprise Centre, Halifax, HX1 5PG",65264783,,5800
,"Unit 3 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242813,,4600
J R Property And Restorations Ltd,"56 Huddersfield Road, Elland, HX5 9AA",56132056,,4600
,"19 Hanson Lane, Halifax, HX1 5NX",65264019,,2900
,"Gibraltar Farm Cottage, Haworth Old Road, Pecket Well, Hebden Bridge        HX7 8RG",76678702,,1500
Hayes Refinishing Ltd,"Part Unit 3, Grantham Works, Grantham Road, Halifax             HX3 6PL",65192701,,6400
,"24 Apple House Terrace, Stocks Lane, Luddenden, Halifax              HX2 6PU",79056024,,1375
,"Unit 11B, Brunswick Ind Estate, Brassey Street, Halifax              HX1 2EL",64352738,,10000
,"Cycle Factory, Der Street Mill, Der Street, Todmorden           OL14 5QT",78128703,,1225
,"Unit 8B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400729,,6000
,"Unit 5D Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400740,,2475
,"Unit 5C Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400739,,4250
,"Unit 10 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400731,,2550
,"Unit 4, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632705,,2850
Craggs Fuel Cards Ltd,"Suite 2 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400719,,2325
Round Bank Engineering Ltd,"Suite 7 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400722,,870
Vanden Recycling Ltd,"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400721,,1950
,"Unit 6 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",76648746,,2650
Valley Taxis Ltd,"Picture House Buildings, New Road, Hebden Bridge, HX7 8AD",76396705,,3850
Clinical Pilates (Yorkshire) Limited,"(Former Ling Leisure), West Park Street, Brighouse, HD6 1DU",29628702,"4 West Park Street, Brighouse, HD6 1DU",11750
Smart People Training & Development Company Ltd,"Office 21 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242748,"First Floor, Ew Innovation Centre, Hopweood Lane, Halifax, HX1 5ER",3100
,"Windmill Tavern, Park Square, Hough, Northowram           HX3 7BZ",68212700,,11250
Fenton Road Garage Ltd,"Unit 1 Arden Works, Fenton Road, Halifax, HX1 3PP",65072726,"Mr Ian Baxter, 14B Newlands Road, Warley, Halifax, HX2 7RE",2900
,"Unit 7 Arden Works, Fenton Road, Halifax, HX1 3PP",65072727,,2600
,"Monsall Mill Gf, Miall Street, Halifax, HX1 4AE",65788721,,7700
,"633a Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",29084741,,4050
,"8 Victoria Road, Elland, HX5 0PU",56244008,,5300
Independent Measure Ltd,"Unit 8D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628811,"Unit 8 D, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",1725
,"21 Burnley Road, Todmorden, OL14 7BU",78076021,,2950
Golden Days Training Ltd,"14 Southgate, Elland, HX5 0BW",56224014,,7000
,"Unit 1C, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160809,,5700
,"139 Halifax Road, Todmorden, OL14 5BE",78192139,,1975
,"Croftmyl, Gf Office A8, West Parade, Halifax              HX1 2EQ",69360758,,3900
Euromarket Halifax Ltd,"206 Queens Road, Halifax, HX1 4NE",68308206,"1 Kings Court, Halifax, HX1 2TP",10000
,"6 Crown Yard, Southgate, Elland, HX5 0DQ",56224731,,3200
,"Fitness Suite, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020720,,3800
,"25 Roils Head Road, Halifax, HX2 0NQ",68396025,,1950
,"Unit HM4 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344792,,4100
Noir Gifts Ltd,"30 Bridge Gate, Hebden Bridge, HX7 8EX",76060030,"2 Mirey Lane, Hubberton, Sowerby Bridge, HX6 1PD",10250
Jsr Energy Ltd,"C&F Gr Energy W Turbine, Soil Hill, Halifax, HX2 9NT",68624708,"Gable End, Linton Falls, Skipton, BD23 6BQ",2065
C P Active Ltd,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242754,,4100
Shibden Valley Joinery Ltd,"Unit 6I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628822,"Regd Office, 36 Stephen Close, Northowram, Halifax, HX3 7BY",2650
,"Market Stall 94-95a, Market Hall, Borough Market, Halifax             HX1 1DZ",64288750,,7200
HX2 Holdings Ltd,"Unit 4 Holmfield Works, Shay Lane, Halifax, HX3 6RR",68536765,,9600
,"Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",76508702,,7600
,"Market Stall 21, Market Hall, Borough Market, Halifax             HX1 1DZ",64288718,,3850
Alpaca Comfort Ltd,"Unit 7A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400738,,7500
Premier-Remapping Ltd,"Unit 22, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024783,,2650
,"19 Halifax Road, Todmorden, OL14 5AG",78192019,,5000
,"291 Claremount Road, Halifax, HX3 6AW",64592291,,3700
Para Ventures Ltd,"First Floor Unit 21B, Phoebe Lane Industrial Est, Phoebe Lane, Halifax              HX3 9EX",68248753,"2 New Street, Uppermill, Oldham, Lancs, OL3 6AU",1725
,"Units E & F, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL",29232702,,7000
The Loose Cover Company Ltd,"First Floor Unit 3, The Works, Wood Street, Brighouse            HD6 1PW",29648712,"Brookfield House, 3 Oak Hill Road, Brighouse, HD6 1SN",2450
,"Unit 4A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400743,,4400
Kbnw Management Ltd,"Unit 7, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628800,"476-478 Broadway, Chadderton, Oldham, OL9 9NS",7000
,"Unit 11A, Brunswick Ind Estate, Brassey Street, Halifax              HX1 2EL",64352739,,5900
,"15/17 Bridge End, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5DR",76056702,,2700
,"21 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604021,,2650
,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056736,,1950
,"54 Carr House Road, Shelf, Halifax, HX3 7RJ",64500055,,4450
,"Unit 6, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632707,,3200
,"119 Hopwood Lane, Halifax, HX1 4HB",65364119,,3200
Matrix Facility Management Ltd,"Unit 9 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084800,,8600
,"85 Halifax Road, Todmorden, OL14 5BB",78192085,,2375
,"17 Crown Street, Hebden Bridge, HX7 8EH",76176017,,5900
,"Unit 8B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628812,,3900
,"2 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832701,,2450
Turner Adams Joinery Limited,"Albert Road, Halifax, HX2 0BY",64040700,"130 Pye Nest Road, Halifax, HX2 7HS",2700
,"16 Bethel Street, Brighouse, HD6 1JN",29048723,,4900
Atmosphere Environmental Ltd,"Unit 10F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160785,"Unit 10F, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",3300
Mud - Uk Ltd,"Unit 4B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400744,"Unit 4 B, Craggs Country Business Park, Cragg Vale, Mytholmroyd, HX7 5TT",11750
,"Unit 7B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400745,,9600
,"Unit 3, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632706,,3000
,"Stand Lane, Brookfoot, Brighouse, HD6 2RG",29552700,,2350
,"Office B10 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360730,,1325
,"129/135 Halifax Road, Todmorden, OL14 5BE",78192766,,11500
,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",78400823,,2275
,"Unit 3 The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296736,,1800
,"Grove Mill Yard, Shelf, Halifax, HX3 7PF",69216702,,4300
Raw Studio (Halifax) Ltd,"Unit 11, Mill Lane, Boothtown, Halifax              HX3 6TR",65808775,,6800
Swift Green Energy Solutions Ltd,"Unit 1, South Street, Halifax, HX1 2EL",68640708,,3300
Cad Dept Ltd,"Suite 2C First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW",65100022,,2050
,"Unit 1C Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",78500718,,5900
,"Unit 20, Mill Lane, Boothtown, Halifax              HX3 6TR",65808777,,5500
Coulsy Ltd,"Unit B The Old Rubber Mill, Mill Lane, Boothtown, Halifax              HX3 6TR",65808778,,6000
,"17A King Cross Street, Halifax, HX1 2SH",65520726,,4050
,"Unit 5 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084796,,8600
,"100 Commercial Street, Brighouse, HD6 1AQ",29196100,,9600
,"265 Queens Road, Halifax, HX1 4NS",68308265,,5100
,"5 Market Street, Brighouse, HD6 1AP",29404005,,7800
Halifax Harriers Athletic Club,"Portacabin Adj, Spring Hall Mansion, Huddersfield Road, Halifax              HX3 0AQ",65412725,"C/O 29 Hainsworth Moor Grove, Queensbury, Bradford, BD13 2ND",7000
,"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628855,,7900
,"Bell Hall Garage, Bell Hall, Halifax, HX1 2XP",64224701,,7900
D S Design Studio Ltd,"Unit 12 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DR",78416708,,3150
,"11 Leeds Road, Hipperholme, Halifax, HX3 8ND",65612011,,6100
,"Units 17 & 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256705,,1875
,"Unit G2 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",64448822,,4750
Rise & Lower Ltd,"Unit 36, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248748,"Unit 2a, West Parade, Halifax, HX1 2TE",2950
Skyblazersfireworks Ltd,"7 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276007,"Beech Royd, Beech Road, Sowerby Bridge, HX6 2LE",5400
,"Unit 5, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",78024730,,4300
,"246 King Cross Road, Halifax, HX1 3JP",65516246,,7800
,"Unit B4 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge       HD6 4EJ",29084809,,2600
,"224 Queens Road, Halifax, HX1 4NE",68308224,,3800
,"Unit 8, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020712,,4050
,"Ground & Lower Ground Floor, Berwick Mill, Berwick Street, Halifax              HX1 1QG",64244701,,7600
,"Wakefield Road, Brighouse, HD6 4HA",29608704,,1500
,"First Floor Unit 5B, Phoebe Lane Industrial Est., Halifax, HX3 9EX",68248751,,840
,"Unit 25, Phoebe Lane Industrial Est., Halifax, HX3 9EX",68248714,,950
Sabrang Fashion Ltd,"277 Gibbet Street, Halifax, HX1 4JX",65164277,,7700
,"Ground Floor, 11 Ryburn Buildings, West Street, Sowerby Bridge       HX6 3AH",77476011,,2550
Scruffy Uk Ltd,"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",76252821,,4250
,"Church Stile Inn, Sowerby New Road, Sowerby Bridge, HX6 1JZ",77500708,,4400
,"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196711,,710
Antiques & Orientals Ltd,"Unit 5, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508709,"722 Halifax Road, Todmorden, Lancs, OL14 6DP",1225
,"Adj 23 Rake Bank, Crag Lane, Wheatley, Halifax              HX2 8UA",64712701,,5400
,"34 Bradford Road, Brighouse, HD6 1RW",29080794,,8000
Adept Demolition Ltd,"Brow Side Farm, Medley Lane, Northowram, Halifax              HX3 7SX",65935701,,11000
,"105 Battinson Road, Halifax, HX1 4RE",64176105,,2850
,"23 Fairbanks, Sowerby Bridge, HX6 2AB",77687023,,5900
,"34 Well Green Lane, Brighouse, HD6 2NS",29620034,,2650
Yorkshire Finest (Halifax) Ltd,"Office 6, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",77196709,,1225
Craftlocker Ltd,"77 Southgate, Elland, HX5 0EP",56224715,"Registered Office, 9 Victoria Court, Longwood, Huddersfield, HD3 4UB",6800
,"11 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604011,,2025
,"129 Hanson Lane, Halifax, HX1 4SD",65264810,,1525
,"6 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76252006,,1875
Mishri Foods Ltd,"Unit 11, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",65264733,,3400
Chico's Wine Bar Ltd,"30 Bull Green, Halifax, HX1 5AB",64436030,,6900
,"3 Brook Street, Todmorden, OL14 5AJ",78068003,,3650
,"22 Silver Street, Halifax, HX1 1HS",68580022,,6100
,"Lister Lane, Halifax, HX1 5DN",65652700,,7000
Home And Garden Bargains Ltd,"Unit 11 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084802,,8600
