Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"37a Stainland Road, Greetland, Halifax, HX4 8AD",68772735,,1650,Hairdressing Salon and Premises,Rateable Value below threshold
,"The Cellar, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420720,,2500,Workshop And Premises,Empty Property - RV < 15000
,"Unit R2, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448828,,6300,Offices And Premises,Flood Relief Application 2015/16
,"16 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088016,,770,Shop and Premises,Flood Relief Application 2015/16
,"Maitland Street, Todmorden, OL14 7SS",78300700,,1100,Shop and Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"Adj 59 Rustic, Piece Hall, Halifax, HX1 1RE",68252790,"C/O Michael Devereux, Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",4100,Offices and Premises,Listed Building
The Imperial Crown Hotel Ltd,"Hughes Corporation, 31 Square Road, Halifax, HX1 1QG",68708722,"Corus Hotels Ltd, Rossway Park, Berkhamstead, HP4 3TZ",49000,Public House And Premises,Empty Relief - Post 01/04/2008
,"Unit R5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448726,,2850,Warehouse And Premises,Flood Relief Application 2015/16
,"Woodlands View, Bacup Road, Todmorden, OL14 7HW",78024736,,1700,Lecture Hall,Rateable Value below threshold
,"18 New Road, Hebden Bridge, HX7 8AD",76396718,,3850,Shop and Premises,Flood Relief Application 2015/16
Damika Ltd,"Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",76088891,"Unit 3A, Queens Mill Industrial Estate, Queens Mill Road, Huddersfield, HD1 3RR",13000,Warehouse And Premises,Flood Relief Application 2015/16
Dean Clough Ltd,"Office Suite D5, Dean Clough Mills, Halifax, HX3 5AX",64788850,"Dean Clough Mills, Halifax, HX3 5AX",120000,Offices and Premises,Listed Building
,"25 West End, Hebden Bridge, HX7 8UQ",76576713,,7700,Shop and Premises,Flood Relief Application 2015/16
Units To Let [Northern] Ltd,"Unit 23, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352741,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1750,Store And Premises,Listed Building
Treka Bus Ltd,"Archer Road, Brighouse, HD6 1XF",29016701,,79000,Warehouse And Premises,Flood Relief Application 2015/16
,"Stainland Community Centre, Westgate, Stainland, Halifax             HX4 9HN",69404700,,7400,Community Centre And Premises,Empty Relief - Post 01/04/2008
,"13 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",77108712,,2500,Shop and Premises,Empty Property - RV < 15000
,"1/2 Town Hall Buildings, Elland, HX5 9AJ",56236002,,6700,Hairdressing Salon and Premises,Listed Building
Trustees Of Blakeboroughs Social And Sports Club (In Liq),"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED",29296714,"C/O Begbies Traynor, 36 Clare Road, Halifax, HX1 2HX",2025,Bowling Club And Premises,Rateable Value below threshold
,"Grd Flr 31 & Part 1ST Flr, 33 West End, Hebden Bridge, HX7 8UQ",76576717,,6800,Offices And Premises,Flood Relief Application 2015/16
,"Unit D, Old Fire Station Buildings, Elizabeth Street, Elland              HX5 0LD",56076711,,1675,Workshop And Premises,Empty Property - RV < 15000
Calderdale Mbc,"49 Arcade, Piece Hall, Halifax, HX1 1RE",68252706,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Listed Building
,"39A Market Street, Hebden Bridge, HX7 6EU",76360710,,9200,Shop and Premises,Flood Relief Application 2015/16
The Stubbing Wharf Hb Ltd,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",76520700,,18250,Public House and Premises,Flood Relief Application 2015/16
,"11 Albert Street, Hebden Bridge, HX7 8AH",76012011,,14000,Showroom And Premises,Flood Relief Application 2015/16
Trustees Of Whiteleys Engineering,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412733,"Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",3500,Offices And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 203A Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420729,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",930,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 203D Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420723,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",450,Store And Premises,Empty Property - RV < 15000
Kino & Co,"Unit 1.09/1.10, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344981,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1225,Store & Premises,Empty Property - RV < 15000
Calderdale Mbc,"76 Rustic, Piece Hall, Halifax, HX1 1RE",68252789,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",6200,Shop and Premises,Listed Building
,"2nd Floor, The Spire, Leeds Road, Halifax             HX3 8NU",65620705,,9700,Offices And Premises,Listed Building
,"Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",68244706,,1800,Land Used For Storage and Premises,Empty Property - RV < 15000
N W H Trading Ltd,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448752,,5600,Offices and Premises,Flood Relief Application 2015/16
,"Room 2, 3 Clare Road, Halifax, HX1 2HX",64584748,,1100,Offices and Premises,Rateable Value below threshold
Calderdale Mbc,"Unit 59 The Bradley Room, Piece Hall, Halifax, HX1 1RE",68252774,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",5300,Shop and Premises,Listed Building
Homes & Communities Agency,"8 King Cross Street, Halifax, HX1 2SH",65520008,"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",2750,Surgery And Premises,Listed Building
The Administrators Of Peacocks Stores Ltd,"23-27 King Street, Brighouse, HD6 1NX",29372710,"Fao Andy Swan, C/O Allsopp Llp, Business Rates, 33 Park Place, Leeds, LS1 2RY",56500,Shop and Premises,Company in Administration (Empty)
Mayfair Carpet Gallery Limited,"2 Crown Street, Halifax, HX1 1TT",64756002,"Heron House, 2ND Floor, 109 Wembley Road, Wembley, HA9 8DA",40250,Shop and Premises,Listed Building
,"17 Water Street, Todmorden, OL14 5AB",78508017,,4950,Shop and Premises,Flood Relief Application 2015/16
Units To Let [Northern] Ltd,"Unit 29B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690716,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",2275,Store And Premises,Rateable Value below threshold
Peter David Properties Ltd,"20 New Road, Hebden Bridge, HX7 8EF",76396735,"23 George Street, Halifax, HX1 1HA",5600,Shop And Premises,Flood Relief Application 2015/16
Bizspace Ltd,"Unit 6E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628764,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",2325,Store,Empty Property - RV < 15000
Coal Pension Properties Ltd,"19 Woolshops, Halifax, HX1 1RU",69536019,"C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ",41000,Shop and Premises,Empty Relief - Post 01/04/2008
Crescent Machinery Ltd,"Unit 6, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356709,"Unit 6 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",9500,Workshop And Premises,Flood Relief Application 2015/16
Calderdale Mbc,"1 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252793,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 5, River Street Business Park, River Street, Brighouse            HD6 1LU",29492733,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1200,Store &  Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 8, River Street Business Park, River Street, Brighouse            HD6 1LU",29492735,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1550,Store &  Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 6, River Street Business Park, River Street, Brighouse            HD6 1LU",29492737,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,Store &  Premises,Empty Property - RV < 15000
,"5 Hangingroyd Lane, Hebden Bridge, HX7 7BX",76244005,,2700,Shop and Premises,Flood Relief Application 2015/16
Scout Road Academy,"Scout Road J & I School, Mytholmroyd, Hebden Bridge, HX7 5JR",76468703,,23000,School and Premises,Flood Relief Application 2015/16
,"Unit 17D, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024721,,3300,Warehouse And Premises,Flood Relief Application 2015/16
,"Office 19, The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8ND",65620711,,2600,Office,Listed Building
,"Ground Floor Store, Haley Hill Mills, Haley Hill, Halifax              HX3 6ED",65224731,,1500,Store And Premises,Empty Property - RV < 15000
Due West Limited,"Old Sunday School, Carlton Street, Halifax, HX1 2AD",64488710,"O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF",9300,Dance School And Premises,Listed Building
Calderdale Mbc Markets Manager,"Market Stall 108-109, Market Hall, Borough Market, Halifax              HX1 1DZ",64288818,"19 Albion Street, Halifax, HX1 1DU",4000,Market Stall And Premises,Listed Building
C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A2, West Parade, Halifax              HX1 2EQ",69360757,"Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",1975,Offices And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 10F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628841,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",970,Office,Empty Property - RV < 15000
,"Baxter Lane Works, Northowram, Halifax, HX3 7EF",64180700,,2350,Workshop And Premises,Rateable Value below threshold
J & G Ainley (Tow Bars) Ltd,"Telecommunications Mast 3G, Site HX0001 Eastfield Mills, Belmont Street, Halifax              HX3 6AT",64236717,"Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",5600,Communication Station and Premises,Unoccupied Land
,"Unit 8 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648745,,2250,Store And Premises,Empty Property - RV < 15000
Royal London Mutual Insurance Society Ltd,"The Pump Room, 35 New Road, Halifax, HX1 2LH",68028707,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",8100,Public House and Premises,Empty Relief - Post 01/04/2008
,"85 Halifax Road, Todmorden, OL14 5BB",78192085,,2375,Shop and Premises,Flood Relief Application 2015/16
,"King Cross Road, Halifax, HX1 3JL",65516150,,17250,Car Sales Site and Premises,Bankrupt / Liquidation / Winding Up Order
Calderdale Mbc Children & Young People's Services,"Stubb Playing Fields, Mytholmroyd, Hebden Bridge, HX7 5AP",76452700,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",1275,Changing Rooms And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 10D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628848,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",770,Office,Empty Property - RV < 15000
,"Unit 3, Picture House Buildings, New Road, Hebden Bridge        HX7 8AD",76396704,,4200,Shop and Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"4TH Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212765,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2700,Warehouse And Premises,Listed Building
Bray Storage Ltd,"Unit 6 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",76648746,"Unit 6, S D H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",2650,Workshop And Premises,Flood Relief Application 2015/16
,"1 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088001,,3400,Hairdressing Salon and Premises,Flood Relief Application 2015/16
Homes & Communities Agency,"6 King Cross Street, Halifax, HX1 2SH",65520716,"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",5200,Showroom And Premises,Listed Building
Pennine Housing 2000 Ltd,"95 Turner Avenue South, Illingworth, Halifax, HX2 8EF",69116095,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2325,Community Centre And Premises,Empty Property - RV < 15000
,"Unit 3, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632706,,3000,Workshop And Premises,Flood Relief Application 2015/16
Blackhall Engineering Ltd,"Gf U1-2, Ff U1-3, 2 Fl U1, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",29080800,"362 Bradford Road, Brighouse, HD6 4DJ",18750,Workshop And Premises,Empty Relief - Post 01/04/2008
Southdale Executive Pension Scheme,"1ST Floor, 18 Clare Road, Halifax, HX1 2JP",64584792,"Upper Field House, 1 Howes Lane, Northowram, Halifax, HX3 7US",7800,Offices And Premises,Empty Relief - Post 01/04/2008
Wattlid Ltd,"Unit 12B & 12C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",76252823,"Attn Mr R Hayes, Lakeside Farm , Turf Lane, Cullingworth, Bradford, BD13 5JT",16000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Mavs 3 Ltd,"The Moorings, Canal Wharf, Sowerby Bridge, HX6 2AG",77128703,,60000,Public House and Premises,Flood Relief Application 2015/16
Drive Medical Ltd,"5 Shelf Mills, Wade House Road, Shelf, Halifax              HX3 7BJ",69216738,"Ainleys Industrial Estate, Huddersfield Road, Elland, HX5 9JP",193000,Factory And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344992,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2050,Store And Premises,Rateable Value below threshold
Stoneacre,"Haley Hill, Halifax, HX3 6DL",65224703,"Head Office, Omega Boulevard, Thorne, Doncatser, DN8 5TX",73500,Car Showroom And Premises,Empty Relief - Post 01/04/2008
,"121 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",77240121,,2950,Shop and Premises,Awaiting occupation
Alco Valves Group Ltd,"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF",29272711,"Mission Works, Birds Royd Lane, Brighouse, HD6 1LQ",110000,Workshop And Premises,Qualifying industrial hereditament
,"8 Commercial Street, Halifax, HX1 1TA",64660749,,14500,Shop And Premises,Awaiting occupation
,"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",78164701,,5100,Workshop And Premises,Flood Relief Application 2015/16
,"22 Market Street, Hebden Bridge, HX7 6AA",76360022,,6700,Shop and Premises,Flood Relief Application 2015/16
,"5 Crown Street, Hebden Bridge, HX7 8EH",76176005,,5400,Shop and Premises,Awaiting occupation
,"216 King Cross Road, Halifax, HX1 3JP",65516216,,6200,Cafe and Premises,Awaiting occupation
Sunbridge Road Investments Ltd,"The Cobbett Centre, Village Street, Norwood Green, Halifax              HX3 8QG",69208704,"217 King Cross Road, Halifax, HX1 3JL",16000,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 7 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256712,,710,Workshop And Premises,Flood Relief Application 2015/16
Bizspace Ltd,"Units 12A & 12B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628712,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",2950,Offices and Premises,Empty Relief - Post 01/04/2008
Calder Valley Commercial Services Ltd,"21 Burnley Road, Todmorden, OL14 7BU",78076021,"Fao Mr Riggs, 12 Back North Street, Todmorden, OL14 7BD",2950,Shop and Premises,Empty Relief - Post 01/04/2008
,"Unit E, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416704,,1625,Workshop And Premises,Flood Relief Application 2015/16
Amax Properties Ltd,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS",68308705,"C/O Andrew Wilson & Co, Commercial Services Division, 26 Missouri Avenue, Salford, M50 2NP",8700,Workshop And Premises,Qualifying industrial hereditament
,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",77276728,,2200,Workshop And Premises,Rateable Value below threshold
,"Highline Auto, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",65020730,,5100,Breakers Yard And Premises,Flood Relief Application 2015/16
James Robinson Fibres Ltd,"1 Catherine Street, Elland, HX5 0EZ",56032001,"Millersdale Close, Euroway Industrial Estate, Bradford, BD4 6SG",7200,Shop and Premises,Awaiting occupation
Blackshaw Holdings Ltd,"Unit 2/4a, Bull Fold Garage, Owler Ings Road, Brighouse           HD6 1EJ",29452705,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",12250,Showroom And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628855,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",7900,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"19 Clare Road, Halifax, HX1 2HX",64584776,,7500,Offices and Premises,Empty Relief - Post 01/04/2008
,"259 King Cross Road, Halifax, HX1 3JL",65516259,,7800,Shop and Premises,Empty Relief - Post 01/04/2008
Circuit Electrical Testing Ltd,"Office 4 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",69360765,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",2225,Offices And Premises,Rateable Value below threshold
,"Unit 2 1ST Flr, Calder Workshop, Gibbet Street, Halifax              HX1 4JQ",65164886,,2550,Store And Premises,Rateable Value below threshold
Royds Properties Ltd,"Unit H6 Premier Way, Lowfields Business Park, Elland, HX5 9HF",56174765,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",34000,Offices and Premises,Empty Relief - Post 01/04/2008
Circuit Electrical Testing Ltd,"Croftmyl, Gf Office A5, West Parade, Halifax              HX1 2EQ",69360760,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",3600,Offices And Premises,Empty Relief - Post 01/04/2008
