Property Reference Number,Full Property Address,Current Rateable Value,Primary Liable party name,Account Start Date,Occupied relief,Empty relief,Empty relief start date,Empty exemption,Exemption start date
1191990010012,"10, Thurlow Street, Stowell Technical Park, Salford, ",6700,Roofing Insulation Services  Ltd,01/01/2013,Small Business Relief England,,,,
751330039562,"39a, Leicester Road, Salford, M7 4AS",7000,Rose Communications Ltd,01/04/2011,Small Business Relief England,,,,
966330024224,"24, Crescent, Salford, M5 4PF",10750,Roseland Property Capital Limited,23/11/2014,Small Business Relief England,,,,
861150018009,"18, Rugby Street, Salford, M8 9SN",13750,Roshku Limited,16/01/2003,,,,,
2068360003012,"Ross Roofing Supplies , Ravenscraig Yard, Ravenscraig Roadlittle Hulton, Manchester, M38 9PU",43500,Ross Roofing Supplies Ltd,01/04/2010,,,,,
1635670078810,"Rossford Dental Lab , 78-80, Chorley Road, Swinton, Manchester, M27 1AD",10750,Rossford Dental Laboratory Ltd,01/04/2010,Small Business Relief England,,,,
965670000004,"Unit 4 Vimto Gardens, Chapel Street, Salford, Manchester, M3 5JF",17000,Rosso Fuoco Ltd,28/06/2016,,,,,
1751050001519,"1/3, Station Road, Swinton, Manchester, M27 6AH",7500,Rothwell And Evans Ltd,13/02/2012,,,,,
1751050007017,"7, Station Road, Swinton, Manchester, M27 6AH",9800,Rothwell And Evans Ltd,13/02/2012,,,,,
2172310003524,"Rothwell Robinson Ltd, Holyoake Road, Worsley, Manchester, ",12250,Rothwell Robinson Limited,01/04/1992,Small Business Relief England,,,,
1186250000607,"Unit 6 The Albion, Brunel Avenue, Salford, M5 4BE",31750,Routeco P L C,15/09/1997,,,,,
1203130026518,"26, Winders Way, Salford, M6 6AR",7800,Routes Healthcare (North) Ltd,04/01/2016,,,,,
2068030000403,"Roy Braidwood & Sons, Lester Road, Worsley, Manchester, M38 0PT",36750,Roy Braidwood & Sons Transport Ltd,01/07/2000,,,,,
2170270001563,"Unit A, Cawdor Street, Worsley, Manchester, ",0,Roy Braidwood & Sons Transport Ltd,26/02/2010,,EPRN,01/04/2011,,
2170270001576,"Units B C & D, Cawdor House, Cawdor Street, Worsley, M28 5HF",0,Roy Braidwood & Sons Transport Ltd,26/02/2010,,EPRN,01/04/2011,,
2172790001556,"Roy Cook (Electrical Supplies) Ltd, Louisa Street, Worsley, Manchester, M28 3GA",0,Roy Cook (Electrical Supplies) Ltd In Liquidation,10/02/2000,,,,,
0042809068551A,"Royal Arms Club, Liverpool Road, Cadishead, Manchester, M44 5BQ",13000,Royal Arms Club,01/04/1992,,,,,
1744810003005,"British Legion Club, Cheetham Road, Swinton, Manchester, M27 4UQ",12000,Royal British Legion Swinton Club,01/04/2016,,,,,
1203730000516,"Seagull House, Greenwood Street, Salford, M6 6PF",24250,Royal Exchange Theatre Company Ltd,02/01/2000,Mandatory,,,,
1207390005220,"Suite 1 5th Flr Front Wing , St James House, Pendleton Way, Salford, M6 5JA",4800,Royal Liverpool & Broadgreen University Hospitals Nhs Trust,27/07/2016,,,,,
1207390005221,"Suite 2 5th Flr Front Wing , St James House, Pendleton Way, Salford, M6 5JA",4400,Royal Liverpool & Broadgreen University Hospitals Nhs Trust,27/07/2016,,,,,
1207390008014,"Car Space 407, St James House, Pendleton Way, Salford, M6 5FW",700,Royal Liverpool & Broadgreen University Hospitals Nhs Trust,01/08/2013,,,,,
1207390008015,"Car Space 408, St James House, Pendleton Way, Salford, M6 5FW",700,Royal Liverpool & Broadgreen University Hospitals Nhs Trust,01/08/2013,,,,,
1207390008071,"Car Space 20, St James House, Pendleton Way, Salford, M6 5FW",700,Royal Liverpool & Broadgreen University Hospitals Nhs Trust,01/10/2012,,,,,
211070063008,"63, Church Street, Eccles, Manchester, M30 0EJ",24750,Royal Mail Property Holdings,01/04/1992,,,,,
428090576543,"Irlam District Sorting Office, R/O 570 Liverpool Road, Irlam, Manchester, M44 6ZA",12250,Royal Mail Property Holdings,01/04/1992,,,,,
0096639000100B,"Postal Sorting Office, Cross Lane, Salford, M5 4AJ",34250,Royal Mail Property Holdings,01/04/1992,,,,,
2175260000274,"Royal Mail, Shield Drive, Worsley, Manchester, M28 2AA",83500,Royal Mail Property Holdings,21/09/1998,,,,,
1187690411003,"411, Eccles New Road, Salford, ",23750,Royal Society For The Prevention Of Cruelty To Animals,01/04/2013,Mandatory,,,,
974432001361,"Gnd 1st & Mezzanine Floors, The Copper Room, Deva Centre, Trinity Way, Salford, M3 7BG",100000,"Royce, Peeling, Green Ltd",01/04/2005,,,,,
1858050333044,"Gnd Flr, Junction Business Park, Rake Lane, Swinton, M27 8LU",22750,Roydon Limited,01/04/2016,,,,,
1858050333004,"Units 1-3, Junction Business Park, Rake Lane, Swinton, Manchester, M27 8LU",239000,Roydon Polythene (Exports) Ltd,30/01/2012,,,,,
1313990175175,"175, Langworthy Road, Salford, M6 5PP",4600,Rozafa Limited,26/06/2012,Small Business Relief England,,,,
1748350191006,"191, Moorside Road, Swinton, Manchester, M27 9LD",69000,Rrg Group Ltd T/A Rrg Swinton,01/04/1992,,,,,
2282650015003,"1st Flr 15b, Memorial Road, Worsley, Manchester, M28 3AG",5200,Rs-It Solutions Limited,01/04/2016,Small Business Relief England,,,,
2282650015004,"Car Spaces (3) R/O , 15, Memorial Road, Worsley, Manchester, M28 3AG",900,Rs-It Solutions Limited,01/04/2016,,,,,
428090094513,"Old Nags Head 84, Liverpool Road, Irlam, Manchester, M44 6FF",17250,Rsj Pubs Limited,25/07/2016,,,,,
1750090001002,"Rsr Communications Pt 1st Flr, 23, Rutland Street, Swinton, Manchester, M27 6AU",1125,Rsr Communications Ltd,01/06/2013,Small Business Relief England,,,,
1192050025003,"Lowry Homes Plc, Pt 3rd Flr Digital World 1, Lowry Plaza, The Quays, Salford, M50 3UB",64000,Rsvp ( Media Response ) Ltd,06/09/2016,,,,,
0064113001001B,"10, King Edwards Bulidings, Bury Old Road, Salford, M7 4QJ",11250,Rush Cakes And Sweets Limited,01/02/2017,Small Business Relief England,,,,
2282890242001,"242, Newearth Road,  Worsley, Manchester, M28 7UL",4200,Russell James Lettings & Estate Agents Ltd,01/12/2015,Small Business Relief England,,,,
426100000151,"Units 15/16 Wharfside Business Park, Irlam Wharf Road, Irlam, M44 5PN",61500,Ryan Air Conditioning Spares Ltd,09/12/2016,,,,,
0196308000051B,"Ryder  And Wallace Ltd, Harrison Street, Little Hulton, M28 6NS",11250,Ryder & Wallace Ltd,01/09/2003,Small Business Relief England,,,,
1313990163008,"163, Langworthy Road, Salford, M6 5PW",6600,Rynek Ltd,19/08/2013,Small Business Relief England,,,,
1743670447313,"S&B Uk Ltd , Wheatsheaf Industrial  Estate, Labtec Street, Swinton, M27 2BT",103000,S & B Uk Limited,31/07/2015,,,,,
747340004514,"S & L Supplies Units 4, 5 & 6, Appian Way, Salford, M7 4XB",12250,S & L Supplies,01/04/1992,,,,,
0063771046700A,"467, Bury New Road, Salford, M7 3NE",11000,S & M Hotel Ltd,15/03/2012,Small Business Relief England,,,,
2174770027080,"B4, Worsley Point, Fallons Road, Worsley, M28 2NY",18500,S & N Pipeline Products Ltd,01/07/2006,,,,,
1743670730004,"730, Bolton Road, Swinton, Manchester, M27 6EW",8800,S & P Convience Store Limited,13/01/2014,Small Business Relief England,,,,
1964370291524,"Little Hulton Service Station,  , Manchester Road East, Worsley, Manchester, M38 0AN",13000,S & S Service Station Ltd,24/05/2012,,,,,
1082490204019,"204, Regent Road, Salford, M5 3GR",79000,S & T Audio Ltd,11/06/2008,,,,,
1856610079551,"S Critchley & Son, Langley Road, Swinton, Manchester, ",30500,S Critchley & Sons Ltd,01/04/1992,,,,,
1192700030009,"Unit 30 Willan Industrial Estate, Vere Street, Salford, ",2550,S D A Electronics Limited,01/04/1992,,,,,
1192700035106,"Units 35 & 36 Willan Industrial Estate, Vere Street, Salford, M5 2GR",5500,S D A Electronics Ltd,01/04/2013,,,,,
0119270003400A,"Unit 34 Willan Industrial Estate, Vere Street, Salford, ",5500,S D A Magnetics Ltd,02/09/1996,Small Business Relief England,,,,
426100005101,"Unit 10, Wharfside Business Park, Irlam Wharf Road, Irlam, M44 5PN",37250,S D Healthcare Ltd,16/08/2008,,,,,
1189130012008,"Unit 12 King William Enterprise Park, King William Street, Salford, ",0,S G Cutting Services Limited,06/08/2000,,,,,
0075133005752C,"1st Floor, 57, Leicester Road, Salford, M7 4DA",4950,S Halpern Ltd,01/04/2005,,,,,
0075133005752D,"Car Spaces For, 1st Floor, 57, Leicester Road, Salford, M7 4DA",900,S Halpern Ltd,01/04/2005,,,,,
751330059028,"59, Leicester Road, Salford, M7 4DA",26500,S Halpern Ltd,01/04/2013,,,,,
106070174534,"Adj Unit A1 Lyntown Trading Estate, Old Wellington Road, Eccles, Manchester, M30 9QG",12500,S Holmes Roofing Supplies Ltd,05/04/2010,Small Business Relief England,,,,
0121411055602A,"Holiday Inn, Liverpool Street, Salford, M5 4LT",135000,S M E Group Plc,09/10/2012,,,,,
1209130294521,"Salford Metal Finishers Ltd, Willowbank Work Works, Whit Lane, Salford, M6 6RG",37500,S M F Ltd,01/04/2001,,,,,
213350445410,"445-449, Liverpool Road, Eccles, Manchester, M30 7HY",24000,S M S Sewing Machines (Eccles) Ltd,01/04/2005,,,,,
0053215000003A,"S R Cladding, Unit1, The Oasis, Northbank Industrial Estatebrinell Drive, Irlam, M44 5BL",16750,S R Cladding Services Limited,06/02/2007,,,,,
100850000317,"Vacant Part 1st Floor, Repeat House, Bright Road, Eccles, Manchester, M30 0WG",2850,S R Electrical Installations Limited,01/03/2010,Small Business Relief England,,,,
100130001199,"Car Space 198 Orbit House, Albert Street, Eccles, Manchester, M30 0LJ",375,S R O Solutions Limited,02/11/2016,,,,,
323750428007,"428/430, Worsley Road, Eccles, Manchester, M30 8HQ",12250,S S & Ali Limited,10/01/2009,Small Business Relief England,,,,
211070103008,"103/105, Church Street, Eccles, Manchester, M30 0EJ",18250,S Shawcross & Son Ltd,01/04/1992,,,,,
2068070230310,"Unit 4e And 4f, Towngate Businsess Centre, Manchester Road West, Little Hulton, M38 9XE",33250,S W D Premier Clothing Exports Ltd,01/09/2009,,,,,
1084950000359,"Unit 7, Worrall Street, Salford, M5 4TH",32000,S Y Electronics Ltd,01/10/2002,,,,,
1204550000074,"Unit 8, Orchard Street Industrial Estate, Orchard Street, Salford, M6 6FL",3500,S&B Electronic Limited,18/07/2016,Small Business Relief England,,,,
1189760019026,"19, Lord Byron Square, Stowell Technical Park, Salford, ",47250,S.Goldwater & Sons Ltd,01/04/2013,,,,,
1752130034007,"26-34, Wesley Street, Swinton, Manchester, M27 6AD",17500,S.T. Heating Services Limited,01/09/2015,,,,,
1421110012018,"Unit 12, Westlink Business Park, Guide Street, Salford, M50 2EW",9000,S.W.S. Steel Stockists Limited,01/06/2014,Small Business Relief England,,,,
2285470003001,"3, Worsley Road, Worsley, Manchester, M28 4WN",15000,Sacha Corporation Ltd,20/05/2010,Small Business Relief England,,,,
1190100010006,"10, Watersedge Business Park, Modwen Road, Salford, M5 3EZ",24500,Sadaqat Global Ltd,30/04/2014,,,,,
0119010003000A,"30, Watersedge Business Park, Modwen Road, Salford, M5 3EZ",9300,Sadaqat Global Ltd,23/12/2010,,,,,
104850010005,"10, Lower Monton Road,  Eccles, Manchester, M30 0NX",3450,Safa Chinese Limited,03/07/2017,,,,,
974432101346,"9,  , Brewery Yard Deva Centre, Trinity Way, Salford, M3 7BB",18500,Safe Families For Children,02/03/2015,Mandatory,,,,
1748410004019,"4a, Moss Lane, Swinton, Manchester, M27 9SA",4900,Safehands Corporation Limited,09/04/2014,,,,,
1190130010402,"Units 1-4 Olympic Court, Montford Street, Salford, ",330000,Safeline Limited,01/09/1997,,,,,
2280850001029,"Units 1-2, Hazelhurst Road, Worsley, Manchester, M28 2SQ",72000,Safestore Ltd,01/10/2004,,,,,
1203130028227,"28, Winders Way, Salford, M6 6AR",7800,Safeway Contractors Ltd,06/06/2015,Small Business Relief England,,,,
1192050100401,"1st Floor Building 1, Exchange Quay, Trafford Road, Salford, M5 3EA",98000,Sage (Uk) Limited,19/01/2016,,,,,
1192050100402,"Sage Pt 2nd Flr Building 1, Exchange Quay, Trafford Road, Salford, M5 3EA",62500,Sage (Uk) Limited,19/01/2016,,,,,
0119205000040A,"Gnd Floor, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EA",99000,Sage (Uk) Ltd,19/01/2016,,,,,
M1000100200007,"Car Space No 20, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100210009,"Car Space No 21, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100010022000B,"Car Space No 22, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100230002,"Car Space No 23, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100240004,"Car Space No 24, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100250006,"Car Space No 25, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100260008,"Car Space No 26, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100010027000A,"Car Space No 27, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000100280001,"Car Space No 28, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10001A105000A,"Car Space No 105, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10001A1060001,"Car Space No 106, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10001A1070003,"Car Space No 107, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3210003,"Car Space No 321, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3220005,"Car Space No 322, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3230007,"Car Space No 323, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3260002,"Car Space No 326, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3270004,"Car Space No 327, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10003A3730001,"Car Space No 373, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100040417000B,"Car Space No 417, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404180002,"Car Space No 418, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404190004,"Car Space No 419, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404200009,"Car Space No 420, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100040421000B,"Car Space No 421, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404220002,"Car Space No 422, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404230004,"Car Space No 423, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404240006,"Car Space No 424, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404250008,"Car Space No 425, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100040426000A,"Car Space No 426, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404270001,"Car Space No 427, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404280037,"Car Space No 428, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404290005,"Car Space No 429, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M100040430000A,"Car Space No 430, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404310001,"Car Space No 431, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404320003,"Car Space No 432, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404330005,"Car Space No 433, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M1000404340007,"Car Space No 434, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6010009,"Car Space No 601, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A602000B,"Car Space No 602, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6030002,"Car Space No 603, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6040004,"Car Space No 604, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6050006,"Car Space No 605, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6320003,"Car Space No 632, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6330005,"Car Space No 633, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6340007,"Car Space No 634, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A6350009,"Car Space No 635, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M10005A636000B,"Car Space No 636, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M200030081000A,"Car Space No 81 Level 3, Mulitstorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M20004A0010006,"Car Space No 1 Level 4a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M200050066000A,"Car Space No 66 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000500670001,"Car Space No 67 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000500680003,"Car Space No 68 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000500690005,"Car Space No 69 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M200050070000A,"Car Space No 70 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000500710001,"Car Space No 71 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000500720003,"Car Space No 72 Level 5, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M200060044000B,"Car Space No 44 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000600450002,"Car Space No 45 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000600460004,"Car Space No 46 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000600470006,"Car Space No 47 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M2000600480008,"Car Space No 48 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
M200060049000A,"Car Space No 49 Level 6, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Sage (Uk) Ltd,05/02/2010,,,,,
