Organisation Name,Effective Date,Service,Supplier Name,Payment Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,19/02/2015,ECONOMY AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,19/02/2015,8588.58,SERVICES - GENERAL,V000877951
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,27/02/2015,11644.56,PURCHASE OF OTHER EQUIPMENT,V000877967
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,ABLE LORRY LOADERS LTD,25/02/2015,2436.63,TRANSACTIONS-EXPENDITURE,V000877969
ROCHDALE BOROUGH COUNCIL,26/02/2015,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,26/02/2015,720,FEES / COMMISSION,V000877974
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRAKE BROS FOOD SERVICE LTD,25/02/2015,518.82,PROVISIONS,V000877975
ROCHDALE BOROUGH COUNCIL,19/02/2015,ECONOMY AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,19/02/2015,7463.7,SERVICES - GENERAL,V000877978
ROCHDALE BOROUGH COUNCIL,19/02/2015,ECONOMY AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,19/02/2015,4681.7,SERVICES - GENERAL,V000877979
ROCHDALE BOROUGH COUNCIL,19/02/2015,ECONOMY AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,19/02/2015,6104.1,SERVICES - GENERAL,V000877980
ROCHDALE BOROUGH COUNCIL,19/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/02/2015,26870.71,CLIENT CONTRIBUTIONS - RESIDENTIAL CARE,V000877990
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,CP DAVIDSON & SONS LTD,27/02/2015,3080,TRANSACTIONS-EXPENDITURE,V000877998
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,GO PLANT LIMITED,20/02/2015,2100,TRANSACTIONS-EXPENDITURE,V000878000
ROCHDALE BOROUGH COUNCIL,19/02/2015,PHYSICAL DIS & OLDER PEOPLE,MISS SONIA GAL,19/02/2015,660,PROFESSIONAL FEES,V000878002
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,KILLGERM CHEMICALS LIMITED,27/02/2015,824.93,EQUIPMENT - GENERAL,V000878003
ROCHDALE BOROUGH COUNCIL,25/02/2015,EARLY HELP AND SCHOOLS,ROUTES HEALTHCARE (NORTH),25/02/2015,629,HOME CARE - CHILDRENS SERVICES,V000878022
ROCHDALE BOROUGH COUNCIL,25/02/2015,EARLY HELP AND SCHOOLS,ROUTES HEALTHCARE (NORTH),25/02/2015,578,HOME CARE - CHILDRENS SERVICES,V000878024
ROCHDALE BOROUGH COUNCIL,19/02/2015,LEARNING DIS & MENTAL HEALTH,COMFORT CALL LTD,19/02/2015,735,PERSONAL BUDGETS - MANAGED,V000878026
ROCHDALE BOROUGH COUNCIL,19/02/2015,LEARNING DIS & MENTAL HEALTH,COMFORT CALL LTD,19/02/2015,798,HOME CARE SPOT PURCHASES,V000878027
ROCHDALE BOROUGH COUNCIL,19/02/2015,LEARNING DIS & MENTAL HEALTH,COMFORT CALL LTD,19/02/2015,531.4,PERSONAL BUDGETS - MANAGED,V000878028
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,PRESENTS INC,25/02/2015,500,PROJECT & ACTIVITIES,V000878029
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,25/02/2015,2020.12,SHORT TERM CARE - RESIDENTIAL,V000878031
ROCHDALE BOROUGH COUNCIL,24/02/2015,CUSTOMERS & CORPORATE SERVICES,CHILDCARE VOUCHERS LIMITED,24/02/2015,-728,TRANSACTIONS-EXPENDITURE,V000878033
ROCHDALE BOROUGH COUNCIL,27/02/2015,PUBLIC HEALTH,REACH TRAINING UK LTD,27/02/2015,500,TRAINING,V000878036
ROCHDALE BOROUGH COUNCIL,27/02/2015,EARLY HELP AND SCHOOLS,TES  GLOBAL  LIMITED,27/02/2015,765.62,ADVERTISING,V000878038
ROCHDALE BOROUGH COUNCIL,24/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRAKE BROS FOOD SERVICE LTD,24/02/2015,662.33,PROVISIONS,V000878059
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,ENTERPRISE MANCHESTER PARTNERSHIP LTD,27/02/2015,1042.36,EQUIPMENT - GENERAL,V000878067
ROCHDALE BOROUGH COUNCIL,20/02/2015,CUSTOMERS & CORPORATE SERVICES,THOMSON REUTERS,20/02/2015,11896.29,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V000878068
ROCHDALE BOROUGH COUNCIL,24/02/2015,CUSTOMERS & CORPORATE SERVICES,OVERDRIVE  INC,24/02/2015,9750,PURCHASE OF ICT SOFTWARE,V000878082
ROCHDALE BOROUGH COUNCIL,24/02/2015,CUSTOMERS & CORPORATE SERVICES,OVERDRIVE  INC,24/02/2015,19500,PURCHASE OF ICT SOFTWARE,V000878083
ROCHDALE BOROUGH COUNCIL,27/02/2015,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,27/02/2015,394260.19,PFI SCHEMES,V000878089
ROCHDALE BOROUGH COUNCIL,20/02/2015,LEARNING DIS & MENTAL HEALTH,OXFORD COMPUTER CONSULTANTS LIMITED,20/02/2015,4563.4,IT MAINTENENANCE,V000878096
ROCHDALE BOROUGH COUNCIL,20/02/2015,PROPERTY AND HIGHWAYS,S T HEATINGS SERVICES LTD,20/02/2015,534.4,CENTRAL HEATING,V000878100
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,REED BUSINESS INFORMATION LIMITED,20/02/2015,5875,TRAINING,V000878111
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,ROCHDALE MEMORIAL SERVICE,20/02/2015,4745,FIXTURES & FITTINGS,V000878113
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,MC & MA STEWART (HAULAGE) LIMITED,20/02/2015,1770.45,EQUIPMENT - GENERAL,V000878115
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,TRAKM8 LIMITED,20/02/2015,2160,EQUIPMENT - GENERAL,V000878116
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,20/02/2015,8536.48,SERVICES - GENERAL,V000878117
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,R S G ROCHDALE LIMITED,20/02/2015,1075.83,TRANSACTIONS-EXPENDITURE,V000878122
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20/02/2015,2500,MISC CHARGES,V000878134
ROCHDALE BOROUGH COUNCIL,26/02/2015,ECONOMY AND ENVIRONMENT,THE UNIVERSITY OF MANCHESTER,26/02/2015,5714,PROJECT & ACTIVITIES,V000878139
ROCHDALE BOROUGH COUNCIL,26/02/2015,ECONOMY AND ENVIRONMENT,OSBORNE RICHARDSON,26/02/2015,962.5,PROJECT & ACTIVITIES,V000878160
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,OSBORNE RICHARDSON,20/02/2015,639,PROJECT & ACTIVITIES,V000878162
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,OSBORNE RICHARDSON,20/02/2015,1000,PROJECT & ACTIVITIES,V000878163
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,OSBORNE RICHARDSON,20/02/2015,1264,PROJECT & ACTIVITIES,V000878164
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,OSBORNE RICHARDSON,20/02/2015,902.5,PROJECT & ACTIVITIES,V000878165
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3268.33,VOLUNTARY ASSOCIATIONS,V000878166
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3268.33,VOLUNTARY ASSOCIATIONS,V000878167
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,2941.59,VOLUNTARY ASSOCIATIONS,V000878168
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3184.01,VOLUNTARY ASSOCIATIONS,V000878169
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3370.01,VOLUNTARY ASSOCIATIONS,V000878170
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3228.34,VOLUNTARY ASSOCIATIONS,V000878171
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,2905.63,VOLUNTARY ASSOCIATIONS,V000878172
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3449.99,VOLUNTARY ASSOCIATIONS,V000878173
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3184.01,VOLUNTARY ASSOCIATIONS,V000878174
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3228.34,VOLUNTARY ASSOCIATIONS,V000878175
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3011.34,VOLUNTARY ASSOCIATIONS,V000878176
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3321.34,VOLUNTARY ASSOCIATIONS,V000878177
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3184.63,VOLUNTARY ASSOCIATIONS,V000878178
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,874,FOSTER PARENTS BASIC ALLOWANCE,V000878179
ROCHDALE BOROUGH COUNCIL,20/02/2015,PROPERTY AND HIGHWAYS,NATIONWIDE PLATFORMS LIMITED,20/02/2015,1056.75,TRANSACTIONS-EXPENDITURE,V000878188
ROCHDALE BOROUGH COUNCIL,27/02/2015,PROPERTY AND HIGHWAYS,HARROW GREEN LIMITED,27/02/2015,1126,REPAIRS & ALTS OF BUILDINGS,V000878190
ROCHDALE BOROUGH COUNCIL,20/02/2015,PROPERTY AND HIGHWAYS,PER FIT WINDOWS LTD,20/02/2015,2901.99,TRANSACTIONS-EXPENDITURE,V000878191
ROCHDALE BOROUGH COUNCIL,20/02/2015,LEARNING DIS & MENTAL HEALTH,CARPET CREATIONS,20/02/2015,646,TRANSACTIONS-EXPENDITURE,V000878197
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,27/02/2015,750,EQUIPMENT - GENERAL,V000878201
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,DEEPLISH COMMUNITY PRIMARY SCHOOL,20/02/2015,784.09,SEN COSTS MET BY SCHOOLS,V000878203
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,WARDLE ACADEMY,20/02/2015,5385.08,SEN COSTS MET BY SCHOOLS,V000878204
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,ST ANNES ACADEMY,20/02/2015,1276.36,SEN COSTS MET BY SCHOOLS,V000878205
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,HOLLINGWORTH ACADEMY,20/02/2015,5536.34,SEN COSTS MET BY SCHOOLS,V000878206
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,BAMFORD ACADEMY,20/02/2015,1274.44,SEN COSTS MET BY SCHOOLS,V000878208
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,780,FOSTER PARENTS BASIC ALLOWANCE,V000878210
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000878211
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,685.9,FOSTER PARENTS BASIC ALLOWANCE,V000878212
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,722,FOSTER PARENTS BASIC ALLOWANCE,V000878213
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,20/02/2015,630,FOSTER PARENTS BASIC ALLOWANCE,V000878214
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,20/02/2015,850,EDB PLACEMENTS,V000878215
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,STEP AHEAD,20/02/2015,850,EDB PLACEMENTS,V000878216
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,20/02/2015,800,FOSTER PARENTS BASIC ALLOWANCE,V000878217
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,20/02/2015,800,FOSTER PARENTS BASIC ALLOWANCE,V000878218
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,20/02/2015,1300,FOSTER PARENTS BASIC ALLOWANCE,V000878219
ROCHDALE BOROUGH COUNCIL,20/02/2015,CUSTOMERS & CORPORATE SERVICES,DR SIMON NADEL,20/02/2015,1200,EXPERT REPORTS,V000878220
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,COASTAL CHILD & ADOLESCENT THERAPUTIC SERVICES LTD,20/02/2015,12960,FOSTER PARENTS BASIC ALLOWANCE,V000878222
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/02/2015,1520,FOSTER PARENTS BASIC ALLOWANCE,V000878223
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/02/2015,3020,FOSTER PARENTS BASIC ALLOWANCE,V000878224
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/02/2015,1539,FOSTER PARENTS BASIC ALLOWANCE,V000878225
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3228.34,VOLUNTARY ASSOCIATIONS,V000878226
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,2905.63,VOLUNTARY ASSOCIATIONS,V000878227
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3423.33,VOLUNTARY ASSOCIATIONS,V000878228
ROCHDALE BOROUGH COUNCIL,20/02/2015,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,20/02/2015,3449.99,VOLUNTARY ASSOCIATIONS,V000878230
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,CONNECTIONS 4 CHILDHOOD LTD,20/02/2015,665,TRAINING-QUALIFICATION,V000878234
ROCHDALE BOROUGH COUNCIL,20/02/2015,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,20/02/2015,1305,DAY CARE,V000878237
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,THE OYSTER PARTNERSHIP LTD,20/02/2015,937.5,AGENCY STAFF,V000878239
ROCHDALE BOROUGH COUNCIL,20/02/2015,ECONOMY AND ENVIRONMENT,THE OYSTER PARTNERSHIP LTD,20/02/2015,900,AGENCY STAFF,V000878240
ROCHDALE BOROUGH COUNCIL,23/02/2015,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,23/02/2015,1265,DAY CARE,V000878241
ROCHDALE BOROUGH COUNCIL,23/02/2015,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,23/02/2015,1285,DAY CARE,V000878242
ROCHDALE BOROUGH COUNCIL,23/02/2015,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,23/02/2015,1295,DAY CARE,V000878243
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1348.7,JOINTLY FINANCED,V000878249
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,25/02/2015,1685.88,JOINTLY FINANCED,V000878251
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,505.76,JOINTLY FINANCED,V000878252
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,1629.68,JOINTLY FINANCED,V000878253
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,25/02/2015,1629.68,JOINTLY FINANCED,V000878254
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,1573.48,JOINTLY FINANCED,V000878255
ROCHDALE BOROUGH COUNCIL,20/02/2015,FINANCE SERVICES,CO-OPERATIVE BANK PLC,20/02/2015,2576.09,FEES / COMMISSION,V000878260
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,25/02/2015,2602.08,ASSESSMENT CARE,V000878263
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,25/02/2015,2384.22,ASSESSMENT CARE,V000878265
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,25/02/2015,567.67,ASSESSMENT CARE,V000878268
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,25/02/2015,2384.22,ASSESSMENT CARE,V000878271
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,1192.11,SHORT TERM CARE - RESIDENTIAL,V000878272
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,25/02/2015,2384.22,ASSESSMENT CARE,V000878278
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,25/02/2015,2384.22,ASSESSMENT CARE,V000878280
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,25/02/2015,786.74,SHORT TERM CARE - RESIDENTIAL,V000878282
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,2384.22,SHORT TERM CARE - RESIDENTIAL,V000878287
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,25/02/2015,2384.22,SHORT TERM CARE - RESIDENTIAL,V000878288
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,25/02/2015,2384.22,ASSESSMENT CARE,V000878291
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,POWERCARE,27/02/2015,1950,CLEANING EQUIPMENT,V000878297
ROCHDALE BOROUGH COUNCIL,23/02/2015,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,23/02/2015,1432.8,SERVICES - GENERAL,V000878317
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,1703.02,JOINTLY FINANCED,V000878328
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,REDACTED - PERSONAL DATA,25/02/2015,800,TAXI HIRE,V000878332
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,2922.18,JOINTLY FINANCED,V000878333
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1685.87,JOINTLY FINANCED,V000878337
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1123.92,JOINTLY FINANCED,V000878338
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1629.68,JOINTLY FINANCED,V000878339
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,899.13,JOINTLY FINANCED,V000878341
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1629.68,JOINTLY FINANCED,V000878342
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,25/02/2015,1685.87,JOINTLY FINANCED,V000878343
ROCHDALE BOROUGH COUNCIL,23/02/2015,PROPERTY AND HIGHWAYS,NSL LIMITED,23/02/2015,31224.74,CAR PARKING CONTRACT,V000878346
ROCHDALE BOROUGH COUNCIL,23/02/2015,PROPERTY AND HIGHWAYS,NSL LIMITED,23/02/2015,5269,CAR PARKING CONTRACT,V000878347
ROCHDALE BOROUGH COUNCIL,23/02/2015,PROPERTY AND HIGHWAYS,PRESTWICH CYCLE FACTORS LTD,23/02/2015,833.33,PRINTING & STATIONERY,V000878351
ROCHDALE BOROUGH COUNCIL,27/02/2015,EARLY HELP AND SCHOOLS,MAUDESPORT LTD,27/02/2015,544.99,PROJECT & ACTIVITIES,V000878358
ROCHDALE BOROUGH COUNCIL,23/02/2015,PROPERTY AND HIGHWAYS,DDH FABRICATIONS LTD,23/02/2015,910,TRANSACTIONS-EXPENDITURE,V000878368
ROCHDALE BOROUGH COUNCIL,23/02/2015,PROPERTY AND HIGHWAYS,PER FIT WINDOWS LTD,23/02/2015,3348.45,TRANSACTIONS-EXPENDITURE,V000878369
ROCHDALE BOROUGH COUNCIL,23/02/2015,EARLY HELP AND SCHOOLS,WARDLE ACADEMY,23/02/2015,12752.63,SEN COSTS MET BY SCHOOLS,V000878370
ROCHDALE BOROUGH COUNCIL,26/02/2015,ECONOMY AND ENVIRONMENT,NORSEMAN DIRECT LIMITED,26/02/2015,649,EQUIPMENT - GENERAL,V000878374
ROCHDALE BOROUGH COUNCIL,26/02/2015,ECONOMY AND ENVIRONMENT,NISBETS PLC,26/02/2015,539.64,EQUIPMENT - GENERAL,V000878378
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,25/02/2015,575.4,CONSUMABLES,V000878383
ROCHDALE BOROUGH COUNCIL,27/02/2015,EARLY HELP AND SCHOOLS,PHONAK GROUP LIMITED,27/02/2015,1316,EQUIPMENT - GENERAL,V000878402
ROCHDALE BOROUGH COUNCIL,27/02/2015,ECONOMY AND ENVIRONMENT,BURNT TREE GROUP LIMITED,27/02/2015,8398.06,TRANSACTIONS-EXPENDITURE,V000878409
ROCHDALE BOROUGH COUNCIL,23/02/2015,ECONOMY AND ENVIRONMENT,PITNEY BOWES LTD,23/02/2015,703.19,PRINTING & STATIONERY,V000878416
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,1629.68,JOINTLY FINANCED,V000878426
ROCHDALE BOROUGH COUNCIL,23/02/2015,CUSTOMERS & CORPORATE SERVICES,WHITWORTH AMATEUR MUSICAL & DRAMATIC SOCIETY,23/02/2015,3000,PROJECT & ACTIVITIES,V000878444
ROCHDALE BOROUGH COUNCIL,24/02/2015,ECONOMY AND ENVIRONMENT,LEEDS CITY COUNCIL,24/02/2015,-2366.66,EVENTS,V000878445
ROCHDALE BOROUGH COUNCIL,24/02/2015,ECONOMY AND ENVIRONMENT,LEEDS CITY COUNCIL,24/02/2015,5563.09,EVENTS,V000878445
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,25/02/2015,575.4,CONSUMABLES,V000878458
ROCHDALE BOROUGH COUNCIL,24/02/2015,FINANCE SERVICES,MYNEWSDESK UK LTD,24/02/2015,667,PUBLICITY,V000878489
ROCHDALE BOROUGH COUNCIL,24/02/2015,EARLY HELP AND SCHOOLS,SCAMPS PRE-SCHOOL PLAYGROUP,24/02/2015,720,COSTS MET BY SCHOOL,V000878490
ROCHDALE BOROUGH COUNCIL,24/02/2015,EARLY HELP AND SCHOOLS,SCAMPS PRE-SCHOOL PLAYGROUP,24/02/2015,720,COSTS MET BY SCHOOL,V000878491
ROCHDALE BOROUGH COUNCIL,24/02/2015,ECONOMY AND ENVIRONMENT,BURNT TREE GROUP LIMITED,24/02/2015,8171.3,TRANSACTIONS-EXPENDITURE,V000878505
ROCHDALE BOROUGH COUNCIL,26/02/2015,EARLY HELP AND SCHOOLS,ROYAL LIFE SAVING SOCIETY UK,26/02/2015,1000,TRAINING-QUALIFICATION,V000878513
ROCHDALE BOROUGH COUNCIL,25/02/2015,ECONOMY AND ENVIRONMENT,MICHELLE BARON,25/02/2015,1320,PROJECT & ACTIVITIES,V000878516
ROCHDALE BOROUGH COUNCIL,25/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,25/02/2015,16107.09,NURSING LONG TERM,V000878542
